,APLT
2019-05-14,9.399999618530273
2019-05-15,9.75
2019-05-16,9.90999984741211
2019-05-17,10.020000457763672
2019-05-20,10.01200008392334
2019-05-21,10.050000190734863
2019-05-22,10.0
2019-05-23,9.9399995803833
2019-05-24,10.010000228881836
2019-05-28,9.9399995803833
2019-05-29,10.0
2019-05-30,9.960000038146973
2019-05-31,9.890000343322754
2019-06-03,10.020000457763672
2019-06-04,9.960000038146973
2019-06-05,10.0
2019-06-06,9.100000381469727
2019-06-07,9.300000190734863
2019-06-10,9.899999618530273
2019-06-11,9.920000076293945
2019-06-12,10.0
2019-06-13,9.760000228881836
2019-06-14,8.550000190734863
2019-06-17,9.0600004196167
2019-06-18,8.989999771118164
2019-06-19,9.260000228881836
2019-06-20,9.25
2019-06-21,8.640000343322754
2019-06-24,8.6899995803833
2019-06-25,8.404999732971191
2019-06-26,8.100000381469727
2019-06-27,8.329999923706055
2019-06-28,8.239999771118164
2019-07-01,8.5
2019-07-02,8.319999694824219
2019-07-03,8.260000228881836
2019-07-05,8.119999885559082
2019-07-08,8.079999923706055
2019-07-09,8.369999885559082
2019-07-10,8.100000381469727
2019-07-11,8.100000381469727
2019-07-12,8.989999771118164
2019-07-15,9.420000076293945
2019-07-16,9.270000457763672
2019-07-17,9.119999885559082
2019-07-18,9.100000381469727
2019-07-19,9.40999984741211
2019-07-22,9.40999984741211
2019-07-23,9.579999923706055
2019-07-24,9.069999694824219
2019-07-25,9.0
2019-07-26,8.75
2019-07-29,8.920000076293945
2019-07-30,8.635000228881836
2019-07-31,9.09000015258789
2019-08-01,8.90999984741211
2019-08-02,9.079999923706055
2019-08-05,8.920000076293945
2019-08-06,9.25
2019-08-07,9.25
2019-08-08,8.5
2019-08-09,8.75
2019-08-12,9.270000457763672
2019-08-13,9.359999656677246
2019-08-14,8.829999923706055
2019-08-15,8.899999618530273
2019-08-16,9.539999961853027
2019-08-19,10.0
2019-08-20,9.90999984741211
2019-08-21,9.949999809265137
2019-08-22,10.050000190734863
2019-08-23,9.9399995803833
2019-08-26,9.59000015258789
2019-08-27,10.25
2019-08-28,10.149999618530273
2019-08-29,10.5
2019-08-30,10.800000190734863
2019-09-03,9.800000190734863
2019-09-04,10.28499984741211
2019-09-05,10.100000381469727
2019-09-06,10.100000381469727
2019-09-09,9.989999771118164
2019-09-10,9.805000305175781
2019-09-11,10.1899995803833
2019-09-12,9.420000076293945
2019-09-13,9.279999732971191
2019-09-16,9.510000228881836
2019-09-17,9.800000190734863
2019-09-18,9.880000114440918
2019-09-19,9.8100004196167
2019-09-20,10.520000457763672
2019-09-23,10.149999618530273
2019-09-24,9.949999809265137
2019-09-25,10.680000305175781
2019-09-26,10.270000457763672
2019-09-27,9.925000190734863
2019-09-30,10.989999771118164
2019-10-01,10.449999809265137
2019-10-02,10.5
2019-10-03,10.5
2019-10-04,10.470000267028809
2019-10-07,10.25
2019-10-08,10.489999771118164
2019-10-09,10.5
2019-10-10,10.34000015258789
2019-10-11,10.600000381469727
2019-10-14,10.15999984741211
2019-10-15,10.390000343322754
2019-10-16,11.0
2019-10-17,11.529999732971191
2019-10-18,13.260000228881836
2019-10-21,15.0
2019-10-22,16.5
2019-10-23,16.93000030517578
2019-10-24,17.010000228881836
2019-10-25,15.859999656677246
2019-10-28,17.290000915527344
2019-10-29,16.84000015258789
2019-10-30,16.459999084472656
2019-10-31,16.510000228881836
2019-11-01,16.920000076293945
2019-11-04,16.639999389648438
2019-11-05,16.65999984741211
2019-11-06,16.100000381469727
2019-11-07,16.5
2019-11-08,14.739999771118164
2019-11-11,14.920000076293945
2019-11-12,15.300000190734863
2019-11-13,14.989999771118164
2019-11-14,14.15999984741211
2019-11-15,15.0
2019-11-18,14.550000190734863
2019-11-19,16.360000610351562
2019-11-20,16.600000381469727
2019-11-21,16.170000076293945
2019-11-22,16.84000015258789
2019-11-25,15.989999771118164
2019-11-26,16.549999237060547
2019-11-27,17.239999771118164
2019-11-29,17.549999237060547
2019-12-02,17.280000686645508
2019-12-03,19.719999313354492
2019-12-04,24.0
2019-12-05,21.5
2019-12-06,20.920000076293945
2019-12-09,21.260000228881836
2019-12-10,20.950000762939453
2019-12-11,20.93000030517578
2019-12-12,20.950000762939453
2019-12-13,21.360000610351562
2019-12-16,22.200000762939453
2019-12-17,22.68000030517578
2019-12-18,22.520000457763672
2019-12-19,23.040000915527344
2019-12-20,24.719999313354492
2019-12-23,24.299999237060547
2019-12-24,22.579999923706055
2019-12-26,25.5
2019-12-27,26.079999923706055
2019-12-30,28.139999389648438
2019-12-31,27.280000686645508
2020-01-02,28.770000457763672
2020-01-03,29.899999618530273
2020-01-06,26.709999084472656
2020-01-07,26.15999984741211
2020-01-08,35.18000030517578
2020-01-09,44.130001068115234
2020-01-10,40.560001373291016
2020-01-13,42.099998474121094
2020-01-14,46.36000061035156
2020-01-15,44.56999969482422
2020-01-16,48.290000915527344
2020-01-17,48.86000061035156
2020-01-21,48.349998474121094
2020-01-22,47.93000030517578
2020-01-23,48.849998474121094
2020-01-24,48.65999984741211
2020-01-27,50.31999969482422
2020-01-28,49.83000183105469
2020-01-29,49.599998474121094
2020-01-30,53.130001068115234
2020-01-31,52.470001220703125
2020-02-03,54.0099983215332
2020-02-04,54.70000076293945
2020-02-05,55.470001220703125
2020-02-06,51.2599983215332
2020-02-07,53.95000076293945
2020-02-10,53.779998779296875
2020-02-11,53.0
2020-02-12,52.79999923706055
2020-02-13,49.08000183105469
2020-02-14,45.7599983215332
2020-02-18,44.900001525878906
2020-02-19,41.16999816894531
2020-02-20,43.189998626708984
2020-02-21,42.779998779296875
2020-02-24,40.970001220703125
2020-02-25,40.97999954223633
2020-02-26,41.70000076293945
2020-02-27,41.650001525878906
2020-02-28,41.54999923706055
2020-03-02,41.869998931884766
2020-03-03,41.59000015258789
2020-03-04,44.560001373291016
2020-03-05,40.400001525878906
2020-03-06,41.11000061035156
2020-03-09,34.279998779296875
2020-03-10,34.099998474121094
2020-03-11,29.59000015258789
2020-03-12,27.010000228881836
2020-03-13,27.829999923706055
2020-03-16,19.540000915527344
2020-03-17,23.200000762939453
2020-03-18,21.280000686645508
2020-03-19,25.190000534057617
2020-03-20,27.0
2020-03-23,27.989999771118164
2020-03-24,29.579999923706055
2020-03-25,30.020000457763672
2020-03-26,30.43000030517578
2020-03-27,30.440000534057617
2020-03-30,33.9900016784668
2020-03-31,32.689998626708984
2020-04-01,29.40999984741211
2020-04-02,31.049999237060547
2020-04-03,31.860000610351562
2020-04-06,35.0099983215332
2020-04-07,40.599998474121094
2020-04-08,45.93000030517578
2020-04-09,43.52000045776367
2020-04-13,41.33000183105469
2020-04-14,41.65999984741211
2020-04-15,40.599998474121094
2020-04-16,38.20000076293945
2020-04-17,42.0
2020-04-20,39.7599983215332
2020-04-21,35.27000045776367
2020-04-22,34.77000045776367
2020-04-23,34.83000183105469
2020-04-24,37.529998779296875
2020-04-27,39.40999984741211
2020-04-28,37.0
2020-04-29,38.880001068115234
2020-04-30,35.75
2020-05-01,36.630001068115234
2020-05-04,37.43000030517578
2020-05-05,42.0
2020-05-06,45.06999969482422
2020-05-07,45.0
2020-05-08,46.29999923706055
2020-05-11,49.25
2020-05-12,47.810001373291016
2020-05-13,44.25
2020-05-14,42.9900016784668
2020-05-15,44.0
2020-05-18,45.36000061035156
2020-05-19,47.36000061035156
2020-05-20,51.22999954223633
2020-05-21,49.41999816894531
2020-05-22,47.72999954223633
2020-05-26,48.290000915527344
2020-05-27,48.349998474121094
2020-05-28,46.91999816894531
2020-05-29,45.52000045776367
2020-06-01,46.40999984741211
2020-06-02,44.900001525878906
2020-06-03,44.0
2020-06-04,44.02000045776367
2020-06-05,41.720001220703125
2020-06-08,44.540000915527344
2020-06-09,42.75
2020-06-10,43.02000045776367
2020-06-11,39.959999084472656
2020-06-12,40.7400016784668
2020-06-15,42.66999816894531
2020-06-16,43.95000076293945
2020-06-17,43.470001220703125
2020-06-18,45.20000076293945
2020-06-19,48.2400016784668
2020-06-22,48.380001068115234
2020-06-23,43.63999938964844
2020-06-24,38.810001373291016
2020-06-25,37.7400016784668
2020-06-26,35.34000015258789
2020-06-29,35.56999969482422
2020-06-30,36.150001525878906
2020-07-01,35.36000061035156
2020-07-02,33.150001525878906
2020-07-06,31.3700008392334
2020-07-07,32.38999938964844
2020-07-08,32.349998474121094
2020-07-09,31.219999313354492
2020-07-10,30.469999313354492
2020-07-13,28.06999969482422
2020-07-14,28.329999923706055
2020-07-15,30.709999084472656
2020-07-16,28.270000457763672
2020-07-17,28.360000610351562
2020-07-20,27.3799991607666
2020-07-21,26.719999313354492
2020-07-22,25.639999389648438
2020-07-23,27.049999237060547
2020-07-24,25.299999237060547
2020-07-27,25.739999771118164
2020-07-28,25.020000457763672
2020-07-29,25.309999465942383
2020-07-30,25.399999618530273
2020-07-31,25.799999237060547
2020-08-03,25.93000030517578
2020-08-04,26.739999771118164
2020-08-05,26.90999984741211
2020-08-06,26.8799991607666
2020-08-07,27.1200008392334
2020-08-10,26.950000762939453
2020-08-11,27.579999923706055
2020-08-12,30.68000030517578
2020-08-13,31.149999618530273
2020-08-14,29.239999771118164
2020-08-17,25.709999084472656
2020-08-18,26.18000030517578
2020-08-19,27.81999969482422
2020-08-20,26.229999542236328
2020-08-21,24.690000534057617
2020-08-24,24.239999771118164
2020-08-25,24.729999542236328
2020-08-26,23.440000534057617
2020-08-27,23.40999984741211
2020-08-28,23.40999984741211
2020-08-31,24.100000381469727
2020-09-01,22.510000228881836
2020-09-02,24.34000015258789
2020-09-03,23.760000228881836
2020-09-04,23.760000228881836
2020-09-08,24.5
2020-09-09,27.239999771118164
2020-09-10,24.520000457763672
2020-09-11,24.260000228881836
2020-09-14,25.40999984741211
2020-09-15,23.969999313354492
2020-09-16,23.579999923706055
2020-09-17,23.950000762939453
2020-09-18,24.360000610351562
2020-09-21,22.424999237060547
2020-09-22,22.100000381469727
2020-09-23,20.459999084472656
2020-09-24,19.43000030517578
2020-09-25,19.8700008392334
2020-09-28,19.770000457763672
2020-09-29,20.34000015258789
2020-09-30,20.760000228881836
2020-10-01,20.010000228881836
2020-10-02,20.020000457763672
2020-10-05,21.93000030517578
2020-10-06,22.239999771118164
2020-10-07,21.329999923706055
2020-10-08,23.079999923706055
2020-10-09,22.860000610351562
2020-10-12,23.1299991607666
2020-10-13,24.229999542236328
2020-10-14,23.700000762939453
2020-10-15,23.239999771118164
2020-10-16,23.459999084472656
2020-10-19,22.290000915527344
2020-10-20,22.06999969482422
2020-10-21,21.6200008392334
2020-10-22,22.25
2020-10-23,22.579999923706055
2020-10-26,22.139999389648438
2020-10-27,21.170000076293945
2020-10-28,18.18000030517578
2020-10-29,17.059999465942383
2020-10-30,16.270000457763672
2020-11-02,17.6299991607666
2020-11-03,18.110000610351562
2020-11-04,19.0
2020-11-05,18.34000015258789
2020-11-06,16.5
2020-11-09,17.979999542236328
2020-11-10,15.5
2020-11-11,15.5
2020-11-12,15.4399995803833
2020-11-13,16.40999984741211
2020-11-16,17.06999969482422
2020-11-17,17.1299991607666
2020-11-18,16.799999237060547
2020-11-19,19.25
2020-11-20,19.5
2020-11-23,20.639999389648438
2020-11-24,21.93000030517578
2020-11-25,22.469999313354492
2020-11-27,23.5
2020-11-30,23.15999984741211
2020-12-01,20.84000015258789
2020-12-02,20.90999984741211
2020-12-03,20.65999984741211
2020-12-04,21.5
2020-12-07,20.15999984741211
2020-12-08,19.90999984741211
2020-12-09,20.440000534057617
2020-12-10,23.149999618530273
2020-12-11,22.399999618530273
2020-12-14,24.149999618530273
2020-12-15,23.639999389648438
2020-12-16,23.040000915527344
2020-12-17,23.850000381469727
2020-12-18,22.899999618530273
2020-12-21,22.940000534057617
2020-12-22,22.760000228881836
2020-12-23,22.65999984741211
2020-12-24,22.299999237060547
2020-12-28,22.270000457763672
2020-12-29,21.790000915527344
2020-12-30,21.59000015258789
2020-12-31,22.010000228881836
2021-01-04,22.06999969482422
2021-01-05,23.709999084472656
2021-01-06,22.059999465942383
2021-01-07,21.690000534057617
2021-01-08,23.049999237060547
2021-01-11,22.969999313354492
2021-01-12,23.520000457763672
2021-01-13,22.010000228881836
2021-01-14,21.790000915527344
2021-01-15,21.889999389648438
2021-01-19,21.829999923706055
2021-01-20,20.860000610351562
2021-01-21,20.219999313354492
2021-01-22,19.729999542236328
2021-01-25,20.770000457763672
2021-01-26,20.549999237060547
2021-01-27,20.40999984741211
2021-01-28,21.520000457763672
2021-01-29,20.940000534057617
2021-02-01,25.40999984741211
2021-02-02,27.959999084472656
2021-02-03,25.989999771118164
2021-02-04,25.770000457763672
2021-02-05,26.489999771118164
2021-02-08,27.989999771118164
2021-02-09,28.649999618530273
2021-02-10,27.239999771118164
2021-02-11,23.3799991607666
2021-02-12,21.790000915527344
2021-02-16,23.31999969482422
2021-02-17,23.6200008392334
2021-02-18,22.0
2021-02-19,21.899999618530273
2021-02-22,22.40999984741211
2021-02-23,22.420000076293945
2021-02-24,23.719999313354492
2021-02-25,22.93000030517578
2021-02-26,21.719999313354492
2021-03-01,20.850000381469727
2021-03-02,19.920000076293945
2021-03-03,18.920000076293945
2021-03-04,17.600000381469727
2021-03-05,17.950000762939453
2021-03-08,16.56999969482422
2021-03-09,17.190000534057617
2021-03-10,17.5
2021-03-11,19.049999237060547
2021-03-12,19.469999313354492
2021-03-15,19.65999984741211
2021-03-16,19.049999237060547
2021-03-17,19.68000030517578
2021-03-18,20.040000915527344
2021-03-19,20.329999923706055
2021-03-22,21.010000228881836
2021-03-23,19.610000610351562
2021-03-24,19.790000915527344
2021-03-25,20.209999084472656
2021-03-26,19.850000381469727
2021-03-29,18.309999465942383
2021-03-30,18.360000610351562
2021-03-31,18.7549991607666
2021-04-01,18.209999084472656
2021-04-05,17.450000762939453
2021-04-06,16.979999542236328
2021-04-07,16.360000610351562
2021-04-08,16.90999984741211
2021-04-09,16.75
2021-04-12,16.309999465942383
2021-04-13,16.450000762939453
2021-04-14,16.610000610351562
2021-04-15,16.790000915527344
2021-04-16,16.389999389648438
2021-04-19,16.450000762939453
2021-04-20,16.510000228881836
2021-04-21,17.270000457763672
2021-04-22,16.93000030517578
2021-04-23,16.579999923706055
2021-04-26,17.610000610351562
2021-04-27,18.030000686645508
2021-04-28,18.690000534057617
2021-04-29,18.360000610351562
2021-04-30,18.520000457763672
2021-05-03,18.299999237060547
2021-05-04,18.020000457763672
2021-05-05,17.809999465942383
2021-05-06,17.049999237060547
2021-05-07,17.43000030517578
2021-05-10,16.229999542236328
2021-05-11,16.559999465942383
2021-05-12,15.869999885559082
2021-05-13,14.180000305175781
2021-05-14,14.050000190734863
