,CMCT
2003-08-28,198.0
2003-08-29,201.0
2003-09-02,203.39999389648438
2003-09-03,201.75
2003-09-04,203.6999969482422
2003-09-05,204.0
2003-09-08,204.75
2003-09-09,204.4499969482422
2003-09-10,204.0
2003-09-11,201.0
2003-09-12,204.3000030517578
2003-09-15,204.75
2003-09-16,205.9499969482422
2003-09-17,206.25
2003-09-18,207.0
2003-09-19,208.1999969482422
2003-09-22,209.25
2003-09-23,209.6999969482422
2003-09-24,209.39999389648438
2003-09-25,210.0
2003-09-26,204.0
2003-09-29,205.35000610351562
2003-09-30,205.1999969482422
2003-10-01,203.6999969482422
2003-10-02,208.5
2003-10-03,204.89999389648438
2003-10-06,207.0
2003-10-07,206.25
2003-10-08,205.5
2003-10-09,203.85000610351562
2003-10-10,206.25
2003-10-13,207.14999389648438
2003-10-14,207.14999389648438
2003-10-15,207.4499969482422
2003-10-16,206.85000610351562
2003-10-17,208.1999969482422
2003-10-20,207.75
2003-10-21,207.0
2003-10-22,207.3000030517578
2003-10-23,209.6999969482422
2003-10-24,209.39999389648438
2003-10-27,208.64999389648438
2003-10-28,208.9499969482422
2003-10-29,209.5500030517578
2003-10-30,209.10000610351562
2003-10-31,209.6999969482422
2003-11-03,210.75
2003-11-04,209.85000610351562
2003-11-05,210.0
2003-11-06,210.0
2003-11-07,212.39999389648438
2003-11-10,213.4499969482422
2003-11-11,211.5
2003-11-12,212.39999389648438
2003-11-13,213.3000030517578
2003-11-14,214.0500030517578
2003-11-17,214.35000610351562
2003-11-18,214.1999969482422
2003-11-19,213.3000030517578
2003-11-20,214.0500030517578
2003-11-21,212.85000610351562
2003-11-24,216.75
2003-11-25,219.0
2003-11-26,221.85000610351562
2003-11-28,226.5
2003-12-01,232.1999969482422
2003-12-02,232.5
2003-12-03,228.0
2003-12-04,229.0500030517578
2003-12-05,229.0500030517578
2003-12-08,231.0
2003-12-09,232.35000610351562
2003-12-10,225.89999389648438
2003-12-11,225.60000610351562
2003-12-12,226.64999389648438
2003-12-15,229.5
2003-12-16,229.5
2003-12-17,228.75
2003-12-18,230.39999389648438
2003-12-19,231.0
2003-12-22,228.75
2003-12-23,230.25
2003-12-24,230.85000610351562
2003-12-26,230.85000610351562
2003-12-29,228.3000030517578
2003-12-30,228.75
2003-12-31,228.4499969482422
2004-01-02,226.5
2004-01-05,227.25
2004-01-06,228.75
2004-01-07,228.89999389648438
2004-01-08,231.0
2004-01-09,232.0500030517578
2004-01-12,231.3000030517578
2004-01-13,228.3000030517578
2004-01-14,231.60000610351562
2004-01-15,229.5
2004-01-16,231.14999389648438
2004-01-20,231.0
2004-01-21,232.0500030517578
2004-01-22,232.5
2004-01-23,230.10000610351562
2004-01-26,230.6999969482422
2004-01-27,230.5500030517578
2004-01-28,232.5
2004-01-29,231.4499969482422
2004-01-30,231.75
2004-02-02,230.85000610351562
2004-02-03,231.75
2004-02-04,231.4499969482422
2004-02-05,231.0
2004-02-06,232.5
2004-02-09,232.1999969482422
2004-02-10,231.14999389648438
2004-02-11,231.0
2004-02-12,231.0
2004-02-13,233.25
2004-02-17,239.10000610351562
2004-02-18,240.0
2004-02-19,240.75
2004-02-20,240.0
2004-02-23,236.25
2004-02-24,237.14999389648438
2004-02-25,238.5
2004-02-26,240.0
2004-02-27,246.0
2004-03-01,253.8000030517578
2004-03-02,254.39999389648438
2004-03-03,252.0
2004-03-04,246.0
2004-03-05,246.89999389648438
2004-03-08,249.3000030517578
2004-03-09,253.1999969482422
2004-03-10,248.25
2004-03-11,250.5
2004-03-12,247.5
2004-03-15,249.75
2004-03-16,245.25
2004-03-17,240.75
2004-03-18,228.75
2004-03-19,225.89999389648438
2004-03-22,230.25
2004-03-23,232.8000030517578
2004-03-24,234.14999389648438
2004-03-25,232.64999389648438
2004-03-26,232.5
2004-03-29,231.4499969482422
2004-03-30,230.6999969482422
2004-03-31,233.25
2004-04-01,231.75
2004-04-02,228.4499969482422
2004-04-05,224.6999969482422
2004-04-06,215.6999969482422
2004-04-07,209.5500030517578
2004-04-08,208.8000030517578
2004-04-12,199.9499969482422
2004-04-13,200.5500030517578
2004-04-14,197.25
2004-04-15,202.8000030517578
2004-04-16,203.6999969482422
2004-04-19,205.5
2004-04-20,200.25
2004-04-21,198.75
2004-04-22,206.6999969482422
2004-04-23,206.25
2004-04-26,208.35000610351562
2004-04-27,208.9499969482422
2004-04-28,204.75
2004-04-29,206.25
2004-04-30,204.0
2004-05-03,199.35000610351562
2004-05-04,198.3000030517578
2004-05-05,203.25
2004-05-06,206.25
2004-05-07,204.0
2004-05-10,198.14999389648438
2004-05-11,200.25
2004-05-12,199.1999969482422
2004-05-13,199.9499969482422
2004-05-14,199.5
2004-05-17,200.25
2004-05-18,201.0
2004-05-19,204.0
2004-05-20,201.0
2004-05-21,199.64999389648438
2004-05-24,201.75
2004-05-25,204.3000030517578
2004-05-26,205.1999969482422
2004-05-27,205.0500030517578
2004-05-28,202.8000030517578
2004-06-01,204.75
2004-06-02,206.39999389648438
2004-06-03,204.60000610351562
2004-06-04,206.25
2004-06-07,208.5
2004-06-08,208.9499969482422
2004-06-09,207.89999389648438
2004-06-10,209.25
2004-06-14,210.0
2004-06-15,208.5
2004-06-16,208.8000030517578
2004-06-17,210.0
2004-06-18,210.89999389648438
2004-06-21,219.0
2004-06-22,220.5
2004-06-23,219.75
2004-06-24,219.14999389648438
2004-06-25,217.5
2004-06-28,214.5
2004-06-29,215.10000610351562
2004-06-30,216.0
2004-07-01,217.1999969482422
2004-07-02,212.39999389648438
2004-07-06,211.5
2004-07-07,213.0
2004-07-08,212.25
2004-07-09,212.85000610351562
2004-07-12,213.4499969482422
2004-07-13,216.4499969482422
2004-07-14,214.9499969482422
2004-07-15,217.9499969482422
2004-07-16,216.75
2004-07-19,219.60000610351562
2004-07-20,221.39999389648438
2004-07-21,220.5
2004-07-22,222.0
2004-07-23,217.1999969482422
2004-07-26,217.64999389648438
2004-07-27,221.25
2004-07-28,218.85000610351562
2004-07-29,217.5
2004-07-30,216.3000030517578
2004-08-02,216.14999389648438
2004-08-03,217.5
2004-08-04,216.0
2004-08-05,211.1999969482422
2004-08-06,212.10000610351562
2004-08-09,217.64999389648438
2004-08-10,216.60000610351562
2004-08-11,218.6999969482422
2004-08-12,217.5
2004-08-13,217.5
2004-08-16,214.35000610351562
2004-08-17,212.5500030517578
2004-08-18,212.85000610351562
2004-08-19,212.10000610351562
2004-08-20,213.4499969482422
2004-08-23,212.10000610351562
2004-08-24,210.3000030517578
2004-08-25,210.3000030517578
2004-08-26,211.5
2004-08-27,210.3000030517578
2004-08-30,210.89999389648438
2004-08-31,210.89999389648438
2004-09-01,211.35000610351562
2004-09-02,211.35000610351562
2004-09-03,213.0
2004-09-07,213.75
2004-09-08,217.1999969482422
2004-09-09,219.4499969482422
2004-09-10,217.8000030517578
2004-09-13,218.5500030517578
2004-09-14,218.6999969482422
2004-09-15,218.10000610351562
2004-09-16,217.5
2004-09-17,217.8000030517578
2004-09-20,221.6999969482422
2004-09-21,226.9499969482422
2004-09-22,226.64999389648438
2004-09-23,229.1999969482422
2004-09-24,229.1999969482422
2004-09-27,229.8000030517578
2004-09-28,226.64999389648438
2004-09-29,228.3000030517578
2004-09-30,228.0
2004-10-01,221.25
2004-10-04,220.64999389648438
2004-10-05,221.39999389648438
2004-10-06,222.4499969482422
2004-10-07,222.60000610351562
2004-10-08,223.5
2004-10-11,224.5500030517578
2004-10-12,228.3000030517578
2004-10-13,230.10000610351562
2004-10-14,224.25
2004-10-15,223.9499969482422
2004-10-18,223.9499969482422
2004-10-19,222.75
2004-10-20,224.10000610351562
2004-10-21,221.6999969482422
2004-10-22,221.39999389648438
2004-10-25,218.25
2004-10-26,218.85000610351562
2004-10-27,217.35000610351562
2004-10-28,217.1999969482422
2004-10-29,217.64999389648438
2004-11-01,216.75
2004-11-02,216.89999389648438
2004-11-03,217.9499969482422
2004-11-04,222.75
2004-11-05,221.25
2004-11-08,219.75
2004-11-09,218.85000610351562
2004-11-10,220.8000030517578
2004-11-11,222.60000610351562
2004-11-12,222.0
2004-11-15,222.60000610351562
2004-11-16,222.75
2004-11-17,222.75
2004-11-18,222.0
2004-11-19,224.5500030517578
2004-11-22,224.5500030517578
2004-11-23,226.5
2004-11-24,226.35000610351562
2004-11-26,226.5
2004-11-29,225.60000610351562
2004-11-30,227.25
2004-12-01,227.6999969482422
2004-12-02,226.8000030517578
2004-12-03,228.75
2004-12-06,230.25
2004-12-07,227.85000610351562
2004-12-08,229.0500030517578
2004-12-09,230.10000610351562
2004-12-10,229.35000610351562
2004-12-13,231.75
2004-12-14,233.39999389648438
2004-12-15,234.89999389648438
2004-12-16,235.1999969482422
2004-12-17,235.8000030517578
2004-12-20,237.0
2004-12-21,237.75
2004-12-22,237.60000610351562
2004-12-23,237.89999389648438
2004-12-27,238.35000610351562
2004-12-28,236.85000610351562
2004-12-29,227.85000610351562
2004-12-30,227.25
2004-12-31,227.5500030517578
2005-01-03,225.60000610351562
2005-01-04,223.5
2005-01-05,220.64999389648438
2005-01-06,221.25
2005-01-07,221.10000610351562
2005-01-10,221.10000610351562
2005-01-11,226.8000030517578
2005-01-12,225.0
2005-01-13,224.39999389648438
2005-01-14,226.1999969482422
2005-01-18,227.10000610351562
2005-01-19,227.10000610351562
2005-01-20,226.5
2005-01-21,228.0
2005-01-24,226.9499969482422
2005-01-25,224.25
2005-01-26,224.25
2005-01-27,226.9499969482422
2005-01-28,229.1999969482422
2005-01-31,226.8000030517578
2005-02-01,224.85000610351562
2005-02-02,226.5
2005-02-03,226.9499969482422
2005-02-04,225.3000030517578
2005-02-07,225.3000030517578
2005-02-08,228.0
2005-02-09,228.0
2005-02-10,228.0
2005-02-11,226.9499969482422
2005-02-14,231.14999389648438
2005-02-15,232.35000610351562
2005-02-16,232.5
2005-02-17,233.85000610351562
2005-02-18,231.75
2005-02-22,228.14999389648438
2005-02-23,226.5
2005-02-24,226.8000030517578
2005-02-25,228.0
2005-02-28,225.3000030517578
2005-03-01,227.10000610351562
2005-03-02,227.5500030517578
2005-03-03,227.10000610351562
2005-03-04,227.10000610351562
2005-03-07,230.6999969482422
2005-03-08,231.14999389648438
2005-03-09,230.5500030517578
2005-03-10,231.60000610351562
2005-03-11,230.10000610351562
2005-03-14,229.35000610351562
2005-03-15,232.1999969482422
2005-03-16,230.25
2005-03-17,231.75
2005-03-18,232.8000030517578
2005-03-21,233.25
2005-03-22,234.14999389648438
2005-03-23,231.0
2005-03-24,231.4499969482422
2005-03-28,232.1999969482422
2005-03-29,227.25
2005-03-30,227.39999389648438
2005-03-31,226.0500030517578
2005-04-01,225.60000610351562
2005-04-04,225.89999389648438
2005-04-05,225.3000030517578
2005-04-06,227.25
2005-04-07,227.6999969482422
2005-04-08,226.1999969482422
2005-04-11,226.35000610351562
2005-04-12,227.10000610351562
2005-04-13,227.39999389648438
2005-04-14,223.8000030517578
2005-04-15,225.0
2005-04-18,225.14999389648438
2005-04-19,222.75
2005-04-20,225.14999389648438
2005-04-21,225.60000610351562
2005-04-22,225.14999389648438
2005-04-25,223.5
2005-04-26,225.75
2005-04-27,225.60000610351562
2005-04-28,223.8000030517578
2005-04-29,227.25
2005-05-02,225.14999389648438
2005-05-03,226.1999969482422
2005-05-04,229.0500030517578
2005-05-05,230.10000610351562
2005-05-06,230.6999969482422
2005-05-09,231.0
2005-05-10,228.60000610351562
2005-05-11,228.60000610351562
2005-05-12,225.14999389648438
2005-05-13,227.10000610351562
2005-05-16,227.6999969482422
2005-05-17,222.14999389648438
2005-05-18,220.9499969482422
2005-05-19,218.10000610351562
2005-05-20,220.9499969482422
2005-05-23,222.75
2005-05-24,221.39999389648438
2005-05-25,222.4499969482422
2005-05-26,222.60000610351562
2005-05-27,221.85000610351562
2005-05-31,221.25
2005-06-01,221.39999389648438
2005-06-02,221.25
2005-06-03,222.3000030517578
2005-06-06,219.4499969482422
2005-06-07,219.0
2005-06-08,220.1999969482422
2005-06-09,218.5500030517578
2005-06-10,218.10000610351562
2005-06-13,220.9499969482422
2005-06-14,220.0500030517578
2005-06-15,219.60000610351562
2005-06-16,219.60000610351562
2005-06-17,216.89999389648438
2005-06-20,209.6999969482422
2005-06-21,206.10000610351562
2005-06-22,210.0
2005-06-23,210.0
2005-06-24,208.5
2005-06-27,208.35000610351562
2005-06-28,203.6999969482422
2005-06-29,205.64999389648438
2005-06-30,196.64999389648438
2005-07-01,184.35000610351562
2005-07-05,178.8000030517578
2005-07-06,191.25
2005-07-07,195.14999389648438
2005-07-08,199.1999969482422
2005-07-11,195.0
2005-07-12,192.3000030517578
2005-07-13,196.64999389648438
2005-07-14,202.1999969482422
2005-07-15,199.64999389648438
2005-07-18,198.4499969482422
2005-07-19,198.0
2005-07-20,198.14999389648438
2005-07-21,198.75
2005-07-22,195.89999389648438
2005-07-25,194.39999389648438
2005-07-26,199.5
2005-07-27,200.5500030517578
2005-07-28,197.85000610351562
2005-07-29,198.3000030517578
2005-08-01,200.25
2005-08-02,197.85000610351562
2005-08-03,195.14999389648438
2005-08-04,199.5
2005-08-05,197.39999389648438
2005-08-08,193.5
2005-08-09,192.60000610351562
2005-08-10,194.85000610351562
2005-08-11,191.85000610351562
2005-08-12,185.25
2005-08-15,189.0
2005-08-16,192.0
2005-08-17,192.89999389648438
2005-08-18,193.0500030517578
2005-08-19,194.6999969482422
2005-08-22,195.3000030517578
2005-08-23,196.1999969482422
2005-08-24,194.25
2005-08-25,190.8000030517578
2005-08-26,191.5500030517578
2005-08-29,191.39999389648438
2005-08-30,192.0
2005-08-31,191.85000610351562
2005-09-01,190.64999389648438
2005-09-02,196.64999389648438
2005-09-06,198.4499969482422
2005-09-07,197.25
2005-09-08,199.35000610351562
2005-09-09,199.5
2005-09-12,200.6999969482422
2005-09-13,200.25
2005-09-14,199.9499969482422
2005-09-15,200.5500030517578
2005-09-16,201.75
2005-09-19,201.14999389648438
2005-09-20,201.75
2005-09-21,200.25
2005-09-22,200.85000610351562
2005-09-23,200.6999969482422
2005-09-26,203.25
2005-09-27,205.0500030517578
2005-09-28,200.85000610351562
2005-09-29,201.14999389648438
2005-09-30,201.4499969482422
2005-10-03,199.5
2005-10-04,196.5
2005-10-05,197.10000610351562
2005-10-06,197.6999969482422
2005-10-07,195.0
2005-10-10,196.5
2005-10-11,198.75
2005-10-12,198.3000030517578
2005-10-13,196.1999969482422
2005-10-14,194.39999389648438
2005-10-17,194.25
2005-10-18,196.5
2005-10-19,194.10000610351562
2005-10-20,191.6999969482422
2005-10-21,189.89999389648438
2005-10-24,191.6999969482422
2005-10-25,190.8000030517578
2005-10-26,187.9499969482422
2005-10-27,189.60000610351562
2005-10-28,189.0
2005-10-31,190.5
2005-11-01,188.6999969482422
2005-11-02,189.75
2005-11-03,187.35000610351562
2005-11-04,186.0
2005-11-07,185.5500030517578
2005-11-08,185.25
2005-11-09,185.25
2005-11-10,181.5
2005-11-11,177.75
2005-11-14,171.75
2005-11-15,176.25
2005-11-16,182.25
2005-11-17,188.25
2005-11-18,186.0
2005-11-21,186.75
2005-11-22,184.5
2005-11-23,183.89999389648438
2005-11-25,183.75
2005-11-28,184.1999969482422
2005-11-29,186.3000030517578
2005-11-30,183.0
2005-12-01,185.25
2005-12-02,187.5
2005-12-05,186.0
2005-12-06,193.5
2005-12-07,192.75
2005-12-08,192.75
2005-12-09,192.14999389648438
2005-12-12,190.35000610351562
2005-12-13,193.0500030517578
2005-12-14,196.8000030517578
2005-12-15,198.4499969482422
2005-12-16,197.39999389648438
2005-12-19,195.0
2005-12-20,196.1999969482422
2005-12-21,195.14999389648438
2005-12-22,193.8000030517578
2005-12-23,195.0
2005-12-27,195.0
2005-12-28,189.0
2005-12-29,186.3000030517578
2005-12-30,184.64999389648438
2006-01-03,185.6999969482422
2006-01-04,189.3000030517578
2006-01-05,192.75
2006-01-06,195.89999389648438
2006-01-09,196.35000610351562
2006-01-10,196.9499969482422
2006-01-11,198.75
2006-01-12,194.5500030517578
2006-01-13,192.75
2006-01-17,191.39999389648438
2006-01-18,192.0
2006-01-19,192.60000610351562
2006-01-20,194.25
2006-01-23,191.85000610351562
2006-01-24,191.25
2006-01-25,188.10000610351562
2006-01-26,188.39999389648438
2006-01-27,192.75
2006-01-30,192.75
2006-01-31,193.8000030517578
2006-02-01,193.35000610351562
2006-02-02,191.10000610351562
2006-02-03,189.3000030517578
2006-02-06,188.85000610351562
2006-02-07,185.6999969482422
2006-02-08,185.10000610351562
2006-02-09,183.75
2006-02-10,184.9499969482422
2006-02-13,186.75
2006-02-14,188.85000610351562
2006-02-15,188.25
2006-02-16,189.3000030517578
2006-02-17,191.25
2006-02-21,192.14999389648438
2006-02-22,189.3000030517578
2006-02-23,190.8000030517578
2006-02-24,191.25
2006-02-27,192.0
2006-02-28,191.25
2006-03-01,194.6999969482422
2006-03-02,194.39999389648438
2006-03-03,197.10000610351562
2006-03-06,196.5
2006-03-07,197.25
2006-03-08,197.39999389648438
2006-03-09,199.5
2006-03-10,199.5
2006-03-13,201.0
2006-03-14,204.75
2006-03-15,204.3000030517578
2006-03-16,206.25
2006-03-17,204.75
2006-03-20,206.10000610351562
2006-03-21,205.1999969482422
2006-03-22,205.5
2006-03-23,204.75
2006-03-24,201.89999389648438
2006-03-27,202.8000030517578
2006-03-28,204.0
2006-03-29,202.64999389648438
2006-03-30,201.75
2006-03-31,204.75
2006-04-03,199.35000610351562
2006-04-04,200.25
2006-04-05,202.35000610351562
2006-04-06,203.6999969482422
2006-04-07,198.0
2006-04-10,195.0
2006-04-11,194.39999389648438
2006-04-12,194.6999969482422
2006-04-13,193.1999969482422
2006-04-17,193.8000030517578
2006-04-18,195.0
2006-04-19,196.1999969482422
2006-04-20,199.5
2006-04-21,199.64999389648438
2006-04-24,197.10000610351562
2006-04-25,192.75
2006-04-26,195.4499969482422
2006-04-27,195.14999389648438
2006-04-28,195.75
2006-05-01,195.4499969482422
2006-05-02,194.39999389648438
2006-05-03,193.5
2006-05-04,193.5
2006-05-05,192.89999389648438
2006-05-08,193.5
2006-05-09,190.5
2006-05-10,186.0
2006-05-11,187.5
2006-05-12,186.60000610351562
2006-05-15,190.5
2006-05-16,191.25
2006-05-17,193.5
2006-05-18,192.75
2006-05-19,190.8000030517578
2006-05-22,192.60000610351562
2006-05-23,192.60000610351562
2006-05-24,193.0500030517578
2006-05-25,191.85000610351562
2006-05-26,192.75
2006-05-30,194.6999969482422
2006-05-31,195.0
2006-06-01,196.5
2006-06-02,197.25
2006-06-05,195.60000610351562
2006-06-06,191.10000610351562
2006-06-07,194.85000610351562
2006-06-08,191.39999389648438
2006-06-09,190.8000030517578
2006-06-12,191.25
2006-06-13,191.25
2006-06-14,190.1999969482422
2006-06-15,191.25
2006-06-16,191.85000610351562
2006-06-19,192.14999389648438
2006-06-20,194.25
2006-06-21,191.39999389648438
2006-06-22,191.39999389648438
2006-06-23,191.25
2006-06-26,192.0
2006-06-27,191.10000610351562
2006-06-28,190.35000610351562
2006-06-29,190.35000610351562
2006-06-30,189.89999389648438
2006-07-03,190.5
2006-07-05,190.9499969482422
2006-07-06,192.3000030517578
2006-07-07,191.6999969482422
2006-07-10,193.35000610351562
2006-07-11,192.0
2006-07-12,192.89999389648438
2006-07-13,193.9499969482422
2006-07-14,193.9499969482422
2006-07-17,192.75
2006-07-18,193.1999969482422
2006-07-19,193.35000610351562
2006-07-20,192.4499969482422
2006-07-21,193.5
2006-07-24,193.35000610351562
2006-07-25,192.75
2006-07-26,193.35000610351562
2006-07-27,192.89999389648438
2006-07-28,192.89999389648438
2006-07-31,193.1999969482422
2006-08-01,192.3000030517578
2006-08-02,193.5
2006-08-03,192.89999389648438
2006-08-04,193.5
2006-08-07,194.25
2006-08-08,193.5
2006-08-09,202.5
2006-08-10,202.5
2006-08-11,204.14999389648438
2006-08-14,203.5500030517578
2006-08-15,204.0
2006-08-16,201.89999389648438
2006-08-17,201.60000610351562
2006-08-18,201.0
2006-08-21,202.5
2006-08-22,202.5
2006-08-23,200.25
2006-08-24,201.75
2006-08-25,201.89999389648438
2006-08-28,201.3000030517578
2006-08-29,205.35000610351562
2006-08-30,210.14999389648438
2006-08-31,218.85000610351562
2006-09-01,217.5
2006-09-05,220.35000610351562
2006-09-06,214.0500030517578
2006-09-07,211.64999389648438
2006-09-08,212.6999969482422
2006-09-11,213.0
2006-09-12,212.25
2006-09-13,212.25
2006-09-14,214.5
2006-09-15,215.25
2006-09-18,214.9499969482422
2006-09-19,216.0
2006-09-20,216.0
2006-09-21,215.10000610351562
2006-09-22,216.75
2006-09-25,216.89999389648438
2006-09-26,211.5
2006-09-27,202.8000030517578
2006-09-28,207.75
2006-09-29,210.0
2006-10-02,208.5
2006-10-03,208.5
2006-10-04,210.3000030517578
2006-10-05,212.10000610351562
2006-10-06,213.4499969482422
2006-10-09,211.5
2006-10-10,213.14999389648438
2006-10-11,210.75
2006-10-12,212.25
2006-10-13,213.0
2006-10-16,211.9499969482422
2006-10-17,212.25
2006-10-18,211.64999389648438
2006-10-19,213.0
2006-10-20,211.5
2006-10-23,210.75
2006-10-24,211.5
2006-10-25,210.75
2006-10-26,211.64999389648438
2006-10-27,212.39999389648438
2006-10-30,213.75
2006-10-31,213.0
2006-11-01,211.9499969482422
2006-11-02,212.10000610351562
2006-11-03,211.64999389648438
2006-11-06,212.25
2006-11-07,211.0500030517578
2006-11-08,210.75
2006-11-09,210.14999389648438
2006-11-10,213.89999389648438
2006-11-13,212.85000610351562
2006-11-14,213.14999389648438
2006-11-15,213.75
2006-11-16,214.35000610351562
2006-11-17,214.5
2006-11-20,214.5
2006-11-21,213.75
2006-11-22,213.0
2006-11-24,213.0
2006-11-27,215.25
2006-11-28,214.35000610351562
2006-11-29,214.0500030517578
2006-11-30,215.25
2006-12-01,216.3000030517578
2006-12-04,214.5
2006-12-05,215.6999969482422
2006-12-06,215.25
2006-12-07,217.8000030517578
2006-12-08,218.25
2006-12-11,220.1999969482422
2006-12-12,220.35000610351562
2006-12-13,219.0
2006-12-14,220.9499969482422
2006-12-15,224.25
2006-12-18,224.25
2006-12-19,225.14999389648438
2006-12-20,228.14999389648438
2006-12-21,230.25
2006-12-22,231.14999389648438
2006-12-26,229.5
2006-12-27,223.64999389648438
2006-12-28,224.5500030517578
2006-12-29,225.14999389648438
2007-01-03,227.39999389648438
2007-01-04,225.89999389648438
2007-01-05,225.60000610351562
2007-01-08,225.14999389648438
2007-01-09,223.1999969482422
2007-01-10,221.6999969482422
2007-01-11,219.75
2007-01-12,219.14999389648438
2007-01-16,221.10000610351562
2007-01-17,228.4499969482422
2007-01-18,225.75
2007-01-19,224.39999389648438
2007-01-22,225.3000030517578
2007-01-23,226.1999969482422
2007-01-24,226.5
2007-01-25,226.1999969482422
2007-01-26,226.5
2007-01-29,225.0
2007-01-30,225.89999389648438
2007-01-31,225.0
2007-02-01,228.89999389648438
2007-02-02,229.0500030517578
2007-02-05,228.75
2007-02-06,229.0500030517578
2007-02-07,226.35000610351562
2007-02-08,227.10000610351562
2007-02-09,225.75
2007-02-12,229.1999969482422
2007-02-13,228.89999389648438
2007-02-14,225.75
2007-02-15,226.8000030517578
2007-02-16,225.60000610351562
2007-02-20,228.3000030517578
2007-02-21,226.1999969482422
2007-02-22,228.14999389648438
2007-02-23,228.0
2007-02-26,226.1999969482422
2007-02-27,223.5
2007-02-28,220.5
2007-03-01,220.64999389648438
2007-03-02,223.0500030517578
2007-03-05,214.0500030517578
2007-03-06,219.89999389648438
2007-03-07,222.60000610351562
2007-03-08,224.85000610351562
2007-03-09,223.5
2007-03-12,224.6999969482422
2007-03-13,224.5500030517578
2007-03-14,224.5500030517578
2007-03-15,225.0
2007-03-16,224.25
2007-03-19,224.6999969482422
2007-03-20,224.10000610351562
2007-03-21,224.10000610351562
2007-03-22,224.25
2007-03-23,224.39999389648438
2007-03-26,224.25
2007-03-27,223.9499969482422
2007-03-28,222.0
2007-03-29,222.4499969482422
2007-03-30,219.75
2007-04-02,221.39999389648438
2007-04-03,218.85000610351562
2007-04-04,219.3000030517578
2007-04-05,221.6999969482422
2007-04-09,220.9499969482422
2007-04-10,219.75
2007-04-11,221.39999389648438
2007-04-12,217.0500030517578
2007-04-13,218.25
2007-04-16,217.8000030517578
2007-04-17,218.85000610351562
2007-04-18,217.5
2007-04-19,214.9499969482422
2007-04-20,214.1999969482422
2007-04-23,210.3000030517578
2007-04-24,210.14999389648438
2007-04-25,212.10000610351562
2007-04-26,212.6999969482422
2007-04-27,211.8000030517578
2007-04-30,210.75
2007-05-01,210.0
2007-05-02,210.0
2007-05-03,209.25
2007-05-04,210.3000030517578
2007-05-07,212.39999389648438
2007-05-08,211.35000610351562
2007-05-09,212.25
2007-05-10,204.14999389648438
2007-05-11,197.39999389648438
2007-05-14,193.0500030517578
2007-05-15,189.89999389648438
2007-05-16,194.39999389648438
2007-05-17,199.5
2007-05-18,201.60000610351562
2007-05-21,203.39999389648438
2007-05-22,200.25
2007-05-23,201.0
2007-05-24,203.25
2007-05-25,202.5
2007-05-29,207.75
2007-05-30,210.60000610351562
2007-05-31,209.5500030517578
2007-06-01,205.35000610351562
2007-06-04,204.89999389648438
2007-06-05,206.39999389648438
2007-06-06,209.39999389648438
2007-06-07,211.8000030517578
2007-06-08,210.14999389648438
2007-06-11,208.5
2007-06-12,202.8000030517578
2007-06-13,205.35000610351562
2007-06-14,207.4499969482422
2007-06-15,207.89999389648438
2007-06-18,202.1999969482422
2007-06-19,202.5
2007-06-20,211.9499969482422
2007-06-21,204.75
2007-06-22,203.5500030517578
2007-06-25,202.8000030517578
2007-06-26,203.10000610351562
2007-06-27,201.14999389648438
2007-06-28,196.5
2007-06-29,197.39999389648438
2007-07-02,199.35000610351562
2007-07-03,199.5
2007-07-05,195.75
2007-07-06,196.8000030517578
2007-07-09,195.4499969482422
2007-07-10,196.0500030517578
2007-07-11,192.14999389648438
2007-07-12,196.8000030517578
2007-07-13,200.5500030517578
2007-07-16,196.0500030517578
2007-07-17,195.75
2007-07-18,196.5
2007-07-19,196.5
2007-07-20,192.0
2007-07-23,196.35000610351562
2007-07-24,196.0500030517578
2007-07-25,200.10000610351562
2007-07-26,207.0
2007-07-27,213.0
2007-07-30,215.39999389648438
2007-07-31,217.0500030517578
2007-08-01,205.9499969482422
2007-08-02,209.85000610351562
2007-08-03,205.9499969482422
2007-08-06,199.64999389648438
2007-08-07,196.5
2007-08-08,196.5
2007-08-09,196.5
2007-08-10,186.75
2007-08-13,191.25
2007-08-14,190.5
2007-08-15,187.64999389648438
2007-08-16,186.75
2007-08-17,188.6999969482422
2007-08-20,187.5
2007-08-21,187.0500030517578
2007-08-22,190.5
2007-08-23,194.25
2007-08-24,194.6999969482422
2007-08-27,197.25
2007-08-28,192.4499969482422
2007-08-29,191.39999389648438
2007-08-30,191.6999969482422
2007-08-31,193.1999969482422
2007-09-04,195.14999389648438
2007-09-05,192.0
2007-09-06,190.9499969482422
2007-09-07,192.14999389648438
2007-09-10,193.5
2007-09-11,194.85000610351562
2007-09-12,196.5
2007-09-13,197.25
2007-09-14,200.25
2007-09-17,199.5
2007-09-18,200.6999969482422
2007-09-19,201.60000610351562
2007-09-20,199.5
2007-09-21,200.5500030517578
2007-09-24,203.5500030517578
2007-09-25,203.5500030517578
2007-09-26,196.5
2007-09-27,198.0
2007-09-28,196.35000610351562
2007-10-01,199.64999389648438
2007-10-02,199.35000610351562
2007-10-03,198.3000030517578
2007-10-04,202.5
2007-10-05,201.14999389648438
2007-10-08,196.35000610351562
2007-10-09,195.3000030517578
2007-10-10,196.5
2007-10-11,198.3000030517578
2007-10-12,199.9499969482422
2007-10-15,199.9499969482422
2007-10-16,199.5
2007-10-17,201.3000030517578
2007-10-18,199.5
