,CMCT
1998-12-15,267.1875
1998-12-16,260.625
1998-12-17,256.875
1998-12-18,255.9375
1998-12-21,257.8125
1998-12-22,261.5625
1998-12-23,258.75
1998-12-24,264.375
1998-12-28,266.25
1998-12-29,255.0
1998-12-30,251.25
1998-12-31,249.375
1999-01-04,246.5625
1999-01-05,239.0625
1999-01-06,243.75
1999-01-07,240.9375
1999-01-08,243.75
1999-01-11,245.625
1999-01-12,246.5625
1999-01-13,244.6875
1999-01-14,240.0
1999-01-15,243.75
1999-01-19,243.75
1999-01-20,245.625
1999-01-21,243.75
1999-01-22,243.75
1999-01-25,242.8125
1999-01-26,242.8125
1999-01-27,243.75
1999-01-28,245.625
1999-01-29,245.625
1999-02-01,243.75
1999-02-02,240.0
1999-02-03,240.0
1999-02-04,238.125
1999-02-05,238.125
1999-02-08,238.125
1999-02-09,236.25
1999-02-10,219.375
1999-02-11,225.0
1999-02-12,225.0
1999-02-16,226.875
1999-02-17,230.625
1999-02-18,225.0
1999-02-19,225.0
1999-02-22,225.0
1999-02-23,223.125
1999-02-24,222.1875
1999-02-25,219.375
1999-02-26,219.375
1999-03-01,217.5
1999-03-02,225.0
1999-03-03,208.125
1999-03-04,212.8125
1999-03-05,210.0
1999-03-08,211.875
1999-03-09,213.75
1999-03-10,210.0
1999-03-11,210.0
1999-03-12,215.625
1999-03-15,223.125
1999-03-16,232.5
1999-03-17,240.0
1999-03-18,234.375
1999-03-19,238.125
1999-03-22,233.4375
1999-03-23,234.375
1999-03-24,231.5625
1999-03-25,228.75
1999-03-26,231.5625
1999-03-29,225.0
1999-03-30,221.25
1999-03-31,240.0
1999-04-01,228.75
1999-04-05,230.625
1999-04-06,231.5625
1999-04-07,230.625
1999-04-08,228.75
1999-04-09,228.75
1999-04-12,228.75
1999-04-13,225.0
1999-04-14,223.125
1999-04-15,215.625
1999-04-16,211.875
1999-04-19,219.375
1999-04-20,215.625
1999-04-21,220.3125
1999-04-22,223.125
1999-04-23,225.0
1999-04-26,234.375
1999-04-27,230.625
1999-04-28,226.875
1999-04-29,225.0
1999-04-30,221.25
1999-05-03,223.125
1999-05-04,228.75
1999-05-05,230.625
1999-05-06,226.875
1999-05-07,226.875
1999-05-10,223.125
1999-05-11,225.0
1999-05-12,225.0
1999-05-13,224.0625
1999-05-14,224.0625
1999-05-17,223.125
1999-05-18,224.0625
1999-05-19,223.125
1999-05-20,224.0625
1999-05-21,224.0625
1999-05-24,223.125
1999-05-25,221.25
1999-05-26,221.25
1999-05-27,221.25
1999-05-28,222.1875
1999-06-01,222.1875
1999-06-02,222.1875
1999-06-03,223.125
1999-06-04,224.0625
1999-06-07,222.1875
1999-06-08,224.0625
1999-06-09,222.1875
1999-06-10,222.1875
1999-06-11,224.0625
1999-06-14,225.0
1999-06-15,224.0625
1999-06-16,224.0625
1999-06-17,224.0625
1999-06-18,223.125
1999-06-21,223.125
1999-06-22,225.0
1999-06-23,225.0
1999-06-24,225.0
1999-06-25,225.0
1999-06-28,221.25
1999-06-29,217.5
1999-06-30,211.875
1999-07-01,213.75
1999-07-02,213.75
1999-07-06,215.625
1999-07-07,219.375
1999-07-08,219.375
1999-07-09,217.5
1999-07-12,217.5
1999-07-13,215.625
1999-07-14,210.0
1999-07-15,212.8125
1999-07-16,210.9375
1999-07-19,212.8125
1999-07-20,210.9375
1999-07-21,210.9375
1999-07-22,211.875
1999-07-23,210.9375
1999-07-26,211.875
1999-07-27,211.875
1999-07-28,212.8125
1999-07-29,208.125
1999-07-30,208.125
1999-08-02,204.375
1999-08-03,203.4375
1999-08-04,198.75
1999-08-05,197.8125
1999-08-06,196.875
1999-08-09,196.875
1999-08-10,200.625
1999-08-11,196.875
1999-08-12,200.625
1999-08-13,200.625
1999-08-16,199.6875
1999-08-17,201.5625
1999-08-18,201.5625
1999-08-19,200.625
1999-08-20,204.375
1999-08-23,206.25
1999-08-24,204.375
1999-08-25,207.1875
1999-08-26,209.0625
1999-08-27,208.125
1999-08-30,204.375
1999-08-31,201.5625
1999-09-01,206.25
1999-09-02,208.125
1999-09-03,204.375
1999-09-07,203.4375
1999-09-08,204.375
1999-09-09,203.4375
1999-09-10,206.25
1999-09-13,202.5
1999-09-14,202.5
1999-09-15,210.0
1999-09-16,210.0
1999-09-17,206.25
1999-09-20,203.4375
1999-09-21,205.3125
1999-09-22,203.4375
1999-09-23,208.125
1999-09-24,205.3125
1999-09-27,205.3125
1999-09-28,200.625
1999-09-29,196.875
1999-09-30,198.75
1999-10-01,196.875
1999-10-04,195.0
1999-10-05,195.0
1999-10-06,192.1875
1999-10-07,195.9375
1999-10-08,195.9375
1999-10-11,198.75
1999-10-12,195.9375
1999-10-13,195.0
1999-10-14,193.125
1999-10-15,188.4375
1999-10-18,183.75
1999-10-19,193.125
1999-10-20,189.375
1999-10-21,185.625
1999-10-22,186.5625
1999-10-25,185.625
1999-10-26,184.6875
1999-10-27,181.875
1999-10-28,181.875
1999-10-29,180.0
1999-11-01,178.125
1999-11-02,184.6875
1999-11-03,182.8125
1999-11-04,181.875
1999-11-05,181.875
1999-11-08,180.0
1999-11-09,176.25
1999-11-10,174.375
1999-11-11,179.0625
1999-11-12,180.9375
1999-11-15,181.875
1999-11-16,181.875
1999-11-17,178.125
1999-11-18,178.125
1999-11-19,176.25
1999-11-22,176.25
1999-11-23,178.125
1999-11-24,177.1875
1999-11-26,177.1875
1999-11-29,182.8125
1999-11-30,185.625
1999-12-01,178.125
1999-12-02,178.125
1999-12-03,176.25
1999-12-06,173.4375
1999-12-07,165.0
1999-12-08,166.875
1999-12-09,165.0
1999-12-10,160.3125
1999-12-13,158.4375
1999-12-14,161.25
1999-12-15,176.25
1999-12-16,181.875
1999-12-17,165.0
1999-12-20,163.125
1999-12-21,157.5
1999-12-22,161.25
1999-12-23,166.875
1999-12-27,162.1875
1999-12-28,160.3125
1999-12-29,150.0
1999-12-30,151.875
1999-12-31,151.875
2000-01-03,150.9375
2000-01-04,142.5
2000-01-05,148.125
2000-01-06,165.0
2000-01-07,163.125
2000-01-10,165.0
2000-01-11,163.125
2000-01-12,163.125
2000-01-13,164.0625
2000-01-14,165.0
2000-01-18,163.125
2000-01-19,163.125
2000-01-20,163.125
2000-01-21,157.5
2000-01-24,158.4375
2000-01-25,161.25
2000-01-26,157.5
2000-01-27,153.75
2000-01-28,153.75
2000-01-31,151.875
2000-02-01,152.8125
2000-02-02,151.875
2000-02-03,159.375
2000-02-04,159.375
2000-02-07,157.5
2000-02-08,155.625
2000-02-09,153.75
2000-02-10,152.8125
2000-02-11,150.9375
2000-02-14,150.9375
2000-02-15,150.9375
2000-02-16,161.25
2000-02-17,161.25
2000-02-18,164.0625
2000-02-22,166.875
2000-02-23,164.0625
2000-02-24,166.875
2000-02-25,164.0625
2000-02-28,160.3125
2000-02-29,161.25
2000-03-01,161.25
2000-03-02,160.3125
2000-03-03,161.25
2000-03-06,159.375
2000-03-07,159.375
2000-03-08,168.75
2000-03-09,161.25
2000-03-10,160.3125
2000-03-13,161.25
2000-03-14,161.25
2000-03-15,160.3125
2000-03-16,165.0
2000-03-17,165.0
2000-03-20,165.0
2000-03-21,172.5
2000-03-22,189.375
2000-03-23,181.875
2000-03-24,183.75
2000-03-27,177.1875
2000-03-28,172.5
2000-03-29,172.5
2000-03-30,166.875
2000-03-31,150.9375
2000-04-03,150.0
2000-04-04,156.5625
2000-04-05,153.75
2000-04-06,153.75
2000-04-07,151.875
2000-04-10,157.5
2000-04-11,160.3125
2000-04-12,161.25
2000-04-13,159.375
2000-04-14,157.5
2000-04-17,159.375
2000-04-18,161.25
2000-04-19,162.1875
2000-04-20,161.25
2000-04-24,163.125
2000-04-25,162.1875
2000-04-26,163.125
2000-04-27,165.0
2000-04-28,166.875
2000-05-01,165.0
2000-05-02,166.875
2000-05-03,166.875
2000-05-04,172.5
2000-05-05,172.5
2000-05-08,176.25
2000-05-09,170.625
2000-05-10,172.5
2000-05-11,165.9375
2000-05-12,161.25
2000-05-15,162.1875
2000-05-16,159.375
2000-05-17,158.4375
2000-05-18,159.375
2000-05-19,165.0
2000-05-22,161.25
2000-05-23,163.125
2000-05-24,165.0
2000-05-25,163.125
2000-05-26,160.3125
2000-05-30,160.3125
2000-05-31,159.375
2000-06-01,161.25
2000-06-02,161.25
2000-06-05,158.4375
2000-06-06,158.4375
2000-06-07,157.5
2000-06-08,161.25
2000-06-09,161.25
2000-06-12,159.375
2000-06-13,163.125
2000-06-14,165.0
2000-06-15,161.25
2000-06-16,159.375
2000-06-19,165.0
2000-06-20,165.9375
2000-06-21,165.0
2000-06-22,162.1875
2000-06-23,163.125
2000-06-26,161.25
2000-06-27,165.0
2000-06-28,155.625
2000-06-29,155.625
2000-06-30,153.75
2000-07-03,154.6875
2000-07-05,155.625
2000-07-06,156.5625
2000-07-07,151.875
2000-07-10,157.5
2000-07-11,157.5
2000-07-12,156.5625
2000-07-13,155.625
2000-07-14,154.6875
2000-07-17,154.6875
2000-07-18,153.75
2000-07-19,152.8125
2000-07-20,155.625
2000-07-21,157.5
2000-07-24,159.375
2000-07-25,160.3125
2000-07-26,153.75
2000-07-27,157.5
2000-07-28,155.625
2000-07-31,153.75
2000-08-01,152.8125
2000-08-02,155.625
2000-08-03,155.625
2000-08-04,152.8125
2000-08-07,150.9375
2000-08-08,151.875
2000-08-09,150.9375
2000-08-10,150.0
2000-08-11,148.125
2000-08-14,149.0625
2000-08-15,149.0625
2000-08-16,148.125
2000-08-17,150.0
2000-08-18,150.0
2000-08-21,149.0625
2000-08-22,150.0
2000-08-23,151.875
2000-08-24,152.8125
2000-08-25,153.75
2000-08-28,153.75
2000-08-29,155.625
2000-08-30,155.625
2000-08-31,155.625
2000-09-01,155.625
2000-09-05,157.5
2000-09-06,156.5625
2000-09-07,157.5
2000-09-08,159.375
2000-09-11,162.1875
2000-09-12,157.5
2000-09-13,154.6875
2000-09-14,154.6875
2000-09-15,155.625
2000-09-18,156.5625
2000-09-19,156.5625
2000-09-20,161.25
2000-09-21,159.375
2000-09-22,162.1875
2000-09-25,159.375
2000-09-26,148.125
2000-09-27,139.6875
2000-09-28,144.375
2000-09-29,155.625
2000-10-02,152.8125
2000-10-03,150.0
2000-10-04,148.125
2000-10-05,149.0625
2000-10-06,149.0625
2000-10-09,150.0
2000-10-10,149.0625
2000-10-11,150.0
2000-10-12,149.0625
2000-10-13,148.125
2000-10-16,148.125
2000-10-17,144.375
2000-10-18,144.375
2000-10-19,142.5
2000-10-20,141.5625
2000-10-23,144.375
2000-10-24,148.125
2000-10-25,145.3125
2000-10-26,144.375
2000-10-27,148.125
2000-10-30,147.1875
2000-10-31,148.125
2000-11-01,148.125
2000-11-02,144.375
2000-11-03,143.4375
2000-11-06,145.3125
2000-11-07,146.25
2000-11-08,150.0
2000-11-09,148.125
2000-11-10,146.25
2000-11-13,150.9375
2000-11-14,150.9375
2000-11-15,150.0
2000-11-16,150.0
2000-11-17,150.0
2000-11-20,150.9375
2000-11-21,151.875
2000-11-22,150.0
2000-11-24,148.125
2000-11-27,145.3125
2000-11-28,144.375
2000-11-29,150.0
2000-11-30,144.375
2000-12-01,146.25
2000-12-04,145.3125
2000-12-05,142.5
2000-12-06,144.375
2000-12-07,143.4375
2000-12-08,140.625
2000-12-11,141.5625
2000-12-12,141.5625
2000-12-13,138.75
2000-12-14,138.75
2000-12-15,141.5625
2000-12-18,148.125
2000-12-19,140.625
2000-12-20,139.6875
2000-12-21,144.375
2000-12-22,146.25
2000-12-26,148.125
2000-12-27,139.6875
2000-12-28,133.125
2000-12-29,131.25
2001-01-02,137.8125
2001-01-03,140.625
2001-01-04,142.5
2001-01-05,150.0
2001-01-08,149.0625
2001-01-09,148.125
2001-01-10,145.3125
2001-01-11,148.125
2001-01-12,147.1875
2001-01-16,148.125
2001-01-17,150.0
2001-01-18,155.625
2001-01-19,159.375
2001-01-22,166.875
2001-01-23,165.0
2001-01-24,165.0
2001-01-25,159.375
2001-01-26,157.5
2001-01-29,157.64999389648438
2001-01-30,162.0
2001-01-31,162.60000610351562
2001-02-01,164.25
2001-02-02,164.25
2001-02-05,166.0500030517578
2001-02-06,180.0
2001-02-07,177.14999389648438
2001-02-08,177.3000030517578
2001-02-09,171.0
2001-02-12,179.85000610351562
2001-02-13,177.75
2001-02-14,181.5
2001-02-15,180.0
2001-02-16,177.75
2001-02-20,179.39999389648438
2001-02-21,177.89999389648438
2001-02-22,179.25
2001-02-23,178.5
2001-02-26,180.0
2001-02-27,177.0
2001-02-28,180.0
2001-03-01,179.39999389648438
2001-03-02,180.0
2001-03-05,181.5
2001-03-06,182.39999389648438
2001-03-07,182.6999969482422
2001-03-08,184.5
2001-03-09,185.25
2001-03-12,181.5
2001-03-13,183.75
2001-03-14,191.25
2001-03-15,198.3000030517578
2001-03-16,202.5
2001-03-19,206.25
2001-03-20,202.5
2001-03-21,193.5
2001-03-22,189.0
2001-03-23,190.5
2001-03-26,194.85000610351562
2001-03-27,198.0
2001-03-28,188.25
2001-03-29,192.75
2001-03-30,196.5
2001-04-02,182.6999969482422
2001-04-03,181.5
2001-04-04,180.0
2001-04-05,185.25
2001-04-06,182.85000610351562
2001-04-09,182.25
2001-04-10,187.5
2001-04-11,187.1999969482422
2001-04-12,186.0
2001-04-16,187.5
2001-04-17,183.75
2001-04-18,185.25
2001-04-19,185.25
2001-04-20,183.75
2001-04-23,182.25
2001-04-24,180.0
2001-04-25,181.35000610351562
2001-04-26,183.0
2001-04-27,186.0
2001-04-30,182.10000610351562
2001-05-01,180.0
2001-05-02,180.0
2001-05-03,183.0
2001-05-04,183.14999389648438
2001-05-07,182.25
2001-05-08,180.89999389648438
2001-05-09,187.5
2001-05-10,185.10000610351562
2001-05-11,183.0
2001-05-14,186.0
2001-05-15,189.75
2001-05-16,193.5
2001-05-17,198.0
2001-05-18,199.0500030517578
2001-05-21,201.0
2001-05-22,201.0
2001-05-23,204.89999389648438
2001-05-24,205.5
2001-05-25,204.75
2001-05-29,204.75
2001-05-30,205.9499969482422
2001-05-31,209.5500030517578
2001-06-01,202.5
2001-06-04,205.5
2001-06-05,210.75
2001-06-06,208.0500030517578
2001-06-07,204.0
2001-06-08,196.5
2001-06-11,208.5
2001-06-12,208.5
2001-06-13,206.25
2001-06-14,209.25
2001-06-15,209.6999969482422
2001-06-18,220.5
2001-06-19,217.5
2001-06-20,213.0
2001-06-21,216.0
2001-06-22,213.75
2001-06-25,211.5
2001-06-26,211.5
2001-06-27,210.0
2001-06-28,206.25
2001-06-29,208.5
2001-07-02,210.0
2001-07-03,214.5
2001-07-05,216.0
2001-07-06,214.5
2001-07-09,213.75
2001-07-10,210.0
2001-07-11,211.5
2001-07-12,209.25
2001-07-13,209.25
2001-07-16,209.25
2001-07-17,210.0
2001-07-18,208.5
2001-07-19,209.6999969482422
2001-07-20,207.14999389648438
2001-07-23,206.39999389648438
2001-07-24,207.75
2001-07-25,207.0
2001-07-26,210.14999389648438
2001-07-27,211.35000610351562
2001-07-30,211.35000610351562
2001-07-31,209.25
2001-08-01,211.1999969482422
2001-08-02,212.25
2001-08-03,211.5
2001-08-06,209.39999389648438
2001-08-07,210.0
2001-08-08,210.0
2001-08-09,210.0
2001-08-10,209.25
2001-08-13,207.0
2001-08-14,214.5
2001-08-15,219.3000030517578
2001-08-16,221.10000610351562
2001-08-17,225.0
2001-08-20,225.0
2001-08-21,225.14999389648438
2001-08-22,225.0
2001-08-23,225.0
2001-08-24,223.35000610351562
2001-08-27,224.25
2001-08-28,226.5
2001-08-29,225.0
2001-08-30,225.0
2001-08-31,226.5
2001-09-04,225.0
2001-09-05,227.25
2001-09-06,223.64999389648438
2001-09-07,225.3000030517578
2001-09-10,220.5
2001-09-17,211.5
2001-09-18,209.25
2001-09-19,209.25
2001-09-20,192.0
2001-09-21,192.75
2001-09-24,195.75
2001-09-25,197.25
2001-09-26,194.25
2001-09-27,182.10000610351562
2001-09-28,184.5
2001-10-01,185.25
2001-10-02,183.0
2001-10-03,194.25
2001-10-04,197.25
2001-10-05,196.5
2001-10-08,197.25
2001-10-09,198.75
2001-10-10,199.8000030517578
2001-10-11,189.0
2001-10-12,189.89999389648438
2001-10-15,193.5
2001-10-16,189.75
2001-10-17,193.5
2001-10-18,189.75
2001-10-19,192.75
2001-10-22,193.5
2001-10-23,192.0
2001-10-24,192.0
2001-10-25,192.3000030517578
2001-10-26,189.0
2001-10-29,187.35000610351562
2001-10-30,183.75
2001-10-31,185.10000610351562
2001-11-01,185.39999389648438
2001-11-02,182.39999389648438
2001-11-05,181.8000030517578
2001-11-06,180.75
2001-11-07,177.0
2001-11-08,183.0
2001-11-09,180.89999389648438
2001-11-12,181.5
2001-11-13,181.5
2001-11-14,187.5
2001-11-15,187.1999969482422
2001-11-16,186.14999389648438
2001-11-19,195.0
2001-11-20,195.0
2001-11-21,201.75
2001-11-23,201.0
2001-11-26,204.0
2001-11-27,200.25
2001-11-28,203.25
2001-11-29,202.5
2001-11-30,195.75
2001-12-03,197.25
2001-12-04,195.14999389648438
2001-12-05,192.0
2001-12-06,195.75
2001-12-07,201.0
2001-12-10,198.0
2001-12-11,198.0
2001-12-12,196.9499969482422
2001-12-13,199.5
2001-12-14,209.6999969482422
2001-12-17,205.5
2001-12-18,203.39999389648438
2001-12-19,203.25
2001-12-20,202.5
2001-12-21,201.75
2001-12-24,199.1999969482422
2001-12-26,201.75
2001-12-27,196.5
2001-12-28,200.6999969482422
2001-12-31,202.5
2002-01-02,201.75
2002-01-03,195.0
2002-01-04,194.39999389648438
2002-01-07,195.0
2002-01-08,194.25
2002-01-09,194.6999969482422
2002-01-10,195.0
2002-01-11,195.0
2002-01-14,193.5
2002-01-15,194.6999969482422
2002-01-16,195.0
2002-01-17,196.35000610351562
2002-01-18,198.75
2002-01-22,196.5
2002-01-23,198.0
2002-01-24,202.35000610351562
2002-01-25,204.0
2002-01-28,204.0
2002-01-29,203.85000610351562
2002-01-30,201.60000610351562
2002-01-31,204.0
2002-02-01,202.5
2002-02-04,204.75
2002-02-05,204.4499969482422
2002-02-06,204.75
2002-02-07,203.25
2002-02-08,207.0
2002-02-11,207.75
2002-02-12,209.25
2002-02-13,208.1999969482422
2002-02-14,207.75
2002-02-15,206.25
2002-02-19,201.75
2002-02-20,201.75
2002-02-21,198.75
2002-02-22,200.25
2002-02-25,204.75
2002-02-26,204.0
2002-02-27,206.6999969482422
2002-02-28,206.10000610351562
2002-03-01,206.6999969482422
2002-03-04,205.8000030517578
2002-03-05,209.25
2002-03-06,212.25
2002-03-07,213.75
2002-03-08,214.35000610351562
2002-03-11,214.5
2002-03-12,216.0
2002-03-13,219.75
2002-03-14,218.85000610351562
2002-03-15,216.14999389648438
2002-03-18,219.0
2002-03-19,219.0
2002-03-20,219.75
2002-03-21,221.10000610351562
2002-03-22,221.25
2002-03-25,219.14999389648438
2002-03-26,214.64999389648438
2002-03-27,215.25
2002-03-28,214.8000030517578
2002-04-01,216.75
2002-04-02,216.0
2002-04-03,214.5
2002-04-04,214.5
2002-04-05,219.75
2002-04-08,219.75
2002-04-09,221.25
2002-04-10,221.25
2002-04-11,223.5
2002-04-12,226.35000610351562
2002-04-15,226.8000030517578
2002-04-16,227.39999389648438
2002-04-17,227.25
2002-04-18,227.85000610351562
2002-04-19,227.25
2002-04-22,226.8000030517578
2002-04-23,226.1999969482422
2002-04-24,227.25
2002-04-25,227.25
2002-04-26,225.0
2002-04-29,217.5
2002-04-30,214.1999969482422
2002-05-01,216.0
2002-05-02,215.25
2002-05-03,215.6999969482422
2002-05-06,223.64999389648438
2002-05-07,225.75
2002-05-08,226.9499969482422
2002-05-09,219.0
2002-05-10,221.25
2002-05-13,224.25
2002-05-14,221.5500030517578
2002-05-15,222.0
2002-05-16,220.5
2002-05-17,221.25
2002-05-20,223.5
2002-05-21,219.75
2002-05-22,220.5
2002-05-23,216.0
2002-05-24,217.1999969482422
2002-05-28,217.5
2002-05-29,222.0
2002-05-30,222.75
2002-05-31,221.39999389648438
2002-06-03,223.5
2002-06-04,223.5
2002-06-05,224.6999969482422
2002-06-06,227.25
2002-06-07,225.0
2002-06-10,221.85000610351562
2002-06-11,224.6999969482422
2002-06-12,224.25
2002-06-13,222.0
2002-06-14,222.75
2002-06-17,223.64999389648438
2002-06-18,228.75
2002-06-19,228.0
2002-06-20,231.0
2002-06-21,232.5
2002-06-24,223.5
2002-06-25,225.0
2002-06-26,217.5
2002-06-27,217.5
2002-06-28,213.0
2002-07-01,219.0
2002-07-02,219.0
2002-07-03,212.10000610351562
2002-07-05,213.0
2002-07-08,222.75
2002-07-09,225.0
2002-07-10,225.3000030517578
2002-07-11,219.75
2002-07-12,220.5
2002-07-15,217.5
2002-07-16,213.89999389648438
2002-07-17,217.1999969482422
2002-07-18,216.75
2002-07-19,213.75
2002-07-22,210.0
2002-07-23,200.25
2002-07-24,195.3000030517578
2002-07-25,205.9499969482422
2002-07-26,204.75
2002-07-29,210.0
2002-07-30,210.0
2002-07-31,211.5
2002-08-01,210.75
2002-08-02,210.0
2002-08-05,210.0
2002-08-06,211.5
2002-08-07,211.5
2002-08-08,208.5
2002-08-09,212.25
2002-08-12,206.25
2002-08-13,205.0500030517578
2002-08-14,202.5
2002-08-15,210.75
2002-08-16,210.0
2002-08-19,207.0
2002-08-20,211.1999969482422
2002-08-21,210.0
2002-08-22,210.0
2002-08-23,208.5
2002-08-26,208.5
2002-08-27,211.8000030517578
2002-08-28,210.75
2002-08-29,213.0
2002-08-30,213.0
2002-09-03,210.75
2002-09-04,211.0500030517578
2002-09-05,209.25
2002-09-06,210.0
2002-09-09,202.8000030517578
2002-09-10,203.85000610351562
2002-09-11,204.0
2002-09-12,206.6999969482422
2002-09-13,206.25
2002-09-16,207.0
2002-09-17,207.0
2002-09-18,208.35000610351562
2002-09-19,207.0
2002-09-20,210.0
2002-09-23,207.0
2002-09-24,206.25
2002-09-25,206.25
2002-09-26,206.6999969482422
2002-09-27,204.0
2002-09-30,204.60000610351562
2002-10-01,204.75
2002-10-02,198.75
2002-10-03,195.75
2002-10-04,195.0
2002-10-07,193.5
2002-10-08,195.0
2002-10-09,181.5
2002-10-10,181.5
2002-10-11,178.5
2002-10-14,175.64999389648438
2002-10-15,183.0
2002-10-16,181.5
2002-10-17,183.75
2002-10-18,184.5
2002-10-21,180.0
2002-10-22,172.5
2002-10-23,172.5
2002-10-24,177.0
2002-10-25,177.0
2002-10-28,176.25
2002-10-29,174.4499969482422
2002-10-30,172.64999389648438
2002-10-31,175.1999969482422
2002-11-01,175.8000030517578
2002-11-04,174.0
2002-11-05,179.39999389648438
2002-11-06,177.75
2002-11-07,175.5
2002-11-08,174.0
2002-11-11,173.25
2002-11-12,173.25
2002-11-13,174.0
2002-11-14,176.10000610351562
2002-11-15,175.5
2002-11-18,174.60000610351562
2002-11-19,168.75
2002-11-20,168.75
2002-11-21,180.0
2002-11-22,180.0
2002-11-25,186.0
2002-11-26,181.5
2002-11-27,183.75
2002-11-29,187.5
2002-12-02,185.25
2002-12-03,190.5
2002-12-04,191.25
2002-12-05,198.0
2002-12-06,194.85000610351562
2002-12-09,193.0500030517578
2002-12-10,196.9499969482422
2002-12-11,193.5
2002-12-12,198.60000610351562
2002-12-13,200.6999969482422
2002-12-16,202.5
2002-12-17,196.5
2002-12-18,196.5
2002-12-19,195.75
2002-12-20,195.89999389648438
2002-12-23,196.35000610351562
2002-12-24,197.25
2002-12-26,195.60000610351562
2002-12-27,190.5
2002-12-30,187.5
2002-12-31,186.75
2003-01-02,187.35000610351562
2003-01-03,188.39999389648438
2003-01-06,192.75
2003-01-07,193.1999969482422
2003-01-08,194.6999969482422
2003-01-09,195.0
2003-01-10,196.64999389648438
2003-01-13,196.64999389648438
2003-01-14,196.64999389648438
2003-01-15,197.5500030517578
2003-01-16,198.0
2003-01-17,198.0
2003-01-21,196.9499969482422
2003-01-22,198.4499969482422
2003-01-23,199.0500030517578
2003-01-24,200.85000610351562
2003-01-27,200.25
2003-01-28,198.4499969482422
2003-01-29,198.3000030517578
2003-01-30,198.0
2003-01-31,198.0
2003-02-03,198.4499969482422
2003-02-04,198.0
2003-02-05,198.0
2003-02-06,198.4499969482422
2003-02-07,197.39999389648438
2003-02-10,197.6999969482422
2003-02-11,198.14999389648438
2003-02-12,197.25
2003-02-13,198.0
2003-02-14,196.5
2003-02-18,195.0
2003-02-19,196.1999969482422
2003-02-20,196.0500030517578
2003-02-21,196.1999969482422
2003-02-24,198.3000030517578
2003-02-25,198.0
2003-02-26,196.64999389648438
2003-02-27,198.75
2003-02-28,197.6999969482422
2003-03-03,197.25
2003-03-04,195.75
2003-03-05,197.6999969482422
2003-03-06,198.0
2003-03-07,196.8000030517578
2003-03-10,199.5
2003-03-11,196.1999969482422
2003-03-12,196.5
2003-03-13,197.10000610351562
2003-03-14,196.8000030517578
2003-03-17,198.75
2003-03-18,197.6999969482422
2003-03-19,198.14999389648438
2003-03-20,199.35000610351562
2003-03-21,201.0
2003-03-24,201.0
2003-03-25,203.5500030517578
2003-03-26,203.10000610351562
2003-03-27,198.0
2003-03-28,196.5
2003-03-31,198.0
2003-04-01,198.60000610351562
2003-04-02,197.10000610351562
2003-04-03,196.64999389648438
2003-04-04,195.3000030517578
2003-04-07,197.25
2003-04-08,196.5
2003-04-09,196.5
2003-04-10,196.35000610351562
2003-04-11,196.35000610351562
2003-04-14,196.0500030517578
2003-04-15,195.89999389648438
2003-04-16,196.64999389648438
2003-04-17,198.0
2003-04-21,199.9499969482422
2003-04-22,201.75
2003-04-23,202.9499969482422
2003-04-24,201.0
2003-04-25,202.5
2003-04-28,202.5
2003-04-29,200.6999969482422
2003-04-30,201.14999389648438
2003-05-01,202.5
2003-05-02,203.10000610351562
2003-05-05,204.0
2003-05-06,202.64999389648438
2003-05-07,202.5
2003-05-08,201.0
2003-05-09,204.75
2003-05-12,205.5
2003-05-13,207.0
2003-05-14,197.39999389648438
2003-05-15,192.4499969482422
2003-05-16,185.25
2003-05-19,175.0500030517578
2003-05-20,186.0
2003-05-21,179.25
2003-05-22,182.85000610351562
2003-05-23,188.10000610351562
2003-05-27,194.39999389648438
2003-05-28,195.75
2003-05-29,192.0
2003-05-30,199.5
2003-06-02,202.5
2003-06-03,203.25
2003-06-04,202.1999969482422
2003-06-05,201.3000030517578
2003-06-06,200.25
2003-06-09,199.5
2003-06-10,202.5
2003-06-11,206.6999969482422
2003-06-12,206.85000610351562
2003-06-13,207.75
2003-06-16,209.25
2003-06-17,208.8000030517578
2003-06-18,209.6999969482422
2003-06-19,209.25
2003-06-20,210.0
2003-06-23,211.8000030517578
2003-06-24,212.25
2003-06-25,213.0
2003-06-26,207.0
2003-06-27,204.3000030517578
2003-06-30,201.0
2003-07-01,204.3000030517578
2003-07-02,207.75
2003-07-03,209.5500030517578
2003-07-07,207.60000610351562
2003-07-08,207.75
2003-07-09,207.0
2003-07-10,202.8000030517578
2003-07-11,204.75
2003-07-14,205.8000030517578
2003-07-15,207.4499969482422
2003-07-16,207.4499969482422
2003-07-17,205.64999389648438
2003-07-18,204.0
2003-07-21,201.0
2003-07-22,198.75
2003-07-23,199.0500030517578
2003-07-24,199.35000610351562
2003-07-25,195.89999389648438
2003-07-28,196.9499969482422
2003-07-29,199.8000030517578
2003-07-30,199.5
2003-07-31,202.5
2003-08-01,199.5
2003-08-04,202.5
2003-08-05,201.4499969482422
2003-08-06,198.14999389648438
2003-08-07,197.10000610351562
2003-08-08,200.5500030517578
2003-08-11,204.75
2003-08-12,204.0
2003-08-13,203.85000610351562
2003-08-14,204.75
2003-08-15,203.25
2003-08-18,203.25
2003-08-19,202.64999389648438
2003-08-20,203.25
2003-08-21,202.5
2003-08-22,201.0
2003-08-25,202.5
2003-08-26,201.0
2003-08-27,202.5
