,ESTA
2019-07-09,21.450000762939453
2019-07-10,20.899999618530273
2019-07-11,22.440000534057617
2019-07-12,23.010000228881836
2019-07-15,23.0
2019-07-16,23.260000228881836
2019-07-17,23.149999618530273
2019-07-18,23.020000457763672
2019-07-19,23.079999923706055
2019-07-22,23.15999984741211
2019-07-23,23.399999618530273
2019-07-24,23.65999984741211
2019-07-25,23.3799991607666
2019-07-26,24.6299991607666
2019-07-29,25.610000610351562
2019-07-30,25.25
2019-07-31,24.959999084472656
2019-08-01,25.3700008392334
2019-08-02,24.600000381469727
2019-08-05,24.399999618530273
2019-08-06,23.43000030517578
2019-08-07,23.239999771118164
2019-08-08,23.420000076293945
2019-08-09,23.049999237060547
2019-08-12,23.149999618530273
2019-08-13,22.540000915527344
2019-08-14,21.940000534057617
2019-08-15,21.75
2019-08-16,20.690000534057617
2019-08-19,20.0
2019-08-20,20.1299991607666
2019-08-21,20.959999084472656
2019-08-22,20.979999542236328
2019-08-23,20.479999542236328
2019-08-26,20.389999389648438
2019-08-27,20.0
2019-08-28,20.170000076293945
2019-08-29,20.0
2019-08-30,19.8799991607666
2019-09-03,19.280000686645508
2019-09-04,17.989999771118164
2019-09-05,18.270000457763672
2019-09-06,18.3799991607666
2019-09-09,19.139999389648438
2019-09-10,19.170000076293945
2019-09-11,20.770000457763672
2019-09-12,20.799999237060547
2019-09-13,20.940000534057617
2019-09-16,20.729999542236328
2019-09-17,20.729999542236328
2019-09-18,20.350000381469727
2019-09-19,20.170000076293945
2019-09-20,19.979999542236328
2019-09-23,20.0
2019-09-24,19.75
2019-09-25,19.6200008392334
2019-09-26,18.959999084472656
2019-09-27,18.559999465942383
2019-09-30,18.90999984741211
2019-10-01,19.110000610351562
2019-10-02,18.440000534057617
2019-10-03,18.399999618530273
2019-10-04,18.479999542236328
2019-10-07,20.0
2019-10-08,18.329999923706055
2019-10-09,17.799999237060547
2019-10-10,17.31999969482422
2019-10-11,18.100000381469727
2019-10-14,17.43000030517578
2019-10-15,17.649999618530273
2019-10-16,18.25
2019-10-17,18.84000015258789
2019-10-18,18.579999923706055
2019-10-21,18.65999984741211
2019-10-22,18.239999771118164
2019-10-23,18.389999389648438
2019-10-24,18.389999389648438
2019-10-25,18.309999465942383
2019-10-28,18.450000762939453
2019-10-29,18.5
2019-10-30,18.399999618530273
2019-10-31,18.549999237060547
2019-11-01,19.459999084472656
2019-11-04,20.200000762939453
2019-11-05,20.940000534057617
2019-11-06,20.739999771118164
2019-11-07,21.450000762939453
2019-11-08,22.950000762939453
2019-11-11,23.719999313354492
2019-11-12,23.65999984741211
2019-11-13,23.649999618530273
2019-11-14,23.75
2019-11-15,23.829999923706055
2019-11-18,23.670000076293945
2019-11-19,23.540000915527344
2019-11-20,23.040000915527344
2019-11-21,22.469999313354492
2019-11-22,22.59000015258789
2019-11-25,22.40999984741211
2019-11-26,23.559999465942383
2019-11-27,24.040000915527344
2019-11-29,24.139999389648438
2019-12-02,23.559999465942383
2019-12-03,23.979999542236328
2019-12-04,23.90999984741211
2019-12-05,24.399999618530273
2019-12-06,25.09000015258789
2019-12-09,26.06999969482422
2019-12-10,25.670000076293945
2019-12-11,25.579999923706055
2019-12-12,25.559999465942383
2019-12-13,25.450000762939453
2019-12-16,25.309999465942383
2019-12-17,25.350000381469727
2019-12-18,25.8700008392334
2019-12-19,25.969999313354492
2019-12-20,25.959999084472656
2019-12-23,27.270000457763672
2019-12-24,27.149999618530273
2019-12-26,27.3700008392334
2019-12-27,27.09000015258789
2019-12-30,27.149999618530273
2019-12-31,27.65999984741211
2020-01-02,27.739999771118164
2020-01-03,28.469999313354492
2020-01-06,28.3799991607666
2020-01-07,28.479999542236328
2020-01-08,28.540000915527344
2020-01-09,28.979999542236328
2020-01-10,28.719999313354492
2020-01-13,28.489999771118164
2020-01-14,28.030000686645508
2020-01-15,27.43000030517578
2020-01-16,27.770000457763672
2020-01-17,27.40999984741211
2020-01-21,26.940000534057617
2020-01-22,27.139999389648438
2020-01-23,27.200000762939453
2020-01-24,26.31999969482422
2020-01-27,26.219999313354492
2020-01-28,26.3700008392334
2020-01-29,26.56999969482422
2020-01-30,26.889999389648438
2020-01-31,27.280000686645508
2020-02-03,28.0
2020-02-04,27.790000915527344
2020-02-05,27.229999542236328
2020-02-06,26.639999389648438
2020-02-07,25.809999465942383
2020-02-10,25.709999084472656
2020-02-11,25.56999969482422
2020-02-12,25.399999618530273
2020-02-13,25.030000686645508
2020-02-14,24.84000015258789
2020-02-18,24.75
2020-02-19,24.889999389648438
2020-02-20,24.639999389648438
2020-02-21,23.90999984741211
2020-02-24,22.579999923706055
2020-02-25,20.31999969482422
2020-02-26,20.68000030517578
2020-02-27,20.020000457763672
2020-02-28,20.229999542236328
2020-03-02,19.93000030517578
2020-03-03,19.270000457763672
2020-03-04,20.610000610351562
2020-03-05,19.90999984741211
2020-03-06,19.079999923706055
2020-03-09,16.809999465942383
2020-03-10,16.06999969482422
2020-03-11,15.149999618530273
2020-03-12,13.579999923706055
2020-03-13,13.949999809265137
2020-03-16,12.789999961853027
2020-03-17,14.579999923706055
2020-03-18,7.559999942779541
2020-03-19,11.699999809265137
2020-03-20,11.65999984741211
2020-03-23,11.569999694824219
2020-03-24,12.59000015258789
2020-03-25,12.789999961853027
2020-03-26,13.300000190734863
2020-03-27,13.800000190734863
2020-03-30,13.699999809265137
2020-03-31,14.449999809265137
2020-04-01,13.119999885559082
2020-04-02,12.5
2020-04-03,11.729999542236328
2020-04-06,12.569999694824219
2020-04-07,13.619999885559082
2020-04-08,13.90999984741211
2020-04-09,14.34000015258789
2020-04-13,13.880000114440918
2020-04-14,14.300000190734863
2020-04-15,14.0
2020-04-16,14.25
2020-04-17,15.819999694824219
2020-04-20,14.270000457763672
2020-04-21,14.949999809265137
2020-04-22,15.40999984741211
2020-04-23,15.529999732971191
2020-04-24,16.65999984741211
2020-04-27,17.790000915527344
2020-04-28,18.68000030517578
2020-04-29,18.06999969482422
2020-04-30,17.479999542236328
2020-05-01,15.84000015258789
2020-05-04,15.930000305175781
2020-05-05,17.93000030517578
2020-05-06,17.899999618530273
2020-05-07,17.90999984741211
2020-05-08,18.420000076293945
2020-05-11,18.010000228881836
2020-05-12,17.989999771118164
2020-05-13,17.219999313354492
2020-05-14,17.450000762939453
2020-05-15,16.440000534057617
2020-05-18,17.059999465942383
2020-05-19,15.989999771118164
2020-05-20,17.1200008392334
2020-05-21,18.260000228881836
2020-05-22,17.75
2020-05-26,18.139999389648438
2020-05-27,18.709999084472656
2020-05-28,19.770000457763672
2020-05-29,19.68000030517578
2020-06-01,19.969999313354492
2020-06-02,20.299999237060547
2020-06-03,20.760000228881836
2020-06-04,19.389999389648438
2020-06-05,20.639999389648438
2020-06-08,20.329999923706055
2020-06-09,19.34000015258789
2020-06-10,18.299999237060547
2020-06-11,16.989999771118164
2020-06-12,18.059999465942383
2020-06-15,16.959999084472656
2020-06-16,17.75
2020-06-17,18.040000915527344
2020-06-18,17.510000228881836
2020-06-19,17.549999237060547
2020-06-22,17.6299991607666
2020-06-23,17.950000762939453
2020-06-24,17.219999313354492
2020-06-25,17.170000076293945
2020-06-26,17.030000686645508
2020-06-29,17.260000228881836
2020-06-30,18.68000030517578
2020-07-01,18.850000381469727
2020-07-02,18.5
2020-07-06,17.579999923706055
2020-07-07,17.899999618530273
2020-07-08,16.149999618530273
2020-07-09,16.360000610351562
2020-07-10,15.5
2020-07-13,15.65999984741211
2020-07-14,15.170000076293945
2020-07-15,16.729999542236328
2020-07-16,16.25
2020-07-17,16.15999984741211
2020-07-20,16.81999969482422
2020-07-21,16.549999237060547
2020-07-22,16.479999542236328
2020-07-23,16.649999618530273
2020-07-24,16.809999465942383
2020-07-27,16.450000762939453
2020-07-28,16.31999969482422
2020-07-29,17.440000534057617
2020-07-30,17.690000534057617
2020-07-31,18.0
2020-08-03,17.59000015258789
2020-08-04,17.5
2020-08-05,17.700000762939453
2020-08-06,17.739999771118164
2020-08-07,18.799999237060547
2020-08-10,18.760000228881836
2020-08-11,18.989999771118164
2020-08-12,18.760000228881836
2020-08-13,18.059999465942383
2020-08-14,17.799999237060547
2020-08-17,17.6200008392334
2020-08-18,17.700000762939453
2020-08-19,17.479999542236328
2020-08-20,17.600000381469727
2020-08-21,17.209999084472656
2020-08-24,17.09000015258789
2020-08-25,18.329999923706055
2020-08-26,18.670000076293945
2020-08-27,18.260000228881836
2020-08-28,17.600000381469727
2020-08-31,18.270000457763672
2020-09-01,18.799999237060547
2020-09-02,19.399999618530273
2020-09-03,19.049999237060547
2020-09-04,19.350000381469727
2020-09-08,19.84000015258789
2020-09-09,19.979999542236328
2020-09-10,19.31999969482422
2020-09-11,19.360000610351562
2020-09-14,18.610000610351562
2020-09-15,18.709999084472656
2020-09-16,17.889999389648438
2020-09-17,18.200000762939453
2020-09-18,18.389999389648438
2020-09-21,18.68000030517578
2020-09-22,17.600000381469727
2020-09-23,17.25
2020-09-24,17.270000457763672
2020-09-25,17.6200008392334
2020-09-28,18.670000076293945
2020-09-29,18.59000015258789
2020-09-30,18.530000686645508
2020-10-01,18.940000534057617
2020-10-02,18.719999313354492
2020-10-05,18.56999969482422
2020-10-06,17.40999984741211
2020-10-07,18.1299991607666
2020-10-08,18.09000015258789
2020-10-09,18.649999618530273
2020-10-12,19.030000686645508
2020-10-13,19.25
2020-10-14,18.959999084472656
2020-10-15,18.780000686645508
2020-10-16,18.25
2020-10-19,18.270000457763672
2020-10-20,18.3700008392334
2020-10-21,22.65999984741211
2020-10-22,24.860000610351562
2020-10-23,24.6299991607666
2020-10-26,24.549999237060547
2020-10-27,24.020000457763672
2020-10-28,24.920000076293945
2020-10-29,25.25
2020-10-30,25.030000686645508
2020-11-02,25.329999923706055
2020-11-03,25.040000915527344
2020-11-04,25.360000610351562
2020-11-05,25.5
2020-11-06,25.350000381469727
2020-11-09,26.850000381469727
2020-11-10,27.610000610351562
2020-11-11,26.049999237060547
2020-11-12,25.559999465942383
2020-11-13,25.239999771118164
2020-11-16,26.43000030517578
2020-11-17,26.649999618530273
2020-11-18,26.149999618530273
2020-11-19,25.690000534057617
2020-11-20,26.25
2020-11-23,25.860000610351562
2020-11-24,25.899999618530273
2020-11-25,26.5
2020-11-27,27.170000076293945
2020-11-30,25.940000534057617
2020-12-01,26.079999923706055
2020-12-02,27.770000457763672
2020-12-03,28.100000381469727
2020-12-04,29.5
2020-12-07,30.049999237060547
2020-12-08,30.75
2020-12-09,31.06999969482422
2020-12-10,30.799999237060547
2020-12-11,31.260000228881836
2020-12-14,31.5
2020-12-15,32.97999954223633
2020-12-16,32.5
2020-12-17,33.08000183105469
2020-12-18,34.0
2020-12-21,34.04999923706055
2020-12-22,34.349998474121094
2020-12-23,35.13999938964844
2020-12-24,35.0
2020-12-28,35.0
2020-12-29,35.0
2020-12-30,35.0
2020-12-31,37.63999938964844
2021-01-04,36.0
2021-01-05,36.689998626708984
2021-01-06,38.0
2021-01-07,37.689998626708984
2021-01-08,37.90999984741211
2021-01-11,40.59000015258789
2021-01-12,49.88999938964844
2021-01-13,49.47999954223633
2021-01-14,48.0
2021-01-15,51.060001373291016
2021-01-19,51.599998474121094
2021-01-20,48.119998931884766
2021-01-21,50.880001068115234
2021-01-22,52.9900016784668
2021-01-25,53.279998779296875
2021-01-26,51.900001525878906
2021-01-27,50.09000015258789
2021-01-28,51.619998931884766
2021-01-29,50.61000061035156
2021-02-01,49.93000030517578
2021-02-02,51.65999984741211
2021-02-03,51.63999938964844
2021-02-04,53.470001220703125
2021-02-05,54.939998626708984
2021-02-08,57.02000045776367
2021-02-09,65.19000244140625
2021-02-10,67.0
2021-02-11,67.06999969482422
2021-02-12,69.48999786376953
2021-02-16,67.06999969482422
2021-02-17,68.26000213623047
2021-02-18,70.55000305175781
2021-02-19,70.4000015258789
2021-02-22,68.31999969482422
2021-02-23,73.76000213623047
2021-02-24,69.5199966430664
2021-02-25,67.3499984741211
2021-02-26,69.02999877929688
2021-03-01,69.77999877929688
2021-03-02,68.3499984741211
2021-03-03,67.4000015258789
2021-03-04,62.439998626708984
2021-03-05,61.650001525878906
2021-03-08,60.18000030517578
2021-03-09,63.0
2021-03-10,63.08000183105469
2021-03-11,63.2400016784668
2021-03-12,58.970001220703125
2021-03-15,58.70000076293945
2021-03-16,59.09000015258789
2021-03-17,59.56999969482422
2021-03-18,58.02000045776367
2021-03-19,60.56999969482422
2021-03-22,63.040000915527344
2021-03-23,62.7599983215332
2021-03-24,64.63999938964844
2021-03-25,59.02000045776367
2021-03-26,58.04999923706055
2021-03-29,56.54999923706055
2021-03-30,59.7599983215332
2021-03-31,62.529998779296875
2021-04-01,66.0999984741211
2021-04-05,67.44999694824219
2021-04-06,71.30999755859375
2021-04-07,65.76000213623047
2021-04-08,69.80000305175781
2021-04-09,68.9800033569336
2021-04-12,69.20999908447266
2021-04-13,68.37000274658203
2021-04-14,70.5
2021-04-15,72.06999969482422
2021-04-16,69.19000244140625
2021-04-19,67.0
2021-04-20,66.30999755859375
2021-04-21,71.16999816894531
2021-04-22,71.87999725341797
2021-04-23,74.11000061035156
2021-04-26,74.5
2021-04-27,75.8499984741211
2021-04-28,72.11000061035156
2021-04-29,73.61000061035156
2021-04-30,72.63999938964844
2021-05-03,69.37000274658203
2021-05-04,69.43000030517578
2021-05-05,71.2300033569336
2021-05-06,69.01000213623047
2021-05-07,71.58999633789062
2021-05-10,68.19999694824219
2021-05-11,68.38999938964844
2021-05-12,65.47000122070312
2021-05-13,66.0
2021-05-14,69.54000091552734
