,AZRX
2018-01-02,3.7100000381469727
2018-01-03,3.690000057220459
2018-01-04,3.7100000381469727
2018-01-05,3.819999933242798
2018-01-08,3.880000114440918
2018-01-09,3.865000009536743
2018-01-10,3.880000114440918
2018-01-11,3.640000104904175
2018-01-12,3.5
2018-01-16,3.4800000190734863
2018-01-17,3.5
2018-01-18,3.4100000858306885
2018-01-19,3.3399999141693115
2018-01-22,3.5
2018-01-23,3.450000047683716
2018-01-24,3.430000066757202
2018-01-25,3.190000057220459
2018-01-26,3.0999999046325684
2018-01-29,3.059999942779541
2018-01-30,3.4800000190734863
2018-01-31,3.5899999141693115
2018-02-01,3.3299999237060547
2018-02-02,3.0799999237060547
2018-02-05,2.9800000190734863
2018-02-06,2.9600000381469727
2018-02-07,3.1500000953674316
2018-02-08,3.059999942779541
2018-02-09,3.109999895095825
2018-02-12,3.140000104904175
2018-02-13,3.059999942779541
2018-02-14,3.059999942779541
2018-02-15,2.9700000286102295
2018-02-16,2.9600000381469727
2018-02-20,2.869999885559082
2018-02-21,2.890000104904175
2018-02-22,2.7899999618530273
2018-02-23,2.7300000190734863
2018-02-26,2.740000009536743
2018-02-27,2.759999990463257
2018-02-28,2.5999999046325684
2018-03-01,2.609999895095825
2018-03-02,2.569999933242798
2018-03-05,2.6600000858306885
2018-03-06,2.509999990463257
2018-03-07,2.5999999046325684
2018-03-08,2.7799999713897705
2018-03-09,2.930000066757202
2018-03-12,2.8499999046325684
2018-03-13,2.890000104904175
2018-03-14,2.700000047683716
2018-03-15,2.7899999618530273
2018-03-16,2.890000104904175
2018-03-19,2.8499999046325684
2018-03-20,3.0
2018-03-21,3.2899999618530273
2018-03-22,3.3299999237060547
2018-03-23,3.2799999713897705
2018-03-26,3.0399999618530273
2018-03-27,3.140000104904175
2018-03-28,3.200000047683716
2018-03-29,3.140000104904175
2018-04-02,3.009999990463257
2018-04-03,3.0399999618530273
2018-04-04,3.069999933242798
2018-04-05,3.0
2018-04-06,3.0799999237060547
2018-04-09,2.9100000858306885
2018-04-10,3.049999952316284
2018-04-11,3.0899999141693115
2018-04-12,3.130000114440918
2018-04-13,3.4700000286102295
2018-04-16,3.5
2018-04-17,3.5
2018-04-18,3.5799999237060547
2018-04-19,3.5199999809265137
2018-04-20,3.440000057220459
2018-04-23,3.0299999713897705
2018-04-24,2.9000000953674316
2018-04-25,2.890000104904175
2018-04-26,2.7200000286102295
2018-04-27,2.8499999046325684
2018-04-30,2.8289999961853027
2018-05-01,2.609999895095825
2018-05-02,2.819999933242798
2018-05-03,2.549999952316284
2018-05-04,2.75
2018-05-07,2.700000047683716
2018-05-08,2.6700000762939453
2018-05-09,2.700000047683716
2018-05-10,2.569999933242798
2018-05-11,2.619999885559082
2018-05-14,2.5999999046325684
2018-05-15,2.569999933242798
2018-05-16,2.4600000381469727
2018-05-17,2.4600000381469727
2018-05-18,2.5999999046325684
2018-05-21,2.490000009536743
2018-05-22,2.4700000286102295
2018-05-23,2.490000009536743
2018-05-24,2.4600000381469727
2018-05-25,2.5
2018-05-29,2.367000102996826
2018-05-30,2.359999895095825
2018-05-31,2.430000066757202
2018-06-01,2.630000114440918
2018-06-04,2.680000066757202
2018-06-05,2.6600000858306885
2018-06-06,2.680000066757202
2018-06-07,2.9200000762939453
2018-06-08,3.2699999809265137
2018-06-11,3.200000047683716
2018-06-12,3.2899999618530273
2018-06-13,3.1500000953674316
2018-06-14,3.2100000381469727
2018-06-15,3.25
2018-06-18,3.319999933242798
2018-06-19,3.259999990463257
2018-06-20,3.2899999618530273
2018-06-21,3.3399999141693115
2018-06-22,3.4600000381469727
2018-06-25,3.390000104904175
2018-06-26,3.190000057220459
2018-06-27,3.130000114440918
2018-06-28,3.0399999618530273
2018-06-29,3.2100000381469727
2018-07-02,3.2100000381469727
2018-07-03,3.174999952316284
2018-07-05,3.1500000953674316
2018-07-06,3.1600000858306885
2018-07-09,3.1600000858306885
2018-07-10,3.109999895095825
2018-07-11,2.9600000381469727
2018-07-12,3.009999990463257
2018-07-13,2.6700000762939453
2018-07-16,2.809999942779541
2018-07-17,2.7699999809265137
2018-07-18,2.6600000858306885
2018-07-19,2.640000104904175
2018-07-20,2.5799999237060547
2018-07-23,2.569999933242798
2018-07-24,2.4600000381469727
2018-07-25,2.430000066757202
2018-07-26,2.299999952316284
2018-07-27,2.2850000858306885
2018-07-30,2.2799999713897705
2018-07-31,2.549999952316284
2018-08-01,2.390000104904175
2018-08-02,2.3949999809265137
2018-08-03,2.309999942779541
2018-08-06,2.3499999046325684
2018-08-07,2.259999990463257
2018-08-08,2.309999942779541
2018-08-09,2.3399999141693115
2018-08-10,2.309999942779541
2018-08-13,2.4000000953674316
2018-08-14,2.450000047683716
2018-08-15,2.375
2018-08-16,2.3399999141693115
2018-08-17,2.3299999237060547
2018-08-20,2.390000104904175
2018-08-21,2.5
2018-08-22,2.5399999618530273
2018-08-23,2.369999885559082
2018-08-24,2.450000047683716
2018-08-27,2.490000009536743
2018-08-28,2.5
2018-08-29,2.5199999809265137
2018-08-30,2.7699999809265137
2018-08-31,2.799999952316284
2018-09-04,2.559999942779541
2018-09-05,2.640000104904175
2018-09-06,2.609999895095825
2018-09-07,2.6500000953674316
2018-09-10,2.630000114440918
2018-09-11,2.759999990463257
2018-09-12,2.7699999809265137
2018-09-13,2.6500000953674316
2018-09-14,2.5899999141693115
2018-09-17,2.559999942779541
2018-09-18,2.6500000953674316
2018-09-19,2.5199999809265137
2018-09-20,2.490000009536743
2018-09-21,2.6500000953674316
2018-09-24,2.950000047683716
2018-09-25,3.0
2018-09-26,2.7179999351501465
2018-09-27,2.680000066757202
2018-09-28,2.569999933242798
2018-10-01,2.799999952316284
2018-10-02,2.5999999046325684
2018-10-03,2.7200000286102295
2018-10-04,2.5399999618530273
2018-10-05,2.490000009536743
2018-10-08,2.380000114440918
2018-10-09,2.240000009536743
2018-10-10,2.2300000190734863
2018-10-11,2.3499999046325684
2018-10-12,2.450000047683716
2018-10-15,2.5
2018-10-16,2.5
2018-10-17,2.6600000858306885
2018-10-18,2.6700000762939453
2018-10-19,2.640000104904175
2018-10-22,2.6500000953674316
2018-10-23,2.6500000953674316
2018-10-24,2.609999895095825
2018-10-25,2.450000047683716
2018-10-26,2.5399999618530273
2018-10-29,2.359999895095825
2018-10-30,2.25
2018-10-31,2.2100000381469727
2018-11-01,2.4000000953674316
2018-11-02,2.319999933242798
2018-11-05,2.2699999809265137
2018-11-06,2.299999952316284
2018-11-07,2.2300000190734863
2018-11-08,2.4600000381469727
2018-11-09,2.450000047683716
2018-11-12,2.259999990463257
2018-11-13,2.3299999237060547
2018-11-14,2.1500000953674316
2018-11-15,2.2899999618530273
2018-11-16,2.25
2018-11-19,2.1700000762939453
2018-11-20,2.130000114440918
2018-11-21,2.130000114440918
2018-11-23,2.130000114440918
2018-11-26,2.0
2018-11-27,1.9800000190734863
2018-11-28,1.9800000190734863
2018-11-29,2.049999952316284
2018-11-30,1.9500000476837158
2018-12-03,2.0199999809265137
2018-12-04,1.9900000095367432
2018-12-06,1.8600000143051147
2018-12-07,1.809999942779541
2018-12-10,1.850000023841858
2018-12-11,1.7000000476837158
2018-12-12,1.7599999904632568
2018-12-13,1.7300000190734863
2018-12-14,1.7599999904632568
2018-12-17,1.6299999952316284
2018-12-18,1.524999976158142
2018-12-19,1.5399999618530273
2018-12-20,1.440000057220459
2018-12-21,1.2000000476837158
2018-12-24,1.0499999523162842
2018-12-26,1.0499999523162842
2018-12-27,1.159999966621399
2018-12-28,1.2999999523162842
2018-12-31,1.2100000381469727
2019-01-02,1.2999999523162842
2019-01-03,1.6299999952316284
2019-01-04,1.659999966621399
2019-01-07,1.7699999809265137
2019-01-08,1.8799999952316284
2019-01-09,2.2100000381469727
2019-01-10,2.240000009536743
2019-01-11,2.2799999713897705
2019-01-14,2.369999885559082
2019-01-15,2.299999952316284
2019-01-16,2.299999952316284
2019-01-17,2.4200000762939453
2019-01-18,2.440000057220459
2019-01-22,2.4800000190734863
2019-01-23,2.369999885559082
2019-01-24,2.3499999046325684
2019-01-25,2.25
2019-01-28,2.1600000858306885
2019-01-29,2.0399999618530273
2019-01-30,2.0299999713897705
2019-01-31,2.11299991607666
2019-02-01,2.180000066757202
2019-02-04,2.369999885559082
2019-02-05,2.3399999141693115
2019-02-06,2.369999885559082
2019-02-07,2.069999933242798
2019-02-08,1.8799999952316284
2019-02-11,1.809999942779541
2019-02-12,1.809999942779541
2019-02-13,1.715000033378601
2019-02-14,1.7699999809265137
2019-02-15,1.809999942779541
2019-02-19,1.7000000476837158
2019-02-20,2.009999990463257
2019-02-21,1.9800000190734863
2019-02-22,2.140000104904175
2019-02-25,2.0799999237060547
2019-02-26,2.109999895095825
2019-02-27,2.0399999618530273
2019-02-28,2.069999933242798
2019-03-01,2.069999933242798
2019-03-04,2.049999952316284
2019-03-05,2.0399999618530273
2019-03-06,1.9600000381469727
2019-03-07,1.9450000524520874
2019-03-08,1.840000033378601
2019-03-11,1.840000033378601
2019-03-12,1.9199999570846558
2019-03-13,1.899999976158142
2019-03-14,1.899999976158142
2019-03-15,2.0399999618530273
2019-03-18,2.140000104904175
2019-03-19,2.1500000953674316
2019-03-20,2.299999952316284
2019-03-21,2.259999990463257
2019-03-22,2.2699999809265137
2019-03-25,2.25
2019-03-26,2.325000047683716
2019-03-27,2.382999897003174
2019-03-28,2.4000000953674316
2019-03-29,2.4200000762939453
2019-04-01,2.490000009536743
2019-04-02,2.549999952316284
2019-04-03,2.569999933242798
2019-04-04,2.5230000019073486
2019-04-05,2.4769999980926514
2019-04-08,2.5
2019-04-09,2.3299999237060547
2019-04-10,2.5999999046325684
2019-04-11,2.549999952316284
2019-04-12,2.5380001068115234
2019-04-15,2.440000057220459
2019-04-16,2.5299999713897705
2019-04-17,2.4600000381469727
2019-04-18,2.4700000286102295
2019-04-22,2.5999999046325684
2019-04-23,2.5999999046325684
2019-04-24,2.549999952316284
2019-04-25,2.5
2019-04-26,2.5
2019-04-29,2.5
2019-04-30,2.4800000190734863
2019-05-01,2.440000057220459
2019-05-02,2.5
2019-05-03,2.552999973297119
2019-05-06,2.569999933242798
2019-05-07,2.5999999046325684
2019-05-08,2.8940000534057617
2019-05-09,2.700000047683716
2019-05-10,2.5799999237060547
2019-05-13,2.5799999237060547
2019-05-14,2.559999942779541
2019-05-15,2.5329999923706055
2019-05-16,2.630000114440918
2019-05-17,2.5799999237060547
2019-05-20,2.4800000190734863
2019-05-21,2.3499999046325684
2019-05-22,2.180000066757202
2019-05-23,2.140000104904175
2019-05-24,2.1600000858306885
2019-05-28,2.1700000762939453
2019-05-29,2.2100000381469727
2019-05-30,2.1700000762939453
2019-05-31,2.190000057220459
2019-06-03,2.240000009536743
2019-06-04,2.2100000381469727
2019-06-05,2.049999952316284
2019-06-06,2.009999990463257
2019-06-07,2.049999952316284
2019-06-10,1.9500000476837158
2019-06-11,1.8300000429153442
2019-06-12,1.7799999713897705
2019-06-13,1.75
2019-06-14,1.6699999570846558
2019-06-17,1.5700000524520874
2019-06-18,1.7799999713897705
2019-06-19,1.7200000286102295
2019-06-20,1.7100000381469727
2019-06-21,1.7300000190734863
2019-06-24,1.6799999475479126
2019-06-25,1.7100000381469727
2019-06-26,1.7100000381469727
2019-06-27,1.6399999856948853
2019-06-28,1.7000000476837158
2019-07-01,1.5499999523162842
2019-07-02,1.5399999618530273
2019-07-03,1.437000036239624
2019-07-05,1.4500000476837158
2019-07-08,1.25
2019-07-09,1.2300000190734863
2019-07-10,1.2999999523162842
2019-07-11,1.409999966621399
2019-07-12,1.2599999904632568
2019-07-15,1.2239999771118164
2019-07-16,1.090000033378601
2019-07-17,1.0499999523162842
2019-07-18,0.9470000267028809
2019-07-19,1.0499999523162842
2019-07-22,1.0499999523162842
2019-07-23,1.0199999809265137
2019-07-24,1.0399999618530273
2019-07-25,1.0199999809265137
2019-07-26,1.0
2019-07-29,1.0
2019-07-30,1.059999942779541
2019-07-31,1.0099999904632568
2019-08-01,1.0299999713897705
2019-08-02,1.0399999618530273
2019-08-05,0.9990000128746033
2019-08-06,0.9760000109672546
2019-08-07,0.9739999771118164
2019-08-08,0.949999988079071
2019-08-09,0.9909999966621399
2019-08-12,0.9900000095367432
2019-08-13,0.9739999771118164
2019-08-14,0.9900000095367432
2019-08-15,0.9610000252723694
2019-08-16,0.9900000095367432
2019-08-19,1.0499999523162842
2019-08-20,1.0800000429153442
2019-08-21,1.0449999570846558
2019-08-22,1.149999976158142
2019-08-23,1.0499999523162842
2019-08-26,1.0750000476837158
2019-08-27,1.0199999809265137
2019-08-28,1.0
2019-08-29,0.9909999966621399
2019-08-30,1.0
2019-09-03,0.9900000095367432
2019-09-04,1.024999976158142
2019-09-05,0.9900000095367432
2019-09-06,1.0
2019-09-09,0.9800000190734863
2019-09-10,1.0750000476837158
2019-09-11,1.0299999713897705
2019-09-12,1.1299999952316284
2019-09-13,1.2300000190734863
2019-09-16,1.2100000381469727
2019-09-17,1.0700000524520874
2019-09-18,1.0
2019-09-19,1.0
2019-09-20,1.0
2019-09-23,0.9300000071525574
2019-09-24,0.8899999856948853
2019-09-25,0.703000009059906
2019-09-26,0.6549999713897705
2019-09-27,0.5830000042915344
2019-09-30,0.6000000238418579
2019-10-01,0.6499999761581421
2019-10-02,0.6190000176429749
2019-10-03,0.6140000224113464
2019-10-04,0.5720000267028809
2019-10-07,0.5600000023841858
2019-10-08,0.5149999856948853
2019-10-09,0.5270000100135803
2019-10-10,0.4749999940395355
2019-10-11,0.48899999260902405
2019-10-14,0.44999998807907104
2019-10-15,0.5550000071525574
2019-10-16,0.6460000276565552
2019-10-17,0.8059999942779541
2019-10-18,0.7200000286102295
2019-10-21,0.7950000166893005
2019-10-22,0.7599999904632568
2019-10-23,0.6800000071525574
2019-10-24,0.6710000038146973
2019-10-25,0.6819999814033508
2019-10-28,0.6800000071525574
2019-10-29,0.652999997138977
2019-10-30,0.652999997138977
2019-10-31,0.6570000052452087
2019-11-01,0.7120000123977661
2019-11-04,0.7799999713897705
2019-11-05,0.7900000214576721
2019-11-06,0.7419999837875366
2019-11-07,0.6940000057220459
2019-11-08,0.6499999761581421
2019-11-11,0.6639999747276306
2019-11-12,0.6499999761581421
2019-11-13,0.6100000143051147
2019-11-14,0.7749999761581421
2019-11-15,0.7910000085830688
2019-11-18,0.800000011920929
2019-11-19,0.7900000214576721
2019-11-20,0.722000002861023
2019-11-21,0.7099999785423279
2019-11-22,0.7120000123977661
2019-11-25,0.6809999942779541
2019-11-26,0.6470000147819519
2019-11-27,0.6809999942779541
2019-11-29,0.6600000262260437
2019-12-02,0.7170000076293945
2019-12-03,0.7400000095367432
2019-12-04,0.753000020980835
2019-12-05,0.753000020980835
2019-12-06,0.7649999856948853
2019-12-09,0.8050000071525574
2019-12-10,0.7699999809265137
2019-12-11,0.7400000095367432
2019-12-12,0.7889999747276306
2019-12-13,0.7720000147819519
2019-12-16,0.8299999833106995
2019-12-17,0.8999999761581421
2019-12-18,0.9509999752044678
2019-12-19,0.9950000047683716
2019-12-20,1.1299999952316284
2019-12-23,1.0099999904632568
2019-12-24,1.0199999809265137
2019-12-26,1.059999942779541
2019-12-27,1.1100000143051147
2019-12-30,1.0499999523162842
2019-12-31,1.0399999618530273
2020-01-02,1.0299999713897705
2020-01-03,1.0
2020-01-06,1.0499999523162842
2020-01-07,1.3200000524520874
2020-01-08,1.2000000476837158
2020-01-09,1.4199999570846558
2020-01-10,1.7200000286102295
2020-01-13,1.690000057220459
2020-01-14,1.350000023841858
2020-01-15,1.2200000286102295
2020-01-16,1.149999976158142
2020-01-17,1.159999966621399
2020-01-21,1.100000023841858
2020-01-22,1.1100000143051147
2020-01-23,1.0809999704360962
2020-01-24,1.0499999523162842
2020-01-27,1.0199999809265137
2020-01-28,1.0299999713897705
2020-01-29,1.0199999809265137
2020-01-30,0.9089999794960022
2020-01-31,0.9459999799728394
2020-02-03,1.0399999618530273
2020-02-04,1.059999942779541
2020-02-05,1.0099999904632568
2020-02-06,1.0
2020-02-07,0.9900000095367432
2020-02-10,0.9449999928474426
2020-02-11,0.9419999718666077
2020-02-12,0.9340000152587891
2020-02-13,0.9110000133514404
2020-02-14,0.925000011920929
2020-02-18,0.9700000286102295
2020-02-19,0.968999981880188
2020-02-20,0.9390000104904175
2020-02-21,0.9089999794960022
2020-02-24,0.8220000267028809
2020-02-25,0.8399999737739563
2020-02-26,0.8149999976158142
2020-02-27,0.75
2020-02-28,0.8230000138282776
2020-03-02,0.781000018119812
2020-03-03,0.8100000023841858
2020-03-04,0.8600000143051147
2020-03-05,0.8100000023841858
2020-03-06,0.7799999713897705
2020-03-09,0.7099999785423279
2020-03-10,0.6899999976158142
2020-03-11,0.6150000095367432
2020-03-12,0.5120000243186951
2020-03-13,0.550000011920929
2020-03-16,0.5
2020-03-17,0.5699999928474426
2020-03-18,0.5699999928474426
2020-03-19,0.6000000238418579
2020-03-20,0.6330000162124634
2020-03-23,0.6000000238418579
2020-03-24,0.5899999737739563
2020-03-25,0.5699999928474426
2020-03-26,0.5630000233650208
2020-03-27,0.5680000185966492
2020-03-30,0.5709999799728394
2020-03-31,0.5799999833106995
2020-04-01,0.5690000057220459
2020-04-02,0.5400000214576721
2020-04-03,0.5479999780654907
2020-04-06,0.5799999833106995
2020-04-07,0.5699999928474426
2020-04-08,0.5600000023841858
2020-04-09,0.6100000143051147
2020-04-13,0.6449999809265137
2020-04-14,0.6200000047683716
2020-04-15,0.5799999833106995
2020-04-16,0.6800000071525574
2020-04-17,0.6600000262260437
2020-04-20,0.6549999713897705
2020-04-21,0.5950000286102295
2020-04-22,0.5799999833106995
2020-04-23,0.5860000252723694
2020-04-24,0.5799999833106995
2020-04-27,0.5899999737739563
2020-04-28,0.5870000123977661
2020-04-29,0.6119999885559082
2020-04-30,0.6299999952316284
2020-05-01,0.6079999804496765
2020-05-04,0.6579999923706055
2020-05-05,0.6800000071525574
2020-05-06,0.7369999885559082
2020-05-07,0.7590000033378601
2020-05-08,0.7319999933242798
2020-05-11,0.8100000023841858
2020-05-12,0.9100000262260437
2020-05-13,0.8880000114440918
2020-05-14,0.8119999766349792
2020-05-15,0.8190000057220459
2020-05-18,0.9160000085830688
2020-05-19,0.9200000166893005
2020-05-20,0.9100000262260437
2020-05-21,0.9100000262260437
2020-05-22,0.8999999761581421
2020-05-26,0.8450000286102295
2020-05-27,0.8190000057220459
2020-05-28,0.8199999928474426
2020-05-29,0.8029999732971191
2020-06-01,0.800000011920929
2020-06-02,0.8500000238418579
2020-06-03,0.9100000262260437
2020-06-04,0.9399999976158142
2020-06-05,0.9070000052452087
2020-06-08,0.9599999785423279
2020-06-09,1.0199999809265137
