,AZRX
2016-10-11,4.980000019073486
2016-10-12,5.480000019073486
2016-10-13,5.150000095367432
2016-10-14,5.260000228881836
2016-10-17,5.010000228881836
2016-10-18,4.96999979019165
2016-10-19,4.949999809265137
2016-10-20,5.0
2016-10-21,4.980000019073486
2016-10-24,5.0
2016-10-25,4.980000019073486
2016-10-26,5.0
2016-10-27,5.0
2016-10-28,4.949999809265137
2016-10-31,5.070000171661377
2016-11-01,5.039999961853027
2016-11-02,5.0
2016-11-03,5.0
2016-11-04,4.75
2016-11-07,4.880000114440918
2016-11-08,4.96999979019165
2016-11-09,4.75
2016-11-10,4.739999771118164
2016-11-11,4.539999961853027
2016-11-14,4.630000114440918
2016-11-15,4.630000114440918
2016-11-16,4.625
2016-11-17,4.650000095367432
2016-11-18,4.679999828338623
2016-11-21,4.300000190734863
2016-11-22,4.289999961853027
2016-11-23,4.150000095367432
2016-11-25,4.460000038146973
2016-11-28,4.099999904632568
2016-11-29,4.010000228881836
2016-11-30,4.199999809265137
2016-12-01,4.09499979019165
2016-12-02,4.110000133514404
2016-12-05,4.25
2016-12-06,4.355000019073486
2016-12-07,4.428999900817871
2016-12-08,4.590000152587891
2016-12-09,4.550000190734863
2016-12-12,4.5
2016-12-13,4.519999980926514
2016-12-14,4.510000228881836
2016-12-15,4.400000095367432
2016-12-16,3.9600000381469727
2016-12-19,4.03000020980835
2016-12-20,4.0
2016-12-21,4.191999912261963
2016-12-22,4.25
2016-12-23,4.090000152587891
2016-12-27,4.050000190734863
2016-12-28,4.039999961853027
2016-12-29,4.349999904632568
2016-12-30,4.739999771118164
2017-01-03,4.25
2017-01-04,4.25
2017-01-05,4.650000095367432
2017-01-06,4.699999809265137
2017-01-09,4.9629998207092285
2017-01-10,4.989999771118164
2017-01-11,4.710000038146973
2017-01-12,4.400000095367432
2017-01-13,4.630000114440918
2017-01-17,4.349999904632568
2017-01-18,4.320000171661377
2017-01-19,4.320000171661377
2017-01-20,4.559999942779541
2017-01-23,4.349999904632568
2017-01-24,4.353000164031982
2017-01-25,4.449999809265137
2017-01-26,4.650000095367432
2017-01-27,4.75
2017-01-30,4.5
2017-01-31,4.380000114440918
2017-02-01,4.482999801635742
2017-02-02,4.440000057220459
2017-02-03,4.480000019073486
2017-02-06,4.25
2017-02-07,4.0
2017-02-08,4.0
2017-02-09,4.047999858856201
2017-02-10,4.050000190734863
2017-02-13,4.050000190734863
2017-02-14,4.236000061035156
2017-02-15,4.090000152587891
2017-02-16,4.099999904632568
2017-02-17,4.139999866485596
2017-02-21,4.139999866485596
2017-02-22,4.010000228881836
2017-02-23,4.039999961853027
2017-02-24,4.190000057220459
2017-02-27,4.289999961853027
2017-02-28,4.150000095367432
2017-03-01,4.119999885559082
2017-03-02,4.079999923706055
2017-03-03,4.079999923706055
2017-03-06,4.139999866485596
2017-03-07,4.170000076293945
2017-03-08,4.119999885559082
2017-03-09,4.010000228881836
2017-03-10,4.090000152587891
2017-03-13,4.086999893188477
2017-03-14,3.7200000286102295
2017-03-15,3.859999895095825
2017-03-16,3.809999942779541
2017-03-17,3.7769999504089355
2017-03-20,3.7899999618530273
2017-03-21,3.640000104904175
2017-03-22,3.5999999046325684
2017-03-23,3.566999912261963
2017-03-24,3.630000114440918
2017-03-27,3.799999952316284
2017-03-28,4.010000228881836
2017-03-29,3.9000000953674316
2017-03-30,3.9000000953674316
2017-03-31,3.8589999675750732
2017-04-03,3.7679998874664307
2017-04-04,3.9700000286102295
2017-04-05,3.9800000190734863
2017-04-06,3.950000047683716
2017-04-07,3.946000099182129
2017-04-10,3.8499999046325684
2017-04-11,3.9730000495910645
2017-04-12,4.019999980926514
2017-04-13,3.7300000190734863
2017-04-17,4.099999904632568
2017-04-18,4.0
2017-04-19,4.0
2017-04-20,3.9700000286102295
2017-04-21,4.0
2017-04-24,3.8399999141693115
2017-04-25,3.509999990463257
2017-04-26,3.549999952316284
2017-04-27,3.509999990463257
2017-04-28,3.9000000953674316
2017-05-01,3.5999999046325684
2017-05-02,3.9000000953674316
2017-05-03,3.75
2017-05-04,3.5799999237060547
2017-05-05,3.5299999713897705
2017-05-08,3.690000057220459
2017-05-09,3.690000057220459
2017-05-10,3.4200000762939453
2017-05-11,3.4200000762939453
2017-05-12,3.5299999713897705
2017-05-15,3.630000114440918
2017-05-16,3.6500000953674316
2017-05-17,3.4649999141693115
2017-05-18,3.4800000190734863
2017-05-19,3.5999999046325684
2017-05-22,3.630000114440918
2017-05-23,3.5899999141693115
2017-05-24,3.6700000762939453
2017-05-25,3.75
2017-05-26,3.740000009536743
2017-05-30,3.700000047683716
2017-05-31,3.509999990463257
2017-06-01,3.5799999237060547
2017-06-02,3.7699999809265137
2017-06-05,3.7200000286102295
2017-06-06,3.6600000858306885
2017-06-07,3.619999885559082
2017-06-08,4.039999961853027
2017-06-09,3.990000009536743
2017-06-12,3.7699999809265137
2017-06-13,3.7899999618530273
2017-06-14,3.619999885559082
2017-06-15,3.619999885559082
2017-06-16,3.4600000381469727
2017-06-19,3.549999952316284
2017-06-20,3.5399999618530273
2017-06-21,3.609999895095825
2017-06-22,3.5799999237060547
2017-06-23,3.9000000953674316
2017-06-26,3.7899999618530273
2017-06-27,4.0
2017-06-28,4.03000020980835
2017-06-29,3.9600000381469727
2017-06-30,4.019999980926514
2017-07-03,3.9200000762939453
2017-07-05,3.8399999141693115
2017-07-06,3.799999952316284
2017-07-07,3.680000066757202
2017-07-10,3.619999885559082
2017-07-11,3.4700000286102295
2017-07-12,3.559999942779541
2017-07-13,3.5
2017-07-14,3.619999885559082
2017-07-17,3.5399999618530273
2017-07-18,3.2699999809265137
2017-07-19,3.25
2017-07-20,3.440000057220459
2017-07-21,3.799999952316284
2017-07-24,4.110000133514404
2017-07-25,4.599999904632568
2017-07-26,4.860000133514404
2017-07-27,4.550000190734863
2017-07-28,4.28000020980835
2017-07-31,4.389999866485596
2017-08-01,4.460000038146973
2017-08-02,4.440000057220459
2017-08-03,4.159999847412109
2017-08-04,4.25
2017-08-07,4.260000228881836
2017-08-08,4.349999904632568
2017-08-09,4.190000057220459
2017-08-10,3.930000066757202
2017-08-11,3.859999895095825
2017-08-14,3.799999952316284
2017-08-15,3.799999952316284
2017-08-16,3.759999990463257
2017-08-17,3.819999933242798
2017-08-18,3.7100000381469727
2017-08-21,3.7100000381469727
2017-08-22,3.6700000762939453
2017-08-23,3.5999999046325684
2017-08-24,3.869999885559082
2017-08-25,3.559999942779541
2017-08-28,3.3499999046325684
2017-08-29,3.6500000953674316
2017-08-30,3.7799999713897705
2017-08-31,3.700000047683716
2017-09-01,3.8299999237060547
2017-09-05,4.050000190734863
2017-09-06,4.480000019073486
2017-09-07,4.489999771118164
2017-09-08,4.449999809265137
2017-09-11,4.735000133514404
2017-09-12,4.75
2017-09-13,4.739999771118164
2017-09-14,4.670000076293945
2017-09-15,4.269999980926514
2017-09-18,4.300000190734863
2017-09-19,4.349999904632568
2017-09-20,4.800000190734863
2017-09-21,4.46999979019165
2017-09-22,4.53000020980835
2017-09-25,4.389999866485596
2017-09-26,4.320000171661377
2017-09-27,4.5
2017-09-28,4.25
2017-09-29,3.990000009536743
2017-10-02,3.7899999618530273
2017-10-03,3.690000057220459
2017-10-04,3.609999895095825
2017-10-05,3.609999895095825
2017-10-06,3.5899999141693115
2017-10-09,3.569999933242798
2017-10-10,3.5799999237060547
2017-10-11,3.6619999408721924
2017-10-12,3.359999895095825
2017-10-13,3.4000000953674316
2017-10-16,3.200000047683716
2017-10-17,3.2799999713897705
2017-10-18,3.259999990463257
2017-10-19,3.4100000858306885
2017-10-20,3.509999990463257
2017-10-23,3.299999952316284
2017-10-24,3.2899999618530273
2017-10-25,3.259999990463257
2017-10-26,3.190000057220459
2017-10-27,3.200000047683716
2017-10-30,3.130000114440918
2017-10-31,3.1600000858306885
2017-11-01,3.0399999618530273
2017-11-02,2.990000009536743
2017-11-03,3.0
2017-11-06,3.0199999809265137
2017-11-07,3.0799999237060547
2017-11-08,3.0
2017-11-09,3.009999990463257
2017-11-10,2.9800000190734863
2017-11-13,2.809999942779541
2017-11-14,2.7200000286102295
2017-11-15,2.609999895095825
2017-11-16,2.9000000953674316
2017-11-17,2.9100000858306885
2017-11-20,3.0399999618530273
2017-11-21,2.9800000190734863
2017-11-22,2.859999895095825
2017-11-24,2.9700000286102295
2017-11-27,2.869999885559082
2017-11-28,3.200000047683716
2017-11-29,3.109999895095825
2017-11-30,3.2300000190734863
2017-12-01,3.3399999141693115
2017-12-04,3.240000009536743
2017-12-05,3.3399999141693115
2017-12-06,3.069999933242798
2017-12-07,3.009999990463257
2017-12-08,3.130000114440918
2017-12-11,2.9800000190734863
2017-12-12,2.930000066757202
2017-12-13,2.9100000858306885
2017-12-14,2.944999933242798
2017-12-15,2.880000114440918
2017-12-18,2.880000114440918
2017-12-19,2.869999885559082
2017-12-20,2.75
2017-12-21,2.7699999809265137
2017-12-22,2.7799999713897705
2017-12-26,3.0759999752044678
2017-12-27,3.1500000953674316
2017-12-28,3.5
2017-12-29,3.63700008392334
