,BSMO
2020-05-11,24.764999389648438
2020-05-12,24.790000915527344
2020-05-13,24.825000762939453
2020-05-14,24.875
2020-05-15,24.895000457763672
2020-05-18,24.969999313354492
2020-05-19,25.020000457763672
2020-05-20,25.09000015258789
2020-05-21,25.1200008392334
2020-05-22,25.184999465942383
2020-05-26,25.235000610351562
2020-05-27,25.170000076293945
2020-05-28,25.21299934387207
2020-05-29,25.360000610351562
2020-06-01,25.274999618530273
2020-06-02,25.2549991607666
2020-06-03,25.260000228881836
2020-06-04,25.264999389648438
2020-06-05,25.274999618530273
2020-06-08,25.30500030517578
2020-06-09,25.31999969482422
2020-06-10,25.329999923706055
2020-06-11,25.360000610351562
2020-06-12,25.3799991607666
2020-06-15,25.389999389648438
2020-06-16,25.40999984741211
2020-06-17,25.420000076293945
2020-06-18,25.43000030517578
2020-06-19,25.424999237060547
2020-06-22,25.405000686645508
2020-06-23,25.40999984741211
2020-06-24,25.424999237060547
2020-06-25,25.385000228881836
2020-06-26,25.395000457763672
2020-06-29,25.405000686645508
2020-06-30,25.450000762939453
2020-07-01,25.405000686645508
2020-07-02,25.424999237060547
2020-07-06,25.420000076293945
2020-07-07,25.424999237060547
2020-07-08,25.40999984741211
2020-07-09,25.420000076293945
2020-07-10,25.434999465942383
2020-07-13,25.469999313354492
2020-07-14,25.479999542236328
2020-07-15,25.489999771118164
2020-07-16,25.514999389648438
2020-07-17,25.53499984741211
2020-07-20,25.524999618530273
2020-07-21,25.540000915527344
2020-07-22,25.55500030517578
2020-07-23,25.565000534057617
2020-07-24,25.6299991607666
2020-07-27,25.575000762939453
2020-07-28,25.59000015258789
2020-07-29,25.594999313354492
2020-07-30,25.625
2020-07-31,25.559999465942383
2020-08-03,25.625
2020-08-04,25.635000228881836
2020-08-05,25.649999618530273
2020-08-06,25.665000915527344
2020-08-07,25.704999923706055
2020-08-10,25.690000534057617
2020-08-11,25.69499969482422
2020-08-12,25.719999313354492
2020-08-13,25.719999313354492
2020-08-14,25.700000762939453
2020-08-17,25.639999389648438
2020-08-18,25.6299991607666
2020-08-19,25.670000076293945
2020-08-20,25.6299991607666
2020-08-21,25.625
2020-08-24,25.65999984741211
2020-08-25,25.604999542236328
2020-08-26,25.635000228881836
2020-08-27,25.579999923706055
2020-08-28,25.579999923706055
2020-08-31,25.6200008392334
2020-09-01,25.594999313354492
2020-09-02,25.59000015258789
2020-09-03,25.6299991607666
2020-09-04,25.614999771118164
2020-09-08,25.625
2020-09-09,25.625
2020-09-10,25.649999618530273
2020-09-11,25.635000228881836
2020-09-14,25.6299991607666
2020-09-15,25.64299964904785
2020-09-16,25.645000457763672
2020-09-17,25.655000686645508
2020-09-18,25.645000457763672
2020-09-21,25.6200008392334
2020-09-22,25.635000228881836
2020-09-23,25.625
2020-09-24,25.625
2020-09-25,25.625
2020-09-28,25.625
2020-09-29,25.6200008392334
2020-09-30,25.6200008392334
2020-10-01,25.617000579833984
2020-10-02,25.600000381469727
2020-10-05,25.604999542236328
2020-10-06,25.594999313354492
2020-10-07,25.600000381469727
2020-10-08,25.56999969482422
2020-10-09,25.56999969482422
2020-10-12,25.56999969482422
2020-10-13,25.614999771118164
2020-10-14,25.56999969482422
2020-10-15,25.6200008392334
2020-10-16,25.56999969482422
2020-10-19,25.540000915527344
2020-10-20,25.53499984741211
2020-10-21,25.53499984741211
2020-10-22,25.53499984741211
2020-10-23,25.559999465942383
2020-10-26,25.579999923706055
2020-10-27,25.579999923706055
2020-10-28,25.56999969482422
2020-10-29,25.56999969482422
2020-10-30,25.56999969482422
2020-11-02,25.56999969482422
2020-11-03,25.579999923706055
2020-11-04,25.649999618530273
2020-11-05,25.540000915527344
2020-11-06,25.59000015258789
2020-11-09,25.59000015258789
2020-11-10,25.600000381469727
2020-11-11,25.601999282836914
2020-11-12,25.594999313354492
2020-11-13,25.639999389648438
2020-11-16,25.600000381469727
2020-11-17,25.610000610351562
2020-11-18,25.6200008392334
2020-11-19,25.639999389648438
2020-11-20,25.6200008392334
2020-11-23,25.670000076293945
2020-11-24,25.618000030517578
2020-11-25,25.6299991607666
2020-11-27,25.649999618530273
2020-11-30,25.639999389648438
2020-12-01,25.635000228881836
2020-12-02,25.68000030517578
2020-12-03,25.655000686645508
2020-12-04,25.65999984741211
2020-12-07,25.670000076293945
2020-12-08,25.719999313354492
2020-12-09,25.700000762939453
2020-12-10,25.700000762939453
2020-12-11,25.700000762939453
2020-12-14,25.75
2020-12-15,25.75
2020-12-16,25.75
2020-12-17,25.69499969482422
2020-12-18,25.71500015258789
2020-12-21,25.700000762939453
2020-12-22,25.739999771118164
2020-12-23,25.75
2020-12-24,25.709999084472656
2020-12-28,25.75
2020-12-29,25.75
2020-12-30,25.71500015258789
2020-12-31,25.71500015258789
2021-01-04,25.70199966430664
2021-01-05,25.725000381469727
2021-01-06,25.760000228881836
2021-01-07,25.760000228881836
2021-01-08,25.75
2021-01-11,25.7549991607666
2021-01-12,25.75
2021-01-13,25.7549991607666
2021-01-14,25.743999481201172
2021-01-15,25.766000747680664
2021-01-19,25.722999572753906
2021-01-20,25.735000610351562
2021-01-21,25.770000457763672
2021-01-22,25.739999771118164
2021-01-25,25.780000686645508
2021-01-26,25.780000686645508
2021-01-27,25.81999969482422
2021-01-28,25.790000915527344
2021-01-29,25.829999923706055
2021-02-01,25.795000076293945
2021-02-02,25.795000076293945
2021-02-03,25.829999923706055
2021-02-04,25.785999298095703
2021-02-05,25.809999465942383
2021-02-08,25.809999465942383
2021-02-09,25.81999969482422
2021-02-10,25.825000762939453
2021-02-11,25.829999923706055
2021-02-12,25.780000686645508
2021-02-16,25.829999923706055
2021-02-17,25.850000381469727
2021-02-18,25.850000381469727
2021-02-19,25.798999786376953
2021-02-22,25.7450008392334
2021-02-23,25.68000030517578
2021-02-24,25.709999084472656
2021-02-25,25.631999969482422
2021-02-26,25.635000228881836
2021-03-01,25.645000457763672
2021-03-02,25.649999618530273
2021-03-03,25.666000366210938
2021-03-04,25.679000854492188
2021-03-05,25.729000091552734
2021-03-08,25.75
2021-03-09,25.725000381469727
2021-03-10,25.735000610351562
2021-03-11,25.7450008392334
2021-03-12,25.739999771118164
2021-03-15,25.75
2021-03-16,25.7549991607666
2021-03-17,25.7450008392334
2021-03-18,25.704999923706055
2021-03-19,25.700000762939453
2021-03-22,25.700000762939453
2021-03-23,25.709999084472656
2021-03-24,25.71500015258789
2021-03-25,25.725000381469727
2021-03-26,25.71500015258789
2021-03-29,25.739999771118164
2021-03-30,25.719999313354492
2021-03-31,25.724000930786133
2021-04-01,25.729999542236328
2021-04-05,25.729999542236328
2021-04-06,25.729999542236328
2021-04-07,25.729999542236328
2021-04-08,25.75
2021-04-09,25.75
2021-04-12,25.75
2021-04-13,25.770000457763672
2021-04-14,25.790000915527344
2021-04-15,25.834999084472656
2021-04-16,25.81999969482422
2021-04-19,25.809999465942383
2021-04-20,25.809999465942383
2021-04-21,25.809999465942383
2021-04-22,25.81999969482422
2021-04-23,25.81999969482422
2021-04-26,25.815000534057617
2021-04-27,25.81999969482422
2021-04-28,25.80500030517578
2021-04-29,25.829999923706055
2021-04-30,25.815000534057617
2021-05-03,25.809999465942383
2021-05-04,25.819000244140625
2021-05-05,25.780000686645508
2021-05-06,25.78499984741211
2021-05-07,25.795000076293945
2021-05-10,25.81999969482422
2021-05-11,25.809999465942383
2021-05-12,25.774999618530273
2021-05-13,25.774999618530273
2021-05-14,25.780000686645508
