,AHCO
2018-09-21,9.720000267028809
2018-09-24,9.720000267028809
2018-09-25,9.720000267028809
2018-09-26,9.720000267028809
2018-09-27,9.720000267028809
2018-09-28,9.720000267028809
2018-10-01,9.720000267028809
2018-10-02,9.720000267028809
2018-10-03,9.720000267028809
2018-10-04,9.720000267028809
2018-10-05,9.75
2018-10-08,9.729999542236328
2018-10-09,9.720000267028809
2018-10-10,9.729999542236328
2018-10-11,9.720000267028809
2018-10-12,9.720000267028809
2018-10-15,9.720000267028809
2018-10-16,9.720000267028809
2018-10-17,9.720000267028809
2018-10-18,9.720000267028809
2018-10-19,9.720000267028809
2018-10-22,9.739999771118164
2018-10-23,9.739999771118164
2018-10-24,9.739999771118164
2018-10-25,9.739999771118164
2018-10-26,9.779999732971191
2018-10-29,9.779999732971191
2018-10-30,9.779999732971191
2018-10-31,9.779999732971191
2018-11-01,9.779999732971191
2018-11-02,9.779999732971191
2018-11-05,9.760000228881836
2018-11-06,9.760000228881836
2018-11-07,9.760000228881836
2018-11-08,9.760000228881836
2018-11-09,9.789999961853027
2018-11-12,9.779999732971191
2018-11-13,9.770000457763672
2018-11-14,10.0
2018-11-15,9.880000114440918
2018-11-16,9.84000015258789
2018-11-19,9.859999656677246
2018-11-20,9.850000381469727
2018-11-21,9.84000015258789
2018-11-23,9.84000015258789
2018-11-26,9.829999923706055
2018-11-27,9.800000190734863
2018-11-28,9.8100004196167
2018-11-29,9.819999694824219
2018-11-30,9.800000190734863
2018-12-03,9.8100004196167
2018-12-04,9.8100004196167
2018-12-06,9.800000190734863
2018-12-07,9.800000190734863
2018-12-10,9.819999694824219
2018-12-11,9.819999694824219
2018-12-12,9.819999694824219
2018-12-13,9.819999694824219
2018-12-14,9.819999694824219
2018-12-17,9.819999694824219
2018-12-18,9.819999694824219
2018-12-19,9.819999694824219
2018-12-20,9.829999923706055
2018-12-21,9.829999923706055
2018-12-24,9.829999923706055
2018-12-26,9.829999923706055
2018-12-27,9.829999923706055
2018-12-28,9.829999923706055
2018-12-31,9.829999923706055
2019-01-02,9.829999923706055
2019-01-03,9.84000015258789
2019-01-04,9.850000381469727
2019-01-07,9.850000381469727
2019-01-08,9.850000381469727
2019-01-09,9.880000114440918
2019-01-10,9.850000381469727
2019-01-11,9.84000015258789
2019-01-14,9.84000015258789
2019-01-15,9.850000381469727
2019-01-16,9.979999542236328
2019-01-17,9.970000267028809
2019-01-18,9.970000267028809
2019-01-22,9.970000267028809
2019-01-23,9.975000381469727
2019-01-24,9.975000381469727
2019-01-25,9.975000381469727
2019-01-28,9.975000381469727
2019-01-29,9.975000381469727
2019-01-30,9.930999755859375
2019-01-31,9.90999984741211
2019-02-01,9.90999984741211
2019-02-04,9.90999984741211
2019-02-05,9.90999984741211
2019-02-06,9.90999984741211
2019-02-07,9.90999984741211
2019-02-08,9.90999984741211
2019-02-11,9.899999618530273
2019-02-12,9.899999618530273
2019-02-13,9.899999618530273
2019-02-14,9.899999618530273
2019-02-15,9.979999542236328
2019-02-19,9.979999542236328
2019-02-20,9.979999542236328
2019-02-21,9.960000038146973
2019-02-22,9.960000038146973
2019-02-25,9.949999809265137
2019-02-26,9.960000038146973
2019-02-27,9.960000038146973
2019-02-28,9.960000038146973
2019-03-01,9.949999809265137
2019-03-04,9.949999809265137
2019-03-05,9.949999809265137
2019-03-06,9.949999809265137
2019-03-07,9.949999809265137
2019-03-08,9.9399995803833
2019-03-11,9.9399995803833
2019-03-12,9.923999786376953
2019-03-13,9.923999786376953
2019-03-14,9.923999786376953
2019-03-15,9.923999786376953
2019-03-18,9.923999786376953
2019-03-19,9.90999984741211
2019-03-20,9.949999809265137
2019-03-21,9.949999809265137
2019-03-22,9.949999809265137
2019-03-25,9.949999809265137
2019-03-26,9.949999809265137
2019-03-27,9.930000305175781
2019-03-28,9.930000305175781
2019-03-29,9.989999771118164
2019-04-01,9.989999771118164
2019-04-02,10.020000457763672
2019-04-03,10.0
2019-04-04,10.010000228881836
2019-04-05,10.010000228881836
2019-04-08,10.010000228881836
2019-04-09,10.010000228881836
2019-04-10,10.010000228881836
2019-04-11,10.010000228881836
2019-04-12,10.029999732971191
2019-04-15,10.029999732971191
2019-04-16,10.079999923706055
2019-04-17,10.079999923706055
2019-04-18,10.079999923706055
2019-04-22,10.079999923706055
2019-04-23,10.0600004196167
2019-04-24,10.0600004196167
2019-04-25,10.0600004196167
2019-04-26,10.0600004196167
2019-04-29,10.0600004196167
2019-04-30,10.0600004196167
2019-05-01,10.0600004196167
2019-05-02,10.0600004196167
2019-05-03,10.0600004196167
2019-05-06,10.0600004196167
2019-05-07,10.0600004196167
2019-05-08,10.0600004196167
2019-05-09,10.0600004196167
2019-05-10,10.039999961853027
2019-05-13,10.039999961853027
2019-05-14,10.039999961853027
2019-05-15,10.039999961853027
2019-05-16,10.039999961853027
2019-05-17,10.039999961853027
2019-05-20,10.039999961853027
2019-05-21,10.039999961853027
2019-05-22,10.0600004196167
2019-05-23,10.0600004196167
2019-05-24,10.0600004196167
2019-05-28,10.050000190734863
2019-05-29,10.0600004196167
2019-05-30,10.050999641418457
2019-05-31,10.09000015258789
2019-06-03,10.09000015258789
2019-06-04,10.100000381469727
2019-06-05,10.100000381469727
2019-06-06,10.100000381469727
2019-06-07,10.100000381469727
2019-06-10,10.100000381469727
2019-06-11,10.100000381469727
2019-06-12,10.100000381469727
2019-06-13,10.069999694824219
2019-06-14,10.071000099182129
2019-06-17,10.071000099182129
2019-06-18,10.079999923706055
2019-06-19,10.140000343322754
2019-06-20,10.140000343322754
2019-06-21,10.140000343322754
2019-06-24,10.140000343322754
2019-06-25,10.130000114440918
2019-06-26,10.130000114440918
2019-06-27,10.130000114440918
2019-06-28,10.130000114440918
2019-07-01,10.100000381469727
2019-07-02,10.100000381469727
2019-07-03,10.09000015258789
2019-07-05,10.09000015258789
2019-07-08,10.3100004196167
2019-07-09,10.279999732971191
2019-07-10,10.279999732971191
2019-07-11,10.25
2019-07-12,10.25
2019-07-15,10.25
2019-07-16,10.25
2019-07-17,10.220000267028809
2019-07-18,10.25
2019-07-19,10.25
2019-07-22,10.220000267028809
2019-07-23,10.25
2019-07-24,10.21500015258789
2019-07-25,10.25
2019-07-26,10.25
2019-07-29,10.25
2019-07-30,10.229999542236328
2019-07-31,10.210000038146973
2019-08-01,10.229999542236328
2019-08-02,10.229999542236328
2019-08-05,10.229999542236328
2019-08-06,10.210000038146973
2019-08-07,10.199999809265137
2019-08-08,10.210000038146973
2019-08-09,10.210000038146973
2019-08-12,10.199999809265137
2019-08-13,10.180000305175781
2019-08-14,10.180000305175781
2019-08-15,10.170000076293945
2019-08-16,10.170000076293945
2019-08-19,10.170000076293945
2019-08-20,10.170000076293945
2019-08-21,10.170000076293945
2019-08-22,10.1899995803833
2019-08-23,10.1899995803833
2019-08-26,10.1899995803833
2019-08-27,10.194999694824219
2019-08-28,10.170000076293945
2019-08-29,10.15999984741211
2019-08-30,10.170000076293945
2019-09-03,10.170000076293945
2019-09-04,10.15999984741211
2019-09-05,10.149999618530273
2019-09-06,10.149999618530273
2019-09-09,10.149999618530273
2019-09-10,10.149999618530273
2019-09-11,10.149999618530273
2019-09-12,10.15999984741211
2019-09-13,10.15999984741211
2019-09-16,10.15999984741211
2019-09-17,10.170000076293945
2019-09-18,10.15999984741211
2019-09-19,10.170000076293945
2019-09-20,10.170000076293945
2019-09-23,10.199999809265137
2019-09-24,10.199999809265137
2019-09-25,10.199999809265137
2019-09-26,10.199999809265137
2019-09-27,10.199999809265137
2019-09-30,10.180000305175781
2019-10-01,10.199999809265137
2019-10-02,10.1899995803833
2019-10-03,10.170000076293945
2019-10-04,10.1899995803833
2019-10-07,10.1899995803833
2019-10-08,10.199999809265137
2019-10-09,10.180000305175781
2019-10-10,10.15999984741211
2019-10-11,10.180000305175781
2019-10-14,10.180000305175781
2019-10-15,10.15999984741211
2019-10-16,10.199999809265137
2019-10-17,10.220000267028809
2019-10-18,10.199999809265137
2019-10-21,10.1899995803833
2019-10-22,10.1899995803833
2019-10-23,10.1899995803833
2019-10-24,10.230999946594238
2019-10-25,10.1899995803833
2019-10-28,10.210000038146973
2019-10-29,10.210000038146973
2019-10-30,10.210000038146973
2019-10-31,10.1899995803833
2019-11-01,10.210000038146973
2019-11-04,10.210000038146973
2019-11-05,10.180000305175781
2019-11-06,9.793000221252441
2019-11-07,9.819999694824219
2019-11-08,9.710000038146973
2019-11-11,9.600000381469727
2019-11-12,9.75
2019-11-13,9.489999771118164
2019-11-14,8.890000343322754
2019-11-15,8.539999961853027
2019-11-18,8.5
2019-11-19,8.600000381469727
2019-11-20,8.109999656677246
2019-11-21,8.109999656677246
2019-11-22,8.600000381469727
2019-11-25,8.829999923706055
2019-11-26,9.010000228881836
2019-11-27,9.430000305175781
2019-11-29,9.050000190734863
2019-12-02,9.59000015258789
2019-12-03,10.149999618530273
2019-12-04,10.010000228881836
2019-12-05,9.869999885559082
2019-12-06,9.649999618530273
2019-12-09,9.8100004196167
2019-12-10,9.979999542236328
2019-12-11,10.300000190734863
2019-12-12,10.920000076293945
2019-12-13,11.729999542236328
2019-12-16,10.65999984741211
2019-12-17,10.100000381469727
2019-12-18,10.079999923706055
2019-12-19,10.520000457763672
2019-12-20,10.59000015258789
2019-12-23,10.399999618530273
2019-12-24,10.5
2019-12-26,10.75
2019-12-27,10.65999984741211
2019-12-30,10.5
2019-12-31,10.979999542236328
2020-01-02,10.989999771118164
2020-01-03,10.949999809265137
2020-01-06,11.050000190734863
2020-01-07,11.319999694824219
2020-01-08,11.109999656677246
2020-01-09,11.300000190734863
2020-01-10,11.270000457763672
2020-01-13,11.300000190734863
2020-01-14,11.229999542236328
2020-01-15,11.300000190734863
2020-01-16,11.399999618530273
2020-01-17,11.510000228881836
2020-01-21,12.699999809265137
2020-01-22,12.600000381469727
2020-01-23,12.649999618530273
2020-01-24,12.899999618530273
2020-01-27,12.760000228881836
2020-01-28,12.899999618530273
2020-01-29,13.0
2020-01-30,13.0
2020-01-31,13.270000457763672
2020-02-03,14.399999618530273
2020-02-04,14.3100004196167
2020-02-05,14.800000190734863
2020-02-06,15.949999809265137
2020-02-07,15.649999618530273
2020-02-10,16.0
2020-02-11,16.0
2020-02-12,16.0
2020-02-13,16.0
2020-02-14,16.31999969482422
2020-02-18,16.309999465942383
2020-02-19,16.209999084472656
2020-02-20,16.649999618530273
2020-02-21,16.5
2020-02-24,15.920000076293945
2020-02-25,15.920000076293945
2020-02-26,16.200000762939453
2020-02-27,16.420000076293945
2020-02-28,16.149999618530273
2020-03-02,16.110000610351562
2020-03-03,16.350000381469727
2020-03-04,16.809999465942383
2020-03-05,16.940000534057617
2020-03-06,16.540000915527344
2020-03-09,15.239999771118164
2020-03-10,15.949999809265137
2020-03-11,15.819999694824219
2020-03-12,14.699999809265137
2020-03-13,14.699999809265137
2020-03-16,13.869999885559082
2020-03-17,13.319999694824219
2020-03-18,10.5
2020-03-19,11.489999771118164
2020-03-20,13.75
2020-03-23,12.850000381469727
2020-03-24,13.5
2020-03-25,14.020000457763672
2020-03-26,14.6899995803833
2020-03-27,15.020000457763672
2020-03-30,15.720000267028809
2020-03-31,16.0
2020-04-01,16.25
2020-04-02,18.149999618530273
2020-04-03,17.799999237060547
2020-04-06,17.700000762939453
2020-04-07,17.5
2020-04-08,17.719999313354492
2020-04-09,17.690000534057617
2020-04-13,17.690000534057617
2020-04-14,17.579999923706055
2020-04-15,17.280000686645508
2020-04-16,16.530000686645508
2020-04-17,15.100000381469727
2020-04-20,14.609999656677246
2020-04-21,14.90999984741211
2020-04-22,15.970000267028809
2020-04-23,16.010000228881836
2020-04-24,16.030000686645508
2020-04-27,16.030000686645508
2020-04-28,16.309999465942383
2020-04-29,16.18000030517578
2020-04-30,15.760000228881836
2020-05-01,16.110000610351562
2020-05-04,15.5
2020-05-05,15.619999885559082
2020-05-06,15.75
2020-05-07,15.670000076293945
2020-05-08,16.405000686645508
2020-05-11,16.06999969482422
2020-05-12,16.56999969482422
2020-05-13,16.5
2020-05-14,16.3700008392334
2020-05-15,16.280000686645508
2020-05-18,16.5
2020-05-19,16.670000076293945
2020-05-20,16.450000762939453
2020-05-21,16.700000762939453
2020-05-22,16.649999618530273
2020-05-26,16.5
2020-05-27,16.6299991607666
2020-05-28,16.239999771118164
2020-05-29,16.18000030517578
2020-06-01,16.940000534057617
2020-06-02,16.90999984741211
2020-06-03,17.1200008392334
2020-06-04,16.350000381469727
2020-06-05,15.949999809265137
2020-06-08,16.649999618530273
2020-06-09,16.920000076293945
2020-06-10,17.100000381469727
2020-06-11,15.800000190734863
2020-06-12,15.670000076293945
2020-06-15,16.889999389648438
2020-06-16,16.670000076293945
2020-06-17,17.0
2020-06-18,17.5
2020-06-19,18.110000610351562
2020-06-22,22.079999923706055
2020-06-23,18.989999771118164
2020-06-24,18.540000915527344
2020-06-25,18.399999618530273
2020-06-26,16.850000381469727
2020-06-29,16.139999389648438
2020-06-30,16.100000381469727
2020-07-01,18.780000686645508
2020-07-02,20.0
2020-07-06,20.229999542236328
2020-07-07,19.440000534057617
2020-07-08,19.889999389648438
2020-07-09,19.25
2020-07-10,18.799999237060547
2020-07-13,18.639999389648438
2020-07-14,19.0
2020-07-15,18.989999771118164
2020-07-16,19.0
2020-07-17,18.979999542236328
2020-07-20,18.010000228881836
2020-07-21,18.309999465942383
2020-07-22,18.770000457763672
2020-07-23,18.4950008392334
2020-07-24,18.540000915527344
2020-07-27,19.15999984741211
2020-07-28,18.889999389648438
2020-07-29,19.020000457763672
2020-07-30,19.489999771118164
2020-07-31,19.479999542236328
2020-08-03,19.739999771118164
2020-08-04,20.420000076293945
2020-08-05,22.479999542236328
2020-08-06,22.93000030517578
2020-08-07,23.290000915527344
2020-08-10,24.100000381469727
2020-08-11,24.489999771118164
2020-08-12,25.329999923706055
2020-08-13,24.350000381469727
2020-08-14,23.0
2020-08-17,21.920000076293945
2020-08-18,21.3700008392334
2020-08-19,22.75
2020-08-20,21.75
2020-08-21,21.270000457763672
2020-08-24,21.610000610351562
2020-08-25,22.030000686645508
2020-08-26,21.520000457763672
2020-08-27,21.700000762939453
2020-08-28,21.709999084472656
2020-08-31,21.229999542236328
2020-09-01,21.15999984741211
2020-09-02,21.1200008392334
2020-09-03,21.1200008392334
2020-09-04,21.200000762939453
2020-09-08,21.6200008392334
2020-09-09,22.3700008392334
2020-09-10,22.719999313354492
2020-09-11,21.989999771118164
2020-09-14,22.149999618530273
2020-09-15,23.8799991607666
2020-09-16,23.030000686645508
2020-09-17,22.8799991607666
2020-09-18,22.6299991607666
2020-09-21,22.549999237060547
2020-09-22,21.6299991607666
2020-09-23,20.0
2020-09-24,19.360000610351562
2020-09-25,20.06999969482422
2020-09-28,20.969999313354492
2020-09-29,21.18000030517578
2020-09-30,21.809999465942383
2020-10-01,23.25
2020-10-02,23.40999984741211
2020-10-05,24.18000030517578
2020-10-06,24.579999923706055
2020-10-07,24.59000015258789
2020-10-08,26.15999984741211
2020-10-09,26.1299991607666
2020-10-12,26.469999313354492
2020-10-13,26.75
2020-10-14,27.670000076293945
2020-10-15,27.84000015258789
2020-10-16,28.139999389648438
2020-10-19,28.6200008392334
2020-10-20,28.559999465942383
2020-10-21,26.780000686645508
2020-10-22,26.450000762939453
2020-10-23,28.540000915527344
2020-10-26,26.59000015258789
2020-10-27,25.959999084472656
2020-10-28,27.950000762939453
2020-10-29,27.670000076293945
2020-10-30,27.299999237060547
2020-11-02,27.760000228881836
2020-11-03,29.239999771118164
2020-11-04,29.290000915527344
2020-11-05,30.0
2020-11-06,30.0
2020-11-09,29.43000030517578
2020-11-10,29.850000381469727
2020-11-11,29.639999389648438
2020-11-12,29.229999542236328
2020-11-13,29.780000686645508
2020-11-16,29.709999084472656
2020-11-17,29.68000030517578
2020-11-18,28.5
2020-11-19,29.459999084472656
2020-11-20,29.979999542236328
2020-11-23,29.219999313354492
2020-11-24,28.90999984741211
2020-11-25,29.84000015258789
2020-11-27,29.75
2020-11-30,29.860000610351562
2020-12-01,35.470001220703125
2020-12-02,35.52000045776367
2020-12-03,34.2599983215332
2020-12-04,34.939998626708984
2020-12-07,35.70000076293945
2020-12-08,37.41999816894531
2020-12-09,35.310001373291016
2020-12-10,37.939998626708984
2020-12-11,37.4900016784668
2020-12-14,36.5099983215332
2020-12-15,34.959999084472656
2020-12-16,34.7599983215332
2020-12-17,36.41999816894531
2020-12-18,37.27000045776367
2020-12-21,38.470001220703125
2020-12-22,38.529998779296875
2020-12-23,38.15999984741211
2020-12-24,37.93000030517578
2020-12-28,37.79999923706055
2020-12-29,36.84000015258789
2020-12-30,37.869998931884766
2020-12-31,37.560001373291016
2021-01-04,35.79999923706055
2021-01-05,33.88999938964844
2021-01-06,38.25
2021-01-07,37.86000061035156
2021-01-08,38.13999938964844
2021-01-11,37.189998626708984
2021-01-12,36.7400016784668
2021-01-13,36.709999084472656
2021-01-14,37.38999938964844
2021-01-15,37.22999954223633
2021-01-19,37.5
2021-01-20,37.900001525878906
2021-01-21,38.099998474121094
2021-01-22,38.0
2021-01-25,37.81999969482422
2021-01-26,38.25
2021-01-27,37.04999923706055
2021-01-28,37.25
2021-01-29,38.27000045776367
2021-02-01,40.150001525878906
2021-02-02,38.7599983215332
2021-02-03,37.93000030517578
2021-02-04,36.0
2021-02-05,35.7400016784668
2021-02-08,35.77000045776367
2021-02-09,36.2599983215332
2021-02-10,33.7400016784668
2021-02-11,34.40999984741211
2021-02-12,32.88999938964844
2021-02-16,32.27000045776367
2021-02-17,32.15999984741211
2021-02-18,31.809999465942383
2021-02-19,31.75
2021-02-22,31.209999084472656
2021-02-23,30.440000534057617
2021-02-24,32.244998931884766
2021-02-25,31.600000381469727
2021-02-26,30.770000457763672
2021-03-01,31.940000534057617
2021-03-02,32.119998931884766
2021-03-03,30.489999771118164
2021-03-04,31.079999923706055
2021-03-05,31.139999389648438
2021-03-08,32.86000061035156
2021-03-09,34.279998779296875
2021-03-10,35.97999954223633
2021-03-11,37.2599983215332
2021-03-12,37.16999816894531
2021-03-15,38.209999084472656
2021-03-16,38.06999969482422
2021-03-17,37.209999084472656
2021-03-18,35.77000045776367
2021-03-19,37.119998931884766
2021-03-22,35.52000045776367
2021-03-23,33.849998474121094
2021-03-24,33.4900016784668
2021-03-25,34.290000915527344
2021-03-26,35.25
2021-03-29,34.63999938964844
2021-03-30,34.81999969482422
2021-03-31,36.7599983215332
2021-04-01,37.099998474121094
2021-04-05,38.5
2021-04-06,37.959999084472656
2021-04-07,37.939998626708984
2021-04-08,37.61000061035156
2021-04-09,37.880001068115234
2021-04-12,36.9900016784668
2021-04-13,29.690000534057617
2021-04-14,28.989999771118164
2021-04-15,28.610000610351562
2021-04-16,29.170000076293945
2021-04-19,28.200000762939453
2021-04-20,28.270000457763672
2021-04-21,29.389999389648438
2021-04-22,29.280000686645508
2021-04-23,29.40999984741211
2021-04-26,29.459999084472656
2021-04-27,30.75
2021-04-28,30.31999969482422
2021-04-29,29.709999084472656
2021-04-30,29.059999465942383
2021-05-03,29.049999237060547
2021-05-04,28.709999084472656
2021-05-05,28.799999237060547
2021-05-06,25.40999984741211
2021-05-07,26.34000015258789
2021-05-10,24.93000030517578
2021-05-11,24.520000457763672
2021-05-12,24.790000915527344
2021-05-13,26.110000610351562
2021-05-14,25.280000686645508
