,BANF
1990-08-01,1.5416669845581055
1990-08-02,1.625
1990-08-03,1.5416669845581055
1990-08-06,1.5416669845581055
1990-08-07,1.5416669845581055
1990-08-08,1.5416669845581055
1990-08-09,1.5416669845581055
1990-08-10,1.5
1990-08-13,1.625
1990-08-14,1.5
1990-08-15,1.5
1990-08-16,1.625
1990-08-17,1.625
1990-08-20,1.625
1990-08-21,1.5833330154418945
1990-08-22,1.5416669845581055
1990-08-23,1.5416669845581055
1990-08-24,1.5416669845581055
1990-08-27,1.5416669845581055
1990-08-28,1.5416669845581055
1990-08-29,1.5416669845581055
1990-08-30,1.5416669845581055
1990-08-31,1.6041669845581055
1990-09-04,1.6041669845581055
1990-09-05,1.5416669845581055
1990-09-06,1.5416669845581055
1990-09-07,1.5416669845581055
1990-09-10,1.5416669845581055
1990-09-11,1.5416669845581055
1990-09-12,1.5416669845581055
1990-09-13,1.5416669845581055
1990-09-14,1.625
1990-09-17,1.625
1990-09-18,1.625
1990-09-19,1.625
1990-09-20,1.625
1990-09-21,1.625
1990-09-24,1.4791669845581055
1990-09-25,1.4791669845581055
1990-09-26,1.4791669845581055
1990-09-27,1.4791669845581055
1990-09-28,1.4791669845581055
1990-10-01,1.4791669845581055
1990-10-02,1.4583330154418945
1990-10-03,1.4583330154418945
1990-10-04,1.4583330154418945
1990-10-05,1.4583330154418945
1990-10-08,1.5
1990-10-09,1.375
1990-10-10,1.2916669845581055
1990-10-11,1.4583330154418945
1990-10-12,1.4583330154418945
1990-10-15,1.4583330154418945
1990-10-16,1.4583330154418945
1990-10-17,1.4583330154418945
1990-10-18,1.4583330154418945
1990-10-19,1.4583330154418945
1990-10-22,1.5
1990-10-23,1.2916669845581055
1990-10-24,1.2916669845581055
1990-10-25,1.375
1990-10-26,1.4166669845581055
1990-10-29,1.4166669845581055
1990-10-30,1.4583330154418945
1990-10-31,1.4583330154418945
1990-11-01,1.2916669845581055
1990-11-02,1.2916669845581055
1990-11-05,1.2916669845581055
1990-11-06,1.2916669845581055
1990-11-07,1.2916669845581055
1990-11-08,1.2916669845581055
1990-11-09,1.4166669845581055
1990-11-12,1.4166669845581055
1990-11-13,1.5416669845581055
1990-11-14,1.5
1990-11-15,1.6458330154418945
1990-11-16,1.5
1990-11-19,1.5
1990-11-20,1.75
1990-11-21,1.75
1990-11-23,1.75
1990-11-26,1.6666669845581055
1990-11-27,1.6666669845581055
1990-11-28,1.6666669845581055
1990-11-29,1.6666669845581055
1990-11-30,1.6666669845581055
1990-12-03,1.6666669845581055
1990-12-04,1.6666669845581055
1990-12-05,1.5
1990-12-06,1.5
1990-12-07,1.5833330154418945
1990-12-10,1.5833330154418945
1990-12-11,1.5833330154418945
1990-12-12,1.6041669845581055
1990-12-13,1.5416669845581055
1990-12-14,1.5416669845581055
1990-12-17,1.5
1990-12-18,1.5625
1990-12-19,1.5625
1990-12-20,1.5625
1990-12-21,1.5625
1990-12-24,1.5625
1990-12-26,1.5625
1990-12-27,1.5625
1990-12-28,1.5625
1990-12-31,1.5416669845581055
1991-01-02,1.5416669845581055
1991-01-03,1.5416669845581055
1991-01-04,1.5833330154418945
1991-01-07,1.5833330154418945
1991-01-08,1.6666669845581055
1991-01-09,1.5833330154418945
1991-01-10,1.5416669845581055
1991-01-11,1.625
1991-01-14,1.5833330154418945
1991-01-15,1.5833330154418945
1991-01-16,1.5833330154418945
1991-01-17,1.6666669845581055
1991-01-18,1.7083330154418945
1991-01-21,1.7083330154418945
1991-01-22,1.7083330154418945
1991-01-23,1.7083330154418945
1991-01-24,1.5
1991-01-25,1.5
1991-01-28,1.5
1991-01-29,1.5
1991-01-30,1.5
1991-01-31,1.6666669845581055
1991-02-01,1.5833330154418945
1991-02-04,2.0
1991-02-05,2.0833330154418945
1991-02-06,1.8958330154418945
1991-02-07,2.1666669845581055
1991-02-08,1.9583330154418945
1991-02-11,1.9583330154418945
1991-02-12,2.0416669845581055
1991-02-13,2.0
1991-02-14,1.8333330154418945
1991-02-15,2.0
1991-02-19,2.0
1991-02-20,2.0
1991-02-21,2.0
1991-02-22,1.875
1991-02-25,1.8333330154418945
1991-02-26,1.875
1991-02-27,1.8333330154418945
1991-02-28,1.8333330154418945
1991-03-01,1.875
1991-03-04,2.125
1991-03-05,2.0625
1991-03-06,2.125
1991-03-07,2.0833330154418945
1991-03-08,2.0
1991-03-11,2.0
1991-03-12,2.0
1991-03-13,2.25
1991-03-14,2.25
1991-03-15,2.0
1991-03-18,1.9166669845581055
1991-03-19,1.9166669845581055
1991-03-20,2.0416669845581055
1991-03-21,2.0416669845581055
1991-03-22,2.0
1991-03-25,2.1666669845581055
1991-03-26,2.0
1991-03-27,2.0
1991-03-28,1.9166669845581055
1991-04-01,1.9166669845581055
1991-04-02,1.9166669845581055
1991-04-03,1.9166669845581055
1991-04-04,1.9166669845581055
1991-04-05,2.0833330154418945
1991-04-08,2.0
1991-04-09,2.0
1991-04-10,2.0
1991-04-11,2.0
1991-04-12,2.0833330154418945
1991-04-15,2.0208330154418945
1991-04-16,2.0208330154418945
1991-04-17,2.25
1991-04-18,2.25
1991-04-19,2.25
1991-04-22,2.25
1991-04-23,2.0
1991-04-24,2.1666669845581055
1991-04-25,2.1666669845581055
1991-04-26,2.1666669845581055
1991-04-29,2.2916669845581055
1991-04-30,2.1666669845581055
1991-05-01,2.1666669845581055
1991-05-02,2.2291669845581055
1991-05-03,2.2291669845581055
1991-05-06,2.2083330154418945
1991-05-07,2.1666669845581055
1991-05-08,2.1666669845581055
1991-05-09,2.1666669845581055
1991-05-10,2.2291669845581055
1991-05-13,2.3125
1991-05-14,2.3125
1991-05-15,2.3333330154418945
1991-05-16,2.3333330154418945
1991-05-17,2.2916669845581055
1991-05-20,2.25
1991-05-21,2.2916669845581055
1991-05-22,2.3333330154418945
1991-05-23,2.3333330154418945
1991-05-24,2.3333330154418945
1991-05-28,2.3125
1991-05-29,2.3125
1991-05-30,2.3125
1991-05-31,2.3333330154418945
1991-06-03,2.3333330154418945
1991-06-04,2.3125
1991-06-05,2.3125
1991-06-06,2.3125
1991-06-07,2.2916669845581055
1991-06-10,2.2916669845581055
1991-06-11,2.2916669845581055
1991-06-12,2.2708330154418945
1991-06-13,2.25
1991-06-14,2.25
1991-06-17,2.25
1991-06-18,2.2708330154418945
1991-06-19,2.2916669845581055
1991-06-20,2.2916669845581055
1991-06-21,2.2916669845581055
1991-06-24,2.2708330154418945
1991-06-25,2.2083330154418945
1991-06-26,2.2291669845581055
1991-06-27,2.2291669845581055
1991-06-28,2.2291669845581055
1991-07-01,2.2291669845581055
1991-07-02,2.1875
1991-07-03,2.1875
1991-07-05,2.1875
1991-07-08,2.1666669845581055
1991-07-09,2.1458330154418945
1991-07-10,2.1666669845581055
1991-07-11,2.1666669845581055
1991-07-12,2.1875
1991-07-15,2.1875
1991-07-16,2.25
1991-07-17,2.3125
1991-07-18,2.3333330154418945
1991-07-19,2.3333330154418945
1991-07-22,2.3125
1991-07-23,2.3125
1991-07-24,2.3333330154418945
1991-07-25,2.3125
1991-07-26,2.3333330154418945
1991-07-29,2.3333330154418945
1991-07-30,2.3333330154418945
1991-07-31,2.2708330154418945
1991-08-01,2.2708330154418945
1991-08-02,2.2708330154418945
1991-08-05,2.3333330154418945
1991-08-06,2.3333330154418945
1991-08-07,2.3333330154418945
1991-08-08,2.3333330154418945
1991-08-09,2.3333330154418945
1991-08-12,2.3958330154418945
1991-08-13,2.4166669845581055
1991-08-14,2.4375
1991-08-15,2.4791669845581055
1991-08-16,2.4791669845581055
1991-08-19,2.3958330154418945
1991-08-20,2.4166669845581055
1991-08-21,2.4375
1991-08-22,2.4583330154418945
1991-08-23,2.4583330154418945
1991-08-26,2.4791669845581055
1991-08-27,2.5
1991-08-28,2.5
1991-08-29,2.5
1991-08-30,2.5
1991-09-03,2.5
1991-09-04,2.4583330154418945
1991-09-05,2.4583330154418945
1991-09-06,2.4375
1991-09-09,2.4583330154418945
1991-09-10,2.4166669845581055
1991-09-11,2.5
1991-09-12,2.4583330154418945
1991-09-13,2.4583330154418945
1991-09-16,2.4583330154418945
1991-09-17,2.4375
1991-09-18,2.4791669845581055
1991-09-19,2.4375
1991-09-20,2.4375
1991-09-23,2.4375
1991-09-24,2.4375
1991-09-25,2.3958330154418945
1991-09-26,2.4375
1991-09-27,2.4375
1991-09-30,2.4791669845581055
1991-10-01,2.4166669845581055
1991-10-02,2.4166669845581055
1991-10-03,2.3958330154418945
1991-10-04,2.375
1991-10-07,2.375
1991-10-08,2.4166669845581055
1991-10-09,2.4166669845581055
1991-10-10,2.3958330154418945
1991-10-11,2.4375
1991-10-14,2.4583330154418945
1991-10-15,2.4791669845581055
1991-10-16,2.4583330154418945
1991-10-17,2.5416669845581055
1991-10-18,2.6041669845581055
1991-10-21,2.6458330154418945
1991-10-22,2.5833330154418945
1991-10-23,2.5416669845581055
1991-10-24,2.5208330154418945
1991-10-25,2.5416669845581055
1991-10-28,2.5416669845581055
1991-10-29,2.5416669845581055
1991-10-30,2.5416669845581055
1991-10-31,2.5416669845581055
1991-11-01,2.5416669845581055
1991-11-04,2.5416669845581055
1991-11-05,2.5
1991-11-06,2.5
1991-11-07,2.4791669845581055
1991-11-08,2.4791669845581055
1991-11-11,2.4791669845581055
1991-11-12,2.5
1991-11-13,2.5
1991-11-14,2.4791669845581055
1991-11-15,2.4791669845581055
1991-11-18,2.5
1991-11-19,2.5
1991-11-20,2.5
1991-11-21,2.5416669845581055
1991-11-22,2.5
1991-11-25,2.4583330154418945
1991-11-26,2.4583330154418945
1991-11-27,2.4791669845581055
1991-11-29,2.4791669845581055
1991-12-02,2.4791669845581055
1991-12-03,2.4791669845581055
1991-12-04,2.5
1991-12-05,2.5
1991-12-06,2.4791669845581055
1991-12-09,2.4791669845581055
1991-12-10,2.4791669845581055
1991-12-11,2.4791669845581055
1991-12-12,2.4791669845581055
1991-12-13,2.4791669845581055
1991-12-16,2.4583330154418945
1991-12-17,2.4583330154418945
1991-12-18,2.4583330154418945
1991-12-19,2.4583330154418945
1991-12-20,2.4583330154418945
1991-12-23,2.4583330154418945
1991-12-24,2.4583330154418945
1991-12-26,2.5
1991-12-27,2.5625
1991-12-30,2.5833330154418945
1991-12-31,2.6458330154418945
1992-01-02,2.75
1992-01-03,2.7916669845581055
1992-01-06,2.8333330154418945
1992-01-07,2.8333330154418945
1992-01-08,2.9791669845581055
1992-01-09,3.0833330154418945
1992-01-10,3.0
1992-01-13,3.0
1992-01-14,2.9166669845581055
1992-01-15,3.0
1992-01-16,3.0625
1992-01-17,3.0416669845581055
1992-01-20,3.0208330154418945
1992-01-21,2.9791669845581055
1992-01-22,2.8958330154418945
1992-01-23,2.875
1992-01-24,2.9375
1992-01-27,2.9583330154418945
1992-01-28,3.0
1992-01-29,3.0
1992-01-30,3.0
1992-01-31,2.9583330154418945
1992-02-03,2.9375
1992-02-04,2.9166669845581055
1992-02-05,2.9583330154418945
1992-02-06,2.9791669845581055
1992-02-07,3.0
1992-02-10,2.9583330154418945
1992-02-11,2.9375
1992-02-12,2.9166669845581055
1992-02-13,2.9166669845581055
1992-02-14,2.9166669845581055
1992-02-18,2.8541669845581055
1992-02-19,2.8541669845581055
1992-02-20,2.875
1992-02-21,2.875
1992-02-24,2.7708330154418945
1992-02-25,2.8125
1992-02-26,2.9166669845581055
1992-02-27,2.9166669845581055
1992-02-28,2.9166669845581055
1992-03-02,2.9375
1992-03-03,2.9583330154418945
1992-03-04,2.9375
1992-03-05,2.9583330154418945
1992-03-06,2.9583330154418945
1992-03-09,2.9791669845581055
1992-03-10,2.9791669845581055
1992-03-11,2.9583330154418945
1992-03-12,2.9375
1992-03-13,2.9375
1992-03-16,2.8958330154418945
1992-03-17,2.9375
1992-03-18,2.9375
1992-03-19,2.9375
1992-03-20,2.9375
1992-03-23,2.9375
1992-03-24,2.9375
1992-03-25,2.9375
1992-03-26,2.9375
1992-03-27,2.9583330154418945
1992-03-30,2.9791669845581055
1992-03-31,2.9791669845581055
1992-04-01,3.0
1992-04-02,3.0833330154418945
1992-04-03,3.125
1992-04-06,3.1458330154418945
1992-04-07,3.1041669845581055
1992-04-08,3.1041669845581055
1992-04-09,3.1666669845581055
1992-04-10,3.25
1992-04-13,3.1666669845581055
1992-04-14,3.125
1992-04-15,3.1875
1992-04-16,3.2083330154418945
1992-04-20,3.2291669845581055
1992-04-21,3.2291669845581055
1992-04-22,3.3125
1992-04-23,3.3958330154418945
1992-04-24,3.4375
1992-04-27,3.3541669845581055
1992-04-28,3.3958330154418945
1992-04-29,3.3333330154418945
1992-04-30,3.3125
1992-05-01,3.3125
1992-05-04,3.3333330154418945
1992-05-05,3.3333330154418945
1992-05-06,3.3125
1992-05-07,3.3333330154418945
1992-05-08,3.3333330154418945
1992-05-11,3.2916669845581055
1992-05-12,3.3125
1992-05-13,3.3125
1992-05-14,3.3125
1992-05-15,3.2916669845581055
1992-05-18,3.2916669845581055
1992-05-19,3.375
1992-05-20,3.4583330154418945
1992-05-21,3.4583330154418945
1992-05-22,3.4791669845581055
1992-05-26,3.5208330154418945
1992-05-27,3.4375
1992-05-28,3.4375
1992-05-29,3.4375
1992-06-01,3.375
1992-06-02,3.375
1992-06-03,3.3333330154418945
1992-06-04,3.4166669845581055
1992-06-05,3.4583330154418945
1992-06-08,3.4583330154418945
1992-06-09,3.4583330154418945
1992-06-10,3.4375
1992-06-11,3.4375
1992-06-12,3.4583330154418945
1992-06-15,3.5
1992-06-16,3.4375
1992-06-17,3.46875
1992-06-18,3.40625
1992-06-19,3.34375
1992-06-22,3.375
1992-06-23,3.375
1992-06-24,3.34375
1992-06-25,3.28125
1992-06-26,3.40625
1992-06-29,3.5
1992-06-30,3.5
1992-07-01,3.59375
1992-07-02,3.71875
1992-07-06,3.71875
1992-07-07,3.84375
1992-07-08,3.84375
1992-07-09,3.6875
1992-07-10,3.65625
1992-07-13,3.625
1992-07-14,3.78125
1992-07-15,3.8125
1992-07-16,3.75
1992-07-17,3.625
1992-07-20,3.625
1992-07-21,3.6875
1992-07-22,3.6875
1992-07-23,3.59375
1992-07-24,3.625
1992-07-27,3.65625
1992-07-28,3.65625
1992-07-29,3.65625
1992-07-30,3.59375
1992-07-31,3.65625
1992-08-03,3.75
1992-08-04,3.65625
1992-08-05,3.71875
1992-08-06,3.71875
1992-08-07,3.71875
1992-08-10,3.71875
1992-08-11,3.6875
1992-08-12,3.65625
1992-08-13,3.6875
1992-08-14,3.75
1992-08-17,3.71875
1992-08-18,3.71875
1992-08-19,3.71875
1992-08-20,3.71875
1992-08-21,3.59375
1992-08-24,3.625
1992-08-25,3.625
1992-08-26,3.625
1992-08-27,3.65625
1992-08-28,3.53125
1992-08-31,3.53125
1992-09-01,3.53125
1992-09-02,3.53125
1992-09-03,3.53125
1992-09-04,3.53125
1992-09-08,3.53125
1992-09-09,3.5
1992-09-10,3.46875
1992-09-11,3.40625
1992-09-14,3.375
1992-09-15,3.40625
1992-09-16,3.375
1992-09-17,3.375
1992-09-18,3.375
1992-09-21,3.375
1992-09-22,3.4375
1992-09-23,3.375
1992-09-24,3.3125
1992-09-25,3.21875
1992-09-28,3.15625
1992-09-29,3.25
1992-09-30,3.46875
1992-10-01,3.5
1992-10-02,3.3125
1992-10-05,3.375
1992-10-06,3.4375
1992-10-07,3.5
1992-10-08,3.46875
1992-10-09,3.5
1992-10-12,3.5
1992-10-13,3.625
1992-10-14,3.5625
1992-10-15,3.5625
1992-10-16,3.5625
1992-10-19,3.59375
1992-10-20,3.5625
1992-10-21,3.53125
1992-10-22,3.5625
1992-10-23,3.5
1992-10-26,3.53125
1992-10-27,3.59375
1992-10-28,3.59375
1992-10-29,3.59375
1992-10-30,3.65625
1992-11-02,3.65625
1992-11-03,3.59375
1992-11-04,3.59375
1992-11-05,3.5625
1992-11-06,3.5625
1992-11-09,3.59375
1992-11-10,3.5625
1992-11-11,3.5625
1992-11-12,3.5625
1992-11-13,3.625
1992-11-16,3.6875
1992-11-17,3.71875
1992-11-18,3.65625
1992-11-19,3.6875
1992-11-20,3.6875
1992-11-23,3.6875
1992-11-24,3.6875
1992-11-25,3.6875
1992-11-27,3.625
1992-11-30,3.75
1992-12-01,3.75
1992-12-02,3.78125
1992-12-03,3.84375
1992-12-04,3.875
1992-12-07,3.875
1992-12-08,3.875
1992-12-09,3.8125
1992-12-10,3.8125
1992-12-11,3.84375
1992-12-14,3.84375
1992-12-15,3.8125
1992-12-16,3.75
1992-12-17,3.75
1992-12-18,3.8125
1992-12-21,3.78125
1992-12-22,3.78125
1992-12-23,3.8125
1992-12-24,3.84375
1992-12-28,3.84375
1992-12-29,3.84375
1992-12-30,3.875
1992-12-31,3.84375
1993-01-04,3.90625
1993-01-05,3.9375
1993-01-06,3.96875
1993-01-07,4.0625
1993-01-08,4.0
1993-01-11,3.96875
1993-01-12,3.96875
1993-01-13,3.9375
1993-01-14,3.9375
1993-01-15,4.09375
1993-01-18,4.125
1993-01-19,4.15625
1993-01-20,4.15625
1993-01-21,4.15625
1993-01-22,4.0625
1993-01-25,4.0
1993-01-26,4.03125
1993-01-27,4.03125
1993-01-28,4.09375
1993-01-29,4.125
1993-02-01,4.125
1993-02-02,4.125
1993-02-03,4.125
1993-02-04,4.21875
1993-02-05,4.0625
1993-02-08,4.0625
1993-02-09,4.0625
1993-02-10,4.0625
1993-02-11,4.1875
1993-02-12,4.21875
1993-02-16,4.375
1993-02-17,4.46875
1993-02-18,4.625
1993-02-19,4.65625
1993-02-22,4.5625
1993-02-23,4.59375
1993-02-24,4.59375
1993-02-25,4.625
1993-02-26,4.625
1993-03-01,4.625
1993-03-02,4.625
1993-03-03,4.5625
1993-03-04,4.5625
1993-03-05,4.53125
1993-03-08,4.65625
1993-03-09,4.59375
1993-03-10,4.6875
1993-03-11,4.78125
1993-03-12,4.75
1993-03-15,4.78125
1993-03-16,4.78125
1993-03-17,4.78125
1993-03-18,4.78125
1993-03-19,4.78125
1993-03-22,4.75
1993-03-23,4.75
1993-03-24,4.6875
1993-03-25,4.625
1993-03-26,4.625
1993-03-29,4.625
1993-03-30,4.625
1993-03-31,4.625
1993-04-01,4.25
1993-04-02,4.21875
1993-04-05,4.3125
1993-04-06,4.1875
1993-04-07,4.1875
1993-04-08,4.1875
1993-04-12,4.1875
1993-04-13,4.25
1993-04-14,4.1875
1993-04-15,4.25
1993-04-16,4.21875
1993-04-19,4.25
1993-04-20,4.21875
1993-04-21,4.1875
1993-04-22,4.3125
1993-04-23,4.3125
1993-04-26,4.1875
1993-04-27,4.1875
1993-04-28,4.125
1993-04-29,4.125
1993-04-30,4.25
1993-05-03,4.125
1993-05-04,4.09375
1993-05-05,4.125
1993-05-06,4.25
1993-05-07,4.125
1993-05-10,4.1875
1993-05-11,4.1875
1993-05-12,4.0625
1993-05-13,4.1875
1993-05-14,4.0
1993-05-17,4.0
1993-05-18,3.875
1993-05-19,3.875
1993-05-20,3.875
1993-05-21,3.875
1993-05-24,3.875
1993-05-25,3.90625
1993-05-26,4.0
1993-05-27,3.9375
1993-05-28,3.875
1993-06-01,3.90625
1993-06-02,3.6875
1993-06-03,3.6875
1993-06-04,3.6875
1993-06-07,3.6875
1993-06-08,3.875
1993-06-09,3.875
1993-06-10,3.90625
1993-06-11,3.8125
1993-06-14,3.8125
1993-06-15,4.0625
1993-06-16,3.9375
1993-06-17,3.9375
1993-06-18,3.9375
1993-06-21,4.0625
1993-06-22,3.9375
1993-06-23,3.9375
1993-06-24,4.0625
1993-06-25,4.0625
1993-06-28,3.9375
1993-06-29,3.9375
1993-06-30,3.9375
1993-07-01,4.0625
1993-07-02,4.0625
1993-07-06,4.0625
1993-07-07,4.0625
1993-07-08,4.0
1993-07-09,4.125
1993-07-12,4.0625
1993-07-13,4.09375
1993-07-14,4.09375
1993-07-15,4.09375
1993-07-16,4.0625
1993-07-19,4.03125
1993-07-20,4.125
1993-07-21,4.09375
1993-07-22,4.0
1993-07-23,4.0
1993-07-26,4.0
1993-07-27,4.09375
1993-07-28,4.09375
1993-07-29,4.0
1993-07-30,4.0625
1993-08-02,4.0625
1993-08-03,4.0625
1993-08-04,4.0
1993-08-05,4.125
1993-08-06,4.0625
1993-08-09,4.0625
1993-08-10,4.03125
1993-08-11,4.0625
1993-08-12,4.0625
1993-08-13,4.09375
1993-08-16,4.0
1993-08-17,4.0
1993-08-18,4.0625
1993-08-19,4.09375
1993-08-20,4.0625
1993-08-23,4.125
1993-08-24,4.1875
1993-08-25,4.125
1993-08-26,4.21875
1993-08-27,4.1875
1993-08-30,4.125
1993-08-31,4.125
1993-09-01,4.0625
1993-09-02,4.0625
1993-09-03,4.0625
1993-09-07,4.0625
1993-09-08,4.09375
1993-09-09,4.0625
1993-09-10,4.0625
1993-09-13,4.125
1993-09-14,3.96875
1993-09-15,3.875
1993-09-16,3.875
1993-09-17,3.875
1993-09-20,3.9375
1993-09-21,4.0
1993-09-22,3.9375
1993-09-23,3.9375
1993-09-24,4.0
1993-09-27,3.96875
1993-09-28,3.96875
1993-09-29,3.96875
1993-09-30,4.0625
1993-10-01,4.0625
1993-10-04,4.0
1993-10-05,4.0
1993-10-06,4.0
1993-10-07,3.9375
1993-10-08,4.125
1993-10-11,4.125
1993-10-12,4.125
1993-10-13,3.9375
1993-10-14,3.9375
1993-10-15,4.125
1993-10-18,4.125
1993-10-19,3.9375
1993-10-20,4.03125
1993-10-21,4.03125
1993-10-22,4.03125
1993-10-25,3.9375
1993-10-26,3.9375
1993-10-27,3.9375
1993-10-28,3.9375
1993-10-29,3.9375
1993-11-01,3.9375
1993-11-02,4.1875
1993-11-03,4.3125
1993-11-04,4.3125
1993-11-05,4.125
1993-11-08,4.1875
1993-11-09,4.25
1993-11-10,4.25
1993-11-11,4.1875
1993-11-12,4.1875
1993-11-15,4.15625
1993-11-16,4.1875
1993-11-17,4.0625
1993-11-18,4.0625
1993-11-19,4.0625
1993-11-22,4.0
1993-11-23,4.0
1993-11-24,4.0
1993-11-26,4.0
1993-11-29,3.96875
1993-11-30,3.8125
1993-12-01,3.75
1993-12-02,3.75
1993-12-03,3.75
1993-12-06,3.75
1993-12-07,3.9375
1993-12-08,3.9375
1993-12-09,3.9375
1993-12-10,3.625
1993-12-13,3.8125
1993-12-14,3.65625
1993-12-15,3.75
1993-12-16,3.75
1993-12-17,3.75
1993-12-20,3.59375
1993-12-21,3.8125
1993-12-22,3.8125
1993-12-23,3.8125
1993-12-27,3.5625
1993-12-28,3.8125
1993-12-29,3.8125
1993-12-30,3.8125
1993-12-31,3.625
1994-01-03,3.625
1994-01-04,3.8125
1994-01-05,3.5625
1994-01-06,3.5625
1994-01-07,3.53125
1994-01-10,3.53125
1994-01-11,3.625
1994-01-12,3.625
1994-01-13,3.625
1994-01-14,3.625
1994-01-17,3.625
1994-01-18,3.625
1994-01-19,3.625
1994-01-20,3.625
1994-01-21,3.4375
1994-01-24,3.5625
1994-01-25,3.5625
1994-01-26,3.53125
1994-01-27,3.53125
1994-01-28,3.53125
1994-01-31,3.625
1994-02-01,3.625
1994-02-02,3.5
1994-02-03,3.4375
1994-02-04,3.46875
1994-02-07,3.4375
1994-02-08,3.4375
1994-02-09,3.4375
1994-02-10,3.375
1994-02-11,3.375
1994-02-14,3.375
1994-02-15,3.3125
1994-02-16,3.375
1994-02-17,3.3125
1994-02-18,3.3125
1994-02-22,3.3125
1994-02-23,3.375
1994-02-24,3.09375
1994-02-25,3.25
1994-02-28,3.25
1994-03-01,3.28125
1994-03-02,3.25
1994-03-03,3.28125
1994-03-04,3.3125
1994-03-07,3.3125
1994-03-08,3.25
1994-03-09,3.25
1994-03-10,3.25
1994-03-11,3.3125
1994-03-14,3.25
1994-03-15,3.25
1994-03-16,3.25
1994-03-17,3.25
1994-03-18,3.25
1994-03-21,3.25
1994-03-22,3.25
1994-03-23,3.25
1994-03-24,3.25
1994-03-25,3.375
1994-03-28,3.21875
1994-03-29,3.21875
1994-03-30,3.21875
1994-03-31,3.4375
1994-04-04,3.21875
1994-04-05,3.3125
1994-04-06,3.375
1994-04-07,3.4375
1994-04-08,3.3125
1994-04-11,3.625
1994-04-12,3.5625
1994-04-13,3.5625
1994-04-14,3.625
1994-04-15,3.75
1994-04-18,3.625
1994-04-19,3.625
1994-04-20,3.625
1994-04-21,3.71875
1994-04-22,3.6875
1994-04-25,3.75
1994-04-26,3.65625
1994-04-28,3.75
1994-04-29,3.71875
1994-05-02,3.71875
1994-05-03,3.78125
1994-05-04,3.75
1994-05-05,3.75
1994-05-06,3.75
1994-05-09,3.625
1994-05-10,3.625
1994-05-11,3.625
1994-05-12,3.6875
1994-05-13,3.75
1994-05-16,3.6875
1994-05-17,3.71875
1994-05-18,3.6875
1994-05-19,3.875
1994-05-20,3.75
1994-05-23,3.75
1994-05-24,3.8125
1994-05-25,3.8125
1994-05-26,3.8125
1994-05-27,3.84375
1994-05-31,3.8125
1994-06-01,3.875
1994-06-02,3.875
1994-06-03,3.875
1994-06-06,3.9375
1994-06-07,3.875
1994-06-08,3.875
1994-06-09,4.0
1994-06-10,3.875
1994-06-13,3.875
1994-06-14,3.875
1994-06-15,3.875
1994-06-16,3.9375
1994-06-17,3.875
1994-06-20,3.9375
1994-06-21,3.9375
1994-06-22,3.9375
