,AGIO
2014-06-04,38.470001220703125
2014-06-05,40.849998474121094
2014-06-06,42.790000915527344
2014-06-09,42.619998931884766
2014-06-10,43.9900016784668
2014-06-11,44.040000915527344
2014-06-12,44.84000015258789
2014-06-13,47.5
2014-06-16,47.27000045776367
2014-06-17,47.15999984741211
2014-06-18,47.63999938964844
2014-06-19,47.59000015258789
2014-06-20,49.5
2014-06-23,44.02000045776367
2014-06-24,43.880001068115234
2014-06-25,43.84000015258789
2014-06-26,44.0
2014-06-27,45.90999984741211
2014-06-30,45.81999969482422
2014-07-01,45.619998931884766
2014-07-02,44.720001220703125
2014-07-03,44.220001220703125
2014-07-07,41.9900016784668
2014-07-08,39.58000183105469
2014-07-09,39.400001525878906
2014-07-10,38.290000915527344
2014-07-11,37.43000030517578
2014-07-14,36.970001220703125
2014-07-15,37.63999938964844
2014-07-16,34.720001220703125
2014-07-17,33.209999084472656
2014-07-18,37.13999938964844
2014-07-21,37.7599983215332
2014-07-22,37.04999923706055
2014-07-23,39.36000061035156
2014-07-24,38.5099983215332
2014-07-25,38.209999084472656
2014-07-28,38.27000045776367
2014-07-29,39.900001525878906
2014-07-30,40.09000015258789
2014-07-31,40.29999923706055
2014-08-01,38.91999816894531
2014-08-04,38.59000015258789
2014-08-05,38.31999969482422
2014-08-06,37.5099983215332
2014-08-07,37.099998474121094
2014-08-08,38.040000915527344
2014-08-11,40.290000915527344
2014-08-12,38.91999816894531
2014-08-13,41.849998474121094
2014-08-14,41.290000915527344
2014-08-15,41.400001525878906
2014-08-18,43.060001373291016
2014-08-19,41.779998779296875
2014-08-20,40.41999816894531
2014-08-21,40.349998474121094
2014-08-22,43.65999984741211
2014-08-25,44.02000045776367
2014-08-26,44.47999954223633
2014-08-27,45.439998626708984
2014-08-28,45.0099983215332
2014-08-29,46.220001220703125
2014-09-02,46.290000915527344
2014-09-03,45.65999984741211
2014-09-04,44.959999084472656
2014-09-05,43.779998779296875
2014-09-08,45.4900016784668
2014-09-09,45.06999969482422
2014-09-10,47.27000045776367
2014-09-11,46.400001525878906
2014-09-12,44.220001220703125
2014-09-15,43.400001525878906
2014-09-16,44.47999954223633
2014-09-17,46.349998474121094
2014-09-18,48.630001068115234
2014-09-19,48.90999984741211
2014-09-22,47.349998474121094
2014-09-23,48.0
2014-09-24,50.2400016784668
2014-09-25,53.45000076293945
2014-09-26,63.7599983215332
2014-09-29,66.5
2014-09-30,61.349998474121094
2014-10-01,62.13999938964844
2014-10-02,63.380001068115234
2014-10-03,63.65999984741211
2014-10-06,61.56999969482422
2014-10-07,61.56999969482422
2014-10-08,64.37999725341797
2014-10-09,62.70000076293945
2014-10-10,60.880001068115234
2014-10-13,62.529998779296875
2014-10-14,62.06999969482422
2014-10-15,65.2300033569336
2014-10-16,64.93000030517578
2014-10-17,64.2699966430664
2014-10-20,68.25
2014-10-21,72.9000015258789
2014-10-22,73.81999969482422
2014-10-23,76.27999877929688
2014-10-24,80.61000061035156
2014-10-27,80.55000305175781
2014-10-28,80.5999984741211
2014-10-29,79.36000061035156
2014-10-30,84.37000274658203
2014-10-31,84.02999877929688
2014-11-03,83.06999969482422
2014-11-04,82.44000244140625
2014-11-05,81.80000305175781
2014-11-06,83.08999633789062
2014-11-07,72.05999755859375
2014-11-10,81.77999877929688
2014-11-11,81.91000366210938
2014-11-12,86.87000274658203
2014-11-13,86.48999786376953
2014-11-14,84.05999755859375
2014-11-17,84.87999725341797
2014-11-18,83.80999755859375
2014-11-19,95.97000122070312
2014-11-20,93.01000213623047
2014-11-21,94.83999633789062
2014-11-24,96.73999786376953
2014-11-25,98.02999877929688
2014-11-26,102.44000244140625
2014-11-28,100.80999755859375
2014-12-01,96.2699966430664
2014-12-02,97.31999969482422
2014-12-03,102.0199966430664
2014-12-04,104.05000305175781
2014-12-05,106.0199966430664
2014-12-08,107.30000305175781
2014-12-09,110.55999755859375
2014-12-10,111.55000305175781
2014-12-11,119.19999694824219
2014-12-12,119.55999755859375
2014-12-15,111.2300033569336
2014-12-16,107.47000122070312
2014-12-17,116.08000183105469
2014-12-18,119.72000122070312
2014-12-19,119.62000274658203
2014-12-22,120.77999877929688
2014-12-23,107.22000122070312
2014-12-24,109.66999816894531
2014-12-26,114.43000030517578
2014-12-29,115.5999984741211
2014-12-30,112.16999816894531
2014-12-31,112.04000091552734
2015-01-02,109.76000213623047
2015-01-05,108.87000274658203
2015-01-06,111.43000030517578
2015-01-07,118.80999755859375
2015-01-08,121.97000122070312
2015-01-09,128.1199951171875
2015-01-12,131.5500030517578
2015-01-13,129.92999267578125
2015-01-14,135.00999450683594
2015-01-15,127.70999908447266
2015-01-16,132.3300018310547
2015-01-20,131.52000427246094
2015-01-21,121.70999908447266
2015-01-22,122.4800033569336
2015-01-23,123.6500015258789
2015-01-26,128.2100067138672
2015-01-27,126.13999938964844
2015-01-28,118.80000305175781
2015-01-29,120.7300033569336
2015-01-30,115.91999816894531
2015-02-02,112.98999786376953
2015-02-03,108.69999694824219
2015-02-04,107.30999755859375
2015-02-05,113.0999984741211
2015-02-06,107.55000305175781
2015-02-09,105.95999908447266
2015-02-10,117.01000213623047
2015-02-11,116.19999694824219
2015-02-12,118.44000244140625
2015-02-13,118.55000305175781
2015-02-17,108.41000366210938
2015-02-18,109.87000274658203
2015-02-19,105.54000091552734
2015-02-20,106.30000305175781
2015-02-23,105.37999725341797
2015-02-24,106.66000366210938
2015-02-25,107.23999786376953
2015-02-26,107.76000213623047
2015-02-27,107.27999877929688
2015-03-02,107.88999938964844
2015-03-03,105.66000366210938
2015-03-04,107.12000274658203
2015-03-05,107.44000244140625
2015-03-06,104.48999786376953
2015-03-09,103.97000122070312
2015-03-10,105.4000015258789
2015-03-11,106.94999694824219
2015-03-12,107.55999755859375
2015-03-13,107.16000366210938
2015-03-16,106.44999694824219
2015-03-17,107.56999969482422
2015-03-18,105.98999786376953
2015-03-19,110.95999908447266
2015-03-20,107.97000122070312
2015-03-23,102.3499984741211
2015-03-24,101.4800033569336
2015-03-25,92.86000061035156
2015-03-26,91.66999816894531
2015-03-27,96.5999984741211
2015-03-30,98.80000305175781
2015-03-31,94.30000305175781
2015-04-01,95.76000213623047
2015-04-02,94.3499984741211
2015-04-06,94.33000183105469
2015-04-07,94.80000305175781
2015-04-08,99.2300033569336
2015-04-09,96.37999725341797
2015-04-10,98.56999969482422
2015-04-13,99.58000183105469
2015-04-14,99.08999633789062
2015-04-15,98.4800033569336
2015-04-16,106.69000244140625
2015-04-17,107.7300033569336
2015-04-20,107.0
2015-04-21,107.62999725341797
2015-04-22,103.51000213623047
2015-04-23,103.76000213623047
2015-04-24,107.04000091552734
2015-04-27,101.80999755859375
2015-04-28,98.75
2015-04-29,99.31999969482422
2015-04-30,92.33999633789062
2015-05-01,95.73999786376953
2015-05-04,96.12999725341797
2015-05-05,94.62999725341797
2015-05-06,96.13999938964844
2015-05-07,99.12999725341797
2015-05-08,108.95999908447266
2015-05-11,108.5
2015-05-12,111.43000030517578
2015-05-13,113.27999877929688
2015-05-14,113.47000122070312
2015-05-15,112.77999877929688
2015-05-18,115.94000244140625
2015-05-19,117.05999755859375
2015-05-20,116.87999725341797
2015-05-21,115.05999755859375
2015-05-22,118.06999969482422
2015-05-26,119.05000305175781
2015-05-27,123.2300033569336
2015-05-28,124.19999694824219
2015-05-29,122.0199966430664
2015-06-01,122.22000122070312
2015-06-02,123.69999694824219
2015-06-03,122.44000244140625
2015-06-04,120.77999877929688
2015-06-05,122.62999725341797
2015-06-08,121.7300033569336
2015-06-09,119.41000366210938
2015-06-10,121.5999984741211
2015-06-11,122.58999633789062
2015-06-12,110.12999725341797
2015-06-15,104.25
2015-06-16,103.19999694824219
2015-06-17,102.7699966430664
2015-06-18,99.63999938964844
2015-06-19,99.58000183105469
2015-06-22,106.63999938964844
2015-06-23,103.62999725341797
2015-06-24,103.95999908447266
2015-06-25,105.58000183105469
2015-06-26,105.58999633789062
2015-06-29,104.38999938964844
2015-06-30,111.13999938964844
2015-07-01,107.75
2015-07-02,110.44000244140625
2015-07-06,112.31999969482422
2015-07-07,112.43000030517578
2015-07-08,106.45999908447266
2015-07-09,107.48999786376953
2015-07-10,109.81999969482422
2015-07-13,110.68000030517578
2015-07-14,112.12999725341797
2015-07-15,115.12000274658203
2015-07-16,115.29000091552734
2015-07-17,114.70999908447266
2015-07-20,115.11000061035156
2015-07-21,114.08999633789062
2015-07-22,117.37999725341797
2015-07-23,118.41999816894531
2015-07-24,113.23999786376953
2015-07-27,108.69999694824219
2015-07-28,111.87999725341797
2015-07-29,110.30000305175781
2015-07-30,108.91000366210938
2015-07-31,110.18000030517578
2015-08-03,110.91000366210938
2015-08-04,111.12000274658203
2015-08-05,111.8499984741211
2015-08-06,100.05000305175781
2015-08-07,98.0
2015-08-10,99.66999816894531
2015-08-11,93.43000030517578
2015-08-12,96.1500015258789
2015-08-13,92.88999938964844
2015-08-14,90.66000366210938
2015-08-17,96.13999938964844
2015-08-18,95.37000274658203
2015-08-19,93.5199966430664
2015-08-20,84.01000213623047
2015-08-21,85.6500015258789
2015-08-24,81.37000274658203
2015-08-25,81.69999694824219
2015-08-26,87.44999694824219
2015-08-27,90.0199966430664
2015-08-28,90.69000244140625
2015-08-31,86.4000015258789
2015-09-01,84.43000030517578
2015-09-02,87.23999786376953
2015-09-03,83.66999816894531
2015-09-04,84.61000061035156
2015-09-08,89.12999725341797
2015-09-09,88.66000366210938
2015-09-10,89.87999725341797
2015-09-11,91.51000213623047
2015-09-14,91.87000274658203
2015-09-15,92.19999694824219
2015-09-16,91.11000061035156
2015-09-17,96.68000030517578
2015-09-18,97.87999725341797
2015-09-21,91.06999969482422
2015-09-22,87.81999969482422
2015-09-23,88.88999938964844
2015-09-24,85.7300033569336
2015-09-25,80.79000091552734
2015-09-28,73.5
2015-09-29,68.27999877929688
2015-09-30,70.58999633789062
2015-10-01,74.41000366210938
2015-10-02,76.08999633789062
2015-10-05,72.55000305175781
2015-10-06,70.81999969482422
2015-10-07,72.9000015258789
2015-10-08,69.94999694824219
2015-10-09,72.16999816894531
2015-10-12,73.58999633789062
2015-10-13,69.66999816894531
2015-10-14,71.12999725341797
2015-10-15,76.41000366210938
2015-10-16,70.94000244140625
2015-10-19,68.19000244140625
2015-10-20,63.810001373291016
2015-10-21,62.83000183105469
2015-10-22,61.47999954223633
2015-10-23,61.720001220703125
2015-10-26,64.8499984741211
2015-10-27,80.94000244140625
2015-10-28,73.48999786376953
2015-10-29,75.44000244140625
2015-10-30,72.86000061035156
2015-11-02,77.9000015258789
2015-11-03,78.41000366210938
2015-11-04,77.87999725341797
2015-11-05,75.25
2015-11-06,75.83000183105469
2015-11-09,65.04000091552734
2015-11-10,66.12000274658203
2015-11-11,66.12999725341797
2015-11-12,63.83000183105469
2015-11-13,63.459999084472656
2015-11-16,59.130001068115234
2015-11-17,59.869998931884766
2015-11-18,64.04000091552734
2015-11-19,61.65999984741211
2015-11-20,62.470001220703125
2015-11-23,64.16000366210938
2015-11-24,63.279998779296875
2015-11-25,68.5199966430664
2015-11-27,69.05000305175781
2015-11-30,64.58999633789062
2015-12-01,64.27999877929688
2015-12-02,64.2699966430664
2015-12-03,59.869998931884766
2015-12-04,61.88999938964844
2015-12-07,49.2599983215332
2015-12-08,52.310001373291016
2015-12-09,52.400001525878906
2015-12-10,54.72999954223633
2015-12-11,53.7400016784668
2015-12-14,48.630001068115234
2015-12-15,50.529998779296875
2015-12-16,55.40999984741211
2015-12-17,55.56999969482422
2015-12-18,56.45000076293945
2015-12-21,64.44000244140625
2015-12-22,61.34000015258789
2015-12-23,62.810001373291016
2015-12-24,66.0199966430664
2015-12-28,63.130001068115234
2015-12-29,67.51000213623047
2015-12-30,65.0999984741211
2015-12-31,64.91999816894531
2016-01-04,63.63999938964844
2016-01-05,64.43000030517578
2016-01-06,55.869998931884766
2016-01-07,54.75
2016-01-08,51.689998626708984
2016-01-11,47.41999816894531
2016-01-12,51.540000915527344
2016-01-13,45.029998779296875
2016-01-14,48.7599983215332
2016-01-15,50.349998474121094
2016-01-19,45.83000183105469
2016-01-20,50.54999923706055
2016-01-21,52.029998779296875
2016-01-22,54.099998474121094
2016-01-25,55.27000045776367
2016-01-26,51.38999938964844
2016-01-27,46.099998474121094
2016-01-28,43.650001525878906
2016-01-29,42.220001220703125
2016-02-01,42.310001373291016
2016-02-02,37.150001525878906
2016-02-03,36.79999923706055
2016-02-04,37.939998626708984
2016-02-05,38.0
2016-02-08,35.90999984741211
2016-02-09,36.34000015258789
2016-02-10,36.47999954223633
2016-02-11,35.7599983215332
2016-02-12,37.7599983215332
2016-02-16,39.7599983215332
2016-02-17,41.93000030517578
2016-02-18,37.150001525878906
2016-02-19,38.439998626708984
2016-02-22,38.959999084472656
2016-02-23,38.20000076293945
2016-02-24,38.31999969482422
2016-02-25,37.09000015258789
2016-02-26,39.709999084472656
2016-02-29,38.349998474121094
2016-03-01,43.41999816894531
2016-03-02,43.79999923706055
2016-03-03,42.959999084472656
2016-03-04,44.31999969482422
2016-03-07,47.720001220703125
2016-03-08,41.4900016784668
2016-03-09,39.54999923706055
2016-03-10,37.869998931884766
2016-03-11,39.90999984741211
2016-03-14,41.0
2016-03-15,37.45000076293945
2016-03-16,36.7400016784668
2016-03-17,35.88999938964844
2016-03-18,36.099998474121094
2016-03-21,36.25
2016-03-22,39.869998931884766
2016-03-23,37.06999969482422
2016-03-24,37.90999984741211
2016-03-28,36.16999816894531
2016-03-29,36.97999954223633
2016-03-30,37.88999938964844
2016-03-31,40.599998474121094
2016-04-01,41.83000183105469
2016-04-04,43.77000045776367
2016-04-05,42.720001220703125
2016-04-06,48.310001373291016
2016-04-07,47.040000915527344
2016-04-08,47.400001525878906
2016-04-11,45.459999084472656
2016-04-12,46.54999923706055
2016-04-13,49.52000045776367
2016-04-14,49.119998931884766
2016-04-15,48.58000183105469
2016-04-18,50.439998626708984
2016-04-19,49.369998931884766
2016-04-20,49.189998626708984
2016-04-21,54.33000183105469
2016-04-22,54.540000915527344
2016-04-25,53.209999084472656
2016-04-26,52.2400016784668
2016-04-27,50.90999984741211
2016-04-28,50.529998779296875
2016-04-29,48.95000076293945
2016-05-02,49.7400016784668
2016-05-03,46.52000045776367
2016-05-04,44.15999984741211
2016-05-05,43.150001525878906
2016-05-06,43.58000183105469
2016-05-09,47.66999816894531
2016-05-10,47.40999984741211
2016-05-11,45.04999923706055
2016-05-12,44.849998474121094
2016-05-13,46.81999969482422
2016-05-16,50.56999969482422
2016-05-17,51.27000045776367
2016-05-18,50.5099983215332
2016-05-19,45.29999923706055
2016-05-20,45.439998626708984
2016-05-23,48.58000183105469
2016-05-24,48.34000015258789
2016-05-25,52.630001068115234
2016-05-26,52.900001525878906
2016-05-27,53.34000015258789
2016-05-31,55.95000076293945
2016-06-01,57.34000015258789
2016-06-02,60.9900016784668
2016-06-03,56.79999923706055
2016-06-06,59.68000030517578
2016-06-07,61.619998931884766
2016-06-08,66.08999633789062
2016-06-09,56.220001220703125
2016-06-10,50.349998474121094
2016-06-13,51.970001220703125
2016-06-14,48.75
2016-06-15,49.65999984741211
2016-06-16,48.81999969482422
2016-06-17,47.47999954223633
2016-06-20,49.29999923706055
2016-06-21,47.33000183105469
2016-06-22,47.06999969482422
2016-06-23,48.5
2016-06-24,44.27000045776367
2016-06-27,40.27000045776367
2016-06-28,43.88999938964844
2016-06-29,44.599998474121094
2016-06-30,41.900001525878906
2016-07-01,42.77000045776367
2016-07-05,41.470001220703125
2016-07-06,43.029998779296875
2016-07-07,42.630001068115234
2016-07-08,42.75
2016-07-11,42.5
2016-07-12,44.04999923706055
2016-07-13,40.90999984741211
2016-07-14,41.209999084472656
2016-07-15,41.7400016784668
2016-07-18,41.709999084472656
2016-07-19,40.060001373291016
2016-07-20,42.529998779296875
2016-07-21,42.970001220703125
2016-07-22,42.22999954223633
2016-07-25,42.310001373291016
2016-07-26,43.93000030517578
2016-07-27,45.560001373291016
2016-07-28,43.86000061035156
2016-07-29,45.22999954223633
2016-08-01,45.689998626708984
2016-08-02,44.900001525878906
2016-08-03,46.02000045776367
2016-08-04,43.720001220703125
2016-08-05,43.119998931884766
2016-08-08,40.630001068115234
2016-08-09,40.959999084472656
2016-08-10,39.900001525878906
2016-08-11,39.93000030517578
2016-08-12,40.41999816894531
2016-08-15,41.630001068115234
2016-08-16,40.81999969482422
2016-08-17,39.90999984741211
2016-08-18,40.54999923706055
2016-08-19,39.900001525878906
2016-08-22,40.310001373291016
2016-08-23,40.9900016784668
2016-08-24,38.52000045776367
2016-08-25,38.08000183105469
2016-08-26,38.029998779296875
2016-08-29,37.7599983215332
2016-08-30,36.619998931884766
2016-08-31,36.84000015258789
2016-09-01,36.7400016784668
2016-09-02,36.349998474121094
2016-09-06,37.31999969482422
2016-09-07,46.97999954223633
2016-09-08,46.65999984741211
2016-09-09,43.0
2016-09-12,45.79999923706055
2016-09-13,45.95000076293945
2016-09-14,45.2599983215332
2016-09-15,45.88999938964844
2016-09-16,46.619998931884766
2016-09-19,47.56999969482422
2016-09-20,49.83000183105469
2016-09-21,52.290000915527344
2016-09-22,53.029998779296875
2016-09-23,53.029998779296875
2016-09-26,52.70000076293945
2016-09-27,54.54999923706055
2016-09-28,54.209999084472656
2016-09-29,51.81999969482422
2016-09-30,52.81999969482422
2016-10-03,52.84000015258789
2016-10-04,53.29999923706055
2016-10-05,54.400001525878906
2016-10-06,53.79999923706055
2016-10-07,52.689998626708984
2016-10-10,55.02000045776367
2016-10-11,53.2599983215332
2016-10-12,50.45000076293945
2016-10-13,50.720001220703125
2016-10-14,47.779998779296875
2016-10-17,47.52000045776367
2016-10-18,49.2599983215332
2016-10-19,48.31999969482422
2016-10-20,50.33000183105469
2016-10-21,49.119998931884766
2016-10-24,49.0099983215332
2016-10-25,48.720001220703125
2016-10-26,48.720001220703125
2016-10-27,48.29999923706055
2016-10-28,48.58000183105469
2016-10-31,47.84000015258789
2016-11-01,48.290000915527344
2016-11-02,46.099998474121094
2016-11-03,47.630001068115234
2016-11-04,49.459999084472656
2016-11-07,52.290000915527344
2016-11-08,54.029998779296875
2016-11-09,59.5
2016-11-10,63.77000045776367
2016-11-11,64.22000122070312
2016-11-14,66.9800033569336
2016-11-15,67.25
2016-11-16,61.939998626708984
2016-11-17,62.810001373291016
2016-11-18,62.540000915527344
2016-11-21,64.5199966430664
2016-11-22,61.86000061035156
2016-11-23,63.83000183105469
2016-11-25,63.66999816894531
2016-11-28,60.900001525878906
2016-11-29,61.369998931884766
2016-11-30,58.209999084472656
2016-12-01,58.060001373291016
2016-12-02,56.970001220703125
2016-12-05,49.880001068115234
2016-12-06,48.650001525878906
2016-12-07,46.720001220703125
2016-12-08,47.86000061035156
2016-12-09,49.58000183105469
2016-12-12,49.90999984741211
2016-12-13,52.36000061035156
2016-12-14,53.11000061035156
2016-12-15,55.939998626708984
2016-12-16,45.08000183105469
2016-12-19,46.029998779296875
2016-12-20,46.33000183105469
2016-12-21,43.380001068115234
2016-12-22,41.369998931884766
2016-12-23,43.150001525878906
2016-12-27,43.369998931884766
2016-12-28,42.41999816894531
2016-12-29,42.689998626708984
2016-12-30,41.72999954223633
2017-01-03,43.220001220703125
2017-01-04,45.689998626708984
2017-01-05,46.02000045776367
2017-01-06,47.5
2017-01-09,42.779998779296875
2017-01-10,42.2599983215332
2017-01-11,40.560001373291016
2017-01-12,41.61000061035156
2017-01-13,41.54999923706055
2017-01-17,41.31999969482422
2017-01-18,42.66999816894531
2017-01-19,42.029998779296875
2017-01-20,42.279998779296875
2017-01-23,41.0099983215332
2017-01-24,40.68000030517578
2017-01-25,41.47999954223633
2017-01-26,40.790000915527344
2017-01-27,41.2400016784668
2017-01-30,40.5099983215332
2017-01-31,43.029998779296875
2017-02-01,43.22999954223633
2017-02-02,43.5
2017-02-03,43.900001525878906
2017-02-06,44.41999816894531
2017-02-07,44.43000030517578
2017-02-08,44.31999969482422
2017-02-09,46.0099983215332
2017-02-10,46.38999938964844
2017-02-13,46.470001220703125
2017-02-14,46.380001068115234
2017-02-15,46.119998931884766
2017-02-16,49.83000183105469
2017-02-17,54.09000015258789
2017-02-21,50.400001525878906
2017-02-22,48.9900016784668
2017-02-23,47.400001525878906
2017-02-24,47.81999969482422
2017-02-27,50.36000061035156
2017-02-28,48.439998626708984
2017-03-01,51.7400016784668
2017-03-02,51.029998779296875
2017-03-03,50.959999084472656
2017-03-06,49.93000030517578
2017-03-07,49.56999969482422
2017-03-08,51.099998474121094
2017-03-09,51.77000045776367
2017-03-10,52.2400016784668
2017-03-13,51.77000045776367
2017-03-14,51.470001220703125
2017-03-15,54.25
2017-03-16,54.09000015258789
2017-03-17,53.65999984741211
2017-03-20,56.15999984741211
2017-03-21,53.150001525878906
2017-03-22,52.91999816894531
2017-03-23,54.130001068115234
2017-03-24,55.27000045776367
2017-03-27,56.77000045776367
2017-03-28,56.33000183105469
2017-03-29,57.20000076293945
2017-03-30,57.34000015258789
2017-03-31,58.400001525878906
2017-04-03,56.20000076293945
2017-04-04,55.56999969482422
2017-04-05,53.45000076293945
2017-04-06,53.689998626708984
2017-04-07,53.84000015258789
2017-04-10,53.709999084472656
2017-04-11,53.63999938964844
2017-04-12,53.63999938964844
2017-04-13,55.33000183105469
2017-04-17,55.5099983215332
2017-04-18,50.36000061035156
2017-04-19,48.7400016784668
2017-04-20,48.279998779296875
