,ADN
2019-09-11,10.0
2019-09-12,10.0
2019-09-13,10.0
2019-09-16,10.039999961853027
2019-09-17,10.0
2019-09-18,10.0
2019-09-19,10.013999938964844
2019-09-20,10.050000190734863
2019-09-23,10.022000312805176
2019-09-24,10.022000312805176
2019-09-25,10.010000228881836
2019-09-26,10.020000457763672
2019-09-27,10.029999732971191
2019-09-30,10.029999732971191
2019-10-01,10.029999732971191
2019-10-02,10.029999732971191
2019-10-03,10.029999732971191
2019-10-04,10.029999732971191
2019-10-07,10.029999732971191
2019-10-08,10.029999732971191
2019-10-09,10.029999732971191
2019-10-10,10.029999732971191
2019-10-11,10.029999732971191
2019-10-14,10.029999732971191
2019-10-15,10.039999961853027
2019-10-16,10.050000190734863
2019-10-17,10.050000190734863
2019-10-18,10.039999961853027
2019-10-21,10.029999732971191
2019-10-22,10.050000190734863
2019-10-23,10.050000190734863
2019-10-24,10.029999732971191
2019-10-25,10.029999732971191
2019-10-28,10.050000190734863
2019-10-29,10.050000190734863
2019-10-30,10.050000190734863
2019-10-31,10.050000190734863
2019-11-01,10.029999732971191
2019-11-04,10.029999732971191
2019-11-05,10.029999732971191
2019-11-06,10.050000190734863
2019-11-07,10.050000190734863
2019-11-08,10.0600004196167
2019-11-11,10.0600004196167
2019-11-12,10.0600004196167
2019-11-13,10.050000190734863
2019-11-14,10.050000190734863
2019-11-15,10.050000190734863
2019-11-18,10.069999694824219
2019-11-19,10.069999694824219
2019-11-20,10.069999694824219
2019-11-21,10.069999694824219
2019-11-22,10.069999694824219
2019-11-25,10.069999694824219
2019-11-26,10.0600004196167
2019-11-27,10.0600004196167
2019-11-29,10.069999694824219
2019-12-02,10.079999923706055
2019-12-03,10.09000015258789
2019-12-04,10.09000015258789
2019-12-05,10.09000015258789
2019-12-06,10.09000015258789
2019-12-09,10.100000381469727
2019-12-10,10.100000381469727
2019-12-11,10.093999862670898
2019-12-12,10.109999656677246
2019-12-13,10.119999885559082
2019-12-16,10.109999656677246
2019-12-17,10.109999656677246
2019-12-18,10.130000114440918
2019-12-19,10.130000114440918
2019-12-20,10.130000114440918
2019-12-23,10.130000114440918
2019-12-24,10.130000114440918
2019-12-26,10.130000114440918
2019-12-27,10.140000343322754
2019-12-30,10.119999885559082
2019-12-31,10.119999885559082
2020-01-02,10.130000114440918
2020-01-03,10.130000114440918
2020-01-06,10.170000076293945
2020-01-07,10.199999809265137
2020-01-08,10.199999809265137
2020-01-09,10.199999809265137
2020-01-10,10.199999809265137
2020-01-13,10.199999809265137
2020-01-14,10.199999809265137
2020-01-15,10.199999809265137
2020-01-16,10.180000305175781
2020-01-17,10.180000305175781
2020-01-21,10.180000305175781
2020-01-22,10.199999809265137
2020-01-23,10.199999809265137
2020-01-24,10.199999809265137
2020-01-27,10.170000076293945
2020-01-28,10.199999809265137
2020-01-29,10.1899995803833
2020-01-30,10.194999694824219
2020-01-31,10.1899995803833
2020-02-03,10.1899995803833
2020-02-04,10.1899995803833
2020-02-05,10.1899995803833
2020-02-06,10.1899995803833
2020-02-07,10.199999809265137
2020-02-10,10.1899995803833
2020-02-11,10.1899995803833
2020-02-12,10.1899995803833
2020-02-13,10.1899995803833
2020-02-14,10.220000267028809
2020-02-18,10.220000267028809
2020-02-19,10.220000267028809
2020-02-20,10.220000267028809
2020-02-21,10.220000267028809
2020-02-24,10.199999809265137
2020-02-25,10.199999809265137
2020-02-26,10.220000267028809
2020-02-27,10.1899995803833
2020-02-28,10.180000305175781
2020-03-02,10.180000305175781
2020-03-03,10.149999618530273
2020-03-04,10.149999618530273
2020-03-05,10.170000076293945
2020-03-06,10.175000190734863
2020-03-09,10.180000305175781
2020-03-10,10.15999984741211
2020-03-11,10.15999984741211
2020-03-12,10.0649995803833
2020-03-13,10.100000381469727
2020-03-16,10.029999732971191
2020-03-17,10.050000190734863
2020-03-18,10.050000190734863
2020-03-19,9.880000114440918
2020-03-20,10.0
2020-03-23,10.010000228881836
2020-03-24,10.149999618530273
2020-03-25,10.149999618530273
2020-03-26,10.149999618530273
2020-03-27,10.130000114440918
2020-03-30,10.119999885559082
2020-03-31,10.15999984741211
2020-04-01,10.15999984741211
2020-04-02,10.15999984741211
2020-04-03,10.15999984741211
2020-04-06,10.119999885559082
2020-04-07,10.130000114440918
2020-04-08,10.1899995803833
2020-04-09,10.170000076293945
2020-04-13,10.180000305175781
2020-04-14,10.180000305175781
2020-04-15,10.1899995803833
2020-04-16,10.1899995803833
2020-04-17,10.180000305175781
2020-04-20,10.1899995803833
2020-04-21,10.180000305175781
2020-04-22,10.170000076293945
2020-04-23,10.199999809265137
2020-04-24,10.1899995803833
2020-04-27,10.1899995803833
2020-04-28,10.149999618530273
2020-04-29,10.170000076293945
2020-04-30,10.149999618530273
2020-05-01,10.170000076293945
2020-05-04,10.170000076293945
2020-05-05,10.170000076293945
2020-05-06,10.170000076293945
2020-05-07,10.170000076293945
2020-05-08,10.170000076293945
2020-05-11,10.25
2020-05-12,10.210000038146973
2020-05-13,10.210000038146973
2020-05-14,10.199999809265137
2020-05-15,10.25
2020-05-18,10.239999771118164
2020-05-19,10.239999771118164
2020-05-20,10.239999771118164
2020-05-21,10.300000190734863
2020-05-22,10.300000190734863
2020-05-26,10.300000190734863
2020-05-27,10.300000190734863
2020-05-28,10.279999732971191
2020-05-29,10.319999694824219
2020-06-01,10.350000381469727
2020-06-02,10.260000228881836
2020-06-03,10.520000457763672
2020-06-04,10.399999618530273
2020-06-05,10.270000457763672
2020-06-08,10.270000457763672
2020-06-09,10.300000190734863
2020-06-10,10.286999702453613
2020-06-11,10.279999732971191
2020-06-12,10.256999969482422
2020-06-15,10.229999542236328
2020-06-16,10.229999542236328
2020-06-17,10.298999786376953
2020-06-18,10.347000122070312
2020-06-19,10.399999618530273
2020-06-22,10.300000190734863
2020-06-23,10.270000457763672
2020-06-24,10.33899974822998
2020-06-25,10.25
2020-06-26,10.329999923706055
2020-06-29,10.329999923706055
2020-06-30,10.220000267028809
2020-07-01,10.319999694824219
2020-07-02,10.239999771118164
2020-07-06,10.25
2020-07-07,10.25
2020-07-08,10.25
2020-07-09,10.279999732971191
2020-07-10,10.350000381469727
2020-07-13,10.335000038146973
2020-07-14,10.270000457763672
2020-07-15,10.359999656677246
2020-07-16,10.350000381469727
2020-07-17,10.329999923706055
2020-07-20,10.390000343322754
2020-07-21,10.329999923706055
2020-07-22,10.260000228881836
2020-07-23,10.350000381469727
2020-07-24,10.359999656677246
2020-07-27,10.260000228881836
2020-07-28,10.260000228881836
2020-07-29,10.300000190734863
2020-07-30,10.270000457763672
2020-07-31,10.260000228881836
2020-08-03,10.350000381469727
2020-08-04,10.279999732971191
2020-08-05,10.253999710083008
2020-08-06,10.260000228881836
2020-08-07,10.28600025177002
2020-08-10,10.300000190734863
2020-08-11,10.289999961853027
2020-08-12,10.33899974822998
2020-08-13,10.329999923706055
2020-08-14,10.329999923706055
2020-08-17,10.329999923706055
2020-08-18,10.289999961853027
2020-08-19,10.270000457763672
2020-08-20,10.279999732971191
2020-08-21,10.279999732971191
2020-08-24,10.279999732971191
2020-08-25,10.291999816894531
2020-08-26,10.289999961853027
2020-08-27,10.3149995803833
2020-08-28,10.289999961853027
2020-08-31,10.270000457763672
2020-09-01,10.329999923706055
2020-09-02,10.324999809265137
2020-09-03,10.34000015258789
2020-09-04,10.430000305175781
2020-09-08,10.300000190734863
2020-09-09,10.369999885559082
2020-09-10,10.380000114440918
2020-09-11,10.380000114440918
2020-09-14,10.380000114440918
2020-09-15,10.359999656677246
2020-09-16,10.550000190734863
2020-09-17,10.34000015258789
2020-09-18,10.270000457763672
2020-09-21,10.25
2020-09-22,10.420000076293945
2020-09-23,10.5
2020-09-24,10.390000343322754
2020-09-25,10.390000343322754
2020-09-28,10.399999618530273
2020-09-29,10.420000076293945
2020-09-30,10.34000015258789
2020-10-01,10.420000076293945
2020-10-02,10.329999923706055
2020-10-05,10.34000015258789
2020-10-06,10.350000381469727
2020-10-07,10.25
2020-10-08,10.279999732971191
2020-10-09,10.34000015258789
2020-10-12,10.3100004196167
2020-10-13,10.239999771118164
2020-10-14,10.25
2020-10-15,10.25
2020-10-16,10.3100004196167
2020-10-19,10.300000190734863
2020-10-20,10.229999542236328
2020-10-21,10.229999542236328
2020-10-22,10.289999961853027
2020-10-23,10.289999961853027
2020-10-26,10.25
2020-10-27,10.270000457763672
2020-10-28,10.300000190734863
2020-10-29,10.25
2020-10-30,10.239999771118164
2020-11-02,10.210000038146973
2020-11-03,10.25
2020-11-04,10.25
2020-11-05,10.244999885559082
2020-11-06,10.239999771118164
2020-11-09,10.234999656677246
2020-11-10,10.229999542236328
2020-11-11,10.210000038146973
2020-11-12,10.229999542236328
2020-11-13,10.229999542236328
2020-11-16,10.239999771118164
2020-11-17,10.270000457763672
2020-11-18,10.25
2020-11-19,10.279999732971191
2020-11-20,10.300000190734863
2020-11-23,10.380000114440918
2020-11-24,10.5
2020-11-25,10.510000228881836
2020-11-27,11.520000457763672
2020-11-30,13.0
2020-12-01,12.140000343322754
2020-12-02,11.510000228881836
2020-12-03,12.130000114440918
2020-12-04,13.550000190734863
2020-12-07,13.25
2020-12-08,13.6899995803833
2020-12-09,13.619999885559082
2020-12-10,13.970000267028809
2020-12-11,13.800000190734863
2020-12-14,13.600000381469727
2020-12-15,12.199999809265137
2020-12-16,12.390000343322754
2020-12-17,12.529999732971191
2020-12-18,12.850000381469727
2020-12-21,13.130000114440918
2020-12-22,14.800000190734863
2020-12-23,15.199999809265137
2020-12-24,15.5
2020-12-28,16.18000030517578
2020-12-29,15.720000267028809
2020-12-30,15.529999732971191
2020-12-31,14.930000305175781
2021-01-04,14.880000114440918
2021-01-05,14.479999542236328
2021-01-06,13.5600004196167
2021-01-07,16.09000015258789
2021-01-08,15.9399995803833
2021-01-11,15.539999961853027
2021-01-12,17.049999237060547
2021-01-13,18.56999969482422
2021-01-14,18.739999771118164
2021-01-15,17.700000762939453
2021-01-19,18.059999465942383
2021-01-20,17.31999969482422
2021-01-21,17.290000915527344
2021-01-22,16.489999771118164
2021-01-25,15.789999961853027
2021-01-26,16.549999237060547
2021-01-27,15.279999732971191
2021-01-28,15.460000038146973
2021-01-29,14.949999809265137
2021-02-01,17.059999465942383
2021-02-02,16.6200008392334
2021-02-03,15.949999809265137
2021-02-04,16.270000457763672
2021-02-05,15.970000267028809
2021-02-08,16.809999465942383
2021-02-09,16.3700008392334
2021-02-10,15.670000076293945
2021-02-11,15.350000381469727
2021-02-12,15.149999618530273
2021-02-16,14.220000267028809
2021-02-17,13.34000015258789
2021-02-18,13.140000343322754
2021-02-19,13.260000228881836
2021-02-22,13.859999656677246
2021-02-23,13.59000015258789
2021-02-24,15.079999923706055
2021-02-25,13.770000457763672
2021-02-26,13.6899995803833
2021-03-01,14.579999923706055
2021-03-02,15.140000343322754
2021-03-03,14.800000190734863
2021-03-04,13.539999961853027
2021-03-05,12.640000343322754
2021-03-08,12.270000457763672
2021-03-09,12.989999771118164
2021-03-10,13.210000038146973
2021-03-11,13.479999542236328
2021-03-12,13.600000381469727
2021-03-15,13.960000038146973
2021-03-16,13.699999809265137
2021-03-17,13.319999694824219
2021-03-18,13.90999984741211
2021-03-19,14.609999656677246
2021-03-22,14.829999923706055
2021-03-23,14.5600004196167
2021-03-24,15.300000190734863
2021-03-25,15.479999542236328
2021-03-26,15.90999984741211
2021-03-29,15.140000343322754
2021-03-30,14.920000076293945
2021-03-31,13.390000343322754
2021-04-01,13.430000305175781
2021-04-05,13.970000267028809
2021-04-06,13.9399995803833
2021-04-07,13.770000457763672
2021-04-08,14.010000228881836
2021-04-09,13.699999809265137
2021-04-12,13.59000015258789
2021-04-13,13.170000076293945
2021-04-14,12.5
2021-04-15,12.329999923706055
2021-04-16,12.319999694824219
2021-04-19,11.989999771118164
2021-04-20,11.569999694824219
2021-04-21,11.420000076293945
2021-04-22,12.100000381469727
2021-04-23,12.180000305175781
2021-04-26,12.260000228881836
2021-04-27,12.220000267028809
2021-04-28,12.489999771118164
2021-04-29,12.640000343322754
2021-04-30,12.020000457763672
2021-05-03,12.119999885559082
2021-05-04,12.079999923706055
2021-05-05,12.09000015258789
2021-05-06,11.40999984741211
2021-05-07,11.350000381469727
2021-05-10,10.859999656677246
2021-05-11,10.699999809265137
2021-05-12,10.100000381469727
2021-05-13,8.979999542236328
2021-05-14,9.0
