,FNKO
2018-04-19,8.25
2018-04-20,8.270000457763672
2018-04-23,8.489999771118164
2018-04-24,8.720000267028809
2018-04-25,8.75
2018-04-26,8.770000457763672
2018-04-27,8.8100004196167
2018-04-30,8.789999961853027
2018-05-01,8.949999809265137
2018-05-02,9.020000457763672
2018-05-03,9.050000190734863
2018-05-04,9.050000190734863
2018-05-07,9.140000343322754
2018-05-08,9.239999771118164
2018-05-09,9.34000015258789
2018-05-10,9.520000457763672
2018-05-11,9.569999694824219
2018-05-14,9.449999809265137
2018-05-15,9.670000076293945
2018-05-16,9.739999771118164
2018-05-17,9.550000190734863
2018-05-18,9.710000038146973
2018-05-21,9.779999732971191
2018-05-22,9.569999694824219
2018-05-23,9.699999809265137
2018-05-24,9.770000457763672
2018-05-25,9.8100004196167
2018-05-29,9.899999618530273
2018-05-30,10.039999961853027
2018-05-31,9.9399995803833
2018-06-01,10.199999809265137
2018-06-04,10.510000228881836
2018-06-05,10.6899995803833
2018-06-06,10.779999732971191
2018-06-07,11.300000190734863
2018-06-08,11.989999771118164
2018-06-11,11.920000076293945
2018-06-12,11.859999656677246
2018-06-13,11.59000015258789
2018-06-14,11.630000114440918
2018-06-15,11.390000343322754
2018-06-18,11.510000228881836
2018-06-19,11.5
2018-06-20,11.520000457763672
2018-06-21,11.380000114440918
2018-06-22,11.8100004196167
2018-06-25,11.970000267028809
2018-06-26,11.75
2018-06-27,11.710000038146973
2018-06-28,11.960000038146973
2018-06-29,12.550000190734863
2018-07-02,13.229999542236328
2018-07-03,13.40999984741211
2018-07-05,14.180000305175781
2018-07-06,14.869999885559082
2018-07-09,13.819999694824219
2018-07-10,14.130000114440918
2018-07-11,13.550000190734863
2018-07-12,15.210000038146973
2018-07-13,16.110000610351562
2018-07-16,15.6899995803833
2018-07-17,15.600000381469727
2018-07-18,16.31999969482422
2018-07-19,17.530000686645508
2018-07-20,16.75
2018-07-23,17.950000762939453
2018-07-24,17.829999923706055
2018-07-25,16.110000610351562
2018-07-26,17.3700008392334
2018-07-27,16.719999313354492
2018-07-30,16.90999984741211
2018-07-31,17.559999465942383
2018-08-01,16.610000610351562
2018-08-02,17.3700008392334
2018-08-03,18.450000762939453
2018-08-06,19.540000915527344
2018-08-07,19.969999313354492
2018-08-08,19.200000762939453
2018-08-09,20.1200008392334
2018-08-10,20.84000015258789
2018-08-13,21.549999237060547
2018-08-14,20.600000381469727
2018-08-15,20.219999313354492
2018-08-16,19.5
2018-08-17,19.84000015258789
2018-08-20,20.920000076293945
2018-08-21,21.549999237060547
2018-08-22,23.0
2018-08-23,22.969999313354492
2018-08-24,23.260000228881836
2018-08-27,23.889999389648438
2018-08-28,23.299999237060547
2018-08-29,23.770000457763672
2018-08-30,24.270000457763672
2018-08-31,25.420000076293945
2018-09-04,26.6200008392334
2018-09-05,27.059999465942383
2018-09-06,27.719999313354492
2018-09-07,28.850000381469727
2018-09-10,31.049999237060547
2018-09-11,25.520000457763672
2018-09-12,24.549999237060547
2018-09-13,23.1200008392334
2018-09-14,20.979999542236328
2018-09-17,20.030000686645508
2018-09-18,20.969999313354492
2018-09-19,20.8799991607666
2018-09-20,20.030000686645508
2018-09-21,20.719999313354492
2018-09-24,21.290000915527344
2018-09-25,20.969999313354492
2018-09-26,21.5
2018-09-27,22.899999618530273
2018-09-28,23.690000534057617
2018-10-01,21.420000076293945
2018-10-02,20.139999389648438
2018-10-03,20.31999969482422
2018-10-04,19.780000686645508
2018-10-05,19.469999313354492
2018-10-08,20.450000762939453
2018-10-09,19.299999237060547
2018-10-10,17.799999237060547
2018-10-11,17.43000030517578
2018-10-12,18.610000610351562
2018-10-15,19.010000228881836
2018-10-16,19.790000915527344
2018-10-17,19.030000686645508
2018-10-18,18.31999969482422
2018-10-19,18.219999313354492
2018-10-22,20.079999923706055
2018-10-23,19.149999618530273
2018-10-24,18.09000015258789
2018-10-25,18.84000015258789
2018-10-26,17.889999389648438
2018-10-29,18.020000457763672
2018-10-30,18.90999984741211
2018-10-31,18.850000381469727
2018-11-01,19.459999084472656
2018-11-02,20.59000015258789
2018-11-05,19.450000762939453
2018-11-06,19.790000915527344
2018-11-07,20.969999313354492
2018-11-08,19.950000762939453
2018-11-09,15.670000076293945
2018-11-12,15.850000381469727
2018-11-13,15.59000015258789
2018-11-14,16.610000610351562
2018-11-15,17.040000915527344
2018-11-16,16.229999542236328
2018-11-19,15.1899995803833
2018-11-20,15.130000114440918
2018-11-21,15.649999618530273
2018-11-23,15.59000015258789
2018-11-26,15.890000343322754
2018-11-27,15.460000038146973
2018-11-28,15.859999656677246
2018-11-29,16.06999969482422
2018-11-30,15.029999732971191
2018-12-03,14.779999732971191
2018-12-04,14.760000228881836
2018-12-06,14.8100004196167
2018-12-07,14.369999885559082
2018-12-10,14.800000190734863
2018-12-11,14.039999961853027
2018-12-12,14.3100004196167
2018-12-13,13.710000038146973
2018-12-14,13.380000114440918
2018-12-17,13.600000381469727
2018-12-18,13.140000343322754
2018-12-19,12.529999732971191
2018-12-20,12.510000228881836
2018-12-21,11.569999694824219
2018-12-24,11.65999984741211
2018-12-26,12.710000038146973
2018-12-27,12.970000267028809
2018-12-28,13.109999656677246
2018-12-31,13.149999618530273
2019-01-02,14.119999885559082
2019-01-03,13.6899995803833
2019-01-04,14.0
2019-01-07,14.970000267028809
2019-01-08,14.9399995803833
2019-01-09,16.25
2019-01-10,16.15999984741211
2019-01-11,16.209999084472656
2019-01-14,15.979999542236328
2019-01-15,16.149999618530273
2019-01-16,15.899999618530273
2019-01-17,16.15999984741211
2019-01-18,16.40999984741211
2019-01-22,16.040000915527344
2019-01-23,15.960000038146973
2019-01-24,17.049999237060547
2019-01-25,17.850000381469727
2019-01-28,17.34000015258789
2019-01-29,17.299999237060547
2019-01-30,17.0
2019-01-31,17.350000381469727
2019-02-01,17.780000686645508
2019-02-04,18.020000457763672
2019-02-05,17.459999084472656
2019-02-06,17.100000381469727
2019-02-07,17.270000457763672
2019-02-08,17.43000030517578
2019-02-11,17.520000457763672
2019-02-12,18.219999313354492
2019-02-13,18.639999389648438
2019-02-14,18.639999389648438
2019-02-15,18.190000534057617
2019-02-19,18.950000762939453
2019-02-20,19.139999389648438
2019-02-21,19.079999923706055
2019-02-22,19.559999465942383
2019-02-25,19.969999313354492
2019-02-26,19.959999084472656
2019-02-27,20.149999618530273
2019-02-28,19.889999389648438
2019-03-01,20.920000076293945
2019-03-04,19.889999389648438
2019-03-05,18.790000915527344
2019-03-06,18.700000762939453
2019-03-07,17.790000915527344
2019-03-08,19.799999237060547
2019-03-11,19.459999084472656
2019-03-12,19.850000381469727
2019-03-13,20.40999984741211
2019-03-14,21.100000381469727
2019-03-15,21.65999984741211
2019-03-18,21.5
2019-03-19,21.389999389648438
2019-03-20,21.280000686645508
2019-03-21,21.1299991607666
2019-03-22,20.3799991607666
2019-03-25,21.030000686645508
2019-03-26,21.049999237060547
2019-03-27,20.950000762939453
2019-03-28,21.56999969482422
2019-03-29,21.719999313354492
2019-04-01,21.670000076293945
2019-04-02,21.56999969482422
2019-04-03,21.860000610351562
2019-04-04,21.6200008392334
2019-04-05,21.940000534057617
2019-04-08,21.450000762939453
2019-04-09,20.75
2019-04-10,21.299999237060547
2019-04-11,20.809999465942383
2019-04-12,20.709999084472656
2019-04-15,20.5
2019-04-16,20.139999389648438
2019-04-17,19.09000015258789
2019-04-18,18.850000381469727
2019-04-22,18.540000915527344
2019-04-23,19.690000534057617
2019-04-24,19.389999389648438
2019-04-25,19.260000228881836
2019-04-26,19.40999984741211
2019-04-29,19.8700008392334
2019-04-30,19.829999923706055
2019-05-01,19.84000015258789
2019-05-02,19.959999084472656
2019-05-03,20.510000228881836
2019-05-06,21.31999969482422
2019-05-07,21.760000228881836
2019-05-08,22.040000915527344
2019-05-09,21.209999084472656
2019-05-10,22.540000915527344
2019-05-13,20.309999465942383
2019-05-14,21.280000686645508
2019-05-15,21.700000762939453
2019-05-16,21.8799991607666
2019-05-17,21.040000915527344
2019-05-20,20.940000534057617
2019-05-21,21.440000534057617
2019-05-22,21.399999618530273
2019-05-23,21.049999237060547
2019-05-24,21.3799991607666
2019-05-28,21.3799991607666
2019-05-29,20.940000534057617
2019-05-30,21.31999969482422
2019-05-31,20.760000228881836
2019-06-03,19.549999237060547
2019-06-04,20.200000762939453
2019-06-05,20.59000015258789
2019-06-06,20.739999771118164
2019-06-07,21.579999923706055
2019-06-10,21.829999923706055
2019-06-11,21.489999771118164
2019-06-12,21.520000457763672
2019-06-13,21.829999923706055
2019-06-14,21.729999542236328
2019-06-17,21.549999237060547
2019-06-18,21.969999313354492
2019-06-19,22.239999771118164
2019-06-20,24.25
2019-06-21,24.25
2019-06-24,23.399999618530273
2019-06-25,23.549999237060547
2019-06-26,23.239999771118164
2019-06-27,25.239999771118164
2019-06-28,24.219999313354492
2019-07-01,22.809999465942383
2019-07-02,22.40999984741211
2019-07-03,21.670000076293945
2019-07-05,21.719999313354492
2019-07-08,21.329999923706055
2019-07-09,21.020000457763672
2019-07-10,21.700000762939453
2019-07-11,21.469999313354492
2019-07-12,21.530000686645508
2019-07-15,22.989999771118164
2019-07-16,23.399999618530273
2019-07-17,23.489999771118164
2019-07-18,23.969999313354492
2019-07-19,23.860000610351562
2019-07-22,24.079999923706055
2019-07-23,24.010000228881836
2019-07-24,24.31999969482422
2019-07-25,23.700000762939453
2019-07-26,24.25
2019-07-29,24.780000686645508
2019-07-30,24.899999618530273
2019-07-31,25.010000228881836
2019-08-01,24.3799991607666
2019-08-02,22.59000015258789
2019-08-05,21.90999984741211
2019-08-06,22.1200008392334
2019-08-07,21.81999969482422
2019-08-08,23.40999984741211
2019-08-09,24.0
2019-08-12,23.59000015258789
2019-08-13,23.799999237060547
2019-08-14,23.360000610351562
2019-08-15,22.010000228881836
2019-08-16,22.219999313354492
2019-08-19,22.479999542236328
2019-08-20,22.850000381469727
2019-08-21,23.40999984741211
2019-08-22,23.270000457763672
2019-08-23,22.040000915527344
2019-08-26,22.329999923706055
2019-08-27,22.219999313354492
2019-08-28,22.850000381469727
2019-08-29,23.809999465942383
2019-08-30,23.989999771118164
2019-09-03,23.3700008392334
2019-09-04,24.149999618530273
2019-09-05,23.610000610351562
2019-09-06,23.59000015258789
2019-09-09,23.079999923706055
2019-09-10,23.959999084472656
2019-09-11,25.850000381469727
2019-09-12,26.989999771118164
2019-09-13,27.389999389648438
2019-09-16,27.860000610351562
2019-09-17,24.90999984741211
2019-09-18,25.110000610351562
2019-09-19,23.40999984741211
2019-09-20,21.920000076293945
2019-09-23,21.260000228881836
2019-09-24,20.40999984741211
2019-09-25,20.059999465942383
2019-09-26,20.059999465942383
2019-09-27,20.06999969482422
2019-09-30,20.575000762939453
2019-10-01,20.280000686645508
2019-10-02,19.829999923706055
2019-10-03,19.149999618530273
2019-10-04,19.924999237060547
2019-10-07,20.170000076293945
2019-10-08,19.65999984741211
2019-10-09,19.549999237060547
2019-10-10,19.8700008392334
2019-10-11,20.0
2019-10-14,19.0
2019-10-15,19.0
2019-10-16,18.875
2019-10-17,17.5
2019-10-18,18.329999923706055
2019-10-21,18.100000381469727
2019-10-22,17.950000762939453
2019-10-23,17.639999389648438
2019-10-24,17.450000762939453
2019-10-25,17.59000015258789
2019-10-28,17.8799991607666
2019-10-29,17.469999313354492
2019-10-30,17.40999984741211
2019-10-31,18.0
2019-11-01,15.199999809265137
2019-11-04,15.295000076293945
2019-11-05,14.600000381469727
2019-11-06,14.59000015258789
2019-11-07,14.970000267028809
2019-11-08,14.25
2019-11-11,14.390000343322754
2019-11-12,14.520000457763672
2019-11-13,14.15999984741211
2019-11-14,14.0600004196167
2019-11-15,14.359999656677246
2019-11-18,14.319999694824219
2019-11-19,14.050000190734863
2019-11-20,13.850000381469727
2019-11-21,13.755000114440918
2019-11-22,14.90999984741211
2019-11-25,14.020000457763672
2019-11-26,14.300000190734863
2019-11-27,14.270000457763672
2019-11-29,14.270000457763672
2019-12-02,14.4399995803833
2019-12-03,14.220000267028809
2019-12-04,14.609999656677246
2019-12-05,14.529999732971191
2019-12-06,15.010000228881836
2019-12-09,15.220000267028809
2019-12-10,14.720000267028809
2019-12-11,14.619999885559082
2019-12-12,14.949999809265137
2019-12-13,15.149999618530273
2019-12-16,15.180000305175781
2019-12-17,15.5
2019-12-18,15.350000381469727
2019-12-19,16.110000610351562
2019-12-20,16.1299991607666
2019-12-23,16.459999084472656
2019-12-24,16.5
2019-12-26,16.510000228881836
2019-12-27,16.8799991607666
2019-12-30,16.895000457763672
2019-12-31,17.15999984741211
2020-01-02,17.56999969482422
2020-01-03,16.850000381469727
2020-01-06,16.510000228881836
2020-01-07,15.789999961853027
2020-01-08,16.010000228881836
2020-01-09,15.5
2020-01-10,15.470000267028809
2020-01-13,15.930000305175781
2020-01-14,15.640000343322754
2020-01-15,15.279999732971191
2020-01-16,15.140000343322754
2020-01-17,15.619999885559082
2020-01-21,15.65999984741211
2020-01-22,15.649999618530273
2020-01-23,15.670000076293945
2020-01-24,15.520000457763672
2020-01-27,15.34000015258789
2020-01-28,15.5600004196167
2020-01-29,15.5
2020-01-30,15.619999885559082
2020-01-31,15.029999732971191
2020-02-03,15.119999885559082
2020-02-04,15.069999694824219
2020-02-05,15.489999771118164
2020-02-06,9.289999961853027
2020-02-07,8.609999656677246
2020-02-10,8.579999923706055
2020-02-11,8.850000381469727
2020-02-12,9.210000038146973
2020-02-13,9.4399995803833
2020-02-14,9.710000038146973
2020-02-18,9.234999656677246
2020-02-19,9.15999984741211
2020-02-20,8.949999809265137
2020-02-21,8.869999885559082
2020-02-24,8.524999618530273
2020-02-25,8.6899995803833
2020-02-26,8.199999809265137
2020-02-27,8.09000015258789
2020-02-28,8.109999656677246
2020-03-02,7.90500020980835
2020-03-03,7.389999866485596
2020-03-04,7.53000020980835
2020-03-05,7.239999771118164
2020-03-06,6.920000076293945
2020-03-09,6.300000190734863
2020-03-10,6.210000038146973
2020-03-11,5.619999885559082
2020-03-12,4.570000171661377
2020-03-13,5.019999980926514
2020-03-16,4.309999942779541
2020-03-17,4.519999980926514
2020-03-18,3.819999933242798
2020-03-19,4.130000114440918
2020-03-20,4.050000190734863
2020-03-23,3.640000104904175
2020-03-24,4.0
2020-03-25,4.139999866485596
2020-03-26,4.519999980926514
2020-03-27,4.190000057220459
2020-03-30,4.019999980926514
2020-03-31,3.990000009536743
2020-04-01,3.8299999237060547
2020-04-02,3.5299999713897705
2020-04-03,3.180000066757202
2020-04-06,3.450000047683716
2020-04-07,3.5
2020-04-08,3.430000066757202
2020-04-09,3.5799999237060547
2020-04-13,3.8399999141693115
2020-04-14,4.170000076293945
2020-04-15,3.809999942779541
2020-04-16,3.809999942779541
2020-04-17,3.7899999618530273
2020-04-20,3.6700000762939453
2020-04-21,3.6649999618530273
2020-04-22,3.4200000762939453
2020-04-23,3.630000114440918
2020-04-24,3.509999990463257
2020-04-27,3.680000066757202
2020-04-28,3.9600000381469727
2020-04-29,4.010000228881836
2020-04-30,4.28000020980835
2020-05-01,3.880000114440918
2020-05-04,4.050000190734863
2020-05-05,3.700000047683716
2020-05-06,3.7799999713897705
2020-05-07,3.890000104904175
2020-05-08,4.730000019073486
2020-05-11,4.659999847412109
2020-05-12,4.474999904632568
2020-05-13,4.130000114440918
2020-05-14,4.320000171661377
2020-05-15,4.21999979019165
2020-05-18,4.860000133514404
2020-05-19,4.800000190734863
2020-05-20,4.869999885559082
2020-05-21,4.840000152587891
2020-05-22,4.78000020980835
2020-05-26,5.130000114440918
2020-05-27,5.800000190734863
2020-05-28,5.349999904632568
2020-05-29,5.650000095367432
2020-06-01,5.760000228881836
2020-06-02,5.400000095367432
2020-06-03,6.289999961853027
2020-06-04,6.349999904632568
2020-06-05,7.110000133514404
2020-06-08,7.690000057220459
2020-06-09,7.110000133514404
2020-06-10,6.809999942779541
2020-06-11,6.090000152587891
2020-06-12,6.434999942779541
2020-06-15,6.300000190734863
2020-06-16,6.394999980926514
2020-06-17,6.150000095367432
2020-06-18,5.880000114440918
2020-06-19,5.679999828338623
2020-06-22,5.650000095367432
2020-06-23,6.079999923706055
2020-06-24,5.579999923706055
2020-06-25,5.699999809265137
2020-06-26,5.489999771118164
2020-06-29,5.78000020980835
2020-06-30,5.800000190734863
2020-07-01,5.900000095367432
2020-07-02,5.889999866485596
2020-07-06,5.559999942779541
2020-07-07,5.329999923706055
2020-07-08,5.139999866485596
2020-07-09,4.929999828338623
2020-07-10,5.28000020980835
2020-07-13,5.190000057220459
2020-07-14,6.360000133514404
2020-07-15,6.070000171661377
2020-07-16,6.050000190734863
2020-07-17,5.900000095367432
2020-07-20,5.789999961853027
2020-07-21,6.239999771118164
2020-07-22,6.050000190734863
2020-07-23,6.0
2020-07-24,5.710000038146973
2020-07-27,5.570000171661377
2020-07-28,5.840000152587891
2020-07-29,5.510000228881836
2020-07-30,5.619999885559082
2020-07-31,5.539999961853027
2020-08-03,5.630000114440918
2020-08-04,5.679999828338623
2020-08-05,5.849999904632568
2020-08-06,6.360000133514404
2020-08-07,5.570000171661377
2020-08-10,5.75
2020-08-11,6.019999980926514
2020-08-12,6.144999980926514
2020-08-13,6.269999980926514
2020-08-14,6.239999771118164
2020-08-17,6.039999961853027
2020-08-18,5.800000190734863
2020-08-19,5.659999847412109
2020-08-20,5.670000076293945
2020-08-21,5.619999885559082
2020-08-24,5.789999961853027
2020-08-25,5.78000020980835
2020-08-26,5.789999961853027
2020-08-27,5.840000152587891
2020-08-28,5.96999979019165
2020-08-31,5.840000152587891
2020-09-01,6.03000020980835
2020-09-02,6.369999885559082
2020-09-03,5.980000019073486
2020-09-04,6.0
2020-09-08,6.139999866485596
2020-09-09,6.190000057220459
2020-09-10,6.300000190734863
2020-09-11,5.980000019073486
2020-09-14,6.099999904632568
2020-09-15,6.170000076293945
2020-09-16,6.309999942779541
2020-09-17,6.340000152587891
2020-09-18,6.389999866485596
2020-09-21,6.03000020980835
2020-09-22,5.929999828338623
2020-09-23,5.769999980926514
2020-09-24,5.409999847412109
2020-09-25,5.75
2020-09-28,5.71999979019165
2020-09-29,5.710000038146973
2020-09-30,5.789999961853027
2020-10-01,5.860000133514404
2020-10-02,5.739999771118164
2020-10-05,5.909999847412109
2020-10-06,5.960000038146973
2020-10-07,6.119999885559082
2020-10-08,6.159999847412109
2020-10-09,6.210000038146973
2020-10-12,6.179999828338623
2020-10-13,6.130000114440918
2020-10-14,6.050000190734863
2020-10-15,6.28000020980835
2020-10-16,6.119999885559082
2020-10-19,6.170000076293945
2020-10-20,6.130000114440918
2020-10-21,5.960000038146973
2020-10-22,5.96999979019165
2020-10-23,6.760000228881836
2020-10-26,6.610000133514404
2020-10-27,7.260000228881836
2020-10-28,6.699999809265137
2020-10-29,6.519999980926514
2020-10-30,6.340000152587891
2020-11-02,6.369999885559082
2020-11-03,6.789999961853027
2020-11-04,6.679999828338623
2020-11-05,7.019999980926514
2020-11-06,6.050000190734863
2020-11-09,6.949999809265137
2020-11-10,7.480000019073486
2020-11-11,7.550000190734863
2020-11-12,6.920000076293945
2020-11-13,7.25
2020-11-16,7.96999979019165
2020-11-17,8.399999618530273
2020-11-18,8.859999656677246
2020-11-19,8.649999618530273
2020-11-20,8.529999732971191
2020-11-23,9.109999656677246
2020-11-24,9.529999732971191
2020-11-25,9.3100004196167
2020-11-27,9.350000381469727
2020-11-30,8.779999732971191
2020-12-01,9.069999694824219
2020-12-02,9.5
2020-12-03,8.460000038146973
2020-12-04,10.899999618530273
2020-12-07,10.850000381469727
2020-12-08,10.710000038146973
2020-12-09,10.550000190734863
2020-12-10,10.5600004196167
2020-12-11,10.225000381469727
2020-12-14,10.449999809265137
2020-12-15,11.0
2020-12-16,11.75
2020-12-17,11.890000343322754
2020-12-18,11.430000305175781
2020-12-21,11.100000381469727
2020-12-22,10.8100004196167
2020-12-23,10.859999656677246
2020-12-24,10.65999984741211
2020-12-28,10.670000076293945
2020-12-29,10.5600004196167
2020-12-30,10.729999542236328
2020-12-31,10.380000114440918
2021-01-04,10.050000190734863
2021-01-05,10.329999923706055
2021-01-06,10.699999809265137
2021-01-07,10.729999542236328
2021-01-08,10.520000457763672
2021-01-11,10.390000343322754
2021-01-12,11.300000190734863
2021-01-13,11.109999656677246
2021-01-14,12.699999809265137
2021-01-15,12.0600004196167
2021-01-19,11.520000457763672
2021-01-20,11.680000305175781
2021-01-21,11.619999885559082
2021-01-22,11.710000038146973
2021-01-25,12.15999984741211
2021-01-26,12.25
2021-01-27,12.539999961853027
2021-01-28,11.970000267028809
2021-01-29,11.949999809265137
2021-02-01,12.899999618530273
2021-02-02,12.569999694824219
2021-02-03,12.739999771118164
2021-02-04,13.180000305175781
2021-02-05,13.470000267028809
2021-02-08,13.8100004196167
2021-02-09,13.300000190734863
2021-02-10,13.130000114440918
2021-02-11,12.819999694824219
2021-02-12,12.739999771118164
2021-02-16,13.079999923706055
2021-02-17,13.470000267028809
2021-02-18,13.119999885559082
2021-02-19,13.109999656677246
2021-02-22,12.84000015258789
2021-02-23,12.819999694824219
2021-02-24,13.119999885559082
2021-02-25,13.15999984741211
2021-02-26,13.579999923706055
2021-03-01,13.890000343322754
2021-03-02,13.850000381469727
2021-03-03,13.609999656677246
2021-03-04,12.899999618530273
2021-03-05,13.460000038146973
2021-03-08,13.899999618530273
2021-03-09,13.84000015258789
2021-03-10,14.449999809265137
2021-03-11,15.329999923706055
2021-03-12,17.770000457763672
2021-03-15,18.829999923706055
2021-03-16,17.959999084472656
2021-03-17,18.229999542236328
2021-03-18,17.299999237060547
2021-03-19,17.56999969482422
2021-03-22,16.5
2021-03-23,18.1200008392334
2021-03-24,19.239999771118164
2021-03-25,20.829999923706055
2021-03-26,19.479999542236328
2021-03-29,18.809999465942383
2021-03-30,19.190000534057617
2021-03-31,19.68000030517578
2021-04-01,20.959999084472656
2021-04-05,21.440000534057617
2021-04-06,21.719999313354492
2021-04-07,23.0
2021-04-08,23.969999313354492
2021-04-09,22.829999923706055
2021-04-12,23.1200008392334
2021-04-13,22.43000030517578
2021-04-14,21.520000457763672
2021-04-15,20.829999923706055
2021-04-16,21.010000228881836
2021-04-19,21.43000030517578
2021-04-20,19.489999771118164
2021-04-21,19.90999984741211
2021-04-22,20.239999771118164
2021-04-23,21.149999618530273
2021-04-26,21.399999618530273
2021-04-27,21.639999389648438
2021-04-28,21.739999771118164
2021-04-29,21.670000076293945
2021-04-30,21.540000915527344
2021-05-03,21.549999237060547
2021-05-04,20.889999389648438
2021-05-05,21.360000610351562
2021-05-06,21.219999313354492
2021-05-07,25.450000762939453
2021-05-10,23.219999313354492
2021-05-11,23.389999389648438
2021-05-12,21.200000762939453
2021-05-13,23.239999771118164
2021-05-14,24.670000076293945
