,ESPO
2018-10-17,30.700000762939453
2018-10-18,29.850000381469727
2018-10-19,29.5
2018-10-22,29.6200008392334
2018-10-23,29.200000762939453
2018-10-24,27.739999771118164
2018-10-25,28.1200008392334
2018-10-26,27.299999237060547
2018-10-29,26.260000228881836
2018-10-30,26.780000686645508
2018-10-31,27.899999618530273
2018-11-01,28.770000457763672
2018-11-02,29.0
2018-11-05,28.700000762939453
2018-11-06,28.760000228881836
2018-11-07,29.579999923706055
2018-11-08,29.149999618530273
2018-11-09,27.860000610351562
2018-11-12,27.229999542236328
2018-11-13,27.489999771118164
2018-11-14,27.600000381469727
2018-11-15,28.110000610351562
2018-11-16,27.479999542236328
2018-11-19,26.75
2018-11-20,26.239999771118164
2018-11-21,26.850000381469727
2018-11-23,26.670000076293945
2018-11-26,27.209999084472656
2018-11-27,27.360000610351562
2018-11-28,28.170000076293945
2018-11-29,28.3700008392334
2018-11-30,28.209999084472656
2018-12-03,28.559999465942383
2018-12-04,27.639999389648438
2018-12-06,27.489999771118164
2018-12-07,27.149999618530273
2018-12-10,27.239999771118164
2018-12-11,27.31999969482422
2018-12-12,27.639999389648438
2018-12-13,27.68000030517578
2018-12-14,27.09000015258789
2018-12-17,26.6200008392334
2018-12-18,26.639999389648438
2018-12-19,26.399999618530273
2018-12-20,26.18000030517578
2018-12-21,26.15999984741211
2018-12-24,25.809999465942383
2018-12-26,26.600000381469727
2018-12-27,26.799999237060547
2018-12-28,26.829999923706055
2018-12-31,26.829999923706055
2019-01-02,26.969999313354492
2019-01-03,26.209999084472656
2019-01-04,27.360000610351562
2019-01-07,28.09000015258789
2019-01-08,28.34000015258789
2019-01-09,28.8700008392334
2019-01-10,28.989999771118164
2019-01-11,28.579999923706055
2019-01-14,28.469999313354492
2019-01-15,28.649999618530273
2019-01-16,28.75
2019-01-17,29.0
2019-01-18,29.56999969482422
2019-01-22,28.809999465942383
2019-01-23,28.889999389648438
2019-01-24,29.34000015258789
2019-01-25,29.770000457763672
2019-01-28,29.010000228881836
2019-01-29,28.860000610351562
2019-01-30,29.56999969482422
2019-01-31,29.799999237060547
2019-02-01,29.479999542236328
2019-02-04,29.809999465942383
2019-02-05,30.010000228881836
2019-02-06,28.8700008392334
2019-02-07,28.489999771118164
2019-02-08,28.760000228881836
2019-02-11,28.649999618530273
2019-02-12,28.989999771118164
2019-02-13,29.100000381469727
2019-02-14,29.329999923706055
2019-02-15,29.329999923706055
2019-02-19,29.100000381469727
2019-02-20,28.889999389648438
2019-02-21,28.700000762939453
2019-02-22,28.829999923706055
2019-02-25,29.010000228881836
2019-02-26,29.049999237060547
2019-02-27,29.219999313354492
2019-02-28,29.040000915527344
2019-03-01,29.43000030517578
2019-03-04,29.34000015258789
2019-03-05,29.639999389648438
2019-03-06,29.530000686645508
2019-03-07,29.149999618530273
2019-03-08,29.049999237060547
2019-03-11,29.719999313354492
2019-03-12,29.780000686645508
2019-03-13,30.3799991607666
2019-03-14,29.940000534057617
2019-03-15,30.440000534057617
2019-03-18,30.739999771118164
2019-03-19,31.040000915527344
2019-03-20,31.100000381469727
2019-03-21,31.790000915527344
2019-03-22,31.329999923706055
2019-03-25,31.239999771118164
2019-03-26,31.3700008392334
2019-03-27,31.299999237060547
2019-03-28,31.6200008392334
2019-03-29,31.739999771118164
2019-04-01,32.11000061035156
2019-04-02,32.0
2019-04-03,32.619998931884766
2019-04-04,32.349998474121094
2019-04-05,32.63999938964844
2019-04-08,32.38999938964844
2019-04-09,32.150001525878906
2019-04-10,32.47999954223633
2019-04-11,32.43000030517578
2019-04-12,32.70000076293945
2019-04-15,32.27000045776367
2019-04-16,32.380001068115234
2019-04-17,32.04999923706055
2019-04-18,32.22999954223633
2019-04-22,32.40999984741211
2019-04-23,32.689998626708984
2019-04-24,32.70000076293945
2019-04-25,32.380001068115234
2019-04-26,32.72999954223633
2019-04-29,32.900001525878906
2019-04-30,32.88999938964844
2019-05-01,32.91999816894531
2019-05-02,32.91999816894531
2019-05-03,33.099998474121094
2019-05-06,32.790000915527344
2019-05-07,31.93000030517578
2019-05-08,32.29999923706055
2019-05-09,31.850000381469727
2019-05-10,32.369998931884766
2019-05-13,31.440000534057617
2019-05-14,32.0
2019-05-15,32.18000030517578
2019-05-16,32.459999084472656
2019-05-17,32.09000015258789
2019-05-20,31.190000534057617
2019-05-21,31.5
2019-05-22,32.029998779296875
2019-05-23,31.520000457763672
2019-05-24,31.700000762939453
2019-05-28,31.8799991607666
2019-05-29,31.649999618530273
2019-05-30,31.639999389648438
2019-05-31,31.760000228881836
2019-06-03,31.649999618530273
2019-06-04,32.16999816894531
2019-06-05,32.15999984741211
2019-06-06,32.599998474121094
2019-06-07,32.95000076293945
2019-06-10,33.2400016784668
2019-06-11,33.04999923706055
2019-06-12,32.400001525878906
2019-06-13,32.36000061035156
2019-06-14,32.119998931884766
2019-06-17,31.84000015258789
2019-06-18,32.400001525878906
2019-06-19,32.4900016784668
2019-06-20,32.97999954223633
2019-06-21,32.959999084472656
2019-06-24,33.099998474121094
2019-06-25,32.619998931884766
2019-06-26,32.970001220703125
2019-06-27,33.31999969482422
2019-06-28,33.34000015258789
2019-07-01,33.66999816894531
2019-07-02,33.75
2019-07-03,33.75
2019-07-05,33.400001525878906
2019-07-08,33.08000183105469
2019-07-09,33.25
2019-07-10,33.779998779296875
2019-07-11,34.08000183105469
2019-07-12,33.88999938964844
2019-07-15,34.099998474121094
2019-07-16,33.86000061035156
2019-07-17,33.650001525878906
2019-07-18,33.70000076293945
2019-07-19,33.470001220703125
2019-07-22,33.5
2019-07-23,33.68000030517578
2019-07-24,34.04999923706055
2019-07-25,33.779998779296875
2019-07-26,34.099998474121094
2019-07-29,33.939998626708984
2019-07-30,33.7400016784668
2019-07-31,33.56999969482422
2019-08-01,33.31999969482422
2019-08-02,33.459999084472656
2019-08-05,31.940000534057617
2019-08-06,32.34000015258789
2019-08-07,32.97999954223633
2019-08-08,33.959999084472656
2019-08-09,33.279998779296875
2019-08-12,32.650001525878906
2019-08-13,33.20000076293945
2019-08-14,32.13999938964844
2019-08-15,32.220001220703125
2019-08-16,32.90999984741211
2019-08-19,33.560001373291016
2019-08-20,33.36000061035156
2019-08-21,33.72999954223633
2019-08-22,33.689998626708984
2019-08-23,32.93000030517578
2019-08-26,33.22999954223633
2019-08-27,33.47999954223633
2019-08-28,33.470001220703125
2019-08-29,33.779998779296875
2019-08-30,33.83000183105469
2019-09-03,33.65999984741211
2019-09-04,34.380001068115234
2019-09-05,34.619998931884766
2019-09-06,34.75
2019-09-09,34.779998779296875
2019-09-10,34.439998626708984
2019-09-11,34.459999084472656
2019-09-12,34.709999084472656
2019-09-13,34.939998626708984
2019-09-16,34.7400016784668
2019-09-17,34.68000030517578
2019-09-18,34.560001373291016
2019-09-19,34.68000030517578
2019-09-20,34.599998474121094
2019-09-23,34.5099983215332
2019-09-24,34.099998474121094
2019-09-25,34.25
2019-09-26,34.20000076293945
2019-09-27,33.41999816894531
2019-09-30,33.790000915527344
2019-10-01,33.5
2019-10-02,33.0
2019-10-03,33.63999938964844
2019-10-04,33.93000030517578
2019-10-07,33.81999969482422
2019-10-08,33.15999984741211
2019-10-09,33.459999084472656
2019-10-10,33.45000076293945
2019-10-11,33.81999969482422
2019-10-14,33.84000015258789
2019-10-15,34.349998474121094
2019-10-16,34.13999938964844
2019-10-17,34.150001525878906
2019-10-18,33.849998474121094
2019-10-21,34.13999938964844
2019-10-22,33.86000061035156
2019-10-23,33.81999969482422
2019-10-24,34.08000183105469
2019-10-25,34.04999923706055
2019-10-28,34.369998931884766
2019-10-29,33.9900016784668
2019-10-30,34.31999969482422
2019-10-31,34.36000061035156
2019-11-01,34.959999084472656
2019-11-04,35.4900016784668
2019-11-05,35.20000076293945
2019-11-06,35.150001525878906
2019-11-07,35.029998779296875
2019-11-08,34.970001220703125
2019-11-11,34.86000061035156
2019-11-12,35.27000045776367
2019-11-13,35.130001068115234
2019-11-14,35.380001068115234
2019-11-15,35.36000061035156
2019-11-18,35.66999816894531
2019-11-19,35.81999969482422
2019-11-20,35.869998931884766
2019-11-21,35.77000045776367
2019-11-22,35.75
2019-11-25,36.20000076293945
2019-11-26,36.150001525878906
2019-11-27,36.220001220703125
2019-11-29,36.029998779296875
2019-12-02,35.70000076293945
2019-12-03,35.66999816894531
2019-12-04,36.15999984741211
2019-12-05,36.18000030517578
2019-12-06,36.54999923706055
2019-12-09,36.29999923706055
2019-12-10,36.56999969482422
2019-12-11,36.72999954223633
2019-12-12,37.58000183105469
2019-12-13,37.040000915527344
2019-12-16,37.45000076293945
2019-12-17,37.560001373291016
2019-12-18,37.54999923706055
2019-12-19,37.63999938964844
2019-12-20,37.880001068115234
2019-12-23,38.040000915527344
2019-12-24,38.060001373291016
2019-12-26,38.220001220703125
2019-12-27,38.279998779296875
2019-12-30,37.869998931884766
2019-12-31,38.11000061035156
2020-01-02,38.869998931884766
2020-01-03,38.7599983215332
2020-01-06,38.880001068115234
2020-01-07,39.06999969482422
2020-01-08,39.189998626708984
2020-01-09,39.5
2020-01-10,39.45000076293945
2020-01-13,40.2400016784668
2020-01-14,40.060001373291016
2020-01-15,40.029998779296875
2020-01-16,40.25
2020-01-17,40.130001068115234
2020-01-21,39.91999816894531
2020-01-22,40.29999923706055
2020-01-23,40.34000015258789
2020-01-24,39.93000030517578
2020-01-27,38.97999954223633
2020-01-28,39.68000030517578
2020-01-29,39.4900016784668
2020-01-30,39.40999984741211
2020-01-31,38.36000061035156
2020-02-03,39.09000015258789
2020-02-04,40.20000076293945
2020-02-05,40.22999954223633
2020-02-06,40.79999923706055
2020-02-07,40.380001068115234
2020-02-10,40.72999954223633
2020-02-11,41.06999969482422
2020-02-12,41.349998474121094
2020-02-13,41.119998931884766
2020-02-14,41.900001525878906
2020-02-18,42.13999938964844
2020-02-19,42.869998931884766
2020-02-20,42.29999923706055
2020-02-21,41.52000045776367
2020-02-24,40.220001220703125
2020-02-25,39.58000183105469
2020-02-26,39.939998626708984
2020-02-27,38.63999938964844
2020-02-28,38.25
2020-03-02,39.72999954223633
2020-03-03,39.65999984741211
2020-03-04,41.349998474121094
2020-03-05,40.779998779296875
2020-03-06,40.36000061035156
2020-03-09,37.900001525878906
2020-03-10,39.2400016784668
2020-03-11,37.650001525878906
2020-03-12,34.58000183105469
2020-03-13,36.7599983215332
2020-03-16,33.5099983215332
2020-03-17,35.36000061035156
2020-03-18,33.65999984741211
2020-03-19,34.290000915527344
2020-03-20,33.83000183105469
2020-03-23,34.86000061035156
2020-03-24,37.2400016784668
2020-03-25,36.970001220703125
2020-03-26,38.43000030517578
2020-03-27,37.970001220703125
2020-03-30,38.93000030517578
2020-03-31,38.869998931884766
2020-04-01,37.58000183105469
2020-04-02,38.91999816894531
2020-04-03,38.29999923706055
2020-04-06,40.04999923706055
2020-04-07,39.66999816894531
2020-04-08,39.75
2020-04-09,39.83000183105469
2020-04-13,40.599998474121094
2020-04-14,41.619998931884766
2020-04-15,42.09000015258789
2020-04-16,42.869998931884766
2020-04-17,42.790000915527344
2020-04-20,42.650001525878906
2020-04-21,41.5
2020-04-22,42.54999923706055
2020-04-23,42.310001373291016
2020-04-24,42.650001525878906
2020-04-27,43.099998474121094
