,ESPO
2020-04-28,42.310001373291016
2020-04-29,42.900001525878906
2020-04-30,41.65999984741211
2020-05-01,40.9900016784668
2020-05-04,41.880001068115234
2020-05-05,42.38999938964844
2020-05-06,42.68000030517578
2020-05-07,43.369998931884766
2020-05-08,43.849998474121094
2020-05-11,44.59000015258789
2020-05-12,44.279998779296875
2020-05-13,44.5
2020-05-14,44.779998779296875
2020-05-15,45.29999923706055
2020-05-18,46.2400016784668
2020-05-19,46.279998779296875
2020-05-20,47.029998779296875
2020-05-21,46.970001220703125
2020-05-22,47.0099983215332
2020-05-26,46.939998626708984
2020-05-27,46.0099983215332
2020-05-28,45.7400016784668
2020-05-29,47.38999938964844
2020-06-01,48.209999084472656
2020-06-02,48.619998931884766
2020-06-03,48.150001525878906
2020-06-04,47.41999816894531
2020-06-05,48.380001068115234
2020-06-08,48.290000915527344
2020-06-09,48.59000015258789
2020-06-10,49.630001068115234
2020-06-11,48.06999969482422
2020-06-12,48.810001373291016
2020-06-15,49.45000076293945
2020-06-16,49.84000015258789
2020-06-17,50.7400016784668
2020-06-18,50.810001373291016
2020-06-19,50.959999084472656
2020-06-22,51.790000915527344
2020-06-23,52.310001373291016
2020-06-24,51.630001068115234
2020-06-25,51.81999969482422
2020-06-26,51.5099983215332
2020-06-29,51.5
2020-06-30,51.7599983215332
2020-07-01,52.63999938964844
2020-07-02,53.34000015258789
2020-07-06,54.2400016784668
2020-07-07,54.09000015258789
2020-07-08,55.189998626708984
2020-07-09,56.08000183105469
2020-07-10,55.75
2020-07-13,54.0
2020-07-14,54.2599983215332
2020-07-15,54.290000915527344
2020-07-16,53.09000015258789
2020-07-17,53.20000076293945
2020-07-20,54.45000076293945
2020-07-21,54.72999954223633
2020-07-22,54.81999969482422
2020-07-23,53.90999984741211
2020-07-24,54.310001373291016
2020-07-27,55.09000015258789
2020-07-28,54.70000076293945
2020-07-29,55.97999954223633
2020-07-30,56.099998474121094
2020-07-31,56.34000015258789
2020-08-03,58.13999938964844
2020-08-04,59.560001373291016
2020-08-05,60.029998779296875
2020-08-06,60.459999084472656
2020-08-07,59.119998931884766
2020-08-10,58.45000076293945
2020-08-11,56.45000076293945
2020-08-12,58.150001525878906
2020-08-13,58.45000076293945
2020-08-14,58.29999923706055
2020-08-17,59.58000183105469
2020-08-18,60.2400016784668
2020-08-19,60.06999969482422
2020-08-20,60.220001220703125
2020-08-21,60.63999938964844
2020-08-24,61.29999923706055
2020-08-25,61.45000076293945
2020-08-26,62.150001525878906
2020-08-27,61.58000183105469
2020-08-28,61.75
2020-08-31,61.95000076293945
2020-09-01,63.380001068115234
2020-09-02,63.63999938964844
2020-09-03,61.13999938964844
2020-09-04,60.41999816894531
2020-09-08,58.150001525878906
2020-09-09,59.91999816894531
2020-09-10,59.209999084472656
2020-09-11,59.16999816894531
2020-09-14,60.209999084472656
2020-09-15,61.02000045776367
2020-09-16,60.5099983215332
2020-09-17,60.20000076293945
2020-09-18,60.16999816894531
2020-09-21,60.58000183105469
2020-09-22,60.70000076293945
2020-09-23,59.86000061035156
2020-09-24,59.65999984741211
2020-09-25,60.470001220703125
2020-09-28,61.09000015258789
2020-09-29,61.13999938964844
2020-09-30,61.540000915527344
2020-10-01,62.290000915527344
2020-10-02,60.91999816894531
2020-10-05,61.970001220703125
2020-10-06,61.529998779296875
2020-10-07,62.060001373291016
2020-10-08,62.0
2020-10-09,62.29999923706055
2020-10-12,62.939998626708984
2020-10-13,63.349998474121094
2020-10-14,62.709999084472656
2020-10-15,61.81999969482422
2020-10-16,61.790000915527344
2020-10-19,61.11000061035156
2020-10-20,61.529998779296875
2020-10-21,61.310001373291016
2020-10-22,61.27000045776367
2020-10-23,61.38999938964844
2020-10-26,60.95000076293945
2020-10-27,62.16999816894531
2020-10-28,60.7400016784668
2020-10-29,61.709999084472656
2020-10-30,59.779998779296875
2020-11-02,59.81999969482422
2020-11-03,61.02000045776367
2020-11-04,63.33000183105469
2020-11-05,64.58000183105469
2020-11-06,64.97000122070312
2020-11-09,62.279998779296875
2020-11-10,59.45000076293945
2020-11-11,60.34000015258789
2020-11-12,60.959999084472656
2020-11-13,61.810001373291016
2020-11-16,61.720001220703125
2020-11-17,61.439998626708984
2020-11-18,61.099998474121094
2020-11-19,63.040000915527344
2020-11-20,63.619998931884766
2020-11-23,63.369998931884766
2020-11-24,63.33000183105469
2020-11-25,63.54999923706055
2020-11-27,65.20999908447266
2020-11-30,65.43000030517578
2020-12-01,65.6500015258789
2020-12-02,65.66999816894531
2020-12-03,65.79000091552734
2020-12-04,67.19999694824219
2020-12-07,67.7699966430664
2020-12-08,68.08000183105469
2020-12-09,67.08000183105469
2020-12-10,67.41000366210938
2020-12-11,67.56999969482422
2020-12-14,67.8499984741211
2020-12-15,68.12000274658203
2020-12-16,68.94999694824219
2020-12-17,70.30999755859375
2020-12-18,70.41000366210938
2020-12-21,69.5199966430664
2020-12-22,69.37999725341797
2020-12-23,69.30999755859375
2020-12-24,68.72000122070312
2020-12-28,68.0199966430664
2020-12-29,68.73999786376953
2020-12-30,70.25
2020-12-31,70.01000213623047
2021-01-04,70.12999725341797
2021-01-05,71.72000122070312
2021-01-06,70.05999755859375
2021-01-07,71.41000366210938
2021-01-08,73.13999938964844
2021-01-11,72.04000091552734
2021-01-12,72.16999816894531
2021-01-13,72.87999725341797
2021-01-14,73.51000213623047
2021-01-15,72.62999725341797
2021-01-19,73.97000122070312
2021-01-20,74.94999694824219
2021-01-21,75.05999755859375
2021-01-22,76.22000122070312
2021-01-25,76.91999816894531
2021-01-26,75.48999786376953
2021-01-27,73.56999969482422
2021-01-28,74.25
2021-01-29,72.62000274658203
2021-02-01,75.13999938964844
2021-02-02,76.18000030517578
2021-02-03,76.33000183105469
2021-02-04,76.41999816894531
2021-02-05,77.44999694824219
2021-02-08,78.95999908447266
2021-02-09,79.23999786376953
2021-02-10,80.20999908447266
2021-02-11,80.83999633789062
2021-02-12,81.02999877929688
2021-02-16,80.55000305175781
2021-02-17,79.5
2021-02-18,78.97000122070312
2021-02-19,79.33000183105469
2021-02-22,75.72000122070312
2021-02-23,75.0999984741211
2021-02-24,74.58000183105469
2021-02-25,72.47000122070312
2021-02-26,72.18000030517578
2021-03-01,74.5999984741211
2021-03-02,73.3499984741211
2021-03-03,71.91000366210938
2021-03-04,68.88999938964844
2021-03-05,68.37999725341797
2021-03-08,64.81999969482422
2021-03-09,68.61000061035156
2021-03-10,67.0
2021-03-11,69.80999755859375
2021-03-12,68.97000122070312
2021-03-15,69.38999938964844
2021-03-16,70.16000366210938
2021-03-17,69.51000213623047
2021-03-18,67.5199966430664
2021-03-19,68.41000366210938
2021-03-22,68.83000183105469
2021-03-23,68.19999694824219
2021-03-24,65.93000030517578
2021-03-25,65.94000244140625
2021-03-26,67.4800033569336
2021-03-29,67.41000366210938
2021-03-30,67.3499984741211
2021-03-31,68.3499984741211
2021-04-01,70.19000244140625
2021-04-05,70.66999816894531
2021-04-06,70.94000244140625
2021-04-07,69.91999816894531
2021-04-08,71.13999938964844
2021-04-09,70.88999938964844
2021-04-12,70.52999877929688
2021-04-13,71.5999984741211
2021-04-14,71.16000366210938
2021-04-15,72.41000366210938
2021-04-16,72.0199966430664
2021-04-19,71.19000244140625
2021-04-20,69.87999725341797
2021-04-21,70.81999969482422
2021-04-22,70.66999816894531
2021-04-23,71.94000244140625
2021-04-26,72.5
2021-04-27,72.0999984741211
2021-04-28,72.12999725341797
2021-04-29,71.87999725341797
2021-04-30,70.80999755859375
2021-05-03,70.26000213623047
2021-05-04,68.70999908447266
2021-05-05,68.97000122070312
2021-05-06,68.44000244140625
2021-05-07,69.0199966430664
2021-05-10,67.18000030517578
2021-05-11,67.23999786376953
2021-05-12,65.0999984741211
2021-05-13,63.70000076293945
2021-05-14,66.16000366210938
