,CHPMU
2019-11-22,10.050000190734863
2019-11-25,10.0600004196167
2019-11-26,10.069999694824219
2019-11-27,10.069999694824219
2019-11-29,10.074999809265137
2019-12-02,10.0600004196167
2019-12-03,10.069999694824219
2019-12-04,10.079999923706055
2019-12-05,10.079999923706055
2019-12-06,10.079999923706055
2019-12-09,10.100000381469727
2019-12-10,10.100000381469727
2019-12-11,10.100000381469727
2019-12-12,10.100000381469727
2019-12-13,10.109999656677246
2019-12-16,10.137999534606934
2019-12-17,10.149999618530273
2019-12-18,10.15999984741211
2019-12-19,10.170000076293945
2019-12-20,10.170000076293945
2019-12-23,10.149999618530273
2019-12-24,10.149999618530273
2019-12-26,10.149999618530273
2019-12-27,10.15999984741211
2019-12-30,10.175000190734863
2019-12-31,10.170000076293945
2020-01-02,10.180000305175781
2020-01-03,10.180000305175781
2020-01-06,10.180000305175781
2020-01-07,10.180000305175781
2020-01-08,10.199999809265137
2020-01-09,10.199999809265137
2020-01-10,10.350000381469727
2020-01-13,10.3100004196167
2020-01-14,10.25
2020-01-15,10.300000190734863
2020-01-16,10.390000343322754
2020-01-17,10.449999809265137
2020-01-21,10.489999771118164
2020-01-22,10.489999771118164
2020-01-23,10.520000457763672
2020-01-24,10.460000038146973
2020-01-27,10.4399995803833
2020-01-28,10.4399995803833
2020-01-29,10.4399995803833
2020-01-30,10.5
2020-01-31,10.449999809265137
2020-02-03,10.4399995803833
2020-02-04,10.5
2020-02-05,10.479999542236328
2020-02-06,10.739999771118164
2020-02-07,10.539999961853027
2020-02-10,10.510000228881836
2020-02-11,10.520000457763672
2020-02-12,10.520000457763672
2020-02-13,10.489999771118164
2020-02-14,10.489999771118164
2020-02-18,10.90999984741211
2020-02-19,10.369999885559082
2020-02-20,10.569999694824219
2020-02-21,10.569999694824219
2020-02-24,10.569999694824219
2020-02-25,10.569999694824219
2020-02-26,10.569999694824219
2020-02-27,10.75100040435791
2020-02-28,10.449999809265137
2020-03-02,10.399999618530273
2020-03-03,10.460000038146973
2020-03-04,10.460000038146973
2020-03-05,10.460000038146973
2020-03-06,10.399999618530273
2020-03-09,10.25
2020-03-10,10.25
2020-03-11,10.380000114440918
2020-03-12,10.149999618530273
2020-03-13,10.029999732971191
2020-03-16,9.899999618530273
2020-03-17,9.819999694824219
2020-03-18,9.800000190734863
2020-03-19,9.701000213623047
2020-03-20,9.550000190734863
2020-03-23,9.550000190734863
2020-03-24,9.640000343322754
2020-03-25,9.699999809265137
2020-03-26,9.850000381469727
2020-03-27,9.850000381469727
2020-03-30,9.850000381469727
2020-03-31,9.890000343322754
2020-04-01,9.899999618530273
2020-04-02,9.899999618530273
2020-04-03,9.899999618530273
2020-04-06,9.899999618530273
2020-04-07,9.949999809265137
2020-04-08,9.949999809265137
2020-04-09,9.949999809265137
2020-04-13,9.949999809265137
2020-04-14,9.949999809265137
2020-04-15,10.020000457763672
2020-04-16,10.050000190734863
2020-04-17,10.050000190734863
2020-04-20,10.050000190734863
2020-04-21,9.899999618530273
2020-04-22,10.050000190734863
2020-04-23,10.050000190734863
2020-04-24,10.050000190734863
2020-04-27,10.050000190734863
2020-04-28,10.050000190734863
2020-04-29,10.0
2020-04-30,10.199999809265137
2020-05-01,10.199999809265137
2020-05-04,10.199999809265137
2020-05-05,10.199999809265137
2020-05-06,10.199999809265137
2020-05-07,10.199999809265137
2020-05-08,10.199999809265137
2020-05-11,10.199999809265137
2020-05-12,10.199999809265137
2020-05-13,10.199999809265137
2020-05-14,10.199999809265137
2020-05-15,10.199999809265137
2020-05-18,10.199999809265137
2020-05-19,10.199999809265137
2020-05-20,10.006999969482422
2020-05-21,9.949999809265137
2020-05-22,9.949999809265137
2020-05-26,9.949999809265137
2020-05-27,9.949999809265137
2020-05-28,10.100000381469727
2020-05-29,10.100000381469727
2020-06-01,10.109999656677246
2020-06-02,10.100000381469727
2020-06-03,10.029999732971191
2020-06-04,10.029999732971191
2020-06-05,10.020000457763672
2020-06-08,10.0600004196167
2020-06-09,10.100000381469727
2020-06-10,10.145000457763672
2020-06-11,10.145000457763672
2020-06-12,10.109999656677246
2020-06-15,10.100000381469727
2020-06-16,10.100000381469727
2020-06-17,10.119999885559082
2020-06-18,10.25
2020-06-19,10.25
2020-06-22,10.25
2020-06-23,10.25
2020-06-24,10.25
2020-06-25,10.25
2020-06-26,10.25
2020-06-29,10.25
2020-06-30,10.25
2020-07-01,10.25
2020-07-02,10.25
2020-07-06,10.300000190734863
2020-07-07,10.300000190734863
2020-07-08,10.300000190734863
2020-07-09,10.300000190734863
2020-07-10,10.300000190734863
2020-07-13,10.510000228881836
2020-07-14,10.600000381469727
2020-07-15,10.649999618530273
2020-07-16,10.899999618530273
2020-07-17,11.15999984741211
2020-07-20,11.0
2020-07-21,10.850000381469727
2020-07-22,10.850000381469727
2020-07-23,10.970000267028809
2020-07-24,10.970000267028809
2020-07-27,10.970000267028809
2020-07-28,10.970000267028809
2020-07-29,10.970000267028809
2020-07-30,10.970000267028809
2020-07-31,10.510000228881836
2020-08-03,10.510000228881836
2020-08-04,10.510000228881836
2020-08-05,10.489999771118164
2020-08-06,10.489999771118164
2020-08-07,10.741000175476074
2020-08-10,10.899999618530273
2020-08-11,10.899999618530273
2020-08-12,10.899999618530273
2020-08-13,10.899999618530273
2020-08-14,10.899999618530273
2020-08-17,10.899999618530273
2020-08-18,10.510000228881836
2020-08-19,10.449999809265137
2020-08-20,10.449999809265137
2020-08-21,10.449999809265137
2020-08-24,10.449999809265137
2020-08-25,10.449999809265137
2020-08-26,10.449999809265137
2020-08-27,10.449999809265137
2020-08-28,10.5
2020-08-31,10.760000228881836
2020-09-01,10.800000190734863
2020-09-02,10.800000190734863
2020-09-03,10.800000190734863
2020-09-04,10.800000190734863
2020-09-08,10.979999542236328
2020-09-09,10.550000190734863
2020-09-10,10.550000190734863
2020-09-11,10.550000190734863
2020-09-14,10.550000190734863
2020-09-15,10.550000190734863
2020-09-16,10.550000190734863
2020-09-17,10.550000190734863
2020-09-18,10.550000190734863
2020-09-21,10.550000190734863
2020-09-22,10.550000190734863
2020-09-23,10.550000190734863
2020-09-24,10.399999618530273
2020-09-25,10.399999618530273
2020-09-28,10.399999618530273
2020-09-29,10.520000457763672
2020-09-30,10.520000457763672
2020-10-01,10.520000457763672
2020-10-02,10.520000457763672
2020-10-05,10.520000457763672
2020-10-06,10.520000457763672
2020-10-07,10.520000457763672
2020-10-08,10.520000457763672
2020-10-09,10.520000457763672
2020-10-12,10.520000457763672
2020-10-13,10.520000457763672
2020-10-14,10.520000457763672
2020-10-15,10.520000457763672
2020-10-16,10.520000457763672
2020-10-19,10.520000457763672
2020-10-20,10.520000457763672
2020-10-21,10.520000457763672
2020-10-22,10.520000457763672
2020-10-23,10.520000457763672
2020-10-26,10.520000457763672
2020-10-27,10.520000457763672
2020-10-28,10.520000457763672
2020-10-29,10.520000457763672
2020-10-30,10.520000457763672
2020-11-02,10.520000457763672
2020-11-03,10.520000457763672
2020-11-04,10.520000457763672
2020-11-05,10.520000457763672
2020-11-06,10.649999618530273
2020-11-09,10.54699993133545
