,FMNB
1999-01-04,8.935212135314941
1999-01-05,8.935212135314941
1999-01-06,8.935212135314941
1999-01-07,8.935212135314941
1999-01-08,8.935212135314941
1999-01-11,9.323699951171875
1999-01-12,9.434696197509766
1999-01-13,9.351449012756348
1999-01-14,9.351449012756348
1999-01-15,9.101707458496094
1999-01-19,9.101707458496094
1999-01-20,9.101707458496094
1999-01-21,9.101707458496094
1999-01-22,9.157204627990723
1999-01-25,9.434696197509766
1999-01-26,9.101707458496094
1999-01-27,9.101707458496094
1999-01-28,9.490194320678711
1999-01-29,9.490194320678711
1999-02-01,9.157204627990723
1999-02-02,9.323699951171875
1999-02-03,9.490194320678711
1999-02-04,9.101707458496094
1999-02-05,9.490194320678711
1999-02-08,9.490194320678711
1999-02-09,9.268200874328613
1999-02-10,9.268200874328613
1999-02-11,9.268200874328613
1999-02-12,9.323699951171875
1999-02-16,9.323699951171875
1999-02-17,9.101707458496094
1999-02-18,9.101707458496094
1999-02-19,9.434696197509766
1999-02-22,9.37919807434082
1999-02-23,9.323699951171875
1999-02-24,9.323699951171875
1999-02-25,9.101707458496094
1999-02-26,9.101707458496094
1999-03-01,9.212702751159668
1999-03-02,9.101707458496094
1999-03-03,9.101707458496094
1999-03-04,9.212702751159668
1999-03-05,9.37919807434082
1999-03-08,9.37919807434082
1999-03-09,9.268200874328613
1999-03-10,9.101707458496094
1999-03-11,9.101707458496094
1999-03-12,9.101707458496094
1999-03-15,9.101707458496094
1999-03-16,9.434696197509766
1999-03-17,9.101707458496094
1999-03-18,9.101707458496094
1999-03-19,9.212702751159668
1999-03-22,9.628939628601074
1999-03-23,9.573440551757812
1999-03-24,9.573440551757812
1999-03-25,9.573440551757812
1999-03-26,9.37919807434082
1999-03-29,9.37919807434082
1999-03-30,9.157204627990723
1999-03-31,9.212702751159668
1999-04-01,9.434696197509766
1999-04-05,9.434696197509766
1999-04-06,9.434696197509766
1999-04-07,9.434696197509766
1999-04-08,9.434696197509766
1999-04-09,9.101707458496094
1999-04-12,9.101707458496094
1999-04-13,9.101707458496094
1999-04-14,9.37919807434082
1999-04-15,9.268200874328613
1999-04-16,8.935212135314941
1999-04-19,8.935212135314941
1999-04-20,8.879714012145996
1999-04-21,8.879714012145996
1999-04-22,8.879714012145996
1999-04-23,8.768716812133789
1999-04-26,8.935212135314941
1999-04-27,8.713218688964844
1999-04-28,8.713218688964844
1999-04-29,8.713218688964844
1999-04-30,8.491226196289062
1999-05-03,8.491226196289062
1999-05-04,8.491226196289062
1999-05-05,8.435728073120117
1999-05-06,8.21373462677002
1999-05-07,8.546725273132324
1999-05-10,8.546725273132324
1999-05-11,8.546725273132324
1999-05-12,8.21373462677002
1999-05-13,8.21373462677002
1999-05-14,8.21373462677002
1999-05-17,7.298015117645264
1999-05-18,7.742000102996826
1999-05-19,7.936244010925293
1999-05-20,8.21373462677002
1999-05-21,7.742000102996826
1999-05-24,7.742000102996826
1999-05-25,7.742000102996826
1999-05-26,7.852996826171875
1999-05-27,7.298015117645264
1999-05-28,7.742000102996826
1999-06-01,7.520008087158203
1999-06-02,7.520008087158203
1999-06-03,7.520008087158203
1999-06-04,7.520008087158203
1999-06-07,7.520008087158203
1999-06-08,7.742000102996826
1999-06-09,8.21373462677002
1999-06-10,8.21373462677002
1999-06-11,8.21373462677002
1999-06-14,8.21373462677002
1999-06-15,8.21373462677002
1999-06-16,7.520008087158203
1999-06-17,7.520008087158203
1999-06-18,7.520008087158203
1999-06-21,7.742000102996826
1999-06-22,7.742000102996826
1999-06-23,7.742000102996826
1999-06-24,7.742000102996826
1999-06-25,7.742000102996826
1999-06-28,8.21373462677002
1999-06-29,8.21373462677002
1999-06-30,8.21373462677002
1999-07-01,8.21373462677002
1999-07-02,8.21373462677002
1999-07-06,7.298015117645264
1999-07-07,7.520008087158203
1999-07-08,7.520008087158203
1999-07-09,7.852996826171875
1999-07-12,7.520008087158203
1999-07-13,7.575506210327148
1999-07-14,7.6310038566589355
1999-07-15,7.6310038566589355
1999-07-16,7.520008087158203
1999-07-19,7.520008087158203
1999-07-20,7.409010887145996
1999-07-21,7.409010887145996
1999-07-22,7.520008087158203
1999-07-23,7.520008087158203
1999-07-26,7.409010887145996
1999-07-27,7.409010887145996
1999-07-28,7.409010887145996
1999-07-29,7.575506210327148
1999-07-30,7.686501979827881
1999-08-02,7.520008087158203
1999-08-03,7.298015117645264
1999-08-04,7.298015117645264
1999-08-05,7.298015117645264
1999-08-06,7.409010887145996
1999-08-09,7.298015117645264
1999-08-10,7.298015117645264
1999-08-11,7.187017917633057
1999-08-12,7.409010887145996
1999-08-13,7.409010887145996
1999-08-16,7.298015117645264
1999-08-17,7.076022148132324
1999-08-18,7.076022148132324
1999-08-19,6.9372758865356445
1999-08-20,6.826280117034912
1999-08-23,6.9372758865356445
1999-08-24,6.9372758865356445
1999-08-25,6.770781993865967
1999-08-26,6.7152838706970215
1999-08-27,6.7152838706970215
1999-08-30,6.632036209106445
1999-08-31,7.076022148132324
1999-09-01,7.520008087158203
1999-09-02,7.409010887145996
1999-09-03,7.353512763977051
1999-09-07,7.076022148132324
1999-09-08,7.076022148132324
1999-09-09,7.076022148132324
1999-09-10,7.409010887145996
1999-09-13,7.076022148132324
1999-09-14,7.076022148132324
1999-09-15,7.742000102996826
1999-09-16,7.353512763977051
1999-09-17,7.6310038566589355
1999-09-20,7.298015117645264
1999-09-21,7.409010887145996
1999-09-22,6.632036209106445
1999-09-23,6.521039962768555
1999-09-24,6.770781993865967
1999-09-27,6.534914016723633
1999-09-28,6.0215559005737305
1999-09-29,5.993806838989258
1999-09-30,6.132552146911621
1999-10-01,5.966057777404785
1999-10-04,11.932114601135254
1999-10-05,12.154108047485352
1999-10-06,11.710123062133789
1999-10-07,11.932114601135254
1999-10-08,11.099641799926758
1999-10-11,11.488129615783691
1999-10-12,11.488129615783691
1999-10-13,14.152044296264648
1999-10-14,14.152044296264648
1999-10-15,14.152044296264648
1999-10-18,13.319570541381836
1999-10-19,12.376100540161133
1999-10-20,12.376100540161133
1999-10-21,12.376100540161133
1999-10-22,13.264073371887207
1999-10-25,13.264073371887207
1999-10-26,12.376100540161133
1999-10-27,13.985548973083496
1999-10-28,13.541563987731934
1999-10-29,14.152044296264648
1999-11-01,13.763555526733398
1999-11-02,14.37403678894043
1999-11-03,14.152044296264648
1999-11-04,13.985548973083496
1999-11-05,13.985548973083496
1999-11-08,13.763555526733398
1999-11-09,13.763555526733398
1999-11-10,13.763555526733398
1999-11-11,13.763555526733398
1999-11-12,13.133096694946289
1999-11-15,13.133096694946289
1999-11-16,13.585962295532227
1999-11-17,13.472745895385742
1999-11-18,14.038827896118164
1999-11-19,14.038827896118164
1999-11-22,13.812395095825195
1999-11-23,13.812395095825195
1999-11-24,13.246313095092773
1999-11-26,13.246313095092773
1999-11-29,13.246313095092773
1999-11-30,12.793448448181152
1999-12-01,12.793448448181152
1999-12-02,13.359528541564941
1999-12-03,13.359528541564941
1999-12-06,13.359528541564941
1999-12-07,12.793448448181152
1999-12-08,12.793448448181152
1999-12-09,12.793448448181152
1999-12-10,12.793448448181152
1999-12-13,13.359528541564941
1999-12-14,12.793448448181152
1999-12-15,12.793448448181152
1999-12-16,12.793448448181152
1999-12-17,12.793448448181152
1999-12-20,12.793448448181152
1999-12-21,12.793448448181152
1999-12-22,12.793448448181152
1999-12-23,12.680231094360352
1999-12-27,12.680231094360352
1999-12-28,12.4537992477417
1999-12-29,12.4537992477417
1999-12-30,12.4537992477417
1999-12-31,12.567014694213867
2000-01-03,12.567014694213867
