,BPYUP
2019-01-23,22.75
2019-01-24,22.969999313354492
2019-01-25,22.920000076293945
2019-01-28,22.829999923706055
2019-01-29,22.850000381469727
2019-01-30,23.18000030517578
2019-01-31,23.399999618530273
2019-02-01,23.56999969482422
2019-02-04,23.899999618530273
2019-02-05,24.139999389648438
2019-02-06,24.200000762939453
2019-02-07,24.100000381469727
2019-02-08,24.299999237060547
2019-02-11,24.3799991607666
2019-02-12,24.3700008392334
2019-02-13,24.549999237060547
2019-02-14,24.43000030517578
2019-02-15,24.540000915527344
2019-02-19,24.65999984741211
2019-02-20,24.719999313354492
2019-02-21,24.65999984741211
2019-02-22,24.709999084472656
2019-02-25,24.700000762939453
2019-02-26,24.56999969482422
2019-02-27,24.56999969482422
2019-02-28,24.59000015258789
2019-03-01,24.739999771118164
2019-03-04,24.84000015258789
2019-03-05,24.860000610351562
2019-03-06,24.93000030517578
2019-03-07,24.93000030517578
2019-03-08,24.799999237060547
2019-03-11,24.93000030517578
2019-03-12,25.149999618530273
2019-03-13,25.219999313354492
2019-03-14,24.68000030517578
2019-03-15,24.610000610351562
2019-03-18,24.670000076293945
2019-03-19,24.40999984741211
2019-03-20,24.520000457763672
2019-03-21,24.59000015258789
2019-03-22,24.600000381469727
2019-03-25,24.610000610351562
2019-03-26,24.899999618530273
2019-03-27,24.860000610351562
2019-03-28,24.979999542236328
2019-03-29,25.299999237060547
2019-04-01,25.3700008392334
2019-04-02,25.790000915527344
2019-04-03,25.729999542236328
2019-04-04,25.65999984741211
2019-04-05,25.68000030517578
2019-04-08,25.459999084472656
2019-04-09,25.420000076293945
2019-04-10,25.579999923706055
2019-04-11,25.299999237060547
2019-04-12,25.290000915527344
2019-04-15,25.219999313354492
2019-04-16,25.290000915527344
2019-04-17,25.239999771118164
2019-04-18,25.200000762939453
2019-04-22,25.290000915527344
2019-04-23,25.139999389648438
2019-04-24,25.139999389648438
2019-04-25,25.139999389648438
2019-04-26,25.1200008392334
2019-04-29,25.149999618530273
2019-04-30,25.290000915527344
2019-05-01,25.18000030517578
2019-05-02,25.170000076293945
2019-05-03,25.170000076293945
2019-05-06,25.15999984741211
2019-05-07,25.15999984741211
2019-05-08,25.100000381469727
2019-05-09,25.110000610351562
2019-05-10,25.15999984741211
2019-05-13,25.100000381469727
2019-05-14,25.06999969482422
2019-05-15,25.200000762939453
2019-05-16,25.25
2019-05-17,25.25
2019-05-20,25.1299991607666
2019-05-21,25.100000381469727
2019-05-22,25.200000762939453
2019-05-23,25.15999984741211
2019-05-24,25.18000030517578
2019-05-28,25.190000534057617
2019-05-29,25.18000030517578
2019-05-30,25.170000076293945
2019-05-31,24.760000228881836
2019-06-03,24.760000228881836
2019-06-04,24.850000381469727
2019-06-05,24.93000030517578
2019-06-06,25.09000015258789
2019-06-07,25.09000015258789
2019-06-10,25.100000381469727
2019-06-11,25.049999237060547
2019-06-12,25.079999923706055
2019-06-13,24.81999969482422
2019-06-14,24.93000030517578
2019-06-17,24.979999542236328
2019-06-18,25.030000686645508
2019-06-19,25.100000381469727
2019-06-20,25.100000381469727
2019-06-21,25.110000610351562
2019-06-24,24.899999618530273
2019-06-25,24.93000030517578
2019-06-26,25.020000457763672
2019-06-27,25.0
2019-06-28,24.790000915527344
2019-07-01,24.969999313354492
2019-07-02,25.030000686645508
2019-07-03,25.0
2019-07-05,24.979999542236328
2019-07-08,24.989999771118164
2019-07-09,25.0
2019-07-10,25.020000457763672
2019-07-11,25.040000915527344
2019-07-12,25.1200008392334
2019-07-15,25.06999969482422
2019-07-16,25.1200008392334
2019-07-17,25.110000610351562
2019-07-18,25.190000534057617
2019-07-19,25.190000534057617
2019-07-22,25.200000762939453
2019-07-23,25.229999542236328
2019-07-24,25.15999984741211
2019-07-25,25.200000762939453
2019-07-26,25.149999618530273
2019-07-29,25.200000762939453
2019-07-30,25.209999084472656
2019-07-31,25.139999389648438
2019-08-01,25.25
2019-08-02,25.469999313354492
2019-08-05,25.420000076293945
2019-08-06,25.489999771118164
2019-08-07,25.530000686645508
2019-08-08,25.600000381469727
2019-08-09,25.579999923706055
2019-08-12,25.479999542236328
2019-08-13,25.31999969482422
2019-08-14,25.510000228881836
2019-08-15,25.489999771118164
2019-08-16,25.459999084472656
2019-08-19,25.489999771118164
2019-08-20,25.5
2019-08-21,25.389999389648438
2019-08-22,25.3700008392334
2019-08-23,25.399999618530273
2019-08-26,25.34000015258789
2019-08-27,25.350000381469727
2019-08-28,25.360000610351562
2019-08-29,25.3700008392334
2019-08-30,25.649999618530273
2019-09-03,25.59000015258789
2019-09-04,25.610000610351562
2019-09-05,25.600000381469727
2019-09-06,25.649999618530273
2019-09-09,25.719999313354492
2019-09-10,25.690000534057617
2019-09-11,25.65999984741211
2019-09-12,25.420000076293945
2019-09-13,25.18000030517578
2019-09-16,25.309999465942383
2019-09-17,25.540000915527344
2019-09-18,25.450000762939453
2019-09-19,25.5
2019-09-20,25.25
2019-09-23,25.399999618530273
2019-09-24,25.350000381469727
2019-09-25,25.350000381469727
2019-09-26,25.479999542236328
2019-09-27,25.200000762939453
2019-09-30,25.059999465942383
2019-10-01,25.09000015258789
2019-10-02,25.219999313354492
2019-10-03,25.299999237060547
2019-10-04,25.350000381469727
2019-10-07,25.40999984741211
2019-10-08,25.420000076293945
2019-10-09,25.350000381469727
2019-10-10,25.40999984741211
2019-10-11,25.530000686645508
2019-10-14,25.579999923706055
2019-10-15,25.5
2019-10-16,25.450000762939453
2019-10-17,25.5
2019-10-18,25.399999618530273
2019-10-21,25.459999084472656
2019-10-22,25.40999984741211
2019-10-23,25.450000762939453
2019-10-24,25.489999771118164
2019-10-25,25.5
2019-10-28,25.540000915527344
2019-10-29,25.510000228881836
2019-10-30,25.469999313354492
2019-10-31,25.219999313354492
2019-11-01,25.260000228881836
2019-11-04,25.34000015258789
2019-11-05,25.329999923706055
2019-11-06,25.399999618530273
2019-11-07,25.280000686645508
2019-11-08,25.299999237060547
2019-11-11,25.309999465942383
2019-11-12,25.31999969482422
2019-11-13,25.440000534057617
2019-11-14,25.290000915527344
2019-11-15,25.31999969482422
2019-11-18,25.329999923706055
2019-11-19,25.329999923706055
2019-11-20,25.270000457763672
2019-11-21,25.350000381469727
2019-11-22,25.329999923706055
2019-11-25,25.299999237060547
2019-11-26,25.299999237060547
2019-11-27,25.270000457763672
2019-11-29,25.25
2019-12-02,25.270000457763672
2019-12-03,25.239999771118164
2019-12-04,25.299999237060547
2019-12-05,25.309999465942383
2019-12-06,25.25
2019-12-09,25.31999969482422
2019-12-10,25.399999618530273
2019-12-11,25.420000076293945
2019-12-12,25.09000015258789
2019-12-13,25.1299991607666
2019-12-16,25.25
2019-12-17,25.229999542236328
2019-12-18,25.270000457763672
2019-12-19,25.25
2019-12-20,25.239999771118164
2019-12-23,25.290000915527344
2019-12-24,25.34000015258789
2019-12-26,25.34000015258789
2019-12-27,25.190000534057617
2019-12-30,25.049999237060547
2019-12-31,25.110000610351562
2020-01-02,25.239999771118164
2020-01-03,25.200000762939453
2020-01-06,25.309999465942383
2020-01-07,25.309999465942383
2020-01-08,25.350000381469727
2020-01-09,25.399999618530273
2020-01-10,25.3799991607666
2020-01-13,25.469999313354492
2020-01-14,25.329999923706055
2020-01-15,25.280000686645508
2020-01-16,25.229999542236328
2020-01-17,25.350000381469727
2020-01-21,25.469999313354492
2020-01-22,25.479999542236328
2020-01-23,25.31999969482422
2020-01-24,25.360000610351562
2020-01-27,25.3700008392334
2020-01-28,25.43000030517578
2020-01-29,25.479999542236328
2020-01-30,25.5
2020-01-31,25.530000686645508
2020-02-03,25.420000076293945
2020-02-04,25.549999237060547
2020-02-05,25.510000228881836
2020-02-06,25.579999923706055
2020-02-07,25.579999923706055
2020-02-10,25.600000381469727
2020-02-11,25.719999313354492
2020-02-12,25.719999313354492
2020-02-13,25.649999618530273
2020-02-14,25.739999771118164
2020-02-18,25.770000457763672
2020-02-19,25.760000228881836
2020-02-20,25.770000457763672
2020-02-21,25.829999923706055
2020-02-24,25.719999313354492
2020-02-25,25.399999618530273
2020-02-26,25.600000381469727
2020-02-27,25.3700008392334
2020-02-28,25.049999237060547
2020-03-02,25.5
2020-03-03,25.270000457763672
2020-03-04,25.309999465942383
2020-03-05,25.260000228881836
2020-03-06,25.229999542236328
2020-03-09,23.950000762939453
2020-03-10,24.399999618530273
2020-03-11,23.799999237060547
2020-03-12,21.59000015258789
2020-03-13,20.93000030517578
2020-03-16,15.930000305175781
2020-03-17,14.649999618530273
2020-03-18,9.0
2020-03-19,9.800000190734863
2020-03-20,11.399999618530273
2020-03-23,10.210000038146973
2020-03-24,13.25
2020-03-25,15.699999809265137
2020-03-26,15.0
2020-03-27,15.020000457763672
2020-03-30,14.859999656677246
2020-03-31,14.149999618530273
2020-04-01,13.239999771118164
2020-04-02,12.829999923706055
2020-04-03,12.199999809265137
2020-04-06,12.819999694824219
2020-04-07,13.920000076293945
2020-04-08,15.199999809265137
2020-04-09,17.399999618530273
2020-04-13,16.899999618530273
2020-04-14,17.420000076293945
2020-04-15,16.649999618530273
2020-04-16,16.43000030517578
2020-04-17,16.600000381469727
2020-04-20,15.510000228881836
2020-04-21,14.270000457763672
2020-04-22,14.600000381469727
2020-04-23,14.699999809265137
2020-04-24,14.680000305175781
2020-04-27,14.739999771118164
2020-04-28,15.25
2020-04-29,15.6899995803833
2020-04-30,15.5
2020-05-01,15.180000305175781
2020-05-04,14.930000305175781
2020-05-05,14.989999771118164
2020-05-06,14.970000267028809
2020-05-07,15.0600004196167
2020-05-08,15.260000228881836
2020-05-11,15.300000190734863
2020-05-12,15.170000076293945
2020-05-13,14.430000305175781
2020-05-14,14.199999809265137
2020-05-15,14.09000015258789
2020-05-18,14.300000190734863
2020-05-19,14.25
2020-05-20,14.300000190734863
2020-05-21,14.109999656677246
2020-05-22,13.989999771118164
2020-05-26,14.210000038146973
2020-05-27,15.270000457763672
2020-05-28,16.0
2020-05-29,16.09000015258789
2020-06-01,16.8799991607666
2020-06-02,17.100000381469727
2020-06-03,17.520000457763672
2020-06-04,18.010000228881836
2020-06-05,19.200000762939453
2020-06-08,19.75
2020-06-09,19.299999237060547
2020-06-10,18.309999465942383
2020-06-11,16.790000915527344
2020-06-12,17.5
2020-06-15,17.219999313354492
2020-06-16,17.549999237060547
2020-06-17,17.149999618530273
2020-06-18,17.149999618530273
2020-06-19,17.010000228881836
2020-06-22,16.899999618530273
2020-06-23,16.56999969482422
2020-06-24,15.949999809265137
2020-06-25,16.200000762939453
2020-06-26,15.5
2020-06-29,15.619999885559082
2020-06-30,15.420000076293945
2020-07-01,15.850000381469727
2020-07-02,16.260000228881836
2020-07-06,16.18000030517578
2020-07-07,15.979999542236328
2020-07-08,15.960000038146973
2020-07-09,16.1299991607666
2020-07-10,16.389999389648438
2020-07-13,16.18000030517578
2020-07-14,16.079999923706055
2020-07-15,16.100000381469727
2020-07-16,15.979999542236328
2020-07-17,15.970000267028809
2020-07-20,15.970000267028809
2020-07-21,16.270000457763672
2020-07-22,16.1200008392334
2020-07-23,16.200000762939453
2020-07-24,16.34000015258789
2020-07-27,16.729999542236328
2020-07-28,16.579999923706055
2020-07-29,16.649999618530273
2020-07-30,16.549999237060547
2020-07-31,16.299999237060547
2020-08-03,16.520000457763672
2020-08-04,16.479999542236328
2020-08-05,16.440000534057617
2020-08-06,16.270000457763672
2020-08-07,16.209999084472656
2020-08-10,16.65999984741211
2020-08-11,17.770000457763672
2020-08-12,18.809999465942383
2020-08-13,19.100000381469727
2020-08-14,19.059999465942383
2020-08-17,19.040000915527344
2020-08-18,19.059999465942383
2020-08-19,19.049999237060547
2020-08-20,18.799999237060547
2020-08-21,18.84000015258789
2020-08-24,18.889999389648438
2020-08-25,18.899999618530273
2020-08-26,18.719999313354492
2020-08-27,18.8700008392334
2020-08-28,18.809999465942383
2020-08-31,18.760000228881836
2020-09-01,18.979999542236328
2020-09-02,18.950000762939453
2020-09-03,18.989999771118164
2020-09-04,18.829999923706055
2020-09-08,19.020000457763672
2020-09-09,19.56999969482422
2020-09-10,19.399999618530273
2020-09-11,19.200000762939453
2020-09-14,18.670000076293945
2020-09-15,18.799999237060547
2020-09-16,18.81999969482422
2020-09-17,18.719999313354492
2020-09-18,18.799999237060547
2020-09-21,18.520000457763672
2020-09-22,18.649999618530273
2020-09-23,17.809999465942383
2020-09-24,18.049999237060547
2020-09-25,18.100000381469727
2020-09-28,19.079999923706055
2020-09-29,18.809999465942383
2020-09-30,18.670000076293945
2020-10-01,18.670000076293945
2020-10-02,18.760000228881836
2020-10-05,18.850000381469727
2020-10-06,18.90999984741211
2020-10-07,19.079999923706055
2020-10-08,19.1299991607666
2020-10-09,19.15999984741211
2020-10-12,19.239999771118164
2020-10-13,19.0
2020-10-14,18.93000030517578
2020-10-15,18.860000610351562
2020-10-16,18.860000610351562
2020-10-19,19.030000686645508
2020-10-20,19.139999389648438
2020-10-21,19.200000762939453
2020-10-22,19.200000762939453
2020-10-23,19.15999984741211
2020-10-26,19.149999618530273
2020-10-27,19.110000610351562
2020-10-28,18.690000534057617
2020-10-29,18.709999084472656
2020-10-30,18.700000762939453
2020-11-02,18.649999618530273
2020-11-03,18.5
2020-11-04,18.56999969482422
2020-11-05,19.90999984741211
2020-11-06,20.559999465942383
2020-11-09,21.25
2020-11-10,22.520000457763672
2020-11-11,22.1299991607666
2020-11-12,21.84000015258789
2020-11-13,21.610000610351562
2020-11-16,22.190000534057617
2020-11-17,22.5
2020-11-18,22.209999084472656
2020-11-19,22.06999969482422
2020-11-20,22.059999465942383
2020-11-23,22.31999969482422
2020-11-24,22.350000381469727
2020-11-25,22.25
2020-11-27,22.399999618530273
2020-11-30,22.280000686645508
2020-12-01,22.299999237060547
2020-12-02,22.139999389648438
2020-12-03,22.520000457763672
2020-12-04,23.100000381469727
2020-12-07,23.290000915527344
2020-12-08,23.34000015258789
2020-12-09,22.799999237060547
2020-12-10,22.940000534057617
2020-12-11,22.989999771118164
2020-12-14,22.93000030517578
2020-12-15,22.809999465942383
2020-12-16,22.81999969482422
2020-12-17,22.719999313354492
2020-12-18,22.219999313354492
2020-12-21,22.350000381469727
2020-12-22,22.149999618530273
2020-12-23,22.18000030517578
2020-12-24,22.280000686645508
2020-12-28,22.290000915527344
2020-12-29,22.6299991607666
2020-12-30,22.670000076293945
2020-12-31,22.8700008392334
2021-01-04,24.790000915527344
2021-01-05,24.809999465942383
2021-01-06,24.899999618530273
2021-01-07,24.8799991607666
2021-01-08,24.809999465942383
2021-01-11,24.850000381469727
2021-01-12,24.75
2021-01-13,24.809999465942383
2021-01-14,24.850000381469727
2021-01-15,24.799999237060547
2021-01-19,24.81999969482422
2021-01-20,24.829999923706055
2021-01-21,24.700000762939453
2021-01-22,24.84000015258789
2021-01-25,24.75
2021-01-26,24.850000381469727
2021-01-27,24.770000457763672
2021-01-28,24.780000686645508
2021-01-29,24.829999923706055
2021-02-01,24.81999969482422
2021-02-02,24.920000076293945
2021-02-03,24.90999984741211
2021-02-04,24.8799991607666
2021-02-05,24.799999237060547
2021-02-08,24.8799991607666
2021-02-09,24.790000915527344
2021-02-10,24.899999618530273
2021-02-11,24.81999969482422
2021-02-12,24.84000015258789
2021-02-16,24.81999969482422
2021-02-17,24.93000030517578
2021-02-18,24.920000076293945
2021-02-19,24.780000686645508
2021-02-22,24.739999771118164
2021-02-23,24.84000015258789
2021-02-24,24.780000686645508
2021-02-25,24.790000915527344
2021-02-26,24.8799991607666
2021-03-01,24.829999923706055
2021-03-02,24.860000610351562
2021-03-03,24.850000381469727
2021-03-04,24.940000534057617
2021-03-05,24.950000762939453
2021-03-08,24.940000534057617
2021-03-09,24.940000534057617
2021-03-10,25.0
2021-03-11,25.100000381469727
2021-03-12,24.8799991607666
2021-03-15,24.760000228881836
2021-03-16,24.790000915527344
2021-03-17,24.790000915527344
2021-03-18,24.760000228881836
2021-03-19,24.81999969482422
2021-03-22,24.81999969482422
2021-03-23,24.729999542236328
2021-03-24,24.729999542236328
2021-03-25,24.75
2021-03-26,24.700000762939453
2021-03-29,24.780000686645508
2021-03-30,24.65999984741211
2021-03-31,24.729999542236328
2021-04-01,25.200000762939453
2021-04-05,25.18000030517578
2021-04-06,25.219999313354492
2021-04-07,25.229999542236328
2021-04-08,25.190000534057617
2021-04-09,25.209999084472656
2021-04-12,25.200000762939453
2021-04-13,25.229999542236328
2021-04-14,25.200000762939453
2021-04-15,25.149999618530273
2021-04-16,25.200000762939453
2021-04-19,25.170000076293945
2021-04-20,25.170000076293945
2021-04-21,25.209999084472656
2021-04-22,25.219999313354492
2021-04-23,25.200000762939453
2021-04-26,25.25
2021-04-27,25.139999389648438
2021-04-28,25.149999618530273
2021-04-29,25.1299991607666
2021-04-30,25.079999923706055
2021-05-03,25.149999618530273
2021-05-04,25.170000076293945
2021-05-05,25.1299991607666
2021-05-06,25.149999618530273
2021-05-07,25.200000762939453
2021-05-10,25.209999084472656
2021-05-11,25.170000076293945
2021-05-12,25.110000610351562
2021-05-13,25.15999984741211
2021-05-14,25.149999618530273
