,APPN
2017-05-25,15.010000228881836
2017-05-26,17.110000610351562
2017-05-30,17.899999618530273
2017-05-31,17.649999618530273
2017-06-01,17.94499969482422
2017-06-02,17.850000381469727
2017-06-05,19.579999923706055
2017-06-06,18.65999984741211
2017-06-07,19.420000076293945
2017-06-08,19.190000534057617
2017-06-09,18.649999618530273
2017-06-12,18.3700008392334
2017-06-13,18.899999618530273
2017-06-14,18.420000076293945
2017-06-15,18.15999984741211
2017-06-16,18.219999313354492
2017-06-19,17.969999313354492
2017-06-20,17.610000610351562
2017-06-21,17.190000534057617
2017-06-22,17.020000457763672
2017-06-23,18.469999313354492
2017-06-26,18.25
2017-06-27,18.020000457763672
2017-06-28,18.110000610351562
2017-06-29,18.350000381469727
2017-06-30,18.149999618530273
2017-07-03,17.709999084472656
2017-07-05,17.809999465942383
2017-07-06,17.6299991607666
2017-07-07,18.860000610351562
2017-07-10,18.780000686645508
2017-07-11,19.09000015258789
2017-07-12,20.149999618530273
2017-07-13,19.790000915527344
2017-07-14,20.329999923706055
2017-07-17,20.239999771118164
2017-07-18,20.950000762939453
2017-07-19,20.969999313354492
2017-07-20,21.219999313354492
2017-07-21,20.530000686645508
2017-07-24,19.979999542236328
2017-07-25,20.25
2017-07-26,20.5
2017-07-27,19.790000915527344
2017-07-28,19.510000228881836
2017-07-31,19.559999465942383
2017-08-01,20.309999465942383
2017-08-02,19.610000610351562
2017-08-03,20.84000015258789
2017-08-04,19.709999084472656
2017-08-07,22.170000076293945
2017-08-08,22.299999237060547
2017-08-09,21.450000762939453
2017-08-10,19.889999389648438
2017-08-11,20.459999084472656
2017-08-14,20.770000457763672
2017-08-15,20.559999465942383
2017-08-16,20.610000610351562
2017-08-17,20.25
2017-08-18,20.520000457763672
2017-08-21,20.420000076293945
2017-08-22,20.68000030517578
2017-08-23,21.260000228881836
2017-08-24,21.420000076293945
2017-08-25,21.8799991607666
2017-08-28,22.540000915527344
2017-08-29,22.450000762939453
2017-08-30,22.809999465942383
2017-08-31,22.889999389648438
2017-09-01,22.239999771118164
2017-09-05,23.639999389648438
2017-09-06,24.829999923706055
2017-09-07,25.81999969482422
2017-09-08,26.149999618530273
2017-09-11,27.09000015258789
2017-09-12,27.030000686645508
2017-09-13,25.950000762939453
2017-09-14,26.43000030517578
2017-09-15,25.790000915527344
2017-09-18,25.06999969482422
2017-09-19,25.049999237060547
2017-09-20,23.700000762939453
2017-09-21,23.149999618530273
2017-09-22,22.8799991607666
2017-09-25,22.329999923706055
2017-09-26,22.950000762939453
2017-09-27,23.350000381469727
2017-09-28,25.079999923706055
2017-09-29,28.459999084472656
2017-10-02,24.010000228881836
2017-10-03,24.139999389648438
2017-10-04,22.979999542236328
2017-10-05,23.489999771118164
2017-10-06,24.15999984741211
2017-10-09,24.360000610351562
2017-10-10,23.290000915527344
2017-10-11,23.280000686645508
2017-10-12,23.690000534057617
2017-10-13,23.690000534057617
2017-10-16,23.31999969482422
2017-10-17,23.260000228881836
2017-10-18,23.020000457763672
2017-10-19,23.0
2017-10-20,23.110000610351562
2017-10-23,22.25
2017-10-24,22.489999771118164
2017-10-25,22.270000457763672
2017-10-26,23.020000457763672
2017-10-27,23.270000457763672
2017-10-30,22.950000762939453
2017-10-31,23.100000381469727
2017-11-01,22.90999984741211
2017-11-02,24.31999969482422
2017-11-03,22.65999984741211
2017-11-06,22.469999313354492
2017-11-07,22.579999923706055
2017-11-08,22.690000534057617
2017-11-09,22.399999618530273
2017-11-10,22.600000381469727
2017-11-13,23.25
2017-11-14,22.219999313354492
2017-11-15,21.239999771118164
2017-11-16,20.049999237060547
2017-11-17,20.020000457763672
2017-11-20,19.690000534057617
2017-11-21,20.670000076293945
2017-11-22,21.5
2017-11-24,21.15999984741211
2017-11-27,21.190000534057617
2017-11-28,21.209999084472656
2017-11-29,21.479999542236328
2017-11-30,22.020000457763672
2017-12-01,20.719999313354492
2017-12-04,21.200000762939453
2017-12-05,21.139999389648438
2017-12-06,21.200000762939453
2017-12-07,20.760000228881836
2017-12-08,20.059999465942383
2017-12-11,20.110000610351562
2017-12-12,20.239999771118164
2017-12-13,20.59000015258789
2017-12-14,20.459999084472656
2017-12-15,20.860000610351562
2017-12-18,25.459999084472656
2017-12-19,26.149999618530273
2017-12-20,27.280000686645508
2017-12-21,26.8799991607666
2017-12-22,27.93000030517578
2017-12-26,29.5
2017-12-27,30.31999969482422
2017-12-28,33.599998474121094
2017-12-29,31.479999542236328
2018-01-02,33.060001373291016
2018-01-03,35.72999954223633
2018-01-04,37.7599983215332
2018-01-05,39.68000030517578
2018-01-08,36.099998474121094
2018-01-09,31.8700008392334
2018-01-10,34.56999969482422
2018-01-11,36.75
2018-01-12,36.7599983215332
2018-01-16,37.689998626708984
2018-01-17,38.43000030517578
2018-01-18,36.150001525878906
2018-01-19,35.5099983215332
2018-01-22,33.709999084472656
2018-01-23,32.040000915527344
2018-01-24,32.099998474121094
2018-01-25,32.2599983215332
2018-01-26,31.389999389648438
2018-01-29,30.940000534057617
2018-01-30,30.3700008392334
2018-01-31,31.0
2018-02-01,29.799999237060547
2018-02-02,28.610000610351562
2018-02-05,27.530000686645508
2018-02-06,28.8799991607666
2018-02-07,27.719999313354492
2018-02-08,27.75
2018-02-09,28.0
2018-02-12,30.0
2018-02-13,30.639999389648438
2018-02-14,29.989999771118164
2018-02-15,30.459999084472656
2018-02-16,30.440000534057617
2018-02-20,29.520000457763672
2018-02-21,30.639999389648438
2018-02-22,30.6200008392334
2018-02-23,28.739999771118164
2018-02-26,27.729999542236328
2018-02-27,27.739999771118164
2018-02-28,27.040000915527344
2018-03-01,28.90999984741211
2018-03-02,28.739999771118164
2018-03-05,28.799999237060547
2018-03-06,28.520000457763672
2018-03-07,29.110000610351562
2018-03-08,28.709999084472656
2018-03-09,28.280000686645508
2018-03-12,29.06999969482422
2018-03-13,27.280000686645508
2018-03-14,27.850000381469727
2018-03-15,25.959999084472656
2018-03-16,26.360000610351562
2018-03-19,26.43000030517578
2018-03-20,26.760000228881836
2018-03-21,26.770000457763672
2018-03-22,26.3700008392334
2018-03-23,26.260000228881836
2018-03-26,26.3799991607666
2018-03-27,26.06999969482422
2018-03-28,24.979999542236328
2018-03-29,25.18000030517578
2018-04-02,26.239999771118164
2018-04-03,26.100000381469727
2018-04-04,27.309999465942383
2018-04-05,28.25
2018-04-06,26.940000534057617
2018-04-09,27.510000228881836
2018-04-10,27.8700008392334
2018-04-11,27.75
2018-04-12,27.270000457763672
2018-04-13,25.579999923706055
2018-04-16,26.260000228881836
2018-04-17,26.84000015258789
2018-04-18,27.270000457763672
2018-04-19,28.43000030517578
2018-04-20,27.709999084472656
2018-04-23,26.290000915527344
2018-04-24,26.3799991607666
2018-04-25,25.969999313354492
2018-04-26,26.559999465942383
2018-04-27,26.90999984741211
2018-04-30,27.110000610351562
2018-05-01,27.799999237060547
2018-05-02,28.420000076293945
2018-05-03,28.81999969482422
2018-05-04,26.25
2018-05-07,26.270000457763672
2018-05-08,26.270000457763672
2018-05-09,27.139999389648438
2018-05-10,29.469999313354492
2018-05-11,31.1200008392334
2018-05-14,30.790000915527344
2018-05-15,30.270000457763672
2018-05-16,30.639999389648438
2018-05-17,31.450000762939453
2018-05-18,31.489999771118164
2018-05-21,30.600000381469727
2018-05-22,29.940000534057617
2018-05-23,30.440000534057617
2018-05-24,30.889999389648438
2018-05-25,31.190000534057617
2018-05-29,31.450000762939453
2018-05-30,31.510000228881836
2018-05-31,31.889999389648438
2018-06-01,32.790000915527344
2018-06-04,33.58000183105469
2018-06-05,34.4900016784668
2018-06-06,35.54999923706055
2018-06-07,33.560001373291016
2018-06-08,33.529998779296875
2018-06-11,33.75
2018-06-12,34.93000030517578
2018-06-13,38.40999984741211
2018-06-14,40.0099983215332
2018-06-15,42.34000015258789
2018-06-18,43.060001373291016
2018-06-19,41.18000030517578
2018-06-20,39.650001525878906
2018-06-21,37.13999938964844
2018-06-22,35.54999923706055
2018-06-25,33.95000076293945
2018-06-26,35.15999984741211
2018-06-27,33.439998626708984
2018-06-28,35.36000061035156
2018-06-29,36.15999984741211
2018-07-02,33.63999938964844
2018-07-03,33.59000015258789
2018-07-05,31.600000381469727
2018-07-06,33.119998931884766
2018-07-09,33.220001220703125
2018-07-10,31.809999465942383
2018-07-11,32.209999084472656
2018-07-12,33.5
2018-07-13,33.130001068115234
2018-07-16,32.72999954223633
2018-07-17,33.58000183105469
2018-07-18,33.900001525878906
2018-07-19,33.310001373291016
2018-07-20,33.11000061035156
2018-07-23,33.75
2018-07-24,32.34000015258789
2018-07-25,33.20000076293945
2018-07-26,33.93000030517578
2018-07-27,32.209999084472656
2018-07-30,30.940000534057617
2018-07-31,31.079999923706055
2018-08-01,31.8799991607666
2018-08-02,33.06999969482422
2018-08-03,30.5049991607666
2018-08-06,31.75
2018-08-07,31.770000457763672
2018-08-08,33.959999084472656
2018-08-09,35.0
2018-08-10,37.349998474121094
2018-08-13,35.470001220703125
2018-08-14,35.86000061035156
2018-08-15,35.959999084472656
2018-08-16,35.88999938964844
2018-08-17,36.189998626708984
2018-08-20,36.22999954223633
2018-08-21,33.25
2018-08-22,33.779998779296875
2018-08-23,33.93000030517578
2018-08-24,34.84000015258789
2018-08-27,35.2599983215332
2018-08-28,34.619998931884766
2018-08-29,34.689998626708984
2018-08-30,34.970001220703125
2018-08-31,34.93000030517578
2018-09-04,35.880001068115234
2018-09-05,34.09000015258789
2018-09-06,34.81999969482422
2018-09-07,35.0099983215332
2018-09-10,36.459999084472656
2018-09-11,37.45000076293945
2018-09-12,36.459999084472656
2018-09-13,36.72999954223633
2018-09-14,36.84000015258789
2018-09-17,35.189998626708984
2018-09-18,35.97999954223633
2018-09-19,35.04999923706055
2018-09-20,35.630001068115234
2018-09-21,34.380001068115234
2018-09-24,34.31999969482422
2018-09-25,34.22999954223633
2018-09-26,34.13999938964844
2018-09-27,33.65999984741211
2018-09-28,33.099998474121094
2018-10-01,30.239999771118164
2018-10-02,28.420000076293945
2018-10-03,28.989999771118164
2018-10-04,28.559999465942383
2018-10-05,28.459999084472656
2018-10-08,27.280000686645508
2018-10-09,27.0
2018-10-10,24.280000686645508
2018-10-11,23.3799991607666
2018-10-12,25.510000228881836
2018-10-15,25.309999465942383
2018-10-16,25.170000076293945
2018-10-17,26.149999618530273
2018-10-18,24.6200008392334
2018-10-19,23.760000228881836
2018-10-22,24.719999313354492
2018-10-23,24.25
2018-10-24,22.989999771118164
2018-10-25,24.510000228881836
2018-10-26,24.139999389648438
2018-10-29,23.510000228881836
2018-10-30,25.329999923706055
2018-10-31,25.709999084472656
2018-11-01,26.09000015258789
2018-11-02,25.59000015258789
2018-11-05,27.15999984741211
2018-11-06,26.559999465942383
2018-11-07,28.209999084472656
2018-11-08,28.020000457763672
2018-11-09,25.979999542236328
2018-11-12,26.459999084472656
2018-11-13,26.530000686645508
2018-11-14,26.65999984741211
2018-11-15,27.219999313354492
2018-11-16,27.549999237060547
2018-11-19,25.520000457763672
2018-11-20,25.399999618530273
2018-11-21,26.18000030517578
2018-11-23,26.540000915527344
2018-11-26,27.190000534057617
2018-11-27,27.6200008392334
2018-11-28,29.09000015258789
2018-11-29,29.190000534057617
2018-11-30,30.059999465942383
2018-12-03,30.049999237060547
2018-12-04,28.700000762939453
2018-12-06,29.520000457763672
2018-12-07,28.459999084472656
2018-12-10,29.459999084472656
2018-12-11,29.059999465942383
2018-12-12,29.219999313354492
2018-12-13,26.649999618530273
2018-12-14,26.729999542236328
2018-12-17,25.1299991607666
