,CONE
2013-01-18,21.200000762939453
2013-01-22,22.1200008392334
2013-01-23,22.600000381469727
2013-01-24,22.010000228881836
2013-01-25,21.860000610351562
2013-01-28,21.5
2013-01-29,21.399999618530273
2013-01-30,21.079999923706055
2013-01-31,21.170000076293945
2013-02-01,21.690000534057617
2013-02-04,21.81999969482422
2013-02-05,22.239999771118164
2013-02-06,22.5
2013-02-07,22.190000534057617
2013-02-08,22.600000381469727
2013-02-11,22.670000076293945
2013-02-12,21.709999084472656
2013-02-13,21.579999923706055
2013-02-14,22.110000610351562
2013-02-15,22.389999389648438
2013-02-19,22.290000915527344
2013-02-20,22.010000228881836
2013-02-21,21.770000457763672
2013-02-22,21.93000030517578
2013-02-25,21.829999923706055
2013-02-26,21.729999542236328
2013-02-27,21.190000534057617
2013-02-28,21.309999465942383
2013-03-01,21.559999465942383
2013-03-04,22.110000610351562
2013-03-05,23.030000686645508
2013-03-06,23.0
2013-03-07,22.780000686645508
2013-03-08,22.6200008392334
2013-03-11,22.299999237060547
2013-03-12,22.149999618530273
2013-03-13,21.940000534057617
2013-03-14,21.850000381469727
2013-03-15,21.489999771118164
2013-03-18,21.739999771118164
2013-03-19,21.84000015258789
2013-03-20,22.06999969482422
2013-03-21,22.1200008392334
2013-03-22,22.959999084472656
2013-03-25,22.8799991607666
2013-03-26,22.8700008392334
2013-03-27,22.5
2013-03-28,22.84000015258789
2013-04-01,23.170000076293945
2013-04-02,23.6299991607666
2013-04-03,23.299999237060547
2013-04-04,23.5
2013-04-05,23.65999984741211
2013-04-08,23.420000076293945
2013-04-09,23.389999389648438
2013-04-10,23.729999542236328
2013-04-11,23.709999084472656
2013-04-12,23.93000030517578
2013-04-15,23.309999465942383
2013-04-16,23.8799991607666
2013-04-17,23.579999923706055
2013-04-18,23.979999542236328
2013-04-19,23.93000030517578
2013-04-22,23.950000762939453
2013-04-23,24.079999923706055
2013-04-24,24.049999237060547
2013-04-25,23.649999618530273
2013-04-26,23.850000381469727
2013-04-29,24.229999542236328
2013-04-30,23.989999771118164
2013-05-01,23.690000534057617
2013-05-02,24.100000381469727
2013-05-03,24.100000381469727
2013-05-06,23.81999969482422
2013-05-07,23.709999084472656
2013-05-08,23.649999618530273
2013-05-09,22.739999771118164
2013-05-10,22.65999984741211
2013-05-13,22.649999618530273
2013-05-14,22.389999389648438
2013-05-15,22.5
2013-05-16,22.40999984741211
2013-05-17,22.229999542236328
2013-05-20,22.059999465942383
2013-05-21,21.93000030517578
2013-05-22,21.43000030517578
2013-05-23,21.860000610351562
2013-05-24,21.899999618530273
2013-05-28,22.110000610351562
2013-05-29,21.8700008392334
2013-05-30,21.940000534057617
2013-05-31,21.68000030517578
2013-06-03,21.270000457763672
2013-06-04,20.780000686645508
2013-06-05,21.200000762939453
2013-06-06,21.360000610351562
2013-06-07,21.290000915527344
2013-06-10,21.729999542236328
2013-06-11,21.579999923706055
2013-06-12,21.100000381469727
2013-06-13,21.65999984741211
2013-06-14,21.299999237060547
2013-06-17,21.100000381469727
2013-06-18,21.100000381469727
2013-06-19,20.860000610351562
2013-06-20,19.440000534057617
2013-06-21,19.399999618530273
2013-06-24,19.200000762939453
2013-06-25,19.149999618530273
2013-06-26,18.979999542236328
2013-06-27,19.709999084472656
2013-06-28,20.739999771118164
2013-07-01,20.850000381469727
2013-07-02,20.790000915527344
2013-07-03,20.809999465942383
2013-07-05,20.84000015258789
2013-07-08,20.889999389648438
2013-07-09,21.200000762939453
2013-07-10,21.610000610351562
2013-07-11,22.049999237060547
2013-07-12,21.93000030517578
2013-07-15,21.90999984741211
2013-07-16,21.719999313354492
2013-07-17,21.719999313354492
2013-07-18,21.719999313354492
2013-07-19,21.639999389648438
2013-07-22,21.469999313354492
2013-07-23,21.299999237060547
2013-07-24,21.149999618530273
2013-07-25,21.010000228881836
2013-07-26,20.760000228881836
2013-07-29,20.610000610351562
2013-07-30,20.540000915527344
2013-07-31,20.350000381469727
2013-08-01,20.6299991607666
2013-08-02,20.31999969482422
2013-08-05,20.31999969482422
2013-08-06,20.510000228881836
2013-08-07,20.0
2013-08-08,19.510000228881836
2013-08-09,19.65999984741211
2013-08-12,19.43000030517578
2013-08-13,19.270000457763672
2013-08-14,18.889999389648438
2013-08-15,18.389999389648438
2013-08-16,18.15999984741211
2013-08-19,17.979999542236328
2013-08-20,18.479999542236328
2013-08-21,18.75
2013-08-22,18.920000076293945
2013-08-23,18.940000534057617
2013-08-26,19.1200008392334
2013-08-27,19.09000015258789
2013-08-28,19.049999237060547
2013-08-29,19.25
2013-08-30,19.059999465942383
2013-09-03,19.270000457763672
2013-09-04,19.260000228881836
2013-09-05,19.469999313354492
2013-09-06,19.260000228881836
2013-09-09,19.479999542236328
2013-09-10,19.100000381469727
2013-09-11,19.229999542236328
2013-09-12,19.530000686645508
2013-09-13,19.360000610351562
2013-09-16,19.43000030517578
2013-09-17,19.450000762939453
2013-09-18,19.649999618530273
2013-09-19,19.770000457763672
2013-09-20,19.5
2013-09-23,19.479999542236328
2013-09-24,19.440000534057617
2013-09-25,19.280000686645508
2013-09-26,19.040000915527344
2013-09-27,18.889999389648438
2013-09-30,19.0
2013-10-01,18.8700008392334
2013-10-02,18.93000030517578
2013-10-03,18.549999237060547
2013-10-04,18.520000457763672
2013-10-07,18.3799991607666
2013-10-08,18.059999465942383
2013-10-09,18.139999389648438
2013-10-10,18.479999542236328
2013-10-11,18.739999771118164
2013-10-14,18.6200008392334
2013-10-15,18.59000015258789
2013-10-16,18.559999465942383
2013-10-17,19.780000686645508
2013-10-18,20.149999618530273
2013-10-21,20.729999542236328
2013-10-22,21.010000228881836
2013-10-23,20.979999542236328
2013-10-24,20.5
2013-10-25,20.670000076293945
2013-10-28,20.670000076293945
2013-10-29,20.579999923706055
2013-10-30,19.989999771118164
2013-10-31,19.489999771118164
2013-11-01,19.770000457763672
2013-11-04,19.270000457763672
2013-11-05,19.020000457763672
2013-11-06,18.149999618530273
2013-11-07,19.459999084472656
2013-11-08,19.649999618530273
2013-11-11,19.540000915527344
2013-11-12,19.450000762939453
2013-11-13,20.3799991607666
2013-11-14,21.149999618530273
2013-11-15,20.920000076293945
2013-11-18,21.43000030517578
2013-11-19,21.200000762939453
2013-11-20,21.360000610351562
2013-11-21,21.3799991607666
2013-11-22,20.90999984741211
2013-11-25,20.700000762939453
2013-11-26,20.110000610351562
2013-11-27,20.399999618530273
2013-11-29,20.43000030517578
2013-12-02,20.68000030517578
2013-12-03,20.579999923706055
2013-12-04,20.420000076293945
2013-12-05,20.739999771118164
2013-12-06,20.84000015258789
2013-12-09,20.760000228881836
2013-12-10,20.760000228881836
2013-12-11,20.670000076293945
2013-12-12,20.6200008392334
2013-12-13,21.0
2013-12-16,21.329999923706055
2013-12-17,21.889999389648438
2013-12-18,21.829999923706055
2013-12-19,21.649999618530273
2013-12-20,22.219999313354492
2013-12-23,22.260000228881836
2013-12-24,22.260000228881836
2013-12-26,22.40999984741211
2013-12-27,22.25
2013-12-30,22.299999237060547
2013-12-31,22.329999923706055
2014-01-02,21.850000381469727
2014-01-03,21.889999389648438
2014-01-06,21.850000381469727
2014-01-07,22.0
2014-01-08,21.950000762939453
2014-01-09,21.700000762939453
2014-01-10,21.670000076293945
2014-01-13,21.469999313354492
2014-01-14,21.600000381469727
2014-01-15,21.799999237060547
2014-01-16,21.90999984741211
2014-01-17,21.799999237060547
2014-01-21,22.0
2014-01-22,22.079999923706055
2014-01-23,22.15999984741211
2014-01-24,21.969999313354492
2014-01-27,21.860000610351562
2014-01-28,21.959999084472656
2014-01-29,21.479999542236328
2014-01-30,21.5
2014-01-31,21.610000610351562
2014-02-03,21.100000381469727
2014-02-04,21.06999969482422
2014-02-05,20.8700008392334
2014-02-06,20.440000534057617
2014-02-07,20.649999618530273
2014-02-10,20.829999923706055
2014-02-11,21.149999618530273
2014-02-12,20.959999084472656
2014-02-13,21.280000686645508
2014-02-14,21.079999923706055
2014-02-18,21.280000686645508
2014-02-19,21.850000381469727
2014-02-20,22.020000457763672
2014-02-21,21.8799991607666
2014-02-24,21.729999542236328
2014-02-25,21.799999237060547
2014-02-26,21.579999923706055
2014-02-27,21.43000030517578
2014-02-28,22.219999313354492
2014-03-03,22.420000076293945
2014-03-04,22.670000076293945
2014-03-05,22.989999771118164
2014-03-06,23.079999923706055
2014-03-07,22.700000762939453
2014-03-10,22.670000076293945
2014-03-11,22.610000610351562
2014-03-12,22.700000762939453
2014-03-13,22.6299991607666
2014-03-14,22.200000762939453
2014-03-17,22.450000762939453
2014-03-18,22.3700008392334
2014-03-19,21.920000076293945
2014-03-20,21.860000610351562
2014-03-21,21.760000228881836
2014-03-24,21.68000030517578
2014-03-25,21.700000762939453
2014-03-26,21.31999969482422
2014-03-27,21.030000686645508
2014-03-28,20.649999618530273
2014-03-31,20.829999923706055
2014-04-01,21.850000381469727
2014-04-02,21.829999923706055
2014-04-03,22.200000762939453
2014-04-04,22.25
2014-04-07,21.559999465942383
2014-04-08,21.56999969482422
2014-04-09,21.770000457763672
2014-04-10,20.979999542236328
2014-04-11,20.510000228881836
2014-04-14,20.200000762939453
2014-04-15,19.84000015258789
2014-04-16,20.0
2014-04-17,20.040000915527344
2014-04-21,20.3700008392334
2014-04-22,20.520000457763672
2014-04-23,20.219999313354492
2014-04-24,20.06999969482422
2014-04-25,19.899999618530273
2014-04-28,20.0
2014-04-29,19.969999313354492
2014-04-30,20.0
2014-05-01,20.0
2014-05-02,20.100000381469727
2014-05-05,20.059999465942383
2014-05-06,19.899999618530273
2014-05-07,20.059999465942383
2014-05-08,21.0
2014-05-09,21.579999923706055
2014-05-12,21.829999923706055
2014-05-13,21.93000030517578
2014-05-14,21.889999389648438
2014-05-15,21.860000610351562
2014-05-16,22.079999923706055
2014-05-19,21.950000762939453
2014-05-20,21.760000228881836
2014-05-21,21.950000762939453
2014-05-22,21.850000381469727
2014-05-23,21.899999618530273
2014-05-27,22.700000762939453
2014-05-28,22.770000457763672
2014-05-29,22.799999237060547
2014-05-30,22.8799991607666
2014-06-02,22.950000762939453
2014-06-03,22.729999542236328
2014-06-04,22.649999618530273
2014-06-05,23.020000457763672
2014-06-06,22.950000762939453
2014-06-09,22.770000457763672
2014-06-10,22.75
2014-06-11,22.729999542236328
2014-06-12,22.690000534057617
2014-06-13,22.510000228881836
2014-06-16,22.8700008392334
2014-06-17,23.06999969482422
2014-06-18,23.440000534057617
2014-06-19,23.5
2014-06-20,24.100000381469727
2014-06-23,24.649999618530273
2014-06-24,24.65999984741211
2014-06-25,24.540000915527344
2014-06-26,24.81999969482422
2014-06-27,24.75
2014-06-30,24.899999618530273
2014-07-01,25.270000457763672
2014-07-02,24.920000076293945
2014-07-03,24.90999984741211
2014-07-07,24.479999542236328
2014-07-08,24.530000686645508
2014-07-09,24.43000030517578
2014-07-10,24.780000686645508
2014-07-11,24.790000915527344
2014-07-14,25.020000457763672
2014-07-15,25.389999389648438
2014-07-16,25.540000915527344
2014-07-17,25.350000381469727
2014-07-18,25.729999542236328
2014-07-21,25.799999237060547
2014-07-22,26.190000534057617
2014-07-23,26.469999313354492
2014-07-24,26.3700008392334
2014-07-25,26.15999984741211
2014-07-28,26.020000457763672
2014-07-29,25.829999923706055
2014-07-30,25.770000457763672
2014-07-31,24.850000381469727
2014-08-01,24.719999313354492
2014-08-04,24.780000686645508
2014-08-05,25.290000915527344
2014-08-06,25.670000076293945
2014-08-07,25.030000686645508
2014-08-08,25.190000534057617
2014-08-11,25.309999465942383
2014-08-12,25.329999923706055
2014-08-13,25.469999313354492
2014-08-14,25.969999313354492
2014-08-15,25.920000076293945
2014-08-18,26.1200008392334
2014-08-19,26.3700008392334
2014-08-20,26.309999465942383
2014-08-21,26.440000534057617
2014-08-22,26.350000381469727
2014-08-25,26.25
2014-08-26,26.030000686645508
2014-08-27,25.59000015258789
2014-08-28,25.530000686645508
2014-08-29,26.040000915527344
2014-09-02,25.790000915527344
2014-09-03,26.100000381469727
2014-09-04,26.059999465942383
2014-09-05,26.25
2014-09-08,26.739999771118164
2014-09-09,26.450000762939453
2014-09-10,26.06999969482422
2014-09-11,26.149999618530273
2014-09-12,25.440000534057617
2014-09-15,24.65999984741211
2014-09-16,24.75
2014-09-17,24.899999618530273
2014-09-18,25.0
2014-09-19,24.899999618530273
2014-09-22,24.6200008392334
2014-09-23,24.09000015258789
2014-09-24,24.3700008392334
2014-09-25,24.209999084472656
2014-09-26,24.420000076293945
2014-09-29,24.3700008392334
2014-09-30,24.040000915527344
2014-10-01,24.219999313354492
2014-10-02,23.989999771118164
2014-10-03,24.15999984741211
2014-10-06,24.06999969482422
2014-10-07,23.940000534057617
2014-10-08,24.549999237060547
2014-10-09,24.5
2014-10-10,24.25
2014-10-13,24.1299991607666
2014-10-14,24.420000076293945
2014-10-15,24.68000030517578
2014-10-16,24.700000762939453
2014-10-17,24.770000457763672
2014-10-20,25.110000610351562
2014-10-21,25.170000076293945
2014-10-22,25.040000915527344
2014-10-23,25.389999389648438
2014-10-24,25.799999237060547
2014-10-27,26.110000610351562
2014-10-28,26.670000076293945
2014-10-29,26.1299991607666
2014-10-30,26.799999237060547
2014-10-31,27.309999465942383
2014-11-03,26.850000381469727
2014-11-04,26.450000762939453
2014-11-05,26.270000457763672
2014-11-06,26.40999984741211
2014-11-07,26.979999542236328
2014-11-10,27.229999542236328
2014-11-11,27.010000228881836
2014-11-12,26.8700008392334
2014-11-13,26.889999389648438
2014-11-14,26.6299991607666
2014-11-17,26.520000457763672
2014-11-18,26.959999084472656
2014-11-19,26.799999237060547
2014-11-20,27.389999389648438
2014-11-21,27.389999389648438
2014-11-24,27.329999923706055
2014-11-25,27.520000457763672
2014-11-26,27.479999542236328
2014-11-28,27.450000762939453
2014-12-01,26.8799991607666
2014-12-02,26.84000015258789
2014-12-03,26.809999465942383
2014-12-04,26.690000534057617
2014-12-05,26.1299991607666
2014-12-08,26.209999084472656
2014-12-09,26.799999237060547
2014-12-10,26.34000015258789
2014-12-11,26.170000076293945
2014-12-12,26.229999542236328
2014-12-15,26.0
2014-12-16,26.09000015258789
2014-12-17,26.5
2014-12-18,26.579999923706055
2014-12-19,26.829999923706055
2014-12-22,27.290000915527344
2014-12-23,27.809999465942383
2014-12-24,27.479999542236328
2014-12-26,27.8700008392334
2014-12-29,27.860000610351562
2014-12-30,28.15999984741211
2014-12-31,27.549999237060547
2015-01-02,27.450000762939453
2015-01-05,27.489999771118164
2015-01-06,27.290000915527344
2015-01-07,27.549999237060547
2015-01-08,28.0
2015-01-09,28.299999237060547
2015-01-12,28.3700008392334
2015-01-13,28.309999465942383
2015-01-14,28.950000762939453
2015-01-15,28.700000762939453
2015-01-16,28.799999237060547
2015-01-20,28.639999389648438
2015-01-21,28.190000534057617
2015-01-22,28.719999313354492
2015-01-23,29.09000015258789
2015-01-26,28.719999313354492
2015-01-27,28.860000610351562
2015-01-28,28.280000686645508
2015-01-29,28.739999771118164
2015-01-30,28.049999237060547
2015-02-02,27.309999465942383
2015-02-03,27.520000457763672
2015-02-04,28.440000534057617
2015-02-05,28.940000534057617
2015-02-06,28.229999542236328
2015-02-09,27.969999313354492
2015-02-10,28.420000076293945
2015-02-11,28.469999313354492
2015-02-12,29.030000686645508
2015-02-13,28.780000686645508
2015-02-17,28.219999313354492
2015-02-18,30.15999984741211
2015-02-19,29.700000762939453
2015-02-20,30.079999923706055
2015-02-23,30.5
2015-02-24,30.209999084472656
2015-02-25,30.020000457763672
2015-02-26,29.799999237060547
2015-02-27,29.719999313354492
2015-03-02,30.190000534057617
2015-03-03,30.079999923706055
2015-03-04,29.8799991607666
2015-03-05,29.739999771118164
2015-03-06,28.90999984741211
2015-03-09,29.639999389648438
2015-03-10,29.520000457763672
2015-03-11,30.079999923706055
2015-03-12,30.8799991607666
2015-03-13,30.329999923706055
2015-03-16,31.6200008392334
2015-03-17,31.610000610351562
2015-03-18,32.29999923706055
2015-03-19,32.47999954223633
2015-03-20,32.599998474121094
2015-03-23,32.619998931884766
2015-03-24,32.29999923706055
2015-03-25,31.190000534057617
2015-03-26,31.329999923706055
2015-03-27,31.639999389648438
2015-03-30,32.4900016784668
2015-03-31,31.1200008392334
2015-04-01,31.110000610351562
2015-04-02,31.610000610351562
2015-04-06,32.4900016784668
2015-04-07,31.770000457763672
2015-04-08,32.0099983215332
2015-04-09,31.549999237060547
2015-04-10,31.6200008392334
2015-04-13,31.40999984741211
2015-04-14,31.3700008392334
2015-04-15,31.059999465942383
2015-04-16,31.170000076293945
2015-04-17,30.920000076293945
2015-04-20,31.020000457763672
2015-04-21,31.31999969482422
2015-04-22,31.489999771118164
2015-04-23,31.489999771118164
