,BIB
2010-11-26,6.752500057220459
2010-11-29,6.752500057220459
2010-11-30,6.577499866485596
2010-12-01,6.577499866485596
2010-12-02,6.762499809265137
2010-12-03,6.762499809265137
2010-12-06,6.762499809265137
2010-12-07,6.762499809265137
2010-12-08,6.762499809265137
2010-12-09,6.948750019073486
2010-12-10,7.116250038146973
2010-12-13,7.065000057220459
2010-12-14,7.231249809265137
2010-12-15,7.324999809265137
2010-12-16,7.393750190734863
2010-12-17,7.638750076293945
2010-12-20,7.666250228881836
2010-12-21,7.697500228881836
2010-12-22,7.672500133514404
2010-12-23,7.678750038146973
2010-12-27,7.726250171661377
2010-12-28,7.678750038146973
2010-12-29,7.678750038146973
2010-12-30,7.578750133514404
2010-12-31,7.519999980926514
2011-01-03,7.662499904632568
2011-01-04,7.5625
2011-01-05,7.675000190734863
2011-01-06,7.784999847412109
2011-01-07,7.690000057220459
2011-01-10,7.757500171661377
2011-01-11,7.800000190734863
2011-01-12,7.892499923706055
2011-01-13,7.93874979019165
2011-01-14,7.947500228881836
2011-01-18,8.067500114440918
2011-01-19,7.722499847412109
2011-01-20,7.684999942779541
2011-01-21,7.663750171661377
2011-01-24,7.71999979019165
2011-01-25,7.71875
2011-01-26,7.90749979019165
2011-01-27,7.833749771118164
2011-01-28,7.428750038146973
2011-01-31,7.512499809265137
2011-02-01,7.653749942779541
2011-02-02,7.653749942779541
2011-02-03,7.653749942779541
2011-02-04,7.587500095367432
2011-02-07,7.541250228881836
2011-02-08,7.558750152587891
2011-02-09,7.416250228881836
2011-02-10,7.5
2011-02-11,7.574999809265137
2011-02-14,7.670000076293945
2011-02-15,7.677499771118164
2011-02-16,7.741250038146973
2011-02-17,7.741250038146973
2011-02-18,7.760000228881836
2011-02-22,7.486249923706055
2011-02-23,7.392499923706055
2011-02-24,7.324999809265137
2011-02-25,7.393750190734863
2011-02-28,7.393750190734863
2011-03-01,7.393750190734863
2011-03-02,7.670000076293945
2011-03-03,7.670000076293945
2011-03-04,7.670000076293945
2011-03-07,7.81125020980835
2011-03-08,7.735000133514404
2011-03-09,7.947500228881836
2011-03-10,7.703750133514404
2011-03-11,7.472499847412109
2011-03-14,7.664999961853027
2011-03-15,7.664999961853027
2011-03-16,7.4375
2011-03-17,7.4375
2011-03-18,7.4375
2011-03-21,7.637499809265137
2011-03-22,7.627500057220459
2011-03-23,7.698750019073486
2011-03-24,7.943749904632568
2011-03-25,8.006250381469727
2011-03-28,7.940000057220459
2011-03-29,8.053750038146973
2011-03-30,8.454999923706055
2011-03-31,8.501250267028809
2011-04-01,8.600000381469727
2011-04-04,8.75
2011-04-05,8.936249732971191
2011-04-06,8.928750038146973
2011-04-07,8.913749694824219
2011-04-08,8.885000228881836
2011-04-11,8.890000343322754
2011-04-12,8.848750114440918
2011-04-13,9.017499923706055
2011-04-14,9.154999732971191
2011-04-15,9.361249923706055
2011-04-18,9.146249771118164
2011-04-19,9.026249885559082
2011-04-20,9.391249656677246
2011-04-21,9.37874984741211
2011-04-25,9.31624984741211
2011-04-26,9.576250076293945
2011-04-27,10.037500381469727
2011-04-28,10.111249923706055
2011-04-29,9.782500267028809
2011-05-02,9.949999809265137
2011-05-03,9.681249618530273
2011-05-04,9.612500190734863
2011-05-05,9.34000015258789
2011-05-06,9.675000190734863
2011-05-09,9.931249618530273
2011-05-10,10.0287504196167
2011-05-11,9.923749923706055
2011-05-12,10.19124984741211
2011-05-13,10.056249618530273
2011-05-16,9.766249656677246
2011-05-17,9.792499542236328
2011-05-18,10.013750076293945
2011-05-19,9.913749694824219
2011-05-20,9.947500228881836
2011-05-23,9.663749694824219
2011-05-24,9.59375
2011-05-25,9.688750267028809
2011-05-26,9.8149995803833
2011-05-27,9.895000457763672
2011-05-31,10.125
2011-06-01,9.757499694824219
2011-06-02,9.836250305175781
2011-06-03,9.671250343322754
2011-06-06,9.336250305175781
2011-06-07,9.550000190734863
2011-06-08,9.462499618530273
2011-06-09,9.373749732971191
2011-06-10,9.050000190734863
2011-06-13,8.988750457763672
2011-06-14,9.142499923706055
2011-06-15,8.943750381469727
2011-06-16,8.853750228881836
2011-06-17,8.75374984741211
2011-06-20,8.886249542236328
2011-06-21,9.0625
2011-06-22,9.079999923706055
2011-06-23,9.1274995803833
2011-06-24,8.976249694824219
2011-06-27,9.167499542236328
2011-06-28,9.492500305175781
2011-06-29,9.520000457763672
2011-06-30,9.618749618530273
2011-07-01,9.8149995803833
2011-07-05,9.882499694824219
2011-07-06,9.982500076293945
2011-07-07,10.082500457763672
2011-07-08,10.168749809265137
2011-07-11,9.786250114440918
2011-07-12,9.758749961853027
2011-07-13,9.868749618530273
2011-07-14,9.788749694824219
2011-07-15,9.7162504196167
2011-07-18,9.463749885559082
2011-07-19,9.823749542236328
2011-07-20,9.623749732971191
2011-07-21,9.928750038146973
2011-07-22,10.037500381469727
2011-07-25,9.701250076293945
2011-07-26,9.484999656677246
2011-07-27,8.960000038146973
2011-07-28,8.984999656677246
2011-07-29,9.088749885559082
2011-08-01,8.826250076293945
2011-08-02,8.297499656677246
2011-08-03,8.2475004196167
2011-08-04,6.957499980926514
2011-08-05,6.806250095367432
2011-08-08,5.96750020980835
2011-08-09,6.636250019073486
2011-08-10,6.025000095367432
2011-08-11,6.517499923706055
2011-08-12,6.738749980926514
2011-08-15,7.213749885559082
2011-08-16,7.133749961853027
2011-08-17,7.043749809265137
2011-08-18,6.420000076293945
2011-08-19,6.392499923706055
2011-08-22,6.328750133514404
2011-08-23,6.808750152587891
2011-08-24,6.926249980926514
2011-08-25,6.661250114440918
2011-08-26,6.932499885559082
2011-08-29,7.366250038146973
2011-08-30,7.565000057220459
2011-08-31,7.552499771118164
2011-09-01,7.308750152587891
2011-09-02,6.977499961853027
2011-09-06,7.21999979019165
2011-09-07,7.605000019073486
2011-09-08,7.62624979019165
2011-09-09,7.181250095367432
2011-09-12,7.25
2011-09-13,7.367499828338623
2011-09-14,7.667500019073486
2011-09-15,7.742499828338623
2011-09-16,7.758749961853027
2011-09-19,7.746250152587891
2011-09-20,7.87375020980835
2011-09-21,7.619999885559082
2011-09-22,7.15625
2011-09-23,7.269999980926514
2011-09-26,7.348750114440918
2011-09-27,7.518750190734863
2011-09-28,7.184999942779541
2011-09-29,7.15625
2011-09-30,7.076250076293945
2011-10-03,6.4375
2011-10-04,6.647500038146973
2011-10-05,7.077499866485596
2011-10-06,7.392499923706055
2011-10-07,7.135000228881836
2011-10-10,7.481249809265137
2011-10-11,7.422500133514404
2011-10-12,7.428750038146973
2011-10-13,7.56374979019165
2011-10-14,7.577499866485596
2011-10-17,7.383749961853027
2011-10-18,7.412499904632568
2011-10-19,7.31125020980835
2011-10-20,7.387499809265137
2011-10-21,7.613749980926514
2011-10-24,7.851250171661377
2011-10-25,7.427499771118164
2011-10-26,7.712500095367432
2011-10-27,7.992499828338623
2011-10-28,8.083749771118164
2011-10-31,7.828750133514404
2011-11-01,7.425000190734863
2011-11-02,7.423749923706055
2011-11-03,7.625
2011-11-04,7.364999771118164
2011-11-07,7.378749847412109
2011-11-08,7.40500020980835
2011-11-09,7.03249979019165
2011-11-10,7.007500171661377
2011-11-11,7.257500171661377
2011-11-14,7.15625
2011-11-15,7.286250114440918
2011-11-16,7.013750076293945
2011-11-17,6.864999771118164
2011-11-18,6.824999809265137
2011-11-21,7.480000019073486
2011-11-22,7.677499771118164
2011-11-23,7.5
2011-11-25,7.352499961853027
2011-11-28,7.742499828338623
2011-11-29,7.807499885559082
2011-11-30,8.311249732971191
2011-12-01,8.350000381469727
2011-12-02,8.234999656677246
2011-12-05,8.203749656677246
2011-12-06,8.243749618530273
2011-12-07,8.176250457763672
2011-12-08,7.918749809265137
2011-12-09,8.193750381469727
2011-12-12,7.980000019073486
2011-12-13,7.835000038146973
2011-12-14,7.804999828338623
2011-12-15,7.925000190734863
2011-12-16,7.946249961853027
2011-12-19,7.960000038146973
2011-12-20,8.317500114440918
2011-12-21,8.388750076293945
2011-12-22,8.470000267028809
2011-12-23,8.46875
2011-12-27,8.646249771118164
2011-12-28,8.444999694824219
2011-12-29,8.62125015258789
2011-12-30,8.6899995803833
2012-01-03,8.797499656677246
2012-01-04,8.803750038146973
2012-01-05,9.021249771118164
2012-01-06,9.138750076293945
2012-01-09,9.395000457763672
2012-01-10,9.75
2012-01-11,9.895000457763672
2012-01-12,9.993749618530273
2012-01-13,9.992500305175781
2012-01-17,10.119999885559082
2012-01-18,10.366250038146973
2012-01-19,10.263750076293945
2012-01-20,10.147500038146973
2012-01-23,10.02750015258789
2012-01-24,10.125
2012-01-25,10.6225004196167
2012-01-26,10.368749618530273
2012-01-27,10.625
2012-01-30,10.571249961853027
2012-01-31,10.694999694824219
2012-02-01,11.131250381469727
2012-02-02,11.267499923706055
2012-02-03,11.50374984741211
2012-02-06,11.762499809265137
2012-02-07,11.59000015258789
2012-02-08,11.363750457763672
2012-02-09,11.2787504196167
2012-02-10,11.166250228881836
2012-02-13,11.717499732971191
2012-02-14,11.512499809265137
2012-02-15,11.44124984741211
2012-02-16,11.673749923706055
2012-02-17,11.180000305175781
2012-02-21,10.75374984741211
2012-02-22,10.767499923706055
2012-02-23,11.25374984741211
2012-02-24,11.267499923706055
2012-02-27,11.272500038146973
2012-02-28,11.37125015258789
2012-02-29,11.207500457763672
2012-03-01,11.427499771118164
2012-03-02,11.34000015258789
2012-03-05,11.143750190734863
2012-03-06,10.706250190734863
2012-03-07,10.848750114440918
2012-03-08,11.1850004196167
2012-03-09,11.202500343322754
2012-03-12,11.237500190734863
2012-03-13,11.307499885559082
2012-03-14,11.332500457763672
2012-03-15,11.561249732971191
2012-03-16,11.501250267028809
2012-03-19,11.640000343322754
2012-03-20,11.488750457763672
2012-03-21,11.59000015258789
2012-03-22,11.556249618530273
2012-03-23,11.699999809265137
2012-03-26,12.069999694824219
2012-03-27,11.9712495803833
2012-03-28,11.696249961853027
2012-03-29,11.882499694824219
2012-03-30,12.008749961853027
2012-04-02,12.211250305175781
2012-04-03,12.207500457763672
2012-04-04,11.918749809265137
2012-04-05,12.085000038146973
2012-04-09,11.662500381469727
2012-04-10,10.989999771118164
2012-04-11,11.181249618530273
2012-04-12,11.307499885559082
2012-04-13,10.962499618530273
2012-04-16,10.948749542236328
2012-04-17,11.256250381469727
2012-04-18,11.161250114440918
2012-04-19,11.50374984741211
2012-04-20,11.710000038146973
2012-04-23,11.551250457763672
2012-04-24,11.5962495803833
2012-04-25,12.074999809265137
2012-04-26,12.276249885559082
2012-04-27,12.427499771118164
2012-04-30,12.292499542236328
2012-05-01,12.399999618530273
2012-05-02,12.426250457763672
2012-05-03,12.061249732971191
2012-05-04,11.623749732971191
2012-05-07,12.173749923706055
2012-05-08,12.262499809265137
2012-05-09,12.00374984741211
2012-05-10,12.2475004196167
2012-05-11,12.524999618530273
2012-05-14,12.487500190734863
2012-05-15,12.388750076293945
2012-05-16,12.393750190734863
2012-05-17,11.7524995803833
2012-05-18,11.323749542236328
2012-05-21,11.97249984741211
2012-05-22,11.857500076293945
2012-05-23,11.918749809265137
2012-05-24,11.994999885559082
2012-05-25,12.2475004196167
2012-05-29,12.196249961853027
2012-05-30,12.138750076293945
2012-05-31,11.931249618530273
2012-06-01,11.162500381469727
2012-06-04,11.260000228881836
2012-06-05,11.5962495803833
2012-06-06,11.848750114440918
2012-06-07,11.638750076293945
2012-06-08,11.977499961853027
2012-06-11,11.571249961853027
2012-06-12,11.765000343322754
2012-06-13,11.886249542236328
2012-06-14,11.736249923706055
2012-06-15,12.196249961853027
2012-06-18,12.431249618530273
2012-06-19,12.782500267028809
2012-06-20,12.875
2012-06-21,12.4375
2012-06-22,12.800000190734863
2012-06-25,12.506250381469727
2012-06-26,12.850000381469727
2012-06-27,13.154999732971191
2012-06-28,12.2837495803833
2012-06-29,13.09375
2012-07-02,13.7212495803833
2012-07-03,13.93375015258789
2012-07-05,13.9712495803833
2012-07-06,13.609999656677246
2012-07-09,13.800000190734863
2012-07-10,13.300000190734863
2012-07-11,13.057499885559082
2012-07-12,13.336250305175781
2012-07-13,13.452500343322754
2012-07-16,13.6875
2012-07-17,14.008749961853027
2012-07-18,14.168749809265137
2012-07-19,14.022500038146973
2012-07-20,13.755000114440918
2012-07-23,13.423749923706055
2012-07-24,12.962499618530273
2012-07-25,13.532500267028809
2012-07-26,14.107500076293945
2012-07-27,14.75
2012-07-30,14.266249656677246
2012-07-31,13.897500038146973
2012-08-01,13.5
2012-08-02,13.258749961853027
2012-08-03,13.553750038146973
2012-08-06,13.772500038146973
2012-08-07,13.920000076293945
2012-08-08,13.625
2012-08-09,13.647500038146973
2012-08-10,13.625
2012-08-13,13.577500343322754
2012-08-14,13.882499694824219
2012-08-15,14.046250343322754
2012-08-16,13.8412504196167
2012-08-17,13.818750381469727
2012-08-20,13.563750267028809
2012-08-21,13.6537504196167
2012-08-22,13.892499923706055
2012-08-23,13.93375015258789
2012-08-24,14.268750190734863
2012-08-27,14.352499961853027
2012-08-28,14.37874984741211
2012-08-29,14.307499885559082
2012-08-30,14.25
2012-08-31,14.296250343322754
2012-09-04,14.927499771118164
2012-09-05,14.744999885559082
2012-09-06,15.398750305175781
2012-09-07,15.393750190734863
2012-09-10,15.069999694824219
2012-09-11,15.137499809265137
2012-09-12,15.0
2012-09-13,15.363750457763672
2012-09-14,15.520000457763672
2012-09-17,15.861249923706055
2012-09-18,16.1200008392334
2012-09-19,16.033750534057617
2012-09-20,16.022499084472656
2012-09-21,16.21875
2012-09-24,15.882499694824219
2012-09-25,15.712499618530273
2012-09-26,15.229999542236328
2012-09-27,15.75
2012-09-28,15.763750076293945
2012-10-01,16.05875015258789
2012-10-02,16.331249237060547
2012-10-03,16.62874984741211
2012-10-04,16.727500915527344
2012-10-05,16.844999313354492
2012-10-08,16.5049991607666
2012-10-09,15.875
2012-10-10,15.600000381469727
2012-10-11,15.819999694824219
2012-10-12,15.555000305175781
2012-10-15,15.737500190734863
2012-10-16,16.1200008392334
2012-10-17,16.497499465942383
2012-10-18,16.100000381469727
2012-10-19,15.142499923706055
2012-10-22,14.97249984741211
2012-10-23,14.364999771118164
2012-10-24,14.412500381469727
2012-10-25,14.420000076293945
2012-10-26,14.175000190734863
2012-10-31,13.449999809265137
2012-11-01,13.899999618530273
2012-11-02,13.3100004196167
2012-11-05,13.692500114440918
2012-11-06,13.657500267028809
2012-11-07,12.987500190734863
2012-11-08,12.6899995803833
2012-11-09,13.0024995803833
2012-11-12,13.475000381469727
2012-11-13,13.492500305175781
2012-11-14,12.892499923706055
2012-11-15,12.680000305175781
2012-11-16,13.3149995803833
2012-11-19,13.7475004196167
2012-11-20,14.234999656677246
2012-11-21,14.300000190734863
2012-11-23,14.667499542236328
2012-11-26,14.600000381469727
2012-11-27,14.487500190734863
2012-11-28,14.567500114440918
2012-11-29,15.117500305175781
2012-11-30,14.869999885559082
2012-12-03,14.792499542236328
2012-12-04,14.824999809265137
2012-12-05,14.712499618530273
2012-12-06,14.572500228881836
2012-12-07,14.475000381469727
2012-12-10,14.897500038146973
2012-12-11,15.34749984741211
2012-12-12,15.25
2012-12-13,14.875
2012-12-14,14.697500228881836
2012-12-17,14.947500228881836
2012-12-18,15.217499732971191
2012-12-19,14.9375
2012-12-20,14.932499885559082
2012-12-21,14.727499961853027
2012-12-24,14.625
2012-12-26,14.5
2012-12-27,14.362500190734863
2012-12-28,14.050000190734863
2012-12-31,14.492500305175781
2013-01-02,15.417499542236328
2013-01-03,15.414999961853027
2013-01-04,15.637499809265137
2013-01-07,15.84749984741211
2013-01-08,16.002500534057617
2013-01-09,16.457500457763672
2013-01-10,16.475000381469727
2013-01-11,16.229999542236328
2013-01-14,16.264999389648438
2013-01-15,16.475000381469727
2013-01-16,16.11750030517578
2013-01-17,16.084999084472656
2013-01-18,16.137500762939453
2013-01-22,16.2450008392334
2013-01-23,16.020000457763672
2013-01-24,16.059999465942383
2013-01-25,16.3700008392334
2013-01-28,16.315000534057617
2013-01-29,16.389999389648438
2013-01-30,16.125
2013-01-31,16.299999237060547
2013-02-01,16.735000610351562
2013-02-04,16.297500610351562
2013-02-05,16.625
2013-02-06,16.487499237060547
2013-02-07,16.149999618530273
2013-02-08,16.485000610351562
2013-02-11,16.34000015258789
2013-02-12,16.204999923706055
2013-02-13,16.389999389648438
2013-02-14,16.325000762939453
2013-02-15,16.280000686645508
2013-02-19,16.344999313354492
2013-02-20,16.030000686645508
2013-02-21,15.837499618530273
2013-02-22,16.325000762939453
2013-02-25,15.922499656677246
2013-02-26,15.9375
2013-02-27,16.454999923706055
2013-02-28,16.737499237060547
2013-03-01,17.139999389648438
2013-03-04,17.59000015258789
2013-03-05,17.989999771118164
2013-03-06,18.22249984741211
2013-03-07,18.327499389648438
2013-03-08,18.59000015258789
2013-03-11,18.639999389648438
2013-03-12,18.827499389648438
2013-03-13,18.674999237060547
2013-03-14,18.8700008392334
2013-03-15,18.565000534057617
2013-03-18,18.3700008392334
2013-03-19,18.260000228881836
2013-03-20,18.657499313354492
2013-03-21,18.424999237060547
2013-03-22,18.645000457763672
2013-03-25,18.512500762939453
2013-03-26,18.502500534057617
2013-03-27,18.975000381469727
2013-03-28,19.614999771118164
2013-04-01,19.4325008392334
2013-04-02,20.09000015258789
2013-04-03,19.485000610351562
2013-04-04,19.635000228881836
2013-04-05,19.602500915527344
2013-04-08,19.5625
2013-04-09,19.787500381469727
2013-04-10,20.837499618530273
2013-04-11,21.4950008392334
2013-04-12,21.912500381469727
2013-04-15,20.69499969482422
2013-04-16,21.524999618530273
2013-04-17,21.405000686645508
2013-04-18,20.662500381469727
2013-04-19,22.592500686645508
2013-04-22,23.087499618530273
2013-04-23,23.247499465942383
2013-04-24,21.912500381469727
2013-04-25,22.827499389648438
2013-04-26,22.809999465942383
2013-04-29,22.872499465942383
2013-04-30,22.577499389648438
2013-05-01,22.21500015258789
2013-05-02,23.02750015258789
2013-05-03,23.709999084472656
2013-05-06,23.53499984741211
2013-05-07,23.167499542236328
2013-05-08,23.232500076293945
2013-05-09,23.162500381469727
2013-05-10,24.512500762939453
2013-05-13,25.482500076293945
2013-05-14,26.40999984741211
2013-05-15,25.717500686645508
2013-05-16,24.575000762939453
2013-05-17,25.045000076293945
2013-05-20,24.552499771118164
2013-05-21,24.887500762939453
2013-05-22,24.8075008392334
2013-05-23,24.982500076293945
2013-05-24,24.7549991607666
2013-05-28,25.40999984741211
2013-05-29,24.850000381469727
2013-05-30,25.4375
2013-05-31,24.389999389648438
2013-06-03,23.792499542236328
2013-06-04,22.924999237060547
2013-06-05,21.86750030517578
2013-06-06,23.232500076293945
2013-06-07,24.21500015258789
2013-06-10,23.9424991607666
2013-06-11,23.93000030517578
2013-06-12,22.975000381469727
2013-06-13,23.537500381469727
2013-06-14,23.3125
2013-06-17,22.907499313354492
2013-06-18,23.547500610351562
2013-06-19,22.5674991607666
2013-06-20,21.040000915527344
2013-06-21,21.272499084472656
2013-06-24,21.212499618530273
2013-06-25,21.34000015258789
2013-06-26,22.5575008392334
2013-06-27,22.950000762939453
2013-06-28,22.662500381469727
2013-07-01,23.97249984741211
2013-07-02,24.045000076293945
2013-07-03,24.040000915527344
2013-07-05,24.899999618530273
2013-07-08,24.7549991607666
2013-07-09,25.0575008392334
2013-07-10,25.642499923706055
2013-07-11,26.670000076293945
2013-07-12,27.979999542236328
2013-07-15,28.049999237060547
2013-07-16,27.362499237060547
2013-07-17,27.725000381469727
2013-07-18,27.6825008392334
2013-07-19,28.594999313354492
2013-07-22,28.832500457763672
2013-07-23,27.717500686645508
2013-07-24,27.850000381469727
2013-07-25,28.74250030517578
2013-07-26,28.9375
2013-07-29,28.364999771118164
2013-07-30,29.125
2013-07-31,29.47249984741211
2013-08-01,30.127500534057617
2013-08-02,30.282499313354492
2013-08-05,30.207500457763672
2013-08-06,28.815000534057617
2013-08-07,28.934999465942383
2013-08-08,28.727500915527344
2013-08-09,28.612499237060547
2013-08-12,28.0625
2013-08-13,28.065000534057617
2013-08-14,28.014999389648438
2013-08-15,26.75749969482422
2013-08-16,26.6200008392334
2013-08-19,26.127500534057617
2013-08-20,26.864999771118164
2013-08-21,27.252500534057617
2013-08-22,27.920000076293945
2013-08-23,27.915000915527344
2013-08-26,29.075000762939453
2013-08-27,27.332500457763672
2013-08-28,27.875
2013-08-29,28.59749984741211
2013-08-30,28.082500457763672
2013-09-03,29.147499084472656
2013-09-04,30.267499923706055
2013-09-05,30.4424991607666
2013-09-06,30.297500610351562
2013-09-09,31.467500686645508
2013-09-10,31.75
2013-09-11,31.700000762939453
2013-09-12,31.559999465942383
2013-09-13,32.13999938964844
2013-09-16,32.21500015258789
2013-09-17,32.435001373291016
2013-09-18,33.33250045776367
2013-09-19,33.287498474121094
2013-09-20,32.974998474121094
2013-09-23,32.07500076293945
2013-09-24,32.255001068115234
2013-09-25,31.844999313354492
2013-09-26,32.92499923706055
2013-09-27,33.154998779296875
2013-09-30,32.592498779296875
2013-10-01,34.0
2013-10-02,33.85749816894531
2013-10-03,32.90250015258789
2013-10-04,33.619998931884766
2013-10-07,32.17250061035156
2013-10-08,29.377500534057617
2013-10-09,28.024999618530273
2013-10-10,30.197500228881836
2013-10-11,29.912500381469727
2013-10-14,30.387500762939453
2013-10-15,29.8125
2013-10-16,31.549999237060547
2013-10-17,32.23749923706055
2013-10-18,31.647499084472656
2013-10-21,30.665000915527344
2013-10-22,32.0099983215332
2013-10-23,32.217498779296875
2013-10-24,33.029998779296875
2013-10-25,33.084999084472656
2013-10-28,32.89250183105469
2013-10-29,32.90999984741211
2013-10-30,31.602500915527344
2013-10-31,31.110000610351562
2013-11-01,31.247499465942383
2013-11-04,31.264999389648438
2013-11-05,31.74250030517578
2013-11-06,29.802499771118164
2013-11-07,28.81999969482422
2013-11-08,30.552499771118164
2013-11-11,31.049999237060547
2013-11-12,31.1924991607666
2013-11-13,31.684999465942383
2013-11-14,32.20249938964844
2013-11-15,33.057498931884766
2013-11-18,32.23249816894531
2013-11-19,32.13999938964844
2013-11-20,32.70000076293945
2013-11-21,33.66749954223633
2013-11-22,35.70000076293945
2013-11-25,36.50749969482422
2013-11-26,36.39250183105469
2013-11-27,36.5
2013-11-29,37.04999923706055
2013-12-02,37.185001373291016
2013-12-03,35.81999969482422
2013-12-04,35.51499938964844
2013-12-05,35.744998931884766
2013-12-06,36.33250045776367
2013-12-09,35.9474983215332
2013-12-10,35.54499816894531
2013-12-11,33.724998474121094
2013-12-12,34.212501525878906
2013-12-13,34.154998779296875
2013-12-16,34.3224983215332
2013-12-17,33.61249923706055
2013-12-18,35.04999923706055
2013-12-19,35.290000915527344
2013-12-20,36.75
2013-12-23,37.212501525878906
2013-12-24,37.3125
2013-12-26,37.8849983215332
2013-12-27,37.227500915527344
2013-12-30,37.494998931884766
2013-12-31,37.622501373291016
2014-01-02,37.59000015258789
2014-01-03,37.29249954223633
2014-01-06,36.54999923706055
2014-01-07,37.584999084472656
2014-01-08,39.25
2014-01-09,40.25
2014-01-10,41.68000030517578
2014-01-13,40.525001525878906
