,CROX
2007-01-26,24.975000381469727
2007-01-29,25.614999771118164
2007-01-30,25.75
2007-01-31,25.170000076293945
2007-02-01,25.8799991607666
2007-02-02,27.395000457763672
2007-02-05,28.30500030517578
2007-02-06,28.875
2007-02-07,28.75
2007-02-08,28.2450008392334
2007-02-09,27.075000762939453
2007-02-12,27.135000228881836
2007-02-13,26.770000457763672
2007-02-14,26.7549991607666
2007-02-15,26.424999237060547
2007-02-16,27.584999084472656
2007-02-20,28.0
2007-02-21,26.989999771118164
2007-02-22,26.225000381469727
2007-02-23,26.25
2007-02-26,26.030000686645508
2007-02-27,24.239999771118164
2007-02-28,24.360000610351562
2007-03-01,24.905000686645508
2007-03-02,24.5
2007-03-05,22.530000686645508
2007-03-06,22.93000030517578
2007-03-07,22.795000076293945
2007-03-08,22.799999237060547
2007-03-09,22.774999618530273
2007-03-12,23.040000915527344
2007-03-13,22.239999771118164
2007-03-14,22.28499984741211
2007-03-15,22.899999618530273
2007-03-16,23.084999084472656
2007-03-19,23.940000534057617
2007-03-20,23.764999389648438
2007-03-21,23.46500015258789
2007-03-22,23.739999771118164
2007-03-23,23.8700008392334
2007-03-26,23.815000534057617
2007-03-27,24.21500015258789
2007-03-28,23.739999771118164
2007-03-29,23.614999771118164
2007-03-30,23.625
2007-04-02,23.530000686645508
2007-04-03,23.739999771118164
2007-04-04,24.989999771118164
2007-04-05,25.8799991607666
2007-04-09,25.69499969482422
2007-04-10,25.850000381469727
2007-04-11,26.450000762939453
2007-04-12,26.690000534057617
2007-04-13,26.475000381469727
2007-04-16,27.170000076293945
2007-04-17,26.780000686645508
2007-04-18,26.704999923706055
2007-04-19,26.139999389648438
2007-04-20,26.84000015258789
2007-04-23,26.93000030517578
2007-04-24,26.334999084472656
2007-04-25,26.709999084472656
2007-04-26,26.84000015258789
2007-04-27,27.344999313354492
2007-04-30,27.940000534057617
2007-05-01,27.545000076293945
2007-05-02,28.600000381469727
2007-05-03,28.704999923706055
2007-05-04,34.42499923706055
2007-05-07,34.724998474121094
2007-05-08,34.23500061035156
2007-05-09,36.02000045776367
2007-05-10,35.125
2007-05-11,35.470001220703125
2007-05-14,35.58000183105469
2007-05-15,36.58000183105469
2007-05-16,36.4900016784668
2007-05-17,38.150001525878906
2007-05-18,38.41999816894531
2007-05-21,38.494998931884766
2007-05-22,38.869998931884766
2007-05-23,39.05500030517578
2007-05-24,37.720001220703125
2007-05-25,38.78499984741211
2007-05-29,38.85499954223633
2007-05-30,40.435001373291016
2007-05-31,40.724998474121094
2007-06-01,40.52000045776367
2007-06-04,41.084999084472656
2007-06-05,42.525001525878906
2007-06-06,42.599998474121094
2007-06-07,43.04999923706055
2007-06-08,43.279998779296875
2007-06-11,45.48500061035156
2007-06-12,45.59000015258789
2007-06-13,45.45500183105469
2007-06-14,45.439998626708984
2007-06-15,45.58000183105469
2007-06-18,44.33000183105469
2007-06-19,45.38999938964844
2007-06-20,46.09000015258789
2007-06-21,45.91999816894531
2007-06-22,46.90999984741211
2007-06-25,46.119998931884766
2007-06-26,45.25
2007-06-27,43.040000915527344
2007-06-28,41.2599983215332
2007-06-29,43.0
2007-07-02,41.84000015258789
2007-07-03,41.5
2007-07-05,43.2400016784668
2007-07-06,44.4900016784668
2007-07-09,47.880001068115234
2007-07-10,48.2599983215332
2007-07-11,48.58000183105469
2007-07-12,48.18000030517578
2007-07-13,47.099998474121094
2007-07-16,46.59000015258789
2007-07-17,45.9900016784668
2007-07-18,45.70000076293945
2007-07-19,45.900001525878906
2007-07-20,45.189998626708984
2007-07-23,48.45000076293945
2007-07-24,47.849998474121094
2007-07-25,49.25
2007-07-26,50.59000015258789
2007-07-27,55.41999816894531
2007-07-30,57.040000915527344
2007-07-31,59.31999969482422
2007-08-01,58.58000183105469
2007-08-02,60.31999969482422
2007-08-03,58.619998931884766
2007-08-06,55.130001068115234
2007-08-07,57.41999816894531
2007-08-08,56.279998779296875
2007-08-09,52.7599983215332
2007-08-10,50.349998474121094
2007-08-13,51.189998626708984
2007-08-14,51.959999084472656
2007-08-15,49.02000045776367
2007-08-16,47.400001525878906
2007-08-17,51.220001220703125
2007-08-20,56.130001068115234
2007-08-21,58.43000030517578
2007-08-22,58.130001068115234
2007-08-23,56.689998626708984
2007-08-24,58.9900016784668
2007-08-27,59.97999954223633
2007-08-28,57.290000915527344
2007-08-29,59.13999938964844
2007-08-30,58.18000030517578
2007-08-31,59.040000915527344
2007-09-04,59.459999084472656
2007-09-05,55.93000030517578
2007-09-06,58.400001525878906
2007-09-07,56.91999816894531
2007-09-10,57.599998474121094
2007-09-11,57.709999084472656
2007-09-12,58.369998931884766
2007-09-13,57.59000015258789
2007-09-14,57.90999984741211
2007-09-17,56.779998779296875
2007-09-18,57.099998474121094
2007-09-19,55.34000015258789
2007-09-20,56.599998474121094
2007-09-21,56.86000061035156
2007-09-24,61.97999954223633
2007-09-25,64.37999725341797
2007-09-26,64.2699966430664
2007-09-27,66.33999633789062
2007-09-28,67.25
2007-10-01,66.63999938964844
2007-10-02,67.22000122070312
2007-10-03,66.79000091552734
2007-10-04,66.86000061035156
2007-10-05,67.68000030517578
2007-10-08,68.3499984741211
2007-10-09,67.05999755859375
2007-10-10,67.02999877929688
2007-10-11,66.02999877929688
2007-10-12,67.70999908447266
2007-10-15,70.30000305175781
2007-10-16,69.37999725341797
2007-10-17,69.69000244140625
2007-10-18,69.8499984741211
2007-10-19,66.30000305175781
2007-10-22,67.33000183105469
2007-10-23,68.0
2007-10-24,65.29000091552734
2007-10-25,64.51000213623047
2007-10-26,68.9800033569336
2007-10-29,72.19999694824219
2007-10-30,72.08999633789062
2007-10-31,74.75
2007-11-01,47.7400016784668
2007-11-02,47.52000045776367
2007-11-05,41.45000076293945
2007-11-06,41.7599983215332
2007-11-07,41.470001220703125
2007-11-08,37.02000045776367
2007-11-09,38.4900016784668
2007-11-12,35.38999938964844
2007-11-13,38.95000076293945
2007-11-14,39.849998474121094
2007-11-15,40.5099983215332
2007-11-16,42.290000915527344
2007-11-19,39.220001220703125
2007-11-20,38.689998626708984
2007-11-21,38.7599983215332
2007-11-23,39.5
2007-11-26,38.209999084472656
2007-11-27,36.869998931884766
2007-11-28,39.66999816894531
2007-11-29,39.08000183105469
2007-11-30,39.029998779296875
2007-12-03,41.5099983215332
2007-12-04,41.279998779296875
2007-12-05,42.81999969482422
2007-12-06,45.209999084472656
2007-12-07,45.7400016784668
2007-12-10,45.61000061035156
2007-12-11,43.22999954223633
2007-12-12,42.20000076293945
2007-12-13,41.099998474121094
2007-12-14,41.5
2007-12-17,39.779998779296875
2007-12-18,40.65999984741211
2007-12-19,41.13999938964844
2007-12-20,41.790000915527344
2007-12-21,40.95000076293945
2007-12-24,39.970001220703125
2007-12-26,40.38999938964844
2007-12-27,38.65999984741211
2007-12-28,37.95000076293945
2007-12-31,36.810001373291016
2008-01-02,37.900001525878906
2008-01-03,37.75
2008-01-04,32.75
2008-01-07,28.139999389648438
2008-01-08,30.049999237060547
2008-01-09,28.229999542236328
2008-01-10,29.700000762939453
2008-01-11,28.940000534057617
2008-01-14,29.520000457763672
2008-01-15,27.600000381469727
2008-01-16,29.260000228881836
2008-01-17,29.829999923706055
2008-01-18,29.889999389648438
2008-01-22,30.270000457763672
2008-01-23,29.350000381469727
2008-01-24,30.200000762939453
2008-01-25,29.229999542236328
2008-01-28,29.700000762939453
2008-01-29,30.610000610351562
2008-01-30,32.560001373291016
2008-01-31,34.790000915527344
2008-02-01,36.7400016784668
2008-02-04,35.77000045776367
2008-02-05,32.93000030517578
2008-02-06,31.829999923706055
2008-02-07,31.989999771118164
2008-02-08,31.989999771118164
2008-02-11,32.0
2008-02-12,31.969999313354492
2008-02-13,33.58000183105469
2008-02-14,33.0
2008-02-15,33.43000030517578
2008-02-19,32.08000183105469
2008-02-20,27.440000534057617
2008-02-21,26.1200008392334
2008-02-22,25.43000030517578
2008-02-25,25.040000915527344
2008-02-26,24.530000686645508
2008-02-27,24.75
2008-02-28,25.1299991607666
2008-02-29,24.31999969482422
2008-03-03,23.0
2008-03-04,22.290000915527344
2008-03-05,20.459999084472656
2008-03-06,19.850000381469727
2008-03-07,19.579999923706055
2008-03-10,18.079999923706055
2008-03-11,20.780000686645508
2008-03-12,20.59000015258789
2008-03-13,20.8799991607666
2008-03-14,20.18000030517578
2008-03-17,17.649999618530273
2008-03-18,17.829999923706055
2008-03-19,16.440000534057617
2008-03-20,17.690000534057617
2008-03-24,18.850000381469727
2008-03-25,18.799999237060547
2008-03-26,18.8799991607666
2008-03-27,18.3700008392334
2008-03-28,17.18000030517578
2008-03-31,17.469999313354492
2008-04-01,17.329999923706055
2008-04-02,15.550000190734863
2008-04-03,17.15999984741211
2008-04-04,18.3799991607666
2008-04-07,19.170000076293945
2008-04-08,20.020000457763672
2008-04-09,19.190000534057617
2008-04-10,18.1299991607666
2008-04-11,17.950000762939453
2008-04-14,17.790000915527344
2008-04-15,10.109999656677246
2008-04-16,9.729999542236328
2008-04-17,10.229999542236328
2008-04-18,10.220000267028809
2008-04-21,10.380000114440918
2008-04-22,9.850000381469727
2008-04-23,9.680000305175781
2008-04-24,10.399999618530273
2008-04-25,10.5
2008-04-28,10.600000381469727
2008-04-29,10.59000015258789
2008-04-30,10.210000038146973
2008-05-01,10.350000381469727
2008-05-02,10.600000381469727
2008-05-05,10.119999885559082
2008-05-06,10.020000457763672
2008-05-07,9.960000038146973
2008-05-08,11.399999618530273
2008-05-09,11.140000343322754
2008-05-12,11.270000457763672
2008-05-13,11.420000076293945
2008-05-14,11.069999694824219
2008-05-15,10.970000267028809
2008-05-16,11.010000228881836
2008-05-19,10.869999885559082
2008-05-20,10.989999771118164
2008-05-21,10.710000038146973
2008-05-22,11.34000015258789
2008-05-23,11.119999885559082
2008-05-27,10.880000114440918
2008-05-28,10.770000457763672
2008-05-29,10.710000038146973
2008-05-30,10.210000038146973
2008-06-02,10.029999732971191
2008-06-03,9.869999885559082
2008-06-04,10.079999923706055
2008-06-05,10.0
2008-06-06,9.779999732971191
2008-06-09,9.180000305175781
2008-06-10,8.989999771118164
2008-06-11,9.050000190734863
2008-06-12,9.15999984741211
2008-06-13,9.300000190734863
2008-06-16,9.4399995803833
2008-06-17,9.489999771118164
2008-06-18,9.399999618530273
2008-06-19,9.369999885559082
2008-06-20,9.170000076293945
2008-06-23,8.789999961853027
2008-06-24,8.420000076293945
2008-06-25,8.449999809265137
2008-06-26,8.699999809265137
2008-06-27,8.220000267028809
2008-06-30,8.010000228881836
2008-07-01,7.579999923706055
2008-07-02,7.21999979019165
2008-07-03,7.420000076293945
2008-07-07,6.909999847412109
2008-07-08,7.96999979019165
2008-07-09,8.109999656677246
2008-07-10,8.020000457763672
2008-07-11,7.789999961853027
2008-07-14,7.389999866485596
2008-07-15,7.199999809265137
2008-07-16,8.010000228881836
2008-07-17,8.9399995803833
2008-07-18,9.109999656677246
2008-07-21,9.279999732971191
2008-07-22,9.630000114440918
2008-07-23,9.880000114440918
2008-07-24,8.949999809265137
2008-07-25,4.949999809265137
2008-07-28,4.400000095367432
2008-07-29,4.329999923706055
2008-07-30,4.489999771118164
2008-07-31,4.440000057220459
2008-08-01,4.440000057220459
2008-08-04,4.260000228881836
2008-08-05,4.21999979019165
2008-08-06,4.300000190734863
2008-08-07,4.320000171661377
2008-08-08,4.460000038146973
2008-08-11,4.570000171661377
2008-08-12,4.329999923706055
2008-08-13,4.130000114440918
2008-08-14,4.28000020980835
2008-08-15,4.670000076293945
2008-08-18,5.309999942779541
2008-08-19,4.739999771118164
2008-08-20,4.360000133514404
2008-08-21,4.349999904632568
2008-08-22,4.429999828338623
2008-08-25,4.260000228881836
2008-08-26,4.199999809265137
2008-08-27,4.199999809265137
2008-08-28,4.239999771118164
2008-08-29,4.150000095367432
2008-09-02,4.21999979019165
2008-09-03,4.789999961853027
2008-09-04,4.480000019073486
2008-09-05,4.610000133514404
2008-09-08,5.070000171661377
2008-09-09,4.599999904632568
2008-09-10,4.610000133514404
2008-09-11,4.559999942779541
2008-09-12,4.5
2008-09-15,4.090000152587891
2008-09-16,3.819999933242798
2008-09-17,3.869999885559082
2008-09-18,3.7300000190734863
2008-09-19,4.119999885559082
2008-09-22,3.990000009536743
2008-09-23,3.990000009536743
2008-09-24,4.150000095367432
2008-09-25,4.230000019073486
2008-09-26,3.930000066757202
2008-09-29,3.6700000762939453
2008-09-30,3.5799999237060547
2008-10-01,3.5799999237060547
2008-10-02,3.569999933242798
2008-10-03,3.3299999237060547
2008-10-06,2.5899999141693115
2008-10-07,2.3499999046325684
2008-10-08,2.450000047683716
2008-10-09,1.899999976158142
2008-10-10,2.130000114440918
2008-10-13,2.4800000190734863
2008-10-14,2.1500000953674316
2008-10-15,1.9199999570846558
2008-10-16,2.200000047683716
2008-10-17,2.190000057220459
2008-10-20,2.190000057220459
2008-10-21,2.1500000953674316
2008-10-22,1.8799999952316284
2008-10-23,1.809999942779541
2008-10-24,1.7200000286102295
2008-10-27,1.6799999475479126
2008-10-28,1.7899999618530273
2008-10-29,1.8300000429153442
2008-10-30,2.0899999141693115
2008-10-31,2.509999990463257
2008-11-03,3.1600000858306885
2008-11-04,3.4000000953674316
2008-11-05,2.359999895095825
2008-11-06,2.0999999046325684
2008-11-07,2.2300000190734863
2008-11-10,2.4200000762939453
2008-11-11,2.1500000953674316
2008-11-12,1.899999976158142
2008-11-13,1.0499999523162842
2008-11-14,1.1399999856948853
2008-11-17,1.1399999856948853
2008-11-18,1.1399999856948853
2008-11-19,1.0399999618530273
2008-11-20,0.9399999976158142
2008-11-21,1.0399999618530273
2008-11-24,1.159999966621399
2008-11-25,1.0399999618530273
2008-11-26,1.1299999952316284
2008-11-28,1.2699999809265137
2008-12-01,1.3600000143051147
2008-12-02,1.3300000429153442
2008-12-03,1.4500000476837158
2008-12-04,1.2699999809265137
2008-12-05,1.3799999952316284
2008-12-08,1.75
2008-12-09,1.649999976158142
2008-12-10,1.690000057220459
2008-12-11,1.5
2008-12-12,1.5199999809265137
2008-12-15,1.3899999856948853
2008-12-16,1.4500000476837158
2008-12-17,1.4800000190734863
2008-12-18,1.4700000286102295
2008-12-19,1.4299999475479126
2008-12-22,1.3600000143051147
2008-12-23,1.1799999475479126
2008-12-24,1.2200000286102295
2008-12-26,1.2100000381469727
2008-12-29,1.1100000143051147
2008-12-30,1.159999966621399
2008-12-31,1.2400000095367432
2009-01-02,1.399999976158142
2009-01-05,1.5299999713897705
2009-01-06,1.5499999523162842
2009-01-07,1.409999966621399
2009-01-08,1.409999966621399
2009-01-09,1.3200000524520874
2009-01-12,1.159999966621399
2009-01-13,1.2000000476837158
2009-01-14,1.2400000095367432
2009-01-15,1.340000033378601
2009-01-16,1.399999976158142
2009-01-20,1.190000057220459
2009-01-21,1.2699999809265137
2009-01-22,1.1799999475479126
2009-01-23,1.159999966621399
2009-01-26,1.2100000381469727
2009-01-27,1.25
2009-01-28,1.309999942779541
2009-01-29,1.2000000476837158
2009-01-30,1.2000000476837158
2009-02-02,1.190000057220459
2009-02-03,1.2200000286102295
2009-02-04,1.2000000476837158
2009-02-05,1.2599999904632568
2009-02-06,1.309999942779541
2009-02-09,1.190000057220459
2009-02-10,1.2000000476837158
2009-02-11,1.2400000095367432
2009-02-12,1.2799999713897705
2009-02-13,1.2400000095367432
2009-02-17,1.25
2009-02-18,1.1799999475479126
2009-02-19,1.2100000381469727
2009-02-20,1.149999976158142
2009-02-23,1.149999976158142
2009-02-24,1.3700000047683716
2009-02-25,1.4500000476837158
2009-02-26,1.2599999904632568
2009-02-27,1.2200000286102295
2009-03-02,1.1399999856948853
2009-03-03,1.2000000476837158
2009-03-04,1.2999999523162842
2009-03-05,1.1399999856948853
2009-03-06,1.190000057220459
2009-03-09,1.1299999952316284
2009-03-10,1.2799999713897705
2009-03-11,1.2799999713897705
2009-03-12,1.3799999952316284
2009-03-13,1.3600000143051147
2009-03-16,1.3200000524520874
2009-03-17,1.409999966621399
2009-03-18,1.1399999856948853
2009-03-19,1.2000000476837158
2009-03-20,1.1100000143051147
2009-03-23,1.190000057220459
2009-03-24,1.2400000095367432
2009-03-25,1.2300000190734863
2009-03-26,1.2699999809265137
2009-03-27,1.190000057220459
2009-03-30,1.159999966621399
2009-03-31,1.190000057220459
2009-04-01,1.4600000381469727
2009-04-02,1.7699999809265137
2009-04-03,1.7999999523162842
2009-04-06,1.659999966621399
2009-04-07,1.4600000381469727
2009-04-08,1.4700000286102295
2009-04-09,1.6399999856948853
2009-04-13,1.7200000286102295
2009-04-14,1.6799999475479126
2009-04-15,1.8799999952316284
2009-04-16,2.059999942779541
2009-04-17,1.9800000190734863
2009-04-20,1.8600000143051147
2009-04-21,1.909999966621399
2009-04-22,2.3399999141693115
2009-04-23,2.3399999141693115
2009-04-24,2.2899999618530273
2009-04-27,2.0899999141693115
2009-04-28,2.2100000381469727
2009-04-29,2.2699999809265137
2009-04-30,2.25
2009-05-01,2.2899999618530273
2009-05-04,3.25
2009-05-05,3.75
2009-05-06,3.700000047683716
2009-05-07,3.4800000190734863
2009-05-08,2.5199999809265137
2009-05-11,2.7200000286102295
2009-05-12,2.5799999237060547
2009-05-13,2.240000009536743
2009-05-14,2.25
2009-05-15,2.25
2009-05-18,2.390000104904175
2009-05-19,2.6600000858306885
2009-05-20,2.509999990463257
2009-05-21,2.5299999713897705
2009-05-22,2.450000047683716
2009-05-26,2.609999895095825
2009-05-27,2.5999999046325684
2009-05-28,2.5899999141693115
2009-05-29,2.9100000858306885
2009-06-01,3.0899999141693115
2009-06-02,3.0199999809265137
2009-06-03,3.0
2009-06-04,3.0399999618530273
2009-06-05,3.299999952316284
2009-06-08,3.1600000858306885
2009-06-09,3.25
2009-06-10,3.6600000858306885
2009-06-11,4.25
2009-06-12,3.950000047683716
2009-06-15,3.990000009536743
2009-06-16,3.680000066757202
2009-06-17,3.4100000858306885
2009-06-18,3.5199999809265137
2009-06-19,3.5999999046325684
2009-06-22,3.109999895095825
2009-06-23,3.2799999713897705
2009-06-24,3.4000000953674316
2009-06-25,3.569999933242798
2009-06-26,3.8399999141693115
2009-06-29,3.490000009536743
2009-06-30,3.4000000953674316
2009-07-01,3.509999990463257
2009-07-02,3.2100000381469727
2009-07-06,3.190000057220459
2009-07-07,2.9800000190734863
2009-07-08,2.690000057220459
2009-07-09,2.740000009536743
2009-07-10,2.7200000286102295
2009-07-13,2.9100000858306885
2009-07-14,3.109999895095825
2009-07-15,3.180000066757202
2009-07-16,3.119999885559082
2009-07-17,3.0999999046325684
2009-07-20,3.25
2009-07-21,3.1700000762939453
2009-07-22,3.25
2009-07-23,3.390000104904175
2009-07-24,3.5799999237060547
2009-07-27,3.5799999237060547
2009-07-28,3.609999895095825
2009-07-29,3.490000009536743
2009-07-30,3.5199999809265137
2009-07-31,3.4200000762939453
2009-08-03,3.9200000762939453
2009-08-04,4.170000076293945
2009-08-05,4.059999942779541
2009-08-06,4.269999980926514
2009-08-07,5.489999771118164
2009-08-10,5.989999771118164
2009-08-11,6.110000133514404
2009-08-12,6.559999942779541
2009-08-13,6.610000133514404
2009-08-14,6.320000171661377
2009-08-17,5.889999866485596
2009-08-18,6.369999885559082
2009-08-19,6.599999904632568
2009-08-20,6.849999904632568
2009-08-21,6.949999809265137
2009-08-24,6.630000114440918
2009-08-25,6.860000133514404
2009-08-26,6.590000152587891
2009-08-27,6.809999942779541
2009-08-28,6.559999942779541
2009-08-31,6.349999904632568
2009-09-01,6.190000057220459
2009-09-02,6.230000019073486
2009-09-03,6.260000228881836
2009-09-04,6.440000057220459
2009-09-08,6.730000019073486
2009-09-09,6.940000057220459
2009-09-10,6.940000057220459
2009-09-11,6.849999904632568
2009-09-14,7.190000057220459
2009-09-15,6.949999809265137
2009-09-16,6.940000057220459
2009-09-17,6.690000057220459
2009-09-18,6.690000057220459
2009-09-21,6.599999904632568
2009-09-22,6.78000020980835
2009-09-23,6.730000019073486
2009-09-24,6.309999942779541
2009-09-25,6.320000171661377
2009-09-28,6.610000133514404
2009-09-29,6.769999980926514
2009-09-30,6.650000095367432
2009-10-01,6.28000020980835
2009-10-02,6.170000076293945
2009-10-05,6.510000228881836
2009-10-06,6.610000133514404
2009-10-07,6.630000114440918
2009-10-08,6.880000114440918
2009-10-09,7.010000228881836
2009-10-12,7.110000133514404
2009-10-13,7.380000114440918
2009-10-14,7.849999904632568
2009-10-15,8.0
2009-10-16,7.760000228881836
2009-10-19,7.889999866485596
2009-10-20,7.630000114440918
2009-10-21,7.300000190734863
2009-10-22,7.769999980926514
2009-10-23,7.559999942779541
2009-10-26,7.460000038146973
2009-10-27,7.099999904632568
2009-10-28,6.309999942779541
2009-10-29,6.659999847412109
2009-10-30,6.079999923706055
2009-11-02,6.449999809265137
