,CCMP
2008-01-28,34.83000183105469
2008-01-29,34.900001525878906
2008-01-30,33.40999984741211
2008-01-31,34.58000183105469
2008-02-01,35.09000015258789
2008-02-04,34.7400016784668
2008-02-05,33.77000045776367
2008-02-06,33.459999084472656
2008-02-07,33.810001373291016
2008-02-08,34.08000183105469
2008-02-11,34.70000076293945
2008-02-12,34.75
2008-02-13,35.9900016784668
2008-02-14,35.11000061035156
2008-02-15,34.900001525878906
2008-02-19,34.790000915527344
2008-02-20,35.619998931884766
2008-02-21,35.63999938964844
2008-02-22,35.459999084472656
2008-02-25,35.72999954223633
2008-02-26,35.939998626708984
2008-02-27,36.0
2008-02-28,34.95000076293945
2008-02-29,33.4900016784668
2008-03-03,33.349998474121094
2008-03-04,32.779998779296875
2008-03-05,32.560001373291016
2008-03-06,32.189998626708984
2008-03-07,31.90999984741211
2008-03-10,31.270000457763672
2008-03-11,31.780000686645508
2008-03-12,31.1200008392334
2008-03-13,31.739999771118164
2008-03-14,30.479999542236328
2008-03-17,30.579999923706055
2008-03-18,32.13999938964844
2008-03-19,31.450000762939453
2008-03-20,31.6200008392334
2008-03-24,32.349998474121094
2008-03-25,32.68000030517578
2008-03-26,32.68000030517578
2008-03-27,32.380001068115234
2008-03-28,31.940000534057617
2008-03-31,32.150001525878906
2008-04-01,32.84000015258789
2008-04-02,33.040000915527344
2008-04-03,33.650001525878906
2008-04-04,33.25
2008-04-07,33.40999984741211
2008-04-08,32.619998931884766
2008-04-09,32.349998474121094
2008-04-10,32.599998474121094
2008-04-11,31.299999237060547
2008-04-14,31.239999771118164
2008-04-15,31.239999771118164
2008-04-16,33.189998626708984
2008-04-17,32.279998779296875
2008-04-18,32.95000076293945
2008-04-21,32.97999954223633
2008-04-22,31.8700008392334
2008-04-23,32.75
2008-04-24,33.959999084472656
2008-04-25,33.97999954223633
2008-04-28,34.04999923706055
2008-04-29,34.06999969482422
2008-04-30,34.04999923706055
2008-05-01,35.970001220703125
2008-05-02,35.29999923706055
2008-05-05,35.59000015258789
2008-05-06,35.40999984741211
2008-05-07,35.11000061035156
2008-05-08,36.08000183105469
2008-05-09,35.81999969482422
2008-05-12,36.790000915527344
2008-05-13,37.560001373291016
2008-05-14,37.61000061035156
2008-05-15,37.63999938964844
2008-05-16,37.61000061035156
2008-05-19,37.25
2008-05-20,36.77000045776367
2008-05-21,36.72999954223633
2008-05-22,37.5
2008-05-23,36.5099983215332
2008-05-27,37.0
2008-05-28,36.70000076293945
2008-05-29,37.0099983215332
2008-05-30,37.099998474121094
2008-06-02,36.33000183105469
2008-06-03,35.810001373291016
2008-06-04,36.5
2008-06-05,36.880001068115234
2008-06-06,36.33000183105469
2008-06-09,36.02000045776367
2008-06-10,35.59000015258789
2008-06-11,35.400001525878906
2008-06-12,35.290000915527344
2008-06-13,36.209999084472656
2008-06-16,36.54999923706055
2008-06-17,35.79999923706055
2008-06-18,35.66999816894531
2008-06-19,36.040000915527344
2008-06-20,35.59000015258789
2008-06-23,34.81999969482422
2008-06-24,34.790000915527344
2008-06-25,35.369998931884766
2008-06-26,33.90999984741211
2008-06-27,33.7599983215332
2008-06-30,33.150001525878906
2008-07-01,33.779998779296875
2008-07-02,33.16999816894531
2008-07-03,32.93000030517578
2008-07-07,32.939998626708984
2008-07-08,33.58000183105469
2008-07-09,32.77000045776367
2008-07-10,33.11000061035156
2008-07-11,32.84000015258789
2008-07-14,32.220001220703125
2008-07-15,32.650001525878906
2008-07-16,33.16999816894531
2008-07-17,33.63999938964844
2008-07-18,32.849998474121094
2008-07-21,32.52000045776367
2008-07-22,33.09000015258789
2008-07-23,33.25
2008-07-24,35.02000045776367
2008-07-25,37.75
2008-07-28,37.5
2008-07-29,38.650001525878906
2008-07-30,39.06999969482422
2008-07-31,39.040000915527344
2008-08-01,39.0099983215332
2008-08-04,39.81999969482422
2008-08-05,40.290000915527344
2008-08-06,40.630001068115234
2008-08-07,40.790000915527344
2008-08-08,41.25
2008-08-11,42.79999923706055
2008-08-12,42.18000030517578
2008-08-13,41.619998931884766
2008-08-14,41.4900016784668
2008-08-15,41.08000183105469
2008-08-18,40.220001220703125
2008-08-19,39.439998626708984
2008-08-20,39.68000030517578
2008-08-21,39.349998474121094
2008-08-22,39.97999954223633
2008-08-25,39.43000030517578
2008-08-26,38.959999084472656
2008-08-27,39.099998474121094
2008-08-28,39.93000030517578
2008-08-29,38.619998931884766
2008-09-02,38.40999984741211
2008-09-03,37.959999084472656
2008-09-04,36.619998931884766
2008-09-05,36.709999084472656
2008-09-08,36.599998474121094
2008-09-09,35.91999816894531
2008-09-10,35.88999938964844
2008-09-11,35.540000915527344
2008-09-12,35.06999969482422
2008-09-15,34.290000915527344
2008-09-16,35.04999923706055
2008-09-17,33.13999938964844
2008-09-18,33.779998779296875
2008-09-19,35.93000030517578
2008-09-22,34.08000183105469
2008-09-23,34.13999938964844
2008-09-24,33.59000015258789
2008-09-25,34.31999969482422
2008-09-26,33.58000183105469
2008-09-29,31.549999237060547
2008-09-30,32.08000183105469
2008-10-01,32.38999938964844
2008-10-02,30.790000915527344
2008-10-03,30.290000915527344
2008-10-06,29.3799991607666
2008-10-07,28.110000610351562
2008-10-08,27.8799991607666
2008-10-09,25.829999923706055
2008-10-10,26.719999313354492
2008-10-13,29.34000015258789
2008-10-14,28.90999984741211
2008-10-15,26.31999969482422
2008-10-16,27.65999984741211
2008-10-17,27.079999923706055
2008-10-20,28.149999618530273
2008-10-21,27.40999984741211
2008-10-22,26.969999313354492
2008-10-23,24.84000015258789
2008-10-24,24.209999084472656
2008-10-27,24.09000015258789
2008-10-28,25.479999542236328
2008-10-29,26.719999313354492
2008-10-30,28.1200008392334
2008-10-31,28.729999542236328
2008-11-03,28.889999389648438
2008-11-04,28.59000015258789
2008-11-05,27.209999084472656
2008-11-06,25.420000076293945
2008-11-07,26.239999771118164
2008-11-10,24.809999465942383
2008-11-11,24.309999465942383
2008-11-12,23.299999237060547
2008-11-13,25.290000915527344
2008-11-14,23.34000015258789
2008-11-17,22.969999313354492
2008-11-18,22.549999237060547
2008-11-19,21.06999969482422
2008-11-20,20.229999542236328
2008-11-21,21.790000915527344
2008-11-24,23.709999084472656
2008-11-25,24.0
2008-11-26,25.079999923706055
2008-11-28,24.770000457763672
2008-12-01,23.209999084472656
2008-12-02,23.290000915527344
2008-12-03,23.280000686645508
2008-12-04,21.670000076293945
2008-12-05,22.729999542236328
2008-12-08,23.649999618530273
2008-12-09,23.549999237060547
2008-12-10,24.549999237060547
2008-12-11,23.299999237060547
2008-12-12,25.0
2008-12-15,24.219999313354492
2008-12-16,26.510000228881836
2008-12-17,28.020000457763672
2008-12-18,26.260000228881836
2008-12-19,25.700000762939453
2008-12-22,24.899999618530273
2008-12-23,24.329999923706055
2008-12-24,24.399999618530273
2008-12-26,24.540000915527344
2008-12-29,24.469999313354492
2008-12-30,25.510000228881836
2008-12-31,26.06999969482422
2009-01-02,26.770000457763672
2009-01-05,26.920000076293945
2009-01-06,26.959999084472656
2009-01-07,23.81999969482422
2009-01-08,23.899999618530273
2009-01-09,22.81999969482422
2009-01-12,22.229999542236328
2009-01-13,22.56999969482422
2009-01-14,22.0
2009-01-15,22.329999923706055
2009-01-16,22.969999313354492
2009-01-20,21.450000762939453
2009-01-21,22.510000228881836
2009-01-22,21.709999084472656
2009-01-23,22.6299991607666
2009-01-26,23.010000228881836
2009-01-27,23.649999618530273
2009-01-28,24.56999969482422
2009-01-29,23.100000381469727
2009-01-30,22.760000228881836
2009-02-02,23.450000762939453
2009-02-03,23.93000030517578
2009-02-04,24.770000457763672
2009-02-05,26.020000457763672
2009-02-06,26.93000030517578
2009-02-09,25.799999237060547
2009-02-10,24.31999969482422
2009-02-11,24.690000534057617
2009-02-12,24.790000915527344
2009-02-13,26.09000015258789
2009-02-17,23.860000610351562
2009-02-18,23.010000228881836
2009-02-19,22.360000610351562
2009-02-20,22.059999465942383
2009-02-23,21.170000076293945
2009-02-24,21.559999465942383
2009-02-25,21.3700008392334
2009-02-26,20.850000381469727
2009-02-27,20.579999923706055
2009-03-02,19.31999969482422
2009-03-03,19.010000228881836
2009-03-04,19.799999237060547
2009-03-05,19.100000381469727
2009-03-06,19.059999465942383
2009-03-09,20.760000228881836
2009-03-10,21.760000228881836
2009-03-11,21.850000381469727
2009-03-12,23.360000610351562
2009-03-13,23.530000686645508
2009-03-16,22.489999771118164
2009-03-17,23.729999542236328
2009-03-18,25.469999313354492
2009-03-19,24.739999771118164
2009-03-20,23.989999771118164
2009-03-23,26.43000030517578
2009-03-24,24.59000015258789
2009-03-25,24.90999984741211
2009-03-26,26.6299991607666
2009-03-27,25.520000457763672
2009-03-30,24.100000381469727
2009-03-31,24.030000686645508
2009-04-01,24.520000457763672
2009-04-02,25.959999084472656
2009-04-03,26.360000610351562
2009-04-06,25.389999389648438
2009-04-07,24.799999237060547
2009-04-08,25.5
2009-04-09,28.5
2009-04-13,27.389999389648438
2009-04-14,26.65999984741211
2009-04-15,26.360000610351562
2009-04-16,27.6200008392334
2009-04-17,27.920000076293945
2009-04-20,26.549999237060547
2009-04-21,27.31999969482422
2009-04-22,27.149999618530273
2009-04-23,26.889999389648438
2009-04-24,27.479999542236328
2009-04-27,27.030000686645508
2009-04-28,27.790000915527344
2009-04-29,28.530000686645508
2009-04-30,28.809999465942383
2009-05-01,28.540000915527344
2009-05-04,29.079999923706055
2009-05-05,28.190000534057617
2009-05-06,27.90999984741211
2009-05-07,27.190000534057617
2009-05-08,27.260000228881836
2009-05-11,26.899999618530273
2009-05-12,25.84000015258789
2009-05-13,25.190000534057617
2009-05-14,25.809999465942383
2009-05-15,25.8700008392334
2009-05-18,27.290000915527344
2009-05-19,27.950000762939453
2009-05-20,27.860000610351562
2009-05-21,27.309999465942383
2009-05-22,27.09000015258789
2009-05-26,28.489999771118164
2009-05-27,27.920000076293945
2009-05-28,27.540000915527344
2009-05-29,27.950000762939453
2009-06-01,30.030000686645508
2009-06-02,29.440000534057617
2009-06-03,29.149999618530273
2009-06-04,29.6299991607666
2009-06-05,29.510000228881836
2009-06-08,29.34000015258789
2009-06-09,29.950000762939453
2009-06-10,29.899999618530273
2009-06-11,30.079999923706055
2009-06-12,31.270000457763672
2009-06-15,31.309999465942383
2009-06-16,30.809999465942383
2009-06-17,31.5
2009-06-18,31.260000228881836
2009-06-19,30.6200008392334
2009-06-22,29.200000762939453
2009-06-23,28.719999313354492
2009-06-24,28.65999984741211
2009-06-25,29.0
2009-06-26,29.040000915527344
2009-06-29,28.360000610351562
2009-06-30,28.290000915527344
2009-07-01,29.299999237060547
2009-07-02,28.190000534057617
2009-07-06,27.979999542236328
2009-07-07,27.260000228881836
2009-07-08,26.940000534057617
2009-07-09,27.649999618530273
2009-07-10,27.760000228881836
2009-07-13,28.479999542236328
2009-07-14,28.84000015258789
2009-07-15,30.6200008392334
2009-07-16,31.020000457763672
2009-07-17,30.6299991607666
2009-07-20,30.809999465942383
2009-07-21,30.969999313354492
2009-07-22,30.81999969482422
2009-07-23,33.060001373291016
2009-07-24,33.06999969482422
2009-07-27,33.369998931884766
2009-07-28,33.56999969482422
2009-07-29,33.31999969482422
2009-07-30,33.34000015258789
2009-07-31,33.91999816894531
2009-08-03,33.709999084472656
2009-08-04,34.0
2009-08-05,33.77000045776367
2009-08-06,33.5099983215332
2009-08-07,33.189998626708984
2009-08-10,32.959999084472656
2009-08-11,32.470001220703125
2009-08-12,33.220001220703125
2009-08-13,33.5
2009-08-14,32.599998474121094
2009-08-17,31.690000534057617
2009-08-18,32.33000183105469
2009-08-19,32.709999084472656
2009-08-20,32.900001525878906
2009-08-21,33.81999969482422
2009-08-24,33.86000061035156
2009-08-25,34.2400016784668
2009-08-26,34.52000045776367
2009-08-27,34.52000045776367
2009-08-28,35.0099983215332
2009-08-31,34.54999923706055
2009-09-01,33.900001525878906
2009-09-02,33.66999816894531
2009-09-03,33.630001068115234
2009-09-04,34.400001525878906
2009-09-08,34.72999954223633
2009-09-09,35.16999816894531
2009-09-10,36.040000915527344
2009-09-11,35.70000076293945
2009-09-14,35.83000183105469
2009-09-15,35.5
2009-09-16,35.349998474121094
2009-09-17,35.72999954223633
2009-09-18,35.869998931884766
2009-09-21,35.599998474121094
2009-09-22,35.72999954223633
2009-09-23,35.619998931884766
2009-09-24,34.83000183105469
2009-09-25,34.75
2009-09-28,35.59000015258789
2009-09-29,35.41999816894531
2009-09-30,34.86000061035156
2009-10-01,33.970001220703125
2009-10-02,33.560001373291016
2009-10-05,33.97999954223633
2009-10-06,35.18000030517578
2009-10-07,34.77000045776367
2009-10-08,34.70000076293945
2009-10-09,35.040000915527344
2009-10-12,35.0099983215332
2009-10-13,35.18000030517578
2009-10-14,35.470001220703125
2009-10-15,35.02000045776367
2009-10-16,34.54999923706055
2009-10-19,34.75
2009-10-20,34.099998474121094
2009-10-21,33.79999923706055
2009-10-22,34.83000183105469
2009-10-23,34.75
2009-10-26,34.18000030517578
2009-10-27,33.7400016784668
2009-10-28,32.880001068115234
2009-10-29,32.849998474121094
2009-10-30,31.979999542236328
2009-11-02,31.18000030517578
2009-11-03,30.860000610351562
2009-11-04,31.049999237060547
2009-11-05,31.959999084472656
2009-11-06,31.770000457763672
2009-11-09,32.18000030517578
2009-11-10,32.189998626708984
2009-11-11,32.119998931884766
2009-11-12,31.649999618530273
2009-11-13,31.6200008392334
2009-11-16,32.63999938964844
2009-11-17,32.040000915527344
2009-11-18,31.549999237060547
2009-11-19,30.790000915527344
2009-11-20,31.079999923706055
2009-11-23,31.43000030517578
2009-11-24,31.3700008392334
2009-11-25,31.40999984741211
2009-11-27,30.959999084472656
2009-11-30,30.59000015258789
2009-12-01,31.110000610351562
2009-12-02,31.860000610351562
2009-12-03,31.420000076293945
2009-12-04,31.739999771118164
2009-12-07,31.75
2009-12-08,31.579999923706055
2009-12-09,31.5
2009-12-10,31.770000457763672
2009-12-11,31.350000381469727
2009-12-14,31.770000457763672
2009-12-15,31.6200008392334
2009-12-16,31.940000534057617
2009-12-17,31.579999923706055
2009-12-18,31.649999618530273
2009-12-21,32.189998626708984
2009-12-22,32.45000076293945
2009-12-23,32.7400016784668
2009-12-24,33.27000045776367
2009-12-28,33.27000045776367
2009-12-29,33.279998779296875
2009-12-30,33.31999969482422
2009-12-31,32.959999084472656
2010-01-04,33.779998779296875
2010-01-05,33.31999969482422
2010-01-06,33.5
2010-01-07,33.16999816894531
2010-01-08,33.38999938964844
2010-01-11,32.20000076293945
2010-01-12,31.989999771118164
2010-01-13,32.619998931884766
2010-01-14,33.2599983215332
2010-01-15,33.08000183105469
2010-01-19,33.779998779296875
2010-01-20,33.189998626708984
2010-01-21,33.150001525878906
2010-01-22,32.45000076293945
2010-01-25,32.560001373291016
2010-01-26,32.20000076293945
2010-01-27,32.43000030517578
2010-01-28,34.970001220703125
2010-01-29,35.150001525878906
2010-02-01,36.349998474121094
2010-02-02,35.7599983215332
2010-02-03,35.709999084472656
2010-02-04,34.84000015258789
2010-02-05,34.95000076293945
2010-02-08,35.220001220703125
2010-02-09,35.56999969482422
2010-02-10,35.54999923706055
2010-02-11,35.58000183105469
2010-02-12,35.97999954223633
2010-02-16,36.439998626708984
2010-02-17,36.529998779296875
2010-02-18,36.70000076293945
2010-02-19,37.0
2010-02-22,36.93000030517578
2010-02-23,36.290000915527344
2010-02-24,36.810001373291016
2010-02-25,36.2599983215332
2010-02-26,35.400001525878906
2010-03-01,36.189998626708984
2010-03-02,36.220001220703125
2010-03-03,36.02000045776367
2010-03-04,35.70000076293945
2010-03-05,35.79999923706055
2010-03-08,35.150001525878906
2010-03-09,35.529998779296875
2010-03-10,36.59000015258789
2010-03-11,36.689998626708984
2010-03-12,36.970001220703125
2010-03-15,37.31999969482422
2010-03-16,37.400001525878906
2010-03-17,37.40999984741211
2010-03-18,37.04999923706055
2010-03-19,36.7599983215332
2010-03-22,37.13999938964844
2010-03-23,37.79999923706055
2010-03-24,37.20000076293945
2010-03-25,37.0
2010-03-26,36.83000183105469
2010-03-29,37.290000915527344
2010-03-30,37.619998931884766
2010-03-31,37.83000183105469
2010-04-01,37.68000030517578
2010-04-05,38.13999938964844
2010-04-06,38.43000030517578
2010-04-07,38.33000183105469
2010-04-08,38.15999984741211
2010-04-09,38.11000061035156
2010-04-12,38.52000045776367
2010-04-13,38.95000076293945
2010-04-14,40.34000015258789
2010-04-15,40.310001373291016
2010-04-16,40.31999969482422
2010-04-19,41.0099983215332
2010-04-20,41.560001373291016
2010-04-21,42.689998626708984
2010-04-22,38.63999938964844
2010-04-23,39.349998474121094
2010-04-26,39.5
2010-04-27,38.650001525878906
2010-04-28,38.81999969482422
2010-04-29,39.5
2010-04-30,38.36000061035156
2010-05-03,38.959999084472656
2010-05-04,37.810001373291016
2010-05-05,37.52000045776367
2010-05-06,35.900001525878906
2010-05-07,35.61000061035156
2010-05-10,37.09000015258789
2010-05-11,37.130001068115234
2010-05-12,37.779998779296875
2010-05-13,37.31999969482422
2010-05-14,36.84000015258789
2010-05-17,37.16999816894531
2010-05-18,36.380001068115234
2010-05-19,36.15999984741211
2010-05-20,35.470001220703125
2010-05-21,35.470001220703125
2010-05-24,35.34000015258789
2010-05-25,35.52000045776367
2010-05-26,35.43000030517578
2010-05-27,36.849998474121094
2010-05-28,36.70000076293945
2010-06-01,35.33000183105469
2010-06-02,36.0
2010-06-03,36.66999816894531
2010-06-04,35.380001068115234
2010-06-07,34.290000915527344
2010-06-08,34.59000015258789
2010-06-09,34.18000030517578
2010-06-10,34.84000015258789
2010-06-11,35.709999084472656
2010-06-14,35.7599983215332
2010-06-15,36.959999084472656
2010-06-16,36.599998474121094
2010-06-17,36.849998474121094
2010-06-18,37.380001068115234
2010-06-21,36.790000915527344
2010-06-22,36.40999984741211
2010-06-23,36.400001525878906
2010-06-24,35.709999084472656
2010-06-25,36.08000183105469
2010-06-28,36.2599983215332
2010-06-29,35.04999923706055
2010-06-30,34.59000015258789
2010-07-01,34.54999923706055
2010-07-02,34.560001373291016
2010-07-06,34.400001525878906
2010-07-07,35.7400016784668
2010-07-08,35.619998931884766
2010-07-09,35.40999984741211
2010-07-12,34.84000015258789
2010-07-13,36.650001525878906
2010-07-14,34.43000030517578
2010-07-15,34.439998626708984
2010-07-16,33.31999969482422
2010-07-19,32.88999938964844
2010-07-20,33.099998474121094
2010-07-21,32.779998779296875
2010-07-22,33.45000076293945
2010-07-23,33.52000045776367
2010-07-26,34.189998626708984
2010-07-27,34.2599983215332
2010-07-28,33.45000076293945
2010-07-29,32.91999816894531
2010-07-30,32.689998626708984
2010-08-02,32.849998474121094
2010-08-03,33.33000183105469
2010-08-04,33.59000015258789
2010-08-05,33.36000061035156
2010-08-06,33.5
2010-08-09,34.099998474121094
2010-08-10,33.41999816894531
2010-08-11,32.15999984741211
2010-08-12,32.0099983215332
2010-08-13,31.239999771118164
2010-08-16,31.829999923706055
2010-08-17,32.4900016784668
2010-08-18,32.27000045776367
2010-08-19,31.6200008392334
2010-08-20,31.329999923706055
2010-08-23,30.670000076293945
2010-08-24,30.469999313354492
2010-08-25,30.770000457763672
2010-08-26,30.440000534057617
2010-08-27,31.31999969482422
2010-08-30,30.40999984741211
2010-08-31,29.93000030517578
2010-09-01,29.93000030517578
2010-09-02,29.850000381469727
2010-09-03,30.239999771118164
2010-09-07,29.889999389648438
2010-09-08,29.950000762939453
2010-09-09,30.059999465942383
2010-09-10,29.809999465942383
2010-09-13,30.559999465942383
2010-09-14,31.010000228881836
2010-09-15,31.479999542236328
2010-09-16,31.139999389648438
2010-09-17,31.290000915527344
2010-09-20,32.099998474121094
2010-09-21,31.8799991607666
2010-09-22,31.100000381469727
2010-09-23,30.639999389648438
2010-09-24,31.670000076293945
2010-09-27,31.760000228881836
2010-09-28,32.13999938964844
2010-09-29,32.2400016784668
2010-09-30,32.18000030517578
2010-10-01,32.470001220703125
2010-10-04,32.220001220703125
2010-10-05,33.720001220703125
2010-10-06,33.27000045776367
2010-10-07,33.209999084472656
2010-10-08,33.310001373291016
2010-10-11,33.349998474121094
2010-10-12,33.27000045776367
2010-10-13,33.86000061035156
2010-10-14,33.77000045776367
2010-10-15,33.61000061035156
2010-10-18,34.15999984741211
2010-10-19,34.70000076293945
2010-10-20,34.7599983215332
2010-10-21,34.93000030517578
2010-10-22,35.619998931884766
2010-10-25,36.310001373291016
2010-10-26,36.29999923706055
2010-10-27,37.18000030517578
2010-10-28,37.7400016784668
2010-10-29,38.630001068115234
2010-11-01,39.029998779296875
2010-11-02,39.369998931884766
2010-11-03,40.310001373291016
2010-11-04,41.40999984741211
2010-11-05,40.9900016784668
2010-11-08,40.560001373291016
2010-11-09,40.27000045776367
2010-11-10,40.869998931884766
2010-11-11,40.029998779296875
2010-11-12,40.0
2010-11-15,40.099998474121094
2010-11-16,39.5
2010-11-17,38.79999923706055
2010-11-18,39.540000915527344
2010-11-19,40.20000076293945
2010-11-22,40.33000183105469
2010-11-23,39.84000015258789
2010-11-24,40.41999816894531
2010-11-26,40.09000015258789
2010-11-29,39.58000183105469
2010-11-30,39.470001220703125
2010-12-01,41.5099983215332
2010-12-02,40.77000045776367
2010-12-03,40.5
2010-12-06,39.970001220703125
2010-12-07,39.869998931884766
2010-12-08,40.04999923706055
2010-12-09,40.5
2010-12-10,41.2400016784668
2010-12-13,41.619998931884766
2010-12-14,42.040000915527344
2010-12-15,41.88999938964844
2010-12-16,42.060001373291016
2010-12-17,42.380001068115234
2010-12-20,42.56999969482422
2010-12-21,42.4900016784668
2010-12-22,42.380001068115234
2010-12-23,42.369998931884766
2010-12-27,42.79999923706055
2010-12-28,42.310001373291016
2010-12-29,42.36000061035156
2010-12-30,42.11000061035156
2010-12-31,41.45000076293945
2011-01-03,42.189998626708984
2011-01-04,41.439998626708984
2011-01-05,41.20000076293945
2011-01-06,41.060001373291016
2011-01-07,41.33000183105469
2011-01-10,40.79999923706055
2011-01-11,41.66999816894531
2011-01-12,42.34000015258789
2011-01-13,43.459999084472656
2011-01-14,45.060001373291016
2011-01-18,44.900001525878906
2011-01-19,44.349998474121094
2011-01-20,44.619998931884766
2011-01-21,43.18000030517578
2011-01-24,44.290000915527344
2011-01-25,44.5099983215332
2011-01-26,45.56999969482422
2011-01-27,45.689998626708984
2011-01-28,45.529998779296875
2011-01-31,45.11000061035156
2011-02-01,45.36000061035156
2011-02-02,45.959999084472656
2011-02-03,46.040000915527344
2011-02-04,46.43000030517578
2011-02-07,46.7400016784668
2011-02-08,47.099998474121094
2011-02-09,46.88999938964844
2011-02-10,46.97999954223633
2011-02-11,47.5
2011-02-14,48.040000915527344
2011-02-15,47.79999923706055
2011-02-16,48.709999084472656
2011-02-17,49.5099983215332
2011-02-18,49.720001220703125
2011-02-22,48.369998931884766
2011-02-23,48.349998474121094
2011-02-24,48.45000076293945
2011-02-25,49.099998474121094
2011-02-28,48.81999969482422
2011-03-01,48.18000030517578
2011-03-02,48.25
2011-03-03,50.0
2011-03-04,49.86000061035156
2011-03-07,48.29999923706055
2011-03-08,49.16999816894531
2011-03-09,48.38999938964844
2011-03-10,47.43000030517578
2011-03-11,47.25
2011-03-14,47.220001220703125
2011-03-15,45.459999084472656
2011-03-16,45.349998474121094
2011-03-17,45.900001525878906
2011-03-18,46.709999084472656
2011-03-21,48.119998931884766
2011-03-22,48.119998931884766
2011-03-23,48.90999984741211
2011-03-24,49.4900016784668
2011-03-25,50.130001068115234
2011-03-28,50.040000915527344
2011-03-29,50.95000076293945
2011-03-30,51.779998779296875
2011-03-31,52.25
2011-04-01,51.880001068115234
2011-04-04,51.810001373291016
2011-04-05,51.27000045776367
2011-04-06,51.36000061035156
2011-04-07,51.02000045776367
2011-04-08,50.61000061035156
2011-04-11,50.209999084472656
2011-04-12,49.02000045776367
2011-04-13,48.5099983215332
2011-04-14,48.560001373291016
2011-04-15,48.84000015258789
2011-04-18,48.630001068115234
2011-04-19,48.59000015258789
2011-04-20,49.75
2011-04-21,49.72999954223633
2011-04-25,49.31999969482422
2011-04-26,49.959999084472656
2011-04-27,50.45000076293945
2011-04-28,48.75
2011-04-29,48.86000061035156
2011-05-02,48.400001525878906
2011-05-03,48.650001525878906
2011-05-04,48.650001525878906
2011-05-05,48.5099983215332
2011-05-06,48.81999969482422
2011-05-09,48.95000076293945
2011-05-10,50.70000076293945
2011-05-11,49.7599983215332
2011-05-12,50.7400016784668
2011-05-13,49.7599983215332
2011-05-16,48.97999954223633
2011-05-17,48.720001220703125
2011-05-18,49.619998931884766
2011-05-19,49.86000061035156
2011-05-20,49.400001525878906
2011-05-23,48.58000183105469
2011-05-24,48.29999923706055
2011-05-25,48.72999954223633
2011-05-26,49.08000183105469
2011-05-27,49.52000045776367
2011-05-31,50.25
2011-06-01,48.310001373291016
2011-06-02,48.93000030517578
2011-06-03,48.43000030517578
2011-06-06,48.5
2011-06-07,48.400001525878906
2011-06-08,47.619998931884766
2011-06-09,47.709999084472656
2011-06-10,46.81999969482422
2011-06-13,45.91999816894531
2011-06-14,47.16999816894531
2011-06-15,46.380001068115234
2011-06-16,44.25
2011-06-17,43.4900016784668
2011-06-20,43.18000030517578
2011-06-21,43.97999954223633
2011-06-22,43.779998779296875
2011-06-23,44.61000061035156
2011-06-24,44.27000045776367
2011-06-27,45.22999954223633
2011-06-28,45.25
2011-06-29,45.20000076293945
2011-06-30,46.470001220703125
2011-07-01,48.02000045776367
2011-07-05,47.349998474121094
2011-07-06,47.099998474121094
2011-07-07,48.209999084472656
2011-07-08,46.91999816894531
2011-07-11,44.9900016784668
2011-07-12,43.40999984741211
2011-07-13,43.099998474121094
2011-07-14,43.16999816894531
2011-07-15,43.369998931884766
2011-07-18,43.20000076293945
2011-07-19,44.790000915527344
2011-07-20,44.540000915527344
2011-07-21,44.310001373291016
2011-07-22,45.349998474121094
2011-07-25,43.79999923706055
2011-07-26,43.470001220703125
2011-07-27,39.54999923706055
2011-07-28,39.04999923706055
2011-07-29,38.689998626708984
2011-08-01,38.77000045776367
2011-08-02,37.91999816894531
2011-08-03,38.959999084472656
2011-08-04,37.95000076293945
2011-08-05,37.790000915527344
2011-08-08,37.310001373291016
2011-08-09,39.369998931884766
2011-08-10,37.650001525878906
2011-08-11,39.2599983215332
2011-08-12,38.75
2011-08-15,39.75
2011-08-16,38.79999923706055
2011-08-17,38.470001220703125
2011-08-18,37.47999954223633
2011-08-19,37.209999084472656
2011-08-22,37.689998626708984
2011-08-23,40.0
2011-08-24,39.54999923706055
2011-08-25,38.88999938964844
2011-08-26,39.15999984741211
2011-08-29,40.59000015258789
2011-08-30,40.36000061035156
2011-08-31,39.7599983215332
2011-09-01,38.25
2011-09-02,37.09000015258789
2011-09-06,36.959999084472656
2011-09-07,37.9900016784668
2011-09-08,36.970001220703125
2011-09-09,37.0
2011-09-12,37.08000183105469
2011-09-13,38.099998474121094
2011-09-14,39.02000045776367
2011-09-15,39.290000915527344
2011-09-16,39.16999816894531
2011-09-19,38.31999969482422
2011-09-20,37.119998931884766
2011-09-21,35.72999954223633
2011-09-22,34.939998626708984
2011-09-23,35.290000915527344
2011-09-26,35.83000183105469
2011-09-27,36.38999938964844
2011-09-28,35.040000915527344
2011-09-29,35.13999938964844
2011-09-30,34.38999938964844
2011-10-03,33.09000015258789
2011-10-04,35.439998626708984
2011-10-05,35.72999954223633
2011-10-06,37.75
2011-10-07,36.540000915527344
2011-10-10,36.95000076293945
2011-10-11,36.84000015258789
2011-10-12,37.88999938964844
2011-10-13,38.290000915527344
2011-10-14,38.38999938964844
2011-10-17,36.68000030517578
2011-10-18,37.4900016784668
2011-10-19,36.52000045776367
2011-10-20,36.209999084472656
2011-10-21,36.75
2011-10-24,38.34000015258789
2011-10-25,37.189998626708984
2011-10-26,36.77000045776367
