,EJFA
2021-04-21,10.0
2021-04-22,10.0
2021-04-23,9.770000457763672
2021-04-26,9.770000457763672
2021-04-27,9.770000457763672
2021-04-28,9.699999809265137
2021-04-29,9.710000038146973
2021-04-30,9.680000305175781
2021-05-03,9.729999542236328
2021-05-04,9.739999771118164
2021-05-05,9.75
2021-05-06,9.75
2021-05-07,9.75
2021-05-10,9.75
2021-05-11,9.720000267028809
2021-05-12,9.710000038146973
2021-05-13,9.710000038146973
2021-05-14,9.710000038146973
