,FPXE
2018-10-18,18.729999542236328
2018-10-19,18.399999618530273
2018-10-22,18.309999465942383
2018-10-23,17.979999542236328
2018-10-24,17.979999542236328
2018-10-25,17.709999084472656
2018-10-26,17.600000381469727
2018-10-29,17.600000381469727
2018-10-30,17.75
2018-10-31,17.950000762939453
2018-11-01,18.329999923706055
2018-11-02,18.389999389648438
2018-11-05,18.309999465942383
2018-11-06,18.350000381469727
2018-11-07,18.649999618530273
2018-11-08,18.5
2018-11-09,18.34000015258789
2018-11-12,17.8799991607666
2018-11-13,18.0
2018-11-14,18.010000228881836
2018-11-15,17.940000534057617
2018-11-16,17.940000534057617
2018-11-19,17.639999389648438
2018-11-20,17.1200008392334
2018-11-21,17.1200008392334
2018-11-23,17.34000015258789
2018-11-26,17.6299991607666
2018-11-27,17.520000457763672
2018-11-28,17.75
2018-11-29,17.690000534057617
2018-11-30,17.549999237060547
2018-12-03,17.809999465942383
2018-12-04,17.329999923706055
2018-12-06,17.309999465942383
2018-12-07,17.1200008392334
2018-12-10,16.989999771118164
2018-12-11,16.989999771118164
2018-12-12,16.989999771118164
2018-12-13,16.989999771118164
2018-12-14,16.989999771118164
2018-12-17,16.989999771118164
2018-12-18,16.989999771118164
2018-12-19,16.989999771118164
2018-12-20,16.989999771118164
2018-12-21,16.440000534057617
2018-12-24,16.440000534057617
2018-12-26,16.56999969482422
2018-12-27,16.579999923706055
2018-12-28,16.579999923706055
2018-12-31,16.579999923706055
2019-01-02,16.579999923706055
2019-01-03,16.579999923706055
2019-01-04,17.030000686645508
2019-01-07,17.260000228881836
2019-01-08,17.420000076293945
2019-01-09,17.420000076293945
2019-01-10,17.6200008392334
2019-01-11,17.540000915527344
2019-01-14,17.450000762939453
2019-01-15,17.5
2019-01-16,17.5
2019-01-17,17.65999984741211
2019-01-18,17.65999984741211
2019-01-22,17.65999984741211
2019-01-23,17.889999389648438
2019-01-24,17.8700008392334
2019-01-25,17.8700008392334
2019-01-28,17.920000076293945
2019-01-29,17.920000076293945
2019-01-30,17.920000076293945
2019-01-31,17.920000076293945
2019-02-01,17.920000076293945
2019-02-04,18.229999542236328
2019-02-05,18.229999542236328
2019-02-06,18.229999542236328
2019-02-07,18.229999542236328
2019-02-08,18.030000686645508
2019-02-11,18.030000686645508
2019-02-12,18.25
2019-02-13,18.219999313354492
2019-02-14,18.219999313354492
2019-02-15,18.469999313354492
2019-02-19,18.469999313354492
2019-02-20,18.469999313354492
2019-02-21,18.559999465942383
2019-02-22,18.610000610351562
2019-02-25,18.610000610351562
2019-02-26,18.610000610351562
2019-02-27,18.610000610351562
2019-02-28,18.610000610351562
2019-03-01,18.950000762939453
2019-03-04,18.950000762939453
2019-03-05,18.950000762939453
2019-03-06,18.950000762939453
2019-03-07,18.59000015258789
2019-03-08,18.68000030517578
2019-03-11,18.68000030517578
2019-03-12,18.68000030517578
2019-03-13,18.68000030517578
2019-03-14,18.68000030517578
2019-03-15,18.68000030517578
2019-03-18,18.68000030517578
2019-03-19,18.68000030517578
2019-03-20,19.489999771118164
2019-03-21,19.399999618530273
2019-03-22,19.399999618530273
2019-03-25,19.399999618530273
2019-03-26,19.399999618530273
2019-03-27,19.059999465942383
2019-03-28,19.059999465942383
2019-03-29,19.139999389648438
2019-04-01,19.31999969482422
2019-04-02,19.31999969482422
2019-04-03,19.31999969482422
2019-04-04,19.31999969482422
2019-04-05,19.450000762939453
2019-04-08,19.440000534057617
2019-04-09,19.440000534057617
2019-04-10,19.440000534057617
2019-04-11,19.440000534057617
2019-04-12,19.440000534057617
2019-04-15,19.440000534057617
2019-04-16,19.56999969482422
2019-04-17,19.56999969482422
2019-04-18,19.56999969482422
2019-04-22,19.56999969482422
2019-04-23,19.469999313354492
2019-04-24,19.469999313354492
2019-04-25,19.479999542236328
2019-04-26,19.479999542236328
2019-04-29,19.479999542236328
2019-04-30,19.790000915527344
2019-05-01,19.790000915527344
2019-05-02,19.790000915527344
2019-05-03,19.709999084472656
2019-05-06,19.709999084472656
2019-05-07,19.709999084472656
2019-05-08,19.709999084472656
2019-05-09,19.520000457763672
2019-05-10,19.68000030517578
2019-05-13,19.68000030517578
2019-05-14,19.329999923706055
2019-05-15,19.530000686645508
2019-05-16,19.670000076293945
2019-05-17,19.540000915527344
2019-05-20,19.43000030517578
2019-05-21,19.600000381469727
2019-05-22,19.600000381469727
2019-05-23,19.440000534057617
2019-05-24,19.75
2019-05-28,19.75
2019-05-29,19.3799991607666
2019-05-30,19.530000686645508
2019-05-31,19.43000030517578
2019-06-03,19.450000762939453
2019-06-04,19.65999984741211
2019-06-05,19.719999313354492
2019-06-06,19.809999465942383
2019-06-07,19.809999465942383
2019-06-10,20.1200008392334
2019-06-11,20.170000076293945
2019-06-12,20.149999618530273
2019-06-13,20.209999084472656
2019-06-14,19.790000915527344
2019-06-17,19.780000686645508
2019-06-18,19.780000686645508
2019-06-19,20.110000610351562
2019-06-20,20.270000457763672
2019-06-21,20.270000457763672
2019-06-24,20.350000381469727
2019-06-25,20.290000915527344
2019-06-26,20.290000915527344
2019-06-27,20.170000076293945
2019-06-28,20.34000015258789
2019-07-01,20.34000015258789
2019-07-02,20.440000534057617
2019-07-03,20.65999984741211
2019-07-05,20.399999618530273
2019-07-08,20.389999389648438
2019-07-09,20.399999618530273
2019-07-10,20.5
2019-07-11,20.440000534057617
2019-07-12,20.399999618530273
2019-07-15,20.399999618530273
2019-07-16,20.399999618530273
2019-07-17,20.399999618530273
2019-07-18,20.6200008392334
2019-07-19,20.489999771118164
2019-07-22,20.579999923706055
2019-07-23,20.510000228881836
2019-07-24,20.540000915527344
2019-07-25,20.420000076293945
2019-07-26,20.540000915527344
2019-07-29,20.59000015258789
2019-07-30,20.59000015258789
2019-07-31,20.59000015258789
2019-08-01,20.59000015258789
2019-08-02,20.309999465942383
2019-08-05,19.8700008392334
2019-08-06,19.8700008392334
2019-08-07,20.219999313354492
2019-08-08,20.219999313354492
2019-08-09,20.31999969482422
2019-08-12,20.31999969482422
2019-08-13,20.280000686645508
2019-08-14,19.81999969482422
2019-08-15,19.8700008392334
2019-08-16,20.049999237060547
2019-08-19,20.049999237060547
2019-08-20,20.049999237060547
2019-08-21,20.049999237060547
2019-08-22,20.15999984741211
2019-08-23,20.15999984741211
2019-08-26,20.079999923706055
2019-08-27,20.170000076293945
2019-08-28,20.059999465942383
2019-08-29,20.079999923706055
2019-08-30,20.139999389648438
2019-09-03,20.010000228881836
2019-09-04,20.190000534057617
2019-09-05,20.260000228881836
2019-09-06,20.299999237060547
2019-09-09,20.059999465942383
2019-09-10,19.780000686645508
2019-09-11,19.920000076293945
2019-09-12,19.920000076293945
2019-09-13,19.920000076293945
2019-09-16,19.920000076293945
2019-09-17,20.110000610351562
2019-09-18,20.110000610351562
2019-09-19,20.139999389648438
2019-09-20,20.139999389648438
2019-09-23,20.139999389648438
2019-09-24,20.139999389648438
2019-09-25,20.139999389648438
2019-09-26,19.709999084472656
2019-09-27,19.709999084472656
2019-09-30,19.709999084472656
2019-10-01,19.709999084472656
2019-10-02,19.709999084472656
2019-10-03,19.709999084472656
2019-10-04,19.59000015258789
2019-10-07,19.59000015258789
2019-10-08,19.59000015258789
2019-10-09,19.59000015258789
2019-10-10,19.59000015258789
2019-10-11,19.59000015258789
2019-10-14,19.59000015258789
2019-10-15,19.59000015258789
2019-10-16,19.59000015258789
2019-10-17,19.59000015258789
2019-10-18,20.18000030517578
2019-10-21,20.190000534057617
2019-10-22,20.1299991607666
2019-10-23,20.049999237060547
2019-10-24,20.09000015258789
2019-10-25,20.09000015258789
2019-10-28,20.190000534057617
2019-10-29,20.149999618530273
2019-10-30,20.25
2019-10-31,20.170000076293945
2019-11-01,20.3799991607666
2019-11-04,20.520000457763672
2019-11-05,20.420000076293945
2019-11-06,20.389999389648438
2019-11-07,20.31999969482422
2019-11-08,20.3700008392334
2019-11-11,20.420000076293945
2019-11-12,20.510000228881836
2019-11-13,20.440000534057617
2019-11-14,20.489999771118164
2019-11-15,20.68000030517578
2019-11-18,20.739999771118164
2019-11-19,20.719999313354492
2019-11-20,20.649999618530273
2019-11-21,20.639999389648438
2019-11-22,20.6200008392334
2019-11-25,20.6200008392334
2019-11-26,20.6200008392334
2019-11-27,20.940000534057617
2019-11-29,20.940000534057617
2019-12-02,20.75
2019-12-03,20.790000915527344
2019-12-04,20.959999084472656
2019-12-05,20.899999618530273
2019-12-06,20.899999618530273
2019-12-09,20.899999618530273
2019-12-10,20.90999984741211
2019-12-11,20.90999984741211
2019-12-12,21.1299991607666
2019-12-13,21.1299991607666
2019-12-16,21.469999313354492
2019-12-17,21.479999542236328
2019-12-18,21.479999542236328
2019-12-19,21.469999313354492
2019-12-20,21.469999313354492
2019-12-23,21.6299991607666
2019-12-24,21.6299991607666
2019-12-26,21.6299991607666
2019-12-27,21.6299991607666
2019-12-30,21.739999771118164
2019-12-31,21.81999969482422
2020-01-02,21.989999771118164
2020-01-03,21.799999237060547
2020-01-06,21.799999237060547
2020-01-07,21.729999542236328
2020-01-08,21.729999542236328
2020-01-09,21.729999542236328
2020-01-10,21.889999389648438
2020-01-13,21.889999389648438
2020-01-14,21.889999389648438
2020-01-15,22.059999465942383
2020-01-16,22.100000381469727
2020-01-17,22.18000030517578
2020-01-21,22.1299991607666
2020-01-22,22.1299991607666
2020-01-23,22.15999984741211
2020-01-24,22.15999984741211
2020-01-27,22.15999984741211
2020-01-28,22.15999984741211
2020-01-29,22.020000457763672
2020-01-30,21.940000534057617
2020-01-31,21.940000534057617
2020-02-03,21.940000534057617
2020-02-04,21.940000534057617
2020-02-05,22.18000030517578
2020-02-06,22.18000030517578
2020-02-07,22.18000030517578
2020-02-10,22.18000030517578
2020-02-11,22.18000030517578
2020-02-12,22.459999084472656
2020-02-13,22.459999084472656
2020-02-14,22.450000762939453
2020-02-18,22.559999465942383
2020-02-19,22.559999465942383
2020-02-20,22.559999465942383
2020-02-21,22.559999465942383
2020-02-24,21.700000762939453
2020-02-25,21.239999771118164
2020-02-26,21.299999237060547
2020-02-27,20.760000228881836
2020-02-28,20.760000228881836
2020-03-02,21.06999969482422
2020-03-03,21.079999923706055
2020-03-04,21.760000228881836
2020-03-05,21.760000228881836
2020-03-06,21.760000228881836
2020-03-09,21.760000228881836
2020-03-10,21.760000228881836
2020-03-11,18.860000610351562
2020-03-12,16.989999771118164
2020-03-13,17.989999771118164
2020-03-16,15.649999618530273
2020-03-17,15.649999618530273
2020-03-18,16.200000762939453
2020-03-19,16.200000762939453
2020-03-20,16.200000762939453
2020-03-23,16.260000228881836
2020-03-24,16.260000228881836
2020-03-25,17.90999984741211
2020-03-26,17.90999984741211
2020-03-27,17.90999984741211
2020-03-30,17.90999984741211
2020-03-31,18.479999542236328
2020-04-01,17.860000610351562
2020-04-02,18.020000457763672
2020-04-03,17.770000457763672
2020-04-06,18.530000686645508
2020-04-07,18.530000686645508
2020-04-08,18.799999237060547
2020-04-09,19.200000762939453
2020-04-13,19.200000762939453
2020-04-14,19.3700008392334
2020-04-15,19.3700008392334
2020-04-16,19.3700008392334
2020-04-17,19.3700008392334
2020-04-20,19.559999465942383
2020-04-21,19.40999984741211
2020-04-22,19.760000228881836
2020-04-23,19.760000228881836
2020-04-24,19.760000228881836
2020-04-27,19.760000228881836
2020-04-28,19.760000228881836
2020-04-29,19.760000228881836
2020-04-30,19.760000228881836
2020-05-01,20.020000457763672
2020-05-04,20.18000030517578
2020-05-05,20.18000030517578
2020-05-06,20.18000030517578
2020-05-07,20.18000030517578
2020-05-08,20.18000030517578
2020-05-11,20.18000030517578
2020-05-12,20.18000030517578
2020-05-13,20.18000030517578
2020-05-14,21.09000015258789
2020-05-15,21.09000015258789
2020-05-18,21.809999465942383
2020-05-19,21.809999465942383
2020-05-20,22.270000457763672
2020-05-21,22.270000457763672
2020-05-22,22.270000457763672
2020-05-26,22.31999969482422
2020-05-27,21.989999771118164
2020-05-28,22.219999313354492
2020-05-29,22.219999313354492
2020-06-01,22.979999542236328
2020-06-02,22.979999542236328
2020-06-03,23.190000534057617
2020-06-04,23.190000534057617
2020-06-05,23.030000686645508
2020-06-08,22.979999542236328
2020-06-09,22.989999771118164
2020-06-10,22.989999771118164
2020-06-11,22.6299991607666
2020-06-12,22.350000381469727
2020-06-15,22.350000381469727
2020-06-16,22.350000381469727
2020-06-17,23.170000076293945
2020-06-18,23.170000076293945
2020-06-19,23.190000534057617
2020-06-22,23.489999771118164
2020-06-23,23.969999313354492
2020-06-24,23.280000686645508
2020-06-25,23.280000686645508
2020-06-26,23.280000686645508
2020-06-29,23.40999984741211
2020-06-30,23.610000610351562
2020-07-01,23.809999465942383
2020-07-02,24.030000686645508
2020-07-06,24.469999313354492
2020-07-07,24.260000228881836
2020-07-08,24.729999542236328
2020-07-09,24.610000610351562
2020-07-10,24.600000381469727
2020-07-13,24.479999542236328
2020-07-14,24.68000030517578
2020-07-15,24.68000030517578
2020-07-16,24.90999984741211
2020-07-17,25.18000030517578
2020-07-20,25.600000381469727
2020-07-21,25.709999084472656
2020-07-22,25.899999618530273
2020-07-23,25.709999084472656
2020-07-24,25.110000610351562
2020-07-27,25.59000015258789
2020-07-28,25.360000610351562
2020-07-29,25.700000762939453
2020-07-30,25.520000457763672
2020-07-31,25.170000076293945
2020-08-03,25.579999923706055
2020-08-04,25.450000762939453
2020-08-05,25.649999618530273
2020-08-06,25.639999389648438
2020-08-07,25.540000915527344
2020-08-10,25.18000030517578
2020-08-11,25.079999923706055
2020-08-12,25.520000457763672
2020-08-13,25.65999984741211
2020-08-14,25.3799991607666
2020-08-17,25.729999542236328
2020-08-18,25.670000076293945
2020-08-19,25.459999084472656
2020-08-20,25.3700008392334
2020-08-21,25.360000610351562
2020-08-24,25.479999542236328
2020-08-25,25.479999542236328
2020-08-26,25.889999389648438
2020-08-27,25.6200008392334
2020-08-28,25.719999313354492
2020-08-31,25.68000030517578
2020-09-01,25.649999618530273
2020-09-02,25.760000228881836
2020-09-03,25.030000686645508
2020-09-04,24.59000015258789
2020-09-08,24.219999313354492
2020-09-09,24.969999313354492
2020-09-10,24.649999618530273
2020-09-11,24.84000015258789
2020-09-14,24.84000015258789
2020-09-15,24.84000015258789
2020-09-16,25.1200008392334
2020-09-17,25.110000610351562
2020-09-18,25.229999542236328
2020-09-21,24.719999313354492
2020-09-22,24.719999313354492
2020-09-23,24.579999923706055
2020-09-24,24.469999313354492
2020-09-25,24.6200008392334
2020-09-28,24.6200008392334
2020-09-29,24.969999313354492
2020-09-30,25.040000915527344
2020-10-01,25.040000915527344
2020-10-02,25.040000915527344
2020-10-05,25.700000762939453
2020-10-06,25.299999237060547
2020-10-07,25.489999771118164
2020-10-08,25.639999389648438
2020-10-09,26.030000686645508
2020-10-12,26.030000686645508
2020-10-13,26.1299991607666
2020-10-14,26.329999923706055
2020-10-15,25.700000762939453
2020-10-16,26.059999465942383
2020-10-19,25.84000015258789
2020-10-20,25.8799991607666
2020-10-21,25.760000228881836
2020-10-22,25.530000686645508
2020-10-23,25.530000686645508
2020-10-26,25.280000686645508
2020-10-27,25.040000915527344
2020-10-28,24.260000228881836
2020-10-29,24.350000381469727
2020-10-30,24.110000610351562
