,CAC
1998-05-15,13.11111068725586
1998-05-18,13.11111068725586
1998-05-19,13.11111068725586
1998-05-20,13.11111068725586
1998-05-21,13.11111068725586
1998-05-22,13.11111068725586
1998-05-26,13.055556297302246
1998-05-27,13.055556297302246
1998-05-28,13.055556297302246
1998-05-29,13.166666984558105
1998-06-01,13.166666984558105
1998-06-02,13.13888931274414
1998-06-03,13.13888931274414
1998-06-04,13.222222328186035
1998-06-05,13.222222328186035
1998-06-08,13.222222328186035
1998-06-09,13.222222328186035
1998-06-10,13.333333015441895
1998-06-11,13.333333015441895
1998-06-12,13.333333015441895
1998-06-15,13.222222328186035
1998-06-16,13.333333015441895
1998-06-17,13.277777671813965
1998-06-18,13.277777671813965
1998-06-19,13.222222328186035
1998-06-22,13.11111068725586
1998-06-23,13.11111068725586
1998-06-24,13.055556297302246
1998-06-25,12.916666984558105
1998-06-26,12.916666984558105
1998-06-29,12.916666984558105
1998-06-30,12.777777671813965
1998-07-01,12.777777671813965
1998-07-02,12.777777671813965
1998-07-06,12.75
1998-07-07,12.694443702697754
1998-07-08,12.569443702697754
1998-07-09,12.569443702697754
1998-07-10,12.569443702697754
1998-07-13,12.63888931274414
1998-07-14,12.63888931274414
1998-07-15,12.722222328186035
1998-07-16,12.722222328186035
1998-07-17,12.722222328186035
1998-07-20,12.777777671813965
1998-07-21,12.833333015441895
1998-07-22,12.75
1998-07-23,12.722222328186035
1998-07-24,12.666666984558105
1998-07-27,12.88888931274414
1998-07-28,12.86111068725586
1998-07-29,12.805556297302246
1998-07-30,12.805556297302246
1998-07-31,12.694443702697754
1998-08-03,12.694443702697754
1998-08-04,12.472222328186035
1998-08-05,12.38888931274414
1998-08-06,12.222222328186035
1998-08-07,12.166666984558105
1998-08-10,12.166666984558105
1998-08-11,12.055556297302246
1998-08-12,12.0
1998-08-13,12.0
1998-08-14,12.11111068725586
1998-08-17,12.11111068725586
1998-08-18,12.0
1998-08-19,12.166666984558105
1998-08-20,12.083333015441895
1998-08-21,11.972222328186035
1998-08-24,11.972222328186035
1998-08-25,11.88888931274414
1998-08-26,11.88888931274414
1998-08-27,11.88888931274414
1998-08-28,11.555556297302246
1998-08-31,11.61111068725586
1998-09-01,11.38888931274414
1998-09-02,11.777777671813965
1998-09-03,11.555556297302246
1998-09-04,12.055556297302246
1998-09-08,12.166666984558105
1998-09-09,12.222222328186035
1998-09-10,12.13888931274414
1998-09-11,11.88888931274414
1998-09-14,11.944443702697754
1998-09-15,11.944443702697754
1998-09-16,12.055556297302246
1998-09-17,11.944443702697754
1998-09-18,11.88888931274414
1998-09-21,11.722222328186035
1998-09-22,11.666666984558105
1998-09-23,11.777777671813965
1998-09-24,11.694443702697754
1998-09-25,11.61111068725586
1998-09-28,11.63888931274414
1998-09-29,11.722222328186035
1998-09-30,11.63888931274414
1998-10-01,11.527777671813965
1998-10-02,11.555556297302246
1998-10-05,11.5
1998-10-06,11.38888931274414
1998-10-07,11.416666984558105
1998-10-08,10.88888931274414
1998-10-09,10.88888931274414
1998-10-12,11.055556297302246
1998-10-13,11.166666984558105
1998-10-14,11.11111068725586
1998-10-15,11.194443702697754
1998-10-16,11.194443702697754
1998-10-19,11.444443702697754
1998-10-20,11.666666984558105
1998-10-21,11.666666984558105
1998-10-22,11.777777671813965
1998-10-23,11.694443702697754
1998-10-26,11.777777671813965
1998-10-27,12.11111068725586
1998-10-28,12.222222328186035
1998-10-29,12.222222328186035
1998-10-30,12.222222328186035
1998-11-02,12.305556297302246
1998-11-03,12.333333015441895
1998-11-04,12.555556297302246
1998-11-05,12.555556297302246
1998-11-06,12.527777671813965
1998-11-09,12.555556297302246
1998-11-10,12.61111068725586
1998-11-11,13.555556297302246
1998-11-12,14.38888931274414
1998-11-13,14.5
1998-11-16,14.777777671813965
1998-11-17,14.25
1998-11-18,14.75
1998-11-19,14.944443702697754
1998-11-20,14.88888931274414
1998-11-23,14.88888931274414
1998-11-24,15.0
1998-11-25,15.11111068725586
1998-11-27,15.11111068725586
1998-11-30,14.88888931274414
1998-12-01,14.88888931274414
1998-12-02,15.166666984558105
1998-12-03,16.44444465637207
1998-12-04,17.666667938232422
1998-12-07,18.0
1998-12-08,16.0
1998-12-09,16.666667938232422
1998-12-10,16.166667938232422
1998-12-11,16.333332061767578
1998-12-14,16.0
1998-12-15,14.666666984558105
1998-12-16,14.666666984558105
1998-12-17,14.666666984558105
1998-12-18,14.666666984558105
1998-12-21,13.416666984558105
1998-12-22,13.75
1998-12-23,15.0
1998-12-24,14.5
1998-12-28,13.833333015441895
1998-12-29,13.833333015441895
1998-12-30,13.666666984558105
1998-12-31,13.666666984558105
1999-01-04,13.5
1999-01-05,13.416666984558105
1999-01-06,13.708333015441895
1999-01-07,13.666666984558105
1999-01-08,13.583333015441895
1999-01-11,13.5
1999-01-12,13.333333015441895
1999-01-13,13.0
1999-01-14,13.0
1999-01-15,13.25
1999-01-19,13.416666984558105
1999-01-20,13.291666984558105
1999-01-21,13.25
1999-01-22,13.166666984558105
1999-01-25,13.5
1999-01-26,13.083333015441895
1999-01-27,13.0
1999-01-28,13.291666984558105
1999-01-29,13.208333015441895
1999-02-01,13.208333015441895
1999-02-02,13.166666984558105
1999-02-03,13.291666984558105
1999-02-04,13.083333015441895
1999-02-05,13.083333015441895
1999-02-08,13.375
1999-02-09,13.083333015441895
1999-02-10,13.083333015441895
1999-02-11,13.166666984558105
1999-02-12,13.0
1999-02-16,13.0
1999-02-17,13.083333015441895
1999-02-18,12.791666984558105
1999-02-19,12.791666984558105
1999-02-22,12.833333015441895
1999-02-23,12.916666984558105
1999-02-24,12.958333015441895
1999-02-25,12.916666984558105
1999-02-26,12.916666984558105
1999-03-01,12.833333015441895
1999-03-02,12.75
1999-03-03,12.75
1999-03-04,12.666666984558105
1999-03-05,12.708333015441895
1999-03-08,12.666666984558105
1999-03-09,12.583333015441895
1999-03-10,12.583333015441895
1999-03-11,12.5
1999-03-12,12.333333015441895
1999-03-15,12.333333015441895
1999-03-16,12.416666984558105
1999-03-17,12.166666984558105
1999-03-18,12.083333015441895
1999-03-19,12.0
1999-03-22,12.0
1999-03-23,11.833333015441895
1999-03-24,11.916666984558105
1999-03-25,12.0
1999-03-26,12.0
1999-03-29,11.75
1999-03-30,11.75
1999-03-31,11.958333015441895
1999-04-01,12.125
1999-04-05,12.416666984558105
1999-04-06,12.291666984558105
1999-04-07,12.083333015441895
1999-04-08,11.916666984558105
1999-04-09,11.958333015441895
1999-04-12,11.666666984558105
1999-04-13,11.583333015441895
1999-04-14,11.666666984558105
1999-04-15,11.75
1999-04-16,11.833333015441895
1999-04-19,11.75
1999-04-20,11.833333015441895
1999-04-21,11.666666984558105
1999-04-22,11.833333015441895
1999-04-23,11.75
1999-04-26,11.75
1999-04-27,12.25
1999-04-28,12.291666984558105
1999-04-29,12.333333015441895
1999-04-30,12.583333015441895
1999-05-03,12.666666984558105
1999-05-04,13.0
1999-05-05,13.166666984558105
1999-05-06,13.5
1999-05-07,13.833333015441895
1999-05-10,13.833333015441895
1999-05-11,14.5
1999-05-12,15.0
1999-05-13,15.166666984558105
1999-05-14,15.0
1999-05-17,14.75
1999-05-18,14.666666984558105
1999-05-19,14.416666984558105
1999-05-20,14.5
1999-05-21,14.5
1999-05-24,14.583333015441895
1999-05-25,14.583333015441895
1999-05-26,14.333333015441895
1999-05-27,14.333333015441895
1999-05-28,14.333333015441895
1999-06-01,14.166666984558105
1999-06-02,14.083333015441895
1999-06-03,14.0
1999-06-04,14.0
1999-06-07,13.833333015441895
1999-06-08,13.833333015441895
1999-06-09,13.833333015441895
1999-06-10,14.166666984558105
1999-06-11,14.291666984558105
1999-06-14,14.291666984558105
1999-06-15,14.291666984558105
1999-06-16,14.291666984558105
1999-06-17,14.083333015441895
1999-06-18,13.833333015441895
1999-06-21,13.833333015441895
1999-06-22,14.083333015441895
1999-06-23,14.083333015441895
1999-06-24,14.083333015441895
1999-06-25,13.916666984558105
1999-06-28,13.916666984558105
1999-06-29,13.75
1999-06-30,13.916666984558105
1999-07-01,13.666666984558105
1999-07-02,13.5
1999-07-06,13.5
1999-07-07,13.416666984558105
1999-07-08,13.333333015441895
1999-07-09,13.25
1999-07-12,13.583333015441895
1999-07-13,13.5
1999-07-14,13.5
1999-07-15,13.333333015441895
1999-07-16,13.333333015441895
1999-07-19,13.083333015441895
1999-07-20,13.333333015441895
1999-07-21,13.333333015441895
1999-07-22,13.333333015441895
1999-07-23,13.333333015441895
1999-07-26,13.291666984558105
1999-07-27,13.166666984558105
1999-07-28,13.166666984558105
1999-07-29,12.875
1999-07-30,12.583333015441895
1999-08-02,12.583333015441895
1999-08-03,12.416666984558105
1999-08-04,12.5
1999-08-05,12.5
1999-08-06,12.5
1999-08-09,12.25
1999-08-10,12.25
1999-08-11,12.291666984558105
1999-08-12,12.166666984558105
1999-08-13,12.25
1999-08-16,12.25
1999-08-17,12.166666984558105
1999-08-18,12.166666984558105
1999-08-19,12.0
1999-08-20,12.041666984558105
1999-08-23,11.833333015441895
1999-08-24,11.958333015441895
1999-08-25,12.083333015441895
1999-08-26,12.166666984558105
1999-08-27,11.958333015441895
1999-08-30,12.083333015441895
1999-08-31,12.0
1999-09-01,12.0
1999-09-02,12.0
1999-09-03,12.0
1999-09-07,12.0
1999-09-08,12.0
1999-09-09,11.833333015441895
1999-09-10,12.041666984558105
1999-09-13,12.041666984558105
1999-09-14,12.041666984558105
1999-09-15,11.791666984558105
1999-09-16,11.958333015441895
1999-09-17,11.958333015441895
1999-09-20,11.833333015441895
1999-09-21,11.75
1999-09-22,11.666666984558105
1999-09-23,11.375
1999-09-24,11.375
1999-09-27,11.25
1999-09-28,11.25
1999-09-29,11.583333015441895
1999-09-30,15.958333015441895
1999-10-01,14.041666984558105
1999-10-04,13.583333015441895
1999-10-05,13.166666984558105
1999-10-06,13.416666984558105
1999-10-07,13.291666984558105
1999-10-08,13.208333015441895
1999-10-11,13.083333015441895
1999-10-12,13.083333015441895
1999-10-13,13.083333015441895
1999-10-14,12.916666984558105
1999-10-15,12.708333015441895
1999-10-18,12.666666984558105
1999-10-19,12.5
1999-10-20,12.333333015441895
1999-10-21,12.458333015441895
1999-10-22,12.166666984558105
1999-10-25,12.208333015441895
1999-10-26,12.333333015441895
1999-10-27,12.25
1999-10-28,12.25
1999-10-29,12.666666984558105
1999-11-01,12.666666984558105
1999-11-02,12.666666984558105
1999-11-03,12.666666984558105
1999-11-04,12.666666984558105
1999-11-05,12.791666984558105
1999-11-08,12.791666984558105
1999-11-09,12.791666984558105
1999-11-10,12.75
1999-11-11,12.333333015441895
1999-11-12,12.333333015441895
1999-11-15,12.0
1999-11-16,12.0
1999-11-17,12.0
1999-11-18,12.25
1999-11-19,12.25
1999-11-22,12.5
1999-11-23,12.333333015441895
1999-11-24,12.25
1999-11-26,12.291666984558105
1999-11-29,12.0
1999-11-30,12.25
1999-12-01,12.166666984558105
1999-12-02,12.0
1999-12-03,11.916666984558105
1999-12-06,11.791666984558105
1999-12-07,11.666666984558105
1999-12-08,11.333333015441895
1999-12-09,11.333333015441895
1999-12-10,11.333333015441895
1999-12-13,11.583333015441895
1999-12-14,11.583333015441895
1999-12-15,11.5
1999-12-16,11.5
1999-12-17,11.5
1999-12-20,11.5
1999-12-21,11.166666984558105
1999-12-22,11.166666984558105
1999-12-23,11.166666984558105
1999-12-27,10.833333015441895
1999-12-28,10.916666984558105
1999-12-29,11.166666984558105
1999-12-30,11.166666984558105
1999-12-31,11.166666984558105
2000-01-03,10.833333015441895
2000-01-04,10.791666984558105
2000-01-05,10.875
2000-01-06,10.916666984558105
2000-01-07,11.083333015441895
2000-01-10,11.166666984558105
2000-01-11,10.958333015441895
2000-01-12,10.666666984558105
2000-01-13,10.625
2000-01-14,10.416666984558105
2000-01-18,10.5
2000-01-19,10.333333015441895
2000-01-20,10.25
2000-01-21,10.125
2000-01-24,9.916666984558105
2000-01-25,10.166666984558105
2000-01-26,10.0
2000-01-27,10.0
2000-01-28,9.458333015441895
2000-01-31,9.416666984558105
2000-02-01,9.75
2000-02-02,9.75
2000-02-03,9.666666984558105
2000-02-04,9.666666984558105
2000-02-07,9.666666984558105
2000-02-08,9.583333015441895
2000-02-09,9.916666984558105
2000-02-10,9.833333015441895
2000-02-11,9.583333015441895
2000-02-14,9.666666984558105
2000-02-15,9.5
2000-02-16,9.333333015441895
2000-02-17,9.333333015441895
2000-02-18,9.541666984558105
2000-02-22,9.25
2000-02-23,9.25
2000-02-24,9.166666984558105
2000-02-25,9.0
2000-02-28,9.166666984558105
2000-02-29,9.166666984558105
2000-03-01,9.25
2000-03-02,9.666666984558105
2000-03-03,9.416666984558105
2000-03-06,9.208333015441895
2000-03-07,9.0
2000-03-08,9.333333015441895
2000-03-09,9.166666984558105
2000-03-10,9.166666984558105
2000-03-13,9.041666984558105
2000-03-14,9.166666984558105
2000-03-15,9.166666984558105
2000-03-16,9.333333015441895
2000-03-17,9.75
2000-03-20,9.416666984558105
2000-03-21,9.583333015441895
2000-03-22,10.0
2000-03-23,10.166666984558105
2000-03-24,10.0
2000-03-27,9.666666984558105
2000-03-28,9.0
2000-03-29,9.0
2000-03-30,8.833333015441895
2000-03-31,7.9166669845581055
2000-04-03,8.666666984558105
2000-04-04,8.583333015441895
2000-04-05,8.916666984558105
2000-04-06,9.5
2000-04-07,10.583333015441895
2000-04-10,10.541666984558105
2000-04-11,10.541666984558105
2000-04-12,10.5
2000-04-13,9.875
2000-04-14,10.0
2000-04-17,10.0
2000-04-18,9.833333015441895
2000-04-19,9.333333015441895
2000-04-20,9.333333015441895
2000-04-24,9.166666984558105
2000-04-25,9.291666984558105
2000-04-26,9.5
2000-04-27,9.166666984558105
2000-04-28,9.166666984558105
2000-05-01,9.416666984558105
2000-05-02,9.833333015441895
2000-05-03,9.666666984558105
2000-05-04,9.5
2000-05-05,9.083333015441895
2000-05-08,9.041666984558105
2000-05-09,9.041666984558105
2000-05-10,9.041666984558105
2000-05-11,8.958333015441895
2000-05-12,9.0
2000-05-15,9.0
2000-05-16,8.916666984558105
2000-05-17,8.833333015441895
2000-05-18,8.666666984558105
2000-05-19,8.75
2000-05-22,8.666666984558105
2000-05-23,8.583333015441895
2000-05-24,8.5
2000-05-25,8.5
2000-05-26,8.333333015441895
2000-05-30,8.583333015441895
2000-05-31,8.833333015441895
2000-06-01,8.833333015441895
2000-06-02,8.958333015441895
2000-06-05,8.875
2000-06-06,9.25
2000-06-07,8.916666984558105
2000-06-08,8.833333015441895
2000-06-09,8.333333015441895
2000-06-12,8.5
2000-06-13,8.5
2000-06-14,8.666666984558105
2000-06-15,8.541666984558105
2000-06-16,8.541666984558105
2000-06-19,8.708333015441895
2000-06-20,8.708333015441895
2000-06-21,8.583333015441895
2000-06-22,8.666666984558105
2000-06-23,8.916666984558105
2000-06-26,9.083333015441895
2000-06-27,9.0
2000-06-28,8.833333015441895
2000-06-29,8.833333015441895
2000-06-30,9.0
2000-07-03,8.916666984558105
2000-07-05,9.083333015441895
2000-07-06,9.25
2000-07-07,8.916666984558105
2000-07-10,8.916666984558105
2000-07-11,8.916666984558105
2000-07-12,8.916666984558105
2000-07-13,8.833333015441895
2000-07-14,8.666666984558105
2000-07-17,8.791666984558105
2000-07-18,8.833333015441895
2000-07-19,8.833333015441895
2000-07-20,8.833333015441895
2000-07-21,8.916666984558105
2000-07-24,8.916666984558105
2000-07-25,8.666666984558105
2000-07-26,8.583333015441895
2000-07-27,8.583333015441895
2000-07-28,8.583333015441895
2000-07-31,8.583333015441895
2000-08-01,8.583333015441895
2000-08-02,8.75
2000-08-03,8.5
2000-08-04,8.458333015441895
2000-08-07,8.583333015441895
2000-08-08,8.666666984558105
2000-08-09,8.75
2000-08-10,9.083333015441895
2000-08-11,8.583333015441895
2000-08-14,8.75
2000-08-15,8.666666984558105
2000-08-16,8.5
2000-08-17,8.666666984558105
2000-08-18,8.666666984558105
2000-08-21,8.666666984558105
2000-08-22,8.75
2000-08-23,8.75
2000-08-24,8.583333015441895
2000-08-25,8.5
2000-08-28,8.75
2000-08-29,8.791666984558105
2000-08-30,8.666666984558105
2000-08-31,8.833333015441895
2000-09-01,8.833333015441895
2000-09-05,8.666666984558105
2000-09-06,8.833333015441895
2000-09-07,8.916666984558105
2000-09-08,9.0
2000-09-11,9.0
2000-09-12,9.083333015441895
2000-09-13,9.041666984558105
2000-09-14,9.083333015441895
2000-09-15,9.041666984558105
2000-09-18,9.0
2000-09-19,8.916666984558105
2000-09-20,8.916666984558105
2000-09-21,8.833333015441895
2000-09-22,9.416666984558105
2000-09-25,9.666666984558105
2000-09-26,10.0
2000-09-27,10.0
2000-09-28,9.875
2000-09-29,10.5
2000-10-02,10.083333015441895
2000-10-03,10.083333015441895
2000-10-04,10.166666984558105
2000-10-05,10.0
2000-10-06,10.0
2000-10-09,10.0
2000-10-10,9.833333015441895
2000-10-11,9.708333015441895
2000-10-12,9.625
2000-10-13,9.833333015441895
2000-10-16,9.833333015441895
2000-10-17,9.666666984558105
2000-10-18,9.666666984558105
2000-10-19,9.541666984558105
2000-10-20,9.416666984558105
2000-10-23,9.333333015441895
2000-10-24,9.416666984558105
2000-10-25,9.333333015441895
2000-10-26,9.333333015441895
2000-10-27,9.0
2000-10-30,9.166666984558105
2000-10-31,9.416666984558105
2000-11-01,9.416666984558105
2000-11-02,9.083333015441895
2000-11-03,9.25
2000-11-06,9.5
2000-11-07,9.5
2000-11-08,9.5
2000-11-09,9.416666984558105
2000-11-10,9.5
2000-11-13,9.5
2000-11-14,9.166666984558105
2000-11-15,9.083333015441895
2000-11-16,9.0
2000-11-17,9.0
2000-11-20,8.916666984558105
2000-11-21,8.916666984558105
2000-11-22,8.916666984558105
2000-11-24,9.0
2000-11-27,9.083333015441895
2000-11-28,9.083333015441895
2000-11-29,9.0
2000-11-30,9.0
2000-12-01,8.75
2000-12-04,8.666666984558105
2000-12-05,8.666666984558105
2000-12-06,8.916666984558105
2000-12-07,8.916666984558105
2000-12-08,8.75
2000-12-11,8.666666984558105
2000-12-12,8.666666984558105
2000-12-13,8.666666984558105
2000-12-14,8.583333015441895
2000-12-15,8.666666984558105
2000-12-18,8.666666984558105
2000-12-19,8.666666984558105
2000-12-20,8.666666984558105
2000-12-21,8.666666984558105
2000-12-22,8.583333015441895
2000-12-26,8.916666984558105
2000-12-27,8.75
2000-12-28,9.25
2000-12-29,9.5
2001-01-02,8.916666984558105
2001-01-03,9.25
2001-01-04,9.0
2001-01-05,9.333333015441895
2001-01-08,9.416666984558105
2001-01-09,9.666666984558105
2001-01-10,9.666666984558105
2001-01-11,9.666666984558105
2001-01-12,9.583333015441895
2001-01-16,9.75
2001-01-17,9.583333015441895
2001-01-18,9.708333015441895
2001-01-19,9.583333015441895
2001-01-22,9.666666984558105
2001-01-23,9.75
2001-01-24,9.75
2001-01-25,9.625
2001-01-26,9.833333015441895
2001-01-29,9.699999809265137
2001-01-30,10.166666984558105
2001-01-31,10.699999809265137
2001-02-01,10.600000381469727
2001-02-02,10.579999923706055
2001-02-05,10.766667366027832
2001-02-06,10.873332977294922
2001-02-07,11.033332824707031
2001-02-08,10.966667175292969
2001-02-09,10.433333396911621
2001-02-12,10.800000190734863
2001-02-13,11.066666603088379
2001-02-14,11.033332824707031
2001-02-15,11.233332633972168
2001-02-16,11.166666984558105
2001-02-20,11.0
2001-02-21,10.866666793823242
2001-02-22,10.733332633972168
2001-02-23,10.666666984558105
2001-02-26,10.666666984558105
2001-02-27,10.666666984558105
2001-02-28,10.666666984558105
2001-03-01,10.619999885559082
2001-03-02,10.666666984558105
2001-03-05,10.666666984558105
2001-03-06,10.666666984558105
2001-03-07,10.666666984558105
2001-03-08,10.666666984558105
2001-03-09,10.633333206176758
2001-03-12,10.666666984558105
2001-03-13,10.666666984558105
2001-03-14,10.533332824707031
2001-03-15,10.533332824707031
2001-03-16,10.466667175292969
2001-03-19,10.333333015441895
2001-03-20,10.366666793823242
2001-03-21,10.433333396911621
2001-03-22,10.079999923706055
2001-03-23,9.866666793823242
2001-03-26,10.266667366027832
2001-03-27,9.666666984558105
2001-03-28,9.666666984558105
2001-03-29,9.466667175292969
2001-03-30,9.033332824707031
2001-04-02,9.166666984558105
2001-04-03,9.100000381469727
2001-04-04,8.466667175292969
2001-04-05,8.966667175292969
2001-04-06,9.133333206176758
2001-04-09,9.133333206176758
2001-04-10,9.100000381469727
2001-04-11,9.233332633972168
2001-04-12,9.300000190734863
2001-04-16,9.466667175292969
2001-04-17,9.986666679382324
2001-04-18,10.0
2001-04-19,9.866666793823242
2001-04-20,9.866666793823242
2001-04-23,9.933333396911621
2001-04-24,9.800000190734863
2001-04-25,10.033332824707031
2001-04-26,10.199999809265137
2001-04-27,10.399999618530273
2001-04-30,10.399999618530273
2001-05-01,10.399999618530273
2001-05-02,10.5
2001-05-03,10.433333396911621
2001-05-04,10.533332824707031
2001-05-07,10.600000381469727
2001-05-08,10.666666984558105
2001-05-09,10.613332748413086
2001-05-10,10.666666984558105
2001-05-11,10.666666984558105
2001-05-14,10.666666984558105
2001-05-15,10.773332595825195
2001-05-16,10.699999809265137
2001-05-17,10.800000190734863
2001-05-18,10.766667366027832
2001-05-21,10.866666793823242
2001-05-22,10.866666793823242
2001-05-23,11.0
2001-05-24,11.166666984558105
2001-05-25,11.233332633972168
2001-05-29,11.233332633972168
2001-05-30,11.180000305175781
2001-05-31,11.326666831970215
2001-06-01,11.399999618530273
2001-06-04,11.333333015441895
2001-06-05,11.333333015441895
2001-06-06,11.333333015441895
2001-06-07,11.399999618530273
2001-06-08,11.106666564941406
2001-06-11,10.933333396911621
2001-06-12,10.800000190734863
2001-06-13,10.893333435058594
2001-06-14,10.893333435058594
2001-06-15,10.926667213439941
2001-06-18,10.866666793823242
2001-06-19,10.899999618530273
2001-06-20,10.833333015441895
2001-06-21,10.866666793823242
2001-06-22,10.866666793823242
2001-06-25,10.800000190734863
2001-06-26,10.666666984558105
2001-06-27,10.899999618530273
2001-06-28,10.899999618530273
2001-06-29,10.666666984558105
2001-07-02,10.933333396911621
2001-07-03,10.933333396911621
2001-07-05,10.833333015441895
2001-07-06,10.866666793823242
2001-07-09,11.300000190734863
2001-07-10,11.166666984558105
2001-07-11,11.233332633972168
2001-07-12,11.166666984558105
2001-07-13,11.199999809265137
2001-07-16,11.333333015441895
2001-07-17,11.533332824707031
2001-07-18,11.533332824707031
2001-07-19,11.466667175292969
2001-07-20,11.666666984558105
2001-07-23,11.600000381469727
2001-07-24,11.633333206176758
2001-07-25,11.653332710266113
2001-07-26,11.5
2001-07-27,11.633333206176758
2001-07-30,11.800000190734863
2001-07-31,12.266667366027832
2001-08-01,12.333333015441895
2001-08-02,12.399999618530273
2001-08-03,12.199999809265137
2001-08-06,12.266667366027832
2001-08-07,12.433333396911621
2001-08-08,12.466667175292969
2001-08-09,12.699999809265137
2001-08-10,12.566666603088379
2001-08-13,12.300000190734863
2001-08-14,12.199999809265137
2001-08-15,12.199999809265137
2001-08-16,12.466667175292969
2001-08-17,12.273332595825195
2001-08-20,12.266667366027832
2001-08-21,12.433333396911621
2001-08-22,12.266667366027832
2001-08-23,12.266667366027832
2001-08-24,12.199999809265137
2001-08-27,12.0
2001-08-28,11.966667175292969
2001-08-29,12.0
2001-08-30,11.899999618530273
2001-08-31,11.899999618530273
2001-09-04,11.899999618530273
2001-09-05,11.866666793823242
