,FGBIP
2021-05-04,26.5
2021-05-05,26.200000762939453
2021-05-06,26.200000762939453
2021-05-07,26.200000762939453
2021-05-10,26.149999618530273
2021-05-11,26.174999237060547
2021-05-12,26.174999237060547
2021-05-13,26.200000762939453
2021-05-14,26.225000381469727
