,AGNC
2012-02-13,30.420000076293945
2012-02-14,30.59000015258789
2012-02-15,30.709999084472656
2012-02-16,30.059999465942383
2012-02-17,30.3700008392334
2012-02-21,30.700000762939453
2012-02-22,30.56999969482422
2012-02-23,30.690000534057617
2012-02-24,30.65999984741211
2012-02-27,30.610000610351562
2012-02-28,30.790000915527344
2012-02-29,30.709999084472656
2012-03-01,30.8700008392334
2012-03-02,31.170000076293945
2012-03-05,30.280000686645508
2012-03-06,29.850000381469727
2012-03-07,30.270000457763672
2012-03-08,29.350000381469727
2012-03-09,29.5
2012-03-12,29.809999465942383
2012-03-13,29.860000610351562
2012-03-14,29.40999984741211
2012-03-15,29.450000762939453
2012-03-16,29.34000015258789
2012-03-19,29.219999313354492
2012-03-20,29.3799991607666
2012-03-21,29.56999969482422
2012-03-22,29.309999465942383
2012-03-23,29.290000915527344
2012-03-26,29.479999542236328
2012-03-27,29.31999969482422
2012-03-28,29.229999542236328
2012-03-29,29.309999465942383
2012-03-30,29.540000915527344
2012-04-02,29.90999984741211
2012-04-03,30.059999465942383
2012-04-04,30.020000457763672
2012-04-05,30.06999969482422
2012-04-09,30.079999923706055
2012-04-10,29.709999084472656
2012-04-11,29.889999389648438
2012-04-12,30.049999237060547
2012-04-13,30.110000610351562
2012-04-16,30.09000015258789
2012-04-17,30.31999969482422
2012-04-18,30.520000457763672
2012-04-19,30.700000762939453
2012-04-20,30.6200008392334
2012-04-23,30.719999313354492
2012-04-24,30.75
2012-04-25,30.770000457763672
2012-04-26,30.899999618530273
2012-04-27,31.010000228881836
2012-04-30,31.239999771118164
2012-05-01,31.1299991607666
2012-05-02,31.139999389648438
2012-05-03,31.649999618530273
2012-05-04,31.65999984741211
2012-05-07,31.610000610351562
2012-05-08,31.520000457763672
2012-05-09,31.739999771118164
2012-05-10,32.040000915527344
2012-05-11,32.33000183105469
2012-05-14,32.15999984741211
2012-05-15,32.08000183105469
2012-05-16,31.780000686645508
2012-05-17,30.979999542236328
2012-05-18,31.030000686645508
2012-05-21,31.93000030517578
2012-05-22,32.04999923706055
2012-05-23,32.27000045776367
2012-05-24,32.130001068115234
2012-05-25,32.220001220703125
2012-05-29,32.540000915527344
2012-05-30,32.4900016784668
2012-05-31,32.66999816894531
2012-06-01,32.29999923706055
2012-06-04,32.220001220703125
2012-06-05,32.560001373291016
2012-06-06,32.939998626708984
2012-06-07,32.61000061035156
2012-06-08,32.72999954223633
2012-06-11,32.900001525878906
2012-06-12,33.27000045776367
2012-06-13,33.41999816894531
2012-06-14,33.58000183105469
2012-06-15,33.599998474121094
2012-06-18,33.61000061035156
2012-06-19,32.4900016784668
2012-06-20,32.15999984741211
2012-06-21,32.34000015258789
2012-06-22,32.529998779296875
2012-06-25,32.33000183105469
2012-06-26,32.52000045776367
2012-06-27,32.95000076293945
2012-06-28,33.2400016784668
2012-06-29,33.61000061035156
2012-07-02,33.560001373291016
2012-07-03,33.939998626708984
2012-07-05,34.02000045776367
2012-07-06,34.2599983215332
2012-07-09,34.70000076293945
2012-07-10,34.58000183105469
2012-07-11,34.27000045776367
2012-07-12,34.40999984741211
2012-07-13,34.66999816894531
2012-07-16,35.08000183105469
2012-07-17,35.290000915527344
2012-07-18,33.91999816894531
2012-07-19,34.150001525878906
2012-07-20,34.33000183105469
2012-07-23,34.599998474121094
2012-07-24,34.9900016784668
2012-07-25,34.939998626708984
2012-07-26,34.97999954223633
2012-07-27,35.380001068115234
2012-07-30,35.150001525878906
2012-07-31,35.13999938964844
2012-08-01,34.970001220703125
2012-08-02,35.040000915527344
2012-08-03,34.83000183105469
2012-08-06,34.06999969482422
2012-08-07,32.959999084472656
2012-08-08,33.560001373291016
2012-08-09,33.970001220703125
2012-08-10,33.88999938964844
2012-08-13,34.189998626708984
2012-08-14,34.529998779296875
2012-08-15,34.040000915527344
2012-08-16,33.5
2012-08-17,33.779998779296875
2012-08-20,34.04999923706055
2012-08-21,34.08000183105469
2012-08-22,33.970001220703125
2012-08-23,33.880001068115234
2012-08-24,34.16999816894531
2012-08-27,34.34000015258789
2012-08-28,34.400001525878906
2012-08-29,34.689998626708984
2012-08-30,34.650001525878906
2012-08-31,34.84000015258789
2012-09-04,34.81999969482422
2012-09-05,34.790000915527344
2012-09-06,34.900001525878906
2012-09-07,35.02000045776367
2012-09-10,35.439998626708984
2012-09-11,35.65999984741211
2012-09-12,35.939998626708984
2012-09-13,36.15999984741211
2012-09-14,36.4900016784668
2012-09-17,36.68000030517578
2012-09-18,36.400001525878906
2012-09-19,34.84000015258789
2012-09-20,35.04999923706055
2012-09-21,35.16999816894531
2012-09-24,34.93000030517578
2012-09-25,34.63999938964844
2012-09-26,34.560001373291016
2012-09-27,34.36000061035156
2012-09-28,34.599998474121094
2012-10-01,34.650001525878906
2012-10-02,35.0
2012-10-03,35.130001068115234
2012-10-04,34.90999984741211
2012-10-05,34.900001525878906
2012-10-08,34.599998474121094
2012-10-09,33.689998626708984
2012-10-10,33.06999969482422
2012-10-11,33.20000076293945
2012-10-12,32.59000015258789
2012-10-15,32.0
2012-10-16,32.0
2012-10-17,32.52000045776367
2012-10-18,33.0
2012-10-19,33.040000915527344
2012-10-22,32.63999938964844
2012-10-23,32.33000183105469
2012-10-24,32.45000076293945
2012-10-25,32.29999923706055
2012-10-26,32.0
2012-10-31,33.0
2012-11-01,32.869998931884766
2012-11-02,32.45000076293945
2012-11-05,32.33000183105469
2012-11-06,31.700000762939453
2012-11-07,30.729999542236328
2012-11-08,30.950000762939453
2012-11-09,30.81999969482422
2012-11-12,30.43000030517578
2012-11-13,29.579999923706055
2012-11-14,28.690000534057617
2012-11-15,29.84000015258789
2012-11-16,30.989999771118164
2012-11-19,31.1299991607666
2012-11-20,31.209999084472656
2012-11-21,31.420000076293945
2012-11-23,31.65999984741211
2012-11-26,31.450000762939453
2012-11-27,31.34000015258789
2012-11-28,31.360000610351562
2012-11-29,31.459999084472656
2012-11-30,31.549999237060547
2012-12-03,31.610000610351562
2012-12-04,31.469999313354492
2012-12-05,30.989999771118164
2012-12-06,31.020000457763672
2012-12-07,31.110000610351562
2012-12-10,31.530000686645508
2012-12-11,31.43000030517578
2012-12-12,30.84000015258789
2012-12-13,30.5
2012-12-14,30.200000762939453
2012-12-17,30.940000534057617
2012-12-18,31.1299991607666
2012-12-19,31.600000381469727
2012-12-20,31.670000076293945
2012-12-21,31.149999618530273
2012-12-24,29.920000076293945
2012-12-26,29.5
2012-12-27,29.09000015258789
2012-12-28,29.0
2012-12-31,28.899999618530273
2013-01-02,30.219999313354492
2013-01-03,30.510000228881836
2013-01-04,31.049999237060547
2013-01-07,30.719999313354492
2013-01-08,30.760000228881836
2013-01-09,30.889999389648438
2013-01-10,30.959999084472656
2013-01-11,31.030000686645508
2013-01-14,31.049999237060547
2013-01-15,31.030000686645508
2013-01-16,31.1200008392334
2013-01-17,31.25
2013-01-18,31.479999542236328
2013-01-22,31.81999969482422
2013-01-23,31.860000610351562
2013-01-24,31.6299991607666
2013-01-25,31.329999923706055
2013-01-28,31.540000915527344
2013-01-29,31.729999542236328
2013-01-30,31.719999313354492
2013-01-31,31.6200008392334
2013-02-01,31.6200008392334
2013-02-04,31.59000015258789
2013-02-05,31.479999542236328
2013-02-06,31.450000762939453
2013-02-07,31.200000762939453
2013-02-08,32.130001068115234
2013-02-11,32.290000915527344
2013-02-12,32.31999969482422
2013-02-13,32.560001373291016
2013-02-14,32.54999923706055
2013-02-15,32.5099983215332
2013-02-19,32.63999938964844
2013-02-20,32.459999084472656
2013-02-21,31.799999237060547
2013-02-22,32.18000030517578
2013-02-25,32.18000030517578
2013-02-26,32.810001373291016
2013-02-27,32.779998779296875
2013-02-28,31.709999084472656
2013-03-01,31.739999771118164
2013-03-04,31.90999984741211
2013-03-05,32.279998779296875
2013-03-06,32.279998779296875
2013-03-07,32.209999084472656
2013-03-08,32.470001220703125
2013-03-11,32.75
2013-03-12,33.060001373291016
2013-03-13,32.9900016784668
2013-03-14,33.20000076293945
2013-03-15,33.119998931884766
2013-03-18,31.979999542236328
2013-03-19,31.639999389648438
2013-03-20,31.649999618530273
2013-03-21,31.940000534057617
2013-03-22,32.36000061035156
2013-03-25,31.81999969482422
2013-03-26,32.209999084472656
2013-03-27,32.5099983215332
2013-03-28,32.779998779296875
2013-04-01,32.83000183105469
2013-04-02,32.68000030517578
2013-04-03,32.2400016784668
2013-04-04,32.650001525878906
2013-04-05,32.790000915527344
2013-04-08,32.810001373291016
2013-04-09,33.040000915527344
2013-04-10,32.900001525878906
2013-04-11,32.709999084472656
2013-04-12,32.650001525878906
2013-04-15,31.969999313354492
2013-04-16,32.34000015258789
2013-04-17,31.90999984741211
2013-04-18,31.93000030517578
2013-04-19,31.799999237060547
2013-04-22,32.18000030517578
2013-04-23,32.650001525878906
2013-04-24,32.720001220703125
2013-04-25,32.779998779296875
2013-04-26,32.790000915527344
2013-04-29,33.16999816894531
2013-04-30,33.310001373291016
2013-05-01,33.02000045776367
2013-05-02,33.099998474121094
2013-05-03,30.65999984741211
2013-05-06,30.940000534057617
2013-05-07,30.889999389648438
2013-05-08,30.889999389648438
2013-05-09,30.889999389648438
2013-05-10,30.040000915527344
2013-05-13,29.049999237060547
2013-05-14,28.90999984741211
2013-05-15,29.239999771118164
2013-05-16,29.520000457763672
2013-05-17,29.649999618530273
2013-05-20,28.979999542236328
2013-05-21,28.549999237060547
2013-05-22,28.290000915527344
2013-05-23,28.049999237060547
2013-05-24,27.719999313354492
2013-05-28,26.40999984741211
2013-05-29,26.399999618530273
2013-05-30,26.65999984741211
2013-05-31,25.799999237060547
2013-06-03,25.43000030517578
2013-06-04,25.850000381469727
2013-06-05,25.34000015258789
2013-06-06,26.200000762939453
2013-06-07,25.559999465942383
2013-06-10,24.81999969482422
2013-06-11,24.670000076293945
2013-06-12,24.489999771118164
2013-06-13,25.790000915527344
2013-06-14,25.520000457763672
2013-06-17,25.329999923706055
2013-06-18,25.34000015258789
2013-06-19,24.440000534057617
2013-06-20,23.399999618530273
2013-06-21,23.450000762939453
2013-06-24,22.6200008392334
2013-06-25,23.209999084472656
2013-06-26,22.40999984741211
2013-06-27,22.780000686645508
2013-06-28,23.010000228881836
2013-07-01,22.799999237060547
2013-07-02,22.469999313354492
2013-07-03,21.93000030517578
2013-07-05,20.760000228881836
2013-07-08,21.110000610351562
2013-07-09,21.170000076293945
2013-07-10,20.739999771118164
2013-07-11,22.65999984741211
2013-07-12,21.899999618530273
2013-07-15,22.459999084472656
2013-07-16,22.170000076293945
2013-07-17,22.450000762939453
2013-07-18,21.979999542236328
2013-07-19,22.049999237060547
2013-07-22,22.139999389648438
2013-07-23,22.06999969482422
2013-07-24,21.350000381469727
2013-07-25,21.510000228881836
2013-07-26,21.639999389648438
2013-07-29,21.850000381469727
2013-07-30,23.09000015258789
2013-07-31,22.540000915527344
2013-08-01,22.1200008392334
2013-08-02,22.59000015258789
2013-08-05,22.510000228881836
2013-08-06,22.510000228881836
2013-08-07,22.709999084472656
2013-08-08,23.209999084472656
2013-08-09,23.110000610351562
2013-08-12,23.329999923706055
2013-08-13,22.709999084472656
2013-08-14,22.65999984741211
2013-08-15,22.350000381469727
2013-08-16,21.81999969482422
2013-08-19,20.43000030517578
2013-08-20,21.489999771118164
2013-08-21,21.459999084472656
2013-08-22,21.579999923706055
2013-08-23,22.81999969482422
2013-08-26,22.649999618530273
2013-08-27,22.950000762939453
2013-08-28,22.56999969482422
2013-08-29,22.940000534057617
2013-08-30,22.760000228881836
2013-09-03,22.510000228881836
2013-09-04,22.799999237060547
2013-09-05,22.260000228881836
2013-09-06,22.739999771118164
2013-09-09,23.139999389648438
2013-09-10,22.670000076293945
2013-09-11,23.190000534057617
2013-09-12,23.31999969482422
2013-09-13,23.739999771118164
2013-09-16,23.290000915527344
2013-09-17,23.18000030517578
2013-09-18,24.40999984741211
2013-09-19,23.760000228881836
2013-09-20,23.190000534057617
2013-09-23,23.709999084472656
2013-09-24,24.040000915527344
2013-09-25,24.040000915527344
2013-09-26,22.899999618530273
2013-09-27,22.8799991607666
2013-09-30,22.579999923706055
2013-10-01,22.860000610351562
2013-10-02,23.020000457763672
2013-10-03,23.049999237060547
2013-10-04,23.049999237060547
2013-10-07,23.0
2013-10-08,22.559999465942383
2013-10-09,22.489999771118164
2013-10-10,22.5
2013-10-11,22.479999542236328
2013-10-14,22.190000534057617
2013-10-15,22.3700008392334
2013-10-16,22.459999084472656
2013-10-17,23.469999313354492
2013-10-18,23.5
2013-10-21,23.3799991607666
2013-10-22,23.770000457763672
2013-10-23,24.010000228881836
2013-10-24,24.1200008392334
2013-10-25,24.049999237060547
2013-10-28,23.8700008392334
2013-10-29,21.8700008392334
2013-10-30,21.540000915527344
2013-10-31,21.709999084472656
2013-11-01,21.959999084472656
2013-11-04,21.81999969482422
2013-11-05,21.729999542236328
2013-11-06,21.799999237060547
2013-11-07,21.639999389648438
2013-11-08,21.049999237060547
2013-11-11,20.690000534057617
2013-11-12,21.06999969482422
2013-11-13,21.43000030517578
2013-11-14,21.670000076293945
2013-11-15,21.420000076293945
2013-11-18,21.1200008392334
2013-11-19,20.90999984741211
2013-11-20,20.719999313354492
2013-11-21,20.520000457763672
2013-11-22,20.360000610351562
2013-11-25,20.540000915527344
2013-11-26,19.920000076293945
2013-11-27,20.520000457763672
2013-11-29,20.3799991607666
2013-12-02,19.979999542236328
2013-12-03,19.84000015258789
2013-12-04,19.75
2013-12-05,19.459999084472656
2013-12-06,19.280000686645508
2013-12-09,19.799999237060547
2013-12-10,20.209999084472656
2013-12-11,19.809999465942383
2013-12-12,19.899999618530273
2013-12-13,20.020000457763672
2013-12-16,19.479999542236328
2013-12-17,19.75
2013-12-18,19.760000228881836
2013-12-19,19.469999313354492
2013-12-20,19.8700008392334
2013-12-23,20.020000457763672
2013-12-24,19.93000030517578
2013-12-26,19.93000030517578
2013-12-27,19.209999084472656
2013-12-30,19.1299991607666
2013-12-31,19.290000915527344
2014-01-02,19.399999618530273
2014-01-03,19.59000015258789
2014-01-06,19.760000228881836
2014-01-07,19.950000762939453
2014-01-08,19.8700008392334
2014-01-09,19.780000686645508
2014-01-10,20.139999389648438
2014-01-13,20.450000762939453
2014-01-14,20.15999984741211
2014-01-15,20.149999618530273
2014-01-16,20.280000686645508
2014-01-17,20.25
2014-01-21,20.56999969482422
2014-01-22,20.559999465942383
2014-01-23,20.84000015258789
2014-01-24,20.809999465942383
2014-01-27,20.670000076293945
2014-01-28,20.68000030517578
2014-01-29,20.75
2014-01-30,20.719999313354492
2014-01-31,20.950000762939453
2014-02-03,21.059999465942383
2014-02-04,21.329999923706055
2014-02-05,21.770000457763672
2014-02-06,21.649999618530273
2014-02-07,21.979999542236328
2014-02-10,22.1299991607666
2014-02-11,21.959999084472656
2014-02-12,22.0
2014-02-13,22.1200008392334
2014-02-14,22.040000915527344
2014-02-18,22.479999542236328
2014-02-19,22.309999465942383
2014-02-20,22.15999984741211
2014-02-21,22.020000457763672
2014-02-24,22.049999237060547
2014-02-25,22.1299991607666
2014-02-26,22.309999465942383
2014-02-27,22.3799991607666
2014-02-28,22.290000915527344
2014-03-03,22.600000381469727
2014-03-04,22.59000015258789
2014-03-05,22.649999618530273
2014-03-06,22.549999237060547
2014-03-07,22.010000228881836
2014-03-10,22.100000381469727
2014-03-11,22.020000457763672
2014-03-12,22.440000534057617
2014-03-13,22.65999984741211
2014-03-14,22.559999465942383
2014-03-17,22.5
2014-03-18,22.639999389648438
2014-03-19,22.06999969482422
2014-03-20,21.950000762939453
2014-03-21,22.479999542236328
2014-03-24,22.219999313354492
2014-03-25,22.030000686645508
2014-03-26,21.899999618530273
2014-03-27,21.260000228881836
2014-03-28,21.25
2014-03-31,21.489999771118164
2014-04-01,21.639999389648438
2014-04-02,21.5
2014-04-03,21.510000228881836
2014-04-04,21.809999465942383
2014-04-07,21.959999084472656
2014-04-08,22.06999969482422
2014-04-09,22.309999465942383
2014-04-10,22.329999923706055
2014-04-11,22.389999389648438
2014-04-14,22.219999313354492
2014-04-15,22.219999313354492
2014-04-16,22.110000610351562
2014-04-17,21.8799991607666
2014-04-21,22.1299991607666
2014-04-22,22.360000610351562
2014-04-23,22.3799991607666
2014-04-24,22.56999969482422
2014-04-25,22.770000457763672
2014-04-28,22.59000015258789
2014-04-29,22.399999618530273
2014-04-30,22.709999084472656
2014-05-01,22.850000381469727
2014-05-02,22.510000228881836
2014-05-05,22.690000534057617
2014-05-06,22.709999084472656
2014-05-07,23.100000381469727
2014-05-08,23.020000457763672
2014-05-09,23.100000381469727
2014-05-12,22.940000534057617
2014-05-13,22.979999542236328
2014-05-14,23.18000030517578
2014-05-15,23.229999542236328
2014-05-16,23.200000762939453
2014-05-19,23.34000015258789
2014-05-20,23.25
2014-05-21,23.34000015258789
2014-05-22,23.43000030517578
2014-05-23,23.579999923706055
2014-05-27,23.790000915527344
2014-05-28,23.649999618530273
2014-05-29,23.559999465942383
2014-05-30,23.729999542236328
2014-06-02,23.709999084472656
2014-06-03,23.450000762939453
2014-06-04,23.360000610351562
2014-06-05,23.6299991607666
2014-06-06,23.760000228881836
2014-06-09,23.81999969482422
2014-06-10,23.549999237060547
2014-06-11,23.59000015258789
2014-06-12,23.68000030517578
2014-06-13,23.68000030517578
2014-06-16,23.649999618530273
2014-06-17,23.399999618530273
2014-06-18,23.459999084472656
2014-06-19,23.729999542236328
2014-06-20,23.729999542236328
2014-06-23,23.920000076293945
2014-06-24,23.8700008392334
2014-06-25,23.760000228881836
2014-06-26,23.34000015258789
2014-06-27,23.31999969482422
2014-06-30,23.40999984741211
2014-07-01,23.1299991607666
2014-07-02,23.0
2014-07-03,22.75
2014-07-07,22.68000030517578
2014-07-08,23.0
2014-07-09,22.959999084472656
2014-07-10,23.010000228881836
2014-07-11,22.93000030517578
2014-07-14,22.979999542236328
2014-07-15,23.010000228881836
2014-07-16,23.079999923706055
2014-07-17,23.100000381469727
2014-07-18,23.139999389648438
2014-07-21,23.239999771118164
2014-07-22,23.389999389648438
2014-07-23,23.510000228881836
2014-07-24,23.450000762939453
2014-07-25,23.579999923706055
2014-07-28,23.690000534057617
2014-07-29,23.479999542236328
2014-07-30,22.93000030517578
2014-07-31,23.1200008392334
2014-08-01,23.260000228881836
2014-08-04,23.1299991607666
2014-08-05,23.18000030517578
2014-08-06,23.200000762939453
2014-08-07,23.219999313354492
2014-08-08,23.219999313354492
2014-08-11,23.190000534057617
2014-08-12,23.18000030517578
2014-08-13,23.25
2014-08-14,23.309999465942383
2014-08-15,23.420000076293945
2014-08-18,23.34000015258789
2014-08-19,23.290000915527344
2014-08-20,23.360000610351562
2014-08-21,23.459999084472656
2014-08-22,23.360000610351562
2014-08-25,23.3799991607666
2014-08-26,23.5
2014-08-27,23.520000457763672
2014-08-28,23.510000228881836
2014-08-29,23.649999618530273
2014-09-02,23.579999923706055
2014-09-03,23.600000381469727
2014-09-04,23.479999542236328
2014-09-05,23.700000762939453
2014-09-08,23.68000030517578
2014-09-09,23.3799991607666
2014-09-10,23.18000030517578
2014-09-11,23.299999237060547
2014-09-12,22.709999084472656
2014-09-15,22.729999542236328
2014-09-16,22.610000610351562
2014-09-17,22.540000915527344
2014-09-18,22.1299991607666
2014-09-19,22.459999084472656
2014-09-22,22.25
2014-09-23,22.170000076293945
2014-09-24,22.09000015258789
2014-09-25,22.100000381469727
2014-09-26,21.450000762939453
2014-09-29,21.450000762939453
2014-09-30,21.25
2014-10-01,21.610000610351562
2014-10-02,21.450000762939453
2014-10-03,21.459999084472656
2014-10-06,21.709999084472656
2014-10-07,21.979999542236328
2014-10-08,22.440000534057617
2014-10-09,22.559999465942383
2014-10-10,22.6200008392334
2014-10-13,22.940000534057617
2014-10-14,22.940000534057617
2014-10-15,22.579999923706055
2014-10-16,22.280000686645508
2014-10-17,22.450000762939453
2014-10-20,22.65999984741211
2014-10-21,22.84000015258789
2014-10-22,22.959999084472656
2014-10-23,22.899999618530273
2014-10-24,23.020000457763672
2014-10-27,23.200000762939453
2014-10-28,23.1200008392334
2014-10-29,22.479999542236328
2014-10-30,22.690000534057617
2014-10-31,22.739999771118164
2014-11-03,22.649999618530273
2014-11-04,22.479999542236328
2014-11-05,22.399999618530273
2014-11-06,22.420000076293945
2014-11-07,22.549999237060547
2014-11-10,22.5
2014-11-11,22.520000457763672
2014-11-12,22.520000457763672
2014-11-13,22.670000076293945
2014-11-14,22.8700008392334
2014-11-17,23.079999923706055
2014-11-18,23.1200008392334
2014-11-19,23.1200008392334
2014-11-20,23.190000534057617
2014-11-21,23.170000076293945
2014-11-24,23.290000915527344
2014-11-25,22.979999542236328
2014-11-26,23.049999237060547
2014-11-28,23.079999923706055
2014-12-01,22.920000076293945
2014-12-02,23.139999389648438
2014-12-03,23.149999618530273
2014-12-04,23.139999389648438
2014-12-05,22.65999984741211
2014-12-08,22.290000915527344
2014-12-09,22.59000015258789
2014-12-10,22.309999465942383
2014-12-11,22.479999542236328
2014-12-12,22.239999771118164
2014-12-15,21.860000610351562
2014-12-16,21.780000686645508
2014-12-17,21.920000076293945
2014-12-18,22.0
2014-12-19,22.299999237060547
2014-12-22,22.40999984741211
2014-12-23,22.219999313354492
2014-12-24,22.139999389648438
2014-12-26,22.299999237060547
2014-12-29,22.31999969482422
2014-12-30,22.1299991607666
2014-12-31,21.829999923706055
2015-01-02,22.31999969482422
2015-01-05,22.110000610351562
2015-01-06,22.1200008392334
2015-01-07,22.09000015258789
2015-01-08,22.010000228881836
2015-01-09,21.940000534057617
2015-01-12,21.899999618530273
2015-01-13,21.639999389648438
2015-01-14,21.530000686645508
2015-01-15,21.479999542236328
2015-01-16,21.799999237060547
2015-01-20,21.469999313354492
2015-01-21,21.600000381469727
2015-01-22,22.06999969482422
2015-01-23,21.8799991607666
2015-01-26,22.059999465942383
2015-01-27,21.90999984741211
2015-01-28,21.549999237060547
2015-01-29,21.520000457763672
2015-01-30,21.549999237060547
2015-02-02,21.450000762939453
2015-02-03,21.729999542236328
2015-02-04,21.43000030517578
2015-02-05,21.690000534057617
2015-02-06,21.549999237060547
2015-02-09,21.68000030517578
2015-02-10,21.510000228881836
2015-02-11,21.479999542236328
2015-02-12,21.739999771118164
2015-02-13,21.950000762939453
2015-02-17,21.920000076293945
2015-02-18,21.860000610351562
2015-02-19,21.8700008392334
2015-02-20,21.940000534057617
2015-02-23,21.850000381469727
2015-02-24,21.780000686645508
2015-02-25,21.459999084472656
2015-02-26,21.270000457763672
2015-02-27,21.440000534057617
2015-03-02,21.350000381469727
2015-03-03,21.350000381469727
2015-03-04,21.3799991607666
2015-03-05,21.360000610351562
2015-03-06,21.049999237060547
2015-03-09,21.049999237060547
2015-03-10,20.979999542236328
2015-03-11,20.780000686645508
2015-03-12,21.020000457763672
2015-03-13,21.139999389648438
2015-03-16,21.420000076293945
2015-03-17,21.520000457763672
2015-03-18,21.799999237060547
2015-03-19,21.739999771118164
2015-03-20,21.790000915527344
2015-03-23,21.8700008392334
2015-03-24,21.760000228881836
2015-03-25,21.809999465942383
2015-03-26,21.760000228881836
2015-03-27,21.579999923706055
2015-03-30,21.40999984741211
2015-03-31,21.329999923706055
2015-04-01,21.459999084472656
2015-04-02,21.420000076293945
2015-04-06,21.65999984741211
2015-04-07,21.579999923706055
2015-04-08,21.729999542236328
2015-04-09,21.6299991607666
2015-04-10,21.700000762939453
2015-04-13,21.59000015258789
2015-04-14,21.729999542236328
2015-04-15,21.530000686645508
2015-04-16,21.670000076293945
2015-04-17,21.600000381469727
2015-04-20,21.639999389648438
2015-04-21,21.639999389648438
2015-04-22,21.649999618530273
2015-04-23,21.600000381469727
2015-04-24,21.579999923706055
2015-04-27,21.5
2015-04-28,20.809999465942383
2015-04-29,20.540000915527344
2015-04-30,20.639999389648438
2015-05-01,20.75
2015-05-04,20.790000915527344
2015-05-05,20.540000915527344
2015-05-06,20.399999618530273
2015-05-07,20.469999313354492
2015-05-08,20.6299991607666
2015-05-11,20.549999237060547
2015-05-12,20.600000381469727
2015-05-13,20.520000457763672
2015-05-14,20.639999389648438
2015-05-15,20.739999771118164
2015-05-18,20.780000686645508
2015-05-19,20.709999084472656
2015-05-20,20.719999313354492
2015-05-21,20.799999237060547
2015-05-22,20.75
2015-05-26,20.729999542236328
2015-05-27,20.540000915527344
2015-05-28,20.670000076293945
2015-05-29,20.860000610351562
2015-06-01,20.709999084472656
2015-06-02,20.450000762939453
2015-06-03,20.239999771118164
2015-06-04,20.25
2015-06-05,19.770000457763672
2015-06-08,19.639999389648438
2015-06-09,19.450000762939453
2015-06-10,19.489999771118164
2015-06-11,19.950000762939453
2015-06-12,20.110000610351562
2015-06-15,19.850000381469727
2015-06-16,19.860000610351562
2015-06-17,19.940000534057617
2015-06-18,19.950000762939453
2015-06-19,19.81999969482422
2015-06-22,19.81999969482422
2015-06-23,19.75
2015-06-24,19.649999618530273
2015-06-25,19.420000076293945
2015-06-26,18.719999313354492
2015-06-29,18.59000015258789
2015-06-30,18.3700008392334
2015-07-01,18.520000457763672
2015-07-02,18.6200008392334
2015-07-06,18.809999465942383
2015-07-07,19.3799991607666
2015-07-08,19.31999969482422
2015-07-09,19.049999237060547
2015-07-10,18.799999237060547
2015-07-13,18.850000381469727
2015-07-14,18.920000076293945
2015-07-15,19.010000228881836
2015-07-16,19.0
2015-07-17,19.040000915527344
2015-07-20,19.020000457763672
2015-07-21,19.049999237060547
2015-07-22,19.030000686645508
2015-07-23,18.889999389648438
2015-07-24,18.639999389648438
2015-07-27,18.729999542236328
2015-07-28,18.959999084472656
2015-07-29,18.959999084472656
2015-07-30,19.219999313354492
2015-07-31,19.260000228881836
2015-08-03,19.34000015258789
2015-08-04,19.200000762939453
2015-08-05,19.25
2015-08-06,19.25
2015-08-07,19.239999771118164
2015-08-10,19.260000228881836
2015-08-11,19.549999237060547
2015-08-12,19.850000381469727
2015-08-13,19.75
2015-08-14,19.940000534057617
2015-08-17,19.899999618530273
2015-08-18,19.84000015258789
2015-08-19,19.889999389648438
2015-08-20,19.979999542236328
2015-08-21,19.530000686645508
2015-08-24,19.209999084472656
2015-08-25,19.079999923706055
2015-08-26,19.31999969482422
2015-08-27,19.549999237060547
2015-08-28,19.360000610351562
2015-08-31,19.1299991607666
2015-09-01,19.079999923706055
2015-09-02,19.110000610351562
2015-09-03,19.190000534057617
2015-09-04,18.979999542236328
2015-09-08,19.09000015258789
2015-09-09,18.860000610351562
2015-09-10,18.81999969482422
2015-09-11,19.079999923706055
2015-09-14,18.989999771118164
2015-09-15,19.030000686645508
2015-09-16,19.049999237060547
2015-09-17,19.450000762939453
2015-09-18,19.420000076293945
2015-09-21,19.719999313354492
2015-09-22,19.459999084472656
2015-09-23,19.639999389648438
2015-09-24,19.670000076293945
2015-09-25,19.389999389648438
2015-09-28,18.969999313354492
2015-09-29,18.6299991607666
2015-09-30,18.700000762939453
2015-10-01,18.860000610351562
2015-10-02,19.110000610351562
2015-10-05,19.40999984741211
2015-10-06,19.459999084472656
2015-10-07,19.479999542236328
2015-10-08,19.440000534057617
2015-10-09,19.360000610351562
2015-10-12,19.440000534057617
2015-10-13,19.31999969482422
2015-10-14,19.270000457763672
2015-10-15,19.209999084472656
2015-10-16,19.15999984741211
2015-10-19,19.100000381469727
2015-10-20,19.09000015258789
2015-10-21,19.079999923706055
2015-10-22,19.139999389648438
2015-10-23,19.18000030517578
2015-10-26,19.06999969482422
2015-10-27,18.149999618530273
2015-10-28,17.979999542236328
2015-10-29,17.850000381469727
2015-10-30,17.829999923706055
2015-11-02,18.1299991607666
2015-11-03,18.06999969482422
2015-11-04,18.040000915527344
2015-11-05,17.84000015258789
2015-11-06,17.780000686645508
2015-11-09,17.729999542236328
2015-11-10,17.899999618530273
2015-11-11,17.899999618530273
