,CRAI
2010-06-18,22.43000030517578
2010-06-21,22.68000030517578
2010-06-22,20.540000915527344
2010-06-23,20.770000457763672
2010-06-24,20.020000457763672
2010-06-25,21.420000076293945
2010-06-28,21.15999984741211
2010-06-29,20.450000762939453
2010-06-30,18.829999923706055
2010-07-01,18.100000381469727
2010-07-02,17.799999237060547
2010-07-06,17.899999618530273
2010-07-07,20.350000381469727
2010-07-08,19.40999984741211
2010-07-09,19.530000686645508
2010-07-12,19.309999465942383
2010-07-13,19.700000762939453
2010-07-14,19.690000534057617
2010-07-15,19.520000457763672
2010-07-16,18.520000457763672
2010-07-19,18.780000686645508
2010-07-20,18.969999313354492
2010-07-21,18.43000030517578
2010-07-22,19.360000610351562
2010-07-23,19.610000610351562
2010-07-26,19.860000610351562
2010-07-27,19.489999771118164
2010-07-28,18.790000915527344
2010-07-29,19.15999984741211
2010-07-30,19.219999313354492
2010-08-02,19.670000076293945
2010-08-03,19.049999237060547
2010-08-04,19.229999542236328
2010-08-05,18.549999237060547
2010-08-06,18.510000228881836
2010-08-09,18.989999771118164
2010-08-10,18.18000030517578
2010-08-11,17.010000228881836
2010-08-12,16.309999465942383
2010-08-13,16.780000686645508
2010-08-16,17.170000076293945
2010-08-17,17.25
2010-08-18,16.989999771118164
2010-08-19,16.540000915527344
2010-08-20,16.389999389648438
2010-08-23,15.479999542236328
2010-08-24,15.430000305175781
2010-08-25,16.989999771118164
2010-08-26,16.790000915527344
2010-08-27,16.799999237060547
2010-08-30,16.1299991607666
2010-08-31,15.899999618530273
2010-09-01,16.190000534057617
2010-09-02,16.829999923706055
2010-09-03,17.100000381469727
2010-09-07,17.209999084472656
2010-09-08,16.950000762939453
2010-09-09,16.549999237060547
2010-09-10,16.739999771118164
2010-09-13,17.559999465942383
2010-09-14,17.25
2010-09-15,17.3700008392334
2010-09-16,17.389999389648438
2010-09-17,16.959999084472656
2010-09-20,17.770000457763672
2010-09-21,17.1200008392334
2010-09-22,16.670000076293945
2010-09-23,16.309999465942383
2010-09-24,17.100000381469727
2010-09-27,16.75
2010-09-28,17.06999969482422
2010-09-29,17.34000015258789
2010-09-30,18.049999237060547
2010-10-01,17.90999984741211
2010-10-04,17.43000030517578
2010-10-05,18.469999313354492
2010-10-06,18.479999542236328
2010-10-07,18.600000381469727
2010-10-08,19.209999084472656
2010-10-11,19.829999923706055
2010-10-12,19.670000076293945
2010-10-13,20.670000076293945
2010-10-14,20.68000030517578
2010-10-15,20.950000762939453
2010-10-18,21.1200008392334
2010-10-19,20.520000457763672
2010-10-20,20.020000457763672
2010-10-21,19.15999984741211
2010-10-22,19.469999313354492
2010-10-25,19.979999542236328
2010-10-26,19.90999984741211
2010-10-27,19.420000076293945
2010-10-28,18.84000015258789
2010-10-29,18.649999618530273
2010-11-01,18.700000762939453
2010-11-02,20.649999618530273
2010-11-03,20.450000762939453
2010-11-04,21.540000915527344
2010-11-05,21.170000076293945
2010-11-08,21.43000030517578
2010-11-09,20.75
2010-11-10,20.75
2010-11-11,20.68000030517578
2010-11-12,19.510000228881836
2010-11-15,20.049999237060547
2010-11-16,19.969999313354492
2010-11-17,19.739999771118164
2010-11-18,19.950000762939453
2010-11-19,19.989999771118164
2010-11-22,19.860000610351562
2010-11-23,20.43000030517578
2010-11-24,21.600000381469727
2010-11-26,21.450000762939453
2010-11-29,21.860000610351562
2010-11-30,22.100000381469727
2010-12-01,22.049999237060547
2010-12-02,22.110000610351562
2010-12-03,21.829999923706055
2010-12-06,22.219999313354492
2010-12-07,22.420000076293945
2010-12-08,22.079999923706055
2010-12-09,21.8799991607666
2010-12-10,22.5
2010-12-13,22.260000228881836
2010-12-14,22.280000686645508
2010-12-15,22.549999237060547
2010-12-16,23.1200008392334
2010-12-17,24.18000030517578
2010-12-20,23.559999465942383
2010-12-21,23.56999969482422
2010-12-22,24.040000915527344
2010-12-23,23.84000015258789
2010-12-27,24.520000457763672
2010-12-28,23.889999389648438
2010-12-29,23.790000915527344
2010-12-30,23.760000228881836
2010-12-31,23.510000228881836
2011-01-03,23.540000915527344
2011-01-04,23.25
2011-01-05,23.290000915527344
2011-01-06,23.1200008392334
2011-01-07,23.110000610351562
2011-01-10,23.200000762939453
2011-01-11,23.350000381469727
2011-01-12,23.889999389648438
2011-01-13,25.079999923706055
2011-01-14,25.639999389648438
2011-01-18,25.020000457763672
2011-01-19,23.979999542236328
2011-01-20,23.799999237060547
2011-01-21,24.1299991607666
2011-01-24,24.329999923706055
2011-01-25,24.290000915527344
2011-01-26,25.68000030517578
2011-01-27,25.690000534057617
2011-01-28,24.850000381469727
2011-01-31,24.280000686645508
2011-02-01,25.56999969482422
2011-02-02,24.389999389648438
2011-02-03,23.969999313354492
2011-02-04,23.1200008392334
2011-02-07,23.219999313354492
2011-02-08,23.40999984741211
2011-02-09,23.540000915527344
2011-02-10,23.479999542236328
2011-02-11,23.469999313354492
2011-02-14,23.3799991607666
2011-02-15,24.1200008392334
2011-02-16,24.950000762939453
2011-02-17,25.06999969482422
2011-02-18,25.6200008392334
2011-02-22,25.25
2011-02-23,25.110000610351562
2011-02-24,25.360000610351562
2011-02-25,25.770000457763672
2011-02-28,25.940000534057617
2011-03-01,24.969999313354492
2011-03-02,24.809999465942383
2011-03-03,25.18000030517578
2011-03-04,24.829999923706055
2011-03-07,23.239999771118164
2011-03-08,24.25
2011-03-09,24.40999984741211
2011-03-10,23.700000762939453
2011-03-11,23.8700008392334
2011-03-14,23.81999969482422
2011-03-15,23.65999984741211
2011-03-16,23.270000457763672
2011-03-17,24.219999313354492
2011-03-18,24.860000610351562
2011-03-21,25.40999984741211
2011-03-22,25.6200008392334
2011-03-23,26.190000534057617
2011-03-24,26.719999313354492
2011-03-25,26.709999084472656
2011-03-28,27.329999923706055
2011-03-29,27.68000030517578
2011-03-30,28.790000915527344
2011-03-31,28.829999923706055
2011-04-01,28.40999984741211
2011-04-04,28.84000015258789
2011-04-05,28.850000381469727
2011-04-06,26.440000534057617
2011-04-07,26.31999969482422
2011-04-08,25.440000534057617
2011-04-11,25.43000030517578
2011-04-12,24.8799991607666
2011-04-13,24.219999313354492
2011-04-14,24.84000015258789
2011-04-15,25.440000534057617
2011-04-18,25.190000534057617
2011-04-19,24.989999771118164
2011-04-20,25.469999313354492
2011-04-21,25.350000381469727
2011-04-25,25.579999923706055
2011-04-26,25.530000686645508
2011-04-27,26.1200008392334
2011-04-28,27.649999618530273
2011-04-29,28.450000762939453
2011-05-02,27.549999237060547
2011-05-03,26.920000076293945
2011-05-04,27.639999389648438
2011-05-05,27.68000030517578
2011-05-06,27.34000015258789
2011-05-09,26.940000534057617
2011-05-10,27.719999313354492
2011-05-11,26.239999771118164
2011-05-12,26.610000610351562
2011-05-13,26.079999923706055
2011-05-16,25.579999923706055
2011-05-17,25.079999923706055
2011-05-18,25.600000381469727
2011-05-19,25.270000457763672
2011-05-20,25.389999389648438
2011-05-23,25.610000610351562
2011-05-24,26.31999969482422
2011-05-25,26.530000686645508
2011-05-26,27.219999313354492
2011-05-27,27.06999969482422
2011-05-31,28.0
2011-06-01,26.899999618530273
2011-06-02,27.469999313354492
2011-06-03,27.010000228881836
2011-06-06,26.889999389648438
2011-06-07,27.200000762939453
2011-06-08,27.309999465942383
2011-06-09,28.6299991607666
2011-06-10,27.969999313354492
2011-06-13,27.25
2011-06-14,27.65999984741211
2011-06-15,27.040000915527344
2011-06-16,27.59000015258789
2011-06-17,27.579999923706055
2011-06-20,27.899999618530273
2011-06-21,28.1299991607666
2011-06-22,26.760000228881836
2011-06-23,26.3799991607666
2011-06-24,25.59000015258789
2011-06-27,26.270000457763672
2011-06-28,26.940000534057617
2011-06-29,27.040000915527344
2011-06-30,27.09000015258789
2011-07-01,27.989999771118164
2011-07-05,28.100000381469727
2011-07-06,28.43000030517578
2011-07-07,29.360000610351562
2011-07-08,29.219999313354492
2011-07-11,28.780000686645508
2011-07-12,28.700000762939453
2011-07-13,27.780000686645508
2011-07-14,27.600000381469727
2011-07-15,27.1299991607666
2011-07-18,26.68000030517578
2011-07-19,28.739999771118164
2011-07-20,28.6299991607666
2011-07-21,28.600000381469727
2011-07-22,28.399999618530273
2011-07-25,27.68000030517578
2011-07-26,27.059999465942383
2011-07-27,26.6200008392334
2011-07-28,27.600000381469727
2011-07-29,26.8799991607666
2011-08-01,28.25
2011-08-02,26.90999984741211
2011-08-03,27.040000915527344
2011-08-04,26.389999389648438
2011-08-05,27.170000076293945
2011-08-08,25.1299991607666
2011-08-09,26.06999969482422
2011-08-10,23.799999237060547
2011-08-11,24.15999984741211
2011-08-12,23.530000686645508
2011-08-15,25.940000534057617
2011-08-16,25.969999313354492
2011-08-17,26.190000534057617
2011-08-18,23.799999237060547
2011-08-19,23.149999618530273
2011-08-22,22.93000030517578
2011-08-23,23.260000228881836
2011-08-24,23.5
2011-08-25,22.860000610351562
2011-08-26,22.899999618530273
2011-08-29,23.799999237060547
2011-08-30,23.850000381469727
2011-08-31,23.559999465942383
2011-09-01,23.25
2011-09-02,22.09000015258789
2011-09-06,21.68000030517578
2011-09-07,22.049999237060547
2011-09-08,21.81999969482422
2011-09-09,20.739999771118164
2011-09-12,20.520000457763672
2011-09-13,20.469999313354492
2011-09-14,20.610000610351562
2011-09-15,20.969999313354492
2011-09-16,21.610000610351562
2011-09-19,21.440000534057617
2011-09-20,20.850000381469727
2011-09-21,20.459999084472656
2011-09-22,20.06999969482422
2011-09-23,20.360000610351562
2011-09-26,21.010000228881836
2011-09-27,21.549999237060547
2011-09-28,20.3700008392334
2011-09-29,21.200000762939453
2011-09-30,20.010000228881836
2011-10-03,18.84000015258789
2011-10-04,20.690000534057617
2011-10-05,19.950000762939453
2011-10-06,20.579999923706055
2011-10-07,19.579999923706055
2011-10-10,20.829999923706055
2011-10-11,21.190000534057617
2011-10-12,22.31999969482422
2011-10-13,21.899999618530273
2011-10-14,22.229999542236328
2011-10-17,20.920000076293945
2011-10-18,22.530000686645508
2011-10-19,21.979999542236328
2011-10-20,21.90999984741211
2011-10-21,22.579999923706055
2011-10-24,23.40999984741211
2011-10-25,21.610000610351562
2011-10-26,23.25
2011-10-27,22.81999969482422
2011-10-28,20.459999084472656
2011-10-31,19.31999969482422
2011-11-01,19.40999984741211
2011-11-02,20.149999618530273
2011-11-03,20.40999984741211
2011-11-04,20.8700008392334
2011-11-07,20.729999542236328
2011-11-08,20.209999084472656
2011-11-09,20.450000762939453
2011-11-10,21.270000457763672
2011-11-11,22.34000015258789
2011-11-14,21.90999984741211
2011-11-15,22.0
2011-11-16,20.739999771118164
2011-11-17,20.049999237060547
2011-11-18,20.049999237060547
2011-11-21,19.18000030517578
2011-11-22,18.040000915527344
2011-11-23,17.299999237060547
2011-11-25,16.469999313354492
2011-11-28,17.209999084472656
2011-11-29,17.940000534057617
2011-11-30,20.420000076293945
2011-12-01,19.549999237060547
2011-12-02,19.780000686645508
2011-12-05,19.989999771118164
2011-12-06,19.93000030517578
2011-12-07,19.969999313354492
2011-12-08,18.700000762939453
2011-12-09,19.8700008392334
2011-12-12,19.579999923706055
2011-12-13,19.3799991607666
2011-12-14,20.200000762939453
2011-12-15,20.3700008392334
2011-12-16,19.68000030517578
2011-12-19,19.450000762939453
2011-12-20,20.780000686645508
2011-12-21,21.360000610351562
2011-12-22,21.100000381469727
2011-12-23,20.56999969482422
2011-12-27,19.8700008392334
2011-12-28,19.56999969482422
2011-12-29,19.780000686645508
2011-12-30,19.84000015258789
2012-01-03,20.84000015258789
2012-01-04,20.40999984741211
2012-01-05,20.389999389648438
2012-01-06,20.170000076293945
2012-01-09,20.299999237060547
2012-01-10,20.219999313354492
2012-01-11,20.1200008392334
2012-01-12,20.010000228881836
2012-01-13,19.600000381469727
2012-01-17,19.6299991607666
2012-01-18,20.440000534057617
2012-01-19,20.479999542236328
2012-01-20,20.799999237060547
2012-01-23,20.84000015258789
2012-01-24,21.3700008392334
2012-01-25,22.0
2012-01-26,21.81999969482422
2012-01-27,21.469999313354492
2012-01-30,21.790000915527344
2012-01-31,21.610000610351562
2012-02-01,22.68000030517578
2012-02-02,22.899999618530273
2012-02-03,23.209999084472656
2012-02-06,22.270000457763672
2012-02-07,22.25
2012-02-08,22.010000228881836
2012-02-09,21.459999084472656
2012-02-10,20.709999084472656
2012-02-13,20.700000762939453
2012-02-14,20.420000076293945
2012-02-15,20.190000534057617
2012-02-16,24.770000457763672
2012-02-17,24.469999313354492
2012-02-21,24.649999618530273
2012-02-22,24.5
2012-02-23,24.989999771118164
2012-02-24,25.0
2012-02-27,25.100000381469727
2012-02-28,24.530000686645508
2012-02-29,23.809999465942383
2012-03-01,23.1200008392334
2012-03-02,22.489999771118164
2012-03-05,22.530000686645508
2012-03-06,22.059999465942383
2012-03-07,22.530000686645508
2012-03-08,23.739999771118164
2012-03-09,23.920000076293945
2012-03-12,24.360000610351562
2012-03-13,24.829999923706055
2012-03-14,24.329999923706055
2012-03-15,24.360000610351562
2012-03-16,23.90999984741211
2012-03-19,24.889999389648438
2012-03-20,24.670000076293945
2012-03-21,24.639999389648438
2012-03-22,24.739999771118164
2012-03-23,25.450000762939453
2012-03-26,26.0
2012-03-27,25.5
2012-03-28,25.34000015258789
2012-03-29,25.209999084472656
2012-03-30,25.219999313354492
2012-04-02,25.350000381469727
2012-04-03,24.299999237060547
2012-04-04,24.049999237060547
2012-04-05,23.729999542236328
2012-04-09,23.270000457763672
2012-04-10,22.84000015258789
2012-04-11,23.030000686645508
2012-04-12,23.40999984741211
2012-04-13,22.34000015258789
2012-04-16,22.65999984741211
2012-04-17,23.56999969482422
2012-04-18,23.600000381469727
2012-04-19,23.700000762939453
2012-04-20,24.290000915527344
2012-04-23,23.780000686645508
2012-04-24,24.190000534057617
2012-04-25,24.31999969482422
2012-04-26,21.200000762939453
2012-04-27,21.260000228881836
2012-04-30,20.450000762939453
2012-05-01,19.889999389648438
2012-05-02,19.899999618530273
2012-05-03,19.549999237060547
2012-05-04,19.649999618530273
2012-05-07,19.969999313354492
2012-05-08,20.020000457763672
2012-05-09,20.020000457763672
2012-05-10,19.979999542236328
2012-05-11,19.93000030517578
2012-05-14,19.969999313354492
2012-05-15,20.010000228881836
2012-05-16,19.940000534057617
2012-05-17,19.969999313354492
2012-05-18,20.06999969482422
2012-05-21,20.309999465942383
2012-05-22,19.18000030517578
2012-05-23,19.18000030517578
2012-05-24,18.700000762939453
2012-05-25,19.850000381469727
2012-05-29,20.030000686645508
2012-05-30,19.639999389648438
2012-05-31,18.809999465942383
2012-06-01,18.15999984741211
2012-06-04,18.489999771118164
2012-06-05,17.93000030517578
2012-06-06,18.139999389648438
2012-06-07,17.899999618530273
2012-06-08,18.0
2012-06-11,17.6200008392334
2012-06-12,17.780000686645508
2012-06-13,15.789999961853027
2012-06-14,14.710000038146973
2012-06-15,14.489999771118164
2012-06-18,14.670000076293945
2012-06-19,14.819999694824219
2012-06-20,14.569999694824219
2012-06-21,14.15999984741211
2012-06-22,14.109999656677246
2012-06-25,13.989999771118164
2012-06-26,13.989999771118164
2012-06-27,14.260000228881836
2012-06-28,14.510000228881836
2012-06-29,14.6899995803833
2012-07-02,14.720000267028809
2012-07-03,14.829999923706055
2012-07-05,14.779999732971191
2012-07-06,14.550000190734863
2012-07-09,14.470000267028809
2012-07-10,14.350000381469727
2012-07-11,14.039999961853027
2012-07-12,14.350000381469727
2012-07-13,15.100000381469727
2012-07-16,15.010000228881836
2012-07-17,15.079999923706055
2012-07-18,15.279999732971191
2012-07-19,14.960000038146973
2012-07-20,14.949999809265137
2012-07-23,14.829999923706055
2012-07-24,14.65999984741211
2012-07-25,14.829999923706055
2012-07-26,15.079999923706055
2012-07-27,14.6899995803833
2012-07-30,14.960000038146973
2012-07-31,15.489999771118164
2012-08-01,15.130000114440918
2012-08-02,15.550000190734863
2012-08-03,16.31999969482422
2012-08-06,16.31999969482422
2012-08-07,16.350000381469727
2012-08-08,16.719999313354492
2012-08-09,16.469999313354492
2012-08-10,16.59000015258789
2012-08-13,16.079999923706055
2012-08-14,15.930000305175781
2012-08-15,16.06999969482422
2012-08-16,16.229999542236328
2012-08-17,16.15999984741211
2012-08-20,16.450000762939453
2012-08-21,16.3700008392334
2012-08-22,16.200000762939453
2012-08-23,15.649999618530273
2012-08-24,15.8100004196167
2012-08-27,15.880000114440918
2012-08-28,15.90999984741211
2012-08-29,15.84000015258789
2012-08-30,15.619999885559082
2012-08-31,15.850000381469727
2012-09-04,16.049999237060547
2012-09-05,16.010000228881836
2012-09-06,15.949999809265137
2012-09-07,15.989999771118164
2012-09-10,15.949999809265137
2012-09-11,16.0
2012-09-12,16.0
2012-09-13,16.5
2012-09-14,17.479999542236328
2012-09-17,17.079999923706055
2012-09-18,16.8799991607666
2012-09-19,17.1299991607666
2012-09-20,17.209999084472656
2012-09-21,17.829999923706055
2012-09-24,17.549999237060547
2012-09-25,17.18000030517578
2012-09-26,17.489999771118164
2012-09-27,17.43000030517578
2012-09-28,17.280000686645508
2012-10-01,17.5
2012-10-02,16.899999618530273
2012-10-03,17.420000076293945
2012-10-04,17.489999771118164
2012-10-05,17.260000228881836
2012-10-08,17.450000762939453
2012-10-09,17.239999771118164
2012-10-10,17.0
2012-10-11,17.18000030517578
2012-10-12,17.020000457763672
2012-10-15,17.100000381469727
2012-10-16,17.299999237060547
2012-10-17,17.149999618530273
2012-10-18,16.950000762939453
2012-10-19,16.06999969482422
2012-10-22,16.1299991607666
2012-10-23,16.06999969482422
2012-10-24,16.360000610351562
2012-10-25,16.860000610351562
2012-10-26,17.010000228881836
2012-10-31,16.739999771118164
2012-11-01,17.670000076293945
2012-11-02,17.790000915527344
2012-11-05,17.549999237060547
2012-11-06,17.65999984741211
2012-11-07,16.81999969482422
2012-11-08,16.719999313354492
2012-11-09,16.770000457763672
2012-11-12,16.510000228881836
2012-11-13,16.8799991607666
2012-11-14,16.84000015258789
2012-11-15,16.59000015258789
2012-11-16,16.31999969482422
2012-11-19,17.149999618530273
2012-11-20,16.8799991607666
2012-11-21,16.600000381469727
2012-11-23,16.520000457763672
2012-11-26,17.280000686645508
2012-11-27,17.049999237060547
2012-11-28,17.030000686645508
2012-11-29,17.219999313354492
2012-11-30,17.68000030517578
2012-12-03,17.760000228881836
2012-12-04,18.219999313354492
2012-12-05,18.3799991607666
2012-12-06,18.280000686645508
2012-12-07,18.270000457763672
2012-12-10,18.0
2012-12-11,18.479999542236328
2012-12-12,18.209999084472656
2012-12-13,18.170000076293945
2012-12-14,18.040000915527344
2012-12-17,18.530000686645508
2012-12-18,18.700000762939453
2012-12-19,19.09000015258789
2012-12-20,19.170000076293945
2012-12-21,18.969999313354492
2012-12-24,18.920000076293945
2012-12-26,18.989999771118164
2012-12-27,18.950000762939453
2012-12-28,18.799999237060547
2012-12-31,19.770000457763672
2013-01-02,19.860000610351562
2013-01-03,19.899999618530273
2013-01-04,19.799999237060547
2013-01-07,19.31999969482422
2013-01-08,19.3799991607666
2013-01-09,19.559999465942383
2013-01-10,19.260000228881836
2013-01-11,19.0
2013-01-14,18.84000015258789
2013-01-15,18.81999969482422
2013-01-16,17.649999618530273
2013-01-17,17.760000228881836
2013-01-18,17.520000457763672
2013-01-22,17.799999237060547
2013-01-23,17.709999084472656
2013-01-24,17.549999237060547
2013-01-25,17.649999618530273
2013-01-28,17.969999313354492
2013-01-29,18.09000015258789
2013-01-30,18.149999618530273
2013-01-31,18.59000015258789
2013-02-01,19.0
2013-02-04,18.90999984741211
2013-02-05,19.299999237060547
2013-02-06,19.690000534057617
2013-02-07,19.829999923706055
2013-02-08,20.139999389648438
2013-02-11,20.260000228881836
2013-02-12,20.18000030517578
2013-02-13,20.020000457763672
2013-02-14,21.030000686645508
2013-02-15,21.559999465942383
2013-02-19,22.1200008392334
2013-02-20,22.15999984741211
2013-02-21,21.8700008392334
2013-02-22,22.489999771118164
2013-02-25,21.93000030517578
2013-02-26,21.920000076293945
2013-02-27,21.940000534057617
2013-02-28,22.110000610351562
2013-03-01,22.06999969482422
2013-03-04,22.40999984741211
2013-03-05,22.690000534057617
2013-03-06,22.219999313354492
2013-03-07,22.3700008392334
2013-03-08,22.389999389648438
2013-03-11,22.34000015258789
2013-03-12,22.389999389648438
2013-03-13,22.469999313354492
2013-03-14,22.510000228881836
2013-03-15,22.229999542236328
2013-03-18,22.5
2013-03-19,22.600000381469727
2013-03-20,22.3799991607666
2013-03-21,22.100000381469727
2013-03-22,21.979999542236328
2013-03-25,22.280000686645508
2013-03-26,22.3700008392334
2013-03-27,22.510000228881836
2013-03-28,22.3700008392334
2013-04-01,22.290000915527344
2013-04-02,22.610000610351562
2013-04-03,22.709999084472656
2013-04-04,22.68000030517578
2013-04-05,22.1200008392334
2013-04-08,21.979999542236328
2013-04-09,21.81999969482422
2013-04-10,22.600000381469727
2013-04-11,22.68000030517578
2013-04-12,22.040000915527344
2013-04-15,20.3799991607666
2013-04-16,20.93000030517578
2013-04-17,19.6299991607666
2013-04-18,19.329999923706055
2013-04-19,20.040000915527344
2013-04-22,20.559999465942383
2013-04-23,21.170000076293945
2013-04-24,21.309999465942383
2013-04-25,17.90999984741211
2013-04-26,17.979999542236328
2013-04-29,17.829999923706055
2013-04-30,18.440000534057617
2013-05-01,18.200000762939453
2013-05-02,18.450000762939453
2013-05-03,19.049999237060547
2013-05-06,18.920000076293945
2013-05-07,18.989999771118164
2013-05-08,18.5
2013-05-09,18.6200008392334
2013-05-10,18.889999389648438
2013-05-13,19.049999237060547
2013-05-14,19.34000015258789
2013-05-15,19.59000015258789
2013-05-16,18.959999084472656
2013-05-17,19.110000610351562
2013-05-20,18.950000762939453
2013-05-21,18.899999618530273
2013-05-22,18.600000381469727
2013-05-23,18.610000610351562
2013-05-24,18.43000030517578
2013-05-28,18.5
2013-05-29,18.010000228881836
2013-05-30,18.209999084472656
2013-05-31,17.90999984741211
2013-06-03,18.229999542236328
2013-06-04,18.399999618530273
2013-06-05,18.610000610351562
2013-06-06,18.700000762939453
2013-06-07,18.68000030517578
2013-06-10,18.399999618530273
2013-06-11,18.1200008392334
2013-06-12,18.360000610351562
2013-06-13,18.5
2013-06-14,18.450000762939453
2013-06-17,18.5
2013-06-18,18.56999969482422
2013-06-19,18.520000457763672
2013-06-20,18.459999084472656
2013-06-21,18.329999923706055
2013-06-24,17.989999771118164
2013-06-25,18.559999465942383
2013-06-26,18.270000457763672
2013-06-27,18.219999313354492
2013-06-28,18.469999313354492
2013-07-01,18.75
2013-07-02,18.700000762939453
2013-07-03,18.889999389648438
2013-07-05,19.459999084472656
2013-07-08,19.540000915527344
2013-07-09,19.809999465942383
2013-07-10,20.200000762939453
2013-07-11,20.209999084472656
2013-07-12,20.309999465942383
2013-07-15,20.989999771118164
2013-07-16,21.459999084472656
2013-07-17,21.25
2013-07-18,21.299999237060547
2013-07-19,21.479999542236328
2013-07-22,21.290000915527344
2013-07-23,21.229999542236328
2013-07-24,21.350000381469727
2013-07-25,20.93000030517578
2013-07-26,19.920000076293945
2013-07-29,19.200000762939453
2013-07-30,19.020000457763672
2013-07-31,19.139999389648438
2013-08-01,19.200000762939453
2013-08-02,19.1299991607666
2013-08-05,18.68000030517578
2013-08-06,18.170000076293945
2013-08-07,18.0
2013-08-08,17.899999618530273
2013-08-09,17.889999389648438
2013-08-12,17.860000610351562
2013-08-13,18.010000228881836
2013-08-14,18.579999923706055
2013-08-15,18.18000030517578
2013-08-16,18.170000076293945
2013-08-19,17.860000610351562
2013-08-20,18.079999923706055
2013-08-21,18.06999969482422
2013-08-22,18.079999923706055
2013-08-23,18.239999771118164
2013-08-26,18.149999618530273
2013-08-27,17.889999389648438
2013-08-28,18.290000915527344
2013-08-29,18.239999771118164
2013-08-30,17.899999618530273
2013-09-03,17.799999237060547
2013-09-04,17.8799991607666
2013-09-05,17.770000457763672
2013-09-06,18.100000381469727
2013-09-09,18.520000457763672
2013-09-10,19.399999618530273
2013-09-11,18.809999465942383
2013-09-12,18.59000015258789
2013-09-13,18.75
2013-09-16,18.690000534057617
2013-09-17,18.770000457763672
2013-09-18,19.0
2013-09-19,18.780000686645508
2013-09-20,18.670000076293945
2013-09-23,18.709999084472656
2013-09-24,18.649999618530273
2013-09-25,18.950000762939453
2013-09-26,18.799999237060547
2013-09-27,18.93000030517578
2013-09-30,18.6200008392334
2013-10-01,18.489999771118164
2013-10-02,18.190000534057617
2013-10-03,18.020000457763672
2013-10-04,18.010000228881836
2013-10-07,18.0
2013-10-08,17.850000381469727
2013-10-09,17.90999984741211
2013-10-10,18.219999313354492
2013-10-11,18.049999237060547
2013-10-14,18.56999969482422
2013-10-15,18.559999465942383
2013-10-16,18.6299991607666
2013-10-17,18.399999618530273
2013-10-18,18.56999969482422
2013-10-21,18.489999771118164
2013-10-22,18.43000030517578
2013-10-23,17.959999084472656
2013-10-24,19.200000762939453
2013-10-25,19.350000381469727
2013-10-28,19.760000228881836
2013-10-29,19.940000534057617
2013-10-30,19.350000381469727
2013-10-31,19.049999237060547
2013-11-01,18.59000015258789
2013-11-04,18.459999084472656
2013-11-05,18.3700008392334
2013-11-06,17.770000457763672
2013-11-07,17.670000076293945
2013-11-08,18.270000457763672
2013-11-11,18.959999084472656
2013-11-12,18.790000915527344
2013-11-13,18.1299991607666
2013-11-14,18.149999618530273
2013-11-15,18.190000534057617
2013-11-18,18.299999237060547
2013-11-19,18.479999542236328
2013-11-20,18.299999237060547
2013-11-21,18.559999465942383
2013-11-22,18.549999237060547
2013-11-25,18.649999618530273
2013-11-26,18.489999771118164
2013-11-27,18.5
2013-11-29,18.469999313354492
2013-12-02,18.100000381469727
2013-12-03,18.010000228881836
2013-12-04,18.329999923706055
2013-12-05,18.959999084472656
2013-12-06,19.34000015258789
2013-12-09,19.549999237060547
2013-12-10,19.510000228881836
2013-12-11,19.450000762939453
2013-12-12,19.610000610351562
2013-12-13,19.760000228881836
2013-12-16,20.3799991607666
2013-12-17,20.43000030517578
2013-12-18,20.700000762939453
2013-12-19,20.510000228881836
2013-12-20,21.0
2013-12-23,20.969999313354492
2013-12-24,20.950000762939453
2013-12-26,20.559999465942383
2013-12-27,20.709999084472656
2013-12-30,20.09000015258789
2013-12-31,19.799999237060547
2014-01-02,19.90999984741211
2014-01-03,20.149999618530273
2014-01-06,19.6200008392334
2014-01-07,19.75
2014-01-08,19.920000076293945
2014-01-09,20.459999084472656
2014-01-10,19.860000610351562
2014-01-13,19.969999313354492
2014-01-14,20.020000457763672
2014-01-15,20.200000762939453
2014-01-16,20.8700008392334
2014-01-17,20.760000228881836
2014-01-21,21.280000686645508
2014-01-22,21.200000762939453
2014-01-23,21.049999237060547
2014-01-24,19.790000915527344
2014-01-27,19.469999313354492
2014-01-28,19.15999984741211
2014-01-29,18.940000534057617
2014-01-30,19.270000457763672
2014-01-31,18.860000610351562
2014-02-03,18.670000076293945
2014-02-04,18.6200008392334
2014-02-05,18.399999618530273
2014-02-06,19.09000015258789
2014-02-07,19.229999542236328
2014-02-10,19.1299991607666
2014-02-11,19.100000381469727
2014-02-12,19.260000228881836
2014-02-13,21.020000457763672
2014-02-14,20.899999618530273
2014-02-18,21.420000076293945
2014-02-19,21.260000228881836
2014-02-20,22.079999923706055
2014-02-21,22.440000534057617
2014-02-24,23.34000015258789
2014-02-25,22.989999771118164
2014-02-26,23.170000076293945
2014-02-27,23.079999923706055
2014-02-28,23.3700008392334
2014-03-03,22.950000762939453
2014-03-04,22.899999618530273
2014-03-05,22.540000915527344
2014-03-06,23.0
2014-03-07,22.969999313354492
2014-03-10,22.65999984741211
2014-03-11,22.219999313354492
2014-03-12,22.579999923706055
2014-03-13,22.110000610351562
2014-03-14,21.989999771118164
2014-03-17,22.540000915527344
2014-03-18,22.670000076293945
2014-03-19,22.479999542236328
2014-03-20,22.170000076293945
