,CDW
2013-10-07,23.049999237060547
2013-10-08,23.1200008392334
2013-10-09,22.68000030517578
2013-10-10,23.049999237060547
2013-10-11,22.989999771118164
2013-10-14,22.780000686645508
2013-10-15,22.649999618530273
2013-10-16,22.670000076293945
2013-10-17,22.780000686645508
2013-10-18,22.989999771118164
2013-10-21,22.559999465942383
2013-10-22,22.799999237060547
2013-10-23,22.719999313354492
2013-10-24,22.010000228881836
2013-10-25,22.149999618530273
2013-10-28,22.049999237060547
2013-10-29,21.950000762939453
2013-10-30,22.100000381469727
2013-10-31,21.989999771118164
2013-11-01,22.049999237060547
2013-11-04,22.940000534057617
2013-11-05,23.0
2013-11-06,22.989999771118164
2013-11-07,22.979999542236328
2013-11-08,22.950000762939453
2013-11-11,21.719999313354492
2013-11-12,21.09000015258789
2013-11-13,20.790000915527344
2013-11-14,20.65999984741211
2013-11-15,21.579999923706055
2013-11-18,21.31999969482422
2013-11-19,21.260000228881836
2013-11-20,21.729999542236328
2013-11-21,21.989999771118164
2013-11-22,22.170000076293945
2013-11-25,22.299999237060547
2013-11-26,22.209999084472656
2013-11-27,22.200000762939453
2013-11-29,22.299999237060547
2013-12-02,22.459999084472656
2013-12-03,22.459999084472656
2013-12-04,22.899999618530273
2013-12-05,22.510000228881836
2013-12-06,22.59000015258789
2013-12-09,22.6200008392334
2013-12-10,22.489999771118164
2013-12-11,22.350000381469727
2013-12-12,22.549999237060547
2013-12-13,22.25
2013-12-16,22.450000762939453
2013-12-17,22.149999618530273
2013-12-18,22.389999389648438
2013-12-19,22.059999465942383
2013-12-20,22.3700008392334
2013-12-23,22.290000915527344
2013-12-24,22.6200008392334
2013-12-26,22.899999618530273
2013-12-27,23.0
2013-12-30,23.219999313354492
2013-12-31,23.360000610351562
2014-01-02,23.3799991607666
2014-01-03,23.3700008392334
2014-01-06,23.75
2014-01-07,23.979999542236328
2014-01-08,23.979999542236328
2014-01-09,24.5
2014-01-10,24.8799991607666
2014-01-13,24.690000534057617
2014-01-14,24.479999542236328
2014-01-15,24.459999084472656
2014-01-16,24.469999313354492
2014-01-17,24.440000534057617
2014-01-21,24.799999237060547
2014-01-22,24.5
2014-01-23,24.350000381469727
2014-01-24,23.6200008392334
2014-01-27,23.299999237060547
2014-01-28,23.700000762939453
2014-01-29,22.979999542236328
2014-01-30,23.56999969482422
2014-01-31,23.670000076293945
2014-02-03,23.079999923706055
2014-02-04,23.3700008392334
2014-02-05,23.299999237060547
2014-02-06,23.399999618530273
2014-02-07,23.549999237060547
2014-02-10,23.139999389648438
2014-02-11,23.079999923706055
2014-02-12,23.670000076293945
2014-02-13,24.84000015258789
2014-02-14,24.309999465942383
2014-02-18,24.65999984741211
2014-02-19,24.700000762939453
2014-02-20,24.760000228881836
2014-02-21,24.649999618530273
2014-02-24,24.639999389648438
2014-02-25,24.290000915527344
2014-02-26,24.729999542236328
2014-02-27,25.540000915527344
2014-02-28,26.170000076293945
2014-03-03,25.93000030517578
2014-03-04,26.139999389648438
2014-03-05,26.700000762939453
2014-03-06,26.799999237060547
2014-03-07,25.75
2014-03-10,25.68000030517578
2014-03-11,25.59000015258789
2014-03-12,25.389999389648438
2014-03-13,24.850000381469727
2014-03-14,24.790000915527344
2014-03-17,25.469999313354492
2014-03-18,25.440000534057617
2014-03-19,25.5
2014-03-20,25.389999389648438
2014-03-21,25.31999969482422
2014-03-24,25.290000915527344
2014-03-25,26.25
2014-03-26,26.31999969482422
2014-03-27,26.360000610351562
2014-03-28,26.709999084472656
2014-03-31,27.440000534057617
2014-04-01,28.43000030517578
2014-04-02,28.600000381469727
2014-04-03,28.059999465942383
2014-04-04,27.969999313354492
2014-04-07,27.559999465942383
2014-04-08,27.3700008392334
2014-04-09,28.260000228881836
2014-04-10,27.93000030517578
2014-04-11,27.389999389648438
2014-04-14,27.549999237060547
2014-04-15,27.81999969482422
2014-04-16,28.350000381469727
2014-04-17,28.440000534057617
2014-04-21,28.40999984741211
2014-04-22,28.65999984741211
2014-04-23,28.559999465942383
2014-04-24,28.399999618530273
2014-04-25,27.84000015258789
2014-04-28,27.959999084472656
2014-04-29,27.889999389648438
2014-04-30,28.190000534057617
2014-05-01,28.209999084472656
2014-05-02,28.34000015258789
2014-05-05,28.540000915527344
2014-05-06,28.139999389648438
2014-05-07,27.75
2014-05-08,28.68000030517578
2014-05-09,29.299999237060547
2014-05-12,30.020000457763672
2014-05-13,29.889999389648438
2014-05-14,29.649999618530273
2014-05-15,29.709999084472656
2014-05-16,29.84000015258789
2014-05-19,29.420000076293945
2014-05-20,29.239999771118164
2014-05-21,29.639999389648438
2014-05-22,28.110000610351562
2014-05-23,28.450000762939453
2014-05-27,28.81999969482422
2014-05-28,28.989999771118164
2014-05-29,29.1200008392334
2014-05-30,29.40999984741211
2014-06-02,29.489999771118164
2014-06-03,29.56999969482422
2014-06-04,29.770000457763672
2014-06-05,29.979999542236328
2014-06-06,30.06999969482422
2014-06-09,30.280000686645508
2014-06-10,30.459999084472656
2014-06-11,30.459999084472656
2014-06-12,30.299999237060547
2014-06-13,30.5
2014-06-16,30.719999313354492
2014-06-17,31.329999923706055
2014-06-18,31.31999969482422
2014-06-19,31.75
2014-06-20,32.099998474121094
2014-06-23,31.979999542236328
2014-06-24,31.760000228881836
2014-06-25,32.220001220703125
2014-06-26,32.04999923706055
2014-06-27,31.68000030517578
2014-06-30,31.8799991607666
2014-07-01,32.04999923706055
2014-07-02,32.349998474121094
2014-07-03,32.5
2014-07-07,31.559999465942383
2014-07-08,31.700000762939453
2014-07-09,32.0099983215332
2014-07-10,31.889999389648438
2014-07-11,31.479999542236328
2014-07-14,31.5
2014-07-15,31.170000076293945
2014-07-16,31.350000381469727
2014-07-17,31.209999084472656
2014-07-18,31.280000686645508
2014-07-21,31.110000610351562
2014-07-22,31.170000076293945
2014-07-23,31.18000030517578
2014-07-24,31.34000015258789
2014-07-25,31.010000228881836
2014-07-28,31.0
2014-07-29,31.1200008392334
2014-07-30,31.280000686645508
2014-07-31,30.889999389648438
2014-08-01,30.979999542236328
2014-08-04,30.739999771118164
2014-08-05,31.020000457763672
2014-08-06,31.110000610351562
2014-08-07,30.639999389648438
2014-08-08,30.850000381469727
2014-08-11,31.040000915527344
2014-08-12,31.270000457763672
2014-08-13,31.639999389648438
2014-08-14,31.940000534057617
2014-08-15,32.06999969482422
2014-08-18,32.689998626708984
2014-08-19,33.0
2014-08-20,32.900001525878906
2014-08-21,33.15999984741211
2014-08-22,33.119998931884766
2014-08-25,33.2400016784668
2014-08-26,33.47999954223633
2014-08-27,33.369998931884766
2014-08-28,32.95000076293945
2014-08-29,33.040000915527344
2014-09-02,33.13999938964844
2014-09-03,31.690000534057617
2014-09-04,31.3700008392334
2014-09-05,31.65999984741211
2014-09-08,31.639999389648438
2014-09-09,31.420000076293945
2014-09-10,31.360000610351562
2014-09-11,31.229999542236328
2014-09-12,31.3799991607666
2014-09-15,30.81999969482422
2014-09-16,31.0
2014-09-17,31.329999923706055
2014-09-18,31.780000686645508
2014-09-19,31.809999465942383
2014-09-22,31.299999237060547
2014-09-23,30.489999771118164
2014-09-24,30.969999313354492
2014-09-25,30.34000015258789
2014-09-26,30.56999969482422
2014-09-29,30.649999618530273
2014-09-30,31.049999237060547
2014-10-01,30.360000610351562
2014-10-02,30.100000381469727
2014-10-03,30.719999313354492
2014-10-06,30.56999969482422
2014-10-07,30.139999389648438
2014-10-08,30.15999984741211
2014-10-09,29.799999237060547
2014-10-10,29.010000228881836
2014-10-13,28.360000610351562
2014-10-14,28.420000076293945
2014-10-15,28.43000030517578
2014-10-16,28.25
2014-10-17,29.049999237060547
2014-10-20,28.950000762939453
2014-10-21,29.790000915527344
2014-10-22,29.520000457763672
2014-10-23,29.8799991607666
2014-10-24,29.959999084472656
2014-10-27,29.8700008392334
2014-10-28,30.34000015258789
2014-10-29,30.0
2014-10-30,30.1299991607666
2014-10-31,30.84000015258789
2014-11-03,31.059999465942383
2014-11-04,31.040000915527344
2014-11-05,31.329999923706055
2014-11-06,32.47999954223633
2014-11-07,32.59000015258789
2014-11-10,32.75
2014-11-11,32.59000015258789
2014-11-12,32.470001220703125
2014-11-13,32.56999969482422
2014-11-14,32.95000076293945
2014-11-17,32.869998931884766
2014-11-18,33.2400016784668
2014-11-19,32.900001525878906
2014-11-20,32.90999984741211
2014-11-21,33.5099983215332
2014-11-24,34.90999984741211
2014-11-25,34.91999816894531
2014-11-26,35.08000183105469
2014-11-28,35.08000183105469
2014-12-01,34.43000030517578
2014-12-02,34.38999938964844
2014-12-03,33.58000183105469
2014-12-04,34.13999938964844
2014-12-05,34.36000061035156
2014-12-08,33.95000076293945
2014-12-09,34.150001525878906
2014-12-10,34.0
2014-12-11,34.11000061035156
2014-12-12,34.33000183105469
2014-12-15,33.209999084472656
2014-12-16,33.2599983215332
2014-12-17,33.880001068115234
2014-12-18,34.65999984741211
2014-12-19,34.86000061035156
2014-12-22,35.08000183105469
2014-12-23,35.61000061035156
2014-12-24,35.75
2014-12-26,35.91999816894531
2014-12-29,35.72999954223633
2014-12-30,35.34000015258789
2014-12-31,35.16999816894531
2015-01-02,34.86000061035156
2015-01-05,34.4900016784668
2015-01-06,33.9900016784668
2015-01-07,34.70000076293945
2015-01-08,35.56999969482422
2015-01-09,35.709999084472656
2015-01-12,35.709999084472656
2015-01-13,36.279998779296875
2015-01-14,35.5099983215332
2015-01-15,35.380001068115234
2015-01-16,35.77000045776367
2015-01-20,35.5099983215332
2015-01-21,35.45000076293945
2015-01-22,35.7400016784668
2015-01-23,35.7400016784668
2015-01-26,35.689998626708984
2015-01-27,34.61000061035156
2015-01-28,34.56999969482422
2015-01-29,34.7599983215332
2015-01-30,34.2599983215332
2015-02-02,34.27000045776367
2015-02-03,35.27000045776367
2015-02-04,35.130001068115234
2015-02-05,35.459999084472656
2015-02-06,35.97999954223633
2015-02-09,36.04999923706055
2015-02-10,36.400001525878906
2015-02-11,35.9900016784668
2015-02-12,36.400001525878906
2015-02-13,37.029998779296875
2015-02-17,37.689998626708984
2015-02-18,37.939998626708984
2015-02-19,37.790000915527344
2015-02-20,37.75
2015-02-23,37.97999954223633
2015-02-24,38.09000015258789
2015-02-25,38.029998779296875
2015-02-26,38.16999816894531
2015-02-27,37.630001068115234
2015-03-02,38.0
2015-03-03,38.18000030517578
2015-03-04,38.029998779296875
2015-03-05,37.75
2015-03-06,37.38999938964844
2015-03-09,37.310001373291016
2015-03-10,36.380001068115234
2015-03-11,36.099998474121094
2015-03-12,35.56999969482422
2015-03-13,35.95000076293945
2015-03-16,36.34000015258789
2015-03-17,36.2599983215332
2015-03-18,36.7400016784668
2015-03-19,37.31999969482422
2015-03-20,37.77000045776367
2015-03-23,37.97999954223633
2015-03-24,37.83000183105469
2015-03-25,37.369998931884766
2015-03-26,36.970001220703125
2015-03-27,37.81999969482422
2015-03-30,37.75
2015-03-31,37.2400016784668
2015-04-01,36.7400016784668
2015-04-02,36.66999816894531
2015-04-06,36.91999816894531
2015-04-07,37.18000030517578
2015-04-08,37.95000076293945
2015-04-09,38.369998931884766
2015-04-10,38.41999816894531
2015-04-13,38.470001220703125
2015-04-14,38.029998779296875
2015-04-15,38.459999084472656
2015-04-16,38.189998626708984
2015-04-17,37.83000183105469
2015-04-20,38.310001373291016
2015-04-21,38.720001220703125
2015-04-22,38.93000030517578
2015-04-23,39.02000045776367
2015-04-24,38.869998931884766
2015-04-27,38.72999954223633
2015-04-28,38.72999954223633
2015-04-29,38.59000015258789
2015-04-30,38.31999969482422
2015-05-01,38.66999816894531
2015-05-04,38.81999969482422
2015-05-05,38.869998931884766
2015-05-06,38.63999938964844
2015-05-07,36.970001220703125
2015-05-08,36.70000076293945
2015-05-11,36.709999084472656
2015-05-12,36.93000030517578
2015-05-13,36.9900016784668
2015-05-14,37.369998931884766
2015-05-15,37.58000183105469
2015-05-18,37.540000915527344
2015-05-19,36.77000045776367
2015-05-20,36.720001220703125
2015-05-21,37.099998474121094
2015-05-22,37.029998779296875
2015-05-26,36.41999816894531
2015-05-27,36.869998931884766
2015-05-28,36.95000076293945
2015-05-29,37.099998474121094
2015-06-01,37.0
2015-06-02,36.880001068115234
2015-06-03,36.970001220703125
2015-06-04,36.47999954223633
2015-06-05,36.58000183105469
2015-06-08,36.400001525878906
2015-06-09,36.58000183105469
2015-06-10,37.099998474121094
2015-06-11,36.869998931884766
2015-06-12,36.720001220703125
2015-06-15,36.59000015258789
2015-06-16,36.43000030517578
2015-06-17,36.70000076293945
2015-06-18,37.439998626708984
2015-06-19,36.79999923706055
2015-06-22,36.970001220703125
2015-06-23,37.099998474121094
2015-06-24,36.5099983215332
2015-06-25,36.470001220703125
2015-06-26,35.29999923706055
2015-06-29,34.58000183105469
2015-06-30,34.279998779296875
2015-07-01,34.650001525878906
2015-07-02,34.45000076293945
2015-07-06,34.119998931884766
2015-07-07,34.38999938964844
2015-07-08,33.84000015258789
2015-07-09,33.7400016784668
2015-07-10,33.939998626708984
2015-07-13,34.380001068115234
2015-07-14,34.81999969482422
2015-07-15,34.310001373291016
2015-07-16,34.400001525878906
2015-07-17,34.150001525878906
2015-07-20,33.9900016784668
2015-07-21,33.72999954223633
2015-07-22,34.20000076293945
2015-07-23,34.22999954223633
2015-07-24,33.61000061035156
2015-07-27,33.310001373291016
2015-07-28,34.5
2015-07-29,35.04999923706055
2015-07-30,35.439998626708984
2015-07-31,35.93000030517578
2015-08-03,38.630001068115234
2015-08-04,39.099998474121094
2015-08-05,39.720001220703125
2015-08-06,39.33000183105469
2015-08-07,38.90999984741211
2015-08-10,39.290000915527344
2015-08-11,39.38999938964844
2015-08-12,38.900001525878906
2015-08-13,38.81999969482422
2015-08-14,39.18000030517578
2015-08-17,39.72999954223633
2015-08-18,39.45000076293945
2015-08-19,39.45000076293945
2015-08-20,38.65999984741211
2015-08-21,38.25
2015-08-24,37.40999984741211
2015-08-25,37.54999923706055
2015-08-26,39.47999954223633
2015-08-27,40.099998474121094
2015-08-28,39.970001220703125
2015-08-31,39.75
2015-09-01,38.40999984741211
2015-09-02,38.790000915527344
2015-09-03,39.25
2015-09-04,38.70000076293945
2015-09-08,40.29999923706055
2015-09-09,40.400001525878906
2015-09-10,40.75
2015-09-11,41.099998474121094
2015-09-14,41.060001373291016
2015-09-15,41.560001373291016
2015-09-16,41.81999969482422
2015-09-17,41.279998779296875
2015-09-18,40.83000183105469
2015-09-21,40.560001373291016
2015-09-22,40.33000183105469
2015-09-23,40.470001220703125
2015-09-24,40.59000015258789
2015-09-25,40.779998779296875
2015-09-28,39.33000183105469
2015-09-29,39.81999969482422
2015-09-30,40.86000061035156
2015-10-01,41.0099983215332
2015-10-02,40.59000015258789
2015-10-05,41.77000045776367
2015-10-06,41.83000183105469
2015-10-07,42.599998474121094
2015-10-08,42.560001373291016
2015-10-09,42.72999954223633
2015-10-12,43.040000915527344
2015-10-13,43.45000076293945
2015-10-14,43.349998474121094
2015-10-15,43.56999969482422
2015-10-16,43.95000076293945
2015-10-19,44.15999984741211
2015-10-20,44.0
2015-10-21,43.709999084472656
2015-10-22,44.880001068115234
2015-10-23,44.83000183105469
2015-10-26,44.33000183105469
2015-10-27,44.25
2015-10-28,44.86000061035156
2015-10-29,44.7400016784668
2015-10-30,44.689998626708984
2015-11-02,44.63999938964844
2015-11-03,44.459999084472656
2015-11-04,45.93000030517578
2015-11-05,46.2599983215332
2015-11-06,43.619998931884766
2015-11-09,42.7599983215332
2015-11-10,42.939998626708984
2015-11-11,43.0
2015-11-12,42.61000061035156
2015-11-13,41.95000076293945
2015-11-16,42.68000030517578
2015-11-17,44.09000015258789
2015-11-18,44.150001525878906
2015-11-19,45.20000076293945
2015-11-20,45.099998474121094
2015-11-23,44.86000061035156
2015-11-24,44.150001525878906
2015-11-25,44.220001220703125
2015-11-27,44.150001525878906
2015-11-30,43.16999816894531
2015-12-01,44.16999816894531
2015-12-02,43.619998931884766
2015-12-03,43.470001220703125
2015-12-04,44.619998931884766
2015-12-07,44.099998474121094
2015-12-08,44.29999923706055
2015-12-09,43.5099983215332
2015-12-10,43.86000061035156
2015-12-11,42.81999969482422
2015-12-14,42.68000030517578
2015-12-15,43.130001068115234
2015-12-16,43.790000915527344
2015-12-17,42.689998626708984
2015-12-18,42.40999984741211
2015-12-21,42.34000015258789
2015-12-22,42.79999923706055
2015-12-23,42.77000045776367
2015-12-24,42.959999084472656
2015-12-28,42.470001220703125
2015-12-29,43.34000015258789
2015-12-30,43.2400016784668
2015-12-31,42.040000915527344
2016-01-04,40.95000076293945
2016-01-05,40.93000030517578
2016-01-06,41.25
2016-01-07,39.689998626708984
2016-01-08,39.650001525878906
2016-01-11,39.84000015258789
2016-01-12,40.13999938964844
2016-01-13,37.95000076293945
2016-01-14,37.81999969482422
2016-01-15,37.09000015258789
2016-01-19,37.2400016784668
2016-01-20,37.04999923706055
2016-01-21,37.630001068115234
2016-01-22,38.349998474121094
2016-01-25,37.95000076293945
2016-01-26,38.41999816894531
2016-01-27,37.65999984741211
2016-01-28,37.310001373291016
2016-01-29,38.45000076293945
2016-02-01,38.189998626708984
2016-02-02,37.349998474121094
2016-02-03,37.52000045776367
2016-02-04,37.61000061035156
2016-02-05,36.220001220703125
2016-02-08,35.310001373291016
2016-02-09,35.40999984741211
2016-02-10,34.7599983215332
2016-02-11,33.689998626708984
2016-02-12,34.310001373291016
2016-02-16,36.2599983215332
2016-02-17,37.130001068115234
2016-02-18,37.52000045776367
2016-02-19,38.20000076293945
2016-02-22,38.959999084472656
2016-02-23,38.7400016784668
2016-02-24,38.900001525878906
2016-02-25,39.220001220703125
2016-02-26,38.810001373291016
2016-02-29,39.58000183105469
2016-03-01,40.349998474121094
2016-03-02,39.790000915527344
2016-03-03,40.849998474121094
2016-03-04,40.83000183105469
2016-03-07,40.790000915527344
2016-03-08,40.439998626708984
2016-03-09,40.540000915527344
2016-03-10,40.150001525878906
2016-03-11,40.63999938964844
2016-03-14,40.81999969482422
2016-03-15,41.220001220703125
2016-03-16,41.150001525878906
2016-03-17,40.900001525878906
2016-03-18,41.29999923706055
2016-03-21,41.130001068115234
2016-03-22,41.400001525878906
2016-03-23,40.66999816894531
2016-03-24,40.61000061035156
2016-03-28,40.70000076293945
2016-03-29,41.5
2016-03-30,41.5099983215332
2016-03-31,41.5
2016-04-01,41.7599983215332
2016-04-04,41.439998626708984
2016-04-05,41.2599983215332
2016-04-06,42.15999984741211
2016-04-07,41.65999984741211
2016-04-08,41.560001373291016
2016-04-11,41.619998931884766
2016-04-12,41.630001068115234
2016-04-13,42.2400016784668
2016-04-14,42.04999923706055
2016-04-15,42.06999969482422
2016-04-18,42.540000915527344
2016-04-19,42.86000061035156
2016-04-20,42.380001068115234
2016-04-21,42.18000030517578
2016-04-22,42.09000015258789
2016-04-25,40.16999816894531
2016-04-26,40.81999969482422
2016-04-27,40.86000061035156
2016-04-28,40.119998931884766
2016-04-29,38.5
2016-05-02,38.43000030517578
2016-05-03,38.34000015258789
2016-05-04,40.65999984741211
2016-05-05,40.47999954223633
2016-05-06,40.52000045776367
2016-05-09,40.810001373291016
2016-05-10,41.58000183105469
2016-05-11,41.5
2016-05-12,41.619998931884766
2016-05-13,41.349998474121094
2016-05-16,42.09000015258789
2016-05-17,41.540000915527344
2016-05-18,42.08000183105469
2016-05-19,42.209999084472656
2016-05-20,42.689998626708984
2016-05-23,41.86000061035156
2016-05-24,41.86000061035156
2016-05-25,41.970001220703125
2016-05-26,41.869998931884766
2016-05-27,41.959999084472656
2016-05-31,42.560001373291016
2016-06-01,42.61000061035156
2016-06-02,42.650001525878906
2016-06-03,42.720001220703125
2016-06-06,42.459999084472656
2016-06-07,42.599998474121094
2016-06-08,43.0
2016-06-09,42.88999938964844
2016-06-10,42.810001373291016
2016-06-13,42.43000030517578
2016-06-14,42.43000030517578
2016-06-15,42.400001525878906
2016-06-16,40.79999923706055
2016-06-17,40.52000045776367
2016-06-20,41.130001068115234
2016-06-21,41.439998626708984
2016-06-22,41.369998931884766
2016-06-23,41.72999954223633
2016-06-24,39.689998626708984
2016-06-27,39.290000915527344
2016-06-28,39.63999938964844
2016-06-29,39.720001220703125
2016-06-30,40.08000183105469
2016-07-01,40.29999923706055
2016-07-05,39.849998474121094
2016-07-06,39.9900016784668
2016-07-07,39.959999084472656
2016-07-08,40.43000030517578
2016-07-11,40.90999984741211
2016-07-12,41.0
2016-07-13,40.970001220703125
2016-07-14,41.209999084472656
2016-07-15,41.25
2016-07-18,41.36000061035156
2016-07-19,41.630001068115234
2016-07-20,42.41999816894531
2016-07-21,42.369998931884766
2016-07-22,42.2599983215332
2016-07-25,42.619998931884766
2016-07-26,42.65999984741211
2016-07-27,42.61000061035156
2016-07-28,42.689998626708984
2016-07-29,42.93000030517578
2016-08-01,43.02000045776367
2016-08-02,42.630001068115234
2016-08-03,44.220001220703125
2016-08-04,44.29999923706055
2016-08-05,44.72999954223633
2016-08-08,44.9900016784668
2016-08-09,45.849998474121094
2016-08-10,45.70000076293945
2016-08-11,45.52000045776367
2016-08-12,45.290000915527344
2016-08-15,45.31999969482422
2016-08-16,44.59000015258789
2016-08-17,44.5099983215332
2016-08-18,44.900001525878906
2016-08-19,44.869998931884766
2016-08-22,45.06999969482422
2016-08-23,44.95000076293945
2016-08-24,44.95000076293945
2016-08-25,44.83000183105469
2016-08-26,44.2400016784668
2016-08-29,44.58000183105469
2016-08-30,44.83000183105469
2016-08-31,44.650001525878906
2016-09-01,44.36000061035156
2016-09-02,44.77000045776367
2016-09-06,45.0099983215332
2016-09-07,45.04999923706055
2016-09-08,44.7400016784668
2016-09-09,43.689998626708984
2016-09-12,44.279998779296875
2016-09-13,43.880001068115234
2016-09-14,44.029998779296875
2016-09-15,44.630001068115234
2016-09-16,44.900001525878906
2016-09-19,45.63999938964844
2016-09-20,45.900001525878906
2016-09-21,46.54999923706055
2016-09-22,47.34000015258789
2016-09-23,46.279998779296875
2016-09-26,45.61000061035156
2016-09-27,45.66999816894531
2016-09-28,45.66999816894531
2016-09-29,45.290000915527344
2016-09-30,45.72999954223633
2016-10-03,45.619998931884766
2016-10-04,45.91999816894531
2016-10-05,45.720001220703125
2016-10-06,45.5099983215332
2016-10-07,45.11000061035156
2016-10-10,44.9900016784668
2016-10-11,44.27000045776367
2016-10-12,44.650001525878906
2016-10-13,44.66999816894531
2016-10-14,44.31999969482422
2016-10-17,44.189998626708984
2016-10-18,44.279998779296875
2016-10-19,44.15999984741211
2016-10-20,44.099998474121094
2016-10-21,44.29999923706055
2016-10-24,44.93000030517578
2016-10-25,44.77000045776367
2016-10-26,44.97999954223633
2016-10-27,44.779998779296875
2016-10-28,44.83000183105469
2016-10-31,44.90999984741211
2016-11-01,45.150001525878906
2016-11-02,43.86000061035156
2016-11-03,44.0099983215332
2016-11-04,43.72999954223633
2016-11-07,45.279998779296875
2016-11-08,44.56999969482422
2016-11-09,44.47999954223633
2016-11-10,44.4900016784668
2016-11-11,46.4900016784668
2016-11-14,48.779998779296875
2016-11-15,49.20000076293945
2016-11-16,50.650001525878906
2016-11-17,51.959999084472656
2016-11-18,51.43000030517578
2016-11-21,51.77000045776367
2016-11-22,51.220001220703125
2016-11-23,51.36000061035156
2016-11-25,51.84000015258789
2016-11-28,51.70000076293945
2016-11-29,51.779998779296875
2016-11-30,51.2400016784668
2016-12-01,52.84000015258789
2016-12-02,52.84000015258789
2016-12-05,52.75
2016-12-06,53.38999938964844
2016-12-07,54.36000061035156
2016-12-08,55.400001525878906
2016-12-09,53.43000030517578
2016-12-12,53.04999923706055
2016-12-13,53.41999816894531
2016-12-14,53.09000015258789
2016-12-15,53.36000061035156
2016-12-16,52.849998474121094
2016-12-19,52.880001068115234
2016-12-20,53.43000030517578
2016-12-21,52.959999084472656
2016-12-22,52.0099983215332
2016-12-23,53.029998779296875
2016-12-27,53.310001373291016
2016-12-28,52.7599983215332
2016-12-29,52.689998626708984
2016-12-30,52.09000015258789
2017-01-03,51.540000915527344
2017-01-04,52.380001068115234
2017-01-05,51.869998931884766
2017-01-06,51.689998626708984
2017-01-09,51.16999816894531
2017-01-10,52.2400016784668
2017-01-11,52.959999084472656
2017-01-12,52.7400016784668
2017-01-13,53.220001220703125
2017-01-17,52.689998626708984
2017-01-18,52.41999816894531
2017-01-19,52.0099983215332
2017-01-20,52.02000045776367
2017-01-23,51.45000076293945
2017-01-24,51.70000076293945
2017-01-25,51.75
2017-01-26,51.720001220703125
2017-01-27,51.47999954223633
2017-01-30,51.040000915527344
2017-01-31,51.5099983215332
2017-02-01,52.880001068115234
2017-02-02,52.810001373291016
2017-02-03,53.349998474121094
2017-02-06,53.400001525878906
2017-02-07,56.93000030517578
2017-02-08,57.15999984741211
2017-02-09,58.29999923706055
2017-02-10,58.709999084472656
2017-02-13,59.2599983215332
2017-02-14,59.380001068115234
2017-02-15,59.25
2017-02-16,58.83000183105469
2017-02-17,59.9900016784668
2017-02-21,59.63999938964844
2017-02-22,59.90999984741211
2017-02-23,59.31999969482422
2017-02-24,59.380001068115234
2017-02-27,59.40999984741211
2017-02-28,58.900001525878906
2017-03-01,59.779998779296875
2017-03-02,59.66999816894531
2017-03-03,59.34000015258789
2017-03-06,59.47999954223633
2017-03-07,59.47999954223633
2017-03-08,59.15999984741211
2017-03-09,59.540000915527344
2017-03-10,59.20000076293945
2017-03-13,59.27000045776367
2017-03-14,59.41999816894531
2017-03-15,60.04999923706055
2017-03-16,60.599998474121094
2017-03-17,60.36000061035156
2017-03-20,59.72999954223633
2017-03-21,57.95000076293945
2017-03-22,58.060001373291016
2017-03-23,58.09000015258789
2017-03-24,57.630001068115234
2017-03-27,56.939998626708984
2017-03-28,56.86000061035156
2017-03-29,56.97999954223633
