,AGFS
2015-06-08,10.850000381469727
2015-06-09,10.760000228881836
2015-06-10,11.25
2015-06-11,11.210000038146973
2015-06-12,11.289999961853027
2015-06-15,11.319999694824219
2015-06-16,11.399999618530273
2015-06-17,11.470000267028809
2015-06-18,11.359999656677246
2015-06-19,11.350000381469727
2015-06-22,11.65999984741211
2015-06-23,11.569999694824219
2015-06-24,11.619999885559082
2015-06-25,11.779999732971191
2015-06-26,11.770000457763672
2015-06-29,11.800000190734863
2015-06-30,12.5
2015-07-01,12.619999885559082
2015-07-02,12.600000381469727
2015-07-06,12.800000190734863
2015-07-07,12.989999771118164
2015-07-08,12.970000267028809
2015-07-09,12.8100004196167
2015-07-10,12.670000076293945
2015-07-13,12.75
2015-07-14,12.75
2015-07-15,12.800000190734863
2015-07-16,12.699999809265137
2015-07-17,12.609999656677246
2015-07-20,12.604999542236328
2015-07-21,12.520000457763672
2015-07-22,12.460000038146973
2015-07-23,12.369999885559082
2015-07-24,12.199999809265137
2015-07-27,11.850000381469727
2015-07-28,11.869999885559082
2015-07-29,11.829999923706055
2015-07-30,11.869999885559082
2015-07-31,12.0
2015-08-03,12.0
2015-08-04,12.0
2015-08-05,11.899999618530273
2015-08-06,11.699999809265137
2015-08-07,11.550000190734863
2015-08-10,11.329999923706055
2015-08-11,11.0600004196167
2015-08-12,10.960000038146973
2015-08-13,10.84000015258789
2015-08-14,10.850000381469727
2015-08-17,10.989999771118164
2015-08-18,10.100000381469727
2015-08-19,9.859999656677246
2015-08-20,9.649999618530273
2015-08-21,9.739999771118164
2015-08-24,9.869999885559082
2015-08-25,9.770000457763672
2015-08-26,10.050000190734863
2015-08-27,10.239999771118164
2015-08-28,9.989999771118164
2015-08-31,9.760000228881836
2015-09-01,9.75
2015-09-02,9.649999618530273
2015-09-03,9.779999732971191
2015-09-04,9.90999984741211
2015-09-08,10.300000190734863
2015-09-09,9.850000381469727
2015-09-10,9.930000305175781
2015-09-11,10.0
2015-09-14,9.890000343322754
2015-09-15,10.119999885559082
2015-09-16,9.989999771118164
2015-09-17,10.130000114440918
2015-09-18,10.0
2015-09-21,10.220000267028809
2015-09-22,10.260000228881836
2015-09-23,10.100000381469727
2015-09-24,9.649999618530273
2015-09-25,9.329999923706055
2015-09-28,7.960000038146973
2015-09-29,7.639999866485596
2015-09-30,7.940000057220459
2015-10-01,8.229999542236328
2015-10-02,8.369999885559082
2015-10-05,8.770000457763672
2015-10-06,8.5
2015-10-07,8.390000343322754
2015-10-08,8.359999656677246
2015-10-09,8.319999694824219
2015-10-12,8.300000190734863
2015-10-13,8.149999618530273
2015-10-14,8.109999656677246
2015-10-15,8.069999694824219
2015-10-16,7.909999847412109
2015-10-19,8.029999732971191
2015-10-20,8.010000228881836
2015-10-21,7.989999771118164
2015-10-22,7.789999961853027
2015-10-23,7.949999809265137
2015-10-26,7.789999961853027
2015-10-27,7.400000095367432
2015-10-28,6.96999979019165
2015-10-29,6.820000171661377
2015-10-30,7.070000171661377
2015-11-02,7.050000190734863
2015-11-03,7.150000095367432
2015-11-04,7.269999980926514
2015-11-05,7.21999979019165
2015-11-06,7.179999828338623
2015-11-09,7.320000171661377
2015-11-10,7.28000020980835
2015-11-11,7.400000095367432
2015-11-12,7.239999771118164
2015-11-13,7.010000228881836
2015-11-16,7.159999847412109
2015-11-17,5.150000095367432
2015-11-18,5.639999866485596
2015-11-19,5.389999866485596
2015-11-20,5.71999979019165
2015-11-23,5.710000038146973
2015-11-24,5.71999979019165
2015-11-25,5.860000133514404
2015-11-27,6.059999942779541
2015-11-30,6.449999809265137
2015-12-01,6.389999866485596
2015-12-02,6.349999904632568
2015-12-03,6.079999923706055
2015-12-04,6.019999980926514
2015-12-07,5.869999885559082
2015-12-08,5.920000076293945
2015-12-09,6.0
2015-12-10,6.070000171661377
2015-12-11,5.909999847412109
2015-12-14,5.53000020980835
2015-12-15,5.510000228881836
2015-12-16,5.5
2015-12-17,5.550000190734863
2015-12-18,5.400000095367432
2015-12-21,5.5
2015-12-22,5.889999866485596
2015-12-23,6.150000095367432
2015-12-24,6.429999828338623
2015-12-28,6.360000133514404
2015-12-29,6.380000114440918
2015-12-30,6.340000152587891
2015-12-31,6.329999923706055
2016-01-04,6.28000020980835
2016-01-05,6.300000190734863
2016-01-06,6.010000228881836
2016-01-07,5.920000076293945
2016-01-08,6.059999942779541
2016-01-11,5.820000171661377
2016-01-12,5.760000228881836
2016-01-13,5.989999771118164
2016-01-14,6.0
2016-01-15,6.0
2016-01-19,5.940000057220459
2016-01-20,5.730000019073486
2016-01-21,5.710000038146973
2016-01-22,5.75
2016-01-25,5.650000095367432
2016-01-26,5.71999979019165
2016-01-27,5.650000095367432
2016-01-28,5.300000190734863
2016-01-29,5.489999771118164
2016-02-01,5.360000133514404
2016-02-02,5.389999866485596
2016-02-03,5.230000019073486
2016-02-04,5.5
2016-02-05,5.179999828338623
2016-02-08,5.050000190734863
2016-02-09,4.409999847412109
2016-02-10,4.320000171661377
2016-02-11,4.539999961853027
2016-02-12,4.590000152587891
2016-02-16,4.599999904632568
2016-02-17,4.610000133514404
2016-02-18,4.599999904632568
2016-02-19,4.519999980926514
2016-02-22,4.570000171661377
2016-02-23,4.510000228881836
2016-02-24,4.309999942779541
2016-02-25,4.360000133514404
2016-02-26,4.510000228881836
2016-02-29,4.889999866485596
2016-03-01,4.880000114440918
2016-03-02,4.789999961853027
2016-03-03,5.0
2016-03-04,5.0
2016-03-07,5.070000171661377
2016-03-08,5.0
2016-03-09,5.239999771118164
2016-03-10,5.170000076293945
2016-03-11,5.170000076293945
2016-03-14,5.320000171661377
2016-03-15,5.670000076293945
2016-03-16,5.690000057220459
2016-03-17,5.820000171661377
2016-03-18,6.0
2016-03-21,6.050000190734863
2016-03-22,6.300000190734863
2016-03-23,6.760000228881836
2016-03-24,6.5
2016-03-28,6.559999942779541
2016-03-29,6.489999771118164
2016-03-30,6.5
2016-03-31,6.400000095367432
2016-04-01,6.099999904632568
2016-04-04,6.019999980926514
2016-04-05,6.199999809265137
2016-04-06,6.400000095367432
2016-04-07,6.150000095367432
2016-04-08,6.269999980926514
2016-04-11,6.289999961853027
2016-04-12,6.5
2016-04-13,6.5
2016-04-14,6.53000020980835
2016-04-15,6.460000038146973
2016-04-18,6.480000019073486
2016-04-19,6.659999847412109
2016-04-20,6.5
2016-04-21,6.5
2016-04-22,6.389999866485596
2016-04-25,6.389999866485596
2016-04-26,6.289999961853027
2016-04-27,6.289999961853027
2016-04-28,6.28000020980835
2016-04-29,6.230000019073486
2016-05-02,6.059999942779541
2016-05-03,5.909999847412109
2016-05-04,5.929999828338623
2016-05-05,5.840000152587891
2016-05-06,5.869999885559082
2016-05-09,5.53000020980835
2016-05-10,5.510000228881836
2016-05-11,5.510000228881836
2016-05-12,5.340000152587891
2016-05-13,5.079999923706055
2016-05-16,5.03000020980835
2016-05-17,4.789999961853027
2016-05-18,4.630000114440918
2016-05-19,4.5
2016-05-20,4.849999904632568
2016-05-23,5.130000114440918
2016-05-24,5.0
2016-05-25,4.980000019073486
2016-05-26,4.940000057220459
2016-05-27,4.949999809265137
2016-05-31,5.019999980926514
2016-06-01,5.0
2016-06-02,5.059999942779541
2016-06-03,5.039999961853027
2016-06-06,5.269999980926514
2016-06-07,5.369999885559082
2016-06-08,5.429999828338623
2016-06-09,5.460000038146973
2016-06-10,5.409999847412109
2016-06-13,5.199999809265137
2016-06-14,5.170000076293945
2016-06-15,5.190000057220459
2016-06-16,5.099999904632568
2016-06-17,5.050000190734863
2016-06-20,5.019999980926514
2016-06-21,4.96999979019165
2016-06-22,4.949999809265137
2016-06-23,4.989999771118164
2016-06-24,4.730000019073486
2016-06-27,4.639999866485596
2016-06-28,5.059999942779541
2016-06-29,5.110000133514404
2016-06-30,5.309999942779541
2016-07-01,5.449999809265137
2016-07-05,5.389999866485596
2016-07-06,5.429999828338623
2016-07-07,5.46999979019165
2016-07-08,5.909999847412109
2016-07-11,5.96999979019165
2016-07-12,6.010000228881836
2016-07-13,5.920000076293945
2016-07-14,5.739999771118164
2016-07-15,5.590000152587891
2016-07-18,5.760000228881836
2016-07-19,5.679999828338623
2016-07-20,5.659999847412109
2016-07-21,5.710000038146973
2016-07-22,5.659999847412109
2016-07-25,5.610000133514404
2016-07-26,5.900000095367432
2016-07-27,6.510000228881836
2016-07-28,6.409999847412109
2016-07-29,6.449999809265137
2016-08-01,6.199999809265137
2016-08-02,5.900000095367432
2016-08-03,6.110000133514404
2016-08-04,5.980000019073486
2016-08-05,6.179999828338623
2016-08-08,6.139999866485596
2016-08-09,6.090000152587891
2016-08-10,5.960000038146973
2016-08-11,6.03000020980835
2016-08-12,5.800000190734863
2016-08-15,5.989999771118164
2016-08-16,5.800000190734863
2016-08-17,5.849999904632568
2016-08-18,6.0
2016-08-19,5.980000019073486
2016-08-22,5.75
2016-08-23,5.860000133514404
2016-08-24,5.849999904632568
2016-08-25,5.960000038146973
2016-08-26,5.739999771118164
2016-08-29,5.909999847412109
2016-08-30,6.300000190734863
2016-08-31,6.070000171661377
2016-09-01,5.989999771118164
2016-09-02,5.920000076293945
2016-09-06,5.929999828338623
2016-09-07,6.090000152587891
2016-09-08,6.039999961853027
2016-09-09,5.75
2016-09-12,6.010000228881836
2016-09-13,5.900000095367432
2016-09-14,5.829999923706055
2016-09-15,5.789999961853027
2016-09-16,5.710000038146973
2016-09-19,5.78000020980835
2016-09-20,5.610000133514404
2016-09-21,5.5
2016-09-22,5.480000019073486
2016-09-23,5.320000171661377
2016-09-26,5.159999847412109
2016-09-27,5.210000038146973
2016-09-28,5.389999866485596
2016-09-29,5.260000228881836
2016-09-30,5.289999961853027
2016-10-03,5.369999885559082
2016-10-04,5.300000190734863
2016-10-05,5.349999904632568
2016-10-06,5.349999904632568
2016-10-07,5.329999923706055
2016-10-10,5.340000152587891
2016-10-11,5.090000152587891
2016-10-12,5.119999885559082
2016-10-13,5.110000133514404
2016-10-14,5.010000228881836
2016-10-17,4.860000133514404
2016-10-18,4.920000076293945
2016-10-19,4.96999979019165
2016-10-20,5.110000133514404
2016-10-21,5.03000020980835
2016-10-24,4.929999828338623
2016-10-25,4.829999923706055
2016-10-26,4.730000019073486
2016-10-27,4.760000228881836
2016-10-28,4.659999847412109
2016-10-31,4.699999809265137
2016-11-01,4.650000095367432
2016-11-02,4.670000076293945
2016-11-03,4.599999904632568
2016-11-04,4.739999771118164
2016-11-07,4.880000114440918
2016-11-08,4.699999809265137
2016-11-09,2.4000000953674316
2016-11-10,2.0199999809265137
2016-11-11,2.4700000286102295
2016-11-14,2.4000000953674316
2016-11-15,2.200000047683716
2016-11-16,2.2200000286102295
2016-11-17,2.240000009536743
2016-11-18,2.450000047683716
2016-11-21,2.9000000953674316
2016-11-22,3.180000066757202
2016-11-23,3.109999895095825
2016-11-25,3.119999885559082
2016-11-28,2.890000104904175
2016-11-29,2.869999885559082
2016-11-30,2.799999952316284
2016-12-01,2.859999895095825
2016-12-02,3.009999990463257
2016-12-05,3.130000114440918
2016-12-06,3.0799999237060547
2016-12-07,3.0
2016-12-08,2.799999952316284
2016-12-09,2.880000114440918
2016-12-12,2.819999933242798
2016-12-13,2.799999952316284
2016-12-14,2.7200000286102295
2016-12-15,2.7300000190734863
2016-12-16,2.7799999713897705
2016-12-19,2.7200000286102295
2016-12-20,2.75
2016-12-21,2.700000047683716
2016-12-22,2.7100000381469727
2016-12-23,2.799999952316284
2016-12-27,2.7799999713897705
2016-12-28,2.700000047683716
2016-12-29,2.5799999237060547
2016-12-30,2.6500000953674316
2017-01-03,2.549999952316284
2017-01-04,2.7799999713897705
2017-01-05,2.7699999809265137
2017-01-06,2.7699999809265137
2017-01-09,2.6700000762939453
2017-01-10,2.690000057220459
2017-01-11,2.740000009536743
2017-01-12,2.740000009536743
2017-01-13,2.7799999713897705
2017-01-17,2.7699999809265137
2017-01-18,2.7699999809265137
2017-01-19,2.7799999713897705
2017-01-20,2.7100000381469727
2017-01-23,2.7699999809265137
2017-01-24,2.9000000953674316
2017-01-25,2.9600000381469727
2017-01-26,2.765000104904175
2017-01-27,2.7200000286102295
2017-01-30,2.5999999046325684
2017-01-31,2.630000114440918
2017-02-01,2.7799999713897705
2017-02-02,2.8499999046325684
2017-02-03,2.7699999809265137
2017-02-06,2.6500000953674316
2017-02-07,2.640000104904175
2017-02-08,2.609999895095825
2017-02-09,2.690000057220459
2017-02-10,2.690000057220459
2017-02-13,2.690000057220459
2017-02-14,2.690000057220459
2017-02-15,2.7799999713897705
2017-02-16,2.7899999618530273
2017-02-17,2.7300000190734863
2017-02-21,2.7300000190734863
2017-02-22,2.7899999618530273
2017-02-23,2.799999952316284
2017-02-24,2.8399999141693115
2017-02-27,2.8299999237060547
2017-02-28,2.7100000381469727
2017-03-01,2.740000009536743
2017-03-02,2.740000009536743
2017-03-03,2.759999990463257
2017-03-06,2.7100000381469727
2017-03-07,2.7100000381469727
2017-03-08,2.819999933242798
2017-03-09,2.819999933242798
2017-03-10,2.940000057220459
2017-03-13,3.200000047683716
2017-03-14,3.1500000953674316
2017-03-15,3.180000066757202
2017-03-16,3.200000047683716
2017-03-17,3.390000104904175
2017-03-20,3.390000104904175
2017-03-21,3.3499999046325684
2017-03-22,3.319999933242798
2017-03-23,3.950000047683716
2017-03-24,3.5899999141693115
2017-03-27,4.039999961853027
2017-03-28,4.070000171661377
2017-03-29,4.190000057220459
2017-03-30,4.289999961853027
2017-03-31,4.369999885559082
2017-04-03,4.369999885559082
2017-04-04,4.230000019073486
2017-04-05,4.150000095367432
2017-04-06,4.860000133514404
2017-04-07,4.849999904632568
2017-04-10,5.03000020980835
2017-04-11,5.0
2017-04-12,4.860000133514404
2017-04-13,4.869999885559082
2017-04-17,4.800000190734863
2017-04-18,5.239999771118164
2017-04-19,5.789999961853027
2017-04-20,5.489999771118164
2017-04-21,5.75
2017-04-24,5.78000020980835
2017-04-25,5.610000133514404
2017-04-26,5.699999809265137
2017-04-27,5.820000171661377
2017-04-28,5.610000133514404
2017-05-01,5.690000057220459
2017-05-02,5.599999904632568
2017-05-03,5.409999847412109
2017-05-04,5.21999979019165
2017-05-05,5.579999923706055
2017-05-08,5.570000171661377
2017-05-09,6.130000114440918
2017-05-10,6.559999942779541
2017-05-11,6.860000133514404
2017-05-12,6.96999979019165
2017-05-15,6.900000095367432
2017-05-16,7.03000020980835
2017-05-17,6.820000171661377
2017-05-18,6.929999828338623
2017-05-19,6.989999771118164
2017-05-22,7.260000228881836
2017-05-23,7.199999809265137
2017-05-24,7.090000152587891
2017-05-25,7.010000228881836
2017-05-26,7.03000020980835
2017-05-30,6.840000152587891
2017-05-31,7.03000020980835
2017-06-01,7.150000095367432
2017-06-02,7.400000095367432
2017-06-05,7.400000095367432
2017-06-06,7.400000095367432
2017-06-07,7.519999980926514
2017-06-08,7.150000095367432
2017-06-09,7.070000171661377
2017-06-12,7.019999980926514
2017-06-13,7.170000076293945
2017-06-14,7.099999904632568
2017-06-15,7.059999942779541
2017-06-16,7.099999904632568
2017-06-19,7.460000038146973
2017-06-20,7.409999847412109
2017-06-21,7.019999980926514
2017-06-22,7.039999961853027
2017-06-23,7.050000190734863
2017-06-26,7.170000076293945
2017-06-27,6.989999771118164
2017-06-28,7.099999904632568
2017-06-29,7.309999942779541
2017-06-30,7.179999828338623
2017-07-03,7.400000095367432
2017-07-05,7.579999923706055
2017-07-06,7.920000076293945
2017-07-07,7.920000076293945
2017-07-10,7.980000019073486
2017-07-11,8.119999885559082
2017-07-12,8.1899995803833
2017-07-13,8.369999885559082
2017-07-14,8.199999809265137
2017-07-17,8.460000038146973
2017-07-18,8.229999542236328
2017-07-19,8.34000015258789
2017-07-20,8.489999771118164
2017-07-21,8.6899995803833
2017-07-24,8.6899995803833
2017-07-25,8.65999984741211
2017-07-26,8.289999961853027
2017-07-27,7.639999866485596
2017-07-28,7.949999809265137
2017-07-31,7.800000190734863
2017-08-01,7.849999904632568
2017-08-02,7.960000038146973
2017-08-03,7.489999771118164
2017-08-04,7.519999980926514
2017-08-07,7.579999923706055
2017-08-08,7.369999885559082
2017-08-09,7.510000228881836
2017-08-10,7.429999828338623
2017-08-11,7.300000190734863
2017-08-14,7.309999942779541
2017-08-15,7.150000095367432
2017-08-16,7.139999866485596
2017-08-17,7.019999980926514
2017-08-18,7.010000228881836
2017-08-21,7.099999904632568
2017-08-22,6.980000019073486
2017-08-23,7.119999885559082
2017-08-24,7.0
2017-08-25,7.139999866485596
2017-08-28,7.050000190734863
2017-08-29,7.019999980926514
2017-08-30,7.03000020980835
2017-08-31,7.119999885559082
2017-09-01,7.159999847412109
2017-09-05,7.150000095367432
2017-09-06,7.190000057220459
2017-09-07,7.21999979019165
2017-09-08,7.170000076293945
2017-09-11,7.119999885559082
2017-09-12,7.21999979019165
2017-09-13,7.099999904632568
2017-09-14,7.130000114440918
2017-09-15,7.159999847412109
2017-09-18,7.159999847412109
2017-09-19,7.179999828338623
2017-09-20,7.130000114440918
2017-09-21,7.130000114440918
2017-09-22,7.099999904632568
2017-09-25,7.079999923706055
2017-09-26,7.039999961853027
2017-09-27,7.119999885559082
2017-09-28,7.03000020980835
2017-09-29,7.03000020980835
2017-10-02,7.019999980926514
2017-10-03,7.059999942779541
2017-10-04,7.110000133514404
2017-10-05,7.050000190734863
2017-10-06,7.059999942779541
2017-10-09,7.019999980926514
2017-10-10,7.019999980926514
2017-10-11,7.110000133514404
2017-10-12,7.039999961853027
2017-10-13,7.03000020980835
2017-10-16,6.800000190734863
2017-10-17,6.659999847412109
2017-10-18,6.5
2017-10-19,6.340000152587891
2017-10-20,6.269999980926514
2017-10-23,6.389999866485596
2017-10-24,6.320000171661377
2017-10-25,5.840000152587891
2017-10-26,5.860000133514404
2017-10-27,5.880000114440918
2017-10-30,5.929999828338623
2017-10-31,5.900000095367432
2017-11-01,5.940000057220459
2017-11-02,5.519999980926514
2017-11-03,5.380000114440918
2017-11-06,5.260000228881836
2017-11-07,5.260000228881836
2017-11-08,5.099999904632568
2017-11-09,5.210000038146973
2017-11-10,5.110000133514404
2017-11-13,5.420000076293945
2017-11-14,5.25
2017-11-15,5.119999885559082
2017-11-16,5.440000057220459
2017-11-17,5.320000171661377
2017-11-20,5.300000190734863
2017-11-21,5.269999980926514
2017-11-22,5.409999847412109
2017-11-24,5.71999979019165
2017-11-27,5.619999885559082
2017-11-28,5.789999961853027
2017-11-29,5.840000152587891
2017-11-30,6.079999923706055
2017-12-01,5.840000152587891
2017-12-04,5.889999866485596
2017-12-05,6.460000038146973
2017-12-06,6.670000076293945
2017-12-07,6.829999923706055
2017-12-08,6.820000171661377
2017-12-11,6.820000171661377
2017-12-12,6.820000171661377
2017-12-13,7.059999942779541
2017-12-14,7.130000114440918
2017-12-15,7.159999847412109
2017-12-18,7.110000133514404
2017-12-19,7.389999866485596
2017-12-20,7.429999828338623
2017-12-21,7.28000020980835
2017-12-22,7.369999885559082
2017-12-26,7.139999866485596
2017-12-27,7.329999923706055
2017-12-28,7.329999923706055
2017-12-29,7.400000095367432
2018-01-02,7.179999828338623
2018-01-03,7.21999979019165
2018-01-04,7.380000114440918
2018-01-05,7.369999885559082
2018-01-08,7.130000114440918
2018-01-09,7.300000190734863
2018-01-10,7.400000095367432
2018-01-11,7.769999980926514
2018-01-12,7.920000076293945
2018-01-16,7.699999809265137
2018-01-17,7.690000057220459
2018-01-18,7.5
2018-01-19,7.559999942779541
2018-01-22,7.659999847412109
2018-01-23,7.639999866485596
2018-01-24,7.590000152587891
2018-01-25,7.800000190734863
2018-01-26,7.75
2018-01-29,7.570000171661377
2018-01-30,7.599999904632568
2018-01-31,7.539999961853027
2018-02-01,7.550000190734863
2018-02-02,7.480000019073486
2018-02-05,7.380000114440918
2018-02-06,7.400000095367432
2018-02-07,7.46999979019165
2018-02-08,7.25
2018-02-09,7.429999828338623
2018-02-12,7.409999847412109
2018-02-13,7.579999923706055
2018-02-14,7.659999847412109
2018-02-15,7.710000038146973
2018-02-16,7.690000057220459
2018-02-20,7.809999942779541
2018-02-21,7.920000076293945
2018-02-22,8.239999771118164
2018-02-23,7.96999979019165
2018-02-26,7.920000076293945
2018-02-27,7.809999942779541
2018-02-28,7.739999771118164
2018-03-01,7.75
2018-03-02,7.539999961853027
2018-03-05,7.820000171661377
2018-03-06,7.949999809265137
2018-03-07,7.949999809265137
2018-03-08,7.849999904632568
2018-03-09,8.069999694824219
2018-03-12,8.079999923706055
2018-03-13,7.96999979019165
2018-03-14,7.920000076293945
2018-03-15,7.5
2018-03-16,7.010000228881836
2018-03-19,7.090000152587891
2018-03-20,7.079999923706055
2018-03-21,7.170000076293945
2018-03-22,7.139999866485596
2018-03-23,7.289999961853027
2018-03-26,7.21999979019165
2018-03-27,7.150000095367432
2018-03-28,7.300000190734863
2018-03-29,7.349999904632568
2018-04-02,7.260000228881836
2018-04-03,7.28000020980835
2018-04-04,7.360000133514404
2018-04-05,7.380000114440918
2018-04-06,7.260000228881836
2018-04-09,7.25
2018-04-10,7.300000190734863
2018-04-11,7.400000095367432
2018-04-12,7.369999885559082
2018-04-13,7.360000133514404
2018-04-16,7.349999904632568
2018-04-17,7.340000152587891
2018-04-18,7.309999942779541
2018-04-19,7.269999980926514
2018-04-20,7.300000190734863
2018-04-23,7.21999979019165
2018-04-24,7.269999980926514
2018-04-25,7.119999885559082
2018-04-26,6.920000076293945
2018-04-27,6.940000057220459
2018-04-30,6.920000076293945
2018-05-01,7.03000020980835
2018-05-02,7.090000152587891
2018-05-03,7.019999980926514
2018-05-04,7.110000133514404
2018-05-07,7.170000076293945
2018-05-08,7.179999828338623
2018-05-09,7.150000095367432
2018-05-10,7.090000152587891
2018-05-11,6.980000019073486
2018-05-14,6.949999809265137
2018-05-15,7.019999980926514
2018-05-16,6.96999979019165
2018-05-17,7.090000152587891
2018-05-18,7.050000190734863
2018-05-21,7.039999961853027
2018-05-22,6.96999979019165
2018-05-23,7.0
2018-05-24,7.0
2018-05-25,7.059999942779541
2018-05-29,7.039999961853027
2018-05-30,7.059999942779541
2018-05-31,7.070000171661377
2018-06-01,7.090000152587891
2018-06-04,7.210000038146973
2018-06-05,7.190000057220459
2018-06-06,7.28000020980835
2018-06-07,7.329999923706055
2018-06-08,7.360000133514404
2018-06-11,7.5
2018-06-12,7.5
2018-06-13,7.489999771118164
2018-06-14,7.510000228881836
2018-06-15,7.510000228881836
2018-06-18,7.630000114440918
2018-06-19,7.579999923706055
2018-06-20,7.559999942779541
2018-06-21,7.400000095367432
2018-06-22,7.320000171661377
2018-06-25,7.210000038146973
2018-06-26,7.159999847412109
2018-06-27,7.099999904632568
2018-06-28,7.0
2018-06-29,7.010000228881836
2018-07-02,7.119999885559082
2018-07-03,7.079999923706055
2018-07-05,7.119999885559082
2018-07-06,7.079999923706055
2018-07-09,7.010000228881836
2018-07-10,6.989999771118164
2018-07-11,6.949999809265137
2018-07-12,7.019999980926514
2018-07-13,6.949999809265137
2018-07-16,7.0
2018-07-17,7.119999885559082
2018-07-18,7.099999904632568
2018-07-19,7.050000190734863
2018-07-20,7.03000020980835
2018-07-23,7.039999961853027
2018-07-24,7.050000190734863
2018-07-25,7.019999980926514
2018-07-26,7.090000152587891
2018-07-27,7.010000228881836
2018-07-30,6.929999828338623
2018-07-31,7.110000133514404
2018-08-01,6.980000019073486
2018-08-02,7.010000228881836
2018-08-03,6.960000038146973
2018-08-06,7.099999904632568
2018-08-07,6.989999771118164
2018-08-08,6.96999979019165
2018-08-09,6.860000133514404
2018-08-10,6.699999809265137
2018-08-13,6.014999866485596
2018-08-14,6.110000133514404
2018-08-15,5.809999942779541
2018-08-16,5.829999923706055
2018-08-17,5.429999828338623
2018-08-20,5.360000133514404
2018-08-21,6.130000114440918
2018-08-22,6.300000190734863
2018-08-23,6.380000114440918
2018-08-24,6.340000152587891
2018-08-27,6.480000019073486
