,ANAB
2020-10-16,24.079999923706055
2020-10-19,25.670000076293945
2020-10-20,25.770000457763672
2020-10-21,25.260000228881836
2020-10-22,25.920000076293945
2020-10-23,25.729999542236328
2020-10-26,27.729999542236328
2020-10-27,27.93000030517578
2020-10-28,28.6299991607666
2020-10-29,29.299999237060547
2020-10-30,29.459999084472656
2020-11-02,30.0
2020-11-03,29.700000762939453
2020-11-04,29.6299991607666
2020-11-05,29.239999771118164
2020-11-06,28.899999618530273
2020-11-09,29.6200008392334
2020-11-10,29.739999771118164
2020-11-11,29.899999618530273
2020-11-12,29.43000030517578
2020-11-13,29.25
2020-11-16,27.420000076293945
2020-11-17,26.6299991607666
2020-11-18,26.389999389648438
2020-11-19,26.260000228881836
2020-11-20,26.459999084472656
2020-11-23,25.100000381469727
2020-11-24,24.639999389648438
2020-11-25,24.68000030517578
2020-11-27,25.790000915527344
2020-11-30,25.790000915527344
2020-12-01,24.719999313354492
2020-12-02,24.729999542236328
2020-12-03,24.579999923706055
2020-12-04,24.15999984741211
2020-12-07,24.020000457763672
2020-12-08,25.190000534057617
2020-12-09,23.530000686645508
2020-12-10,23.06999969482422
2020-12-11,22.959999084472656
2020-12-14,24.079999923706055
2020-12-15,24.479999542236328
2020-12-16,23.670000076293945
2020-12-17,24.079999923706055
2020-12-18,22.799999237060547
2020-12-21,23.540000915527344
2020-12-22,22.739999771118164
2020-12-23,22.6200008392334
2020-12-24,22.25
2020-12-28,21.719999313354492
2020-12-29,21.59000015258789
2020-12-30,21.8799991607666
2020-12-31,21.5
2021-01-04,23.360000610351562
2021-01-05,23.979999542236328
2021-01-06,24.739999771118164
2021-01-07,25.469999313354492
2021-01-08,25.34000015258789
2021-01-11,23.75
2021-01-12,24.31999969482422
2021-01-13,23.8799991607666
2021-01-14,25.6299991607666
2021-01-15,26.110000610351562
2021-01-19,25.729999542236328
2021-01-20,25.739999771118164
2021-01-21,25.100000381469727
2021-01-22,25.540000915527344
2021-01-25,24.889999389648438
2021-01-26,24.420000076293945
2021-01-27,23.299999237060547
2021-01-28,24.229999542236328
2021-01-29,25.920000076293945
2021-02-01,25.940000534057617
2021-02-02,27.200000762939453
2021-02-03,27.559999465942383
2021-02-04,28.1200008392334
2021-02-05,29.209999084472656
2021-02-08,29.709999084472656
2021-02-09,29.610000610351562
2021-02-10,29.700000762939453
2021-02-11,33.0099983215332
2021-02-12,35.22999954223633
2021-02-16,32.16999816894531
2021-02-17,31.209999084472656
2021-02-18,29.75
2021-02-19,29.170000076293945
2021-02-22,27.389999389648438
2021-02-23,26.700000762939453
2021-02-24,26.479999542236328
2021-02-25,25.979999542236328
2021-02-26,28.700000762939453
2021-03-01,28.049999237060547
2021-03-02,27.579999923706055
2021-03-03,28.690000534057617
2021-03-04,28.1299991607666
2021-03-05,29.469999313354492
2021-03-08,19.510000228881836
2021-03-09,19.0
2021-03-10,19.139999389648438
2021-03-11,21.719999313354492
2021-03-12,21.350000381469727
2021-03-15,19.809999465942383
2021-03-16,20.700000762939453
2021-03-17,22.170000076293945
2021-03-18,21.459999084472656
2021-03-19,21.520000457763672
2021-03-22,22.309999465942383
2021-03-23,20.940000534057617
2021-03-24,19.829999923706055
2021-03-25,21.1200008392334
2021-03-26,21.209999084472656
2021-03-29,19.81999969482422
2021-03-30,20.229999542236328
2021-03-31,21.549999237060547
2021-04-01,21.790000915527344
2021-04-05,22.68000030517578
2021-04-06,21.56999969482422
2021-04-07,21.260000228881836
2021-04-08,22.18000030517578
2021-04-09,20.8700008392334
2021-04-12,20.149999618530273
2021-04-13,20.510000228881836
2021-04-14,21.270000457763672
2021-04-15,22.06999969482422
2021-04-16,21.719999313354492
2021-04-19,21.75
2021-04-20,21.90999984741211
2021-04-21,22.68000030517578
2021-04-22,22.81999969482422
2021-04-23,23.610000610351562
2021-04-26,24.09000015258789
2021-04-27,23.899999618530273
2021-04-28,24.940000534057617
2021-04-29,24.3799991607666
2021-04-30,23.350000381469727
2021-05-03,23.68000030517578
2021-05-04,23.5
2021-05-05,24.3799991607666
2021-05-06,25.59000015258789
2021-05-07,26.15999984741211
2021-05-10,25.729999542236328
2021-05-11,25.75
2021-05-12,25.440000534057617
2021-05-13,25.969999313354492
2021-05-14,26.100000381469727
