,EPAY
2010-12-27,21.15999984741211
2010-12-28,22.530000686645508
2010-12-29,22.260000228881836
2010-12-30,22.149999618530273
2010-12-31,21.709999084472656
2011-01-03,22.25
2011-01-04,21.760000228881836
2011-01-05,22.030000686645508
2011-01-06,22.06999969482422
2011-01-07,21.200000762939453
2011-01-10,21.139999389648438
2011-01-11,21.209999084472656
2011-01-12,21.18000030517578
2011-01-13,21.1299991607666
2011-01-14,21.40999984741211
2011-01-18,21.440000534057617
2011-01-19,20.780000686645508
2011-01-20,20.600000381469727
2011-01-21,20.18000030517578
2011-01-24,20.110000610351562
2011-01-25,19.889999389648438
2011-01-26,20.06999969482422
2011-01-27,20.3700008392334
2011-01-28,22.899999618530273
2011-01-31,22.93000030517578
2011-02-01,22.979999542236328
2011-02-02,23.360000610351562
2011-02-03,23.1299991607666
2011-02-04,22.829999923706055
2011-02-07,22.770000457763672
2011-02-08,22.329999923706055
2011-02-09,21.84000015258789
2011-02-10,21.84000015258789
2011-02-11,22.170000076293945
2011-02-14,21.950000762939453
2011-02-15,21.709999084472656
2011-02-16,22.079999923706055
2011-02-17,22.15999984741211
2011-02-18,22.020000457763672
2011-02-22,21.139999389648438
2011-02-23,21.170000076293945
2011-02-24,21.219999313354492
2011-02-25,22.15999984741211
2011-02-28,22.110000610351562
2011-03-01,21.239999771118164
2011-03-02,21.270000457763672
2011-03-03,21.290000915527344
2011-03-04,21.389999389648438
2011-03-07,20.6200008392334
2011-03-08,21.030000686645508
2011-03-09,21.030000686645508
2011-03-10,20.799999237060547
2011-03-11,20.75
2011-03-14,20.6299991607666
2011-03-15,20.510000228881836
2011-03-16,20.520000457763672
2011-03-17,20.600000381469727
2011-03-18,21.040000915527344
2011-03-21,21.8799991607666
2011-03-22,21.899999618530273
2011-03-23,22.190000534057617
2011-03-24,22.700000762939453
2011-03-25,23.459999084472656
2011-03-28,23.780000686645508
2011-03-29,23.93000030517578
2011-03-30,24.899999618530273
2011-03-31,25.110000610351562
2011-04-01,24.610000610351562
2011-04-04,24.56999969482422
2011-04-05,24.719999313354492
2011-04-06,24.809999465942383
2011-04-07,24.549999237060547
2011-04-08,24.110000610351562
2011-04-11,23.670000076293945
2011-04-12,23.229999542236328
2011-04-13,23.459999084472656
2011-04-14,23.709999084472656
2011-04-15,24.729999542236328
2011-04-18,24.190000534057617
2011-04-19,23.549999237060547
2011-04-20,24.149999618530273
2011-04-21,24.149999618530273
2011-04-25,24.270000457763672
2011-04-26,24.549999237060547
2011-04-27,24.739999771118164
2011-04-28,24.860000610351562
2011-04-29,27.780000686645508
2011-05-02,26.1299991607666
2011-05-03,25.809999465942383
2011-05-04,25.25
2011-05-05,24.809999465942383
2011-05-06,24.899999618530273
2011-05-09,25.139999389648438
2011-05-10,25.75
2011-05-11,25.399999618530273
2011-05-12,25.860000610351562
2011-05-13,25.559999465942383
2011-05-16,25.0
2011-05-17,25.149999618530273
2011-05-18,25.059999465942383
2011-05-19,25.09000015258789
2011-05-20,24.920000076293945
2011-05-23,24.559999465942383
2011-05-24,24.09000015258789
2011-05-25,24.520000457763672
2011-05-26,24.549999237060547
2011-05-27,24.350000381469727
2011-05-31,26.0
2011-06-01,25.030000686645508
2011-06-02,24.690000534057617
2011-06-03,23.56999969482422
2011-06-06,23.059999465942383
2011-06-07,23.219999313354492
2011-06-08,22.520000457763672
2011-06-09,22.600000381469727
2011-06-10,22.15999984741211
2011-06-13,22.0
2011-06-14,22.559999465942383
2011-06-15,22.06999969482422
2011-06-16,22.200000762939453
2011-06-17,21.670000076293945
2011-06-20,21.969999313354492
2011-06-21,23.049999237060547
2011-06-22,23.170000076293945
2011-06-23,23.56999969482422
2011-06-24,23.510000228881836
2011-06-27,23.760000228881836
2011-06-28,24.43000030517578
2011-06-29,24.219999313354492
2011-06-30,24.709999084472656
2011-07-01,25.0
2011-07-05,25.350000381469727
2011-07-06,25.90999984741211
2011-07-07,26.149999618530273
2011-07-08,26.020000457763672
2011-07-11,25.459999084472656
2011-07-12,25.100000381469727
2011-07-13,25.239999771118164
2011-07-14,24.56999969482422
2011-07-15,24.760000228881836
2011-07-18,24.260000228881836
2011-07-19,25.030000686645508
2011-07-20,24.729999542236328
2011-07-21,25.020000457763672
2011-07-22,24.93000030517578
2011-07-25,24.65999984741211
2011-07-26,24.68000030517578
2011-07-27,23.760000228881836
2011-07-28,23.510000228881836
2011-07-29,23.290000915527344
2011-08-01,23.020000457763672
2011-08-02,22.68000030517578
2011-08-03,23.420000076293945
2011-08-04,22.100000381469727
2011-08-05,21.739999771118164
2011-08-08,19.309999465942383
2011-08-09,20.65999984741211
2011-08-10,19.100000381469727
2011-08-11,20.489999771118164
2011-08-12,22.709999084472656
2011-08-15,22.700000762939453
2011-08-16,22.049999237060547
2011-08-17,22.43000030517578
2011-08-18,21.780000686645508
2011-08-19,21.450000762939453
2011-08-22,21.459999084472656
2011-08-23,22.6299991607666
2011-08-24,22.6200008392334
2011-08-25,22.09000015258789
2011-08-26,22.6200008392334
2011-08-29,23.299999237060547
2011-08-30,23.200000762939453
2011-08-31,22.969999313354492
2011-09-01,22.6200008392334
2011-09-02,21.90999984741211
2011-09-06,21.799999237060547
2011-09-07,22.25
2011-09-08,21.65999984741211
2011-09-09,20.799999237060547
2011-09-12,21.229999542236328
2011-09-13,21.360000610351562
2011-09-14,21.829999923706055
2011-09-15,21.969999313354492
2011-09-16,22.0
2011-09-19,21.3799991607666
2011-09-20,20.93000030517578
2011-09-21,19.75
2011-09-22,18.579999923706055
2011-09-23,18.84000015258789
2011-09-26,19.18000030517578
2011-09-27,20.489999771118164
2011-09-28,20.360000610351562
2011-09-29,20.959999084472656
2011-09-30,20.139999389648438
2011-10-03,19.31999969482422
2011-10-04,20.989999771118164
2011-10-05,21.040000915527344
2011-10-06,21.31999969482422
2011-10-07,20.3700008392334
2011-10-10,21.549999237060547
2011-10-11,21.969999313354492
2011-10-12,22.549999237060547
2011-10-13,22.200000762939453
2011-10-14,22.989999771118164
2011-10-17,21.690000534057617
2011-10-18,22.559999465942383
2011-10-19,21.729999542236328
2011-10-20,21.81999969482422
2011-10-21,22.309999465942383
2011-10-24,23.520000457763672
2011-10-25,22.09000015258789
2011-10-26,22.75
2011-10-27,24.5
2011-10-28,24.270000457763672
2011-10-31,24.290000915527344
2011-11-01,23.43000030517578
2011-11-02,23.989999771118164
2011-11-03,24.5
2011-11-04,23.610000610351562
2011-11-07,23.170000076293945
2011-11-08,23.670000076293945
2011-11-09,22.020000457763672
2011-11-10,22.059999465942383
2011-11-11,22.850000381469727
2011-11-14,22.639999389648438
2011-11-15,22.6299991607666
2011-11-16,22.100000381469727
2011-11-17,21.6200008392334
2011-11-18,21.729999542236328
2011-11-21,21.209999084472656
2011-11-22,21.15999984741211
2011-11-23,20.18000030517578
2011-11-25,20.110000610351562
2011-11-28,21.25
2011-11-29,20.850000381469727
2011-11-30,22.5
2011-12-01,22.889999389648438
2011-12-02,22.399999618530273
2011-12-05,22.219999313354492
2011-12-06,22.09000015258789
2011-12-07,21.799999237060547
2011-12-08,21.0
2011-12-09,21.760000228881836
2011-12-12,21.690000534057617
2011-12-13,21.1299991607666
2011-12-14,20.829999923706055
2011-12-15,21.649999618530273
2011-12-16,21.780000686645508
2011-12-19,21.34000015258789
2011-12-20,22.649999618530273
2011-12-21,22.559999465942383
2011-12-22,22.6299991607666
2011-12-23,22.729999542236328
2011-12-27,22.940000534057617
2011-12-28,22.68000030517578
2011-12-29,22.889999389648438
2011-12-30,23.170000076293945
2012-01-03,23.540000915527344
2012-01-04,23.190000534057617
2012-01-05,23.420000076293945
2012-01-06,23.059999465942383
2012-01-09,23.530000686645508
2012-01-10,24.829999923706055
2012-01-11,24.68000030517578
2012-01-12,25.40999984741211
2012-01-13,25.799999237060547
2012-01-17,25.8799991607666
2012-01-18,26.479999542236328
2012-01-19,27.0
2012-01-20,27.139999389648438
2012-01-23,27.149999618530273
2012-01-24,27.709999084472656
2012-01-25,27.459999084472656
2012-01-26,27.139999389648438
2012-01-27,27.389999389648438
2012-01-30,27.1200008392334
2012-01-31,27.34000015258789
2012-02-01,27.149999618530273
2012-02-02,27.93000030517578
2012-02-03,28.06999969482422
2012-02-06,28.190000534057617
2012-02-07,28.1299991607666
2012-02-08,27.729999542236328
2012-02-09,27.350000381469727
2012-02-10,27.059999465942383
2012-02-13,28.489999771118164
2012-02-14,28.420000076293945
2012-02-15,27.799999237060547
2012-02-16,28.979999542236328
2012-02-17,28.649999618530273
2012-02-21,28.25
2012-02-22,28.450000762939453
2012-02-23,29.420000076293945
2012-02-24,29.350000381469727
2012-02-27,29.010000228881836
2012-02-28,28.989999771118164
2012-02-29,28.100000381469727
2012-03-01,29.290000915527344
2012-03-02,28.670000076293945
2012-03-05,28.420000076293945
2012-03-06,26.84000015258789
2012-03-07,27.600000381469727
2012-03-08,28.280000686645508
2012-03-09,28.8799991607666
2012-03-12,28.31999969482422
2012-03-13,29.549999237060547
2012-03-14,29.3700008392334
2012-03-15,29.270000457763672
2012-03-16,28.59000015258789
2012-03-19,28.90999984741211
2012-03-20,28.450000762939453
2012-03-21,28.59000015258789
2012-03-22,28.110000610351562
2012-03-23,28.5
2012-03-26,28.84000015258789
2012-03-27,28.479999542236328
2012-03-28,28.5
2012-03-29,28.190000534057617
2012-03-30,27.940000534057617
2012-04-02,28.18000030517578
2012-04-03,27.8799991607666
2012-04-04,27.049999237060547
2012-04-05,27.06999969482422
2012-04-09,26.43000030517578
2012-04-10,25.479999542236328
2012-04-11,25.559999465942383
2012-04-12,26.31999969482422
2012-04-13,25.469999313354492
2012-04-16,25.280000686645508
2012-04-17,25.25
2012-04-18,25.1200008392334
2012-04-19,24.969999313354492
2012-04-20,24.399999618530273
2012-04-23,24.06999969482422
2012-04-24,23.700000762939453
2012-04-25,24.100000381469727
2012-04-26,24.020000457763672
2012-04-27,24.440000534057617
2012-04-30,23.530000686645508
2012-05-01,23.299999237060547
2012-05-02,23.579999923706055
2012-05-03,23.209999084472656
2012-05-04,22.5
2012-05-07,19.030000686645508
2012-05-08,19.280000686645508
2012-05-09,18.90999984741211
2012-05-10,18.739999771118164
2012-05-11,19.079999923706055
2012-05-14,18.450000762939453
2012-05-15,18.469999313354492
2012-05-16,18.469999313354492
2012-05-17,18.31999969482422
2012-05-18,18.25
2012-05-21,18.469999313354492
2012-05-22,18.25
2012-05-23,18.540000915527344
2012-05-24,18.299999237060547
2012-05-25,18.0
2012-05-29,18.0
2012-05-30,17.729999542236328
2012-05-31,17.8799991607666
2012-06-01,17.059999465942383
2012-06-04,17.149999618530273
2012-06-05,17.3799991607666
2012-06-06,17.81999969482422
2012-06-07,17.809999465942383
2012-06-08,17.579999923706055
2012-06-11,17.399999618530273
2012-06-12,17.459999084472656
2012-06-13,17.34000015258789
2012-06-14,17.280000686645508
2012-06-15,18.420000076293945
2012-06-18,18.420000076293945
2012-06-19,19.149999618530273
2012-06-20,19.1200008392334
2012-06-21,18.770000457763672
2012-06-22,18.8700008392334
2012-06-25,18.309999465942383
2012-06-26,18.079999923706055
2012-06-27,18.040000915527344
2012-06-28,17.59000015258789
2012-06-29,18.049999237060547
2012-07-02,17.940000534057617
2012-07-03,18.200000762939453
2012-07-05,18.520000457763672
2012-07-06,18.0
2012-07-09,17.93000030517578
2012-07-10,17.84000015258789
2012-07-11,18.059999465942383
2012-07-12,18.100000381469727
2012-07-13,19.020000457763672
2012-07-16,19.149999618530273
2012-07-17,18.860000610351562
2012-07-18,19.40999984741211
2012-07-19,19.389999389648438
2012-07-20,19.0
2012-07-23,18.399999618530273
2012-07-24,18.559999465942383
2012-07-25,18.700000762939453
2012-07-26,18.700000762939453
2012-07-27,19.270000457763672
2012-07-30,19.1299991607666
2012-07-31,18.989999771118164
2012-08-01,18.329999923706055
2012-08-02,18.209999084472656
2012-08-03,19.520000457763672
2012-08-06,19.899999618530273
2012-08-07,19.989999771118164
2012-08-08,20.1299991607666
2012-08-09,19.950000762939453
2012-08-10,23.950000762939453
2012-08-13,24.1299991607666
2012-08-14,23.440000534057617
2012-08-15,23.389999389648438
2012-08-16,23.40999984741211
2012-08-17,23.389999389648438
2012-08-20,22.979999542236328
2012-08-21,22.84000015258789
2012-08-22,23.719999313354492
2012-08-23,23.239999771118164
2012-08-24,23.079999923706055
2012-08-27,22.850000381469727
2012-08-28,22.809999465942383
2012-08-29,22.700000762939453
2012-08-30,22.329999923706055
2012-08-31,22.440000534057617
2012-09-04,22.81999969482422
2012-09-05,22.829999923706055
2012-09-06,23.309999465942383
2012-09-07,23.56999969482422
2012-09-10,23.43000030517578
2012-09-11,23.190000534057617
2012-09-12,23.450000762939453
2012-09-13,23.809999465942383
2012-09-14,23.68000030517578
2012-09-17,23.520000457763672
2012-09-18,24.3700008392334
2012-09-19,24.989999771118164
2012-09-20,25.280000686645508
2012-09-21,25.280000686645508
2012-09-24,24.510000228881836
2012-09-25,23.790000915527344
2012-09-26,23.889999389648438
2012-09-27,24.760000228881836
2012-09-28,24.690000534057617
2012-10-01,24.8799991607666
2012-10-02,25.329999923706055
2012-10-03,25.540000915527344
2012-10-04,25.31999969482422
2012-10-05,24.8799991607666
2012-10-08,24.809999465942383
2012-10-09,24.389999389648438
2012-10-10,25.299999237060547
2012-10-11,24.84000015258789
2012-10-12,24.190000534057617
2012-10-15,24.68000030517578
2012-10-16,25.030000686645508
2012-10-17,25.030000686645508
2012-10-18,24.399999618530273
2012-10-19,23.530000686645508
2012-10-22,23.979999542236328
2012-10-23,23.8700008392334
2012-10-24,23.209999084472656
2012-10-25,23.420000076293945
2012-10-26,23.110000610351562
2012-10-31,23.399999618530273
2012-11-01,23.81999969482422
2012-11-02,22.81999969482422
2012-11-05,22.90999984741211
2012-11-06,23.350000381469727
2012-11-07,22.68000030517578
2012-11-08,24.56999969482422
2012-11-09,25.030000686645508
2012-11-12,24.700000762939453
2012-11-13,24.030000686645508
2012-11-14,23.860000610351562
2012-11-15,23.739999771118164
2012-11-16,23.450000762939453
2012-11-19,23.850000381469727
2012-11-20,23.780000686645508
2012-11-21,23.3799991607666
2012-11-23,23.979999542236328
2012-11-26,24.0
2012-11-27,23.770000457763672
2012-11-28,24.059999465942383
2012-11-29,24.8799991607666
2012-11-30,24.510000228881836
2012-12-03,24.09000015258789
2012-12-04,25.030000686645508
2012-12-05,25.1200008392334
2012-12-06,23.549999237060547
2012-12-07,23.100000381469727
2012-12-10,24.149999618530273
2012-12-11,25.440000534057617
2012-12-12,25.540000915527344
2012-12-13,25.780000686645508
2012-12-14,25.6200008392334
2012-12-17,25.75
2012-12-18,25.15999984741211
2012-12-19,25.270000457763672
2012-12-20,25.780000686645508
2012-12-21,25.799999237060547
2012-12-24,26.010000228881836
2012-12-26,25.8799991607666
2012-12-27,26.0
2012-12-28,25.790000915527344
2012-12-31,26.389999389648438
2013-01-02,27.68000030517578
2013-01-03,27.1200008392334
2013-01-04,26.610000610351562
2013-01-07,26.260000228881836
2013-01-08,27.200000762939453
2013-01-09,26.81999969482422
2013-01-10,26.860000610351562
2013-01-11,27.170000076293945
2013-01-14,27.270000457763672
2013-01-15,27.059999465942383
2013-01-16,27.030000686645508
2013-01-17,27.360000610351562
2013-01-18,27.329999923706055
2013-01-22,27.639999389648438
2013-01-23,28.3799991607666
2013-01-24,28.8700008392334
2013-01-25,29.799999237060547
2013-01-28,28.719999313354492
2013-01-29,28.889999389648438
2013-01-30,28.520000457763672
2013-01-31,29.079999923706055
2013-02-01,29.280000686645508
2013-02-04,28.899999618530273
2013-02-05,27.549999237060547
2013-02-06,27.81999969482422
2013-02-07,27.729999542236328
2013-02-08,27.6200008392334
2013-02-11,27.1299991607666
2013-02-12,27.139999389648438
2013-02-13,27.31999969482422
2013-02-14,27.399999618530273
2013-02-15,26.600000381469727
2013-02-19,26.84000015258789
2013-02-20,27.049999237060547
2013-02-21,26.399999618530273
2013-02-22,26.610000610351562
2013-02-25,26.209999084472656
2013-02-26,26.829999923706055
2013-02-27,27.290000915527344
2013-02-28,27.1299991607666
2013-03-01,27.610000610351562
2013-03-04,27.190000534057617
2013-03-05,27.559999465942383
2013-03-06,28.59000015258789
2013-03-07,28.059999465942383
2013-03-08,28.389999389648438
2013-03-11,28.15999984741211
2013-03-12,28.260000228881836
2013-03-13,28.100000381469727
2013-03-14,28.329999923706055
2013-03-15,28.149999618530273
2013-03-18,27.84000015258789
2013-03-19,27.010000228881836
2013-03-20,27.450000762939453
2013-03-21,27.719999313354492
2013-03-22,28.309999465942383
2013-03-25,27.940000534057617
2013-03-26,27.719999313354492
2013-03-27,28.059999465942383
2013-03-28,28.510000228881836
2013-04-01,27.110000610351562
2013-04-02,26.6299991607666
2013-04-03,26.239999771118164
2013-04-04,25.809999465942383
2013-04-05,25.170000076293945
2013-04-08,25.100000381469727
2013-04-09,25.40999984741211
2013-04-10,26.110000610351562
2013-04-11,26.40999984741211
2013-04-12,26.270000457763672
2013-04-15,25.65999984741211
2013-04-16,26.56999969482422
2013-04-17,25.969999313354492
2013-04-18,25.530000686645508
2013-04-19,25.969999313354492
2013-04-22,25.510000228881836
2013-04-23,25.600000381469727
2013-04-24,25.510000228881836
2013-04-25,25.469999313354492
2013-04-26,25.34000015258789
2013-04-29,25.899999618530273
2013-04-30,26.200000762939453
2013-05-01,26.15999984741211
2013-05-02,26.6299991607666
2013-05-03,28.270000457763672
2013-05-06,28.31999969482422
2013-05-07,28.959999084472656
2013-05-08,28.799999237060547
2013-05-09,28.56999969482422
2013-05-10,28.489999771118164
2013-05-13,27.760000228881836
2013-05-14,27.959999084472656
2013-05-15,27.850000381469727
2013-05-16,26.969999313354492
2013-05-17,27.790000915527344
2013-05-20,28.06999969482422
2013-05-21,27.979999542236328
2013-05-22,27.31999969482422
2013-05-23,27.15999984741211
2013-05-24,27.030000686645508
2013-05-28,27.649999618530273
2013-05-29,27.729999542236328
2013-05-30,27.979999542236328
2013-05-31,27.6299991607666
2013-06-03,28.18000030517578
2013-06-04,27.719999313354492
2013-06-05,27.280000686645508
2013-06-06,27.3700008392334
2013-06-07,27.6299991607666
2013-06-10,28.079999923706055
2013-06-11,27.3700008392334
2013-06-12,26.489999771118164
2013-06-13,26.790000915527344
2013-06-14,26.299999237060547
2013-06-17,26.100000381469727
2013-06-18,26.200000762939453
2013-06-19,26.200000762939453
2013-06-20,25.709999084472656
2013-06-21,25.459999084472656
2013-06-24,24.8799991607666
2013-06-25,24.799999237060547
2013-06-26,24.739999771118164
2013-06-27,25.299999237060547
2013-06-28,25.290000915527344
2013-07-01,26.149999618530273
2013-07-02,26.299999237060547
2013-07-03,26.739999771118164
2013-07-05,27.68000030517578
2013-07-08,28.1200008392334
2013-07-09,28.15999984741211
2013-07-10,28.8799991607666
2013-07-11,29.489999771118164
2013-07-12,29.540000915527344
2013-07-15,29.389999389648438
2013-07-16,29.149999618530273
2013-07-17,29.049999237060547
2013-07-18,28.8799991607666
2013-07-19,28.510000228881836
2013-07-22,28.649999618530273
2013-07-23,28.75
2013-07-24,28.549999237060547
2013-07-25,29.190000534057617
2013-07-26,29.1200008392334
2013-07-29,28.450000762939453
2013-07-30,28.969999313354492
2013-07-31,29.06999969482422
2013-08-01,29.989999771118164
2013-08-02,29.93000030517578
2013-08-05,30.280000686645508
2013-08-06,30.110000610351562
2013-08-07,29.5
2013-08-08,30.139999389648438
2013-08-09,30.010000228881836
2013-08-12,30.700000762939453
2013-08-13,31.030000686645508
2013-08-14,30.989999771118164
2013-08-15,30.020000457763672
2013-08-16,29.770000457763672
2013-08-19,29.18000030517578
2013-08-20,29.790000915527344
2013-08-21,27.670000076293945
2013-08-22,28.229999542236328
2013-08-23,28.450000762939453
2013-08-26,28.020000457763672
2013-08-27,27.43000030517578
2013-08-28,27.489999771118164
2013-08-29,27.860000610351562
2013-08-30,27.219999313354492
2013-09-03,26.450000762939453
2013-09-04,26.969999313354492
2013-09-05,26.84000015258789
2013-09-06,27.1299991607666
2013-09-09,27.65999984741211
2013-09-10,28.100000381469727
2013-09-11,28.1200008392334
2013-09-12,27.780000686645508
2013-09-13,27.8799991607666
2013-09-16,26.850000381469727
2013-09-17,27.489999771118164
2013-09-18,27.270000457763672
2013-09-19,28.219999313354492
2013-09-20,28.25
2013-09-23,28.299999237060547
2013-09-24,28.350000381469727
2013-09-25,27.850000381469727
2013-09-26,28.059999465942383
2013-09-27,28.43000030517578
2013-09-30,27.8799991607666
2013-10-01,28.030000686645508
2013-10-02,27.799999237060547
2013-10-03,27.65999984741211
2013-10-04,28.25
2013-10-07,27.40999984741211
2013-10-08,27.0
2013-10-09,27.3700008392334
2013-10-10,28.600000381469727
2013-10-11,29.290000915527344
2013-10-14,29.260000228881836
2013-10-15,29.059999465942383
2013-10-16,29.190000534057617
2013-10-17,29.649999618530273
2013-10-18,31.030000686645508
2013-10-21,31.729999542236328
2013-10-22,32.279998779296875
2013-10-23,32.5099983215332
2013-10-24,32.34000015258789
2013-10-25,31.790000915527344
2013-10-28,32.279998779296875
2013-10-29,32.0099983215332
2013-10-30,31.399999618530273
2013-10-31,31.420000076293945
2013-11-01,34.70000076293945
2013-11-04,34.0
2013-11-05,33.4900016784668
2013-11-06,33.11000061035156
2013-11-07,32.7400016784668
2013-11-08,32.40999984741211
2013-11-11,31.6299991607666
2013-11-12,32.45000076293945
2013-11-13,31.969999313354492
2013-11-14,32.720001220703125
2013-11-15,33.0099983215332
2013-11-18,35.43000030517578
2013-11-19,33.97999954223633
2013-11-20,33.68000030517578
2013-11-21,34.029998779296875
2013-11-22,34.380001068115234
2013-11-25,33.849998474121094
2013-11-26,34.41999816894531
2013-11-27,34.849998474121094
2013-11-29,34.56999969482422
2013-12-02,33.2599983215332
2013-12-03,33.56999969482422
2013-12-04,33.689998626708984
2013-12-05,33.77000045776367
2013-12-06,34.25
2013-12-09,33.959999084472656
2013-12-10,33.9900016784668
2013-12-11,32.790000915527344
2013-12-12,32.439998626708984
2013-12-13,33.209999084472656
2013-12-16,33.4900016784668
2013-12-17,33.36000061035156
2013-12-18,33.59000015258789
2013-12-19,33.25
2013-12-20,33.939998626708984
2013-12-23,34.2599983215332
2013-12-24,34.18000030517578
2013-12-26,34.869998931884766
2013-12-27,34.880001068115234
2013-12-30,35.04999923706055
2013-12-31,36.15999984741211
2014-01-02,34.9900016784668
2014-01-03,35.189998626708984
2014-01-06,34.75
2014-01-07,34.91999816894531
2014-01-08,34.779998779296875
2014-01-09,34.83000183105469
2014-01-10,34.75
2014-01-13,34.25
2014-01-14,34.290000915527344
2014-01-15,35.08000183105469
2014-01-16,35.099998474121094
2014-01-17,34.90999984741211
2014-01-21,34.79999923706055
2014-01-22,34.75
2014-01-23,34.77000045776367
2014-01-24,33.45000076293945
2014-01-27,32.619998931884766
2014-01-28,33.099998474121094
2014-01-29,32.939998626708984
2014-01-30,33.849998474121094
2014-01-31,34.619998931884766
2014-02-03,33.34000015258789
2014-02-04,33.810001373291016
2014-02-05,33.220001220703125
2014-02-06,33.15999984741211
2014-02-07,33.150001525878906
2014-02-10,32.7599983215332
2014-02-11,32.65999984741211
2014-02-12,33.099998474121094
2014-02-13,33.75
2014-02-14,34.060001373291016
2014-02-18,34.459999084472656
2014-02-19,34.189998626708984
2014-02-20,34.63999938964844
2014-02-21,35.41999816894531
2014-02-24,35.79999923706055
2014-02-25,35.02000045776367
2014-02-26,35.66999816894531
2014-02-27,36.15999984741211
2014-02-28,35.689998626708984
2014-03-03,35.099998474121094
2014-03-04,36.150001525878906
2014-03-05,36.029998779296875
2014-03-06,36.04999923706055
2014-03-07,36.560001373291016
2014-03-10,36.59000015258789
2014-03-11,36.20000076293945
2014-03-12,35.72999954223633
2014-03-13,34.79999923706055
2014-03-14,35.560001373291016
2014-03-17,36.0
2014-03-18,36.18000030517578
2014-03-19,35.77000045776367
2014-03-20,35.88999938964844
2014-03-21,35.56999969482422
2014-03-24,35.459999084472656
2014-03-25,36.119998931884766
2014-03-26,35.11000061035156
2014-03-27,34.81999969482422
2014-03-28,35.0
2014-03-31,35.150001525878906
2014-04-01,36.09000015258789
2014-04-02,36.0099983215332
2014-04-03,35.060001373291016
2014-04-04,33.59000015258789
2014-04-07,32.86000061035156
2014-04-08,33.09000015258789
2014-04-09,33.720001220703125
2014-04-10,32.7599983215332
2014-04-11,31.75
2014-04-14,32.31999969482422
2014-04-15,31.850000381469727
2014-04-16,32.20000076293945
2014-04-17,32.43000030517578
2014-04-21,32.15999984741211
2014-04-22,32.939998626708984
2014-04-23,32.15999984741211
2014-04-24,31.729999542236328
2014-04-25,31.1200008392334
2014-04-28,30.850000381469727
2014-04-29,31.079999923706055
2014-04-30,31.639999389648438
2014-05-01,31.579999923706055
2014-05-02,30.6299991607666
2014-05-05,30.489999771118164
2014-05-06,30.059999465942383
2014-05-07,30.559999465942383
2014-05-08,29.899999618530273
2014-05-09,30.420000076293945
2014-05-12,31.31999969482422
2014-05-13,30.25
2014-05-14,29.299999237060547
2014-05-15,29.239999771118164
2014-05-16,29.639999389648438
2014-05-19,30.06999969482422
2014-05-20,29.260000228881836
2014-05-21,29.540000915527344
2014-05-22,29.399999618530273
2014-05-23,29.440000534057617
2014-05-27,29.6299991607666
2014-05-28,29.389999389648438
2014-05-29,29.100000381469727
2014-05-30,28.81999969482422
2014-06-02,28.3700008392334
2014-06-03,27.760000228881836
2014-06-04,28.209999084472656
2014-06-05,28.559999465942383
2014-06-06,28.920000076293945
2014-06-09,29.360000610351562
2014-06-10,29.399999618530273
2014-06-11,29.34000015258789
2014-06-12,29.389999389648438
2014-06-13,29.739999771118164
2014-06-16,29.809999465942383
2014-06-17,29.979999542236328
2014-06-18,30.010000228881836
2014-06-19,30.010000228881836
2014-06-20,30.25
2014-06-23,30.270000457763672
2014-06-24,30.079999923706055
2014-06-25,30.1299991607666
2014-06-26,30.219999313354492
2014-06-27,30.100000381469727
2014-06-30,29.920000076293945
2014-07-01,30.6299991607666
2014-07-02,30.489999771118164
2014-07-03,30.799999237060547
2014-07-07,30.200000762939453
2014-07-08,29.350000381469727
2014-07-09,29.850000381469727
2014-07-10,29.389999389648438
2014-07-11,28.719999313354492
2014-07-14,29.18000030517578
2014-07-15,29.0
2014-07-16,28.309999465942383
2014-07-17,27.6200008392334
2014-07-18,28.079999923706055
2014-07-21,28.079999923706055
2014-07-22,28.40999984741211
2014-07-23,28.290000915527344
2014-07-24,28.030000686645508
2014-07-25,27.549999237060547
2014-07-28,27.440000534057617
2014-07-29,27.68000030517578
2014-07-30,28.489999771118164
2014-07-31,28.309999465942383
2014-08-01,27.75
2014-08-04,27.520000457763672
2014-08-05,28.0
2014-08-06,27.959999084472656
2014-08-07,27.81999969482422
2014-08-08,27.959999084472656
2014-08-11,28.450000762939453
2014-08-12,27.920000076293945
2014-08-13,27.34000015258789
2014-08-14,28.170000076293945
2014-08-15,27.829999923706055
2014-08-18,28.209999084472656
2014-08-19,28.639999389648438
2014-08-20,28.68000030517578
2014-08-21,28.200000762939453
2014-08-22,28.440000534057617
2014-08-25,28.549999237060547
2014-08-26,28.709999084472656
2014-08-27,28.350000381469727
2014-08-28,28.030000686645508
2014-08-29,28.15999984741211
2014-09-02,28.59000015258789
2014-09-03,28.399999618530273
2014-09-04,27.860000610351562
2014-09-05,27.889999389648438
2014-09-08,27.690000534057617
2014-09-09,27.389999389648438
2014-09-10,27.360000610351562
2014-09-11,27.610000610351562
2014-09-12,27.139999389648438
2014-09-15,26.600000381469727
2014-09-16,26.940000534057617
2014-09-17,27.049999237060547
2014-09-18,27.280000686645508
2014-09-19,26.389999389648438
2014-09-22,26.459999084472656
2014-09-23,26.190000534057617
2014-09-24,26.3799991607666
2014-09-25,26.270000457763672
2014-09-26,26.760000228881836
2014-09-29,27.43000030517578
2014-09-30,27.59000015258789
