,ALTY
2015-07-14,15.140000343322754
2015-07-15,18.15999984741211
2015-07-16,15.289999961853027
2015-07-17,15.15999984741211
2015-07-20,15.0600004196167
2015-07-21,14.979999542236328
2015-07-22,14.979999542236328
2015-07-23,14.800000190734863
2015-07-24,14.6899995803833
2015-07-27,14.607999801635742
2015-07-28,14.630000114440918
2015-07-29,14.399999618530273
2015-07-30,14.399999618530273
2015-07-31,14.881999969482422
2015-08-03,14.880000114440918
2015-08-04,14.880000114440918
2015-08-05,14.8100004196167
2015-08-06,14.770000457763672
2015-08-07,14.710000038146973
2015-08-10,14.890000343322754
2015-08-11,14.859999656677246
2015-08-12,14.859999656677246
2015-08-13,14.904999732971191
2015-08-14,14.90999984741211
2015-08-17,14.90999984741211
2015-08-18,14.90999984741211
2015-08-19,14.90999984741211
2015-08-20,14.90999984741211
2015-08-21,14.586999893188477
2015-08-24,14.130000114440918
2015-08-25,14.170000076293945
2015-08-26,14.218000411987305
2015-08-27,14.387999534606934
2015-08-28,14.4399995803833
2015-08-31,14.40999984741211
2015-09-01,14.0600004196167
2015-09-02,14.039999961853027
2015-09-03,14.039999961853027
2015-09-04,14.039999961853027
2015-09-08,14.295000076293945
2015-09-09,14.319999694824219
2015-09-10,14.25
2015-09-11,14.180000305175781
2015-09-14,14.180000305175781
2015-09-15,14.239999771118164
2015-09-16,14.239999771118164
2015-09-17,14.538000106811523
2015-09-18,14.399999618530273
2015-09-21,14.399999618530273
2015-09-22,14.399999618530273
2015-09-23,14.289999961853027
2015-09-24,14.232000350952148
2015-09-25,14.232000350952148
2015-09-28,14.232000350952148
2015-09-29,13.770000457763672
2015-09-30,13.890000343322754
2015-10-01,13.890000343322754
2015-10-02,13.920000076293945
2015-10-05,14.152000427246094
2015-10-06,14.152000427246094
2015-10-07,14.152000427246094
2015-10-08,14.510000228881836
2015-10-09,14.538000106811523
2015-10-12,14.538000106811523
2015-10-13,14.458000183105469
2015-10-14,14.458000183105469
2015-10-15,14.458000183105469
2015-10-16,14.600000381469727
2015-10-19,14.600000381469727
2015-10-20,14.680000305175781
2015-10-21,14.670000076293945
2015-10-22,14.65999984741211
2015-10-23,14.65999984741211
2015-10-26,14.65999984741211
2015-10-27,14.512999534606934
2015-10-28,14.47700023651123
2015-10-29,14.47700023651123
2015-10-30,14.47700023651123
2015-11-02,14.430000305175781
2015-11-03,14.430000305175781
2015-11-04,14.479999542236328
2015-11-05,14.548999786376953
2015-11-06,14.324999809265137
2015-11-09,14.324999809265137
2015-11-10,14.324999809265137
2015-11-11,14.281999588012695
2015-11-12,14.281999588012695
2015-11-13,14.281999588012695
2015-11-16,14.199999809265137
2015-11-17,14.199999809265137
2015-11-18,14.199999809265137
2015-11-19,14.199999809265137
2015-11-20,14.359999656677246
2015-11-23,14.359999656677246
2015-11-24,14.359999656677246
2015-11-25,14.359999656677246
2015-11-27,14.359999656677246
2015-11-30,14.359999656677246
2015-12-01,14.359999656677246
2015-12-02,14.359999656677246
2015-12-03,14.1899995803833
2015-12-04,14.1899995803833
2015-12-07,13.947999954223633
2015-12-08,13.890000343322754
2015-12-09,13.890000343322754
2015-12-10,13.890000343322754
2015-12-11,13.890000343322754
2015-12-14,13.260000228881836
2015-12-15,13.260000228881836
2015-12-16,13.260000228881836
2015-12-17,13.75
2015-12-18,13.75
2015-12-21,13.762999534606934
2015-12-22,13.762999534606934
2015-12-23,13.762999534606934
2015-12-24,13.762999534606934
2015-12-28,13.762999534606934
2015-12-29,13.850000381469727
2015-12-30,13.850000381469727
2015-12-31,13.850000381469727
2016-01-04,13.710000038146973
2016-01-05,13.710000038146973
2016-01-06,13.760000228881836
2016-01-07,13.760000228881836
2016-01-08,13.524999618530273
2016-01-11,13.524999618530273
2016-01-12,13.524999618530273
2016-01-13,13.109999656677246
2016-01-14,13.031999588012695
2016-01-15,12.649999618530273
2016-01-19,12.59000015258789
2016-01-20,12.116000175476074
2016-01-21,12.460000038146973
2016-01-22,12.855999946594238
2016-01-25,12.859999656677246
2016-01-26,12.878000259399414
2016-01-27,12.9399995803833
2016-01-28,12.9399995803833
2016-01-29,12.9399995803833
2016-02-01,13.180000305175781
2016-02-02,13.020000457763672
2016-02-03,13.020000457763672
2016-02-04,13.020000457763672
2016-02-05,13.020000457763672
2016-02-08,12.9399995803833
2016-02-09,12.9399995803833
2016-02-10,12.9399995803833
2016-02-11,12.538000106811523
2016-02-12,12.5
2016-02-16,12.5
2016-02-17,12.5
2016-02-18,12.996000289916992
2016-02-19,12.989999771118164
2016-02-22,13.15999984741211
2016-02-23,13.15999984741211
2016-02-24,13.15999984741211
2016-02-25,13.149999618530273
2016-02-26,13.20199966430664
2016-02-29,13.20199966430664
2016-03-01,13.20199966430664
2016-03-02,13.5
2016-03-03,13.5
2016-03-04,13.890000343322754
2016-03-07,13.890000343322754
2016-03-08,13.890000343322754
2016-03-09,13.694000244140625
2016-03-10,13.720000267028809
2016-03-11,13.720000267028809
2016-03-14,13.720000267028809
2016-03-15,13.720000267028809
2016-03-16,13.720000267028809
2016-03-17,14.095000267028809
2016-03-18,14.130000114440918
2016-03-21,14.130000114440918
2016-03-22,14.282999992370605
2016-03-23,14.282999992370605
2016-03-24,14.100000381469727
2016-03-28,13.960000038146973
2016-03-29,13.960000038146973
2016-03-30,14.270000457763672
2016-03-31,14.430000305175781
2016-04-01,14.279000282287598
2016-04-04,14.166999816894531
2016-04-05,14.12399959564209
2016-04-06,14.105999946594238
2016-04-07,14.105999946594238
2016-04-08,14.310999870300293
2016-04-11,14.34000015258789
2016-04-12,14.430000305175781
2016-04-13,14.4399995803833
2016-04-14,14.496999740600586
2016-04-15,14.510000228881836
2016-04-18,14.559000015258789
2016-04-19,14.649999618530273
2016-04-20,14.65999984741211
2016-04-21,14.539999961853027
2016-04-22,14.619999885559082
2016-04-25,14.600000381469727
2016-04-26,14.579999923706055
2016-04-27,14.579999923706055
2016-04-28,14.6899995803833
2016-04-29,14.6899995803833
2016-05-02,14.550000190734863
2016-05-03,14.35200023651123
2016-05-04,14.317999839782715
2016-05-05,14.489999771118164
2016-05-06,14.520000457763672
2016-05-09,14.562000274658203
2016-05-10,14.5
2016-05-11,14.682000160217285
2016-05-12,14.682000160217285
2016-05-13,14.682000160217285
2016-05-16,14.75
2016-05-17,14.680000305175781
2016-05-18,14.491999626159668
2016-05-19,14.491999626159668
2016-05-20,14.5
2016-05-23,14.520000457763672
2016-05-24,14.569999694824219
2016-05-25,14.520000457763672
2016-05-26,14.569999694824219
2016-05-27,14.569999694824219
2016-05-31,14.670000076293945
2016-06-01,14.600000381469727
2016-06-02,14.729999542236328
2016-06-03,14.779000282287598
2016-06-06,14.710000038146973
2016-06-07,14.710000038146973
2016-06-08,14.890000343322754
2016-06-09,14.930000305175781
2016-06-10,14.800000190734863
2016-06-13,14.800000190734863
2016-06-14,14.800000190734863
2016-06-15,14.59000015258789
2016-06-16,14.65999984741211
2016-06-17,14.65999984741211
2016-06-20,14.819000244140625
2016-06-21,14.826000213623047
2016-06-22,14.869999885559082
2016-06-23,15.109000205993652
2016-06-24,14.829999923706055
2016-06-27,14.609999656677246
2016-06-28,14.869999885559082
2016-06-29,15.069999694824219
2016-06-30,15.020000457763672
2016-07-01,15.140000343322754
2016-07-05,15.329999923706055
2016-07-06,15.020000457763672
2016-07-07,14.970000267028809
2016-07-08,15.154999732971191
2016-07-11,15.258999824523926
2016-07-12,15.305999755859375
2016-07-13,15.319999694824219
2016-07-14,15.319999694824219
2016-07-15,15.1899995803833
2016-07-18,15.460000038146973
2016-07-19,15.470000267028809
2016-07-20,15.515999794006348
2016-07-21,15.446999549865723
2016-07-22,15.545999526977539
2016-07-25,15.569999694824219
2016-07-26,15.600000381469727
2016-07-27,15.5600004196167
2016-07-28,15.5600004196167
2016-07-29,15.670000076293945
2016-08-01,15.539999961853027
2016-08-02,15.527999877929688
2016-08-03,15.470000267028809
2016-08-04,15.437999725341797
2016-08-05,15.437999725341797
2016-08-08,15.550000190734863
2016-08-09,15.630000114440918
2016-08-10,15.552000045776367
2016-08-11,15.559000015258789
2016-08-12,15.666999816894531
2016-08-15,15.710000038146973
2016-08-16,15.649999618530273
2016-08-17,15.600000381469727
2016-08-18,15.739999771118164
2016-08-19,15.697999954223633
2016-08-22,15.664999961853027
2016-08-23,15.819999694824219
2016-08-24,15.75
2016-08-25,15.649999618530273
2016-08-26,15.649999618530273
2016-08-29,15.673999786376953
2016-08-30,15.736000061035156
2016-08-31,15.720000267028809
2016-09-01,15.59000015258789
2016-09-02,15.708000183105469
2016-09-06,15.899999618530273
2016-09-07,15.970000267028809
2016-09-08,15.960000038146973
2016-09-09,15.579999923706055
2016-09-12,15.630000114440918
2016-09-13,15.369999885559082
2016-09-14,15.17199993133545
2016-09-15,15.399999618530273
2016-09-16,15.369999885559082
2016-09-19,15.430000305175781
2016-09-20,15.539999961853027
2016-09-21,15.604000091552734
2016-09-22,15.680000305175781
2016-09-23,15.770000457763672
2016-09-26,15.765000343322754
2016-09-27,15.75
2016-09-28,15.760000228881836
2016-09-29,15.600000381469727
2016-09-30,15.65999984741211
2016-10-03,15.489999771118164
2016-10-04,15.244999885559082
2016-10-05,15.270000457763672
2016-10-06,15.25
2016-10-07,15.15999984741211
2016-10-10,15.319999694824219
2016-10-11,15.185999870300293
2016-10-12,15.25
2016-10-13,15.234999656677246
2016-10-14,15.1899995803833
2016-10-17,15.149999618530273
2016-10-18,15.220000267028809
2016-10-19,15.210000038146973
2016-10-20,15.279999732971191
2016-10-21,15.255000114440918
2016-10-24,15.305999755859375
2016-10-25,15.310999870300293
2016-10-26,15.310999870300293
2016-10-27,15.083000183105469
2016-10-28,14.9399995803833
2016-10-31,15.02299976348877
2016-11-01,14.734000205993652
2016-11-02,14.579999923706055
2016-11-03,14.550000190734863
