,CAKE
1993-03-10,3.6543209552764893
1993-03-11,3.7530860900878906
1993-03-12,3.5884768962860107
1993-03-15,3.5884768962860107
1993-03-16,3.555556058883667
1993-03-17,3.456789970397949
1993-03-18,3.42386794090271
1993-03-19,3.440329074859619
1993-03-22,3.456789970397949
1993-03-23,3.42386794090271
1993-03-24,3.456789970397949
1993-03-25,3.456789970397949
1993-03-26,3.456789970397949
1993-03-29,3.5226340293884277
1993-03-30,3.62139892578125
1993-03-31,3.7201650142669678
1993-04-01,3.4897119998931885
1993-04-02,3.456789970397949
1993-04-05,3.4732511043548584
1993-04-06,3.42386794090271
1993-04-07,3.3251030445098877
1993-04-08,3.2921810150146484
1993-04-12,3.42386794090271
1993-04-13,3.555556058883667
1993-04-14,3.62139892578125
1993-04-15,3.637860059738159
1993-04-16,3.555556058883667
1993-04-19,3.637860059738159
1993-04-20,3.555556058883667
1993-04-21,3.5226340293884277
1993-04-22,3.555556058883667
1993-04-23,3.555556058883667
1993-04-26,3.5061728954315186
1993-04-27,3.555556058883667
1993-04-28,3.555556058883667
1993-04-29,3.5226340293884277
1993-04-30,3.62139892578125
1993-05-03,3.6543209552764893
1993-05-04,3.6872429847717285
1993-05-05,3.62139892578125
1993-05-06,3.736625909805298
1993-05-07,3.7201650142669678
1993-05-10,3.9176950454711914
1993-05-11,3.98353910446167
1993-05-12,4.082304954528809
1993-05-13,4.03292179107666
1993-05-14,4.01646089553833
1993-05-17,4.03292179107666
1993-05-18,4.115225791931152
1993-05-19,4.213992118835449
1993-05-20,4.41152286529541
1993-05-21,4.41152286529541
1993-05-24,4.37860107421875
1993-05-25,4.246913909912109
1993-05-26,4.3127570152282715
1993-05-27,4.279835224151611
1993-05-28,4.279835224151611
1993-06-01,4.230453014373779
1993-06-02,4.3127570152282715
1993-06-03,4.37860107421875
1993-06-04,4.296296119689941
1993-06-07,4.049383163452148
1993-06-08,4.01646089553833
1993-06-09,4.181069850921631
1993-06-10,4.246913909912109
1993-06-11,4.246913909912109
1993-06-14,4.181069850921631
1993-06-15,4.246913909912109
1993-06-16,4.246913909912109
1993-06-17,4.37860107421875
1993-06-18,4.0658440589904785
1993-06-21,3.81892991065979
1993-06-22,3.7695469856262207
1993-06-23,3.786007881164551
1993-06-24,3.7201650142669678
1993-06-25,3.7201650142669678
1993-06-28,3.98353910446167
1993-06-29,4.01646089553833
1993-06-30,3.9506170749664307
1993-07-01,4.01646089553833
1993-07-02,3.98353910446167
1993-07-06,4.01646089553833
1993-07-07,3.9176950454711914
1993-07-08,3.8847739696502686
1993-07-09,3.9506170749664307
1993-07-12,3.9506170749664307
1993-07-13,3.98353910446167
1993-07-14,3.786007881164551
1993-07-15,3.98353910446167
1993-07-16,3.8683130741119385
1993-07-19,3.786007881164551
1993-07-20,3.637860059738159
1993-07-21,3.555556058883667
1993-07-22,3.5884768962860107
1993-07-23,3.456789970397949
1993-07-26,3.440329074859619
1993-07-27,3.42386794090271
1993-07-28,3.42386794090271
1993-07-29,3.42386794090271
1993-07-30,3.555556058883667
1993-08-02,3.6872429847717285
1993-08-03,3.62139892578125
1993-08-04,3.5884768962860107
1993-08-05,3.7201650142669678
1993-08-06,3.6872429847717285
1993-08-09,3.5884768962860107
1993-08-10,3.555556058883667
1993-08-11,3.5884768962860107
1993-08-12,3.4732511043548584
1993-08-13,3.6872429847717285
1993-08-16,3.6543209552764893
1993-08-17,3.6543209552764893
1993-08-18,3.7201650142669678
1993-08-19,3.7530860900878906
1993-08-20,3.60493803024292
1993-08-23,3.5226340293884277
1993-08-24,3.6872429847717285
1993-08-25,3.555556058883667
1993-08-26,3.5884768962860107
1993-08-27,3.6707820892333984
1993-08-30,3.7201650142669678
1993-08-31,3.8847739696502686
1993-09-01,3.9176950454711914
1993-09-02,3.9176950454711914
1993-09-03,3.9176950454711914
1993-09-07,3.7695469856262207
1993-09-08,3.5884768962860107
1993-09-09,3.62139892578125
1993-09-10,3.5226340293884277
1993-09-13,3.6543209552764893
1993-09-14,3.5884768962860107
1993-09-15,3.456789970397949
1993-09-16,3.539094924926758
1993-09-17,3.62139892578125
1993-09-20,3.555556058883667
1993-09-21,3.555556058883667
1993-09-22,3.4897119998931885
1993-09-23,3.835391044616699
1993-09-24,3.42386794090271
1993-09-27,3.62139892578125
1993-09-28,3.6543209552764893
1993-09-29,3.835391044616699
1993-09-30,3.81892991065979
1993-10-01,3.81892991065979
1993-10-04,3.8518519401550293
1993-10-05,3.81892991065979
1993-10-06,3.81892991065979
1993-10-07,3.62139892578125
1993-10-08,3.6543209552764893
1993-10-11,3.6543209552764893
1993-10-12,3.62139892578125
1993-10-13,3.736625909805298
1993-10-14,3.7530860900878906
1993-10-15,3.7201650142669678
1993-10-18,3.9506170749664307
1993-10-19,3.8847739696502686
1993-10-20,3.8847739696502686
1993-10-21,3.81892991065979
1993-10-22,3.6543209552764893
1993-10-25,3.835391044616699
1993-10-26,3.6872429847717285
1993-10-27,3.62139892578125
1993-10-28,3.8847739696502686
1993-10-29,3.8518519401550293
1993-11-01,3.8518519401550293
1993-11-02,3.9176950454711914
1993-11-03,3.81892991065979
1993-11-04,3.62139892578125
1993-11-05,3.7530860900878906
1993-11-08,3.8683130741119385
1993-11-09,3.9176950454711914
1993-11-10,3.9176950454711914
1993-11-11,4.03292179107666
1993-11-12,4.164608955383301
1993-11-15,4.213992118835449
1993-11-16,4.115225791931152
1993-11-17,3.98353910446167
1993-11-18,3.9176950454711914
1993-11-19,3.7530860900878906
1993-11-22,3.6872429847717285
1993-11-23,4.115225791931152
1993-11-24,4.213992118835449
1993-11-26,4.181069850921631
1993-11-29,4.115225791931152
1993-11-30,4.131687164306641
1993-12-01,4.148148059844971
1993-12-02,4.0658440589904785
1993-12-03,3.98353910446167
1993-12-06,4.181069850921631
1993-12-07,4.37860107421875
1993-12-08,4.213992118835449
1993-12-09,4.115225791931152
1993-12-10,4.082304954528809
1993-12-13,3.98353910446167
1993-12-14,4.03292179107666
1993-12-15,4.181069850921631
1993-12-16,4.246913909912109
1993-12-17,4.197531223297119
1993-12-20,4.345678806304932
1993-12-21,4.3127570152282715
1993-12-22,4.543210029602051
1993-12-23,4.477365970611572
1993-12-27,4.543210029602051
1993-12-28,4.477365970611572
1993-12-29,4.526749134063721
1993-12-30,4.493826866149902
1993-12-31,4.510287761688232
1994-01-03,4.493826866149902
1994-01-04,4.263373851776123
1994-01-05,4.246913909912109
1994-01-06,4.181069850921631
1994-01-07,4.181069850921631
1994-01-10,4.3127570152282715
1994-01-11,4.576131820678711
1994-01-12,4.543210029602051
1994-01-13,4.609053134918213
1994-01-14,4.641974925994873
1994-01-17,4.477365970611572
1994-01-18,4.707818984985352
1994-01-19,4.641974925994873
1994-01-20,4.641974925994873
1994-01-21,4.641974925994873
1994-01-24,4.674897193908691
1994-01-25,4.510287761688232
1994-01-26,4.625514030456543
1994-01-27,4.609053134918213
1994-01-28,4.641974925994873
1994-01-31,4.609053134918213
1994-02-01,4.740740776062012
1994-02-02,4.872427940368652
1994-02-03,4.77366304397583
1994-02-04,4.609053134918213
1994-02-07,4.510287761688232
1994-02-08,4.641974925994873
1994-02-09,4.674897193908691
1994-02-10,4.674897193908691
1994-02-11,4.609053134918213
1994-02-14,4.707818984985352
1994-02-15,4.707818984985352
1994-02-16,4.740740776062012
1994-02-17,4.77366304397583
1994-02-18,4.641974925994873
1994-02-22,4.641974925994873
1994-02-23,4.444444179534912
1994-02-24,4.41152286529541
1994-02-25,4.477365970611572
1994-02-28,4.37860107421875
1994-03-01,4.41152286529541
1994-03-02,4.345678806304932
1994-03-03,3.8683130741119385
1994-03-04,3.8518519401550293
1994-03-07,3.8847739696502686
1994-03-08,3.98353910446167
1994-03-09,3.8518519401550293
1994-03-10,3.786007881164551
1994-03-11,3.7530860900878906
1994-03-14,3.8847739696502686
1994-03-15,3.9506170749664307
1994-03-16,4.148148059844971
1994-03-17,4.148148059844971
1994-03-18,4.049383163452148
1994-03-21,3.9012351036071777
1994-03-22,3.777777910232544
1994-03-23,3.7530860900878906
1994-03-24,3.777777910232544
1994-03-25,4.0
1994-03-28,3.7037041187286377
1994-03-29,3.7037041187286377
1994-03-30,3.6296300888061523
1994-03-31,3.6543209552764893
1994-04-04,3.40740704536438
1994-04-05,3.7037041187286377
1994-04-06,3.60493803024292
1994-04-07,3.60493803024292
1994-04-08,3.456789970397949
1994-04-11,3.40740704536438
1994-04-12,3.3086419105529785
1994-04-13,3.160494089126587
1994-04-14,3.358025074005127
1994-04-15,3.259258985519409
1994-04-18,3.259258985519409
1994-04-19,3.259258985519409
1994-04-20,3.358025074005127
1994-04-21,3.3086419105529785
1994-04-22,3.40740704536438
1994-04-25,3.40740704536438
1994-04-26,3.3333330154418945
1994-04-28,3.3333330154418945
1994-04-29,3.358025074005127
1994-05-02,3.3703699111938477
1994-05-03,3.3086419105529785
1994-05-04,3.3086419105529785
1994-05-05,3.259258985519409
1994-05-06,3.259258985519409
1994-05-09,3.2098770141601562
1994-05-10,3.2098770141601562
1994-05-11,2.938271999359131
1994-05-12,3.2469139099121094
1994-05-13,3.2098770141601562
1994-05-16,3.160494089126587
1994-05-17,3.259258985519409
1994-05-18,3.358025074005127
1994-05-19,3.3086419105529785
1994-05-20,3.358025074005127
1994-05-23,3.358025074005127
1994-05-24,3.358025074005127
1994-05-25,3.259258985519409
1994-05-26,3.259258985519409
1994-05-27,3.259258985519409
1994-05-31,3.358025074005127
1994-06-01,3.4320991039276123
1994-06-02,3.5061728954315186
1994-06-03,3.40740704536438
1994-06-06,3.40740704536438
1994-06-07,3.456789970397949
1994-06-08,3.60493803024292
1994-06-09,3.5061728954315186
1994-06-10,3.6543209552764893
1994-06-13,3.358025074005127
1994-06-14,3.2839510440826416
1994-06-15,3.259258985519409
1994-06-16,3.2098770141601562
1994-06-17,3.3086419105529785
1994-06-20,3.2098770141601562
1994-06-21,3.061728000640869
1994-06-22,3.061728000640869
1994-06-23,2.962963104248047
1994-06-24,2.962963104248047
1994-06-27,2.938271999359131
1994-06-28,3.061728000640869
1994-06-29,3.1635799407958984
1994-06-30,3.1111109256744385
1994-07-01,3.1111109256744385
1994-07-05,3.160494089126587
1994-07-06,3.037036895751953
1994-07-07,3.061728000640869
1994-07-08,3.061728000640869
1994-07-11,3.0864200592041016
1994-07-12,3.1111109256744385
1994-07-13,3.1358020305633545
1994-07-14,3.2098770141601562
1994-07-15,3.160494089126587
1994-07-18,3.3333330154418945
1994-07-19,3.60493803024292
1994-07-20,3.456789970397949
1994-07-21,3.358025074005127
1994-07-22,3.3086419105529785
1994-07-25,3.3086419105529785
1994-07-26,3.3086419105529785
1994-07-27,3.3086419105529785
1994-07-28,3.259258985519409
1994-07-29,3.1111109256744385
1994-08-01,3.358025074005127
1994-08-02,3.3086419105529785
1994-08-03,3.2345681190490723
1994-08-04,3.259258985519409
1994-08-05,3.3086419105529785
1994-08-08,3.2839510440826416
1994-08-09,3.358025074005127
1994-08-10,3.358025074005127
1994-08-11,3.3086419105529785
1994-08-12,3.3086419105529785
1994-08-15,3.259258985519409
1994-08-16,3.358025074005127
1994-08-17,3.60493803024292
1994-08-18,3.40740704536438
1994-08-19,3.5061728954315186
1994-08-22,3.555556058883667
1994-08-23,3.6543209552764893
1994-08-24,3.60493803024292
1994-08-25,3.6790120601654053
1994-08-26,3.7037041187286377
1994-08-29,3.9012351036071777
1994-08-30,3.7283949851989746
1994-08-31,3.7530860900878906
1994-09-01,3.382715940475464
1994-09-02,3.3086419105529785
1994-09-06,3.2098770141601562
1994-09-07,3.1111109256744385
1994-09-08,3.358025074005127
1994-09-09,3.3086419105529785
1994-09-12,3.3086419105529785
1994-09-13,3.3086419105529785
1994-09-14,3.358025074005127
1994-09-15,3.456789970397949
1994-09-16,3.40740704536438
1994-09-19,3.358025074005127
1994-09-20,3.40740704536438
1994-09-21,3.456789970397949
1994-09-22,3.358025074005127
1994-09-23,3.358025074005127
1994-09-26,3.40740704536438
1994-09-27,3.185184955596924
1994-09-28,3.259258985519409
1994-09-29,3.3086419105529785
1994-09-30,3.40740704536438
1994-10-03,3.40740704536438
1994-10-04,3.456789970397949
1994-10-05,3.456789970397949
1994-10-06,3.555556058883667
1994-10-07,3.60493803024292
1994-10-10,3.7037041187286377
1994-10-11,3.7037041187286377
1994-10-12,3.5061728954315186
1994-10-13,3.555556058883667
1994-10-14,3.60493803024292
1994-10-17,3.7037041187286377
1994-10-18,3.8518519401550293
1994-10-19,3.80246901512146
1994-10-20,3.7283949851989746
1994-10-21,3.7530860900878906
1994-10-24,3.7037041187286377
1994-10-25,3.7037041187286377
1994-10-26,3.7037041187286377
1994-10-27,3.7530860900878906
1994-10-28,3.8518519401550293
1994-10-31,3.7037041187286377
1994-11-01,3.7530860900878906
1994-11-02,3.777777910232544
1994-11-03,3.7654318809509277
1994-11-04,3.7530860900878906
1994-11-07,3.7530860900878906
1994-11-08,3.60493803024292
1994-11-09,3.60493803024292
1994-11-10,3.60493803024292
1994-11-11,3.60493803024292
1994-11-14,3.555556058883667
1994-11-15,3.60493803024292
1994-11-16,3.555556058883667
1994-11-17,3.382715940475464
1994-11-18,3.2345681190490723
1994-11-21,3.2098770141601562
1994-11-22,3.1111109256744385
1994-11-23,3.0987648963928223
1994-11-25,3.160494089126587
1994-11-28,3.160494089126587
1994-11-29,3.1358020305633545
1994-11-30,3.2098770141601562
1994-12-01,3.160494089126587
1994-12-02,3.1111109256744385
1994-12-05,3.012346029281616
1994-12-06,3.061728000640869
1994-12-07,3.012346029281616
1994-12-08,3.012346029281616
1994-12-09,3.061728000640869
1994-12-12,3.061728000640869
1994-12-13,3.061728000640869
1994-12-14,3.037036895751953
1994-12-15,3.1111109256744385
1994-12-16,3.061728000640869
1994-12-19,3.1111109256744385
1994-12-20,3.012346029281616
1994-12-21,3.061728000640869
1994-12-22,3.012346029281616
1994-12-23,3.061728000640869
1994-12-27,3.1111109256744385
1994-12-28,3.037036895751953
1994-12-29,3.037036895751953
1994-12-30,3.1111109256744385
1995-01-03,2.9135799407958984
1995-01-04,3.012346029281616
1995-01-05,2.938271999359131
1995-01-06,2.9135799407958984
1995-01-09,2.8641979694366455
1995-01-10,2.814815044403076
1995-01-11,2.7654318809509277
1995-01-12,2.814815044403076
1995-01-13,2.8641979694366455
1995-01-16,3.061728000640869
1995-01-17,3.160494089126587
1995-01-18,3.185184955596924
1995-01-19,3.1358020305633545
1995-01-20,3.061728000640869
1995-01-23,3.012346029281616
1995-01-24,3.160494089126587
1995-01-25,3.2098770141601562
1995-01-26,3.1111109256744385
1995-01-27,3.160494089126587
1995-01-30,3.1111109256744385
1995-01-31,3.1111109256744385
1995-02-01,3.2098770141601562
1995-02-02,3.172840118408203
1995-02-03,3.012346029281616
1995-02-06,3.3086419105529785
1995-02-07,3.40740704536438
1995-02-08,3.5061728954315186
1995-02-09,3.40740704536438
1995-02-10,3.5061728954315186
1995-02-13,3.60493803024292
1995-02-14,3.543210029602051
1995-02-15,3.555556058883667
1995-02-16,3.5061728954315186
1995-02-17,3.456789970397949
1995-02-21,3.456789970397949
1995-02-22,3.456789970397949
1995-02-23,3.456789970397949
1995-02-24,3.358025074005127
1995-02-27,3.4320991039276123
1995-02-28,3.456789970397949
1995-03-01,3.6543209552764893
1995-03-02,3.6543209552764893
1995-03-03,3.7037041187286377
1995-03-06,3.7654318809509277
1995-03-07,3.7530860900878906
1995-03-08,3.7037041187286377
1995-03-09,3.6790120601654053
1995-03-10,3.6790120601654053
1995-03-13,3.6543209552764893
1995-03-14,3.617284059524536
1995-03-15,3.60493803024292
1995-03-16,3.5061728954315186
1995-03-17,3.5061728954315186
1995-03-20,3.4320991039276123
1995-03-21,3.456789970397949
1995-03-22,3.40740704536438
1995-03-23,3.358025074005127
1995-03-24,3.3086419105529785
1995-03-27,3.358025074005127
1995-03-28,3.4320991039276123
1995-03-29,3.456789970397949
1995-03-30,3.7037041187286377
1995-03-31,3.7530860900878906
1995-04-03,3.6543209552764893
1995-04-04,3.9012351036071777
1995-04-05,4.0
1995-04-06,3.9506170749664307
1995-04-07,3.9506170749664307
1995-04-10,3.9506170749664307
1995-04-11,3.9012351036071777
1995-04-12,3.80246901512146
1995-04-13,3.777777910232544
1995-04-17,3.6543209552764893
1995-04-18,3.7530860900878906
1995-04-19,3.60493803024292
1995-04-20,3.60493803024292
1995-04-21,3.8518519401550293
1995-04-24,4.0
1995-04-25,3.8518519401550293
1995-04-26,3.9506170749664307
1995-04-27,4.0
1995-04-28,3.9012351036071777
1995-05-01,3.9012351036071777
1995-05-02,3.8765430450439453
1995-05-03,4.049383163452148
1995-05-04,4.024691104888916
1995-05-05,4.098764896392822
1995-05-08,4.098764896392822
1995-05-09,4.049383163452148
1995-05-10,4.148148059844971
1995-05-11,4.493826866149902
1995-05-12,4.518518924713135
1995-05-15,4.6913580894470215
1995-05-16,4.888888835906982
1995-05-17,5.012345790863037
1995-05-18,4.740740776062012
1995-05-19,4.740740776062012
1995-05-22,4.888888835906982
1995-05-23,4.938271999359131
1995-05-24,5.086420059204102
1995-05-25,4.987654209136963
1995-05-26,5.012345790863037
1995-05-30,4.814815044403076
1995-05-31,4.913579940795898
1995-06-01,4.938271999359131
1995-06-02,4.839506149291992
1995-06-05,5.037036895751953
1995-06-06,5.012345790863037
1995-06-07,4.962963104248047
1995-06-08,4.987654209136963
1995-06-09,4.888888835906982
1995-06-12,4.987654209136963
1995-06-13,5.086420059204102
1995-06-14,5.037036895751953
1995-06-15,4.938271999359131
1995-06-16,5.037036895751953
1995-06-19,5.209877014160156
1995-06-20,4.962963104248047
1995-06-21,4.987654209136963
1995-06-22,5.037036895751953
1995-06-23,5.037036895751953
1995-06-26,4.938271999359131
1995-06-27,4.938271999359131
1995-06-28,4.938271999359131
1995-06-29,5.037036895751953
1995-06-30,5.086420059204102
1995-07-03,5.185184955596924
1995-07-05,5.580246925354004
1995-07-06,5.60493803024292
1995-07-07,5.60493803024292
1995-07-10,5.629630088806152
1995-07-11,5.629630088806152
1995-07-12,5.580246925354004
1995-07-13,5.802468776702881
1995-07-14,5.802468776702881
1995-07-17,5.827159881591797
1995-07-18,5.827159881591797
1995-07-19,5.703703880310059
1995-07-20,5.728394985198975
1995-07-21,5.703703880310059
1995-07-24,5.679011821746826
1995-07-25,5.629630088806152
1995-07-26,5.481481075286865
1995-07-27,5.382716178894043
1995-07-28,5.086420059204102
1995-07-31,5.2839508056640625
1995-08-01,5.086420059204102
1995-08-02,4.888888835906982
1995-08-03,4.814815044403076
1995-08-04,4.987654209136963
1995-08-07,4.987654209136963
1995-08-08,4.935184955596924
1995-08-09,4.987654209136963
1995-08-10,4.987654209136963
1995-08-11,5.086420059204102
1995-08-14,5.3086419105529785
1995-08-15,5.259259223937988
1995-08-16,5.320988178253174
1995-08-17,5.481481075286865
1995-08-18,5.5308637619018555
1995-08-21,5.580246925354004
1995-08-22,5.358025074005127
1995-08-23,5.60493803024292
1995-08-24,5.654321193695068
1995-08-25,5.60493803024292
1995-08-28,5.679011821746826
1995-08-29,5.629630088806152
1995-08-30,5.728394985198975
1995-08-31,5.654321193695068
1995-09-01,5.728394985198975
1995-09-05,5.753086090087891
1995-09-06,5.790122985839844
1995-09-07,5.728394985198975
1995-09-08,5.5308637619018555
1995-09-11,5.3333330154418945
1995-09-12,5.185184955596924
1995-09-13,5.012345790863037
1995-09-14,5.135801792144775
1995-09-15,5.111111164093018
1995-09-18,5.135801792144775
1995-09-19,5.5308637619018555
1995-09-20,5.580246925354004
1995-09-21,5.481481075286865
1995-09-22,5.2839508056640625
1995-09-25,5.185184955596924
1995-09-26,5.234568119049072
1995-09-27,5.135801792144775
1995-09-28,5.3333330154418945
1995-09-29,5.2839508056640625
1995-10-02,5.2839508056640625
1995-10-03,5.135801792144775
1995-10-04,5.234568119049072
1995-10-05,5.135801792144775
1995-10-06,5.185184955596924
1995-10-09,5.185184955596924
1995-10-10,5.135801792144775
1995-10-11,5.086420059204102
1995-10-12,5.086420059204102
1995-10-13,5.012345790863037
1995-10-16,4.864198207855225
1995-10-17,4.938271999359131
1995-10-18,4.925926208496094
1995-10-19,4.814815044403076
1995-10-20,4.617283821105957
1995-10-23,4.592593193054199
1995-10-24,4.641974925994873
1995-10-25,4.641974925994873
1995-10-26,4.370369911193848
1995-10-27,3.827159881591797
1995-10-30,4.222221851348877
1995-10-31,4.296296119689941
1995-11-01,4.074073791503906
1995-11-02,4.049383163452148
1995-11-03,4.0
1995-11-06,3.9506170749664307
1995-11-07,3.9506170749664307
1995-11-08,4.197531223297119
1995-11-09,4.641974925994873
1995-11-10,4.543210029602051
1995-11-13,4.592593193054199
1995-11-14,4.481481075286865
1995-11-15,4.493826866149902
1995-11-16,4.493826866149902
1995-11-17,4.4691362380981445
1995-11-20,4.444444179534912
1995-11-21,4.296296119689941
1995-11-22,4.197531223297119
1995-11-24,4.222221851348877
1995-11-27,4.148148059844971
1995-11-28,4.444444179534912
1995-11-29,4.543210029602051
1995-11-30,4.444444179534912
1995-12-01,4.543210029602051
1995-12-04,4.518518924713135
1995-12-05,4.641974925994873
1995-12-06,4.567901134490967
1995-12-07,4.444444179534912
1995-12-08,4.345678806304932
1995-12-11,4.246913909912109
1995-12-12,4.148148059844971
1995-12-13,4.148148059844971
1995-12-14,4.172840118408203
1995-12-15,4.296296119689941
1995-12-18,4.049383163452148
1995-12-19,4.197531223297119
1995-12-20,4.493826866149902
1995-12-21,4.345678806304932
1995-12-22,4.296296119689941
1995-12-26,4.345678806304932
1995-12-27,4.246913909912109
1995-12-28,4.246913909912109
1995-12-29,4.246913909912109
1996-01-02,4.296296119689941
1996-01-03,4.246913909912109
1996-01-04,4.39506196975708
1996-01-05,4.246913909912109
1996-01-08,4.296296119689941
1996-01-09,4.246913909912109
1996-01-10,4.148148059844971
1996-01-11,4.39506196975708
1996-01-12,4.296296119689941
1996-01-15,4.197531223297119
1996-01-16,4.197531223297119
1996-01-17,4.148148059844971
1996-01-18,4.098764896392822
1996-01-19,4.197531223297119
1996-01-22,4.271605014801025
1996-01-23,4.345678806304932
1996-01-24,4.358025074005127
1996-01-25,4.246913909912109
1996-01-26,4.296296119689941
1996-01-29,4.444444179534912
1996-01-30,4.518518924713135
1996-01-31,4.543210029602051
1996-02-01,4.518518924713135
1996-02-02,4.493826866149902
1996-02-05,4.567901134490967
1996-02-06,4.592593193054199
1996-02-07,4.641974925994873
1996-02-08,4.592593193054199
1996-02-09,4.641974925994873
1996-02-12,4.6913580894470215
1996-02-13,4.740740776062012
1996-02-14,4.839506149291992
1996-02-15,5.135801792144775
1996-02-16,5.2839508056640625
1996-02-20,5.234568119049072
1996-02-21,5.234568119049072
1996-02-22,5.3086419105529785
1996-02-23,4.888888835906982
1996-02-26,4.839506149291992
1996-02-27,4.6913580894470215
1996-02-28,4.790122985839844
1996-02-29,4.913579940795898
1996-03-01,4.938271999359131
1996-03-04,5.037036895751953
1996-03-05,5.234568119049072
1996-03-06,5.135801792144775
1996-03-07,5.111111164093018
1996-03-08,4.987654209136963
1996-03-11,5.185184955596924
1996-03-12,5.086420059204102
1996-03-13,5.234568119049072
1996-03-14,5.382716178894043
1996-03-15,5.432098865509033
1996-03-18,5.5308637619018555
1996-03-19,5.481481075286865
1996-03-20,5.382716178894043
1996-03-21,5.382716178894043
1996-03-22,5.481481075286865
1996-03-25,5.481481075286865
1996-03-26,5.481481075286865
1996-03-27,5.580246925354004
1996-03-28,5.5308637619018555
1996-03-29,5.3333330154418945
1996-04-01,5.135801792144775
1996-04-02,5.0
1996-04-03,5.135801792144775
1996-04-04,5.086420059204102
1996-04-08,5.135801792144775
1996-04-09,5.185184955596924
1996-04-10,5.382716178894043
1996-04-11,5.382716178894043
1996-04-12,5.3333330154418945
1996-04-15,5.481481075286865
1996-04-16,5.382716178894043
1996-04-17,5.407406806945801
1996-04-18,5.407406806945801
1996-04-19,5.481481075286865
1996-04-22,5.407406806945801
1996-04-23,5.382716178894043
1996-04-24,5.407406806945801
1996-04-25,5.481481075286865
1996-04-26,5.481481075286865
1996-04-29,5.382716178894043
1996-04-30,5.185184955596924
