,CRVL
1991-12-12,2.1111109256744385
1991-12-13,2.1111109256744385
1991-12-16,2.1666669845581055
1991-12-17,2.1666669845581055
1991-12-18,2.25
1991-12-19,2.194443941116333
1991-12-20,2.25
1991-12-23,2.277777910232544
1991-12-24,2.444443941116333
1991-12-26,2.5833330154418945
1991-12-27,2.777777910232544
1991-12-30,2.5833330154418945
1991-12-31,2.6111109256744385
1992-01-02,2.694443941116333
1992-01-03,2.694443941116333
1992-01-06,2.8333330154418945
1992-01-07,2.777777910232544
1992-01-08,2.777777910232544
1992-01-09,2.75
1992-01-10,2.527777910232544
1992-01-13,2.5833330154418945
1992-01-14,2.444443941116333
1992-01-15,2.527777910232544
1992-01-16,2.555556058883667
1992-01-17,2.472222089767456
1992-01-20,2.527777910232544
1992-01-21,2.305556058883667
1992-01-22,2.6111109256744385
1992-01-23,2.472222089767456
1992-01-24,2.4166669845581055
1992-01-27,2.277777910232544
1992-01-28,2.3611109256744385
1992-01-29,2.402777910232544
1992-01-30,2.3888890743255615
1992-01-31,2.305556058883667
1992-02-03,2.3333330154418945
1992-02-04,2.305556058883667
1992-02-05,2.25
1992-02-06,2.4166669845581055
1992-02-07,2.277777910232544
1992-02-10,2.1666669845581055
1992-02-11,2.1388890743255615
1992-02-12,1.9166669845581055
1992-02-13,1.9722219705581665
1992-02-14,1.805556058883667
1992-02-18,1.861111044883728
1992-02-19,1.8333330154418945
1992-02-20,1.9166669845581055
1992-02-21,1.888888955116272
1992-02-24,1.7222219705581665
1992-02-25,1.888888955116272
1992-02-26,1.888888955116272
1992-02-27,1.888888955116272
1992-02-28,1.861111044883728
1992-03-02,1.9166669845581055
1992-03-03,1.888888955116272
1992-03-04,2.027777910232544
1992-03-05,1.888888955116272
1992-03-06,1.888888955116272
1992-03-09,1.8333330154418945
1992-03-10,1.944443941116333
1992-03-11,1.8333330154418945
1992-03-12,1.805556058883667
1992-03-13,1.805556058883667
1992-03-16,1.9166669845581055
1992-03-17,1.805556058883667
1992-03-18,1.861111044883728
1992-03-19,1.861111044883728
1992-03-20,1.8333330154418945
1992-03-23,1.8333330154418945
1992-03-24,1.75
1992-03-25,1.75
1992-03-26,1.75
1992-03-27,1.75
1992-03-30,1.75
1992-03-31,1.888888955116272
1992-04-01,1.7777780294418335
1992-04-02,1.7777780294418335
1992-04-03,1.7777780294418335
1992-04-06,1.7222219705581665
1992-04-07,1.7222219705581665
1992-04-08,1.7222219705581665
1992-04-09,1.7777780294418335
1992-04-10,1.8333330154418945
1992-04-13,1.75
1992-04-14,1.8333330154418945
1992-04-15,1.8333330154418945
1992-04-16,1.805556058883667
1992-04-20,1.75
1992-04-21,1.75
1992-04-22,1.75
1992-04-23,1.7222219705581665
1992-04-24,1.6666669845581055
1992-04-27,1.611111044883728
1992-04-28,1.569443941116333
1992-04-29,1.555556058883667
1992-04-30,1.555556058883667
1992-05-01,1.5
1992-05-04,1.75
1992-05-05,1.7916669845581055
1992-05-06,1.638888955116272
1992-05-07,1.6527780294418335
1992-05-08,1.5833330154418945
1992-05-11,1.6666669845581055
1992-05-12,1.555556058883667
1992-05-13,1.555556058883667
1992-05-14,1.5277780294418335
1992-05-15,1.555556058883667
1992-05-18,1.5
1992-05-19,1.555556058883667
1992-05-20,1.638888955116272
1992-05-21,1.5
1992-05-22,1.555556058883667
1992-05-26,1.4722219705581665
1992-05-27,1.569443941116333
1992-05-28,1.5
1992-05-29,1.555556058883667
1992-06-01,1.555556058883667
1992-06-02,1.5
1992-06-03,1.611111044883728
1992-06-04,1.5972219705581665
1992-06-05,1.5416669845581055
1992-06-08,1.5833330154418945
1992-06-09,1.444443941116333
1992-06-10,1.4722219705581665
1992-06-11,1.4722219705581665
1992-06-12,1.4166669845581055
1992-06-15,1.388888955116272
1992-06-16,1.361111044883728
1992-06-17,1.4027780294418335
1992-06-18,1.3333330154418945
1992-06-19,1.25
1992-06-22,1.2777780294418335
1992-06-23,1.3333330154418945
1992-06-24,1.25
1992-06-25,1.1666669845581055
1992-06-26,1.111111044883728
1992-06-29,1.111111044883728
1992-06-30,1.138888955116272
1992-07-01,1.2222219705581665
1992-07-02,1.2222219705581665
1992-07-06,1.2222219705581665
1992-07-07,1.2222219705581665
1992-07-08,1.2222219705581665
1992-07-09,1.25
1992-07-10,1.3333330154418945
1992-07-13,1.361111044883728
1992-07-14,1.2777780294418335
1992-07-15,1.305556058883667
1992-07-16,1.25
1992-07-17,1.25
1992-07-20,1.2222219705581665
1992-07-21,1.2222219705581665
1992-07-22,1.1666669845581055
1992-07-23,1.25
1992-07-24,1.1666669845581055
1992-07-27,1.111111044883728
1992-07-28,1.125
1992-07-29,1.1666669845581055
1992-07-30,1.111111044883728
1992-07-31,1.194443941116333
1992-08-03,1.111111044883728
1992-08-04,1.2222219705581665
1992-08-05,1.111111044883728
1992-08-06,1.111111044883728
1992-08-07,1.2222219705581665
1992-08-10,1.2222219705581665
1992-08-11,1.2222219705581665
1992-08-12,1.194443941116333
1992-08-13,1.194443941116333
1992-08-14,1.194443941116333
1992-08-17,1.138888955116272
1992-08-18,1.2222219705581665
1992-08-19,1.2222219705581665
1992-08-20,1.25
1992-08-21,1.1666669845581055
1992-08-24,1.1666669845581055
1992-08-25,1.1666669845581055
1992-08-26,1.1666669845581055
1992-08-27,1.2222219705581665
1992-08-28,1.25
1992-08-31,1.180556058883667
1992-09-01,1.194443941116333
1992-09-02,1.194443941116333
1992-09-03,1.25
1992-09-04,1.1527780294418335
1992-09-08,1.1666669845581055
1992-09-09,1.111111044883728
1992-09-10,1.111111044883728
1992-09-11,1.111111044883728
1992-09-14,1.0833330154418945
1992-09-15,1.138888955116272
1992-09-16,1.138888955116272
1992-09-17,1.111111044883728
1992-09-18,1.111111044883728
1992-09-21,1.111111044883728
1992-09-22,1.138888955116272
1992-09-23,1.111111044883728
1992-09-24,1.111111044883728
1992-09-25,1.0277780294418335
1992-09-28,1.111111044883728
1992-09-29,1.0
1992-09-30,1.1666669845581055
1992-10-01,1.111111044883728
1992-10-02,1.0
1992-10-05,1.013888955116272
1992-10-06,1.0
1992-10-07,1.0
1992-10-08,1.0
1992-10-09,1.0
1992-10-12,1.0833330154418945
1992-10-13,1.069443941116333
1992-10-14,1.0833330154418945
1992-10-15,1.0833330154418945
1992-10-16,1.055556058883667
1992-10-19,1.055556058883667
1992-10-20,1.138888955116272
1992-10-21,1.1666669845581055
1992-10-22,1.194443941116333
1992-10-23,1.2083330154418945
1992-10-26,1.1666669845581055
1992-10-27,1.2222219705581665
1992-10-28,1.3333330154418945
1992-10-29,1.25
1992-10-30,1.555556058883667
1992-11-02,1.5
1992-11-03,1.444443941116333
1992-11-04,1.4166669845581055
1992-11-05,1.4722219705581665
1992-11-06,1.486111044883728
1992-11-09,1.4166669845581055
1992-11-10,1.4166669845581055
1992-11-11,1.444443941116333
1992-11-12,1.444443941116333
1992-11-13,1.444443941116333
1992-11-16,1.5277780294418335
1992-11-17,1.555556058883667
1992-11-18,1.5
1992-11-19,1.569443941116333
1992-11-20,1.611111044883728
1992-11-23,1.555556058883667
1992-11-24,1.555556058883667
1992-11-25,1.7222219705581665
1992-11-27,1.7222219705581665
1992-11-30,1.805556058883667
1992-12-01,1.6666669845581055
1992-12-02,1.7222219705581665
1992-12-03,1.6666669845581055
1992-12-04,1.6666669845581055
1992-12-07,1.6666669845581055
1992-12-08,1.6666669845581055
1992-12-09,1.6666669845581055
1992-12-10,1.5833330154418945
1992-12-11,1.555556058883667
1992-12-14,1.4722219705581665
1992-12-15,1.5277780294418335
1992-12-16,1.5277780294418335
1992-12-17,1.4722219705581665
1992-12-18,1.4722219705581665
1992-12-21,1.444443941116333
1992-12-22,1.444443941116333
1992-12-23,1.486111044883728
1992-12-24,1.486111044883728
1992-12-28,1.444443941116333
1992-12-29,1.486111044883728
1992-12-30,1.5277780294418335
1992-12-31,1.5277780294418335
1993-01-04,1.4722219705581665
1993-01-05,1.444443941116333
1993-01-06,1.5
1993-01-07,1.305556058883667
1993-01-08,1.3333330154418945
1993-01-11,1.5
1993-01-12,1.5
1993-01-13,1.5416669845581055
1993-01-14,1.555556058883667
1993-01-15,1.6666669845581055
1993-01-18,1.5833330154418945
1993-01-19,1.555556058883667
1993-01-20,1.611111044883728
1993-01-21,1.6666669845581055
1993-01-22,1.6666669845581055
1993-01-25,1.638888955116272
1993-01-26,1.694443941116333
1993-01-27,1.638888955116272
1993-01-28,1.694443941116333
1993-01-29,1.611111044883728
1993-02-01,1.611111044883728
1993-02-02,1.694443941116333
1993-02-03,1.6666669845581055
1993-02-04,1.6666669845581055
1993-02-05,1.611111044883728
1993-02-08,1.694443941116333
1993-02-09,1.611111044883728
1993-02-10,1.611111044883728
1993-02-11,1.611111044883728
1993-02-12,1.611111044883728
1993-02-16,1.5277780294418335
1993-02-17,1.388888955116272
1993-02-18,1.611111044883728
1993-02-19,1.555556058883667
1993-02-22,1.5
1993-02-23,1.5
1993-02-24,1.5
1993-02-25,1.444443941116333
1993-02-26,1.361111044883728
1993-03-01,1.361111044883728
1993-03-02,1.4722219705581665
1993-03-03,1.4722219705581665
1993-03-04,1.444443941116333
1993-03-05,1.388888955116272
1993-03-08,1.4722219705581665
1993-03-09,1.388888955116272
1993-03-10,1.4722219705581665
1993-03-11,1.4722219705581665
1993-03-12,1.4166669845581055
1993-03-15,1.555556058883667
1993-03-16,1.555556058883667
1993-03-17,1.555556058883667
1993-03-18,1.5277780294418335
1993-03-19,1.555556058883667
1993-03-22,1.555556058883667
1993-03-23,1.4722219705581665
1993-03-24,1.5416669845581055
1993-03-25,1.5277780294418335
1993-03-26,1.611111044883728
1993-03-29,1.5277780294418335
1993-03-30,1.5277780294418335
1993-03-31,1.5
1993-04-01,1.444443941116333
1993-04-02,1.5
1993-04-05,1.4166669845581055
1993-04-06,1.4166669845581055
1993-04-07,1.4166669845581055
1993-04-08,1.4166669845581055
1993-04-12,1.4722219705581665
1993-04-13,1.5
1993-04-14,1.3333330154418945
1993-04-15,1.3472219705581665
1993-04-16,1.361111044883728
1993-04-19,1.388888955116272
1993-04-20,1.3472219705581665
1993-04-21,1.2222219705581665
1993-04-22,1.0833330154418945
1993-04-23,1.1666669845581055
1993-04-26,1.1666669845581055
1993-04-27,1.1666669845581055
1993-04-28,1.1666669845581055
1993-04-29,1.1666669845581055
1993-04-30,1.1666669845581055
1993-05-03,1.2083330154418945
1993-05-04,1.194443941116333
1993-05-05,1.2222219705581665
1993-05-06,1.25
1993-05-07,1.25
1993-05-10,1.2777780294418335
1993-05-11,1.305556058883667
1993-05-12,1.236111044883728
1993-05-13,1.3333330154418945
1993-05-14,1.1527780294418335
1993-05-17,1.194443941116333
1993-05-18,1.1666669845581055
1993-05-19,1.2777780294418335
1993-05-20,1.194443941116333
1993-05-21,1.194443941116333
1993-05-24,1.180556058883667
1993-05-25,1.25
1993-05-26,1.25
1993-05-27,1.263888955116272
1993-05-28,1.236111044883728
1993-06-01,1.305556058883667
1993-06-02,1.194443941116333
1993-06-03,1.25
1993-06-04,1.236111044883728
1993-06-07,1.1666669845581055
1993-06-08,1.1666669845581055
1993-06-09,1.1666669845581055
1993-06-10,1.2777780294418335
1993-06-11,1.2777780294418335
1993-06-14,1.2222219705581665
1993-06-15,1.194443941116333
1993-06-16,1.2222219705581665
1993-06-17,1.25
1993-06-18,1.1666669845581055
1993-06-21,1.1666669845581055
1993-06-22,1.2777780294418335
1993-06-23,1.180556058883667
1993-06-24,1.2222219705581665
1993-06-25,1.2916669845581055
1993-06-28,1.3472219705581665
1993-06-29,1.2777780294418335
1993-06-30,1.3472219705581665
1993-07-01,1.3333330154418945
1993-07-02,1.4027780294418335
1993-07-06,1.555556058883667
1993-07-07,1.555556058883667
1993-07-08,1.555556058883667
1993-07-09,1.611111044883728
1993-07-12,1.7777780294418335
1993-07-13,1.75
1993-07-14,1.8472219705581665
1993-07-15,1.861111044883728
1993-07-16,1.8333330154418945
1993-07-19,1.9722219705581665
1993-07-20,1.888888955116272
1993-07-21,1.861111044883728
1993-07-22,1.861111044883728
1993-07-23,1.861111044883728
1993-07-26,1.861111044883728
1993-07-27,1.861111044883728
1993-07-28,1.861111044883728
1993-07-29,1.861111044883728
1993-07-30,1.7777780294418335
1993-08-02,1.8333330154418945
1993-08-03,1.7916669845581055
1993-08-04,1.888888955116272
1993-08-05,1.888888955116272
1993-08-06,1.888888955116272
1993-08-09,1.888888955116272
1993-08-10,1.805556058883667
1993-08-11,1.861111044883728
1993-08-12,1.861111044883728
1993-08-13,1.888888955116272
1993-08-16,1.9166669845581055
1993-08-17,1.805556058883667
1993-08-18,1.888888955116272
1993-08-19,1.944443941116333
1993-08-20,1.861111044883728
1993-08-23,1.8333330154418945
1993-08-24,1.8333330154418945
1993-08-25,1.888888955116272
1993-08-26,1.875
1993-08-27,1.861111044883728
1993-08-30,1.888888955116272
1993-08-31,1.861111044883728
1993-09-01,1.944443941116333
1993-09-02,2.1666669845581055
1993-09-03,2.0833330154418945
1993-09-07,2.055556058883667
1993-09-08,1.9722219705581665
1993-09-09,2.0138890743255615
1993-09-10,2.027777910232544
1993-09-13,2.194443941116333
1993-09-14,2.055556058883667
1993-09-15,2.1111109256744385
1993-09-16,2.027777910232544
1993-09-17,2.027777910232544
1993-09-20,2.0416669845581055
1993-09-21,2.0
1993-09-22,2.055556058883667
1993-09-23,2.1111109256744385
1993-09-24,2.3333330154418945
1993-09-27,2.277777910232544
1993-09-28,2.277777910232544
1993-09-29,2.6111109256744385
1993-09-30,2.569443941116333
1993-10-01,2.5
1993-10-04,2.6111109256744385
1993-10-05,2.6111109256744385
1993-10-06,2.555556058883667
1993-10-07,2.555556058883667
1993-10-08,2.555556058883667
1993-10-11,2.597222089767456
1993-10-12,2.5833330154418945
1993-10-13,2.555556058883667
1993-10-14,2.555556058883667
1993-10-15,2.5833330154418945
1993-10-18,2.555556058883667
1993-10-19,2.6111109256744385
1993-10-20,2.6388890743255615
1993-10-21,2.555556058883667
1993-10-22,2.472222089767456
1993-10-25,2.305556058883667
1993-10-26,2.1666669845581055
1993-10-27,2.1666669845581055
1993-10-28,2.3333330154418945
1993-10-29,2.3888890743255615
1993-11-01,2.3333330154418945
1993-11-02,2.3888890743255615
1993-11-03,2.472222089767456
1993-11-04,2.4166669845581055
1993-11-05,2.3888890743255615
1993-11-08,2.3333330154418945
1993-11-09,2.430556058883667
1993-11-10,2.3333330154418945
1993-11-11,2.3333330154418945
1993-11-12,2.444443941116333
1993-11-15,2.3888890743255615
1993-11-16,2.430556058883667
1993-11-17,2.3333330154418945
1993-11-18,2.3333330154418945
1993-11-19,2.25
1993-11-22,2.0833330154418945
1993-11-23,2.194443941116333
1993-11-24,2.222222089767456
1993-11-26,2.25
1993-11-29,2.222222089767456
1993-11-30,2.277777910232544
1993-12-01,2.2916669845581055
1993-12-02,2.277777910232544
1993-12-03,2.277777910232544
1993-12-06,2.277777910232544
1993-12-07,2.305556058883667
1993-12-08,2.1666669845581055
1993-12-09,2.222222089767456
1993-12-10,2.2083330154418945
1993-12-13,2.222222089767456
1993-12-14,2.1666669845581055
1993-12-15,2.2083330154418945
1993-12-16,2.222222089767456
1993-12-17,2.222222089767456
1993-12-20,2.444443941116333
1993-12-21,2.3611109256744385
1993-12-22,2.444443941116333
1993-12-23,2.3611109256744385
1993-12-27,2.4166669845581055
1993-12-28,2.5138890743255615
1993-12-29,2.6666669845581055
1993-12-30,2.75
1993-12-31,2.9166669845581055
1994-01-03,2.8888890743255615
1994-01-04,2.805556058883667
1994-01-05,2.6388890743255615
1994-01-06,2.5833330154418945
1994-01-07,2.527777910232544
1994-01-10,2.6111109256744385
1994-01-11,2.5138890743255615
1994-01-12,2.5
1994-01-13,2.527777910232544
1994-01-14,2.5
1994-01-17,2.555556058883667
1994-01-18,2.694443941116333
1994-01-19,2.6111109256744385
1994-01-20,2.5833330154418945
1994-01-21,2.75
1994-01-24,2.680556058883667
1994-01-25,2.6111109256744385
1994-01-26,2.6388890743255615
1994-01-27,2.625
1994-01-28,2.6666669845581055
1994-01-31,2.7361109256744385
1994-02-01,2.75
1994-02-02,2.680556058883667
1994-02-03,2.694443941116333
1994-02-04,2.4166669845581055
1994-02-07,2.4166669845581055
1994-02-08,2.4166669845581055
1994-02-09,2.6666669845581055
1994-02-10,2.625
1994-02-11,2.527777910232544
1994-02-14,2.527777910232544
1994-02-15,2.527777910232544
1994-02-16,2.527777910232544
1994-02-17,2.722222089767456
1994-02-18,2.6388890743255615
1994-02-22,2.6666669845581055
1994-02-23,2.777777910232544
1994-02-24,2.8333330154418945
1994-02-25,2.8888890743255615
1994-02-28,3.3888890743255615
1994-03-01,3.3611109256744385
1994-03-02,3.222222089767456
1994-03-03,3.1111109256744385
1994-03-04,3.027777910232544
1994-03-07,3.0416669845581055
1994-03-08,3.0833330154418945
1994-03-09,3.0
1994-03-10,2.972222089767456
1994-03-11,2.9166669845581055
1994-03-14,2.8888890743255615
1994-03-15,2.972222089767456
1994-03-16,2.805556058883667
1994-03-17,2.805556058883667
1994-03-18,2.944443941116333
1994-03-21,2.805556058883667
1994-03-22,2.9166669845581055
1994-03-23,2.944443941116333
1994-03-24,2.805556058883667
1994-03-25,2.6111109256744385
1994-03-28,2.5833330154418945
1994-03-29,2.472222089767456
1994-03-30,2.555556058883667
1994-03-31,2.555556058883667
1994-04-04,2.4166669845581055
1994-04-05,2.5
1994-04-06,2.5
1994-04-07,2.555556058883667
1994-04-08,2.555556058883667
1994-04-11,2.6111109256744385
1994-04-12,2.597222089767456
1994-04-13,2.555556058883667
1994-04-14,2.5833330154418945
1994-04-15,2.5833330154418945
1994-04-18,2.555556058883667
1994-04-19,2.555556058883667
1994-04-20,2.527777910232544
1994-04-21,2.6111109256744385
1994-04-22,2.6666669845581055
1994-04-25,2.6111109256744385
1994-04-26,2.6111109256744385
1994-04-28,2.680556058883667
1994-04-29,2.6388890743255615
1994-05-02,2.6388890743255615
1994-05-03,2.805556058883667
1994-05-04,2.805556058883667
1994-05-05,2.8611109256744385
1994-05-06,2.8333330154418945
1994-05-09,2.6666669845581055
1994-05-10,2.777777910232544
1994-05-11,2.722222089767456
1994-05-12,2.7291669845581055
1994-05-13,2.722222089767456
1994-05-16,2.722222089767456
1994-05-17,2.6666669845581055
1994-05-18,2.680556058883667
1994-05-19,2.6388890743255615
1994-05-20,2.694443941116333
1994-05-23,2.694443941116333
1994-05-24,2.777777910232544
1994-05-25,2.694443941116333
1994-05-26,2.6388890743255615
1994-05-27,2.6388890743255615
1994-05-31,2.6111109256744385
1994-06-01,2.6111109256744385
1994-06-02,2.6111109256744385
1994-06-03,2.5
1994-06-06,2.3888890743255615
1994-06-07,2.347222089767456
1994-06-08,2.3611109256744385
1994-06-09,2.347222089767456
1994-06-10,2.347222089767456
1994-06-13,2.4166669845581055
1994-06-14,2.3888890743255615
1994-06-15,2.527777910232544
1994-06-16,2.4166669845581055
1994-06-17,2.4166669845581055
1994-06-20,2.402777910232544
1994-06-21,2.402777910232544
1994-06-22,2.4166669845581055
1994-06-23,2.402777910232544
1994-06-24,2.305556058883667
1994-06-27,2.277777910232544
1994-06-28,2.444443941116333
1994-06-29,2.305556058883667
1994-06-30,2.3333330154418945
1994-07-01,2.3333330154418945
1994-07-05,2.305556058883667
1994-07-06,2.3888890743255615
1994-07-07,2.305556058883667
1994-07-08,2.3611109256744385
1994-07-11,2.222222089767456
1994-07-12,2.194443941116333
1994-07-13,2.277777910232544
1994-07-14,2.25
1994-07-15,2.222222089767456
1994-07-18,2.222222089767456
1994-07-19,2.25
1994-07-20,2.222222089767456
1994-07-21,2.222222089767456
1994-07-22,2.222222089767456
1994-07-25,1.944443941116333
1994-07-26,2.055556058883667
1994-07-27,2.055556058883667
1994-07-28,2.027777910232544
1994-07-29,2.027777910232544
1994-08-01,2.0
1994-08-02,2.0416669845581055
1994-08-03,2.0416669845581055
1994-08-04,2.0763890743255615
1994-08-05,2.1111109256744385
1994-08-08,2.1111109256744385
1994-08-09,2.0833330154418945
1994-08-10,2.1111109256744385
1994-08-11,2.027777910232544
1994-08-12,2.1666669845581055
1994-08-15,2.1111109256744385
1994-08-16,2.1111109256744385
1994-08-17,2.0833330154418945
1994-08-18,2.194443941116333
1994-08-19,2.194443941116333
1994-08-22,2.194443941116333
1994-08-23,2.180556058883667
1994-08-24,2.194443941116333
1994-08-25,2.194443941116333
1994-08-26,2.0833330154418945
1994-08-29,2.180556058883667
1994-08-30,2.25
1994-08-31,2.25
1994-09-01,2.194443941116333
1994-09-02,2.2361109256744385
1994-09-06,2.3333330154418945
1994-09-07,2.5
1994-09-08,2.472222089767456
1994-09-09,2.527777910232544
1994-09-12,2.444443941116333
1994-09-13,2.5833330154418945
1994-09-14,2.569443941116333
1994-09-15,2.569443941116333
1994-09-16,2.555556058883667
1994-09-19,2.527777910232544
1994-09-20,2.527777910232544
1994-09-21,2.472222089767456
1994-09-22,2.5
1994-09-23,2.472222089767456
1994-09-26,2.5
1994-09-27,2.5
1994-09-28,2.5
1994-09-29,2.5
1994-09-30,2.5138890743255615
1994-10-03,2.555556058883667
1994-10-04,2.527777910232544
1994-10-05,2.4861109256744385
1994-10-06,2.444443941116333
1994-10-07,2.3888890743255615
1994-10-10,2.3888890743255615
1994-10-11,2.4166669845581055
1994-10-12,2.472222089767456
1994-10-13,2.5
1994-10-14,2.472222089767456
1994-10-17,2.5
1994-10-18,2.472222089767456
1994-10-19,2.472222089767456
1994-10-20,2.3888890743255615
1994-10-21,2.375
1994-10-24,2.222222089767456
1994-10-25,2.1666669845581055
1994-10-26,2.194443941116333
1994-10-27,2.2638890743255615
1994-10-28,2.3333330154418945
1994-10-31,2.4166669845581055
1994-11-01,2.5833330154418945
1994-11-02,2.555556058883667
1994-11-03,2.444443941116333
1994-11-04,2.5
1994-11-07,2.5
1994-11-08,2.6111109256744385
1994-11-09,2.444443941116333
1994-11-10,2.444443941116333
1994-11-11,2.5
1994-11-14,2.527777910232544
1994-11-15,2.527777910232544
1994-11-16,2.527777910232544
1994-11-17,2.5833330154418945
1994-11-18,2.555556058883667
1994-11-21,2.555556058883667
1994-11-22,2.6111109256744385
1994-11-23,2.6666669845581055
1994-11-25,2.555556058883667
1994-11-28,2.5833330154418945
1994-11-29,2.5833330154418945
1994-11-30,2.597222089767456
1994-12-01,2.597222089767456
1994-12-02,2.597222089767456
1994-12-05,2.6111109256744385
1994-12-06,2.6666669845581055
1994-12-07,2.6111109256744385
1994-12-08,2.6111109256744385
1994-12-09,2.5833330154418945
1994-12-12,2.555556058883667
1994-12-13,2.555556058883667
1994-12-14,2.722222089767456
1994-12-15,2.8333330154418945
1994-12-16,2.8333330154418945
1994-12-19,2.8333330154418945
1994-12-20,2.9583330154418945
1994-12-21,2.972222089767456
1994-12-22,2.9583330154418945
1994-12-23,2.944443941116333
1994-12-27,2.9861109256744385
1994-12-28,2.944443941116333
1994-12-29,3.0833330154418945
1994-12-30,3.0833330154418945
1995-01-03,3.0
1995-01-04,2.9861109256744385
1995-01-05,3.0138890743255615
1995-01-06,2.9166669845581055
1995-01-09,2.944443941116333
1995-01-10,3.027777910232544
1995-01-11,3.1111109256744385
1995-01-12,3.027777910232544
1995-01-13,3.1111109256744385
1995-01-16,3.1111109256744385
1995-01-17,3.125
1995-01-18,3.1388890743255615
1995-01-19,3.055556058883667
1995-01-20,3.055556058883667
1995-01-23,3.097222089767456
1995-01-24,3.055556058883667
1995-01-25,3.069443941116333
1995-01-26,3.0416669845581055
1995-01-27,3.027777910232544
1995-01-30,2.9166669845581055
1995-01-31,2.9166669845581055
1995-02-01,2.9166669845581055
1995-02-02,2.944443941116333
1995-02-03,2.930556058883667
1995-02-06,2.930556058883667
1995-02-07,3.055556058883667
1995-02-08,3.027777910232544
1995-02-09,3.027777910232544
1995-02-10,3.055556058883667
1995-02-13,3.055556058883667
1995-02-14,3.069443941116333
1995-02-15,3.1666669845581055
1995-02-16,3.1666669845581055
1995-02-17,3.1666669845581055
1995-02-21,3.1666669845581055
1995-02-22,3.1111109256744385
1995-02-23,3.0833330154418945
1995-02-24,3.0833330154418945
1995-02-27,3.027777910232544
1995-02-28,3.1388890743255615
1995-03-01,3.027777910232544
1995-03-02,3.1111109256744385
