,EDIT
2016-11-28,15.029999732971191
2016-11-29,14.020000457763672
2016-11-30,14.270000457763672
2016-12-01,13.989999771118164
2016-12-02,15.539999961853027
2016-12-05,15.760000228881836
2016-12-06,15.979999542236328
2016-12-07,15.800000190734863
2016-12-08,16.700000762939453
2016-12-09,15.960000038146973
2016-12-12,15.569999694824219
2016-12-13,15.880000114440918
2016-12-14,16.760000228881836
2016-12-15,16.940000534057617
2016-12-16,17.010000228881836
2016-12-19,16.780000686645508
2016-12-20,17.84000015258789
2016-12-21,18.690000534057617
2016-12-22,16.860000610351562
2016-12-23,17.079999923706055
2016-12-27,17.559999465942383
2016-12-28,17.059999465942383
2016-12-29,16.100000381469727
2016-12-30,16.229999542236328
2017-01-03,17.040000915527344
2017-01-04,18.5
2017-01-05,17.530000686645508
2017-01-06,17.510000228881836
2017-01-09,18.389999389648438
2017-01-10,18.600000381469727
2017-01-11,18.489999771118164
2017-01-12,18.530000686645508
2017-01-13,18.760000228881836
2017-01-17,17.8799991607666
2017-01-18,18.1299991607666
2017-01-19,18.149999618530273
2017-01-20,18.31999969482422
2017-01-23,18.540000915527344
2017-01-24,18.059999465942383
2017-01-25,18.149999618530273
2017-01-26,18.06999969482422
2017-01-27,18.31999969482422
2017-01-30,17.06999969482422
2017-01-31,17.420000076293945
2017-02-01,18.239999771118164
2017-02-02,17.969999313354492
2017-02-03,18.440000534057617
2017-02-06,18.739999771118164
2017-02-07,18.559999465942383
2017-02-08,17.8700008392334
2017-02-09,18.579999923706055
2017-02-10,18.56999969482422
2017-02-13,18.600000381469727
2017-02-14,18.860000610351562
2017-02-15,24.299999237060547
2017-02-16,24.75
2017-02-17,26.020000457763672
2017-02-21,27.270000457763672
2017-02-22,23.600000381469727
2017-02-23,23.59000015258789
2017-02-24,23.540000915527344
2017-02-27,23.0
2017-02-28,24.93000030517578
2017-03-01,24.600000381469727
2017-03-02,23.6299991607666
2017-03-03,22.020000457763672
2017-03-06,21.020000457763672
2017-03-07,21.280000686645508
2017-03-08,21.940000534057617
2017-03-09,23.700000762939453
2017-03-10,25.059999465942383
2017-03-13,24.90999984741211
2017-03-14,26.040000915527344
2017-03-15,24.639999389648438
2017-03-16,24.90999984741211
2017-03-17,22.299999237060547
2017-03-20,22.40999984741211
2017-03-21,20.860000610351562
2017-03-22,20.8700008392334
2017-03-23,19.270000457763672
2017-03-24,19.260000228881836
2017-03-27,20.690000534057617
2017-03-28,21.8799991607666
2017-03-29,22.219999313354492
2017-03-30,22.1299991607666
2017-03-31,22.31999969482422
2017-04-03,22.25
2017-04-04,21.940000534057617
2017-04-05,20.469999313354492
2017-04-06,21.190000534057617
2017-04-07,20.899999618530273
2017-04-10,20.969999313354492
2017-04-11,20.510000228881836
2017-04-12,19.6299991607666
2017-04-13,20.479999542236328
2017-04-17,20.790000915527344
2017-04-18,19.420000076293945
2017-04-19,19.25
2017-04-20,19.200000762939453
2017-04-21,18.989999771118164
2017-04-24,19.40999984741211
2017-04-25,19.729999542236328
2017-04-26,19.600000381469727
2017-04-27,19.43000030517578
2017-04-28,18.850000381469727
2017-05-01,20.270000457763672
2017-05-02,20.43000030517578
2017-05-03,19.56999969482422
2017-05-04,18.969999313354492
2017-05-05,18.6299991607666
2017-05-08,17.989999771118164
2017-05-09,18.829999923706055
2017-05-10,19.139999389648438
2017-05-11,18.510000228881836
2017-05-12,19.290000915527344
2017-05-15,20.010000228881836
2017-05-16,18.299999237060547
2017-05-17,17.739999771118164
2017-05-18,18.729999542236328
2017-05-19,17.90999984741211
2017-05-22,17.450000762939453
2017-05-23,17.299999237060547
2017-05-24,17.219999313354492
2017-05-25,16.309999465942383
2017-05-26,15.619999885559082
2017-05-30,13.75
2017-05-31,13.65999984741211
2017-06-01,13.949999809265137
2017-06-02,14.210000038146973
2017-06-05,13.6899995803833
2017-06-06,14.1899995803833
2017-06-07,15.640000343322754
2017-06-08,16.209999084472656
2017-06-09,15.720000267028809
2017-06-12,16.06999969482422
2017-06-13,16.040000915527344
2017-06-14,16.0
2017-06-15,15.630000114440918
2017-06-16,16.280000686645508
2017-06-19,16.81999969482422
2017-06-20,16.600000381469727
2017-06-21,16.90999984741211
2017-06-22,17.540000915527344
2017-06-23,17.950000762939453
2017-06-26,17.959999084472656
2017-06-27,17.440000534057617
2017-06-28,17.989999771118164
2017-06-29,17.1200008392334
2017-06-30,16.780000686645508
2017-07-03,17.43000030517578
2017-07-05,17.510000228881836
2017-07-06,17.020000457763672
2017-07-07,17.18000030517578
2017-07-10,16.889999389648438
2017-07-11,17.040000915527344
2017-07-12,17.280000686645508
2017-07-13,17.709999084472656
2017-07-14,17.299999237060547
2017-07-17,16.280000686645508
2017-07-18,15.449999809265137
2017-07-19,15.869999885559082
2017-07-20,15.739999771118164
2017-07-21,15.819999694824219
2017-07-24,16.31999969482422
2017-07-25,16.309999465942383
2017-07-26,15.880000114440918
2017-07-27,15.899999618530273
2017-07-28,17.139999389648438
2017-07-31,16.920000076293945
2017-08-01,16.389999389648438
2017-08-02,15.8100004196167
2017-08-03,17.239999771118164
2017-08-04,17.059999465942383
2017-08-07,18.610000610351562
2017-08-08,18.860000610351562
2017-08-09,17.979999542236328
2017-08-10,19.719999313354492
2017-08-11,21.950000762939453
2017-08-14,23.15999984741211
2017-08-15,20.649999618530273
2017-08-16,20.739999771118164
2017-08-17,18.799999237060547
2017-08-18,17.829999923706055
2017-08-21,17.81999969482422
2017-08-22,18.40999984741211
2017-08-23,18.450000762939453
2017-08-24,19.510000228881836
2017-08-25,19.100000381469727
2017-08-28,20.729999542236328
2017-08-29,20.8799991607666
2017-08-30,21.260000228881836
2017-08-31,21.110000610351562
2017-09-01,20.59000015258789
2017-09-05,20.040000915527344
2017-09-06,19.690000534057617
2017-09-07,20.200000762939453
2017-09-08,20.09000015258789
2017-09-11,19.979999542236328
2017-09-12,19.93000030517578
2017-09-13,21.079999923706055
2017-09-14,21.100000381469727
2017-09-15,20.940000534057617
2017-09-18,21.3700008392334
2017-09-19,22.030000686645508
2017-09-20,22.540000915527344
2017-09-21,23.15999984741211
2017-09-22,22.850000381469727
2017-09-25,21.1299991607666
2017-09-26,20.299999237060547
2017-09-27,19.93000030517578
2017-09-28,23.139999389648438
2017-09-29,24.010000228881836
2017-10-02,24.559999465942383
2017-10-03,25.540000915527344
2017-10-04,23.5
2017-10-05,25.0
2017-10-06,25.010000228881836
2017-10-09,25.020000457763672
2017-10-10,25.209999084472656
2017-10-11,24.110000610351562
2017-10-12,24.889999389648438
2017-10-13,23.3700008392334
2017-10-16,22.790000915527344
2017-10-17,23.200000762939453
2017-10-18,23.329999923706055
2017-10-19,23.950000762939453
2017-10-20,24.010000228881836
2017-10-23,23.8700008392334
2017-10-24,22.75
2017-10-25,22.809999465942383
2017-10-26,21.889999389648438
2017-10-27,22.280000686645508
2017-10-30,23.899999618530273
2017-10-31,24.799999237060547
2017-11-01,23.3700008392334
2017-11-02,23.93000030517578
2017-11-03,24.93000030517578
2017-11-06,24.020000457763672
2017-11-07,23.06999969482422
2017-11-08,22.3700008392334
2017-11-09,22.68000030517578
2017-11-10,24.3799991607666
2017-11-13,24.68000030517578
2017-11-14,23.549999237060547
2017-11-15,24.34000015258789
2017-11-16,25.030000686645508
2017-11-17,25.049999237060547
2017-11-20,25.459999084472656
2017-11-21,25.950000762939453
2017-11-22,28.25
2017-11-24,25.799999237060547
2017-11-27,26.969999313354492
2017-11-28,27.1299991607666
2017-11-29,28.049999237060547
2017-11-30,28.8700008392334
2017-12-01,29.8700008392334
2017-12-04,27.760000228881836
2017-12-05,27.290000915527344
2017-12-06,25.174999237060547
2017-12-07,25.780000686645508
2017-12-08,24.959999084472656
2017-12-11,23.600000381469727
2017-12-12,23.579999923706055
2017-12-13,24.3700008392334
2017-12-14,24.420000076293945
2017-12-15,25.0
2017-12-18,25.1200008392334
2017-12-19,24.579999923706055
2017-12-20,24.889999389648438
2017-12-21,26.709999084472656
2017-12-22,28.43000030517578
2017-12-26,29.260000228881836
2017-12-27,29.899999618530273
2017-12-28,31.34000015258789
2017-12-29,30.729999542236328
2018-01-02,34.31999969482422
2018-01-03,33.33000183105469
2018-01-04,33.91999816894531
2018-01-05,33.59000015258789
2018-01-08,30.020000457763672
2018-01-09,31.170000076293945
2018-01-10,31.6200008392334
2018-01-11,32.349998474121094
2018-01-12,32.0
2018-01-16,30.020000457763672
2018-01-17,30.3799991607666
2018-01-18,29.84000015258789
2018-01-19,30.399999618530273
2018-01-22,34.619998931884766
2018-01-23,34.79999923706055
2018-01-24,33.880001068115234
2018-01-25,34.22999954223633
2018-01-26,35.959999084472656
2018-01-29,40.70000076293945
2018-01-30,39.2599983215332
2018-01-31,36.5099983215332
2018-02-01,36.56999969482422
2018-02-02,34.75
2018-02-05,33.97999954223633
2018-02-06,35.06999969482422
2018-02-07,36.66999816894531
2018-02-08,33.279998779296875
2018-02-09,33.689998626708984
2018-02-12,32.849998474121094
2018-02-13,33.099998474121094
2018-02-14,34.59000015258789
2018-02-15,34.790000915527344
2018-02-16,33.81999969482422
2018-02-20,33.279998779296875
2018-02-21,34.4900016784668
2018-02-22,35.11000061035156
2018-02-23,35.88999938964844
2018-02-26,37.91999816894531
2018-02-27,36.810001373291016
2018-02-28,36.63999938964844
2018-03-01,35.29999923706055
2018-03-02,37.959999084472656
2018-03-05,38.47999954223633
2018-03-06,38.439998626708984
2018-03-07,42.279998779296875
2018-03-08,42.810001373291016
2018-03-09,44.08000183105469
2018-03-12,41.77000045776367
2018-03-13,41.41999816894531
2018-03-14,41.5099983215332
2018-03-15,39.34000015258789
2018-03-16,38.02000045776367
2018-03-19,37.29999923706055
2018-03-20,38.13999938964844
2018-03-21,39.2400016784668
2018-03-22,38.0
2018-03-23,37.900001525878906
2018-03-26,36.41999816894531
2018-03-27,33.18000030517578
2018-03-28,32.630001068115234
2018-03-29,33.150001525878906
2018-04-02,31.770000457763672
2018-04-03,32.20000076293945
2018-04-04,33.779998779296875
2018-04-05,32.90999984741211
2018-04-06,31.940000534057617
2018-04-09,32.40999984741211
2018-04-10,34.150001525878906
2018-04-11,34.52000045776367
2018-04-12,35.560001373291016
2018-04-13,34.689998626708984
2018-04-16,34.459999084472656
2018-04-17,35.68000030517578
2018-04-18,35.349998474121094
2018-04-19,34.810001373291016
2018-04-20,34.459999084472656
2018-04-23,33.439998626708984
2018-04-24,32.41999816894531
2018-04-25,31.780000686645508
2018-04-26,32.95000076293945
2018-04-27,32.97999954223633
2018-04-30,31.399999618530273
2018-05-01,32.4900016784668
2018-05-02,32.68000030517578
2018-05-03,31.600000381469727
2018-05-04,33.0
2018-05-07,33.560001373291016
2018-05-08,33.459999084472656
2018-05-09,34.459999084472656
2018-05-10,33.560001373291016
2018-05-11,35.18000030517578
2018-05-14,36.0
2018-05-15,36.439998626708984
2018-05-16,37.060001373291016
2018-05-17,37.97999954223633
2018-05-18,34.849998474121094
2018-05-21,33.380001068115234
2018-05-22,34.15999984741211
2018-05-23,36.060001373291016
2018-05-24,36.630001068115234
2018-05-25,36.529998779296875
2018-05-29,35.650001525878906
2018-05-30,37.93000030517578
2018-05-31,38.31999969482422
2018-06-01,37.0099983215332
2018-06-04,36.599998474121094
2018-06-05,38.33000183105469
2018-06-06,38.22999954223633
2018-06-07,37.810001373291016
2018-06-08,39.209999084472656
2018-06-11,36.150001525878906
2018-06-12,36.0099983215332
2018-06-13,36.209999084472656
2018-06-14,37.25
2018-06-15,37.5
2018-06-18,39.22999954223633
2018-06-19,39.38999938964844
2018-06-20,41.0099983215332
2018-06-21,39.779998779296875
2018-06-22,39.369998931884766
2018-06-25,37.470001220703125
2018-06-26,37.5099983215332
2018-06-27,35.68000030517578
2018-06-28,35.849998474121094
2018-06-29,35.83000183105469
2018-07-02,36.9900016784668
2018-07-03,36.81999969482422
2018-07-05,36.83000183105469
2018-07-06,37.939998626708984
2018-07-09,38.38999938964844
2018-07-10,37.970001220703125
2018-07-11,38.0
2018-07-12,37.849998474121094
2018-07-13,37.900001525878906
2018-07-16,35.20000076293945
2018-07-17,36.459999084472656
2018-07-18,35.380001068115234
2018-07-19,36.130001068115234
2018-07-20,36.25
2018-07-23,35.369998931884766
2018-07-24,32.459999084472656
2018-07-25,31.81999969482422
2018-07-26,31.540000915527344
2018-07-27,29.700000762939453
2018-07-30,29.40999984741211
2018-07-31,29.739999771118164
2018-08-01,29.420000076293945
2018-08-02,29.489999771118164
2018-08-03,28.68000030517578
2018-08-06,29.09000015258789
2018-08-07,28.829999923706055
2018-08-08,27.649999618530273
2018-08-09,28.65999984741211
2018-08-10,29.639999389648438
2018-08-13,29.360000610351562
2018-08-14,29.600000381469727
2018-08-15,29.06999969482422
2018-08-16,29.940000534057617
2018-08-17,29.860000610351562
2018-08-20,30.40999984741211
2018-08-21,31.31999969482422
2018-08-22,31.360000610351562
2018-08-23,30.43000030517578
2018-08-24,30.65999984741211
2018-08-27,30.760000228881836
2018-08-28,30.969999313354492
2018-08-29,31.729999542236328
2018-08-30,32.06999969482422
2018-08-31,32.83000183105469
2018-09-04,32.79999923706055
2018-09-05,32.0
2018-09-06,30.010000228881836
2018-09-07,30.25
2018-09-10,31.06999969482422
2018-09-11,32.2400016784668
2018-09-12,32.4900016784668
2018-09-13,32.220001220703125
2018-09-14,32.40999984741211
2018-09-17,31.8700008392334
2018-09-18,32.81999969482422
2018-09-19,33.189998626708984
2018-09-20,32.56999969482422
2018-09-21,30.100000381469727
2018-09-24,30.549999237060547
2018-09-25,32.56999969482422
2018-09-26,32.459999084472656
2018-09-27,32.40999984741211
2018-09-28,31.81999969482422
2018-10-01,30.469999313354492
2018-10-02,29.110000610351562
2018-10-03,30.209999084472656
2018-10-04,28.610000610351562
2018-10-05,28.56999969482422
2018-10-08,27.860000610351562
2018-10-09,27.760000228881836
2018-10-10,25.989999771118164
2018-10-11,26.549999237060547
2018-10-12,27.31999969482422
2018-10-15,27.100000381469727
2018-10-16,29.059999465942383
2018-10-17,29.559999465942383
2018-10-18,28.350000381469727
2018-10-19,27.489999771118164
2018-10-22,26.809999465942383
2018-10-23,26.829999923706055
2018-10-24,24.389999389648438
2018-10-25,26.229999542236328
2018-10-26,25.979999542236328
2018-10-29,25.049999237060547
2018-10-30,24.700000762939453
2018-10-31,25.329999923706055
2018-11-01,27.459999084472656
2018-11-02,28.0
2018-11-05,27.799999237060547
2018-11-06,27.079999923706055
2018-11-07,28.6200008392334
2018-11-08,29.979999542236328
2018-11-09,28.950000762939453
2018-11-12,28.190000534057617
2018-11-13,28.979999542236328
2018-11-14,26.899999618530273
2018-11-15,28.079999923706055
2018-11-16,28.959999084472656
2018-11-19,27.149999618530273
2018-11-20,25.559999465942383
2018-11-21,27.969999313354492
2018-11-23,28.030000686645508
2018-11-26,28.760000228881836
2018-11-27,27.420000076293945
2018-11-28,29.3700008392334
2018-11-29,30.110000610351562
2018-11-30,31.15999984741211
2018-12-03,31.790000915527344
2018-12-04,30.489999771118164
2018-12-06,29.690000534057617
2018-12-07,28.389999389648438
2018-12-10,28.989999771118164
2018-12-11,29.600000381469727
2018-12-12,30.309999465942383
2018-12-13,28.940000534057617
2018-12-14,28.450000762939453
2018-12-17,27.639999389648438
2018-12-18,26.309999465942383
2018-12-19,24.950000762939453
2018-12-20,22.959999084472656
2018-12-21,18.190000534057617
2018-12-24,19.530000686645508
2018-12-26,20.59000015258789
2018-12-27,20.31999969482422
2018-12-28,20.719999313354492
2018-12-31,22.75
2019-01-02,23.34000015258789
2019-01-03,21.959999084472656
2019-01-04,23.200000762939453
2019-01-07,24.93000030517578
2019-01-08,25.450000762939453
2019-01-09,26.399999618530273
2019-01-10,26.40999984741211
2019-01-11,26.200000762939453
2019-01-14,24.989999771118164
2019-01-15,26.399999618530273
2019-01-16,26.260000228881836
2019-01-17,26.209999084472656
2019-01-18,26.139999389648438
2019-01-22,20.950000762939453
2019-01-23,20.100000381469727
2019-01-24,21.329999923706055
2019-01-25,21.459999084472656
2019-01-28,20.65999984741211
2019-01-29,20.290000915527344
2019-01-30,21.280000686645508
2019-01-31,21.729999542236328
2019-02-01,21.600000381469727
2019-02-04,21.90999984741211
2019-02-05,21.139999389648438
2019-02-06,21.100000381469727
2019-02-07,19.43000030517578
2019-02-08,19.75
2019-02-11,19.969999313354492
2019-02-12,20.290000915527344
2019-02-13,19.950000762939453
2019-02-14,19.860000610351562
2019-02-15,20.079999923706055
2019-02-19,20.219999313354492
2019-02-20,20.549999237060547
2019-02-21,19.729999542236328
2019-02-22,19.8700008392334
2019-02-25,20.93000030517578
2019-02-26,20.719999313354492
2019-02-27,20.950000762939453
2019-02-28,20.6299991607666
2019-03-01,23.639999389648438
2019-03-04,23.81999969482422
2019-03-05,23.639999389648438
2019-03-06,22.6299991607666
2019-03-07,22.860000610351562
2019-03-08,22.600000381469727
2019-03-11,23.84000015258789
2019-03-12,24.270000457763672
2019-03-13,24.219999313354492
2019-03-14,23.940000534057617
2019-03-15,24.290000915527344
2019-03-18,23.969999313354492
2019-03-19,24.110000610351562
2019-03-20,24.1200008392334
2019-03-21,24.739999771118164
2019-03-22,22.610000610351562
2019-03-25,22.799999237060547
2019-03-26,23.190000534057617
2019-03-27,22.950000762939453
2019-03-28,23.6299991607666
2019-03-29,24.450000762939453
2019-04-01,24.709999084472656
2019-04-02,26.020000457763672
2019-04-03,26.75
2019-04-04,26.670000076293945
2019-04-05,27.479999542236328
2019-04-08,27.25
2019-04-09,26.670000076293945
2019-04-10,27.670000076293945
2019-04-11,25.489999771118164
2019-04-12,26.09000015258789
2019-04-15,26.540000915527344
2019-04-16,27.219999313354492
2019-04-17,25.719999313354492
2019-04-18,25.799999237060547
2019-04-22,26.31999969482422
2019-04-23,27.440000534057617
2019-04-24,27.010000228881836
2019-04-25,27.15999984741211
2019-04-26,27.760000228881836
2019-04-29,26.270000457763672
2019-04-30,24.75
2019-05-01,23.219999313354492
2019-05-02,24.0
2019-05-03,25.079999923706055
2019-05-06,25.860000610351562
2019-05-07,24.68000030517578
2019-05-08,25.1299991607666
2019-05-09,24.559999465942383
2019-05-10,24.450000762939453
2019-05-13,22.270000457763672
2019-05-14,22.489999771118164
2019-05-15,22.639999389648438
2019-05-16,23.190000534057617
2019-05-17,22.5
2019-05-20,21.450000762939453
2019-05-21,22.989999771118164
2019-05-22,22.0
2019-05-23,21.18000030517578
2019-05-24,21.719999313354492
2019-05-28,21.43000030517578
2019-05-29,21.149999618530273
2019-05-30,21.229999542236328
2019-05-31,20.549999237060547
2019-06-03,20.760000228881836
2019-06-04,20.829999923706055
2019-06-05,20.479999542236328
2019-06-06,20.579999923706055
2019-06-07,22.40999984741211
2019-06-10,22.049999237060547
2019-06-11,21.549999237060547
2019-06-12,21.739999771118164
2019-06-13,22.510000228881836
2019-06-14,21.729999542236328
2019-06-17,22.610000610351562
2019-06-18,22.989999771118164
2019-06-19,22.700000762939453
2019-06-20,22.40999984741211
2019-06-21,22.829999923706055
2019-06-24,21.790000915527344
2019-06-25,22.829999923706055
2019-06-26,22.309999465942383
2019-06-27,23.40999984741211
2019-06-28,24.739999771118164
2019-07-01,24.239999771118164
2019-07-02,23.93000030517578
2019-07-03,24.579999923706055
2019-07-05,24.059999465942383
2019-07-08,23.969999313354492
2019-07-09,24.479999542236328
2019-07-10,24.940000534057617
2019-07-11,24.780000686645508
2019-07-12,24.850000381469727
2019-07-15,25.299999237060547
2019-07-16,24.329999923706055
2019-07-17,24.059999465942383
2019-07-18,24.670000076293945
2019-07-19,23.850000381469727
2019-07-22,24.790000915527344
2019-07-23,25.389999389648438
2019-07-24,26.0
2019-07-25,24.920000076293945
2019-07-26,26.18000030517578
2019-07-29,26.270000457763672
2019-07-30,26.809999465942383
2019-07-31,25.25
2019-08-01,25.780000686645508
2019-08-02,24.969999313354492
2019-08-05,23.93000030517578
2019-08-06,24.6299991607666
2019-08-07,24.5
2019-08-08,24.780000686645508
2019-08-09,24.84000015258789
2019-08-12,24.040000915527344
2019-08-13,24.59000015258789
2019-08-14,25.09000015258789
2019-08-15,25.360000610351562
2019-08-16,25.639999389648438
2019-08-19,25.780000686645508
2019-08-20,25.59000015258789
2019-08-21,25.8700008392334
2019-08-22,25.290000915527344
2019-08-23,24.059999465942383
2019-08-26,24.34000015258789
2019-08-27,23.719999313354492
2019-08-28,24.299999237060547
2019-08-29,25.079999923706055
2019-08-30,24.829999923706055
2019-09-03,23.850000381469727
2019-09-04,23.15999984741211
2019-09-05,24.190000534057617
2019-09-06,24.459999084472656
2019-09-09,24.280000686645508
2019-09-10,25.530000686645508
2019-09-11,26.56999969482422
2019-09-12,26.09000015258789
2019-09-13,25.5
2019-09-16,25.75
2019-09-17,25.760000228881836
2019-09-18,25.290000915527344
2019-09-19,25.18000030517578
2019-09-20,24.989999771118164
2019-09-23,24.350000381469727
2019-09-24,23.969999313354492
2019-09-25,23.735000610351562
2019-09-26,22.709999084472656
2019-09-27,22.485000610351562
2019-09-30,22.739999771118164
2019-10-01,22.040000915527344
2019-10-02,21.760000228881836
2019-10-03,21.639999389648438
2019-10-04,21.780000686645508
2019-10-07,21.34000015258789
2019-10-08,20.06999969482422
2019-10-09,19.899999618530273
2019-10-10,19.489999771118164
2019-10-11,20.190000534057617
2019-10-14,19.829999923706055
2019-10-15,20.280000686645508
2019-10-16,20.399999618530273
2019-10-17,20.350000381469727
2019-10-18,19.729999542236328
2019-10-21,20.459999084472656
2019-10-22,20.299999237060547
2019-10-23,20.834999084472656
2019-10-24,20.68000030517578
2019-10-25,20.959999084472656
2019-10-28,21.610000610351562
2019-10-29,21.540000915527344
2019-10-30,21.399999618530273
2019-10-31,20.84000015258789
2019-11-01,21.530000686645508
