,BCML
2010-01-22,7.800000190734863
2010-01-25,7.800000190734863
2010-01-26,7.800000190734863
2010-01-27,7.800000190734863
2010-01-28,7.800000190734863
2010-01-29,7.800000190734863
2010-02-01,7.800000190734863
2010-02-02,7.800000190734863
2010-02-03,8.100000381469727
2010-02-04,8.5
2010-02-05,8.5
2010-02-08,9.0
2010-02-09,8.5
2010-02-10,8.5
2010-02-11,8.5
2010-02-12,8.5
2010-02-16,8.5
2010-02-17,8.5
2010-02-18,8.5
2010-02-19,8.5
2010-02-22,8.5
2010-02-23,9.600000381469727
2010-02-24,8.300000190734863
2010-02-25,8.300000190734863
2010-02-26,8.300000190734863
2010-03-01,8.300000190734863
2010-03-02,8.300000190734863
2010-03-03,8.300000190734863
2010-03-04,8.300000190734863
2010-03-05,8.5
2010-03-08,8.5
2010-03-09,8.199999809265137
2010-03-10,8.199999809265137
2010-03-11,8.5
2010-03-12,8.5
2010-03-15,8.5
2010-03-16,8.5
2010-03-17,8.5
2010-03-18,8.949999809265137
2010-03-19,8.949999809265137
2010-03-22,9.0
2010-03-23,9.0
2010-03-24,9.0
2010-03-25,9.0
2010-03-26,9.0
2010-03-29,9.0
2010-03-30,9.0
2010-03-31,9.0
2010-04-01,9.0
2010-04-05,9.0
2010-04-06,9.199999809265137
2010-04-07,9.100000381469727
2010-04-08,9.100000381469727
2010-04-09,9.0
2010-04-12,9.0
2010-04-13,9.0
2010-04-14,9.0
2010-04-15,9.0
2010-04-16,9.0
2010-04-19,9.0
2010-04-20,9.0
2010-04-21,9.0
2010-04-22,9.0
2010-04-23,9.0
2010-04-26,8.899999618530273
2010-04-27,8.899999618530273
2010-04-28,9.649999618530273
2010-04-29,9.649999618530273
2010-04-30,9.649999618530273
2010-05-03,9.649999618530273
2010-05-04,9.949999809265137
2010-05-05,9.949999809265137
2010-05-06,9.649999618530273
2010-05-07,9.649999618530273
2010-05-10,9.75
2010-05-11,9.75
2010-05-12,9.75
2010-05-13,9.75
2010-05-14,9.75
2010-05-17,9.75
2010-05-18,9.75
2010-05-19,9.75
2010-05-20,9.75
2010-05-21,9.75
2010-05-24,9.75
2010-05-25,9.75
2010-05-26,9.75
2010-05-27,9.75
2010-05-28,9.75
2010-06-01,9.75
2010-06-02,9.75
2010-06-03,9.75
2010-06-04,9.75
2010-06-07,9.75
2010-06-08,9.75
2010-06-09,9.75
2010-06-10,9.75
2010-06-11,9.75
2010-06-14,9.75
2010-06-15,9.75
2010-06-16,9.75
2010-06-17,9.75
2010-06-18,9.75
2010-06-21,9.600000381469727
2010-06-22,9.600000381469727
2010-06-23,9.600000381469727
2010-06-24,9.600000381469727
2010-06-25,9.600000381469727
2010-06-28,9.600000381469727
2010-06-29,9.550000190734863
2010-06-30,9.729999542236328
2010-07-01,9.729999542236328
2010-07-02,9.729999542236328
2010-07-06,9.729999542236328
2010-07-07,9.729999542236328
2010-07-08,9.729999542236328
2010-07-09,9.199999809265137
2010-07-12,9.050000190734863
2010-07-13,9.050000190734863
2010-07-14,8.800000190734863
2010-07-15,8.800000190734863
2010-07-16,8.800000190734863
2010-07-19,8.800000190734863
2010-07-20,8.800000190734863
2010-07-21,8.800000190734863
2010-07-22,8.800000190734863
2010-07-23,8.75
2010-07-26,8.75
2010-07-27,8.75
2010-07-28,8.75
2010-07-29,8.75
2010-07-30,8.75
2010-08-02,8.75
2010-08-03,8.75
2010-08-04,8.75
2010-08-05,8.75
2010-08-06,9.0
2010-08-09,9.0
2010-08-10,9.0
2010-08-11,9.0
2010-08-12,9.0
2010-08-13,9.0
2010-08-16,8.800000190734863
2010-08-17,8.800000190734863
2010-08-18,8.75
2010-08-19,8.75
2010-08-20,8.75
2010-08-23,8.75
2010-08-24,8.75
2010-08-25,8.75
2010-08-26,8.75
2010-08-27,8.75
2010-08-30,8.75
2010-08-31,8.75
2010-09-01,8.75
2010-09-02,8.75
2010-09-03,8.75
2010-09-07,8.75
2010-09-08,8.75
2010-09-09,8.75
2010-09-10,8.75
2010-09-13,8.75
2010-09-14,8.75
2010-09-15,8.75
2010-09-16,8.75
2010-09-17,8.75
2010-09-20,8.75
2010-09-21,8.0
2010-09-22,8.0
2010-09-23,8.25
2010-09-24,8.25
2010-09-27,8.25
2010-09-28,8.25
2010-09-29,8.25
2010-09-30,8.25
2010-10-01,8.25
2010-10-04,8.25
2010-10-05,8.25
2010-10-06,8.25
2010-10-07,8.25
2010-10-08,8.25
2010-10-11,8.25
2010-10-12,8.25
2010-10-13,8.25
2010-10-14,8.25
2010-10-15,8.0
2010-10-18,8.0
2010-10-19,8.0
2010-10-20,8.0
2010-10-21,8.100000381469727
2010-10-22,8.100000381469727
2010-10-25,8.0
2010-10-26,8.0
2010-10-27,8.0
2010-10-28,7.800000190734863
2010-10-29,7.800000190734863
2010-11-01,7.800000190734863
2010-11-02,7.800000190734863
2010-11-03,7.800000190734863
2010-11-04,7.800000190734863
2010-11-05,7.699999809265137
2010-11-08,7.699999809265137
2010-11-09,7.699999809265137
2010-11-10,7.699999809265137
2010-11-11,7.849999904632568
2010-11-12,7.849999904632568
2010-11-15,7.849999904632568
2010-11-16,7.849999904632568
2010-11-17,7.75
2010-11-18,7.75
2010-11-19,7.75
2010-11-22,7.75
2010-11-23,7.75
2010-11-24,7.75
2010-11-26,7.75
2010-11-29,7.309999942779541
2010-11-30,7.699999809265137
2010-12-01,7.449999809265137
2010-12-02,7.449999809265137
2010-12-03,7.309999942779541
2010-12-06,7.360000133514404
2010-12-07,7.5
2010-12-08,7.5
2010-12-09,7.400000095367432
2010-12-10,7.400000095367432
2010-12-13,7.199999809265137
2010-12-14,7.0
2010-12-15,7.0
2010-12-16,7.0
2010-12-17,7.0
2010-12-20,7.0
2010-12-21,7.0
2010-12-22,7.0
2010-12-23,6.849999904632568
2010-12-27,6.849999904632568
2010-12-28,6.849999904632568
2010-12-29,6.75
2010-12-30,6.75
2010-12-31,6.989999771118164
2011-01-03,6.989999771118164
2011-01-04,6.989999771118164
2011-01-05,7.0
2011-01-06,7.0
2011-01-07,7.0
2011-01-10,7.0
2011-01-11,7.0
2011-01-12,7.0
2011-01-13,7.0
2011-01-14,7.0
2011-01-18,7.0
2011-01-19,7.0
2011-01-20,7.300000190734863
2011-01-21,7.300000190734863
2011-01-24,7.300000190734863
2011-01-25,7.300000190734863
2011-01-26,7.300000190734863
2011-01-27,7.300000190734863
2011-01-28,7.300000190734863
2011-01-31,7.25
2011-02-01,7.150000095367432
2011-02-02,7.150000095367432
2011-02-03,7.150000095367432
2011-02-04,7.150000095367432
2011-02-07,7.150000095367432
2011-02-08,7.25
2011-02-09,7.449999809265137
2011-02-10,7.400000095367432
2011-02-11,7.400000095367432
2011-02-14,7.400000095367432
2011-02-15,7.400000095367432
2011-02-16,7.400000095367432
2011-02-17,7.349999904632568
2011-02-18,7.349999904632568
2011-02-22,7.510000228881836
2011-02-23,7.510000228881836
2011-02-24,7.510000228881836
2011-02-25,7.550000190734863
2011-02-28,7.559999942779541
2011-03-01,7.559999942779541
2011-03-02,7.539999961853027
2011-03-03,7.539999961853027
2011-03-04,7.539999961853027
2011-03-07,7.539999961853027
2011-03-08,7.539999961853027
2011-03-09,7.590000152587891
2011-03-10,7.550000190734863
2011-03-11,7.550000190734863
2011-03-14,7.550000190734863
2011-03-15,7.550000190734863
2011-03-16,7.579999923706055
2011-03-17,7.579999923706055
2011-03-18,7.579999923706055
2011-03-21,7.599999904632568
2011-03-22,7.650000095367432
2011-03-23,7.650000095367432
2011-03-24,7.650000095367432
2011-03-25,7.650000095367432
2011-03-28,7.650000095367432
2011-03-29,7.650000095367432
2011-03-30,7.900000095367432
2011-03-31,7.599999904632568
2011-04-01,7.599999904632568
2011-04-04,7.599999904632568
2011-04-05,7.599999904632568
2011-04-06,7.599999904632568
2011-04-07,7.599999904632568
2011-04-08,7.599999904632568
2011-04-11,7.5
2011-04-12,7.650000095367432
2011-04-13,7.650000095367432
2011-04-14,7.650000095367432
2011-04-15,7.25
2011-04-18,7.25
2011-04-19,7.25
2011-04-20,7.25
2011-04-21,7.260000228881836
2011-04-25,7.349999904632568
2011-04-26,7.300000190734863
2011-04-27,7.300000190734863
2011-04-28,7.300000190734863
2011-04-29,7.5
2011-05-02,7.5
2011-05-03,7.5
2011-05-04,7.400000095367432
2011-05-05,7.400000095367432
2011-05-06,7.400000095367432
2011-05-09,7.099999904632568
2011-05-10,7.0
2011-05-11,7.0
2011-05-12,7.0
2011-05-13,7.0
2011-05-16,7.0
2011-05-17,7.0
2011-05-18,7.0
2011-05-19,7.0
2011-05-20,7.0
2011-05-23,7.0
2011-05-24,7.050000190734863
2011-05-25,7.050000190734863
2011-05-26,7.050000190734863
2011-05-27,7.050000190734863
2011-05-31,7.25
2011-06-01,7.25
2011-06-02,7.25
2011-06-03,7.25
2011-06-06,7.25
2011-06-07,7.25
2011-06-08,7.25
2011-06-09,7.300000190734863
2011-06-10,7.300000190734863
2011-06-13,7.300000190734863
2011-06-14,7.099999904632568
2011-06-15,7.099999904632568
2011-06-16,7.099999904632568
2011-06-17,7.099999904632568
2011-06-20,7.300000190734863
2011-06-21,7.300000190734863
2011-06-22,7.300000190734863
2011-06-23,7.300000190734863
2011-06-24,6.75
2011-06-27,6.75
2011-06-28,6.75
2011-06-29,6.75
2011-06-30,6.75
2011-07-01,6.75
2011-07-05,6.75
2011-07-06,6.75
2011-07-07,6.75
2011-07-08,7.0
2011-07-11,7.0
2011-07-12,7.25
2011-07-13,7.25
2011-07-14,7.25
2011-07-15,7.25
2011-07-18,7.0
2011-07-19,7.0
2011-07-20,7.0
2011-07-21,7.0
2011-07-22,7.0
2011-07-25,7.0
2011-07-26,7.0
2011-07-27,7.0
2011-07-28,7.050000190734863
2011-07-29,7.050000190734863
2011-08-01,7.050000190734863
2011-08-02,7.099999904632568
2011-08-03,7.0
2011-08-04,7.0
2011-08-05,6.75
2011-08-08,6.75
2011-08-09,6.75
2011-08-10,6.650000095367432
2011-08-11,6.650000095367432
2011-08-12,6.650000095367432
2011-08-15,6.650000095367432
2011-08-16,6.650000095367432
2011-08-17,6.650000095367432
2011-08-18,6.650000095367432
2011-08-19,6.650000095367432
2011-08-22,6.630000114440918
2011-08-23,6.630000114440918
2011-08-24,6.630000114440918
2011-08-25,7.099999904632568
2011-08-26,7.099999904632568
2011-08-29,7.099999904632568
2011-08-30,6.630000114440918
2011-08-31,6.630000114440918
2011-09-01,6.599999904632568
2011-09-02,7.099999904632568
2011-09-06,7.099999904632568
2011-09-07,7.099999904632568
2011-09-08,6.610000133514404
2011-09-09,6.610000133514404
2011-09-12,6.610000133514404
2011-09-13,6.610000133514404
2011-09-14,6.610000133514404
2011-09-15,6.610000133514404
2011-09-16,6.610000133514404
2011-09-19,6.739999771118164
2011-09-20,6.739999771118164
2011-09-21,6.610000133514404
2011-09-22,6.610000133514404
2011-09-23,6.449999809265137
2011-09-26,6.449999809265137
2011-09-27,6.449999809265137
2011-09-28,6.449999809265137
2011-09-29,6.449999809265137
2011-09-30,6.449999809265137
2011-10-03,6.449999809265137
2011-10-04,6.0
2011-10-05,6.0
2011-10-06,6.0
2011-10-07,6.0
2011-10-10,6.0
2011-10-11,6.0
2011-10-12,6.0
2011-10-13,6.0
2011-10-14,6.0
2011-10-17,6.0
2011-10-18,6.0
2011-10-19,6.0
2011-10-20,6.849999904632568
2011-10-21,6.75
2011-10-24,6.75
2011-10-25,6.75
2011-10-26,6.75
2011-10-27,6.75
2011-10-28,6.75
2011-10-31,6.75
2011-11-01,6.75
2011-11-02,6.75
2011-11-03,6.75
2011-11-04,6.75
2011-11-07,6.75
2011-11-08,6.849999904632568
2011-11-09,6.849999904632568
2011-11-10,6.75
2011-11-11,6.75
2011-11-14,6.75
2011-11-15,6.75
2011-11-16,6.75
2011-11-17,6.75
2011-11-18,6.75
2011-11-21,6.75
2011-11-22,6.75
2011-11-23,6.75
2011-11-25,6.75
2011-11-28,6.75
2011-11-29,6.75
2011-11-30,6.75
2011-12-01,6.75
2011-12-02,6.75
2011-12-05,6.75
2011-12-06,6.75
2011-12-07,7.0
2011-12-08,7.0
2011-12-09,6.849999904632568
2011-12-12,6.849999904632568
2011-12-13,6.849999904632568
2011-12-14,6.849999904632568
2011-12-15,7.0
2011-12-16,7.0
2011-12-19,7.0
2011-12-20,7.0
2011-12-21,6.900000095367432
2011-12-22,6.900000095367432
2011-12-23,6.900000095367432
2011-12-27,6.900000095367432
2011-12-28,6.900000095367432
2011-12-29,6.900000095367432
2011-12-30,6.849999904632568
2012-01-03,6.849999904632568
2012-01-04,6.849999904632568
2012-01-05,6.849999904632568
2012-01-06,6.849999904632568
2012-01-09,6.849999904632568
2012-01-10,6.849999904632568
2012-01-11,6.849999904632568
2012-01-12,7.0
2012-01-13,7.0
2012-01-17,7.0
2012-01-18,6.949999809265137
2012-01-19,6.949999809265137
2012-01-20,6.949999809265137
2012-01-23,6.949999809265137
2012-01-24,6.710000038146973
2012-01-25,6.710000038146973
2012-01-26,6.710000038146973
2012-01-27,6.710000038146973
2012-01-30,6.710000038146973
2012-01-31,6.71999979019165
2012-02-01,7.0
2012-02-02,7.0
2012-02-03,7.0
2012-02-06,7.150000095367432
2012-02-07,7.150000095367432
2012-02-08,7.150000095367432
2012-02-09,7.150000095367432
2012-02-10,7.150000095367432
2012-02-13,7.150000095367432
2012-02-14,7.150000095367432
2012-02-15,7.150000095367432
2012-02-16,7.150000095367432
2012-02-17,7.150000095367432
2012-02-21,7.5
2012-02-22,7.5
2012-02-23,7.5
2012-02-24,7.5
2012-02-27,7.989999771118164
2012-02-28,7.989999771118164
2012-02-29,7.989999771118164
2012-03-01,7.989999771118164
2012-03-02,7.599999904632568
2012-03-05,7.599999904632568
2012-03-06,7.599999904632568
2012-03-07,7.599999904632568
2012-03-08,7.599999904632568
2012-03-09,7.599999904632568
2012-03-12,7.599999904632568
2012-03-13,7.599999904632568
2012-03-14,7.599999904632568
2012-03-15,7.599999904632568
2012-03-16,7.599999904632568
2012-03-19,7.599999904632568
2012-03-20,7.599999904632568
2012-03-21,7.599999904632568
2012-03-22,7.599999904632568
2012-03-23,7.599999904632568
2012-03-26,7.599999904632568
2012-03-27,7.599999904632568
2012-03-28,7.599999904632568
2012-03-29,7.599999904632568
2012-03-30,7.599999904632568
2012-04-02,7.599999904632568
2012-04-03,7.599999904632568
2012-04-04,7.599999904632568
2012-04-05,7.599999904632568
2012-04-09,8.0
2012-04-10,8.0
2012-04-11,8.0
2012-04-12,8.0
2012-04-13,8.0
2012-04-16,8.0
2012-04-17,8.0
2012-04-18,8.0
2012-04-19,8.0
2012-04-20,8.0
2012-04-23,8.5
2012-04-24,9.0
2012-04-25,9.0
2012-04-26,9.0
2012-04-27,9.0
2012-04-30,9.0
2012-05-01,9.0
2012-05-02,9.0
2012-05-03,7.400000095367432
2012-05-04,8.5
2012-05-07,8.5
2012-05-08,8.0
2012-05-09,8.0
2012-05-10,8.0
2012-05-11,8.0
2012-05-14,8.0
2012-05-15,8.0
2012-05-16,8.0
2012-05-17,8.0
2012-05-18,8.0
2012-05-21,8.0
2012-05-22,8.0
2012-05-23,8.0
2012-05-24,8.0
2012-05-25,7.599999904632568
2012-05-29,7.599999904632568
2012-05-30,7.800000190734863
2012-05-31,8.489999771118164
2012-06-01,7.75
2012-06-04,7.75
2012-06-05,8.489999771118164
2012-06-06,8.489999771118164
2012-06-07,8.489999771118164
2012-06-08,8.489999771118164
2012-06-11,8.489999771118164
2012-06-12,8.489999771118164
2012-06-13,7.550000190734863
2012-06-14,7.550000190734863
2012-06-15,7.550000190734863
2012-06-18,7.550000190734863
2012-06-19,7.550000190734863
2012-06-20,7.75
2012-06-21,7.75
2012-06-22,7.96999979019165
2012-06-25,7.650000095367432
2012-06-26,7.650000095367432
2012-06-27,7.650000095367432
2012-06-28,7.650000095367432
2012-06-29,7.650000095367432
2012-07-02,7.650000095367432
2012-07-03,7.650000095367432
2012-07-05,7.650000095367432
2012-07-06,7.650000095367432
2012-07-09,7.699999809265137
2012-07-10,7.949999809265137
2012-07-11,7.949999809265137
2012-07-12,8.899999618530273
2012-07-13,8.5
2012-07-16,8.5
2012-07-17,8.5
2012-07-18,8.5
2012-07-19,8.5
2012-07-20,8.5
2012-07-23,8.0
2012-07-24,8.0
2012-07-25,8.0
2012-07-26,8.0
2012-07-27,8.0
2012-07-30,8.0
2012-07-31,7.760000228881836
2012-08-01,7.760000228881836
2012-08-02,7.760000228881836
2012-08-03,7.760000228881836
2012-08-06,7.760000228881836
2012-08-07,8.449999809265137
2012-08-08,8.449999809265137
2012-08-09,8.449999809265137
2012-08-10,8.449999809265137
2012-08-13,8.449999809265137
2012-08-14,8.449999809265137
2012-08-15,8.449999809265137
2012-08-16,8.449999809265137
2012-08-17,8.449999809265137
2012-08-20,8.399999618530273
2012-08-21,8.399999618530273
2012-08-22,8.399999618530273
2012-08-23,8.399999618530273
2012-08-24,7.800000190734863
2012-08-27,7.800000190734863
2012-08-28,7.800000190734863
2012-08-29,7.760000228881836
2012-08-30,7.760000228881836
2012-08-31,8.0
2012-09-04,8.100000381469727
2012-09-05,8.100000381469727
2012-09-06,8.100000381469727
2012-09-07,8.100000381469727
2012-09-10,8.0
2012-09-11,7.800000190734863
2012-09-12,7.800000190734863
2012-09-13,7.800000190734863
2012-09-14,7.800000190734863
2012-09-17,7.800000190734863
2012-09-18,8.0
2012-09-19,8.399999618530273
2012-09-20,8.0
2012-09-21,8.0
2012-09-24,7.800000190734863
2012-09-25,7.800000190734863
2012-09-26,7.800000190734863
2012-09-27,7.800000190734863
2012-09-28,7.800000190734863
2012-10-01,7.800000190734863
2012-10-02,7.800000190734863
2012-10-03,7.800000190734863
2012-10-04,7.800000190734863
2012-10-05,7.800000190734863
2012-10-08,7.800000190734863
2012-10-09,7.800000190734863
2012-10-10,7.800000190734863
2012-10-11,8.0
2012-10-12,8.199999809265137
2012-10-15,8.199999809265137
2012-10-16,7.800000190734863
2012-10-17,7.800000190734863
2012-10-18,7.800000190734863
2012-10-19,7.800000190734863
2012-10-22,7.900000095367432
2012-10-23,8.399999618530273
2012-10-24,8.399999618530273
2012-10-25,8.399999618530273
2012-10-26,8.199999809265137
2012-10-31,8.0
2012-11-01,8.0
2012-11-02,8.0
2012-11-05,8.199999809265137
2012-11-06,8.489999771118164
2012-11-07,8.399999618530273
2012-11-08,8.0
2012-11-09,8.380000114440918
2012-11-12,8.380000114440918
2012-11-13,8.25
2012-11-14,8.25
2012-11-15,8.25
2012-11-16,7.949999809265137
2012-11-19,8.0
2012-11-20,7.900000095367432
2012-11-21,7.989999771118164
2012-11-23,7.989999771118164
2012-11-26,7.989999771118164
2012-11-27,7.989999771118164
2012-11-28,7.989999771118164
2012-11-29,7.989999771118164
2012-11-30,7.989999771118164
2012-12-03,7.989999771118164
2012-12-04,7.989999771118164
2012-12-05,8.0
2012-12-06,7.900000095367432
2012-12-07,8.0
2012-12-10,8.0
2012-12-11,8.0
2012-12-12,8.0
2012-12-13,8.0
2012-12-14,8.0
2012-12-17,8.0
2012-12-18,8.149999618530273
2012-12-19,8.0600004196167
2012-12-20,8.239999771118164
2012-12-21,8.239999771118164
2012-12-24,8.239999771118164
2012-12-26,8.199999809265137
2012-12-27,8.199999809265137
2012-12-28,8.199999809265137
2012-12-31,8.199999809265137
2013-01-02,8.199999809265137
2013-01-03,8.199999809265137
2013-01-04,8.199999809265137
2013-01-07,8.199999809265137
2013-01-08,8.300000190734863
2013-01-09,8.300000190734863
2013-01-10,8.300000190734863
2013-01-11,8.5
2013-01-14,8.5
2013-01-15,8.5
2013-01-16,8.5
2013-01-17,8.5
2013-01-18,8.75
2013-01-22,8.75
2013-01-23,8.399999618530273
2013-01-24,8.75
2013-01-25,8.75
2013-01-28,8.75
2013-01-29,8.75
2013-01-30,8.350000381469727
2013-01-31,8.350000381469727
2013-02-01,8.350000381469727
2013-02-04,8.350000381469727
2013-02-05,8.75
2013-02-06,8.199999809265137
2013-02-07,8.449999809265137
2013-02-08,8.449999809265137
2013-02-11,8.449999809265137
2013-02-12,8.300000190734863
2013-02-13,8.300000190734863
2013-02-14,8.300000190734863
2013-02-15,8.300000190734863
2013-02-19,8.399999618530273
2013-02-20,8.399999618530273
2013-02-21,8.399999618530273
2013-02-22,8.399999618530273
2013-02-25,8.399999618530273
2013-02-26,8.399999618530273
2013-02-27,8.449999809265137
2013-02-28,8.449999809265137
2013-03-01,8.260000228881836
2013-03-04,8.260000228881836
2013-03-05,8.350000381469727
2013-03-06,8.350000381469727
2013-03-07,8.350000381469727
2013-03-08,8.399999618530273
2013-03-11,8.399999618530273
2013-03-12,8.399999618530273
2013-03-13,8.399999618530273
2013-03-14,8.399999618530273
2013-03-15,8.350000381469727
2013-03-18,8.350000381469727
2013-03-19,8.350000381469727
2013-03-20,8.300000190734863
2013-03-21,8.350000381469727
2013-03-22,8.350000381469727
2013-03-25,8.350000381469727
2013-03-26,8.350000381469727
2013-03-27,8.350000381469727
2013-03-28,8.350000381469727
2013-04-01,8.300000190734863
2013-04-02,8.300000190734863
2013-04-03,8.25
2013-04-04,8.350000381469727
2013-04-05,8.350000381469727
2013-04-08,8.350000381469727
2013-04-09,8.25
2013-04-10,8.25
2013-04-11,8.25
2013-04-12,8.25
2013-04-15,8.25
2013-04-16,8.25
2013-04-17,8.25
2013-04-18,8.25
2013-04-19,8.050000190734863
2013-04-22,8.050000190734863
2013-04-23,7.900000095367432
2013-04-24,7.900000095367432
2013-04-25,7.900000095367432
2013-04-26,7.900000095367432
2013-04-29,7.900000095367432
2013-04-30,7.900000095367432
2013-05-01,7.849999904632568
2013-05-02,8.100000381469727
2013-05-03,8.100000381469727
2013-05-06,8.100000381469727
2013-05-07,8.100000381469727
2013-05-08,7.889999866485596
2013-05-09,7.849999904632568
2013-05-10,7.710000038146973
2013-05-13,7.710000038146973
2013-05-14,7.900000095367432
2013-05-15,7.900000095367432
2013-05-16,7.900000095367432
2013-05-17,7.900000095367432
2013-05-20,7.900000095367432
2013-05-21,7.900000095367432
2013-05-22,7.659999847412109
2013-05-23,7.659999847412109
2013-05-24,7.980000019073486
2013-05-28,7.980000019073486
2013-05-29,7.980000019073486
2013-05-30,7.980000019073486
2013-05-31,7.980000019073486
2013-06-03,7.980000019073486
2013-06-04,7.980000019073486
2013-06-05,7.980000019073486
2013-06-06,7.980000019073486
2013-06-07,7.980000019073486
2013-06-10,7.980000019073486
2013-06-11,7.980000019073486
2013-06-12,7.980000019073486
2013-06-13,7.980000019073486
2013-06-14,7.659999847412109
2013-06-17,7.75
2013-06-18,7.75
2013-06-19,7.630000114440918
2013-06-20,7.400000095367432
2013-06-21,7.400000095367432
2013-06-24,7.5
2013-06-25,7.5
2013-06-26,7.5
2013-06-27,7.5
2013-06-28,7.5
2013-07-01,7.5
2013-07-02,7.550000190734863
2013-07-03,7.550000190734863
2013-07-05,7.550000190734863
2013-07-08,7.599999904632568
2013-07-09,7.5
2013-07-10,7.519999980926514
2013-07-11,7.519999980926514
2013-07-12,7.650000095367432
2013-07-15,7.699999809265137
2013-07-16,7.699999809265137
2013-07-17,7.699999809265137
2013-07-18,7.869999885559082
2013-07-19,7.900000095367432
2013-07-22,7.900000095367432
2013-07-23,7.900000095367432
2013-07-24,8.399999618530273
2013-07-25,8.399999618530273
2013-07-26,8.75
2013-07-29,8.75
2013-07-30,8.600000381469727
2013-07-31,8.739999771118164
2013-08-01,8.739999771118164
2013-08-02,8.899999618530273
2013-08-05,8.899999618530273
2013-08-06,9.0
2013-08-07,9.100000381469727
2013-08-08,9.100000381469727
2013-08-09,9.100000381469727
2013-08-12,9.300000190734863
2013-08-13,9.109999656677246
2013-08-14,9.050000190734863
2013-08-15,9.050000190734863
2013-08-16,9.050000190734863
2013-08-19,9.0
2013-08-20,9.0
2013-08-21,8.649999618530273
2013-08-22,8.649999618530273
2013-08-23,9.0
2013-08-26,9.0
2013-08-27,9.0
2013-08-28,9.0
2013-08-29,9.0
2013-08-30,9.0
2013-09-03,9.0
2013-09-04,9.0
2013-09-05,9.0
2013-09-06,9.0
2013-09-09,9.0
2013-09-10,9.350000381469727
2013-09-11,9.350000381469727
2013-09-12,9.350000381469727
2013-09-13,9.350000381469727
2013-09-16,9.5
2013-09-17,9.199999809265137
2013-09-18,9.550000190734863
2013-09-19,9.550000190734863
2013-09-20,9.989999771118164
2013-09-23,9.899999618530273
2013-09-24,9.899999618530273
2013-09-25,9.899999618530273
2013-09-26,9.949999809265137
2013-09-27,9.800000190734863
2013-09-30,9.800000190734863
2013-10-01,9.800000190734863
2013-10-02,9.199999809265137
2013-10-03,9.199999809265137
2013-10-04,9.199999809265137
2013-10-07,9.899999618530273
2013-10-08,9.300000190734863
2013-10-09,9.300000190734863
2013-10-10,9.399999618530273
2013-10-11,9.399999618530273
2013-10-14,9.899999618530273
2013-10-15,9.399999618530273
2013-10-16,9.399999618530273
2013-10-17,9.5
2013-10-18,10.140000343322754
2013-10-21,10.050000190734863
2013-10-22,10.25
2013-10-23,10.25
2013-10-24,9.930000305175781
2013-10-25,9.970000267028809
2013-10-28,9.90999984741211
2013-10-29,9.90999984741211
2013-10-30,10.0
2013-10-31,10.0
2013-11-01,10.0
2013-11-04,10.0
2013-11-05,10.0
2013-11-06,9.930000305175781
2013-11-07,9.930000305175781
2013-11-08,9.930000305175781
2013-11-11,9.930000305175781
2013-11-12,9.930000305175781
2013-11-13,9.930000305175781
2013-11-14,9.930000305175781
2013-11-15,9.930000305175781
2013-11-18,9.930000305175781
2013-11-19,9.930000305175781
2013-11-20,10.020000457763672
2013-11-21,10.050000190734863
2013-11-22,9.979999542236328
2013-11-25,9.979999542236328
2013-11-26,10.239999771118164
2013-11-27,10.239999771118164
2013-11-29,10.239999771118164
2013-12-02,10.239999771118164
2013-12-03,10.239999771118164
2013-12-04,10.239999771118164
2013-12-05,10.239999771118164
2013-12-06,9.930000305175781
2013-12-09,9.989999771118164
2013-12-10,10.100000381469727
2013-12-11,10.100000381469727
2013-12-12,10.100000381469727
2013-12-13,10.100000381469727
2013-12-16,10.0
2013-12-17,10.0
2013-12-18,10.0
2013-12-19,9.899999618530273
2013-12-20,9.899999618530273
2013-12-23,9.899999618530273
2013-12-24,9.899999618530273
2013-12-26,9.699999809265137
2013-12-27,9.699999809265137
2013-12-30,9.699999809265137
2013-12-31,9.699999809265137
2014-01-02,9.699999809265137
2014-01-03,9.699999809265137
2014-01-06,9.699999809265137
2014-01-07,9.699999809265137
2014-01-08,9.699999809265137
2014-01-09,9.699999809265137
2014-01-10,9.699999809265137
2014-01-13,9.710000038146973
2014-01-14,9.710000038146973
2014-01-15,9.75
2014-01-16,9.800000190734863
2014-01-17,9.800000190734863
2014-01-21,10.4399995803833
2014-01-22,10.4399995803833
2014-01-23,10.4399995803833
2014-01-24,10.4399995803833
2014-01-27,10.239999771118164
2014-01-28,10.25
2014-01-29,10.25
2014-01-30,10.25
2014-01-31,10.199999809265137
2014-02-03,10.199999809265137
2014-02-04,10.399999618530273
2014-02-05,10.399999618530273
2014-02-06,10.399999618530273
2014-02-07,10.399999618530273
2014-02-10,10.399999618530273
2014-02-11,10.399999618530273
2014-02-12,10.399999618530273
2014-02-13,10.149999618530273
2014-02-14,10.199999809265137
2014-02-18,10.149999618530273
2014-02-19,10.199999809265137
2014-02-20,10.199999809265137
2014-02-21,10.199999809265137
2014-02-24,10.199999809265137
2014-02-25,10.199999809265137
2014-02-26,10.199999809265137
2014-02-27,10.199999809265137
2014-02-28,10.199999809265137
2014-03-03,10.199999809265137
2014-03-04,10.15999984741211
2014-03-05,10.15999984741211
2014-03-06,10.15999984741211
2014-03-07,10.699999809265137
2014-03-10,10.699999809265137
2014-03-11,10.699999809265137
2014-03-12,10.25
2014-03-13,10.25
