,CNTG
2019-11-07,12.489999771118164
2019-11-08,12.989999771118164
2019-11-11,13.920000076293945
2019-11-12,13.760000228881836
2019-11-13,14.600000381469727
2019-11-14,14.1899995803833
2019-11-15,14.039999961853027
2019-11-18,14.329999923706055
2019-11-19,14.069999694824219
2019-11-20,13.850000381469727
2019-11-21,13.699999809265137
2019-11-22,13.350000381469727
2019-11-25,13.350000381469727
2019-11-26,13.050000190734863
2019-11-27,12.614999771118164
2019-11-29,12.970999717712402
2019-12-02,12.25
2019-12-03,12.199999809265137
2019-12-04,12.75
2019-12-05,10.649999618530273
2019-12-06,9.8100004196167
2019-12-09,8.100000381469727
2019-12-10,9.050000190734863
2019-12-11,11.199999809265137
2019-12-12,11.279999732971191
2019-12-13,11.34000015258789
2019-12-16,10.880000114440918
2019-12-17,10.989999771118164
2019-12-18,10.5600004196167
2019-12-19,10.65999984741211
2019-12-20,10.460000038146973
2019-12-23,10.619999885559082
2019-12-24,10.600000381469727
2019-12-26,10.479999542236328
2019-12-27,9.84000015258789
2019-12-30,9.989999771118164
2019-12-31,10.069999694824219
2020-01-02,10.930000305175781
2020-01-03,10.800000190734863
2020-01-06,10.770000457763672
2020-01-07,11.479999542236328
2020-01-08,11.699999809265137
2020-01-09,12.989999771118164
2020-01-10,14.460000038146973
2020-01-13,14.260000228881836
2020-01-14,14.489999771118164
2020-01-15,13.829999923706055
2020-01-16,13.970000267028809
2020-01-17,13.65999984741211
2020-01-21,13.420000076293945
2020-01-22,13.420000076293945
2020-01-23,13.239999771118164
2020-01-24,13.0
2020-01-27,12.300000190734863
2020-01-28,11.449999809265137
2020-01-29,11.149999618530273
2020-01-30,10.029999732971191
2020-01-31,9.760000228881836
2020-02-03,10.119999885559082
2020-02-04,10.199999809265137
2020-02-05,10.399999618530273
2020-02-06,10.6899995803833
2020-02-07,10.130000114440918
2020-02-10,10.6899995803833
2020-02-11,10.864999771118164
2020-02-12,10.895000457763672
2020-02-13,10.670000076293945
2020-02-14,11.020000457763672
2020-02-18,11.460000038146973
2020-02-19,11.289999961853027
2020-02-20,11.789999961853027
2020-02-21,11.729999542236328
2020-02-24,13.050000190734863
2020-02-25,12.350000381469727
2020-02-26,12.3100004196167
2020-02-27,11.4399995803833
2020-02-28,13.300000190734863
2020-03-02,13.5
2020-03-03,13.710000038146973
2020-03-04,15.199999809265137
2020-03-05,15.489999771118164
2020-03-06,15.979999542236328
2020-03-09,17.190000534057617
2020-03-10,19.010000228881836
2020-03-11,18.799999237060547
2020-03-12,17.25
2020-03-13,16.309999465942383
2020-03-16,14.399999618530273
2020-03-17,15.109999656677246
2020-03-18,23.799999237060547
2020-03-19,22.670000076293945
2020-03-20,21.049999237060547
2020-03-23,18.40999984741211
2020-03-24,18.0
2020-03-25,17.93000030517578
2020-03-26,17.0
2020-03-27,15.979999542236328
2020-03-30,16.549999237060547
2020-03-31,20.0
2020-04-01,19.520000457763672
2020-04-02,20.0
2020-04-03,17.649999618530273
2020-04-06,19.739999771118164
2020-04-07,20.399999618530273
2020-04-08,19.5
2020-04-09,19.899999618530273
2020-04-13,18.290000915527344
2020-04-14,19.34000015258789
2020-04-15,18.09000015258789
2020-04-16,18.020000457763672
2020-04-17,18.459999084472656
2020-04-20,16.0
2020-04-21,19.190000534057617
2020-04-22,18.40999984741211
2020-04-23,18.690000534057617
2020-04-24,18.65999984741211
2020-04-27,19.059999465942383
2020-04-28,19.75
2020-04-29,19.510000228881836
2020-04-30,19.5
2020-05-01,18.8700008392334
2020-05-04,18.010000228881836
2020-05-05,18.25
2020-05-06,18.600000381469727
2020-05-07,19.239999771118164
2020-05-08,19.0
2020-05-11,19.329999923706055
2020-05-12,18.010000228881836
2020-05-13,18.280000686645508
2020-05-14,17.780000686645508
2020-05-15,18.190000534057617
2020-05-18,17.200000762939453
2020-05-19,16.690000534057617
2020-05-20,16.665000915527344
2020-05-21,16.899999618530273
2020-05-22,16.719999313354492
2020-05-26,16.719999313354492
2020-05-27,18.790000915527344
2020-05-28,17.209999084472656
2020-05-29,17.6200008392334
2020-06-01,15.989999771118164
2020-06-02,16.31999969482422
2020-06-03,18.149999618530273
2020-06-04,17.530000686645508
2020-06-05,19.360000610351562
2020-06-08,18.829999923706055
2020-06-09,18.670000076293945
2020-06-10,18.75
2020-06-11,18.860000610351562
2020-06-12,21.31999969482422
2020-06-15,20.729999542236328
2020-06-16,20.25
2020-06-17,19.25
2020-06-18,20.0
2020-06-19,19.059999465942383
2020-06-22,20.25
2020-06-23,19.979999542236328
2020-06-24,19.389999389648438
2020-06-25,19.90999984741211
2020-06-26,19.610000610351562
2020-06-29,21.100000381469727
2020-06-30,22.8799991607666
2020-07-01,25.15999984741211
2020-07-02,24.5
2020-07-06,23.040000915527344
2020-07-07,23.579999923706055
2020-07-08,19.18000030517578
2020-07-09,17.06999969482422
2020-07-10,13.300000190734863
2020-07-13,13.010000228881836
2020-07-14,12.430000305175781
2020-07-15,11.930000305175781
2020-07-16,11.930000305175781
2020-07-17,12.010000228881836
2020-07-20,11.550000190734863
2020-07-21,11.930000305175781
2020-07-22,11.979999542236328
2020-07-23,13.3100004196167
2020-07-24,13.0600004196167
2020-07-27,13.369999885559082
2020-07-28,13.010000228881836
2020-07-29,13.050000190734863
2020-07-30,12.880000114440918
2020-07-31,12.699999809265137
2020-08-03,12.770000457763672
2020-08-04,12.989999771118164
2020-08-05,13.149999618530273
2020-08-06,12.5600004196167
2020-08-07,12.800000190734863
2020-08-10,12.779999732971191
2020-08-11,12.3100004196167
2020-08-12,12.399999618530273
2020-08-13,12.300000190734863
2020-08-14,12.020000457763672
2020-08-17,12.029999732971191
2020-08-18,12.140000343322754
2020-08-19,12.279999732971191
2020-08-20,12.699999809265137
2020-08-21,12.229999542236328
2020-08-24,12.470000267028809
2020-08-25,12.119999885559082
2020-08-26,11.770000457763672
2020-08-27,11.90999984741211
2020-08-28,11.569999694824219
2020-08-31,11.600000381469727
2020-09-01,11.0
2020-09-02,11.739999771118164
2020-09-03,11.029999732971191
2020-09-04,10.8100004196167
2020-09-08,10.649999618530273
2020-09-09,11.430000305175781
2020-09-10,11.050000190734863
2020-09-11,10.59000015258789
2020-09-14,11.130000114440918
2020-09-15,10.670000076293945
2020-09-16,10.699999809265137
2020-09-17,11.069999694824219
2020-09-18,11.329999923706055
2020-09-21,10.609999656677246
2020-09-22,11.050000190734863
2020-09-23,9.680000305175781
2020-09-24,9.359999656677246
2020-09-25,9.630000114440918
2020-09-28,9.300000190734863
2020-09-29,9.460000038146973
2020-09-30,9.460000038146973
2020-10-01,9.479999542236328
2020-10-02,9.4399995803833
2020-10-05,9.520000457763672
2020-10-06,9.739999771118164
2020-10-07,10.239999771118164
2020-10-08,10.75
2020-10-09,10.850000381469727
2020-10-12,10.760000228881836
2020-10-13,10.869999885559082
2020-10-14,10.4399995803833
2020-10-15,10.369999885559082
2020-10-16,10.859999656677246
2020-10-19,12.170000076293945
2020-10-20,13.300000190734863
2020-10-21,12.510000228881836
2020-10-22,11.850000381469727
2020-10-23,11.869999885559082
2020-10-26,11.880000114440918
2020-10-27,11.899999618530273
2020-10-28,11.300000190734863
2020-10-29,11.869999885559082
2020-10-30,12.170000076293945
2020-11-02,11.109999656677246
2020-11-03,11.1899995803833
2020-11-04,11.619999885559082
2020-11-05,12.59000015258789
2020-11-06,12.109999656677246
2020-11-09,11.329999923706055
2020-11-10,11.520000457763672
2020-11-11,11.760000228881836
2020-11-12,11.270000457763672
2020-11-13,11.369999885559082
2020-11-16,11.529999732971191
2020-11-17,11.670000076293945
2020-11-18,11.479999542236328
2020-11-19,11.239999771118164
2020-11-20,11.5
2020-11-23,11.420000076293945
2020-11-24,11.289999961853027
2020-11-25,11.680000305175781
2020-11-27,11.84000015258789
2020-11-30,12.539999961853027
2020-12-01,12.199999809265137
2020-12-02,11.75
2020-12-03,11.619999885559082
2020-12-04,11.710000038146973
2020-12-07,11.359999656677246
2020-12-08,11.210000038146973
2020-12-09,10.90999984741211
2020-12-10,11.279999732971191
2020-12-11,11.180000305175781
2020-12-14,11.789999961853027
2020-12-15,11.489999771118164
2020-12-16,11.289999961853027
2020-12-17,12.020000457763672
2020-12-18,12.520000457763672
2020-12-21,12.260000228881836
2020-12-22,12.399999618530273
2020-12-23,12.1899995803833
2020-12-24,11.829999923706055
2020-12-28,11.789999961853027
2020-12-29,11.319999694824219
2020-12-30,11.140000343322754
2020-12-31,10.779999732971191
2021-01-04,11.260000228881836
2021-01-05,11.0
2021-01-06,11.380000114440918
2021-01-07,11.609999656677246
2021-01-08,11.65999984741211
2021-01-11,11.539999961853027
2021-01-12,11.380000114440918
2021-01-13,11.6899995803833
2021-01-14,11.239999771118164
2021-01-15,11.550000190734863
2021-01-19,11.649999618530273
2021-01-20,11.770000457763672
2021-01-21,12.050000190734863
2021-01-22,12.239999771118164
2021-01-25,11.670000076293945
2021-01-26,11.5
2021-01-27,10.869999885559082
2021-01-28,11.119999885559082
2021-01-29,10.5600004196167
2021-02-01,11.0
2021-02-02,11.399999618530273
2021-02-03,11.539999961853027
2021-02-04,11.220000267028809
2021-02-05,11.220000267028809
2021-02-08,11.34000015258789
2021-02-09,11.930000305175781
2021-02-10,12.260000228881836
2021-02-11,11.880000114440918
2021-02-12,11.90999984741211
2021-02-16,12.010000228881836
2021-02-17,13.25
2021-02-18,13.079999923706055
2021-02-19,12.8100004196167
2021-02-22,13.9399995803833
2021-02-23,12.020000457763672
2021-02-24,12.079999923706055
2021-02-25,12.010000228881836
2021-02-26,11.5600004196167
2021-03-01,12.789999961853027
2021-03-02,11.989999771118164
2021-03-03,12.5600004196167
2021-03-04,11.300000190734863
2021-03-05,11.6899995803833
2021-03-08,11.850000381469727
2021-03-09,12.430000305175781
2021-03-10,12.0600004196167
2021-03-11,12.850000381469727
2021-03-12,12.859999656677246
2021-03-15,13.020000457763672
2021-03-16,12.539999961853027
2021-03-17,12.8100004196167
2021-03-18,12.710000038146973
2021-03-19,13.0
2021-03-22,12.770000457763672
2021-03-23,12.329999923706055
2021-03-24,11.75
2021-03-25,11.800000190734863
2021-03-26,11.680000305175781
2021-03-29,11.260000228881836
2021-03-30,11.619999885559082
2021-03-31,12.130000114440918
2021-04-01,12.449999809265137
2021-04-05,12.329999923706055
2021-04-06,12.199999809265137
2021-04-07,11.470000267028809
2021-04-08,11.609999656677246
2021-04-09,12.300000190734863
2021-04-12,12.479999542236328
2021-04-13,12.930000305175781
2021-04-14,12.119999885559082
2021-04-15,11.670000076293945
2021-04-16,11.510000228881836
2021-04-19,11.279999732971191
2021-04-20,10.829999923706055
2021-04-21,11.039999961853027
2021-04-22,11.050000190734863
2021-04-23,10.800000190734863
2021-04-26,11.34000015258789
2021-04-27,11.479999542236328
2021-04-28,11.390000343322754
2021-04-29,11.180000305175781
2021-04-30,10.869999885559082
2021-05-03,10.600000381469727
2021-05-04,9.890000343322754
2021-05-05,9.75
2021-05-06,9.460000038146973
2021-05-07,9.6899995803833
2021-05-10,9.020000457763672
2021-05-11,9.050000190734863
2021-05-12,9.109999656677246
2021-05-13,9.239999771118164
2021-05-14,9.520000457763672
