,CFBK
1999-06-01,303.8674011230469
1999-06-02,303.8674011230469
1999-06-03,303.8674011230469
1999-06-04,309.0469665527344
1999-06-07,309.0469665527344
1999-06-08,310.7734680175781
1999-06-09,314.2265319824219
1999-06-10,314.2265319824219
1999-06-11,314.2265319824219
1999-06-14,314.2265319824219
1999-06-15,314.2265319824219
1999-06-16,312.5
1999-06-17,312.5
1999-06-18,312.5
1999-06-21,303.8674011230469
1999-06-22,303.8674011230469
1999-06-23,303.8674011230469
1999-06-24,300.41436767578125
1999-06-25,312.5
1999-06-28,315.9530334472656
1999-06-29,321.1325988769531
1999-06-30,334.94476318359375
1999-07-01,345.3038635253906
1999-07-02,338.3977966308594
1999-07-06,338.3977966308594
1999-07-07,336.6712646484375
1999-07-08,341.850830078125
1999-07-09,348.75689697265625
1999-07-12,359.11602783203125
1999-07-13,350.4834289550781
1999-07-14,350.4834289550781
1999-07-15,359.11602783203125
1999-07-16,364.29559326171875
1999-07-19,362.5690612792969
1999-07-20,362.5690612792969
1999-07-21,358.2527770996094
1999-07-22,359.11602783203125
1999-07-23,352.2099304199219
1999-07-26,347.0303955078125
1999-07-27,352.2099304199219
1999-07-28,366.0220947265625
1999-07-29,345.3038635253906
1999-07-30,366.0220947265625
1999-08-02,366.0220947265625
1999-08-03,366.0220947265625
1999-08-04,348.75689697265625
1999-08-05,348.75689697265625
1999-08-06,353.93646240234375
1999-08-09,353.93646240234375
1999-08-10,345.3038635253906
1999-08-11,338.3977966308594
1999-08-12,338.3977966308594
1999-08-13,338.3977966308594
1999-08-16,338.3977966308594
1999-08-17,338.3977966308594
1999-08-18,345.3038635253906
1999-08-19,345.3038635253906
1999-08-20,341.850830078125
1999-08-23,341.850830078125
1999-08-24,341.850830078125
1999-08-25,341.850830078125
1999-08-26,341.850830078125
1999-08-27,341.850830078125
1999-08-30,341.850830078125
1999-08-31,340.1242980957031
1999-09-01,340.1242980957031
1999-09-02,336.6712646484375
1999-09-03,336.6712646484375
1999-09-07,336.6712646484375
1999-09-08,341.850830078125
1999-09-09,336.6712646484375
1999-09-10,336.6712646484375
1999-09-13,334.94476318359375
1999-09-14,336.6712646484375
1999-09-15,336.6712646484375
1999-09-16,336.6712646484375
1999-09-17,328.0386657714844
1999-09-20,328.0386657714844
1999-09-21,328.0386657714844
1999-09-22,321.1325988769531
1999-09-23,321.1325988769531
1999-09-24,321.1325988769531
1999-09-27,321.1325988769531
1999-09-28,296.9613342285156
1999-09-29,303.8674011230469
1999-09-30,324.58563232421875
1999-10-01,340.1242980957031
1999-10-04,340.1242980957031
1999-10-05,328.0386657714844
1999-10-06,328.0386657714844
1999-10-07,328.0386657714844
1999-10-08,331.49169921875
1999-10-11,338.3977966308594
1999-10-12,331.49169921875
1999-10-13,331.49169921875
1999-10-14,331.49169921875
1999-10-15,331.49169921875
1999-10-18,331.49169921875
1999-10-19,331.49169921875
1999-10-20,331.49169921875
1999-10-21,331.49169921875
1999-10-22,338.3977966308594
1999-10-25,338.3977966308594
1999-10-26,338.3977966308594
1999-10-27,345.3038635253906
1999-10-28,345.3038635253906
1999-10-29,360.842529296875
1999-11-01,357.3894958496094
1999-11-02,372.9281921386719
1999-11-03,359.11602783203125
1999-11-04,359.11602783203125
1999-11-05,372.9281921386719
1999-11-08,372.9281921386719
1999-11-09,372.9281921386719
1999-11-10,372.9281921386719
1999-11-11,372.9281921386719
1999-11-12,388.46685791015625
1999-11-15,393.64642333984375
1999-11-16,409.1850891113281
1999-11-17,414.3646545410156
1999-11-18,414.3646545410156
1999-11-19,416.0911560058594
1999-11-22,416.0911560058594
1999-11-23,416.0911560058594
1999-11-24,416.0911560058594
1999-11-26,410.9115905761719
1999-11-29,410.9115905761719
1999-11-30,400.552490234375
1999-12-01,404.0055236816406
1999-12-02,417.81768798828125
1999-12-03,426.4502868652344
1999-12-06,421.2707214355469
1999-12-07,428.1767883300781
1999-12-08,414.3646545410156
1999-12-09,414.3646545410156
1999-12-10,414.3646545410156
1999-12-13,421.2707214355469
1999-12-14,431.62982177734375
1999-12-15,431.62982177734375
1999-12-16,400.552490234375
1999-12-17,400.552490234375
1999-12-20,400.552490234375
1999-12-21,428.1767883300781
1999-12-22,441.98895263671875
1999-12-23,462.7071838378906
1999-12-27,400.552490234375
1999-12-28,397.0994567871094
1999-12-29,372.9281921386719
1999-12-30,372.9281921386719
1999-12-31,372.9281921386719
2000-01-03,386.7403259277344
2000-01-04,421.2707214355469
2000-01-05,421.2707214355469
2000-01-06,435.0828857421875
2000-01-07,424.7237548828125
2000-01-10,404.0055236816406
2000-01-11,386.7403259277344
2000-01-12,404.0055236816406
2000-01-13,414.3646545410156
2000-01-14,414.3646545410156
2000-01-18,393.64642333984375
2000-01-19,386.7403259277344
2000-01-20,386.7403259277344
2000-01-21,372.9281921386719
2000-01-24,369.4751281738281
2000-01-25,369.4751281738281
2000-01-26,369.4751281738281
2000-01-27,369.4751281738281
2000-01-28,386.7403259277344
2000-01-31,386.7403259277344
2000-02-01,386.7403259277344
2000-02-02,386.7403259277344
2000-02-03,386.7403259277344
2000-02-04,386.7403259277344
2000-02-07,359.11602783203125
2000-02-08,359.11602783203125
2000-02-09,359.11602783203125
2000-02-10,362.5690612792969
2000-02-11,362.5690612792969
2000-02-14,362.5690612792969
2000-02-15,376.3812255859375
2000-02-16,376.3812255859375
2000-02-17,383.28729248046875
2000-02-18,383.28729248046875
2000-02-22,386.7403259277344
2000-02-23,428.1767883300781
2000-02-24,435.0828857421875
2000-02-25,426.4502868652344
2000-02-28,440.2624206542969
2000-02-29,435.0828857421875
2000-03-01,435.0828857421875
2000-03-02,435.0828857421875
2000-03-03,438.5359191894531
2000-03-06,441.98895263671875
2000-03-07,410.9115905761719
2000-03-08,404.0055236816406
2000-03-09,400.552490234375
2000-03-10,400.552490234375
2000-03-13,400.552490234375
2000-03-14,366.0220947265625
2000-03-15,366.0220947265625
2000-03-16,366.0220947265625
2000-03-17,366.0220947265625
2000-03-20,258.9779052734375
2000-03-21,234.80662536621094
2000-03-22,248.61878967285156
2000-03-23,224.447509765625
2000-03-24,248.61878967285156
2000-03-27,248.61878967285156
2000-03-28,248.61878967285156
2000-03-29,224.447509765625
2000-03-30,224.447509765625
2000-03-31,224.447509765625
2000-04-03,222.7209930419922
2000-04-04,254.66160583496094
2000-04-05,279.6961364746094
2000-04-06,269.3370056152344
2000-04-07,262.4309387207031
2000-04-10,252.0718231201172
2000-04-11,252.0718231201172
2000-04-12,252.0718231201172
2000-04-13,252.0718231201172
2000-04-14,248.61878967285156
2000-04-17,252.0718231201172
2000-04-18,252.0718231201172
2000-04-19,255.5248565673828
2000-04-20,252.0718231201172
2000-04-24,252.0718231201172
2000-04-25,264.157470703125
2000-04-26,257.2513732910156
2000-04-27,257.2513732910156
2000-04-28,262.4309387207031
2000-05-01,262.4309387207031
2000-05-02,262.4309387207031
2000-05-03,262.4309387207031
2000-05-04,262.4309387207031
2000-05-05,262.4309387207031
2000-05-08,262.4309387207031
2000-05-09,262.4309387207031
2000-05-10,260.70440673828125
2000-05-11,260.70440673828125
2000-05-12,265.88397216796875
2000-05-15,265.88397216796875
2000-05-16,265.88397216796875
2000-05-17,264.157470703125
2000-05-18,264.157470703125
2000-05-19,264.157470703125
2000-05-22,264.157470703125
2000-05-23,264.157470703125
2000-05-24,264.157470703125
2000-05-25,264.157470703125
2000-05-26,269.3370056152344
2000-05-30,265.88397216796875
2000-05-31,265.88397216796875
2000-06-01,265.88397216796875
2000-06-02,265.88397216796875
2000-06-05,265.88397216796875
2000-06-06,265.88397216796875
2000-06-07,265.88397216796875
2000-06-08,272.7900695800781
2000-06-09,276.24310302734375
2000-06-12,276.24310302734375
2000-06-13,276.24310302734375
2000-06-14,276.24310302734375
2000-06-15,276.24310302734375
2000-06-16,276.24310302734375
2000-06-19,276.24310302734375
2000-06-20,276.24310302734375
2000-06-21,276.24310302734375
2000-06-22,276.24310302734375
2000-06-23,276.24310302734375
2000-06-26,276.24310302734375
2000-06-27,276.24310302734375
2000-06-28,274.5165710449219
2000-06-29,274.5165710449219
2000-06-30,274.5165710449219
2000-07-03,274.5165710449219
2000-07-05,274.5165710449219
2000-07-06,274.5165710449219
2000-07-07,274.5165710449219
2000-07-10,274.5165710449219
2000-07-11,272.7900695800781
2000-07-12,272.7900695800781
2000-07-13,272.7900695800781
2000-07-14,272.7900695800781
2000-07-17,274.5165710449219
2000-07-18,274.5165710449219
2000-07-19,276.24310302734375
2000-07-20,276.24310302734375
2000-07-21,276.24310302734375
2000-07-24,276.24310302734375
2000-07-25,276.24310302734375
2000-07-26,277.9696044921875
2000-07-27,277.9696044921875
2000-07-28,277.9696044921875
2000-07-31,277.9696044921875
2000-08-01,277.9696044921875
2000-08-02,277.9696044921875
2000-08-03,277.9696044921875
2000-08-04,277.9696044921875
2000-08-07,277.9696044921875
2000-08-08,277.9696044921875
2000-08-09,283.149169921875
2000-08-10,279.6961364746094
2000-08-11,279.6961364746094
2000-08-14,279.6961364746094
2000-08-15,277.9696044921875
2000-08-16,279.6961364746094
2000-08-17,277.9696044921875
2000-08-18,277.9696044921875
2000-08-21,276.24310302734375
2000-08-22,269.3370056152344
2000-08-23,269.3370056152344
2000-08-24,274.5165710449219
2000-08-25,277.9696044921875
2000-08-28,277.9696044921875
2000-08-29,277.9696044921875
2000-08-30,277.9696044921875
2000-08-31,277.9696044921875
2000-09-01,277.9696044921875
2000-09-05,262.4309387207031
2000-09-06,262.4309387207031
2000-09-07,262.4309387207031
2000-09-08,276.24310302734375
2000-09-11,276.24310302734375
2000-09-12,276.24310302734375
2000-09-13,276.24310302734375
2000-09-14,276.24310302734375
2000-09-15,276.24310302734375
2000-09-18,258.9779052734375
2000-09-19,248.61878967285156
2000-09-20,248.61878967285156
2000-09-21,248.61878967285156
2000-09-22,248.61878967285156
2000-09-25,248.61878967285156
2000-09-26,248.61878967285156
2000-09-27,248.61878967285156
2000-09-28,248.61878967285156
2000-09-29,252.0718231201172
2000-10-02,252.0718231201172
2000-10-03,252.0718231201172
2000-10-04,245.16574096679688
2000-10-05,269.3370056152344
2000-10-06,269.3370056152344
2000-10-09,265.88397216796875
2000-10-10,265.88397216796875
2000-10-11,265.88397216796875
2000-10-12,279.6961364746094
2000-10-13,283.149169921875
2000-10-16,272.7900695800781
2000-10-17,272.7900695800781
2000-10-18,272.7900695800781
2000-10-19,272.7900695800781
2000-10-20,272.7900695800781
2000-10-23,279.6961364746094
2000-10-24,279.6961364746094
2000-10-25,279.6961364746094
2000-10-26,276.24310302734375
2000-10-27,290.05523681640625
2000-10-30,288.3287353515625
2000-10-31,288.3287353515625
2000-11-01,300.41436767578125
2000-11-02,300.41436767578125
2000-11-03,281.4226379394531
2000-11-06,293.50830078125
2000-11-07,293.50830078125
2000-11-08,293.50830078125
2000-11-09,293.50830078125
2000-11-10,293.50830078125
2000-11-13,293.50830078125
2000-11-14,293.50830078125
2000-11-15,293.50830078125
2000-11-16,293.50830078125
2000-11-17,303.8674011230469
2000-11-20,293.50830078125
2000-11-21,303.8674011230469
2000-11-22,303.8674011230469
2000-11-24,303.8674011230469
2000-11-27,277.9696044921875
2000-11-28,293.50830078125
2000-11-29,290.05523681640625
2000-11-30,293.50830078125
2000-12-01,293.50830078125
2000-12-04,293.50830078125
2000-12-05,293.50830078125
2000-12-06,293.50830078125
2000-12-07,293.50830078125
2000-12-08,293.50830078125
2000-12-11,290.05523681640625
2000-12-12,290.05523681640625
2000-12-13,290.05523681640625
2000-12-14,290.05523681640625
2000-12-15,290.05523681640625
2000-12-18,290.05523681640625
2000-12-19,293.50830078125
2000-12-20,303.8674011230469
2000-12-21,293.50830078125
2000-12-22,295.23480224609375
2000-12-26,295.23480224609375
2000-12-27,295.23480224609375
2000-12-28,295.23480224609375
2000-12-29,314.2265319824219
2001-01-02,314.2265319824219
2001-01-03,314.2265319824219
2001-01-04,314.2265319824219
2001-01-05,321.1325988769531
2001-01-08,321.1325988769531
2001-01-09,331.49169921875
2001-01-10,338.3977966308594
2001-01-11,372.9281921386719
2001-01-12,372.9281921386719
2001-01-16,386.7403259277344
2001-01-17,386.7403259277344
2001-01-18,386.7403259277344
2001-01-19,400.552490234375
2001-01-22,393.64642333984375
2001-01-23,400.552490234375
2001-01-24,393.64642333984375
2001-01-25,393.64642333984375
2001-01-26,386.7403259277344
2001-01-29,386.7403259277344
2001-01-30,386.7403259277344
2001-01-31,386.7403259277344
2001-02-01,359.11602783203125
2001-02-02,359.11602783203125
2001-02-05,341.850830078125
2001-02-06,341.850830078125
2001-02-07,341.850830078125
2001-02-08,341.850830078125
2001-02-09,331.49169921875
2001-02-12,317.6795654296875
2001-02-13,303.8674011230469
2001-02-14,303.8674011230469
2001-02-15,303.8674011230469
2001-02-16,303.8674011230469
2001-02-20,303.8674011230469
2001-02-21,303.8674011230469
2001-02-22,303.8674011230469
2001-02-23,303.8674011230469
2001-02-26,303.8674011230469
2001-02-27,283.149169921875
2001-02-28,283.149169921875
2001-03-01,272.7900695800781
2001-03-02,276.24310302734375
2001-03-05,276.24310302734375
2001-03-06,276.24310302734375
2001-03-07,276.24310302734375
2001-03-08,276.24310302734375
2001-03-09,276.24310302734375
2001-03-12,276.24310302734375
2001-03-13,276.24310302734375
2001-03-14,276.24310302734375
2001-03-15,276.24310302734375
2001-03-16,276.24310302734375
2001-03-19,290.05523681640625
2001-03-20,290.05523681640625
2001-03-21,290.05523681640625
2001-03-22,248.61878967285156
2001-03-23,248.61878967285156
2001-03-26,248.61878967285156
2001-03-27,252.0718231201172
2001-03-28,252.0718231201172
2001-03-29,252.0718231201172
2001-03-30,252.0718231201172
2001-04-02,252.0718231201172
2001-04-03,252.0718231201172
2001-04-04,252.0718231201172
2001-04-05,248.61878967285156
2001-04-06,248.61878967285156
2001-04-09,248.61878967285156
2001-04-10,248.61878967285156
2001-04-11,248.61878967285156
2001-04-12,273.48065185546875
2001-04-16,290.05523681640625
2001-04-17,290.05523681640625
2001-04-18,290.05523681640625
2001-04-19,290.05523681640625
2001-04-20,290.05523681640625
2001-04-23,290.05523681640625
2001-04-24,276.24310302734375
2001-04-25,276.24310302734375
2001-04-26,276.24310302734375
2001-04-27,276.24310302734375
2001-04-30,276.24310302734375
2001-05-01,276.24310302734375
2001-05-02,276.24310302734375
2001-05-03,276.24310302734375
2001-05-04,276.24310302734375
2001-05-07,276.24310302734375
2001-05-08,276.24310302734375
2001-05-09,276.24310302734375
2001-05-10,276.24310302734375
2001-05-11,276.24310302734375
2001-05-14,276.24310302734375
2001-05-15,276.24310302734375
2001-05-16,248.61878967285156
2001-05-17,248.61878967285156
2001-05-18,248.61878967285156
2001-05-21,248.61878967285156
2001-05-22,248.61878967285156
2001-05-23,248.61878967285156
2001-05-24,248.61878967285156
2001-05-25,248.61878967285156
2001-05-29,248.61878967285156
2001-05-30,248.61878967285156
2001-05-31,248.61878967285156
2001-06-01,248.61878967285156
2001-06-04,248.61878967285156
2001-06-05,248.61878967285156
2001-06-06,248.61878967285156
2001-06-07,248.61878967285156
2001-06-08,248.61878967285156
2001-06-11,248.61878967285156
2001-06-12,248.61878967285156
2001-06-13,248.61878967285156
2001-06-14,248.61878967285156
2001-06-15,248.61878967285156
2001-06-18,248.61878967285156
2001-06-19,238.9502716064453
2001-06-20,247.23756408691406
2001-06-21,247.23756408691406
2001-06-22,245.85635375976562
2001-06-25,245.85635375976562
2001-06-26,245.85635375976562
2001-06-27,252.76243591308594
2001-06-28,252.76243591308594
2001-06-29,252.76243591308594
2001-07-02,252.76243591308594
2001-07-03,237.01657104492188
2001-07-05,237.01657104492188
2001-07-06,267.955810546875
2001-07-09,267.955810546875
2001-07-10,267.955810546875
2001-07-11,267.955810546875
2001-07-12,267.955810546875
2001-07-13,267.955810546875
2001-07-16,267.955810546875
2001-07-17,267.955810546875
2001-07-18,262.4309387207031
2001-07-19,262.4309387207031
2001-07-20,262.4309387207031
2001-07-23,262.4309387207031
2001-07-24,262.4309387207031
2001-07-25,262.4309387207031
2001-07-26,255.5248565673828
2001-07-27,255.5248565673828
2001-07-30,250.0
2001-07-31,272.3757019042969
2001-08-01,272.3757019042969
2001-08-02,272.3757019042969
2001-08-03,269.3370056152344
2001-08-06,269.3370056152344
2001-08-07,269.3370056152344
2001-08-08,272.6519470214844
2001-08-09,272.6519470214844
2001-08-10,272.6519470214844
2001-08-13,259.11602783203125
2001-08-14,272.6519470214844
2001-08-15,272.6519470214844
2001-08-16,272.6519470214844
2001-08-17,272.6519470214844
2001-08-20,272.6519470214844
2001-08-21,272.6519470214844
2001-08-22,235.08287048339844
2001-08-23,235.08287048339844
2001-08-24,245.30386352539062
2001-08-27,245.30386352539062
2001-08-28,250.8287353515625
2001-08-29,254.14364624023438
2001-08-30,254.14364624023438
2001-08-31,254.14364624023438
2001-09-04,255.5248565673828
2001-09-05,255.5248565673828
2001-09-06,255.5248565673828
2001-09-07,242.26519775390625
2001-09-10,242.26519775390625
2001-09-17,255.5248565673828
2001-09-18,255.5248565673828
2001-09-19,255.5248565673828
2001-09-20,255.5248565673828
2001-09-21,255.5248565673828
2001-09-24,255.5248565673828
2001-09-25,255.5248565673828
2001-09-26,235.08287048339844
2001-09-27,235.08287048339844
2001-09-28,235.08287048339844
2001-10-01,235.08287048339844
2001-10-02,235.08287048339844
2001-10-03,235.08287048339844
2001-10-04,235.08287048339844
2001-10-05,235.08287048339844
2001-10-08,253.59115600585938
2001-10-09,253.59115600585938
2001-10-10,253.59115600585938
2001-10-11,253.59115600585938
2001-10-12,253.59115600585938
2001-10-15,250.2762451171875
2001-10-16,250.2762451171875
2001-10-17,250.2762451171875
2001-10-18,250.2762451171875
2001-10-19,250.2762451171875
2001-10-22,256.90606689453125
2001-10-23,266.5745849609375
2001-10-24,264.0884094238281
2001-10-25,265.745849609375
2001-10-26,258.28729248046875
2001-10-29,276.24310302734375
2001-10-30,276.24310302734375
2001-10-31,276.24310302734375
2001-11-01,276.24310302734375
2001-11-02,276.24310302734375
2001-11-05,276.24310302734375
2001-11-06,276.24310302734375
2001-11-07,276.24310302734375
2001-11-08,276.24310302734375
2001-11-09,276.24310302734375
2001-11-12,276.24310302734375
2001-11-13,279.5580139160156
2001-11-14,279.5580139160156
2001-11-15,279.5580139160156
2001-11-16,279.5580139160156
2001-11-19,279.5580139160156
2001-11-20,279.5580139160156
2001-11-21,279.5580139160156
2001-11-23,279.5580139160156
2001-11-26,276.24310302734375
2001-11-27,279.5580139160156
2001-11-28,279.5580139160156
2001-11-29,279.5580139160156
2001-11-30,283.149169921875
2001-12-03,271.2707214355469
2001-12-04,271.2707214355469
2001-12-05,271.5469665527344
2001-12-06,271.5469665527344
2001-12-07,271.5469665527344
2001-12-10,280.9392395019531
2001-12-11,271.5469665527344
2001-12-12,271.5469665527344
2001-12-13,271.5469665527344
2001-12-14,271.5469665527344
2001-12-17,271.5469665527344
2001-12-18,271.5469665527344
2001-12-19,271.5469665527344
2001-12-20,271.5469665527344
2001-12-21,271.5469665527344
2001-12-24,271.5469665527344
2001-12-26,271.5469665527344
2001-12-27,271.5469665527344
2001-12-28,271.5469665527344
2001-12-31,271.5469665527344
2002-01-02,274.30938720703125
2002-01-03,271.8232116699219
2002-01-04,271.8232116699219
2002-01-07,271.8232116699219
2002-01-08,271.8232116699219
2002-01-09,271.8232116699219
2002-01-10,279.5580139160156
2002-01-11,279.5580139160156
2002-01-14,279.5580139160156
2002-01-15,279.5580139160156
2002-01-16,279.5580139160156
2002-01-17,275.96685791015625
2002-01-18,275.96685791015625
2002-01-22,279.5580139160156
2002-01-23,279.5580139160156
2002-01-24,279.5580139160156
2002-01-25,275.96685791015625
2002-01-28,275.96685791015625
2002-01-29,275.96685791015625
2002-01-30,274.86187744140625
2002-01-31,274.86187744140625
2002-02-01,279.5580139160156
2002-02-04,279.5580139160156
2002-02-05,281.7679443359375
2002-02-06,281.7679443359375
2002-02-07,275.13812255859375
2002-02-08,274.86187744140625
2002-02-11,274.86187744140625
2002-02-12,274.86187744140625
2002-02-13,274.86187744140625
2002-02-14,277.6242980957031
2002-02-15,275.13812255859375
2002-02-19,275.13812255859375
2002-02-20,275.13812255859375
2002-02-21,275.13812255859375
2002-02-22,275.13812255859375
2002-02-25,275.13812255859375
2002-02-26,277.6242980957031
2002-02-27,277.6242980957031
2002-02-28,277.6242980957031
2002-03-01,273.48065185546875
2002-03-04,273.48065185546875
2002-03-05,279.0055236816406
2002-03-06,279.0055236816406
2002-03-07,279.0055236816406
2002-03-08,283.149169921875
2002-03-11,283.149169921875
2002-03-12,283.149169921875
2002-03-13,283.149169921875
2002-03-14,283.149169921875
2002-03-15,283.149169921875
2002-03-18,283.149169921875
2002-03-19,279.0055236816406
2002-03-20,287.0165710449219
2002-03-21,287.0165710449219
2002-03-22,287.0165710449219
2002-03-25,287.0165710449219
2002-03-26,290.05523681640625
2002-03-27,290.05523681640625
2002-03-28,303.8674011230469
2002-04-01,305.2486267089844
2002-04-02,305.5248718261719
2002-04-03,305.5248718261719
2002-04-04,303.0386657714844
2002-04-05,303.8674011230469
2002-04-08,303.8674011230469
2002-04-09,303.8674011230469
2002-04-10,303.8674011230469
2002-04-11,303.8674011230469
2002-04-12,303.8674011230469
2002-04-15,303.8674011230469
2002-04-16,303.8674011230469
2002-04-17,303.8674011230469
2002-04-18,303.8674011230469
2002-04-19,303.8674011230469
2002-04-22,303.8674011230469
2002-04-23,303.8674011230469
2002-04-24,313.8121643066406
2002-04-25,290.05523681640625
2002-04-26,290.05523681640625
2002-04-29,296.9613342285156
2002-04-30,296.9613342285156
2002-05-01,296.9613342285156
2002-05-02,296.9613342285156
2002-05-03,297.2375793457031
2002-05-06,299.7237548828125
2002-05-07,298.342529296875
2002-05-08,299.7237548828125
2002-05-09,299.7237548828125
2002-05-10,299.7237548828125
2002-05-13,304.6961364746094
2002-05-14,303.5911560058594
2002-05-15,303.5911560058594
2002-05-16,303.5911560058594
2002-05-17,298.342529296875
2002-05-20,298.342529296875
2002-05-21,298.342529296875
2002-05-22,294.1988830566406
2002-05-23,294.1988830566406
2002-05-24,294.1988830566406
2002-05-28,294.1988830566406
2002-05-29,294.1988830566406
2002-05-30,294.1988830566406
2002-05-31,287.2928161621094
2002-06-03,287.2928161621094
2002-06-04,287.2928161621094
2002-06-05,287.2928161621094
2002-06-06,301.10498046875
2002-06-07,301.10498046875
2002-06-10,301.10498046875
2002-06-11,301.10498046875
2002-06-12,301.10498046875
2002-06-13,301.10498046875
2002-06-14,301.10498046875
2002-06-17,301.10498046875
2002-06-18,301.10498046875
2002-06-19,301.10498046875
2002-06-20,301.10498046875
2002-06-21,301.10498046875
2002-06-24,301.10498046875
2002-06-25,301.10498046875
2002-06-26,301.10498046875
2002-06-27,301.10498046875
2002-06-28,301.10498046875
2002-07-01,298.0662841796875
2002-07-02,298.0662841796875
2002-07-03,295.5801086425781
2002-07-05,295.5801086425781
2002-07-08,295.5801086425781
2002-07-09,295.3038635253906
2002-07-10,295.3038635253906
2002-07-11,255.8011016845703
2002-07-12,271.8232116699219
2002-07-15,259.66851806640625
2002-07-16,259.66851806640625
2002-07-17,259.66851806640625
2002-07-18,259.66851806640625
2002-07-19,259.66851806640625
2002-07-22,259.66851806640625
2002-07-23,259.66851806640625
2002-07-24,259.66851806640625
2002-07-25,259.66851806640625
2002-07-26,259.66851806640625
2002-07-29,272.0994567871094
2002-07-30,272.0994567871094
2002-07-31,272.0994567871094
2002-08-01,272.0994567871094
2002-08-02,272.0994567871094
2002-08-05,272.0994567871094
2002-08-06,294.1988830566406
2002-08-07,294.1988830566406
2002-08-08,283.149169921875
2002-08-09,294.1988830566406
2002-08-12,294.1988830566406
2002-08-13,283.149169921875
2002-08-14,283.149169921875
2002-08-15,283.149169921875
2002-08-16,290.88397216796875
2002-08-19,292.54144287109375
2002-08-20,290.05523681640625
2002-08-21,290.05523681640625
2002-08-22,287.2928161621094
2002-08-23,287.2928161621094
2002-08-26,287.2928161621094
2002-08-27,287.2928161621094
2002-08-28,287.2928161621094
2002-08-29,287.2928161621094
2002-08-30,287.2928161621094
2002-09-03,287.2928161621094
2002-09-04,287.2928161621094
2002-09-05,287.2928161621094
2002-09-06,283.4254150390625
2002-09-09,284.5303955078125
2002-09-10,284.5303955078125
2002-09-11,284.5303955078125
2002-09-12,284.5303955078125
2002-09-13,273.48065185546875
2002-09-16,272.6519470214844
2002-09-17,272.6519470214844
2002-09-18,265.745849609375
2002-09-19,258.28729248046875
2002-09-20,258.28729248046875
2002-09-23,251.93370056152344
2002-09-24,251.38121032714844
2002-09-25,251.38121032714844
2002-09-26,249.447509765625
2002-09-27,262.1546936035156
2002-09-30,251.38121032714844
2002-10-01,251.38121032714844
2002-10-02,254.69613647460938
