,DHCNI
2012-07-23,23.850000381469727
2012-07-24,24.18000030517578
2012-07-25,24.229999542236328
2012-07-26,24.149999618530273
2012-07-27,24.25
2012-07-30,24.260000228881836
2012-07-31,24.5
2012-08-01,24.450000762939453
2012-08-02,24.399999618530273
2012-08-03,24.34000015258789
2012-08-06,24.350000381469727
2012-08-07,24.3799991607666
2012-08-08,24.389999389648438
2012-08-09,24.31999969482422
2012-08-10,24.260000228881836
2012-08-13,24.200000762939453
2012-08-14,24.0
2012-08-15,24.040000915527344
2012-08-16,23.950000762939453
2012-08-17,23.75
2012-08-20,23.780000686645508
2012-08-21,23.739999771118164
2012-08-22,23.719999313354492
2012-08-23,23.809999465942383
2012-08-24,23.920000076293945
2012-08-27,23.969999313354492
2012-08-28,24.15999984741211
2012-08-29,24.360000610351562
2012-08-30,24.40999984741211
2012-08-31,24.149999618530273
2012-09-04,24.389999389648438
2012-09-05,24.40999984741211
2012-09-06,24.399999618530273
2012-09-07,24.549999237060547
2012-09-10,24.420000076293945
2012-09-11,24.479999542236328
2012-09-12,24.440000534057617
2012-09-13,24.43000030517578
2012-09-14,24.5
2012-09-17,24.350000381469727
2012-09-18,24.450000762939453
2012-09-19,24.389999389648438
2012-09-20,24.3799991607666
2012-09-21,24.420000076293945
2012-09-24,24.489999771118164
2012-09-25,24.420000076293945
2012-09-26,24.5
2012-09-27,24.780000686645508
2012-09-28,24.670000076293945
2012-10-01,24.75
2012-10-02,24.780000686645508
2012-10-03,24.729999542236328
2012-10-04,24.799999237060547
2012-10-05,24.889999389648438
2012-10-08,24.940000534057617
2012-10-09,24.860000610351562
2012-10-10,24.889999389648438
2012-10-11,24.690000534057617
2012-10-12,24.700000762939453
2012-10-15,24.75
2012-10-16,24.799999237060547
2012-10-17,24.780000686645508
2012-10-18,24.81999969482422
2012-10-19,24.770000457763672
2012-10-22,24.739999771118164
2012-10-23,24.700000762939453
2012-10-24,24.709999084472656
2012-10-25,24.459999084472656
2012-10-26,24.559999465942383
2012-10-31,24.56999969482422
2012-11-01,24.559999465942383
2012-11-02,24.639999389648438
2012-11-05,24.479999542236328
2012-11-06,24.479999542236328
2012-11-07,24.469999313354492
2012-11-08,24.459999084472656
2012-11-09,24.420000076293945
2012-11-12,24.5
2012-11-13,24.290000915527344
2012-11-14,24.15999984741211
2012-11-15,23.989999771118164
2012-11-16,24.290000915527344
2012-11-19,24.469999313354492
2012-11-20,24.450000762939453
2012-11-21,24.420000076293945
2012-11-23,24.479999542236328
2012-11-26,24.389999389648438
2012-11-27,24.200000762939453
2012-11-28,24.399999618530273
2012-11-29,24.360000610351562
2012-11-30,24.360000610351562
2012-12-03,24.43000030517578
2012-12-04,24.260000228881836
2012-12-05,24.420000076293945
2012-12-06,24.40999984741211
2012-12-07,24.399999618530273
2012-12-10,24.43000030517578
2012-12-11,24.3799991607666
2012-12-12,24.40999984741211
2012-12-13,24.34000015258789
2012-12-14,24.450000762939453
2012-12-17,24.559999465942383
2012-12-18,24.56999969482422
2012-12-19,24.6200008392334
2012-12-20,24.670000076293945
2012-12-21,24.610000610351562
2012-12-24,24.600000381469727
2012-12-26,24.649999618530273
2012-12-27,24.649999618530273
2012-12-28,24.739999771118164
2012-12-31,24.610000610351562
2013-01-02,24.739999771118164
2013-01-03,24.799999237060547
2013-01-04,24.860000610351562
2013-01-07,24.8700008392334
2013-01-08,24.899999618530273
2013-01-09,24.899999618530273
2013-01-10,24.860000610351562
2013-01-11,24.56999969482422
2013-01-14,24.440000534057617
2013-01-15,24.510000228881836
2013-01-16,24.610000610351562
2013-01-17,24.600000381469727
2013-01-18,24.75
2013-01-22,24.719999313354492
2013-01-23,24.780000686645508
2013-01-24,24.729999542236328
2013-01-25,24.700000762939453
2013-01-28,24.709999084472656
2013-01-29,24.610000610351562
2013-01-30,24.520000457763672
2013-01-31,24.579999923706055
2013-02-01,24.75
2013-02-04,24.700000762939453
2013-02-05,24.709999084472656
2013-02-06,24.75
2013-02-07,24.739999771118164
2013-02-08,24.739999771118164
2013-02-11,24.68000030517578
2013-02-12,24.639999389648438
2013-02-13,24.760000228881836
2013-02-14,24.84000015258789
2013-02-15,24.719999313354492
2013-02-19,24.770000457763672
2013-02-20,24.729999542236328
2013-02-21,24.8700008392334
2013-02-22,24.81999969482422
2013-02-25,24.899999618530273
2013-02-26,24.799999237060547
2013-02-27,24.81999969482422
2013-02-28,24.860000610351562
2013-03-01,24.940000534057617
2013-03-04,24.950000762939453
2013-03-05,24.969999313354492
2013-03-06,24.950000762939453
2013-03-07,24.93000030517578
2013-03-08,24.93000030517578
2013-03-11,24.93000030517578
2013-03-12,24.959999084472656
2013-03-13,24.950000762939453
2013-03-14,24.969999313354492
2013-03-15,24.979999542236328
2013-03-18,24.950000762939453
2013-03-19,24.8799991607666
2013-03-20,25.0
2013-03-21,25.0
2013-03-22,24.979999542236328
2013-03-25,24.989999771118164
2013-03-26,24.989999771118164
2013-03-27,25.110000610351562
2013-03-28,25.049999237060547
2013-04-01,25.299999237060547
2013-04-02,25.219999313354492
2013-04-03,25.139999389648438
2013-04-04,25.329999923706055
2013-04-05,25.309999465942383
2013-04-08,25.350000381469727
2013-04-09,25.389999389648438
2013-04-10,25.350000381469727
2013-04-11,25.219999313354492
2013-04-12,25.170000076293945
2013-04-15,25.110000610351562
2013-04-16,25.149999618530273
2013-04-17,25.200000762939453
2013-04-18,25.200000762939453
2013-04-19,24.979999542236328
2013-04-22,25.190000534057617
2013-04-23,25.260000228881836
2013-04-24,25.43000030517578
2013-04-25,25.43000030517578
2013-04-26,25.420000076293945
2013-04-29,25.440000534057617
2013-04-30,25.5
2013-05-01,25.68000030517578
2013-05-02,25.860000610351562
2013-05-03,25.6200008392334
2013-05-06,25.59000015258789
2013-05-07,25.700000762939453
2013-05-08,25.84000015258789
2013-05-09,25.799999237060547
2013-05-10,25.770000457763672
2013-05-13,25.729999542236328
2013-05-14,25.389999389648438
2013-05-15,25.3799991607666
2013-05-16,25.309999465942383
2013-05-17,25.3700008392334
2013-05-20,25.56999969482422
2013-05-21,25.549999237060547
2013-05-22,25.510000228881836
2013-05-23,25.350000381469727
2013-05-24,25.489999771118164
2013-05-28,25.389999389648438
2013-05-29,25.190000534057617
2013-05-30,25.030000686645508
2013-05-31,24.920000076293945
2013-06-03,24.739999771118164
2013-06-04,24.790000915527344
2013-06-05,24.59000015258789
2013-06-06,24.790000915527344
2013-06-07,25.100000381469727
2013-06-10,24.690000534057617
2013-06-11,23.969999313354492
2013-06-12,23.709999084472656
2013-06-13,24.110000610351562
2013-06-14,24.350000381469727
2013-06-17,24.3799991607666
2013-06-18,24.360000610351562
2013-06-19,23.739999771118164
2013-06-20,23.540000915527344
2013-06-21,23.100000381469727
2013-06-24,21.809999465942383
2013-06-25,22.809999465942383
2013-06-26,22.950000762939453
2013-06-27,23.469999313354492
2013-06-28,23.920000076293945
2013-07-01,23.8799991607666
2013-07-02,23.540000915527344
2013-07-03,23.1299991607666
2013-07-05,23.270000457763672
2013-07-08,22.799999237060547
2013-07-09,23.079999923706055
2013-07-10,23.010000228881836
2013-07-11,23.149999618530273
2013-07-12,22.93000030517578
2013-07-15,23.059999465942383
2013-07-16,22.969999313354492
2013-07-17,23.049999237060547
2013-07-18,22.850000381469727
2013-07-19,22.90999984741211
2013-07-22,22.989999771118164
2013-07-23,23.059999465942383
2013-07-24,22.639999389648438
2013-07-25,22.440000534057617
2013-07-26,22.530000686645508
2013-07-29,21.719999313354492
2013-07-30,21.600000381469727
2013-07-31,21.790000915527344
2013-08-01,21.540000915527344
2013-08-02,21.43000030517578
2013-08-05,21.190000534057617
2013-08-06,21.030000686645508
2013-08-07,20.809999465942383
2013-08-08,20.84000015258789
2013-08-09,20.739999771118164
2013-08-12,20.8700008392334
2013-08-13,20.889999389648438
2013-08-14,20.549999237060547
2013-08-15,20.31999969482422
2013-08-16,20.239999771118164
2013-08-19,19.959999084472656
2013-08-20,20.0
2013-08-21,19.829999923706055
2013-08-22,20.010000228881836
2013-08-23,20.280000686645508
2013-08-26,20.459999084472656
2013-08-27,20.940000534057617
2013-08-28,20.940000534057617
2013-08-29,21.049999237060547
2013-08-30,21.049999237060547
2013-09-03,20.889999389648438
2013-09-04,20.760000228881836
2013-09-05,20.079999923706055
2013-09-06,20.010000228881836
2013-09-09,20.190000534057617
2013-09-10,20.1299991607666
2013-09-11,20.110000610351562
2013-09-12,19.829999923706055
2013-09-13,19.770000457763672
2013-09-16,20.1299991607666
2013-09-17,20.209999084472656
2013-09-18,20.299999237060547
2013-09-19,20.309999465942383
2013-09-20,20.3700008392334
2013-09-23,20.25
2013-09-24,20.299999237060547
2013-09-25,20.719999313354492
2013-09-26,21.0
2013-09-27,20.559999465942383
2013-09-30,20.540000915527344
2013-10-01,20.450000762939453
2013-10-02,20.540000915527344
2013-10-03,20.520000457763672
2013-10-04,20.729999542236328
2013-10-07,20.639999389648438
2013-10-08,20.649999618530273
2013-10-09,20.719999313354492
2013-10-10,20.559999465942383
2013-10-11,20.600000381469727
2013-10-14,20.709999084472656
2013-10-15,20.100000381469727
2013-10-16,20.100000381469727
2013-10-17,20.309999465942383
2013-10-18,20.1299991607666
2013-10-21,20.229999542236328
2013-10-22,20.350000381469727
2013-10-23,20.360000610351562
2013-10-24,20.149999618530273
2013-10-25,19.940000534057617
2013-10-28,19.850000381469727
2013-10-29,19.950000762939453
2013-10-30,19.969999313354492
2013-10-31,19.8799991607666
2013-11-01,19.860000610351562
2013-11-04,19.790000915527344
2013-11-05,19.639999389648438
2013-11-06,19.639999389648438
2013-11-07,19.559999465942383
2013-11-08,19.350000381469727
2013-11-11,19.399999618530273
2013-11-12,19.399999618530273
2013-11-13,19.450000762939453
2013-11-14,19.520000457763672
2013-11-15,19.469999313354492
2013-11-18,19.559999465942383
2013-11-19,19.5
2013-11-20,19.540000915527344
2013-11-21,19.860000610351562
2013-11-22,19.989999771118164
2013-11-25,19.979999542236328
2013-11-26,19.899999618530273
2013-11-27,20.059999465942383
2013-11-29,20.209999084472656
2013-12-02,19.8700008392334
2013-12-03,20.010000228881836
2013-12-04,19.68000030517578
2013-12-05,19.360000610351562
2013-12-06,19.450000762939453
2013-12-09,19.5
2013-12-10,19.559999465942383
2013-12-11,19.440000534057617
2013-12-12,19.6200008392334
2013-12-13,19.84000015258789
2013-12-16,19.969999313354492
2013-12-17,19.950000762939453
2013-12-18,19.90999984741211
2013-12-19,19.75
2013-12-20,19.979999542236328
2013-12-23,20.020000457763672
2013-12-24,20.100000381469727
2013-12-26,20.06999969482422
2013-12-27,19.770000457763672
2013-12-30,20.139999389648438
2013-12-31,20.270000457763672
2014-01-02,20.450000762939453
2014-01-03,20.649999618530273
2014-01-06,20.940000534057617
2014-01-07,20.940000534057617
2014-01-08,21.0
2014-01-09,21.06999969482422
2014-01-10,21.399999618530273
2014-01-13,21.020000457763672
2014-01-14,20.709999084472656
2014-01-15,20.760000228881836
2014-01-16,20.780000686645508
2014-01-17,20.5
2014-01-21,20.68000030517578
2014-01-22,20.6299991607666
2014-01-23,20.510000228881836
2014-01-24,20.260000228881836
2014-01-27,20.25
2014-01-28,20.059999465942383
2014-01-29,19.84000015258789
2014-01-30,19.829999923706055
2014-01-31,19.709999084472656
2014-02-03,19.6200008392334
2014-02-04,19.610000610351562
2014-02-05,19.68000030517578
2014-02-06,19.790000915527344
2014-02-07,19.799999237060547
2014-02-10,19.889999389648438
2014-02-11,20.100000381469727
2014-02-12,20.1200008392334
2014-02-13,20.149999618530273
2014-02-14,20.270000457763672
2014-02-18,20.489999771118164
2014-02-19,20.31999969482422
2014-02-20,20.290000915527344
2014-02-21,20.3700008392334
2014-02-24,20.40999984741211
2014-02-25,20.440000534057617
2014-02-26,20.579999923706055
2014-02-27,20.760000228881836
2014-02-28,20.729999542236328
2014-03-03,20.56999969482422
2014-03-04,20.600000381469727
2014-03-05,20.68000030517578
2014-03-06,20.790000915527344
2014-03-07,20.780000686645508
2014-03-10,20.780000686645508
