,CPTAL
2017-07-17,25.760000228881836
2017-07-18,25.72800064086914
2017-07-19,25.780000686645508
2017-07-20,25.80500030517578
2017-07-21,25.7450008392334
2017-07-24,25.83099937438965
2017-07-25,25.600000381469727
2017-07-26,25.67099952697754
2017-07-27,25.780000686645508
2017-07-28,25.729999542236328
2017-07-31,25.77400016784668
2017-08-01,25.691999435424805
2017-08-02,25.75
2017-08-03,25.770000457763672
2017-08-04,25.959999084472656
2017-08-07,25.83099937438965
2017-08-08,25.649999618530273
2017-08-09,25.3799991607666
2017-08-10,25.1200008392334
2017-08-11,24.969999313354492
2017-08-14,25.18000030517578
2017-08-15,25.299999237060547
2017-08-16,25.799999237060547
2017-08-17,25.5
2017-08-18,25.5
2017-08-21,25.350000381469727
2017-08-22,25.3799991607666
2017-08-23,25.34000015258789
2017-08-24,25.149999618530273
2017-08-25,25.219999313354492
2017-08-28,25.149999618530273
2017-08-29,25.290000915527344
2017-08-30,25.1200008392334
2017-08-31,25.281999588012695
2017-09-01,25.107999801635742
2017-09-05,25.290000915527344
2017-09-06,25.34000015258789
2017-09-07,25.145000457763672
2017-09-08,25.145000457763672
2017-09-11,25.290000915527344
2017-09-12,25.170000076293945
2017-09-13,25.06999969482422
2017-09-14,25.06999969482422
2017-09-15,25.1299991607666
2017-09-18,25.155000686645508
2017-09-19,25.06999969482422
2017-09-20,25.280000686645508
2017-09-21,25.231000900268555
2017-09-22,25.31999969482422
2017-09-25,25.5
2017-09-26,25.25
2017-09-27,25.44499969482422
2017-09-28,25.450000762939453
2017-09-29,25.298999786376953
2017-10-02,25.280000686645508
2017-10-03,24.983999252319336
2017-10-04,25.12299919128418
2017-10-05,25.18000030517578
2017-10-06,25.280000686645508
2017-10-09,25.229999542236328
2017-10-10,25.31999969482422
2017-10-11,25.3799991607666
2017-10-12,25.329999923706055
2017-10-13,25.417999267578125
2017-10-16,25.5
2017-10-17,25.472999572753906
2017-10-18,25.510000228881836
2017-10-19,25.450000762939453
2017-10-20,25.399999618530273
2017-10-23,25.639999389648438
2017-10-24,25.3799991607666
2017-10-25,25.3799991607666
2017-10-26,25.3799991607666
2017-10-27,25.350000381469727
2017-10-30,25.420000076293945
2017-10-31,25.579999923706055
2017-11-01,25.43000030517578
2017-11-02,25.31999969482422
2017-11-03,25.367000579833984
2017-11-06,25.3700008392334
2017-11-07,25.34000015258789
2017-11-08,25.200000762939453
2017-11-09,25.389999389648438
2017-11-10,25.420000076293945
2017-11-13,25.200000762939453
2017-11-14,24.899999618530273
2017-11-15,24.799999237060547
2017-11-16,24.899999618530273
2017-11-17,24.90999984741211
2017-11-20,25.023000717163086
2017-11-21,25.114999771118164
2017-11-22,25.149999618530273
2017-11-24,25.11199951171875
2017-11-27,25.29800033569336
2017-11-28,25.073999404907227
2017-11-29,25.312999725341797
2017-11-30,25.21500015258789
2017-12-01,25.280000686645508
2017-12-04,24.979999542236328
2017-12-05,24.850000381469727
2017-12-06,25.049999237060547
2017-12-07,25.0
2017-12-08,24.9950008392334
2017-12-11,25.020000457763672
2017-12-12,24.940000534057617
2017-12-13,24.989999771118164
2017-12-14,24.90999984741211
2017-12-15,25.190000534057617
2017-12-18,25.200000762939453
2017-12-19,25.25
2017-12-20,25.56999969482422
2017-12-21,25.010000228881836
2017-12-22,25.639999389648438
2017-12-26,25.399999618530273
2017-12-27,25.200000762939453
2017-12-28,25.079999923706055
2017-12-29,25.200000762939453
2018-01-02,25.020000457763672
2018-01-03,25.0
2018-01-04,25.049999237060547
2018-01-05,25.07699966430664
2018-01-08,25.030000686645508
2018-01-09,25.100000381469727
2018-01-10,25.402999877929688
2018-01-11,25.354999542236328
2018-01-12,25.049999237060547
2018-01-16,25.0
2018-01-17,25.02199935913086
2018-01-18,24.950000762939453
2018-01-19,24.90999984741211
2018-01-22,25.0
2018-01-23,25.0
2018-01-24,24.700000762939453
2018-01-25,24.8799991607666
2018-01-26,24.540000915527344
2018-01-29,24.59000015258789
2018-01-30,24.649999618530273
2018-01-31,25.100000381469727
2018-02-01,24.90999984741211
2018-02-02,24.979999542236328
2018-02-05,24.940000534057617
2018-02-06,24.850000381469727
2018-02-07,24.809999465942383
2018-02-08,24.700000762939453
2018-02-09,24.899999618530273
2018-02-12,24.84000015258789
2018-02-13,24.739999771118164
2018-02-14,24.600000381469727
2018-02-15,24.516000747680664
2018-02-16,24.635000228881836
2018-02-20,24.415000915527344
2018-02-21,24.579999923706055
2018-02-22,24.25
2018-02-23,24.2810001373291
2018-02-26,24.451000213623047
2018-02-27,24.43000030517578
2018-02-28,24.273000717163086
2018-03-01,24.450000762939453
2018-03-02,24.549999237060547
2018-03-05,24.81999969482422
2018-03-06,24.974000930786133
2018-03-07,24.78499984741211
2018-03-08,24.93000030517578
2018-03-09,24.799999237060547
2018-03-12,24.75
2018-03-13,24.930999755859375
2018-03-14,24.989999771118164
2018-03-15,25.0
2018-03-16,25.89699935913086
2018-03-19,25.450000762939453
2018-03-20,25.299999237060547
2018-03-21,25.110000610351562
2018-03-22,24.600000381469727
2018-03-23,24.700000762939453
2018-03-26,24.850000381469727
2018-03-27,24.899999618530273
2018-03-28,24.861000061035156
2018-03-29,24.899999618530273
2018-04-02,24.899999618530273
2018-04-03,24.8799991607666
2018-04-04,24.895000457763672
2018-04-05,24.91200065612793
2018-04-06,25.12700080871582
2018-04-09,24.834999084472656
2018-04-10,24.899999618530273
2018-04-11,24.875
2018-04-12,25.0
2018-04-13,25.0
2018-04-16,25.18600082397461
2018-04-17,24.996999740600586
2018-04-18,24.799999237060547
2018-04-19,24.972000122070312
2018-04-20,25.007999420166016
2018-04-23,25.110000610351562
2018-04-24,25.163000106811523
2018-04-25,25.149999618530273
2018-04-26,25.209999084472656
2018-04-27,25.309999465942383
2018-04-30,25.374000549316406
2018-05-01,25.356000900268555
2018-05-02,25.350000381469727
2018-05-03,25.350000381469727
2018-05-04,25.527000427246094
2018-05-07,25.299999237060547
2018-05-08,25.440000534057617
2018-05-09,25.41900062561035
2018-05-10,25.25
2018-05-11,25.195999145507812
2018-05-14,25.083999633789062
2018-05-15,24.6200008392334
2018-05-16,24.777000427246094
2018-05-17,24.84000015258789
2018-05-18,24.850000381469727
2018-05-21,25.0
2018-05-22,24.92099952697754
2018-05-23,24.834999084472656
2018-05-24,24.802000045776367
2018-05-25,24.889999389648438
2018-05-29,24.85300064086914
2018-05-30,24.731000900268555
2018-05-31,24.729999542236328
2018-06-01,24.718000411987305
2018-06-04,24.625999450683594
2018-06-05,24.68000030517578
2018-06-06,24.729999542236328
2018-06-07,24.902000427246094
2018-06-08,25.260000228881836
2018-06-11,25.100000381469727
2018-06-12,25.15999984741211
2018-06-13,25.100000381469727
2018-06-14,25.0
2018-06-15,24.860000610351562
2018-06-18,24.860000610351562
2018-06-19,25.190000534057617
2018-06-20,25.0
2018-06-21,25.270000457763672
2018-06-22,25.010000228881836
2018-06-25,25.051000595092773
2018-06-26,25.143999099731445
2018-06-27,25.0
2018-06-28,25.0
2018-06-29,24.950000762939453
2018-07-02,24.950000762939453
2018-07-03,25.25
2018-07-05,25.049999237060547
2018-07-06,25.149999618530273
2018-07-09,25.0
2018-07-10,25.0
2018-07-11,25.089000701904297
2018-07-12,25.049999237060547
2018-07-13,25.049999237060547
2018-07-16,25.049999237060547
2018-07-17,25.200000762939453
2018-07-18,25.25
2018-07-19,25.114999771118164
2018-07-20,25.0
2018-07-23,25.229999542236328
2018-07-24,25.020000457763672
2018-07-25,25.198999404907227
2018-07-26,25.121000289916992
2018-07-27,25.1299991607666
2018-07-30,24.90999984741211
2018-07-31,25.0
2018-08-01,25.0
2018-08-02,25.0
2018-08-03,25.11400032043457
2018-08-06,25.18000030517578
2018-08-07,25.0
2018-08-08,25.18000030517578
2018-08-09,25.125
2018-08-10,25.1200008392334
2018-08-13,25.260000228881836
2018-08-14,24.899999618530273
2018-08-15,24.979999542236328
2018-08-16,25.149999618530273
2018-08-17,25.20199966430664
2018-08-20,25.024999618530273
2018-08-21,25.267000198364258
2018-08-22,25.15999984741211
2018-08-23,25.200000762939453
2018-08-24,25.18000030517578
2018-08-27,25.049999237060547
2018-08-28,25.034000396728516
2018-08-29,25.049999237060547
2018-08-30,25.097000122070312
2018-08-31,25.190000534057617
2018-09-04,25.2189998626709
2018-09-05,25.219999313354492
2018-09-06,25.020000457763672
2018-09-07,25.040000915527344
2018-09-10,25.04599952697754
2018-09-11,25.059999465942383
2018-09-12,25.149999618530273
2018-09-13,25.18899917602539
2018-09-14,25.051000595092773
2018-09-17,25.280000686645508
2018-09-18,25.0
2018-09-19,24.93000030517578
2018-09-20,24.899999618530273
2018-09-21,24.950000762939453
2018-09-24,24.9060001373291
2018-09-25,24.899999618530273
2018-09-26,24.90999984741211
2018-09-27,25.040000915527344
2018-09-28,24.940000534057617
2018-10-01,25.045000076293945
2018-10-02,24.878000259399414
2018-10-03,24.860000610351562
2018-10-04,25.040000915527344
2018-10-05,24.850000381469727
2018-10-08,24.899999618530273
2018-10-09,25.0
