,CSA
2015-07-08,34.779998779296875
2015-07-09,35.529998779296875
2015-07-10,35.150001525878906
2015-07-13,35.150001525878906
2015-07-14,35.63999938964844
2015-07-15,35.63999938964844
2015-07-16,35.529998779296875
2015-07-17,35.53499984741211
2015-07-20,35.53499984741211
2015-07-21,35.53499984741211
2015-07-22,35.53499984741211
2015-07-23,35.53499984741211
2015-07-24,34.540000915527344
2015-07-27,34.0099983215332
2015-07-28,34.0099983215332
2015-07-29,34.5
2015-07-30,34.5
2015-07-31,34.689998626708984
2015-08-03,34.689998626708984
2015-08-04,34.52000045776367
2015-08-05,34.52000045776367
2015-08-06,34.52000045776367
2015-08-07,34.209999084472656
2015-08-10,34.209999084472656
2015-08-11,34.369998931884766
2015-08-12,34.25
2015-08-13,34.25
2015-08-14,34.25
2015-08-17,34.65999984741211
2015-08-18,34.560001373291016
2015-08-19,34.560001373291016
2015-08-20,33.93000030517578
2015-08-21,33.31999969482422
2015-08-24,31.950000762939453
2015-08-25,31.65999984741211
2015-08-26,31.899999618530273
2015-08-27,32.630001068115234
2015-08-28,32.91999816894531
2015-08-31,33.029998779296875
2015-09-01,33.029998779296875
2015-09-02,32.470001220703125
2015-09-03,32.470001220703125
2015-09-04,32.470001220703125
2015-09-08,32.470001220703125
2015-09-09,32.470001220703125
2015-09-10,32.849998474121094
2015-09-11,32.849998474121094
2015-09-14,32.849998474121094
2015-09-15,32.849998474121094
2015-09-16,32.849998474121094
2015-09-17,32.849998474121094
2015-09-18,32.849998474121094
2015-09-21,32.849998474121094
2015-09-22,32.849998474121094
2015-09-23,32.45000076293945
2015-09-24,32.45000076293945
2015-09-25,32.43000030517578
2015-09-28,32.43000030517578
2015-09-29,31.709999084472656
2015-09-30,32.04999923706055
2015-10-01,31.850000381469727
2015-10-02,31.850000381469727
2015-10-05,31.850000381469727
2015-10-06,31.850000381469727
2015-10-07,31.850000381469727
2015-10-08,31.850000381469727
2015-10-09,31.850000381469727
2015-10-12,31.850000381469727
2015-10-13,31.850000381469727
2015-10-14,33.099998474121094
2015-10-15,33.099998474121094
2015-10-16,33.59000015258789
2015-10-19,33.59000015258789
2015-10-20,33.59000015258789
2015-10-21,33.59000015258789
2015-10-22,33.59000015258789
2015-10-23,33.59000015258789
2015-10-26,33.83000183105469
2015-10-27,33.650001525878906
2015-10-28,33.56999969482422
2015-10-29,33.56999969482422
2015-10-30,33.56999969482422
2015-11-02,33.56999969482422
2015-11-03,34.400001525878906
2015-11-04,34.400001525878906
2015-11-05,34.380001068115234
2015-11-06,34.84000015258789
2015-11-09,34.43000030517578
2015-11-10,34.43000030517578
2015-11-11,34.43000030517578
2015-11-12,33.75
2015-11-13,33.400001525878906
2015-11-16,33.65999984741211
2015-11-17,33.630001068115234
2015-11-18,34.119998931884766
2015-11-19,34.119998931884766
2015-11-20,34.310001373291016
2015-11-23,34.470001220703125
2015-11-24,34.7400016784668
2015-11-25,34.840999603271484
2015-11-27,35.06999969482422
2015-11-30,34.93000030517578
2015-12-01,34.93000030517578
2015-12-02,34.84000015258789
2015-12-03,34.20000076293945
2015-12-04,34.62900161743164
2015-12-07,34.06999969482422
2015-12-08,34.060001373291016
2015-12-09,33.58000183105469
2015-12-10,33.46900177001953
2015-12-11,33.46900177001953
2015-12-14,32.68899917602539
2015-12-15,33.11899948120117
2015-12-16,33.43000030517578
2015-12-17,33.29899978637695
2015-12-18,32.630001068115234
2015-12-21,32.630001068115234
2015-12-22,32.810001373291016
2015-12-23,33.5
2015-12-24,33.529998779296875
2015-12-28,33.529998779296875
2015-12-29,33.529998779296875
2015-12-30,33.470001220703125
2015-12-31,32.939998626708984
2016-01-04,32.0099983215332
2016-01-05,32.09000015258789
2016-01-06,31.920000076293945
2016-01-07,30.90999984741211
2016-01-08,30.78499984741211
2016-01-11,30.426000595092773
2016-01-12,30.426000595092773
2016-01-13,30.06999969482422
2016-01-14,30.315000534057617
2016-01-15,29.649999618530273
2016-01-19,29.520000457763672
2016-01-20,29.579999923706055
2016-01-21,29.5
2016-01-22,29.69099998474121
2016-01-25,29.69099998474121
2016-01-26,29.540000915527344
2016-01-27,30.13800048828125
2016-01-28,30.13800048828125
2016-01-29,30.360000610351562
2016-02-01,30.540000915527344
2016-02-02,29.959999084472656
2016-02-03,29.43199920654297
2016-02-04,30.131000518798828
2016-02-05,29.702999114990234
2016-02-08,29.40999984741211
2016-02-09,29.360000610351562
2016-02-10,29.360000610351562
2016-02-11,29.049999237060547
2016-02-12,29.371000289916992
2016-02-16,29.790000915527344
2016-02-17,30.509000778198242
2016-02-18,30.509000778198242
2016-02-19,30.520000457763672
2016-02-22,30.841999053955078
2016-02-23,30.841999053955078
2016-02-24,30.841999053955078
2016-02-25,30.841999053955078
2016-02-26,30.841999053955078
2016-02-29,31.200000762939453
2016-03-01,31.729999542236328
2016-03-02,31.790000915527344
2016-03-03,31.790000915527344
2016-03-04,31.790000915527344
2016-03-07,32.72999954223633
2016-03-08,32.27899932861328
2016-03-09,32.34000015258789
2016-03-10,32.34000015258789
2016-03-11,32.34000015258789
2016-03-14,32.56399917602539
2016-03-15,32.20899963378906
2016-03-16,32.20899963378906
2016-03-17,32.20899963378906
2016-03-18,33.27000045776367
2016-03-21,33.21900177001953
2016-03-22,33.11000061035156
2016-03-23,32.66999816894531
2016-03-24,32.66999816894531
2016-03-28,32.66999816894531
2016-03-29,32.93000030517578
2016-03-30,33.56999969482422
2016-03-31,33.58700180053711
2016-04-01,33.529998779296875
2016-04-04,33.63800048828125
2016-04-05,33.029998779296875
2016-04-06,33.06999969482422
2016-04-07,32.63999938964844
2016-04-08,32.869998931884766
2016-04-11,32.869998931884766
2016-04-12,32.95000076293945
2016-04-13,33.7599983215332
2016-04-14,33.90999984741211
2016-04-15,33.94900131225586
2016-04-18,34.040000915527344
2016-04-19,34.290000915527344
2016-04-20,34.15999984741211
2016-04-21,34.25
2016-04-22,34.25
2016-04-25,34.020999908447266
2016-04-26,34.37900161743164
2016-04-27,34.37900161743164
2016-04-28,34.58000183105469
2016-04-29,33.790000915527344
2016-05-02,34.11899948120117
2016-05-03,34.11899948120117
2016-05-04,33.547000885009766
2016-05-05,33.547000885009766
2016-05-06,33.547000885009766
2016-05-09,33.547000885009766
2016-05-10,33.779998779296875
2016-05-11,33.59000015258789
2016-05-12,33.479000091552734
2016-05-13,33.209999084472656
