,CREX
2016-02-22,5.699999809265137
2016-02-23,5.699999809265137
2016-02-24,5.699999809265137
2016-02-25,5.099999904632568
2016-02-26,4.800000190734863
2016-02-29,6.300000190734863
2016-03-01,6.300000190734863
2016-03-02,6.300000190734863
2016-03-03,6.300000190734863
2016-03-04,6.300000190734863
2016-03-07,6.0
2016-03-08,6.0
2016-03-09,6.0
2016-03-10,4.800000190734863
2016-03-11,4.5
2016-03-14,4.5
2016-03-15,5.099999904632568
2016-03-16,5.400000095367432
2016-03-17,6.0
2016-03-18,6.0
2016-03-21,6.0
2016-03-22,6.0
2016-03-23,4.800000190734863
2016-03-24,5.099999904632568
2016-03-28,5.099999904632568
2016-03-29,6.0
2016-03-30,6.0
2016-03-31,6.900000095367432
2016-04-01,6.0
2016-04-04,6.0
2016-04-05,6.0
2016-04-06,6.0
2016-04-07,6.0
2016-04-08,5.699999809265137
2016-04-11,5.699999809265137
2016-04-12,5.099999904632568
2016-04-13,5.099999904632568
2016-04-14,6.0
2016-04-15,5.699999809265137
2016-04-18,6.0
2016-04-19,5.400000095367432
2016-04-20,5.099999904632568
2016-04-21,5.400000095367432
2016-04-22,5.699999809265137
2016-04-25,5.699999809265137
2016-04-26,5.699999809265137
2016-04-27,5.699999809265137
2016-04-28,5.099999904632568
2016-04-29,6.900000095367432
2016-05-02,6.0
2016-05-03,6.300000190734863
2016-05-04,6.300000190734863
2016-05-05,6.300000190734863
2016-05-06,6.0
2016-05-09,6.0
2016-05-10,6.0
2016-05-11,5.699999809265137
2016-05-12,5.699999809265137
2016-05-13,5.699999809265137
2016-05-16,5.400000095367432
2016-05-17,5.400000095367432
2016-05-18,5.400000095367432
2016-05-19,5.400000095367432
2016-05-20,5.699999809265137
2016-05-23,5.699999809265137
2016-05-24,5.699999809265137
2016-05-25,5.699999809265137
2016-05-26,5.699999809265137
2016-05-27,5.699999809265137
2016-05-31,5.099999904632568
2016-06-01,6.0
2016-06-02,6.0
2016-06-03,6.0
2016-06-06,5.099999904632568
2016-06-07,6.0
2016-06-08,6.0
2016-06-09,4.800000190734863
2016-06-10,5.099999904632568
2016-06-13,5.099999904632568
2016-06-14,5.400000095367432
2016-06-15,4.800000190734863
2016-06-16,4.5
2016-06-17,4.5
2016-06-20,4.5
2016-06-21,4.199999809265137
2016-06-22,4.199999809265137
2016-06-23,4.199999809265137
2016-06-24,4.199999809265137
2016-06-27,5.099999904632568
2016-06-28,5.099999904632568
2016-06-29,5.099999904632568
2016-06-30,5.099999904632568
2016-07-01,5.099999904632568
2016-07-05,5.099999904632568
2016-07-06,5.400000095367432
2016-07-07,5.400000095367432
2016-07-08,6.0
2016-07-11,6.0
2016-07-12,5.699999809265137
2016-07-13,5.699999809265137
2016-07-14,5.400000095367432
2016-07-15,5.400000095367432
2016-07-18,5.699999809265137
2016-07-19,5.400000095367432
2016-07-20,5.400000095367432
2016-07-21,5.400000095367432
2016-07-22,5.400000095367432
2016-07-25,5.699999809265137
2016-07-26,5.699999809265137
2016-07-27,5.699999809265137
2016-07-28,5.699999809265137
2016-07-29,6.900000095367432
2016-08-01,6.900000095367432
2016-08-02,6.900000095367432
2016-08-03,6.300000190734863
2016-08-04,6.300000190734863
2016-08-05,6.300000190734863
2016-08-08,6.300000190734863
2016-08-09,6.300000190734863
2016-08-10,6.300000190734863
2016-08-11,4.5
2016-08-12,6.300000190734863
2016-08-15,4.5
2016-08-16,4.5
2016-08-17,4.5
2016-08-18,4.800000190734863
2016-08-19,5.099999904632568
2016-08-22,5.099999904632568
2016-08-23,5.699999809265137
2016-08-24,6.0
2016-08-25,5.400000095367432
2016-08-26,5.400000095367432
2016-08-29,5.400000095367432
2016-08-30,5.400000095367432
2016-08-31,6.0
2016-09-01,6.0
2016-09-02,6.0
2016-09-06,6.0
2016-09-07,4.5
2016-09-08,4.199999809265137
2016-09-09,4.5
2016-09-12,4.199999809265137
2016-09-13,3.9000000953674316
2016-09-14,4.5
2016-09-15,3.5999999046325684
2016-09-16,3.9000000953674316
2016-09-19,3.299999952316284
2016-09-20,3.5999999046325684
2016-09-21,3.9000000953674316
2016-09-22,3.299999952316284
2016-09-23,3.5999999046325684
2016-09-26,3.5999999046325684
2016-09-27,3.5999999046325684
2016-09-28,3.9000000953674316
2016-09-29,4.800000190734863
2016-09-30,6.0
2016-10-03,7.800000190734863
2016-10-04,6.300000190734863
2016-10-05,6.0
2016-10-06,6.0
2016-10-07,6.0
2016-10-10,6.0
2016-10-11,5.400000095367432
2016-10-12,5.099999904632568
2016-10-13,4.800000190734863
2016-10-14,4.800000190734863
2016-10-17,4.800000190734863
2016-10-18,4.800000190734863
2016-10-19,4.800000190734863
2016-10-20,4.800000190734863
2016-10-21,4.800000190734863
2016-10-24,5.099999904632568
2016-10-25,5.099999904632568
2016-10-26,6.0
2016-10-27,6.0
2016-10-28,6.300000190734863
2016-10-31,6.599999904632568
2016-11-01,5.400000095367432
2016-11-02,6.0
2016-11-03,5.400000095367432
2016-11-04,5.400000095367432
2016-11-07,5.400000095367432
2016-11-08,4.800000190734863
2016-11-09,4.800000190734863
2016-11-10,4.800000190734863
2016-11-11,4.800000190734863
2016-11-14,4.800000190734863
2016-11-15,4.800000190734863
2016-11-16,4.800000190734863
2016-11-17,4.800000190734863
2016-11-18,4.800000190734863
2016-11-21,5.099999904632568
2016-11-22,5.400000095367432
2016-11-23,5.699999809265137
2016-11-25,5.699999809265137
2016-11-28,6.0
2016-11-29,6.300000190734863
2016-11-30,7.5
2016-12-01,7.5
2016-12-02,6.300000190734863
2016-12-05,5.400000095367432
2016-12-06,5.400000095367432
2016-12-07,5.400000095367432
2016-12-08,5.699999809265137
2016-12-09,5.400000095367432
2016-12-12,5.699999809265137
2016-12-13,5.699999809265137
2016-12-14,5.699999809265137
2016-12-15,6.300000190734863
2016-12-16,6.0
2016-12-19,6.0
2016-12-20,6.0
2016-12-21,5.699999809265137
2016-12-22,5.699999809265137
2016-12-23,6.0
2016-12-27,6.300000190734863
2016-12-28,7.199999809265137
2016-12-29,7.5
2016-12-30,9.300000190734863
2017-01-03,7.5
2017-01-04,7.199999809265137
2017-01-05,7.199999809265137
2017-01-06,7.5
2017-01-09,7.5
2017-01-10,6.900000095367432
2017-01-11,6.900000095367432
2017-01-12,6.599999904632568
2017-01-13,6.900000095367432
2017-01-17,6.900000095367432
2017-01-18,6.599999904632568
2017-01-19,6.300000190734863
2017-01-20,6.300000190734863
2017-01-23,6.300000190734863
2017-01-24,6.300000190734863
2017-01-25,5.699999809265137
2017-01-26,5.699999809265137
2017-01-27,6.0
2017-01-30,5.699999809265137
2017-01-31,5.699999809265137
2017-02-01,5.400000095367432
2017-02-02,5.699999809265137
2017-02-03,6.900000095367432
2017-02-06,6.599999904632568
2017-02-07,6.900000095367432
2017-02-08,6.900000095367432
2017-02-09,6.900000095367432
2017-02-10,6.900000095367432
2017-02-13,6.599999904632568
2017-02-14,6.599999904632568
2017-02-15,6.599999904632568
2017-02-16,6.0
2017-02-17,6.599999904632568
2017-02-21,6.599999904632568
2017-02-22,6.300000190734863
2017-02-23,6.599999904632568
2017-02-24,6.599999904632568
2017-02-27,7.199999809265137
2017-02-28,8.399999618530273
2017-03-01,8.100000381469727
2017-03-02,7.199999809265137
2017-03-03,6.599999904632568
2017-03-06,6.599999904632568
2017-03-07,6.599999904632568
2017-03-08,6.300000190734863
2017-03-09,6.300000190734863
2017-03-10,6.300000190734863
2017-03-13,6.300000190734863
2017-03-14,6.0
2017-03-15,6.599999904632568
2017-03-16,6.0
2017-03-17,6.0
2017-03-20,5.699999809265137
2017-03-21,5.699999809265137
2017-03-22,6.0
2017-03-23,6.0
2017-03-24,6.300000190734863
2017-03-27,6.599999904632568
2017-03-28,6.0
2017-03-29,6.900000095367432
2017-03-30,7.199999809265137
2017-03-31,8.399999618530273
2017-04-03,7.5
2017-04-04,7.199999809265137
2017-04-05,7.5
2017-04-06,8.399999618530273
2017-04-07,7.199999809265137
2017-04-10,7.199999809265137
2017-04-11,7.199999809265137
2017-04-12,7.199999809265137
2017-04-13,6.599999904632568
2017-04-17,9.0
2017-04-18,8.699999809265137
2017-04-19,7.800000190734863
2017-04-20,7.800000190734863
2017-04-21,8.699999809265137
2017-04-24,8.399999618530273
2017-04-25,8.399999618530273
2017-04-26,8.399999618530273
2017-04-27,9.0
2017-04-28,9.600000381469727
2017-05-01,9.0
2017-05-02,8.399999618530273
2017-05-03,8.399999618530273
2017-05-04,8.399999618530273
2017-05-05,8.699999809265137
2017-05-08,8.399999618530273
2017-05-09,8.399999618530273
2017-05-10,8.399999618530273
2017-05-11,9.0
2017-05-12,8.399999618530273
2017-05-15,8.399999618530273
2017-05-16,9.300000190734863
2017-05-17,9.300000190734863
2017-05-18,9.0
2017-05-19,9.600000381469727
2017-05-22,9.0
2017-05-23,9.600000381469727
2017-05-24,7.800000190734863
2017-05-25,7.800000190734863
2017-05-26,8.699999809265137
2017-05-30,8.699999809265137
2017-05-31,9.300000190734863
2017-06-01,9.300000190734863
2017-06-02,9.600000381469727
2017-06-05,9.600000381469727
2017-06-06,9.600000381469727
2017-06-07,9.600000381469727
2017-06-08,8.699999809265137
2017-06-09,9.600000381469727
2017-06-12,9.600000381469727
2017-06-13,10.199999809265137
2017-06-14,10.199999809265137
2017-06-15,10.199999809265137
2017-06-16,10.199999809265137
2017-06-19,10.800000190734863
2017-06-20,10.199999809265137
2017-06-21,9.899999618530273
2017-06-22,9.899999618530273
2017-06-23,9.600000381469727
2017-06-26,9.899999618530273
2017-06-27,9.899999618530273
2017-06-28,10.5
2017-06-29,10.199999809265137
2017-06-30,11.100000381469727
2017-07-03,11.699999809265137
2017-07-05,11.699999809265137
2017-07-06,10.800000190734863
2017-07-07,10.800000190734863
2017-07-10,10.800000190734863
2017-07-11,10.800000190734863
2017-07-12,11.399999618530273
2017-07-13,10.800000190734863
2017-07-14,11.699999809265137
2017-07-17,11.699999809265137
2017-07-18,11.699999809265137
2017-07-19,11.699999809265137
2017-07-20,11.399999618530273
2017-07-21,11.399999618530273
2017-07-24,10.800000190734863
2017-07-25,10.800000190734863
2017-07-26,11.399999618530273
2017-07-27,11.399999618530273
2017-07-28,11.100000381469727
2017-07-31,12.899999618530273
2017-08-01,12.899999618530273
2017-08-02,12.899999618530273
2017-08-03,11.100000381469727
2017-08-04,11.399999618530273
2017-08-07,11.399999618530273
2017-08-08,10.5
2017-08-09,10.5
2017-08-10,10.5
2017-08-11,9.600000381469727
2017-08-14,9.600000381469727
2017-08-15,10.5
2017-08-16,11.100000381469727
2017-08-17,11.100000381469727
2017-08-18,11.100000381469727
2017-08-21,11.100000381469727
2017-08-22,11.100000381469727
2017-08-23,11.100000381469727
2017-08-24,11.100000381469727
2017-08-25,11.100000381469727
2017-08-28,11.100000381469727
2017-08-29,9.899999618530273
2017-08-30,10.199999809265137
2017-08-31,12.0
2017-09-01,10.5
2017-09-05,11.100000381469727
2017-09-06,11.100000381469727
2017-09-07,10.5
2017-09-08,10.5
2017-09-11,9.300000190734863
2017-09-12,9.300000190734863
2017-09-13,9.0
2017-09-14,9.0
2017-09-15,9.0
2017-09-18,9.0
2017-09-19,9.0
2017-09-20,9.0
2017-09-21,9.0
2017-09-22,9.0
2017-09-25,8.399999618530273
2017-09-26,9.600000381469727
2017-09-27,9.600000381469727
2017-09-28,10.800000190734863
2017-09-29,12.0
2017-10-02,12.0
2017-10-03,10.199999809265137
2017-10-04,10.5
2017-10-05,10.199999809265137
2017-10-06,10.199999809265137
2017-10-09,9.0
2017-10-10,9.0
2017-10-11,9.300000190734863
2017-10-12,10.5
2017-10-13,9.300000190734863
2017-10-16,10.5
2017-10-17,9.600000381469727
2017-10-18,10.199999809265137
2017-10-19,10.199999809265137
2017-10-20,10.199999809265137
2017-10-23,9.600000381469727
2017-10-24,10.199999809265137
2017-10-25,10.199999809265137
2017-10-26,10.199999809265137
2017-10-27,10.199999809265137
2017-10-30,9.300000190734863
2017-10-31,10.199999809265137
2017-11-01,10.199999809265137
2017-11-02,9.300000190734863
2017-11-03,9.0
2017-11-06,8.699999809265137
2017-11-07,8.699999809265137
2017-11-08,8.699999809265137
2017-11-09,8.699999809265137
2017-11-10,8.699999809265137
2017-11-13,8.699999809265137
2017-11-14,8.699999809265137
2017-11-15,8.399999618530273
2017-11-16,8.399999618530273
2017-11-17,8.399999618530273
2017-11-20,8.100000381469727
2017-11-21,6.300000190734863
2017-11-22,6.0
2017-11-24,6.300000190734863
2017-11-27,5.400000095367432
2017-11-28,6.300000190734863
2017-11-29,6.0
2017-11-30,7.199999809265137
2017-12-01,6.0
2017-12-04,6.0
2017-12-05,6.0
2017-12-06,6.300000190734863
2017-12-07,6.599999904632568
2017-12-08,6.300000190734863
2017-12-11,5.699999809265137
2017-12-12,6.0
2017-12-13,6.0
2017-12-14,5.699999809265137
2017-12-15,6.599999904632568
2017-12-18,6.300000190734863
2017-12-19,6.599999904632568
2017-12-20,7.199999809265137
2017-12-21,6.900000095367432
2017-12-22,7.5
2017-12-26,7.800000190734863
2017-12-27,8.399999618530273
2017-12-28,9.0
2017-12-29,9.600000381469727
2018-01-02,8.699999809265137
2018-01-03,9.600000381469727
2018-01-04,9.600000381469727
2018-01-05,9.300000190734863
2018-01-08,8.100000381469727
2018-01-09,7.800000190734863
2018-01-10,7.800000190734863
2018-01-11,8.100000381469727
2018-01-12,8.100000381469727
2018-01-16,7.800000190734863
2018-01-17,7.800000190734863
2018-01-18,8.100000381469727
2018-01-19,8.100000381469727
2018-01-22,8.100000381469727
2018-01-23,8.399999618530273
2018-01-24,8.100000381469727
2018-01-25,8.399999618530273
2018-01-26,7.5
2018-01-29,7.5
2018-01-30,7.5
2018-01-31,7.5
2018-02-01,6.900000095367432
2018-02-02,6.900000095367432
2018-02-05,7.800000190734863
2018-02-06,7.5
2018-02-07,7.5
2018-02-08,7.199999809265137
2018-02-09,7.199999809265137
2018-02-12,6.599999904632568
2018-02-13,6.599999904632568
2018-02-14,6.599999904632568
2018-02-15,6.900000095367432
2018-02-16,7.199999809265137
2018-02-20,6.900000095367432
2018-02-21,6.900000095367432
2018-02-22,6.900000095367432
2018-02-23,6.900000095367432
2018-02-26,6.900000095367432
2018-02-27,6.900000095367432
2018-02-28,6.900000095367432
2018-03-01,6.900000095367432
2018-03-02,6.900000095367432
2018-03-05,6.599999904632568
2018-03-06,7.199999809265137
2018-03-07,7.199999809265137
2018-03-08,7.199999809265137
2018-03-09,7.199999809265137
2018-03-12,7.199999809265137
2018-03-13,7.5
2018-03-14,7.5
2018-03-15,7.199999809265137
2018-03-16,7.199999809265137
2018-03-19,6.900000095367432
2018-03-20,7.5
2018-03-21,7.5
2018-03-22,6.900000095367432
2018-03-23,6.900000095367432
2018-03-26,7.5
2018-03-27,7.5
2018-03-28,6.900000095367432
2018-03-29,9.0
2018-04-02,8.100000381469727
2018-04-03,6.900000095367432
2018-04-04,6.900000095367432
2018-04-05,7.5
2018-04-06,6.900000095367432
2018-04-09,7.199999809265137
2018-04-10,8.100000381469727
2018-04-11,7.199999809265137
2018-04-12,7.5
2018-04-13,8.399999618530273
2018-04-16,8.399999618530273
2018-04-17,7.5
2018-04-18,7.199999809265137
2018-04-19,7.199999809265137
2018-04-20,7.199999809265137
2018-04-23,7.5
2018-04-24,6.900000095367432
2018-04-25,6.300000190734863
2018-04-26,6.900000095367432
2018-04-27,6.900000095367432
2018-04-30,8.100000381469727
2018-05-01,7.199999809265137
2018-05-02,7.5
2018-05-03,7.199999809265137
2018-05-04,6.900000095367432
2018-05-07,7.199999809265137
2018-05-08,6.599999904632568
2018-05-09,6.900000095367432
2018-05-10,6.599999904632568
2018-05-11,6.599999904632568
2018-05-14,6.900000095367432
2018-05-15,5.699999809265137
2018-05-16,6.0
2018-05-17,5.699999809265137
2018-05-18,6.300000190734863
2018-05-21,6.300000190734863
2018-05-22,6.900000095367432
2018-05-23,6.0
2018-05-24,6.300000190734863
2018-05-25,6.300000190734863
2018-05-29,6.0
2018-05-30,6.0
2018-05-31,6.900000095367432
2018-06-01,6.0
2018-06-04,6.0
2018-06-05,6.0
2018-06-06,6.0
2018-06-07,6.0
2018-06-08,6.0
2018-06-11,6.0
2018-06-12,6.0
2018-06-13,6.0
2018-06-14,7.5
2018-06-15,5.699999809265137
2018-06-18,5.699999809265137
2018-06-19,5.699999809265137
2018-06-20,6.599999904632568
2018-06-21,6.0
2018-06-22,6.599999904632568
2018-06-25,6.0
2018-06-26,6.300000190734863
2018-06-27,6.0
2018-06-28,7.5
2018-06-29,9.0
2018-07-02,7.199999809265137
2018-07-03,7.199999809265137
2018-07-05,6.900000095367432
2018-07-06,6.900000095367432
2018-07-09,7.199999809265137
2018-07-10,7.199999809265137
2018-07-11,7.199999809265137
2018-07-12,7.199999809265137
2018-07-13,6.900000095367432
2018-07-16,7.199999809265137
2018-07-17,6.300000190734863
2018-07-18,7.199999809265137
2018-07-19,6.900000095367432
2018-07-20,7.199999809265137
2018-07-23,7.199999809265137
2018-07-24,6.900000095367432
2018-07-25,6.300000190734863
2018-07-26,6.0
2018-07-27,6.0
2018-07-30,6.900000095367432
2018-07-31,8.399999618530273
2018-08-01,8.100000381469727
2018-08-02,7.800000190734863
2018-08-03,6.599999904632568
2018-08-06,6.599999904632568
2018-08-07,6.599999904632568
2018-08-08,6.599999904632568
2018-08-09,6.599999904632568
2018-08-10,7.199999809265137
2018-08-13,6.900000095367432
2018-08-14,6.900000095367432
2018-08-15,6.900000095367432
2018-08-16,6.900000095367432
2018-08-17,7.199999809265137
2018-08-20,7.199999809265137
2018-08-21,7.800000190734863
2018-08-22,7.5
2018-08-23,7.5
2018-08-24,7.5
2018-08-27,7.5
2018-08-28,7.199999809265137
2018-08-29,7.199999809265137
2018-08-30,7.5
2018-08-31,7.800000190734863
2018-09-04,7.800000190734863
2018-09-05,7.199999809265137
2018-09-06,7.5
2018-09-07,7.5
2018-09-10,7.199999809265137
2018-09-11,7.5
2018-09-12,7.5
2018-09-13,8.100000381469727
2018-09-14,8.399999618530273
2018-09-17,7.5
2018-09-18,7.199999809265137
2018-09-19,7.199999809265137
2018-09-20,7.5
2018-09-21,7.800000190734863
2018-09-24,7.800000190734863
2018-09-25,7.5
2018-09-26,7.800000190734863
2018-09-27,7.800000190734863
2018-09-28,9.0
2018-10-01,8.399999618530273
2018-10-02,7.800000190734863
2018-10-03,7.5
2018-10-04,7.5
2018-10-05,7.800000190734863
2018-10-08,7.5
2018-10-09,8.100000381469727
2018-10-10,7.5
2018-10-11,7.5
2018-10-12,8.100000381469727
2018-10-15,8.100000381469727
2018-10-16,7.800000190734863
2018-10-17,7.800000190734863
2018-10-18,7.800000190734863
2018-10-19,7.800000190734863
2018-10-22,7.5
2018-10-23,7.5
2018-10-24,6.900000095367432
2018-10-25,7.800000190734863
2018-10-26,7.800000190734863
2018-10-29,6.900000095367432
2018-10-30,6.599999904632568
2018-10-31,6.599999904632568
2018-11-01,6.599999904632568
2018-11-02,6.599999904632568
2018-11-05,5.300000190734863
2018-11-06,4.5
2018-11-07,5.300000190734863
2018-11-08,5.099999904632568
2018-11-09,5.0
2018-11-12,4.800000190734863
2018-11-13,4.239999771118164
2018-11-14,6.099999904632568
2018-11-15,2.7899999618530273
2018-11-16,3.049999952316284
2018-11-19,2.990000009536743
2018-11-20,3.119999885559082
2018-11-21,3.299999952316284
2018-11-23,3.3499999046325684
2018-11-26,3.130000114440918
2018-11-27,3.119999885559082
2018-11-28,3.1700000762939453
2018-11-29,3.200000047683716
2018-11-30,3.2799999713897705
2018-12-03,3.200000047683716
2018-12-04,3.190000057220459
2018-12-06,3.0
2018-12-07,3.200000047683716
2018-12-10,3.109999895095825
2018-12-11,3.180000066757202
2018-12-12,3.130000114440918
2018-12-13,3.0999999046325684
2018-12-14,3.059999942779541
2018-12-17,3.059999942779541
2018-12-18,3.0999999046325684
2018-12-19,3.0999999046325684
2018-12-20,2.7200000286102295
2018-12-21,2.0
2018-12-24,2.2200000286102295
2018-12-26,2.240000009536743
2018-12-27,2.1600000858306885
2018-12-28,2.140000104904175
2018-12-31,2.2799999713897705
2019-01-02,2.4200000762939453
2019-01-03,2.2799999713897705
2019-01-04,2.1500000953674316
2019-01-07,2.2799999713897705
2019-01-08,2.359999895095825
2019-01-09,2.6500000953674316
2019-01-10,2.6500000953674316
2019-01-11,2.3299999237060547
2019-01-14,2.490000009536743
2019-01-15,2.5199999809265137
2019-01-16,2.680000066757202
2019-01-17,2.4600000381469727
2019-01-18,2.4600000381469727
2019-01-22,2.6700000762939453
2019-01-23,2.4800000190734863
2019-01-24,2.4100000858306885
2019-01-25,2.4100000858306885
2019-01-28,2.4100000858306885
2019-01-29,2.430000066757202
2019-01-30,2.4800000190734863
2019-01-31,2.450000047683716
2019-02-01,2.369999885559082
2019-02-04,2.369999885559082
2019-02-05,2.319999933242798
2019-02-06,2.259999990463257
2019-02-07,2.259999990463257
2019-02-08,2.309999942779541
2019-02-11,2.9100000858306885
2019-02-12,2.8499999046325684
2019-02-13,2.859999895095825
2019-02-14,2.759999990463257
2019-02-15,2.640000104904175
2019-02-19,2.6500000953674316
2019-02-20,2.700000047683716
2019-02-21,2.5299999713897705
2019-02-22,2.680000066757202
2019-02-25,2.690000057220459
2019-02-26,2.380000114440918
2019-02-27,2.380000114440918
2019-02-28,2.4200000762939453
2019-03-01,2.5999999046325684
2019-03-04,2.4800000190734863
2019-03-05,2.5999999046325684
2019-03-06,2.3499999046325684
2019-03-07,2.369999885559082
2019-03-08,2.359999895095825
2019-03-11,2.5999999046325684
2019-03-12,2.559999942779541
2019-03-13,2.380000114440918
2019-03-14,2.319999933242798
2019-03-15,2.25
2019-03-18,2.3299999237060547
2019-03-19,2.25
2019-03-20,2.259999990463257
2019-03-21,2.5
2019-03-22,2.4000000953674316
2019-03-25,2.4000000953674316
2019-03-26,2.369999885559082
2019-03-27,2.609999895095825
2019-03-28,2.799999952316284
2019-03-29,2.7100000381469727
2019-04-01,2.369999885559082
2019-04-02,2.2899999618530273
2019-04-03,2.2300000190734863
2019-04-04,2.1500000953674316
2019-04-05,2.119999885559082
2019-04-08,2.2799999713897705
2019-04-09,2.1500000953674316
2019-04-10,2.069999933242798
2019-04-11,2.2200000286102295
2019-04-12,2.2799999713897705
2019-04-15,2.119999885559082
2019-04-16,2.119999885559082
2019-04-17,2.059999942779541
2019-04-18,2.0399999618530273
2019-04-22,2.0999999046325684
2019-04-23,2.0199999809265137
2019-04-24,2.059999942779541
2019-04-25,2.0799999237060547
2019-04-26,2.069999933242798
2019-04-29,2.049999952316284
2019-04-30,2.2100000381469727
2019-05-01,2.240000009536743
2019-05-02,2.259999990463257
2019-05-03,2.4100000858306885
2019-05-06,2.299999952316284
2019-05-07,2.490000009536743
2019-05-08,2.380000114440918
2019-05-09,2.440000057220459
2019-05-10,2.859999895095825
2019-05-13,2.75
2019-05-14,2.9200000762939453
2019-05-15,2.7699999809265137
2019-05-16,2.7200000286102295
2019-05-17,2.4600000381469727
2019-05-20,2.4700000286102295
2019-05-21,2.4600000381469727
2019-05-22,2.4200000762939453
2019-05-23,2.140000104904175
2019-05-24,2.2799999713897705
2019-05-28,2.140000104904175
2019-05-29,2.190000057220459
2019-05-30,2.1500000953674316
2019-05-31,2.0999999046325684
2019-06-03,2.0299999713897705
2019-06-04,2.0299999713897705
2019-06-05,2.0399999618530273
2019-06-06,1.9700000286102295
2019-06-07,1.9900000095367432
2019-06-10,2.180000066757202
2019-06-11,2.140000104904175
2019-06-12,2.0999999046325684
2019-06-13,2.059999942779541
2019-06-14,2.1500000953674316
2019-06-17,2.0999999046325684
2019-06-18,2.130000114440918
2019-06-19,2.2799999713897705
2019-06-20,2.369999885559082
2019-06-21,2.450000047683716
2019-06-24,2.4200000762939453
2019-06-25,2.369999885559082
2019-06-26,2.299999952316284
2019-06-27,2.25
2019-06-28,2.299999952316284
2019-07-01,2.2300000190734863
2019-07-02,2.240000009536743
2019-07-03,2.1600000858306885
2019-07-05,2.190000057220459
2019-07-08,2.109999895095825
2019-07-09,2.190000057220459
2019-07-10,2.190000057220459
2019-07-11,2.200000047683716
2019-07-12,2.180000066757202
2019-07-15,2.380000114440918
2019-07-16,2.359999895095825
2019-07-17,2.2699999809265137
2019-07-18,2.299999952316284
2019-07-19,2.2699999809265137
2019-07-22,2.259999990463257
2019-07-23,2.2899999618530273
2019-07-24,2.3299999237060547
2019-07-25,2.299999952316284
2019-07-26,2.369999885559082
2019-07-29,2.259999990463257
2019-07-30,2.200000047683716
2019-07-31,2.299999952316284
2019-08-01,2.2100000381469727
2019-08-02,2.200000047683716
2019-08-05,2.140000104904175
2019-08-06,2.190000057220459
2019-08-07,2.309999942779541
2019-08-08,2.3299999237060547
2019-08-09,1.9900000095367432
2019-08-12,1.8700000047683716
2019-08-13,2.0
2019-08-14,1.8600000143051147
2019-08-15,1.899999976158142
2019-08-16,1.7999999523162842
2019-08-19,1.7899999618530273
2019-08-20,1.6699999570846558
2019-08-21,1.659999966621399
2019-08-22,1.75
2019-08-23,1.75
2019-08-26,1.690000057220459
2019-08-27,1.6299999952316284
2019-08-28,1.6399999856948853
2019-08-29,2.049999952316284
2019-08-30,1.8799999952316284
2019-09-03,1.9800000190734863
2019-09-04,1.8899999856948853
2019-09-05,1.75
2019-09-06,1.7599999904632568
2019-09-09,1.9500000476837158
2019-09-10,1.940000057220459
2019-09-11,1.8799999952316284
2019-09-12,2.049999952316284
2019-09-13,1.7999999523162842
2019-09-16,1.899999976158142
2019-09-17,1.7999999523162842
2019-09-18,1.809999942779541
2019-09-19,1.8200000524520874
2019-09-20,1.840000033378601
2019-09-23,1.899999976158142
2019-09-24,1.8600000143051147
2019-09-25,1.7799999713897705
2019-09-26,1.7899999618530273
2019-09-27,1.7200000286102295
2019-09-30,1.7200000286102295
2019-10-01,1.7000000476837158
2019-10-02,1.690000057220459
2019-10-03,1.75
2019-10-04,1.5800000429153442
2019-10-07,1.5299999713897705
2019-10-08,1.5299999713897705
2019-10-09,1.4800000190734863
2019-10-10,1.4900000095367432
2019-10-11,1.440000057220459
2019-10-14,1.399999976158142
2019-10-15,1.5
2019-10-16,1.5099999904632568
2019-10-17,1.2599999904632568
2019-10-18,1.440000057220459
2019-10-21,1.350000023841858
2019-10-22,1.3899999856948853
2019-10-23,1.3899999856948853
2019-10-24,1.4199999570846558
2019-10-25,1.590000033378601
2019-10-28,1.590000033378601
2019-10-29,1.6699999570846558
2019-10-30,1.7999999523162842
2019-10-31,2.0199999809265137
2019-11-01,1.9900000095367432
2019-11-04,1.9500000476837158
2019-11-05,1.9199999570846558
2019-11-06,1.8799999952316284
2019-11-07,1.9700000286102295
2019-11-08,1.6100000143051147
2019-11-11,1.649999976158142
2019-11-12,1.6699999570846558
2019-11-13,1.6200000047683716
2019-11-14,1.600000023841858
2019-11-15,1.6200000047683716
2019-11-18,1.6799999475479126
2019-11-19,1.6699999570846558
2019-11-20,1.6699999570846558
2019-11-21,1.559999942779541
2019-11-22,1.559999942779541
2019-11-25,1.5499999523162842
2019-11-26,1.409999966621399
2019-11-27,1.4500000476837158
2019-11-29,1.4500000476837158
2019-12-02,1.600000023841858
2019-12-03,1.5700000524520874
2019-12-04,1.659999966621399
2019-12-05,1.6799999475479126
2019-12-06,1.6799999475479126
2019-12-09,1.7000000476837158
2019-12-10,1.6200000047683716
2019-12-11,1.6699999570846558
2019-12-12,1.6799999475479126
2019-12-13,1.7300000190734863
2019-12-16,1.7000000476837158
2019-12-17,1.649999976158142
2019-12-18,1.5700000524520874
2019-12-19,1.3700000047683716
2019-12-20,1.2999999523162842
2019-12-23,1.340000033378601
2019-12-24,1.3700000047683716
2019-12-26,1.3700000047683716
2019-12-27,1.399999976158142
2019-12-30,1.4299999475479126
