,AMTX
2014-09-25,2.072499990463257
2014-09-26,2.0999999046325684
2014-09-29,2.177500009536743
2014-09-30,2.1700000762939453
2014-10-01,2.192500114440918
2014-10-02,2.1424999237060547
2014-10-03,2.119999885559082
2014-10-06,2.065000057220459
2014-10-07,2.0250000953674316
2014-10-08,2.0350000858306885
2014-10-09,1.975000023841858
2014-10-10,1.9424999952316284
2014-10-13,1.8899999856948853
2014-10-14,1.9249999523162842
2014-10-15,1.9175000190734863
2014-10-16,2.0250000953674316
2014-10-17,2.244999885559082
2014-10-20,2.140000104904175
2014-10-21,1.9924999475479126
2014-10-22,1.9774999618530273
2014-10-23,1.9225000143051147
2014-10-24,1.9149999618530273
2014-10-27,1.9325000047683716
2014-10-28,1.8875000476837158
2014-10-29,1.8949999809265137
2014-10-30,1.9249999523162842
2014-10-31,1.9550000429153442
2014-11-03,1.9325000047683716
2014-11-04,1.8875000476837158
2014-11-05,1.8700000047683716
2014-11-06,1.8987499475479126
2014-11-07,1.8049999475479126
2014-11-10,1.7899999618530273
2014-11-11,1.7450000047683716
2014-11-12,1.747499942779541
2014-11-13,1.497499942779541
2014-11-14,1.4874999523162842
2014-11-17,1.5
2014-11-18,1.5
2014-11-19,1.4924999475479126
2014-11-20,1.4774999618530273
2014-11-21,1.5
2014-11-24,1.4524999856948853
2014-11-25,1.462499976158142
2014-11-26,1.4500000476837158
2014-11-28,1.3949999809265137
2014-12-01,1.1549999713897705
2014-12-02,1.1475000381469727
2014-12-03,1.1475000381469727
2014-12-04,1.090000033378601
2014-12-05,1.087499976158142
2014-12-08,1.0125000476837158
2014-12-09,1.0625
2014-12-10,1.0299999713897705
2014-12-11,1.0724999904632568
2014-12-12,1.0824999809265137
2014-12-15,1.1649999618530273
2014-12-16,1.2450000047683716
2014-12-17,1.3700000047683716
2014-12-18,1.375
2014-12-19,1.5700000524520874
2014-12-22,1.6649999618530273
2014-12-23,1.625
2014-12-24,1.5625
2014-12-26,1.5850000381469727
2014-12-29,1.377500057220459
2014-12-30,1.3825000524520874
2014-12-31,1.4474999904632568
2015-01-02,1.5
2015-01-05,1.377500057220459
2015-01-06,1.315000057220459
2015-01-07,1.225000023841858
2015-01-08,1.1950000524520874
2015-01-09,1.184999942779541
2015-01-12,1.149999976158142
2015-01-13,1.087499976158142
2015-01-14,1.0399999618530273
2015-01-15,1.0325000286102295
2015-01-16,1.0449999570846558
2015-01-20,1.0
2015-01-21,0.9750000238418579
2015-01-22,0.9474999904632568
2015-01-23,0.925000011920929
2015-01-26,0.9024999737739563
2015-01-27,1.0049999952316284
2015-01-28,0.987500011920929
2015-01-29,0.9524999856948853
2015-01-30,0.9725000262260437
2015-02-02,0.9624999761581421
2015-02-03,0.9700000286102295
2015-02-04,0.8999999761581421
2015-02-05,0.9524999856948853
2015-02-06,1.0075000524520874
2015-02-09,1.1749999523162842
2015-02-10,1.1325000524520874
2015-02-11,1.1182500123977661
2015-02-12,1.097499966621399
2015-02-13,1.1299999952316284
2015-02-17,1.212499976158142
2015-02-18,1.1924999952316284
2015-02-19,1.0674999952316284
2015-02-20,1.1050000190734863
2015-02-23,1.097499966621399
2015-02-24,1.1100000143051147
2015-02-25,1.090000033378601
2015-02-26,1.0449999570846558
2015-02-27,1.1050000190734863
2015-03-02,1.0750000476837158
2015-03-03,1.087499976158142
2015-03-04,1.122499942779541
2015-03-05,1.1924999952316284
2015-03-06,1.2404999732971191
2015-03-09,1.2834999561309814
2015-03-10,1.2649999856948853
2015-03-11,1.1649999618530273
2015-03-12,1.222499966621399
2015-03-13,1.0625
2015-03-16,0.9800000190734863
2015-03-17,0.9825000166893005
2015-03-18,0.9825000166893005
2015-03-19,0.9599999785423279
2015-03-20,0.9700000286102295
2015-03-23,0.9474999904632568
2015-03-24,0.9599999785423279
2015-03-25,1.0075000524520874
2015-03-26,1.0800000429153442
2015-03-27,1.0800000429153442
2015-03-30,1.0674999952316284
2015-03-31,1.0549999475479126
2015-04-01,1.0525000095367432
2015-04-02,1.0225000381469727
2015-04-06,1.0299999713897705
2015-04-07,1.0724999904632568
2015-04-08,1.0499999523162842
2015-04-09,1.0499999523162842
2015-04-10,1.0475000143051147
2015-04-13,1.0075000524520874
2015-04-14,1.0225000381469727
2015-04-15,1.066249966621399
2015-04-16,1.0924999713897705
2015-04-17,1.1799999475479126
2015-04-20,1.1325000524520874
2015-04-21,1.090000033378601
2015-04-22,1.100000023841858
2015-04-23,1.0750000476837158
2015-04-24,1.0625
2015-04-27,1.0575000047683716
2015-04-28,1.0425000190734863
2015-04-29,1.1012500524520874
2015-04-30,1.1475000381469727
2015-05-01,1.1425000429153442
2015-05-04,1.225000023841858
2015-05-05,1.2424999475479126
2015-05-06,1.2450000047683716
2015-05-07,1.1675000190734863
2015-05-08,1.1475000381469727
2015-05-11,1.1875
2015-05-12,1.2374999523162842
2015-05-13,1.212499976158142
2015-05-14,1.2000000476837158
2015-05-15,1.1950000524520874
2015-05-18,1.1325000524520874
2015-05-19,1.1737500429153442
2015-05-20,1.1299999952316284
2015-05-21,1.087499976158142
2015-05-22,1.0824999809265137
2015-05-26,1.0449999570846558
2015-05-27,1.0750000476837158
2015-05-28,1.1074999570846558
2015-05-29,1.0950000286102295
2015-06-01,1.1074999570846558
2015-06-02,1.100000023841858
2015-06-03,1.1575000286102295
2015-06-04,1.1124999523162842
2015-06-05,1.100000023841858
2015-06-08,1.0800000429153442
2015-06-09,1.037500023841858
2015-06-10,1.0325000286102295
2015-06-11,1.0149999856948853
2015-06-12,1.0099999904632568
2015-06-15,1.0499999523162842
2015-06-16,1.024999976158142
2015-06-17,1.0425000190734863
2015-06-18,1.0774999856948853
2015-06-19,1.100000023841858
2015-06-22,1.0625
2015-06-23,1.059999942779541
2015-06-24,1.027500033378601
2015-06-25,1.0
2015-06-26,1.0299999713897705
2015-06-29,0.949999988079071
2015-06-30,0.8999999761581421
2015-07-01,0.9275000095367432
2015-07-02,0.9125000238418579
2015-07-06,0.8899999856948853
2015-07-07,0.8700000047683716
2015-07-08,0.7900000214576721
2015-07-09,0.8349999785423279
2015-07-10,0.8924999833106995
2015-07-13,0.8725000023841858
2015-07-14,0.9177500009536743
2015-07-15,0.9350000023841858
2015-07-16,0.9350000023841858
2015-07-17,0.9049999713897705
2015-07-20,0.824999988079071
2015-07-21,0.7699999809265137
2015-07-22,0.7400000095367432
2015-07-23,0.7450000047683716
2015-07-24,0.8199999928474426
2015-07-27,0.8324999809265137
2015-07-28,0.7825000286102295
2015-07-29,0.875
2015-07-30,0.949999988079071
2015-07-31,0.8920000195503235
2015-08-03,0.8349999785423279
2015-08-04,0.8274999856948853
2015-08-05,0.8324999809265137
2015-08-06,0.7425000071525574
2015-08-07,0.8199999928474426
2015-08-10,0.8174999952316284
2015-08-11,0.8130000233650208
2015-08-12,0.8274999856948853
2015-08-13,0.8125
2015-08-14,0.9524999856948853
2015-08-17,0.8500000238418579
2015-08-18,0.8600000143051147
2015-08-19,0.8787500262260437
2015-08-20,0.8824999928474426
2015-08-21,0.7724999785423279
2015-08-24,0.6524999737739563
2015-08-25,0.6487500071525574
2015-08-26,0.6340000033378601
2015-08-27,0.6825000047683716
2015-08-28,0.7774999737739563
2015-08-31,0.7674999833106995
2015-09-01,0.6899999976158142
2015-09-02,0.6625000238418579
2015-09-03,0.7584999799728394
2015-09-04,0.7549999952316284
2015-09-08,0.762499988079071
2015-09-09,0.762499988079071
2015-09-10,0.7724999785423279
2015-09-11,0.7774999737739563
2015-09-14,0.8525000214576721
2015-09-15,0.8550000190734863
2015-09-16,0.925000011920929
2015-09-17,0.9300000071525574
2015-09-18,0.9075000286102295
2015-09-21,0.918749988079071
2015-09-22,0.8550000190734863
2015-09-23,0.7925000190734863
2015-09-24,0.7574999928474426
2015-09-25,0.7475000023841858
2015-09-28,0.6825000047683716
2015-09-29,0.675000011920929
2015-09-30,0.6875
2015-10-01,0.625
2015-10-02,0.6449999809265137
2015-10-05,0.625
2015-10-06,0.637499988079071
2015-10-07,0.6274999976158142
2015-10-08,0.6349999904632568
2015-10-09,0.6725000143051147
2015-10-12,0.6600000262260437
2015-10-13,0.637499988079071
2015-10-14,0.6449999809265137
2015-10-15,0.6875
2015-10-16,0.6625000238418579
2015-10-19,0.625
2015-10-20,0.5575000047683716
2015-10-21,0.5475000143051147
2015-10-22,0.5649999976158142
2015-10-23,0.6575000286102295
2015-10-26,0.6324999928474426
2015-10-27,0.6625000238418579
2015-10-28,0.6499999761581421
2015-10-29,0.6499999761581421
2015-10-30,0.6150000095367432
2015-11-02,0.6474999785423279
2015-11-03,0.625
2015-11-04,0.6399999856948853
2015-11-05,0.612500011920929
2015-11-06,0.6549999713897705
2015-11-09,0.6265000104904175
2015-11-10,0.5049999952316284
2015-11-11,0.5274999737739563
2015-11-12,0.5475000143051147
2015-11-13,0.5699999928474426
2015-11-16,0.5525000095367432
2015-11-17,0.5475000143051147
2015-11-18,0.5774999856948853
2015-11-19,0.5550000071525574
2015-11-20,0.5600000023841858
2015-11-23,0.5774999856948853
2015-11-24,0.5899999737739563
2015-11-25,0.6225000023841858
2015-11-27,0.6399999856948853
2015-11-30,0.7450000047683716
2015-12-01,0.6949999928474426
2015-12-02,0.7099999785423279
2015-12-03,0.7250000238418579
2015-12-04,0.7425000071525574
2015-12-07,0.7325000166893005
2015-12-08,0.6424999833106995
2015-12-09,0.6875
2015-12-10,0.6474999785423279
2015-12-11,0.6549999713897705
2015-12-14,0.6700000166893005
2015-12-15,0.5849999785423279
2015-12-16,0.5674999952316284
2015-12-17,0.5649999976158142
2015-12-18,0.5425000190734863
2015-12-21,0.5475000143051147
2015-12-22,0.550000011920929
2015-12-23,0.5874999761581421
2015-12-24,0.5475000143051147
2015-12-28,0.550000011920929
2015-12-29,0.5525000095367432
2015-12-30,0.4749999940395355
2015-12-31,0.7250000238418579
2016-01-04,0.6499999761581421
2016-01-05,0.6650000214576721
2016-01-06,0.5924999713897705
2016-01-07,0.5625
2016-01-08,0.5874999761581421
2016-01-11,0.5375000238418579
2016-01-12,0.5350000262260437
2016-01-13,0.5375000238418579
2016-01-14,0.5975000262260437
2016-01-15,0.5699999928474426
2016-01-19,0.5249999761581421
2016-01-20,0.5400000214576721
2016-01-21,0.5350000262260437
2016-01-22,0.5950000286102295
2016-01-25,0.5774999856948853
2016-01-26,0.5024999976158142
2016-01-27,0.5
2016-01-28,0.5600000023841858
2016-01-29,0.5475000143051147
2016-02-01,0.5224999785423279
2016-02-02,0.5074999928474426
2016-02-03,0.5224999785423279
2016-02-04,0.5024999976158142
2016-02-05,0.48750001192092896
2016-02-08,0.4699999988079071
2016-02-09,0.4375
2016-02-10,0.4375
2016-02-11,0.39250001311302185
2016-02-12,0.42500001192092896
2016-02-16,0.42500001192092896
2016-02-17,0.46000000834465027
2016-02-18,0.4350000023841858
2016-02-19,0.4449999928474426
2016-02-22,0.45750001072883606
2016-02-23,0.4124999940395355
2016-02-24,0.39500001072883606
2016-02-25,0.4000000059604645
2016-02-26,0.44749999046325684
2016-02-29,0.45249998569488525
2016-03-01,0.44999998807907104
2016-03-02,0.46000000834465027
2016-03-03,0.4000000059604645
2016-03-04,0.42750000953674316
2016-03-07,0.41999998688697815
2016-03-08,0.41499999165534973
2016-03-09,0.4050000011920929
2016-03-10,0.4074999988079071
2016-03-11,0.4399999976158142
2016-03-14,0.4424999952316284
2016-03-15,0.42500001192092896
2016-03-16,0.44749999046325684
2016-03-17,0.4925000071525574
2016-03-18,0.5299999713897705
2016-03-21,0.5174999833106995
2016-03-22,0.5249999761581421
2016-03-23,0.5387499928474426
2016-03-24,0.5325000286102295
2016-03-28,0.5074999928474426
2016-03-29,0.4925000071525574
2016-03-30,0.4675000011920929
2016-03-31,0.5099999904632568
2016-04-01,0.512499988079071
2016-04-04,0.512499988079071
2016-04-05,0.4675000011920929
2016-04-06,0.4375
2016-04-07,0.44999998807907104
2016-04-08,0.47999998927116394
2016-04-11,0.48750001192092896
2016-04-12,0.5325000286102295
2016-04-13,0.5600000023841858
2016-04-14,0.6025000214576721
2016-04-15,0.5824999809265137
2016-04-18,0.5774999856948853
2016-04-19,0.6175000071525574
2016-04-20,0.6449999809265137
2016-04-21,0.7099999785423279
2016-04-22,0.7124999761581421
2016-04-25,0.7074999809265137
2016-04-26,0.6775000095367432
2016-04-27,0.6875
2016-04-28,0.7097499966621399
2016-04-29,0.6924999952316284
2016-05-02,0.6875
2016-05-03,0.6974999904632568
2016-05-04,0.7024999856948853
2016-05-05,0.6850000023841858
2016-05-06,0.7225000262260437
2016-05-09,0.5950000286102295
2016-05-10,0.5649999976158142
2016-05-11,0.6075000166893005
2016-05-12,0.6625000238418579
2016-05-13,0.6449999809265137
2016-05-16,0.6424999833106995
2016-05-17,0.6299999952316284
2016-05-18,0.6399999856948853
2016-05-19,0.6349999904632568
2016-05-20,0.6399999856948853
2016-05-23,0.6200000047683716
2016-05-24,0.6349999904632568
2016-05-25,0.6524999737739563
2016-05-26,0.6150000095367432
2016-05-27,0.5950000286102295
2016-05-31,0.6549999713897705
2016-06-01,0.6449999809265137
2016-06-02,0.6675000190734863
2016-06-03,0.6524999737739563
2016-06-06,0.6474999785423279
2016-06-07,0.6274999976158142
2016-06-08,0.6100000143051147
2016-06-09,0.6225000023841858
2016-06-10,0.6225000023841858
2016-06-13,0.6225000023841858
2016-06-14,0.5899999737739563
2016-06-15,2.359999895095825
2016-06-16,2.490000009536743
2016-06-17,2.369999885559082
2016-06-20,2.4000000953674316
2016-06-21,2.490000009536743
2016-06-22,2.490000009536743
2016-06-23,2.5
2016-06-24,2.369999885559082
2016-06-27,2.3399999141693115
2016-06-28,2.450000047683716
2016-06-29,2.4000000953674316
2016-06-30,2.2799999713897705
2016-07-01,2.2200000286102295
2016-07-05,2.309999942779541
2016-07-06,2.174999952316284
2016-07-07,1.9800000190734863
2016-07-08,2.0
2016-07-11,1.8960000276565552
2016-07-12,1.7000000476837158
2016-07-13,1.9900000095367432
2016-07-14,1.909999966621399
2016-07-15,2.0
2016-07-18,1.9609999656677246
2016-07-19,1.9900000095367432
2016-07-20,2.0
2016-07-21,2.0
2016-07-22,2.0
2016-07-25,1.9800000190734863
2016-07-26,1.9500000476837158
2016-07-27,1.8899999856948853
2016-07-28,1.8700000047683716
2016-07-29,1.909999966621399
2016-08-01,1.9199999570846558
2016-08-02,1.9700000286102295
2016-08-03,1.9830000400543213
2016-08-04,1.9900000095367432
2016-08-05,2.0
2016-08-08,1.9900000095367432
2016-08-09,1.9600000381469727
2016-08-10,1.940000057220459
2016-08-11,1.9800000190734863
2016-08-12,1.940000057220459
2016-08-15,1.9500000476837158
2016-08-16,1.7000000476837158
2016-08-17,1.6100000143051147
2016-08-18,1.6299999952316284
2016-08-19,1.5700000524520874
2016-08-22,1.5499999523162842
2016-08-23,1.6069999933242798
2016-08-24,1.590000033378601
2016-08-25,1.6299999952316284
2016-08-26,1.5499999523162842
2016-08-29,1.6399999856948853
2016-08-30,1.5499999523162842
2016-08-31,1.5499999523162842
2016-09-01,1.4500000476837158
2016-09-02,1.4299999475479126
2016-09-06,1.4600000381469727
2016-09-07,1.399999976158142
2016-09-08,1.4900000095367432
2016-09-09,1.347000002861023
2016-09-12,1.1460000276565552
2016-09-13,1.25
2016-09-14,1.1799999475479126
2016-09-15,1.2999999523162842
2016-09-16,1.2899999618530273
2016-09-19,1.2000000476837158
2016-09-20,1.2100000381469727
2016-09-21,1.2799999713897705
2016-09-22,1.309999942779541
2016-09-23,1.2599999904632568
2016-09-26,1.2999999523162842
2016-09-27,1.2599999904632568
2016-09-28,1.2300000190734863
2016-09-29,1.2300000190734863
2016-09-30,1.0800000429153442
2016-10-03,1.1699999570846558
2016-10-04,1.2999999523162842
2016-10-05,1.649999976158142
2016-10-06,1.7599999904632568
2016-10-07,1.6200000047683716
2016-10-10,1.4299999475479126
2016-10-11,1.4500000476837158
2016-10-12,1.2999999523162842
2016-10-13,1.2699999809265137
2016-10-14,1.2899999618530273
2016-10-17,1.3300000429153442
2016-10-18,1.2899999618530273
2016-10-19,1.4199999570846558
2016-10-20,1.5700000524520874
2016-10-21,1.7000000476837158
2016-10-24,1.6100000143051147
2016-10-25,1.6799999475479126
2016-10-26,1.6799999475479126
2016-10-27,1.6100000143051147
2016-10-28,1.649999976158142
2016-10-31,1.7899999618530273
2016-11-01,1.75
2016-11-02,1.7300000190734863
2016-11-03,1.7200000286102295
2016-11-04,1.6399999856948853
2016-11-07,1.6399999856948853
2016-11-08,1.590000033378601
2016-11-09,1.649999976158142
2016-11-10,1.6699999570846558
2016-11-11,1.7000000476837158
2016-11-14,1.8600000143051147
2016-11-15,1.899999976158142
2016-11-16,1.909999966621399
2016-11-17,1.850000023841858
2016-11-18,1.7100000381469727
2016-11-21,1.7699999809265137
2016-11-22,1.8200000524520874
2016-11-23,1.8200000524520874
2016-11-25,1.809999942779541
2016-11-28,1.7999999523162842
2016-11-29,1.75
2016-11-30,1.7050000429153442
2016-12-01,1.659999966621399
2016-12-02,1.6100000143051147
2016-12-05,1.6799999475479126
2016-12-06,1.7100000381469727
2016-12-07,1.7200000286102295
2016-12-08,1.659999966621399
2016-12-09,1.7400000095367432
2016-12-12,1.7000000476837158
2016-12-13,1.75
2016-12-14,1.7029999494552612
2016-12-15,1.75
2016-12-16,1.7599999904632568
2016-12-19,1.6799999475479126
2016-12-20,1.5429999828338623
2016-12-21,1.6100000143051147
2016-12-22,1.690000057220459
2016-12-23,1.6299999952316284
2016-12-27,1.5
2016-12-28,1.3600000143051147
2016-12-29,1.3899999856948853
2016-12-30,1.3899999856948853
2017-01-03,1.5399999618530273
2017-01-04,1.6799999475479126
2017-01-05,1.7599999904632568
2017-01-06,1.7100000381469727
2017-01-09,1.600000023841858
2017-01-10,1.7000000476837158
2017-01-11,1.6920000314712524
2017-01-12,1.6449999809265137
2017-01-13,1.6299999952316284
2017-01-17,1.6100000143051147
2017-01-18,1.8200000524520874
2017-01-19,1.7200000286102295
2017-01-20,1.6200000047683716
2017-01-23,1.7300000190734863
2017-01-24,1.7400000095367432
2017-01-25,1.809999942779541
2017-01-26,1.7799999713897705
2017-01-27,1.7100000381469727
2017-01-30,1.659999966621399
2017-01-31,1.6399999856948853
2017-02-01,1.6399999856948853
2017-02-02,1.6200000047683716
2017-02-03,1.559999942779541
2017-02-06,1.5
2017-02-07,1.340000033378601
2017-02-08,1.2400000095367432
2017-02-09,1.2699999809265137
2017-02-10,1.2699999809265137
2017-02-13,1.2400000095367432
2017-02-14,1.2200000286102295
2017-02-15,1.2009999752044678
2017-02-16,1.1699999570846558
2017-02-17,1.1799999475479126
2017-02-21,1.2100000381469727
2017-02-22,1.190000057220459
2017-02-23,1.1699999570846558
2017-02-24,1.1799999475479126
2017-02-27,1.2100000381469727
2017-02-28,1.149999976158142
2017-03-01,1.190000057220459
2017-03-02,1.1820000410079956
2017-03-03,1.2200000286102295
2017-03-06,1.2300000190734863
2017-03-07,1.2699999809265137
2017-03-08,1.2200000286102295
2017-03-09,1.2599999904632568
2017-03-10,1.2300000190734863
2017-03-13,1.2100000381469727
2017-03-14,1.2200000286102295
2017-03-15,1.1799999475479126
2017-03-16,1.1699999570846558
2017-03-17,1.1799999475479126
2017-03-20,1.190000057220459
2017-03-21,1.149999976158142
2017-03-22,1.159999966621399
2017-03-23,1.1399999856948853
2017-03-24,1.149999976158142
2017-03-27,1.1399999856948853
2017-03-28,1.1799999475479126
2017-03-29,1.2450000047683716
2017-03-30,1.2699999809265137
2017-03-31,1.2899999618530273
2017-04-03,1.2799999713897705
2017-04-04,1.2599999904632568
2017-04-05,1.2000000476837158
2017-04-06,1.2389999628067017
2017-04-07,1.1799999475479126
2017-04-10,1.2000000476837158
2017-04-11,1.1699999570846558
2017-04-12,1.1799999475479126
2017-04-13,1.190000057220459
2017-04-17,1.2100000381469727
2017-04-18,1.159999966621399
2017-04-19,1.1299999952316284
2017-04-20,1.1399999856948853
2017-04-21,1.1799999475479126
2017-04-24,1.1699999570846558
2017-04-25,1.149999976158142
2017-04-26,1.1399999856948853
2017-04-27,1.1299999952316284
2017-04-28,1.159999966621399
2017-05-01,1.149999976158142
2017-05-02,1.149999976158142
2017-05-03,1.156000018119812
2017-05-04,1.159999966621399
2017-05-05,1.1799999475479126
2017-05-08,1.1799999475479126
2017-05-09,1.1299999952316284
2017-05-10,1.4709999561309814
2017-05-11,1.4149999618530273
2017-05-12,1.340000033378601
2017-05-15,1.2999999523162842
2017-05-16,1.2999999523162842
2017-05-17,1.2999999523162842
2017-05-18,1.2799999713897705
2017-05-19,1.25
2017-05-22,1.2100000381469727
2017-05-23,1.3300000429153442
2017-05-24,1.350000023841858
2017-05-25,1.5
2017-05-26,1.6100000143051147
2017-05-30,1.6299999952316284
2017-05-31,1.6200000047683716
2017-06-01,1.590000033378601
2017-06-02,1.6299999952316284
2017-06-05,1.600000023841858
2017-06-06,1.590000033378601
2017-06-07,1.5800000429153442
2017-06-08,1.5800000429153442
2017-06-09,1.559999942779541
2017-06-12,1.5130000114440918
2017-06-13,1.4579999446868896
2017-06-14,1.440000057220459
2017-06-15,1.3200000524520874
2017-06-16,1.5
2017-06-19,1.4500000476837158
2017-06-20,1.399999976158142
2017-06-21,1.4199999570846558
2017-06-22,1.440000057220459
2017-06-23,1.3799999952316284
2017-06-26,1.4299999475479126
2017-06-27,1.3899999856948853
2017-06-28,1.3799999952316284
2017-06-29,1.3600000143051147
2017-06-30,1.3300000429153442
2017-07-03,1.309999942779541
2017-07-05,1.309999942779541
2017-07-06,1.309999942779541
2017-07-07,1.2300000190734863
2017-07-10,1.1759999990463257
2017-07-11,1.2300000190734863
2017-07-12,1.25
2017-07-13,1.2990000247955322
2017-07-14,1.2599999904632568
2017-07-17,1.2300000190734863
2017-07-18,1.2000000476837158
2017-07-19,1.2300000190734863
2017-07-20,1.2200000286102295
2017-07-21,1.2300000190734863
2017-07-24,1.2200000286102295
2017-07-25,1.2000000476837158
2017-07-26,1.2300000190734863
2017-07-27,1.2100000381469727
2017-07-28,1.2000000476837158
2017-07-31,1.2100000381469727
2017-08-01,1.2100000381469727
2017-08-02,1.2100000381469727
2017-08-03,1.2289999723434448
2017-08-04,1.1699999570846558
2017-08-07,1.1799999475479126
2017-08-08,1.1699999570846558
2017-08-09,1.1399999856948853
2017-08-10,1.190000057220459
2017-08-11,1.1699999570846558
2017-08-14,1.1399999856948853
2017-08-15,1.1480000019073486
2017-08-16,1.0870000123977661
2017-08-17,1.0859999656677246
2017-08-18,1.0800000429153442
2017-08-21,1.0700000524520874
2017-08-22,1.0099999904632568
2017-08-23,1.0
2017-08-24,0.949999988079071
2017-08-25,0.8299999833106995
2017-08-28,0.8679999709129333
2017-08-29,0.878000020980835
2017-08-30,0.8999999761581421
2017-08-31,0.8629999756813049
2017-09-01,0.8500000238418579
2017-09-05,0.8379999995231628
2017-09-06,0.8299999833106995
2017-09-07,0.8899999856948853
2017-09-08,0.8999999761581421
2017-09-11,0.9300000071525574
2017-09-12,0.9200000166893005
2017-09-13,0.9700000286102295
2017-09-14,0.949999988079071
2017-09-15,0.9200000166893005
2017-09-18,0.8999999761581421
2017-09-19,0.8700000047683716
2017-09-20,0.9399999976158142
2017-09-21,0.9599999785423279
2017-09-22,0.9200000166893005
2017-09-25,0.8709999918937683
2017-09-26,0.8700000047683716
2017-09-27,0.8840000033378601
2017-09-28,0.902999997138977
2017-09-29,0.8700000047683716
2017-10-02,0.8790000081062317
2017-10-03,0.8700000047683716
2017-10-04,0.8700000047683716
2017-10-05,0.8899999856948853
2017-10-06,0.8920000195503235
2017-10-09,0.8700000047683716
2017-10-10,0.8899999856948853
2017-10-11,0.8500000238418579
2017-10-12,0.8399999737739563
2017-10-13,0.8100000023841858
2017-10-16,0.7400000095367432
2017-10-17,0.6800000071525574
2017-10-18,0.6899999976158142
2017-10-19,0.6399999856948853
2017-10-20,0.6200000047683716
2017-10-23,0.5899999737739563
2017-10-24,0.8299999833106995
2017-10-25,0.7900000214576721
2017-10-26,0.8090000152587891
2017-10-27,0.7670000195503235
2017-10-30,0.7799999713897705
2017-10-31,0.8100000023841858
2017-11-01,0.7599999904632568
2017-11-02,0.8199999928474426
2017-11-03,0.7620000243186951
2017-11-06,0.8299999833106995
2017-11-07,0.8899999856948853
2017-11-08,0.8009999990463257
2017-11-09,0.7099999785423279
2017-11-10,0.7699999809265137
2017-11-13,0.7599999904632568
2017-11-14,0.7300000190734863
2017-11-15,0.6899999976158142
2017-11-16,0.6700000166893005
2017-11-17,0.699999988079071
2017-11-20,0.699999988079071
2017-11-21,0.6980000138282776
2017-11-22,0.7099999785423279
2017-11-24,0.7049999833106995
2017-11-27,0.699999988079071
2017-11-28,0.699999988079071
2017-11-29,0.6700000166893005
2017-11-30,0.6600000262260437
2017-12-01,0.75
2017-12-04,0.6850000023841858
2017-12-05,0.7200000286102295
2017-12-06,0.6800000071525574
2017-12-07,0.6899999976158142
2017-12-08,0.699999988079071
2017-12-11,0.7080000042915344
2017-12-12,0.6700000166893005
2017-12-13,0.699999988079071
2017-12-14,0.6899999976158142
2017-12-15,0.6800000071525574
2017-12-18,0.6650000214576721
2017-12-19,0.6980000138282776
2017-12-20,0.6650000214576721
2017-12-21,0.6150000095367432
2017-12-22,0.6100000143051147
2017-12-26,0.5899999737739563
2017-12-27,0.550000011920929
2017-12-28,0.550000011920929
2017-12-29,0.550000011920929
2018-01-02,0.5799999833106995
2018-01-03,0.5659999847412109
2018-01-04,0.5899999737739563
2018-01-05,0.6050000190734863
2018-01-08,0.6690000295639038
2018-01-09,0.6800000071525574
2018-01-10,0.6800000071525574
2018-01-11,0.7900000214576721
2018-01-12,0.7799999713897705
2018-01-16,0.7200000286102295
2018-01-17,0.699999988079071
2018-01-18,0.7049999833106995
2018-01-19,0.6399999856948853
2018-01-22,0.6399999856948853
2018-01-23,0.6200000047683716
2018-01-24,0.6200000047683716
2018-01-25,0.6299999952316284
2018-01-26,0.6809999942779541
2018-01-29,0.7099999785423279
2018-01-30,0.6790000200271606
2018-01-31,0.6899999976158142
2018-02-01,0.699999988079071
2018-02-02,0.6600000262260437
2018-02-05,0.5899999737739563
2018-02-06,0.5899999737739563
2018-02-07,0.5600000023841858
2018-02-08,0.5600000023841858
2018-02-09,0.5699999928474426
2018-02-12,0.5400000214576721
2018-02-13,0.5189999938011169
2018-02-14,0.5400000214576721
2018-02-15,0.5379999876022339
2018-02-16,0.5569999814033508
2018-02-20,0.5569999814033508
2018-02-21,0.5199999809265137
2018-02-22,0.5199999809265137
2018-02-23,0.5699999928474426
2018-02-26,0.5899999737739563
2018-02-27,0.6000000238418579
2018-02-28,0.5799999833106995
2018-03-01,0.5199999809265137
2018-03-02,0.5899999737739563
2018-03-05,0.6470000147819519
2018-03-06,1.0499999523162842
2018-03-07,1.1200000047683716
2018-03-08,1.149999976158142
2018-03-09,1.149999976158142
2018-03-12,1.1200000047683716
2018-03-13,1.090000033378601
2018-03-14,1.0499999523162842
2018-03-15,1.1200000047683716
2018-03-16,2.450000047683716
2018-03-19,2.1600000858306885
2018-03-20,2.0999999046325684
2018-03-21,1.940000057220459
2018-03-22,2.0999999046325684
2018-03-23,1.9500000476837158
2018-03-26,1.8700000047683716
2018-03-27,2.0299999713897705
2018-03-28,2.0
2018-03-29,1.7000000476837158
2018-04-02,1.5700000524520874
2018-04-03,1.659999966621399
2018-04-04,1.5099999904632568
2018-04-05,1.6100000143051147
2018-04-06,1.4500000476837158
2018-04-09,1.3600000143051147
2018-04-10,1.4500000476837158
2018-04-11,1.590000033378601
2018-04-12,1.690000057220459
2018-04-13,1.659999966621399
2018-04-16,1.7100000381469727
2018-04-17,1.7999999523162842
2018-04-18,1.899999976158142
2018-04-19,1.7999999523162842
