,AMTX
2010-10-29,0.22499999403953552
2010-11-01,0.22499999403953552
2010-11-02,0.22499999403953552
2010-11-03,0.2750000059604645
2010-11-04,0.2750000059604645
2010-11-05,0.22499999403953552
2010-11-08,0.22499999403953552
2010-11-09,0.22499999403953552
2010-11-10,0.22499999403953552
2010-11-11,0.22499999403953552
2010-11-12,0.29750001430511475
2010-11-15,0.2750000059604645
2010-11-16,0.27250000834465027
2010-11-17,0.29750001430511475
2010-11-18,0.2524999976158142
2010-11-19,0.2750000059604645
2010-11-22,0.25
2010-11-23,0.25
2010-11-24,0.2750000059604645
2010-11-26,0.2750000059604645
2010-11-29,0.2750000059604645
2010-11-30,0.25
2010-12-01,0.2750000059604645
2010-12-02,0.2524999976158142
2010-12-03,0.2524999976158142
2010-12-06,0.23749999701976776
2010-12-07,0.2750000059604645
2010-12-08,0.2750000059604645
2010-12-09,0.30000001192092896
2010-12-10,0.30000001192092896
2010-12-13,0.32499998807907104
2010-12-14,0.32499998807907104
2010-12-15,0.32499998807907104
2010-12-16,0.32499998807907104
2010-12-17,0.32499998807907104
2010-12-20,0.3499999940395355
2010-12-21,0.3499999940395355
2010-12-22,0.3375000059604645
2010-12-23,0.32499998807907104
2010-12-27,0.3375000059604645
2010-12-28,0.3375000059604645
2010-12-29,0.3375000059604645
2010-12-30,0.3499999940395355
2010-12-31,0.375
2011-01-03,0.375
2011-01-04,0.375
2011-01-05,0.32499998807907104
2011-01-06,0.32499998807907104
2011-01-07,0.32499998807907104
2011-01-10,0.32499998807907104
2011-01-11,0.2874999940395355
2011-01-12,0.375
2011-01-13,0.375
2011-01-14,0.36500000953674316
2011-01-18,0.2874999940395355
2011-01-19,0.3499999940395355
2011-01-20,0.3499999940395355
2011-01-21,0.32499998807907104
2011-01-24,0.32499998807907104
2011-01-25,0.375
2011-01-26,0.375
2011-01-27,0.32499998807907104
2011-01-28,0.3499999940395355
2011-01-31,0.32499998807907104
2011-02-01,0.375
2011-02-02,0.32499998807907104
2011-02-03,0.32499998807907104
2011-02-04,0.28999999165534973
2011-02-07,0.28999999165534973
2011-02-08,0.28999999165534973
2011-02-09,0.30000001192092896
2011-02-10,0.30000001192092896
2011-02-11,0.3499999940395355
2011-02-14,0.3499999940395355
2011-02-15,0.3499999940395355
2011-02-16,0.30000001192092896
2011-02-17,0.30000001192092896
2011-02-18,0.3499999940395355
2011-02-22,0.30000001192092896
2011-02-23,0.30000001192092896
2011-02-24,0.32499998807907104
2011-02-25,0.3075000047683716
2011-02-28,0.2750000059604645
2011-03-01,0.2750000059604645
2011-03-02,0.25
2011-03-03,0.32499998807907104
2011-03-04,0.32499998807907104
2011-03-07,0.25
2011-03-08,0.25
2011-03-09,0.25
2011-03-10,0.32499998807907104
2011-03-11,0.32499998807907104
2011-03-14,0.32499998807907104
2011-03-15,0.30000001192092896
2011-03-16,0.2750000059604645
2011-03-17,0.2750000059604645
2011-03-18,0.32499998807907104
2011-03-21,0.2750000059604645
2011-03-22,0.3499999940395355
2011-03-23,0.2750000059604645
2011-03-24,0.2750000059604645
2011-03-25,0.32499998807907104
2011-03-28,0.22499999403953552
2011-03-29,0.32499998807907104
2011-03-30,0.32499998807907104
2011-03-31,0.32499998807907104
2011-04-01,0.30000001192092896
2011-04-04,0.32499998807907104
2011-04-05,0.2874999940395355
2011-04-06,0.2874999940395355
2011-04-07,0.2874999940395355
2011-04-08,0.3125
2011-04-11,0.3474999964237213
2011-04-12,0.3474999964237213
2011-04-13,0.38749998807907104
2011-04-14,0.375
2011-04-15,0.375
2011-04-18,0.4375
2011-04-19,0.42500001192092896
2011-04-20,0.4375
2011-04-21,0.550000011920929
2011-04-25,0.6000000238418579
2011-04-26,0.4375
2011-04-27,0.4375
2011-04-28,0.5249999761581421
2011-04-29,0.625
2011-05-02,0.625
2011-05-03,0.625
2011-05-04,0.5
2011-05-05,0.5
2011-05-06,0.4749999940395355
2011-05-09,0.44999998807907104
2011-05-10,0.4749999940395355
2011-05-11,0.42500001192092896
2011-05-12,0.4375
2011-05-13,0.38749998807907104
2011-05-16,0.375
2011-05-17,0.375
2011-05-18,0.44999998807907104
2011-05-19,0.5249999761581421
2011-05-20,0.44999998807907104
2011-05-23,0.44999998807907104
2011-05-24,0.44999998807907104
2011-05-25,0.550000011920929
2011-05-26,0.48750001192092896
2011-05-27,0.5
2011-05-31,0.574999988079071
2011-06-01,0.5
2011-06-02,0.574999988079071
2011-06-03,0.5
2011-06-06,0.5
2011-06-07,0.5
2011-06-08,0.574999988079071
2011-06-09,0.574999988079071
2011-06-10,0.574999988079071
2011-06-13,0.574999988079071
2011-06-14,0.4000000059604645
2011-06-15,0.4000000059604645
2011-06-16,0.44999998807907104
2011-06-17,0.44999998807907104
2011-06-20,0.5
2011-06-21,0.5249999761581421
2011-06-22,0.5375000238418579
2011-06-23,0.5
2011-06-24,0.550000011920929
2011-06-27,0.5249999761581421
2011-06-28,0.5249999761581421
2011-06-29,0.6000000238418579
2011-06-30,0.6000000238418579
2011-07-01,0.675000011920929
2011-07-05,0.800000011920929
2011-07-06,0.637499988079071
2011-07-07,0.675000011920929
2011-07-08,0.699999988079071
2011-07-11,0.675000011920929
2011-07-12,0.699999988079071
2011-07-13,1.0750000476837158
2011-07-14,0.949999988079071
2011-07-15,1.0
2011-07-18,0.9975000023841858
2011-07-19,1.0
2011-07-20,1.0
2011-07-21,1.0
2011-07-22,1.0
2011-07-25,1.0499999523162842
2011-07-26,0.9775000214576721
2011-07-27,1.0499999523162842
2011-07-28,1.024999976158142
2011-07-29,1.100000023841858
2011-08-01,1.0499999523162842
2011-08-02,1.149999976158142
2011-08-03,1.5
2011-08-04,1.975000023841858
2011-08-05,2.0
2011-08-08,1.75
2011-08-09,1.75
2011-08-10,1.850000023841858
2011-08-11,1.774999976158142
2011-08-12,1.7000000476837158
2011-08-15,1.5
2011-08-16,1.4500000476837158
2011-08-17,1.350000023841858
2011-08-18,1.350000023841858
2011-08-19,1.350000023841858
2011-08-22,1.3250000476837158
2011-08-23,1.2999999523162842
2011-08-24,1.2000000476837158
2011-08-25,1.125
2011-08-26,1.1749999523162842
2011-08-29,1.125
2011-08-30,1.0
2011-08-31,1.125
2011-09-01,1.1749999523162842
2011-09-02,1.0499999523162842
2011-09-06,1.0
2011-09-07,1.375
2011-09-08,1.375
2011-09-09,1.375
2011-09-12,1.3250000476837158
2011-09-13,1.3250000476837158
2011-09-14,1.1749999523162842
2011-09-15,1.3250000476837158
2011-09-16,1.375
2011-09-19,1.2000000476837158
2011-09-20,1.2000000476837158
2011-09-21,1.125
2011-09-22,1.2000000476837158
2011-09-23,1.2000000476837158
2011-09-26,1.125
2011-09-27,1.149999976158142
2011-09-28,1.149999976158142
2011-09-29,1.100000023841858
2011-09-30,1.375
2011-10-03,1.350000023841858
2011-10-04,1.350000023841858
2011-10-05,1.350000023841858
2011-10-06,0.8500000238418579
2011-10-07,1.25
2011-10-10,1.375
2011-10-11,1.375
2011-10-12,1.3274999856948853
2011-10-13,1.625
2011-10-14,1.875
2011-10-17,1.875
2011-10-18,1.625
2011-10-19,1.5499999523162842
2011-10-20,1.899999976158142
2011-10-21,1.7999999523162842
2011-10-24,1.875
2011-10-25,1.9500000476837158
2011-10-26,2.012500047683716
2011-10-27,2.25
2011-10-28,2.1875
2011-10-31,2.25
2011-11-01,2.2750000953674316
2011-11-02,2.125
2011-11-03,2.125
2011-11-04,2.125
2011-11-07,2.0999999046325684
2011-11-08,2.0999999046325684
2011-11-09,2.0
2011-11-10,2.0
2011-11-11,2.0
2011-11-14,1.875
2011-11-15,1.7999999523162842
2011-11-16,1.875
2011-11-17,1.875
2011-11-18,2.0
2011-11-21,1.850000023841858
2011-11-22,1.5750000476837158
2011-11-23,1.8250000476837158
2011-11-25,1.8250000476837158
2011-11-28,1.7999999523162842
2011-11-29,2.0
2011-11-30,2.0
2011-12-01,1.899999976158142
2011-12-02,1.75
2011-12-05,1.875
2011-12-06,1.774999976158142
2011-12-07,1.875
2011-12-08,1.625
2011-12-09,1.5
2011-12-12,1.625
2011-12-13,1.6749999523162842
2011-12-14,1.6749999523162842
2011-12-15,1.375
2011-12-16,1.625
2011-12-19,1.8624999523162842
2011-12-20,1.8250000476837158
2011-12-21,1.75
2011-12-22,1.625
2011-12-23,1.8624999523162842
2011-12-27,1.75
2011-12-28,1.6749999523162842
2011-12-29,1.75
2011-12-30,1.75
2012-01-03,1.75
2012-01-04,1.75
2012-01-05,1.75
2012-01-06,1.75
2012-01-09,1.725000023841858
2012-01-10,1.399999976158142
2012-01-11,1.7000000476837158
2012-01-12,1.7999999523162842
2012-01-13,1.7999999523162842
2012-01-17,1.875
2012-01-18,1.875
2012-01-19,1.875
2012-01-20,1.875
2012-01-23,1.912500023841858
2012-01-24,1.912500023841858
2012-01-25,1.912500023841858
2012-01-26,1.912500023841858
2012-01-27,1.9249999523162842
2012-01-30,1.875
2012-01-31,1.975000023841858
2012-02-01,1.975000023841858
2012-02-02,2.0999999046325684
2012-02-03,2.075000047683716
2012-02-06,2.0
2012-02-07,2.0
2012-02-08,2.0
2012-02-09,2.0250000953674316
2012-02-10,2.049999952316284
2012-02-13,2.25
2012-02-14,2.140000104904175
2012-02-15,2.299999952316284
2012-02-16,2.125
2012-02-17,2.200000047683716
2012-02-21,1.9500000476837158
2012-02-22,2.0
2012-02-23,2.0
2012-02-24,2.125
2012-02-27,2.25
2012-02-28,2.125
2012-02-29,2.375
2012-03-01,2.362499952316284
2012-03-02,2.2750000953674316
2012-03-05,2.125
2012-03-06,2.0250000953674316
2012-03-07,2.25
2012-03-08,2.2750000953674316
2012-03-09,2.2750000953674316
2012-03-12,2.2750000953674316
2012-03-13,2.25
2012-03-14,2.0999999046325684
2012-03-15,2.049999952316284
2012-03-16,2.049999952316284
2012-03-19,1.875
2012-03-20,1.9500000476837158
2012-03-21,1.7999999523162842
2012-03-22,1.774999976158142
2012-03-23,1.774999976158142
2012-03-26,1.75
2012-03-27,1.875
2012-03-28,1.7999999523162842
2012-03-29,2.125
2012-03-30,2.0999999046325684
2012-04-02,1.850000023841858
2012-04-03,2.0
2012-04-04,1.625
2012-04-05,1.9249999523162842
2012-04-09,1.9249999523162842
2012-04-10,2.0
2012-04-11,1.5499999523162842
2012-04-12,1.75
2012-04-13,1.7000000476837158
2012-04-16,1.7000000476837158
2012-04-17,1.7000000476837158
2012-04-18,1.5499999523162842
2012-04-19,1.600000023841858
2012-04-20,1.5499999523162842
2012-04-23,1.5
2012-04-24,1.5
2012-04-25,1.5
2012-04-26,1.4249999523162842
2012-04-27,1.350000023841858
2012-04-30,1.75
2012-05-01,1.375
2012-05-02,1.375
2012-05-03,1.350000023841858
2012-05-04,1.2999999523162842
2012-05-07,1.2999999523162842
2012-05-08,1.747499942779541
2012-05-09,1.274999976158142
2012-05-10,1.5
2012-05-11,1.5
2012-05-14,1.4500000476837158
2012-05-15,1.4225000143051147
2012-05-16,1.399999976158142
2012-05-17,1.375
2012-05-18,1.3250000476837158
2012-05-21,1.3250000476837158
2012-05-22,1.3250000476837158
2012-05-23,1.25
2012-05-24,1.25
2012-05-25,1.4500000476837158
2012-05-29,1.274999976158142
2012-05-30,1.309999942779541
2012-05-31,1.4249999523162842
2012-06-01,1.475000023841858
2012-06-04,1.375
2012-06-05,1.375
2012-06-06,1.375
2012-06-07,1.625
2012-06-08,1.475000023841858
2012-06-11,1.5
2012-06-12,1.7000000476837158
2012-06-13,1.774999976158142
2012-06-14,1.6749999523162842
2012-06-15,1.7000000476837158
2012-06-18,1.7999999523162842
2012-06-19,1.375
2012-06-20,1.625
2012-06-21,1.625
2012-06-22,1.7000000476837158
2012-06-25,1.725000023841858
2012-06-26,1.75
2012-06-27,1.75
2012-06-28,1.75
2012-06-29,1.875
2012-07-02,1.850000023841858
2012-07-03,1.7999999523162842
2012-07-05,1.7999999523162842
2012-07-06,1.9500000476837158
2012-07-09,1.975000023841858
2012-07-10,1.875
2012-07-11,1.875
2012-07-12,1.600000023841858
2012-07-13,1.75
2012-07-16,1.774999976158142
2012-07-17,1.997499942779541
2012-07-18,1.899999976158142
2012-07-19,1.899999976158142
2012-07-20,1.975000023841858
2012-07-23,1.774999976158142
2012-07-24,1.875
2012-07-25,1.6749999523162842
2012-07-26,1.537500023841858
2012-07-27,1.875
2012-07-30,1.75
2012-07-31,1.6749999523162842
2012-08-01,1.625
2012-08-02,1.524999976158142
2012-08-03,1.5
2012-08-06,1.4524999856948853
2012-08-07,1.2999999523162842
2012-08-08,1.4474999904632568
2012-08-09,1.4474999904632568
2012-08-10,1.75
2012-08-13,1.850000023841858
2012-08-14,1.850000023841858
2012-08-15,1.7999999523162842
2012-08-16,1.850000023841858
2012-08-17,1.875
2012-08-20,1.774999976158142
2012-08-21,1.875
2012-08-22,1.7999999523162842
2012-08-23,1.7999999523162842
2012-08-24,1.902500033378601
2012-08-27,1.7999999523162842
2012-08-28,1.875
2012-08-29,1.6749999523162842
2012-08-30,1.75
2012-08-31,1.725000023841858
2012-09-04,1.7174999713897705
2012-09-05,1.5499999523162842
2012-09-06,1.625
2012-09-07,1.625
2012-09-10,1.625
2012-09-11,1.5
2012-09-12,1.524999976158142
2012-09-13,1.600000023841858
2012-09-14,1.625
2012-09-17,1.600000023841858
2012-09-18,1.5
2012-09-19,1.625
2012-09-20,1.625
2012-09-21,1.649999976158142
2012-09-24,1.6749999523162842
2012-09-25,1.6749999523162842
2012-09-26,1.625
2012-09-27,1.600000023841858
2012-09-28,1.8624999523162842
2012-10-01,1.649999976158142
2012-10-02,1.524999976158142
2012-10-03,1.722499966621399
2012-10-04,1.524999976158142
2012-10-05,1.625
2012-10-08,1.5499999523162842
2012-10-09,1.7200000286102295
2012-10-10,1.7200000286102295
2012-10-11,1.725000023841858
2012-10-12,1.625
2012-10-15,1.649999976158142
2012-10-16,1.627500057220459
2012-10-17,1.662500023841858
2012-10-18,1.627500057220459
2012-10-19,1.627500057220459
2012-10-22,1.537500023841858
2012-10-23,1.5
2012-10-24,1.625
2012-10-25,1.7000000476837158
2012-10-26,1.600000023841858
2012-10-31,1.350000023841858
2012-11-01,1.399999976158142
2012-11-02,1.5
2012-11-05,1.375
2012-11-06,1.287500023841858
2012-11-07,1.4500000476837158
2012-11-08,1.4500000476837158
2012-11-09,1.2999999523162842
2012-11-12,1.2999999523162842
2012-11-13,1.475000023841858
2012-11-14,1.5
2012-11-15,1.5
2012-11-16,1.375
2012-11-19,1.225000023841858
2012-11-20,1.2999999523162842
2012-11-21,1.375
2012-11-23,1.25
2012-11-26,1.1749999523162842
2012-11-27,1.2000000476837158
2012-11-28,1.225000023841858
2012-11-29,1.225000023841858
2012-11-30,1.25
2012-12-03,1.25
2012-12-04,1.225000023841858
2012-12-05,1.225000023841858
2012-12-06,1.225000023841858
2012-12-07,1.125
2012-12-10,1.0750000476837158
2012-12-11,1.0
2012-12-12,0.875
2012-12-13,1.037500023841858
2012-12-14,1.0
2012-12-17,1.002500057220459
2012-12-18,1.125
2012-12-19,1.0499999523162842
2012-12-20,1.0750000476837158
2012-12-21,1.1749999523162842
2012-12-24,1.149999976158142
2012-12-26,1.475000023841858
2012-12-27,1.600000023841858
2012-12-28,1.8250000476837158
2012-12-31,1.75
2013-01-02,1.8624999523162842
2013-01-03,1.875
2013-01-04,1.997499942779541
2013-01-07,1.9249999523162842
2013-01-08,1.9225000143051147
2013-01-09,1.9249999523162842
2013-01-10,2.049999952316284
2013-01-11,1.9874999523162842
2013-01-14,1.75
2013-01-15,1.7000000476837158
2013-01-16,1.625
2013-01-17,1.6749999523162842
2013-01-18,1.725000023841858
2013-01-22,1.7999999523162842
2013-01-23,1.649999976158142
2013-01-24,1.75
2013-01-25,1.7999999523162842
2013-01-28,1.625
2013-01-29,1.5499999523162842
2013-01-30,1.524999976158142
2013-01-31,1.5
2013-02-01,1.5
2013-02-04,1.375
2013-02-05,1.4249999523162842
2013-02-06,1.6749999523162842
2013-02-07,1.587499976158142
2013-02-08,1.5499999523162842
2013-02-11,1.475000023841858
2013-02-12,1.5
2013-02-13,1.3875000476837158
2013-02-14,1.399999976158142
2013-02-15,1.375
2013-02-19,1.2999999523162842
2013-02-20,1.5
2013-02-21,1.375
2013-02-22,1.5
2013-02-25,1.625
2013-02-26,1.350000023841858
2013-02-27,1.375
2013-02-28,1.25
2013-03-01,1.1749999523162842
2013-03-04,1.475000023841858
2013-03-05,1.375
2013-03-06,1.274999976158142
2013-03-07,1.375
2013-03-08,1.3125
2013-03-11,1.3624999523162842
2013-03-12,1.3624999523162842
2013-03-13,1.375
2013-03-14,1.625
2013-03-15,1.75
2013-03-18,1.527500033378601
2013-03-19,1.75
2013-03-20,1.5
2013-03-21,1.5
2013-03-22,1.2999999523162842
2013-03-25,1.25
2013-03-26,1.350000023841858
2013-03-27,1.3250000476837158
2013-03-28,1.274999976158142
2013-04-01,1.149999976158142
2013-04-02,1.25
2013-04-03,1.25
2013-04-04,1.25
2013-04-05,1.25
2013-04-08,1.25
2013-04-09,1.225000023841858
2013-04-10,1.25
2013-04-11,1.225000023841858
2013-04-12,1.2000000476837158
2013-04-15,1.149999976158142
2013-04-16,1.2000000476837158
2013-04-17,1.0750000476837158
2013-04-18,1.125
2013-04-19,1.0
2013-04-22,1.0
2013-04-23,1.0525000095367432
2013-04-24,1.225000023841858
2013-04-25,1.2000000476837158
2013-04-26,1.0750000476837158
2013-04-29,1.0750000476837158
2013-04-30,1.0
2013-05-01,1.0
2013-05-02,0.9950000047683716
2013-05-03,0.9950000047683716
2013-05-06,1.0
2013-05-07,0.987500011920929
2013-05-08,0.949999988079071
2013-05-09,1.0
2013-05-10,1.0750000476837158
2013-05-13,1.25
2013-05-14,1.0950000286102295
2013-05-15,0.925000011920929
2013-05-16,1.0499999523162842
2013-05-17,1.125
2013-05-20,1.024999976158142
2013-05-21,0.9449999928474426
2013-05-22,1.1749999523162842
2013-05-23,1.100000023841858
2013-05-24,0.949999988079071
2013-05-28,1.0
2013-05-29,1.100000023841858
2013-05-30,1.0499999523162842
2013-05-31,1.0499999523162842
2013-06-03,1.0
2013-06-04,1.024999976158142
2013-06-05,1.0
2013-06-06,0.9024999737739563
2013-06-07,0.9725000262260437
2013-06-10,1.0175000429153442
2013-06-11,1.0499999523162842
2013-06-12,1.0
2013-06-13,0.9275000095367432
2013-06-14,0.925000011920929
2013-06-17,0.8999999761581421
2013-06-18,0.9750000238418579
2013-06-19,0.9750000238418579
2013-06-20,0.9750000238418579
2013-06-21,0.875
2013-06-24,0.925000011920929
2013-06-25,0.925000011920929
2013-06-26,0.9750000238418579
2013-06-27,0.8324999809265137
2013-06-28,0.925000011920929
2013-07-01,0.824999988079071
2013-07-02,0.875
2013-07-03,0.8025000095367432
2013-07-05,0.875
2013-07-08,0.824999988079071
2013-07-09,0.75
2013-07-10,0.8999999761581421
2013-07-11,0.9624999761581421
2013-07-12,0.9750000238418579
2013-07-15,0.9750000238418579
2013-07-16,0.949999988079071
2013-07-17,0.9750000238418579
2013-07-18,0.949999988079071
2013-07-19,0.9975000023841858
2013-07-22,0.949999988079071
2013-07-23,0.875
2013-07-24,1.125
2013-07-25,1.125
2013-07-26,1.125
2013-07-29,1.100000023841858
2013-07-30,1.0750000476837158
2013-07-31,1.0750000476837158
2013-08-01,1.0
2013-08-02,1.0
2013-08-05,1.0
2013-08-06,0.949999988079071
2013-08-07,1.0
2013-08-08,1.0
2013-08-09,1.0499999523162842
2013-08-12,1.0499999523162842
2013-08-13,0.949999988079071
2013-08-14,0.8999999761581421
2013-08-15,0.875
2013-08-16,0.875
2013-08-19,0.875
2013-08-20,0.800000011920929
2013-08-21,0.800000011920929
2013-08-22,0.824999988079071
2013-08-23,0.762499988079071
2013-08-26,0.925000011920929
2013-08-27,0.9100000262260437
2013-08-28,0.9750000238418579
2013-08-29,0.824999988079071
2013-08-30,0.8500000238418579
2013-09-03,0.8500000238418579
2013-09-04,0.824999988079071
2013-09-05,0.824999988079071
2013-09-06,0.800000011920929
2013-09-09,0.8999999761581421
2013-09-10,0.8999999761581421
2013-09-11,0.8999999761581421
2013-09-12,0.8999999761581421
2013-09-13,0.8999999761581421
2013-09-16,0.7799999713897705
2013-09-17,0.8199999928474426
2013-09-18,0.75
2013-09-19,0.800000011920929
2013-09-20,0.800000011920929
2013-09-23,0.800000011920929
2013-09-24,0.800000011920929
2013-09-25,0.800000011920929
2013-09-26,0.800000011920929
2013-09-27,0.800000011920929
2013-09-30,0.800000011920929
2013-10-01,0.800000011920929
2013-10-02,0.800000011920929
2013-10-03,0.7275000214576721
2013-10-04,0.7749999761581421
2013-10-07,0.7275000214576721
2013-10-08,0.7749999761581421
2013-10-09,0.800000011920929
2013-10-10,0.800000011920929
2013-10-11,0.800000011920929
2013-10-14,0.75
2013-10-15,0.75
2013-10-16,0.800000011920929
2013-10-17,0.7749999761581421
2013-10-18,0.75
2013-10-21,0.7475000023841858
2013-10-22,0.800000011920929
2013-10-23,0.7749999761581421
2013-10-24,0.7400000095367432
2013-10-25,0.75
2013-10-28,0.699999988079071
2013-10-29,0.7250000238418579
2013-10-30,0.699999988079071
2013-10-31,0.699999988079071
2013-11-01,0.699999988079071
2013-11-04,0.625
2013-11-05,0.5
2013-11-06,0.5
2013-11-07,0.44999998807907104
2013-11-08,0.5
2013-11-11,0.5
2013-11-12,0.42500001192092896
2013-11-13,0.4749999940395355
2013-11-14,0.5
2013-11-15,0.5
2013-11-18,0.4749999940395355
2013-11-19,0.5799999833106995
2013-11-20,0.6324999928474426
2013-11-21,0.7250000238418579
2013-11-22,0.75
2013-11-25,0.6274999976158142
2013-11-26,0.699999988079071
2013-11-27,0.7250000238418579
2013-11-29,0.699999988079071
2013-12-02,0.574999988079071
2013-12-03,0.5274999737739563
2013-12-04,0.6000000238418579
2013-12-05,0.6000000238418579
2013-12-06,0.574999988079071
2013-12-09,0.5249999761581421
2013-12-10,0.550000011920929
2013-12-11,0.5249999761581421
2013-12-12,0.550000011920929
2013-12-13,0.550000011920929
2013-12-16,0.5274999737739563
2013-12-17,0.5274999737739563
2013-12-18,0.5
2013-12-19,0.5
2013-12-20,0.5
2013-12-23,0.5249999761581421
2013-12-24,0.5249999761581421
2013-12-26,0.5
2013-12-27,0.5375000238418579
2013-12-30,0.5375000238418579
2013-12-31,0.7975000143051147
2014-01-02,0.7975000143051147
2014-01-03,0.5899999737739563
2014-01-06,0.675000011920929
2014-01-07,0.675000011920929
2014-01-08,0.75
2014-01-09,0.45500001311302185
2014-01-10,0.6000000238418579
2014-01-13,0.6974999904632568
2014-01-14,0.6974999904632568
2014-01-15,0.699999988079071
2014-01-16,0.699999988079071
2014-01-17,0.75
2014-01-21,0.550000011920929
2014-01-22,0.5525000095367432
2014-01-23,0.7475000023841858
2014-01-24,0.7475000023841858
2014-01-27,0.5625
2014-01-28,0.675000011920929
2014-01-29,0.699999988079071
2014-01-30,0.699999988079071
2014-01-31,0.5625
2014-02-03,0.5625
2014-02-04,0.6499999761581421
2014-02-05,0.6499999761581421
2014-02-06,0.699999988079071
2014-02-07,0.699999988079071
2014-02-10,0.699999988079071
2014-02-11,0.7250000238418579
2014-02-12,0.7250000238418579
2014-02-13,0.7250000238418579
2014-02-14,0.699999988079071
2014-02-18,0.699999988079071
2014-02-19,0.550000011920929
2014-02-20,0.6000000238418579
2014-02-21,0.574999988079071
2014-02-24,0.625
2014-02-25,0.7250000238418579
2014-02-26,0.699999988079071
2014-02-27,0.8500000238418579
2014-02-28,0.8500000238418579
2014-03-03,0.8500000238418579
2014-03-04,0.8999999761581421
2014-03-05,0.9750000238418579
2014-03-06,0.949999988079071
2014-03-07,1.0
2014-03-10,0.949999988079071
2014-03-11,1.0499999523162842
2014-03-12,1.0499999523162842
2014-03-13,1.059999942779541
2014-03-14,1.0
2014-03-17,0.949999988079071
2014-03-18,1.0750000476837158
2014-03-19,1.1749999523162842
2014-03-20,1.274999976158142
2014-03-21,1.475000023841858
2014-03-24,1.600000023841858
2014-03-25,1.5
2014-03-26,1.3250000476837158
2014-03-27,1.399999976158142
2014-03-28,1.5
2014-03-31,1.4500000476837158
2014-04-01,1.5499999523162842
2014-04-02,1.4500000476837158
2014-04-03,1.4500000476837158
2014-04-04,1.4500000476837158
2014-04-07,1.4500000476837158
2014-04-08,1.4249999523162842
2014-04-09,1.4249999523162842
2014-04-10,1.350000023841858
2014-04-11,1.399999976158142
2014-04-14,1.2999999523162842
2014-04-15,1.2999999523162842
2014-04-16,1.2999999523162842
2014-04-17,1.2999999523162842
2014-04-21,1.2999999523162842
2014-04-22,1.2999999523162842
2014-04-23,1.25
2014-04-24,1.25
2014-04-25,1.274999976158142
2014-04-28,1.25
2014-04-29,1.25
2014-04-30,1.25
2014-05-01,1.25
2014-05-02,1.225000023841858
2014-05-05,1.25
2014-05-06,1.25
2014-05-07,1.2000000476837158
2014-05-08,1.25
2014-05-09,1.225000023841858
2014-05-12,1.1749999523162842
2014-05-13,1.1649999618530273
2014-05-14,1.1749999523162842
2014-05-15,1.4299999475479126
2014-05-16,1.4562499523162842
2014-05-19,1.375
2014-05-20,1.309999942779541
2014-05-21,1.25
2014-05-22,1.25
2014-05-23,1.337499976158142
2014-05-27,1.4375
2014-05-28,1.4500000476837158
2014-05-29,1.5475000143051147
2014-05-30,1.5125000476837158
2014-06-02,1.5525000095367432
2014-06-03,1.725000023841858
2014-06-04,1.649999976158142
2014-06-05,1.752500057220459
2014-06-06,1.774999976158142
2014-06-09,1.8250000476837158
2014-06-10,1.940000057220459
2014-06-11,1.9950000047683716
2014-06-12,2.117500066757202
2014-06-13,1.9375
2014-06-16,2.125
2014-06-17,2.0199999809265137
2014-06-18,2.3450000286102295
2014-06-19,2.5950000286102295
2014-06-20,2.700000047683716
2014-06-23,2.5425000190734863
2014-06-24,2.2249999046325684
2014-06-25,2.2874999046325684
2014-06-26,2.299999952316284
2014-06-27,2.24399995803833
2014-06-30,2.384999990463257
2014-07-01,2.549999952316284
2014-07-02,2.547499895095825
2014-07-03,2.549999952316284
2014-07-07,2.505000114440918
2014-07-08,2.442500114440918
2014-07-09,2.4024999141693115
2014-07-10,2.375
2014-07-11,2.434999942779541
2014-07-14,2.450000047683716
2014-07-15,2.627500057220459
2014-07-16,3.0399999618530273
2014-07-17,3.0999999046325684
2014-07-18,3.0875000953674316
2014-07-21,3.194999933242798
2014-07-22,3.1600000858306885
2014-07-23,3.1875
2014-07-24,3.1875
2014-07-25,2.944999933242798
2014-07-28,2.502500057220459
2014-07-29,2.6575000286102295
2014-07-30,2.677500009536743
2014-07-31,2.492500066757202
2014-08-01,2.6424999237060547
2014-08-04,2.7249999046325684
2014-08-05,2.5999999046325684
2014-08-06,2.5850000381469727
2014-08-07,2.3424999713897705
2014-08-08,2.2074999809265137
2014-08-11,1.6775000095367432
2014-08-12,1.9225000143051147
2014-08-13,2.3399999141693115
2014-08-14,2.2699999809265137
2014-08-15,2.362499952316284
2014-08-18,2.327500104904175
2014-08-19,2.424999952316284
2014-08-20,2.5824999809265137
2014-08-21,2.559999942779541
2014-08-22,2.450000047683716
2014-08-25,2.3375000953674316
2014-08-26,2.3975000381469727
2014-08-27,2.3475000858306885
2014-08-28,2.372499942779541
2014-08-29,2.365000009536743
2014-09-02,2.322499990463257
2014-09-03,2.2899999618530273
2014-09-04,2.319999933242798
2014-09-05,2.4100000858306885
2014-09-08,2.557499885559082
2014-09-09,2.559999942779541
2014-09-10,2.6050000190734863
2014-09-11,2.4375
2014-09-12,2.4625000953674316
2014-09-15,2.2174999713897705
2014-09-16,2.240000009536743
2014-09-17,2.134999990463257
2014-09-18,2.130000114440918
2014-09-19,2.002500057220459
2014-09-22,2.0450000762939453
2014-09-23,2.1475000381469727
2014-09-24,2.0875000953674316
