,MRC
2012-04-12,21.040000915527344
2012-04-13,20.799999237060547
2012-04-16,20.649999618530273
2012-04-17,20.610000610351562
2012-04-18,20.5
2012-04-19,20.510000228881836
2012-04-20,20.670000076293945
2012-04-23,20.5
2012-04-24,20.510000228881836
2012-04-25,20.25
2012-04-26,20.09000015258789
2012-04-27,19.829999923706055
2012-04-30,19.600000381469727
2012-05-01,20.31999969482422
2012-05-02,20.389999389648438
2012-05-03,20.719999313354492
2012-05-04,20.899999618530273
2012-05-07,21.049999237060547
2012-05-08,20.850000381469727
2012-05-09,20.389999389648438
2012-05-10,20.719999313354492
2012-05-11,20.860000610351562
2012-05-14,20.65999984741211
2012-05-15,20.649999618530273
2012-05-16,20.5
2012-05-17,20.100000381469727
2012-05-18,20.09000015258789
2012-05-21,20.25
2012-05-22,20.459999084472656
2012-05-23,20.489999771118164
2012-05-24,20.459999084472656
2012-05-25,20.43000030517578
2012-05-29,20.799999237060547
2012-05-30,20.579999923706055
2012-05-31,20.760000228881836
2012-06-01,19.610000610351562
2012-06-04,19.729999542236328
2012-06-05,20.149999618530273
2012-06-06,20.350000381469727
2012-06-07,20.81999969482422
2012-06-08,20.850000381469727
2012-06-11,20.530000686645508
2012-06-12,20.65999984741211
2012-06-13,20.690000534057617
2012-06-14,20.709999084472656
2012-06-15,21.010000228881836
2012-06-18,21.020000457763672
2012-06-19,21.40999984741211
2012-06-20,21.15999984741211
2012-06-21,20.229999542236328
2012-06-22,19.979999542236328
2012-06-25,20.020000457763672
2012-06-26,20.719999313354492
2012-06-27,21.290000915527344
2012-06-28,21.06999969482422
2012-06-29,21.280000686645508
2012-07-02,21.56999969482422
2012-07-03,21.420000076293945
2012-07-05,21.549999237060547
2012-07-06,21.780000686645508
2012-07-09,21.450000762939453
2012-07-10,20.969999313354492
2012-07-11,20.479999542236328
2012-07-12,20.719999313354492
2012-07-13,21.229999542236328
2012-07-16,21.530000686645508
2012-07-17,21.899999618530273
2012-07-18,21.719999313354492
2012-07-19,22.520000457763672
2012-07-20,23.18000030517578
2012-07-23,22.760000228881836
2012-07-24,22.56999969482422
2012-07-25,22.860000610351562
2012-07-26,23.469999313354492
2012-07-27,23.56999969482422
2012-07-30,23.610000610351562
2012-07-31,23.110000610351562
2012-08-01,22.43000030517578
2012-08-02,22.350000381469727
2012-08-03,23.5
2012-08-06,23.780000686645508
2012-08-07,23.889999389648438
2012-08-08,23.450000762939453
2012-08-09,23.010000228881836
2012-08-10,22.639999389648438
2012-08-13,22.530000686645508
2012-08-14,22.239999771118164
2012-08-15,22.25
2012-08-16,22.09000015258789
2012-08-17,22.68000030517578
2012-08-20,22.09000015258789
2012-08-21,22.239999771118164
2012-08-22,21.899999618530273
2012-08-23,22.049999237060547
2012-08-24,22.15999984741211
2012-08-27,22.0
2012-08-28,22.3700008392334
2012-08-29,22.530000686645508
2012-08-30,22.0
2012-08-31,22.030000686645508
2012-09-04,22.06999969482422
2012-09-05,22.139999389648438
2012-09-06,22.520000457763672
2012-09-07,22.780000686645508
2012-09-10,22.549999237060547
2012-09-11,22.489999771118164
2012-09-12,22.639999389648438
2012-09-13,23.760000228881836
2012-09-14,25.049999237060547
2012-09-17,25.010000228881836
2012-09-18,25.139999389648438
2012-09-19,25.079999923706055
2012-09-20,25.079999923706055
2012-09-21,25.190000534057617
2012-09-24,25.139999389648438
2012-09-25,24.770000457763672
2012-09-26,24.219999313354492
2012-09-27,24.329999923706055
2012-09-28,24.59000015258789
2012-10-01,24.68000030517578
2012-10-02,23.530000686645508
2012-10-03,23.290000915527344
2012-10-04,24.219999313354492
2012-10-05,24.309999465942383
2012-10-08,23.940000534057617
2012-10-09,23.56999969482422
2012-10-10,23.479999542236328
2012-10-11,24.040000915527344
2012-10-12,24.209999084472656
2012-10-15,24.290000915527344
2012-10-16,24.360000610351562
2012-10-17,24.850000381469727
2012-10-18,25.110000610351562
2012-10-19,24.59000015258789
2012-10-22,24.59000015258789
2012-10-23,24.049999237060547
2012-10-24,24.139999389648438
2012-10-25,23.719999313354492
2012-10-26,23.829999923706055
2012-10-31,24.450000762939453
2012-11-01,25.059999465942383
2012-11-02,24.270000457763672
2012-11-05,24.0
2012-11-06,23.739999771118164
2012-11-07,23.09000015258789
2012-11-08,23.0
2012-11-09,22.799999237060547
2012-11-12,23.68000030517578
2012-11-13,23.8700008392334
2012-11-14,23.770000457763672
2012-11-15,23.790000915527344
2012-11-16,24.59000015258789
2012-11-19,25.1200008392334
2012-11-20,25.440000534057617
2012-11-21,25.93000030517578
2012-11-23,26.959999084472656
2012-11-26,26.68000030517578
2012-11-27,26.559999465942383
2012-11-28,26.610000610351562
2012-11-29,26.989999771118164
2012-11-30,28.030000686645508
2012-12-03,27.8799991607666
2012-12-04,28.1200008392334
2012-12-05,27.3799991607666
2012-12-06,26.940000534057617
2012-12-07,26.770000457763672
2012-12-10,27.149999618530273
2012-12-11,27.09000015258789
2012-12-12,27.139999389648438
2012-12-13,27.18000030517578
2012-12-14,26.81999969482422
2012-12-17,27.25
2012-12-18,27.34000015258789
2012-12-19,27.399999618530273
2012-12-20,27.389999389648438
2012-12-21,27.420000076293945
2012-12-24,27.229999542236328
2012-12-26,27.209999084472656
2012-12-27,27.31999969482422
2012-12-28,26.739999771118164
2012-12-31,27.780000686645508
2013-01-02,27.6200008392334
2013-01-03,28.34000015258789
2013-01-04,28.729999542236328
2013-01-07,29.06999969482422
2013-01-08,29.290000915527344
2013-01-09,28.90999984741211
2013-01-10,28.959999084472656
2013-01-11,29.149999618530273
2013-01-14,28.760000228881836
2013-01-15,28.959999084472656
2013-01-16,29.43000030517578
2013-01-17,29.729999542236328
2013-01-18,30.579999923706055
2013-01-22,31.09000015258789
2013-01-23,31.239999771118164
2013-01-24,31.399999618530273
2013-01-25,31.350000381469727
2013-01-28,31.1299991607666
2013-01-29,30.940000534057617
2013-01-30,30.610000610351562
2013-01-31,30.729999542236328
2013-02-01,31.06999969482422
2013-02-04,30.329999923706055
2013-02-05,30.149999618530273
2013-02-06,30.110000610351562
2013-02-07,30.100000381469727
2013-02-08,30.049999237060547
2013-02-11,30.290000915527344
2013-02-12,30.469999313354492
2013-02-13,31.0
2013-02-14,31.739999771118164
2013-02-15,32.02000045776367
2013-02-19,31.889999389648438
2013-02-20,31.420000076293945
2013-02-21,30.969999313354492
2013-02-22,29.530000686645508
2013-02-25,29.149999618530273
2013-02-26,29.479999542236328
2013-02-27,30.969999313354492
2013-02-28,30.719999313354492
2013-03-01,30.610000610351562
2013-03-04,30.299999237060547
2013-03-05,30.450000762939453
2013-03-06,29.350000381469727
2013-03-07,30.0
2013-03-08,30.700000762939453
2013-03-11,30.5
2013-03-12,29.729999542236328
2013-03-13,30.049999237060547
2013-03-14,30.5
2013-03-15,30.600000381469727
2013-03-18,30.510000228881836
2013-03-19,30.200000762939453
2013-03-20,31.56999969482422
2013-03-21,32.04999923706055
2013-03-22,32.5099983215332
2013-03-25,31.899999618530273
2013-03-26,32.18000030517578
2013-03-27,32.619998931884766
2013-03-28,32.93000030517578
2013-04-01,31.610000610351562
2013-04-02,31.389999389648438
2013-04-03,30.6299991607666
2013-04-04,30.350000381469727
2013-04-05,29.989999771118164
2013-04-08,30.1200008392334
2013-04-09,30.829999923706055
2013-04-10,31.149999618530273
2013-04-11,31.020000457763672
2013-04-12,30.649999618530273
2013-04-15,29.389999389648438
2013-04-16,29.31999969482422
2013-04-17,28.6299991607666
2013-04-18,28.43000030517578
2013-04-19,28.809999465942383
2013-04-22,28.81999969482422
2013-04-23,29.489999771118164
2013-04-24,30.100000381469727
2013-04-25,29.989999771118164
2013-04-26,29.280000686645508
2013-04-29,29.899999618530273
2013-04-30,29.950000762939453
2013-05-01,28.889999389648438
2013-05-02,28.700000762939453
2013-05-03,30.84000015258789
2013-05-06,31.389999389648438
2013-05-07,31.799999237060547
2013-05-08,32.06999969482422
2013-05-09,31.610000610351562
2013-05-10,31.290000915527344
2013-05-13,31.280000686645508
