,EQOS
2020-02-12,10.100000381469727
2020-02-13,10.100000381469727
2020-02-14,10.100000381469727
2020-02-18,10.180000305175781
2020-02-19,10.149999618530273
2020-02-20,10.149999618530273
2020-02-21,10.149999618530273
2020-02-24,10.199999809265137
2020-02-25,10.180000305175781
2020-02-26,10.170000076293945
2020-02-27,10.170000076293945
2020-02-28,10.166000366210938
2020-03-02,10.140000343322754
2020-03-03,10.140000343322754
2020-03-04,10.140000343322754
2020-03-05,10.170000076293945
2020-03-06,10.149999618530273
2020-03-09,10.119999885559082
2020-03-10,10.119999885559082
2020-03-11,10.128999710083008
2020-03-12,10.119999885559082
2020-03-13,10.100000381469727
2020-03-16,10.170000076293945
2020-03-17,9.699999809265137
2020-03-18,9.699999809265137
2020-03-19,10.055000305175781
2020-03-20,7.360000133514404
2020-03-23,9.984999656677246
2020-03-24,10.0
2020-03-25,10.039999961853027
2020-03-26,10.15999984741211
2020-03-27,10.220000267028809
2020-03-30,10.220000267028809
2020-03-31,10.0
2020-04-01,10.100000381469727
2020-04-02,10.100000381469727
2020-04-03,10.079999923706055
2020-04-06,10.079999923706055
2020-04-07,10.0600004196167
2020-04-08,10.100000381469727
2020-04-09,10.079999923706055
2020-04-13,10.119999885559082
2020-04-14,10.140000343322754
2020-04-15,10.140000343322754
2020-04-16,10.140000343322754
2020-04-17,10.170000076293945
2020-04-20,10.295000076293945
2020-04-21,10.170000076293945
2020-04-22,10.170000076293945
2020-04-23,10.170000076293945
2020-04-24,10.170000076293945
2020-04-27,10.173999786376953
2020-04-28,10.15999984741211
2020-04-29,10.220000267028809
2020-04-30,10.180000305175781
2020-05-01,10.180000305175781
2020-05-04,10.180000305175781
2020-05-05,10.180000305175781
2020-05-06,10.170000076293945
2020-05-07,10.15999984741211
2020-05-08,10.15999984741211
2020-05-11,10.15999984741211
2020-05-12,9.79800033569336
2020-05-13,9.975000381469727
2020-05-14,10.020000457763672
2020-05-15,10.020000457763672
2020-05-18,10.020000457763672
2020-05-19,10.020000457763672
2020-05-20,10.020000457763672
2020-05-21,10.020000457763672
2020-05-22,10.229999542236328
2020-05-26,10.229999542236328
2020-05-27,10.029999732971191
2020-05-28,10.229999542236328
2020-05-29,10.050000190734863
2020-06-01,10.050000190734863
2020-06-02,10.050000190734863
2020-06-03,9.989999771118164
2020-06-04,10.0600004196167
2020-06-05,10.0600004196167
2020-06-08,10.0600004196167
2020-06-09,10.210000038146973
2020-06-10,9.6899995803833
2020-06-11,9.835000038146973
2020-06-12,9.09000015258789
2020-06-15,10.0
2020-06-16,10.168999671936035
2020-06-17,10.199999809265137
2020-06-18,10.15999984741211
2020-06-19,10.29699993133545
2020-06-22,10.199999809265137
2020-06-23,10.279999732971191
2020-06-24,10.140000343322754
2020-06-25,10.100000381469727
2020-06-26,10.100000381469727
2020-06-29,10.100000381469727
2020-06-30,10.109999656677246
2020-07-01,10.199999809265137
2020-07-02,10.149999618530273
2020-07-06,10.130000114440918
2020-07-07,10.25
2020-07-08,10.100000381469727
2020-07-09,10.100000381469727
2020-07-10,10.239999771118164
2020-07-13,10.229999542236328
2020-07-14,10.229999542236328
2020-07-15,10.260000228881836
2020-07-16,10.25
2020-07-17,10.229999542236328
2020-07-20,10.229999542236328
2020-07-21,10.260000228881836
2020-07-22,10.260000228881836
2020-07-23,10.279999732971191
2020-07-24,10.279999732971191
2020-07-27,10.25
2020-07-28,10.34000015258789
2020-07-29,10.239999771118164
2020-07-30,10.5
2020-07-31,10.260000228881836
2020-08-03,10.329999923706055
2020-08-04,10.460000038146973
2020-08-05,10.430000305175781
2020-08-06,10.347000122070312
2020-08-07,10.300000190734863
2020-08-10,10.289999961853027
2020-08-11,10.25
2020-08-12,10.300000190734863
2020-08-13,10.350000381469727
2020-08-14,10.274999618530273
2020-08-17,10.34000015258789
2020-08-18,10.329999923706055
2020-08-19,10.3100004196167
2020-08-20,10.300000190734863
2020-08-21,10.25
2020-08-24,10.3149995803833
2020-08-25,10.289999961853027
2020-08-26,10.25
2020-08-27,10.3149995803833
2020-08-28,10.336000442504883
2020-08-31,10.380000114440918
2020-09-01,10.420000076293945
2020-09-02,10.380000114440918
2020-09-03,10.395000457763672
2020-09-04,10.390000343322754
2020-09-08,10.375
2020-09-09,10.279999732971191
2020-09-10,10.324999809265137
2020-09-11,10.300000190734863
2020-09-14,10.779999732971191
2020-09-15,10.109999656677246
2020-09-16,8.390000343322754
2020-09-17,8.489999771118164
2020-09-18,9.100000381469727
2020-09-21,9.869999885559082
2020-09-22,9.520000457763672
2020-09-23,9.0
2020-09-24,9.229999542236328
2020-09-25,8.989999771118164
2020-09-28,9.109999656677246
2020-09-29,9.0
2020-09-30,9.0
2020-10-01,9.0
2020-10-02,6.800000190734863
2020-10-05,7.230000019073486
2020-10-06,7.0
2020-10-07,5.380000114440918
2020-10-08,5.75
2020-10-09,5.21999979019165
2020-10-12,5.860000133514404
2020-10-13,6.269999980926514
2020-10-14,7.039999961853027
2020-10-15,7.300000190734863
2020-10-16,7.510000228881836
2020-10-19,8.010000228881836
2020-10-20,8.0
2020-10-21,7.690000057220459
2020-10-22,7.920000076293945
2020-10-23,7.960000038146973
2020-10-26,7.260000228881836
2020-10-27,7.5
2020-10-28,6.96999979019165
2020-10-29,7.199999809265137
2020-10-30,6.920000076293945
2020-11-02,6.758999824523926
2020-11-03,6.625
2020-11-04,6.800000190734863
2020-11-05,7.5
2020-11-06,7.676000118255615
2020-11-09,7.679999828338623
2020-11-10,7.099999904632568
2020-11-11,7.699999809265137
2020-11-12,7.25
2020-11-13,7.150000095367432
2020-11-16,7.099999904632568
2020-11-17,7.599999904632568
2020-11-18,7.599999904632568
2020-11-19,7.28000020980835
2020-11-20,8.350000381469727
2020-11-23,9.170000076293945
2020-11-24,9.359999656677246
2020-11-25,9.40999984741211
2020-11-27,9.449999809265137
2020-11-30,8.970000267028809
2020-12-01,9.449999809265137
2020-12-02,9.039999961853027
2020-12-03,8.75
2020-12-04,7.880000114440918
2020-12-07,6.980000019073486
2020-12-08,6.269999980926514
2020-12-09,5.909999847412109
2020-12-10,6.409999847412109
2020-12-11,6.349999904632568
2020-12-14,6.340000152587891
2020-12-15,7.159999847412109
2020-12-16,9.720000267028809
2020-12-17,10.649999618530273
2020-12-18,9.300000190734863
2020-12-21,9.579999923706055
2020-12-22,12.369999885559082
2020-12-23,10.970000267028809
2020-12-24,11.25
2020-12-28,15.880000114440918
2020-12-29,14.020000457763672
2020-12-30,15.539999961853027
2020-12-31,16.139999389648438
2021-01-04,16.389999389648438
2021-01-05,15.079999923706055
2021-01-06,15.34000015258789
2021-01-07,16.0
2021-01-08,20.639999389648438
2021-01-11,17.34000015258789
2021-01-12,19.09000015258789
2021-01-13,18.899999618530273
2021-01-14,19.190000534057617
2021-01-15,18.0
2021-01-19,17.790000915527344
2021-01-20,17.1200008392334
2021-01-21,16.049999237060547
2021-01-22,16.700000762939453
2021-01-25,16.260000228881836
2021-01-26,16.59000015258789
2021-01-27,15.520000457763672
2021-01-28,16.049999237060547
2021-01-29,15.34000015258789
2021-02-01,15.399999618530273
2021-02-02,15.84000015258789
2021-02-03,16.34000015258789
2021-02-04,17.200000762939453
2021-02-05,18.270000457763672
2021-02-08,19.059999465942383
2021-02-09,22.270000457763672
2021-02-10,19.0
2021-02-11,18.700000762939453
2021-02-12,19.1299991607666
2021-02-16,18.739999771118164
2021-02-17,18.209999084472656
2021-02-18,16.760000228881836
2021-02-19,17.010000228881836
2021-02-22,15.529999732971191
2021-02-23,14.020000457763672
2021-02-24,14.630000114440918
2021-02-25,12.890000343322754
2021-02-26,12.350000381469727
2021-03-01,12.930000305175781
2021-03-02,12.399999618530273
2021-03-03,12.119999885559082
2021-03-04,10.979999542236328
2021-03-05,11.779999732971191
2021-03-08,11.470000267028809
2021-03-09,12.420000076293945
2021-03-10,12.569999694824219
2021-03-11,13.210000038146973
2021-03-12,13.229999542236328
2021-03-15,13.329999923706055
2021-03-16,12.600000381469727
2021-03-17,13.0
2021-03-18,12.520000457763672
2021-03-19,12.770000457763672
2021-03-22,11.710000038146973
2021-03-23,12.640000343322754
2021-03-24,11.670000076293945
2021-03-25,11.65999984741211
2021-03-26,11.520000457763672
2021-03-29,11.15999984741211
2021-03-30,10.319999694824219
2021-03-31,10.970000267028809
2021-04-01,11.390000343322754
2021-04-05,11.510000228881836
2021-04-06,11.1899995803833
2021-04-07,10.40999984741211
2021-04-08,11.020000457763672
2021-04-09,11.039999961853027
2021-04-12,10.970000267028809
2021-04-13,11.079999923706055
2021-04-14,9.239999771118164
2021-04-15,7.679999828338623
2021-04-16,7.610000133514404
2021-04-19,6.409999847412109
2021-04-20,5.679999828338623
2021-04-21,6.300000190734863
2021-04-22,5.929999828338623
2021-04-23,5.960000038146973
2021-04-26,6.670000076293945
2021-04-27,6.309999942779541
2021-04-28,6.809999942779541
2021-04-29,6.340000152587891
2021-04-30,6.239999771118164
2021-05-03,5.730000019073486
2021-05-04,5.630000114440918
2021-05-05,6.099999904632568
2021-05-06,5.539999961853027
2021-05-07,5.630000114440918
2021-05-10,5.369999885559082
2021-05-11,5.389999866485596
2021-05-12,5.170000076293945
2021-05-13,5.260000228881836
2021-05-14,5.769999980926514
