,DLG
2018-04-02,2961.89990234375
2018-04-03,2904.760009765625
2018-04-04,2914.2900390625
2018-04-05,3047.6201171875
2018-04-06,3038.10009765625
2018-04-09,3009.52001953125
2018-04-10,2885.7099609375
2018-04-11,2819.050048828125
2018-04-12,2809.52001953125
2018-04-13,3000.0
2018-04-16,3133.330078125
2018-04-17,3076.18994140625
2018-04-18,3000.0
2018-04-19,3019.050048828125
2018-04-20,3009.52001953125
2018-04-23,2809.52001953125
2018-04-24,2904.760009765625
2018-04-25,2904.760009765625
2018-04-26,2771.429931640625
2018-04-27,2885.7099609375
2018-04-30,2885.7099609375
2018-05-01,2885.7099609375
2018-05-02,2838.10009765625
2018-05-03,2800.0
2018-05-04,2800.0
2018-05-07,2857.139892578125
2018-05-08,2828.570068359375
2018-05-09,2895.239990234375
2018-05-10,2819.050048828125
2018-05-11,2828.570068359375
2018-05-14,2847.6201171875
2018-05-15,2895.239990234375
2018-05-16,2885.7099609375
2018-05-17,2828.570068359375
2018-05-18,2819.050048828125
2018-05-21,2790.47998046875
2018-05-22,2704.760009765625
2018-05-23,2628.570068359375
2018-05-24,2685.7099609375
2018-05-25,2666.669921875
2018-05-29,2628.570068359375
2018-05-30,2628.570068359375
2018-05-31,2723.81005859375
2018-06-01,2790.47998046875
2018-06-04,2838.10009765625
2018-06-05,2838.10009765625
2018-06-06,2838.10009765625
2018-06-07,2828.570068359375
2018-06-08,2790.47998046875
2018-06-11,2752.3798828125
2018-06-12,2752.3798828125
2018-06-13,2752.3798828125
2018-06-14,2714.2900390625
2018-06-15,2714.2900390625
2018-06-18,2695.239990234375
2018-06-19,2590.47998046875
2018-06-20,2619.050048828125
2018-06-21,2638.10009765625
2018-06-22,2752.3798828125
2018-06-25,2847.6201171875
2018-06-26,2790.47998046875
2018-06-27,2723.81005859375
2018-06-28,2657.139892578125
2018-06-29,2647.6201171875
2018-07-02,2580.949951171875
2018-07-03,2542.860107421875
2018-07-05,2400.0
2018-07-06,2485.7099609375
2018-07-09,2476.18994140625
2018-07-10,2476.18994140625
2018-07-11,2390.47998046875
2018-07-12,2409.52001953125
2018-07-13,2457.139892578125
2018-07-16,2485.7099609375
2018-07-17,2495.239990234375
2018-07-18,2552.3798828125
2018-07-19,2590.47998046875
2018-07-20,2580.949951171875
2018-07-23,2542.860107421875
2018-07-24,2542.860107421875
2018-07-25,2809.52001953125
2018-07-26,2771.429931640625
2018-07-27,2780.949951171875
2018-07-30,2742.860107421875
2018-07-31,2657.139892578125
2018-08-01,2752.3798828125
2018-08-02,2761.89990234375
2018-08-03,2666.669921875
2018-08-06,2590.47998046875
2018-08-07,2476.18994140625
2018-08-08,2485.7099609375
2018-08-09,2466.669921875
2018-08-10,2447.6201171875
2018-08-13,2514.2900390625
2018-08-14,2495.239990234375
2018-08-15,2571.429931640625
2018-08-16,2600.0
2018-08-17,2571.429931640625
2018-08-20,2504.760009765625
2018-08-21,2485.7099609375
2018-08-22,2552.3798828125
2018-08-23,2533.330078125
2018-08-24,2504.760009765625
2018-08-27,2533.330078125
2018-08-28,2504.760009765625
2018-08-29,2476.18994140625
2018-08-30,2476.18994140625
2018-08-31,2466.669921875
2018-09-04,2409.52001953125
2018-09-05,2438.10009765625
2018-09-06,2409.52001953125
2018-09-07,2438.10009765625
2018-09-10,2447.6201171875
2018-09-11,2523.81005859375
2018-09-12,2533.330078125
2018-09-13,2542.860107421875
2018-09-14,2523.81005859375
2018-09-17,2571.429931640625
2018-09-18,2571.429931640625
2018-09-19,2742.860107421875
2018-09-20,2676.18994140625
2018-09-21,2628.570068359375
2018-09-24,2590.47998046875
2018-09-25,2666.669921875
2018-09-26,2685.7099609375
2018-09-27,2647.6201171875
2018-09-28,2628.570068359375
2018-10-01,2666.669921875
2018-10-02,2647.6201171875
2018-10-03,2710.0
2018-10-04,2710.0
2018-10-05,2650.0
2018-10-08,2620.0
2018-10-09,2500.0
2018-10-10,2460.0
2018-10-11,2290.0
2018-10-12,2400.0
2018-10-15,2350.0
2018-10-16,2310.0
2018-10-17,2350.0
2018-10-18,2270.0
2018-10-19,2220.0
2018-10-22,2230.0
2018-10-23,2180.0
2018-10-24,2170.0
2018-10-25,2140.0
2018-10-26,2150.0
2018-10-29,2120.0
2018-10-30,2120.0
2018-10-31,2200.0
2018-11-01,2100.0
2018-11-02,2090.0
2018-11-05,2090.0
2018-11-06,2070.0
2018-11-07,2050.0
2018-11-08,2050.0
2018-11-09,2030.0
2018-11-12,2000.0
2018-11-13,2050.0
2018-11-14,2010.0
2018-11-15,2010.0
2018-11-16,2030.0
2018-11-19,2000.0
2018-11-20,1960.0
2018-11-21,1980.0
2018-11-23,2020.0
2018-11-26,1930.0
2018-11-27,1940.0
2018-11-28,1910.0
2018-11-29,1910.0
2018-11-30,1910.0
2018-12-03,1900.0
2018-12-04,1800.0
2018-12-06,1840.0
2018-12-07,1850.0
2018-12-10,1860.0
2018-12-11,1850.0
2018-12-12,1850.0
2018-12-13,1790.0
2018-12-14,1790.0
2018-12-17,1760.0
2018-12-18,1680.0
2018-12-19,1630.0
2018-12-20,1630.0
2018-12-21,1740.0
2018-12-24,1740.0
2018-12-26,1610.0
2018-12-27,1620.0
2018-12-28,1520.0
2018-12-31,1520.0
2019-01-02,1480.0
2019-01-03,1480.0
2019-01-04,1390.0
2019-01-07,1410.0
2019-01-08,1470.0
2019-01-09,1400.0
2019-01-10,1450.0
2019-01-11,1410.0
2019-01-14,1420.0
2019-01-15,1380.0
2019-01-16,1450.0
2019-01-17,1450.0
2019-01-18,1440.0
2019-01-22,1370.0
2019-01-23,1410.0
2019-01-24,1410.0
2019-01-25,1380.0
2019-01-28,1300.0
2019-01-29,1250.0
2019-01-30,1290.0
2019-01-31,1320.0
2019-02-01,1310.0
2019-02-04,1310.0
2019-02-05,1310.0
2019-02-06,1310.0
2019-02-07,1310.0
2019-02-08,1310.0
2019-02-11,1280.0
2019-02-12,1300.0
2019-02-13,1300.0
2019-02-14,1280.0
2019-02-15,1270.0
2019-02-19,1250.0
2019-02-20,1250.0
2019-02-21,1260.0
2019-02-22,1250.0
2019-02-25,1250.0
2019-02-26,1240.0
2019-02-27,1240.0
2019-02-28,1290.0
2019-03-01,1290.0
2019-03-04,1380.0
2019-03-05,1470.0
2019-03-06,1570.0
2019-03-07,1560.0
2019-03-08,1560.0
2019-03-11,1500.0
2019-03-12,1490.0
2019-03-13,1590.0
2019-03-14,1700.0
2019-03-15,1730.0
2019-03-18,1800.0
2019-03-19,1790.0
2019-03-20,1760.0
2019-03-21,1700.0
2019-03-22,1630.0
2019-03-25,1520.0
2019-03-26,1560.0
2019-03-27,1660.0
2019-03-28,1690.0
2019-03-29,1750.0
2019-04-01,1820.0
2019-04-02,1750.0
2019-04-03,1720.0
2019-04-04,1770.0
2019-04-05,1720.0
2019-04-08,1770.0
2019-04-09,1740.0
2019-04-10,1710.0
2019-04-11,1700.0
2019-04-12,1660.0
2019-04-15,1660.0
2019-04-16,1620.0
2019-04-17,1650.0
2019-04-18,1580.0
2019-04-22,1570.0
2019-04-23,1590.0
2019-04-24,1650.0
2019-04-25,1590.0
2019-04-26,1580.0
2019-04-29,1580.0
2019-04-30,1580.0
2019-05-01,1580.0
2019-05-02,1530.0
2019-05-03,1440.0
2019-05-06,1370.0
2019-05-07,1460.0
2019-05-08,1530.0
2019-05-09,1450.0
2019-05-10,1470.0
2019-05-13,1420.0
2019-05-14,1500.0
2019-05-15,1520.0
2019-05-16,1490.0
2019-05-17,1480.0
2019-05-20,1450.0
2019-05-21,1420.0
2019-05-22,1410.0
2019-05-23,1370.0
2019-05-24,1430.0
2019-05-28,1380.0
2019-05-29,1400.0
2019-05-30,1350.0
2019-05-31,1350.0
2019-06-03,1330.0
2019-06-04,1310.0
2019-06-05,1350.0
2019-06-06,1340.0
2019-06-07,1360.0
2019-06-10,1360.0
2019-06-11,1350.0
2019-06-12,1360.0
2019-06-13,1450.0
2019-06-14,1550.0
2019-06-17,1470.0
2019-06-18,1400.0
2019-06-19,1490.0
2019-06-20,1530.0
2019-06-21,1500.0
2019-06-24,1560.0
2019-06-25,1590.0
2019-06-26,1570.0
2019-06-27,1540.0
2019-06-28,1580.0
2019-07-01,1560.0
2019-07-02,1550.0
2019-07-03,1550.0
2019-07-05,1540.0
2019-07-08,1540.0
2019-07-09,1570.0
2019-07-10,1630.0
2019-07-11,1610.0
2019-07-12,1610.0
2019-07-15,1600.0
2019-07-16,1550.0
2019-07-17,1540.0
2019-07-18,1510.0
2019-07-19,1510.0
2019-07-22,1500.0
2019-07-23,1450.0
2019-07-24,1460.0
2019-07-25,1460.0
2019-07-26,1460.0
2019-07-29,1460.0
2019-07-30,1460.0
2019-07-31,1520.0
2019-08-01,1540.0
2019-08-02,1500.0
2019-08-05,1480.0
2019-08-06,1480.0
2019-08-07,1480.0
2019-08-08,1530.0
2019-08-09,1530.0
2019-08-12,1540.0
2019-08-13,1520.0
2019-08-14,1520.0
2019-08-15,1490.0
2019-08-16,1530.0
2019-08-19,1530.0
2019-08-20,1550.0
2019-08-21,1610.0
2019-08-22,1610.0
2019-08-23,1610.0
2019-08-26,1590.0
2019-08-27,1610.0
2019-08-28,1600.0
2019-08-29,1600.0
2019-08-30,1620.0
2019-09-03,1600.0
2019-09-04,1590.0
2019-09-05,1510.0
2019-09-06,1540.0
2019-09-09,1570.0
2019-09-10,1550.0
2019-09-11,1540.0
2019-09-12,1580.0
2019-09-13,1590.0
2019-09-16,1610.0
2019-09-17,1600.0
2019-09-18,1580.0
2019-09-19,1570.0
2019-09-20,1560.0
2019-09-23,1530.0
2019-09-24,1530.0
2019-09-25,1520.0
2019-09-26,1530.0
2019-09-27,1520.0
2019-09-30,1530.0
2019-10-01,1530.0
2019-10-02,1520.0
2019-10-03,1510.0
2019-10-04,1490.0
2019-10-07,1490.0
2019-10-08,1510.0
2019-10-09,1500.0
2019-10-10,1470.0
2019-10-11,1470.0
2019-10-14,1480.0
2019-10-15,1480.0
2019-10-16,1470.0
2019-10-17,1480.0
2019-10-18,1470.0
2019-10-21,1470.0
2019-10-22,1470.0
2019-10-23,1460.0
2019-10-24,1470.0
2019-10-25,1470.0
2019-10-28,1490.0
2019-10-29,1470.0
2019-10-30,1570.0
2019-10-31,1670.0
2019-11-01,1610.0
2019-11-04,1550.0
2019-11-05,1580.0
2019-11-06,1570.0
2019-11-07,1550.0
2019-11-08,1560.0
2019-11-11,1510.0
2019-11-12,1550.0
2019-11-13,1560.0
2019-11-14,1640.0
2019-11-15,1570.0
2019-11-18,1580.0
2019-11-19,1590.0
2019-11-20,1550.0
2019-11-21,1550.0
2019-11-22,1520.0
2019-11-25,1530.0
2019-11-26,1560.0
2019-11-27,1540.0
2019-11-29,1510.0
2019-12-02,1450.0
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,1480.0
2019-12-09,1510.0
2019-12-10,1520.0
2019-12-11,1520.0
2019-12-12,1480.0
2019-12-13,1500.0
2019-12-16,1600.0
2019-12-17,1710.0
2019-12-18,1710.0
2019-12-19,1600.0
2019-12-20,1710.0
2019-12-23,1800.0
2019-12-24,1920.0
2019-12-26,1970.0
2019-12-27,2070.0
2019-12-30,2000.0
2019-12-31,1910.0
2020-01-02,2040.0
2020-01-03,2070.0
2020-01-06,2200.0
2020-01-07,2350.0
2020-01-08,2380.0
2020-01-09,2360.0
2020-01-10,2250.0
2020-01-13,2100.0
2020-01-14,1960.0
2020-01-15,1980.0
2020-01-16,1850.0
2020-01-17,1790.0
2020-01-21,1970.0
2020-01-22,1970.0
2020-01-23,1970.0
2020-01-24,1970.0
2020-01-27,1970.0
2020-01-28,1970.0
2020-01-29,1970.0
2020-01-30,1840.0
2020-01-31,1720.0
2020-02-03,1600.0
2020-02-04,1710.0
2020-02-05,1790.0
2020-02-06,1800.0
2020-02-07,1720.0
2020-02-10,1820.0
2020-02-11,1760.0
2020-02-12,1800.0
2020-02-13,1790.0
2020-02-14,1830.0
2020-02-18,1940.0
2020-02-19,2040.0
2020-02-20,2010.0
2020-02-21,1910.0
2020-02-24,1780.0
2020-02-25,1820.0
2020-02-26,1790.0
2020-02-27,1820.0
2020-02-28,1760.0
2020-03-02,1790.0
2020-03-03,1850.0
2020-03-04,1970.0
2020-03-05,1910.0
2020-03-06,1900.0
2020-03-09,1770.0
2020-03-10,1790.0
2020-03-11,1730.0
2020-03-12,1630.0
2020-03-13,1650.0
2020-03-16,1700.0
2020-03-17,1810.0
2020-03-18,1930.0
2020-03-19,1800.0
2020-03-20,1840.0
2020-03-23,1720.0
2020-03-24,1800.0
2020-03-25,1750.0
2020-03-26,1650.0
2020-03-27,1590.0
2020-03-30,1480.0
2020-03-31,1390.0
2020-04-01,1480.0
2020-04-02,1480.0
2020-04-03,1540.0
2020-04-06,1610.0
2020-04-07,1560.0
2020-04-08,1570.0
2020-04-09,1530.0
2020-04-13,1540.0
2020-04-14,1540.0
2020-04-15,1630.0
2020-04-16,1610.0
2020-04-17,1600.0
2020-04-20,1600.0
2020-04-21,1500.0
2020-04-22,1530.0
2020-04-23,1540.0
2020-04-24,1540.0
2020-04-27,1540.0
2020-04-28,1530.0
2020-04-29,1520.0
2020-04-30,1520.0
2020-05-01,1520.0
2020-05-04,1420.0
2020-05-05,1490.0
2020-05-06,1460.0
2020-05-07,1450.0
2020-05-08,1470.0
2020-05-11,1470.0
2020-05-12,1470.0
2020-05-13,1570.0
2020-05-14,1560.0
2020-05-15,1560.0
2020-05-18,1560.0
2020-05-19,1540.0
2020-05-20,1540.0
2020-05-21,1470.0
2020-05-22,1500.0
2020-05-26,1460.0
2020-05-27,1430.0
2020-05-28,1430.0
2020-05-29,1490.0
2020-06-01,1580.0
2020-06-02,1490.0
2020-06-03,1500.0
2020-06-04,1530.0
2020-06-05,1550.0
2020-06-08,1550.0
2020-06-09,1550.0
2020-06-10,1730.0
2020-06-11,1730.0
2020-06-12,1780.0
2020-06-15,1900.0
2020-06-16,1870.0
2020-06-17,1780.0
2020-06-18,1890.0
2020-06-19,1910.0
2020-06-22,1810.0
2020-06-23,1740.0
2020-06-24,1720.0
2020-06-25,1800.0
2020-06-26,1690.0
2020-06-29,1580.0
2020-06-30,1540.0
2020-07-01,1640.0
2020-07-02,1620.0
2020-07-06,1620.0
2020-07-07,1570.0
2020-07-08,1580.0
2020-07-09,1640.0
2020-07-10,1640.0
2020-07-13,1570.0
2020-07-14,1590.0
2020-07-15,1590.0
2020-07-16,1570.0
2020-07-17,1560.0
2020-07-20,1530.0
2020-07-21,1530.0
2020-07-22,1500.0
2020-07-23,1490.0
2020-07-24,1420.0
2020-07-27,1330.0
2020-07-28,1400.0
2020-07-29,1320.0
2020-07-30,1330.0
2020-07-31,1240.0
2020-08-03,1320.0
2020-08-04,1340.0
2020-08-05,1330.0
2020-08-06,1300.0
2020-08-07,1310.0
2020-08-10,1400.0
2020-08-11,1380.0
2020-08-12,1370.0
2020-08-13,1380.0
2020-08-14,1330.0
2020-08-17,1330.0
2020-08-18,1340.0
2020-08-19,1340.0
2020-08-20,1340.0
2020-08-21,1380.0
2020-08-24,1400.0
2020-08-25,1370.0
2020-08-26,1380.0
2020-08-27,1390.0
2020-08-28,1380.0
2020-08-31,1360.0
2020-09-01,1330.0
2020-09-02,1330.0
2020-09-03,1350.0
2020-09-04,1330.0
2020-09-08,1350.0
2020-09-09,1360.0
2020-09-10,1450.0
2020-09-11,1450.0
2020-09-14,1410.0
2020-09-15,1430.0
2020-09-16,1440.0
2020-09-17,1420.0
2020-09-18,1410.0
2020-09-21,1420.0
2020-09-22,1410.0
2020-09-23,1410.0
2020-09-24,1410.0
2020-09-25,1390.0
2020-09-28,1400.0
2020-09-29,1390.0
2020-09-30,1400.0
2020-10-01,1400.0
2020-10-02,1380.0
2020-10-05,1410.0
2020-10-06,1460.0
2020-10-07,1460.0
2020-10-08,1490.0
2020-10-09,1440.0
2020-10-12,1440.0
2020-10-13,1430.0
2020-10-14,1440.0
2020-10-15,1430.0
2020-10-16,1420.0
2020-10-19,1400.0
2020-10-20,1430.0
2020-10-21,1390.0
2020-10-22,1400.0
2020-10-23,1400.0
2020-10-26,1380.0
2020-10-27,1360.0
2020-10-28,1330.0
2020-10-29,1340.0
2020-10-30,1320.0
2020-11-02,1310.0
2020-11-03,1320.0
2020-11-04,1350.0
2020-11-05,1310.0
2020-11-06,1320.0
2020-11-09,1320.0
2020-11-10,1300.0
2020-11-11,1310.0
2020-11-12,1310.0
2020-11-13,1320.0
2020-11-16,1320.0
2020-11-17,1300.0
2020-11-18,1310.0
2020-11-19,1300.0
2020-11-20,1350.0
2020-11-23,1330.0
2020-11-24,1330.0
2020-11-25,1320.0
2020-11-27,1320.0
2020-11-30,1310.0
2020-12-01,1300.0
2020-12-02,1310.0
2020-12-03,1320.0
2020-12-04,1330.0
2020-12-07,1330.0
2020-12-08,1340.0
2020-12-09,1430.0
2020-12-10,1350.0
2020-12-11,1370.0
2020-12-14,1360.0
2020-12-15,1400.0
2020-12-16,1420.0
2020-12-17,1420.0
2020-12-18,1420.0
2020-12-21,1490.0
2020-12-22,1540.0
2020-12-23,1600.0
2020-12-24,1510.0
2020-12-28,1520.0
2020-12-29,1530.0
2020-12-30,1540.0
2020-12-31,1560.0
2021-01-04,1600.0
2021-01-05,1570.0
2021-01-06,1560.0
2021-01-07,1610.0
2021-01-08,1630.0
2021-01-11,1680.0
2021-01-12,1720.0
2021-01-13,1840.0
2021-01-14,1950.0
2021-01-15,2080.0
2021-01-19,2070.0
2021-01-20,1980.0
2021-01-21,2110.0
2021-01-22,2140.0
2021-01-25,2080.0
2021-01-26,1940.0
2021-01-27,1810.0
2021-01-28,1690.0
2021-01-29,1580.0
2021-02-01,1470.0
2021-02-02,1540.0
2021-02-03,1640.0
2021-02-04,1570.0
2021-02-05,1570.0
2021-02-08,1530.0
2021-02-09,1530.0
2021-02-10,1530.0
2021-02-11,1530.0
2021-02-12,1530.0
2021-02-16,1530.0
2021-02-17,1740.0
2021-02-18,1810.0
2021-02-19,1820.0
2021-02-22,1830.0
2021-02-23,1810.0
2021-02-24,1810.0
2021-02-25,1800.0
2021-02-26,1810.0
2021-03-01,1810.0
2021-03-02,1820.0
2021-03-03,1850.0
2021-03-04,1840.0
2021-03-05,1840.0
2021-03-08,1960.0
2021-03-09,2000.0
2021-03-10,1960.0
2021-03-11,1830.0
2021-03-12,1900.0
2021-03-15,2030.0
2021-03-16,2000.0
2021-03-17,1990.0
2021-03-18,1990.0
2021-03-19,1980.0
2021-03-22,2010.0
2021-03-23,2100.0
2021-03-24,2040.0
2021-03-25,2020.0
2021-03-26,2010.0
2021-03-29,2150.0
2021-03-30,2300.0
2021-03-31,2420.0
2021-04-01,2330.0
2021-04-05,2660.0
2021-04-06,2840.0
2021-04-07,3030.0
2021-04-08,3240.0
2021-04-09,3460.0
2021-04-12,3700.0
2021-04-13,3740.0
2021-04-14,4000.0
2021-04-15,4280.0
2021-04-16,3990.0
2021-04-19,3720.0
2021-04-20,3460.0
2021-04-21,3460.0
2021-04-22,3220.0
2021-04-23,3000.0
2021-04-26,3210.0
2021-04-27,3430.0
2021-04-28,3190.0
2021-04-29,3220.0
2021-04-30,3220.0
2021-05-03,3220.0
2021-05-04,3010.0
2021-05-05,3100.0
2021-05-06,3150.0
2021-05-07,2970.0
2021-05-10,2860.0
2021-05-11,2980.0
2021-05-12,3050.0
2021-05-13,2960.0
2021-05-14,2860.0
