,FBIZ
2006-05-05,12.0
2006-05-08,12.050000190734863
2006-05-09,12.050000190734863
2006-05-10,12.385000228881836
2006-05-11,12.369999885559082
2006-05-12,12.25
2006-05-15,12.25
2006-05-16,12.25
2006-05-17,12.25
2006-05-18,11.664999961853027
2006-05-19,11.994999885559082
2006-05-22,12.085000038146973
2006-05-23,12.0
2006-05-24,12.0
2006-05-25,11.774999618530273
2006-05-26,11.774999618530273
2006-05-30,11.75
2006-05-31,11.75
2006-06-01,11.75
2006-06-02,11.75
2006-06-05,11.75
2006-06-06,11.75
2006-06-07,11.75
2006-06-08,11.875
2006-06-09,11.875
2006-06-12,11.920000076293945
2006-06-13,12.024999618530273
2006-06-14,12.024999618530273
2006-06-15,12.0
2006-06-16,12.0
2006-06-19,12.0
2006-06-20,12.0
2006-06-21,12.0
2006-06-22,12.0
2006-06-23,12.0
2006-06-26,12.0
2006-06-27,12.0
2006-06-28,12.0
2006-06-29,12.0
2006-06-30,12.0
2006-07-03,12.0
2006-07-05,12.0
2006-07-06,12.25
2006-07-07,12.25
2006-07-10,12.25
2006-07-11,12.25
2006-07-12,12.25
2006-07-13,12.25
2006-07-14,11.765000343322754
2006-07-17,11.75
2006-07-18,11.75
2006-07-19,11.600000381469727
2006-07-20,11.604999542236328
2006-07-21,11.604999542236328
2006-07-24,11.604999542236328
2006-07-25,12.239999771118164
2006-07-26,12.0
2006-07-27,11.975000381469727
2006-07-28,11.555000305175781
2006-07-31,11.414999961853027
2006-08-01,11.744999885559082
2006-08-02,11.625
2006-08-03,11.625
2006-08-04,11.625
2006-08-07,11.625
2006-08-08,11.625
2006-08-09,11.625
2006-08-10,11.25
2006-08-11,11.25
2006-08-14,11.25
2006-08-15,11.25
2006-08-16,11.25
2006-08-17,11.25
2006-08-18,11.25
2006-08-21,11.625
2006-08-22,11.625
2006-08-23,11.454999923706055
2006-08-24,11.454999923706055
2006-08-25,11.454999923706055
2006-08-28,11.244999885559082
2006-08-29,11.244999885559082
2006-08-30,11.244999885559082
2006-08-31,11.625
2006-09-01,11.494999885559082
2006-09-05,11.119999885559082
2006-09-06,11.625
2006-09-07,11.625
2006-09-08,11.024999618530273
2006-09-11,11.024999618530273
2006-09-12,11.024999618530273
2006-09-13,11.024999618530273
2006-09-14,11.024999618530273
2006-09-15,11.024999618530273
2006-09-18,11.625
2006-09-19,11.625
2006-09-20,11.625
2006-09-21,11.625
2006-09-22,11.625
2006-09-25,11.625
2006-09-26,11.425000190734863
2006-09-27,11.494999885559082
2006-09-28,11.494999885559082
2006-09-29,11.225000381469727
2006-10-02,11.225000381469727
2006-10-03,11.225000381469727
2006-10-04,10.755000114440918
2006-10-05,11.024999618530273
2006-10-06,11.024999618530273
2006-10-09,11.125
2006-10-10,11.125
2006-10-11,11.125
2006-10-12,11.125
2006-10-13,11.125
2006-10-16,11.125
2006-10-17,11.125
2006-10-18,11.125
2006-10-19,11.125
2006-10-20,11.125
2006-10-23,11.125
2006-10-24,11.125
2006-10-25,11.125
2006-10-26,11.125
2006-10-27,11.125
2006-10-30,11.125
2006-10-31,11.125
2006-11-01,11.125
2006-11-02,11.125
2006-11-03,11.050000190734863
2006-11-06,11.055000305175781
2006-11-07,11.0649995803833
2006-11-08,11.125
2006-11-09,11.125
2006-11-10,11.074999809265137
2006-11-13,11.125
2006-11-14,11.149999618530273
2006-11-15,11.149999618530273
2006-11-16,11.149999618530273
2006-11-17,11.149999618530273
2006-11-20,11.194999694824219
2006-11-21,11.395000457763672
2006-11-22,11.395000457763672
2006-11-24,11.0
2006-11-27,11.109999656677246
2006-11-28,11.109999656677246
2006-11-29,11.109999656677246
2006-11-30,11.109999656677246
2006-12-01,11.199999809265137
2006-12-04,11.199999809265137
2006-12-05,11.5
2006-12-06,11.5
2006-12-07,11.5
2006-12-08,11.5
2006-12-11,11.5
2006-12-12,11.5
2006-12-13,11.484999656677246
2006-12-14,11.5
2006-12-15,11.295000076293945
2006-12-18,11.295000076293945
2006-12-19,11.25
2006-12-20,11.1850004196167
2006-12-21,11.375
2006-12-22,11.375
2006-12-26,11.020000457763672
2006-12-27,11.020000457763672
2006-12-28,11.244999885559082
2006-12-29,11.414999961853027
2007-01-03,11.335000038146973
2007-01-04,11.335000038146973
2007-01-05,11.335000038146973
2007-01-08,11.25
2007-01-09,11.074999809265137
2007-01-10,11.074999809265137
2007-01-11,10.899999618530273
2007-01-12,10.760000228881836
2007-01-16,10.875
2007-01-17,10.859999656677246
2007-01-18,10.760000228881836
2007-01-19,10.944999694824219
2007-01-22,10.944999694824219
2007-01-23,10.96500015258789
2007-01-24,10.9399995803833
2007-01-25,10.9399995803833
2007-01-26,10.954999923706055
2007-01-29,10.835000038146973
2007-01-30,10.75
2007-01-31,10.75
2007-02-01,10.75
2007-02-02,10.75
2007-02-05,10.949999809265137
2007-02-06,10.949999809265137
2007-02-07,10.949999809265137
2007-02-08,10.630000114440918
2007-02-09,10.630000114440918
2007-02-12,10.630000114440918
2007-02-13,11.0
2007-02-14,11.0
2007-02-15,11.0
2007-02-16,11.0
2007-02-20,10.949999809265137
2007-02-21,11.079999923706055
2007-02-22,11.050000190734863
2007-02-23,11.050000190734863
2007-02-26,11.149999618530273
2007-02-27,11.100000381469727
2007-02-28,11.024999618530273
2007-03-01,11.024999618530273
2007-03-02,11.024999618530273
2007-03-05,11.024999618530273
2007-03-06,11.024999618530273
2007-03-07,11.024999618530273
2007-03-08,11.024999618530273
2007-03-09,11.029999732971191
2007-03-12,11.0
2007-03-13,11.050000190734863
2007-03-14,11.0
2007-03-15,11.0
2007-03-16,11.135000228881836
2007-03-19,11.005000114440918
2007-03-20,10.989999771118164
2007-03-21,11.0
2007-03-22,11.050000190734863
2007-03-23,11.0649995803833
2007-03-26,11.050000190734863
2007-03-27,11.0
2007-03-28,11.0
2007-03-29,11.100000381469727
2007-03-30,11.25
2007-04-02,11.25
2007-04-03,11.25
2007-04-04,11.25
2007-04-05,11.0
2007-04-09,11.0
2007-04-10,11.0
2007-04-11,11.0
2007-04-12,11.0
2007-04-13,11.0
2007-04-16,11.0
2007-04-17,11.0
2007-04-18,11.0
2007-04-19,11.0
2007-04-20,10.75
2007-04-23,10.75
2007-04-24,10.625
2007-04-25,10.65999984741211
2007-04-26,10.5
2007-04-27,10.520000457763672
2007-04-30,10.5
2007-05-01,10.625
2007-05-02,10.625
2007-05-03,10.625
2007-05-04,10.625
2007-05-07,10.625
2007-05-08,10.274999618530273
2007-05-09,10.274999618530273
2007-05-10,10.274999618530273
2007-05-11,10.300000190734863
2007-05-14,10.265000343322754
2007-05-15,10.265000343322754
2007-05-16,10.234999656677246
2007-05-17,10.234999656677246
2007-05-18,10.59000015258789
2007-05-21,10.574999809265137
2007-05-22,10.5
2007-05-23,10.524999618530273
2007-05-24,10.524999618530273
2007-05-25,10.520000457763672
2007-05-29,10.375
2007-05-30,10.354999542236328
2007-05-31,10.555000305175781
2007-06-01,10.555000305175781
2007-06-04,10.449999809265137
2007-06-05,10.470000267028809
2007-06-06,10.274999618530273
2007-06-07,10.489999771118164
2007-06-08,10.28499984741211
2007-06-11,10.319999694824219
2007-06-12,10.324999809265137
2007-06-13,10.199999809265137
2007-06-14,10.210000038146973
2007-06-15,9.899999618530273
2007-06-18,9.949999809265137
2007-06-19,9.949999809265137
2007-06-20,9.949999809265137
2007-06-21,9.989999771118164
2007-06-22,9.975000381469727
2007-06-25,10.0
2007-06-26,9.975000381469727
2007-06-27,10.0
2007-06-28,10.074999809265137
2007-06-29,10.229999542236328
2007-07-02,10.229999542236328
2007-07-03,10.074999809265137
2007-07-05,10.100000381469727
2007-07-06,10.100000381469727
2007-07-09,10.100000381469727
2007-07-10,10.100000381469727
2007-07-11,10.100000381469727
2007-07-12,9.994999885559082
2007-07-13,9.994999885559082
2007-07-16,10.024999618530273
2007-07-17,9.994999885559082
2007-07-18,10.015000343322754
2007-07-19,10.015000343322754
2007-07-20,10.46500015258789
2007-07-23,9.949999809265137
2007-07-24,10.0
2007-07-25,10.0
2007-07-26,9.5
2007-07-27,9.479999542236328
2007-07-30,9.53499984741211
2007-07-31,9.53499984741211
2007-08-01,9.53499984741211
2007-08-02,9.545000076293945
2007-08-03,9.545000076293945
2007-08-06,9.494999885559082
2007-08-07,9.5
2007-08-08,9.475000381469727
2007-08-09,9.449999809265137
2007-08-10,9.449999809265137
2007-08-13,9.25
2007-08-14,9.25
2007-08-15,9.385000228881836
2007-08-16,9.385000228881836
2007-08-17,9.385000228881836
2007-08-20,8.850000381469727
2007-08-21,9.175000190734863
2007-08-22,9.25
2007-08-23,9.125
2007-08-24,9.300000190734863
2007-08-27,9.300000190734863
2007-08-28,9.300000190734863
2007-08-29,9.625
2007-08-30,9.324999809265137
2007-08-31,9.199999809265137
2007-09-04,9.324999809265137
2007-09-05,9.375
2007-09-06,9.25
2007-09-07,9.25
2007-09-10,9.239999771118164
2007-09-11,9.664999961853027
2007-09-12,9.664999961853027
2007-09-13,9.574999809265137
2007-09-14,9.399999618530273
2007-09-17,9.364999771118164
2007-09-18,9.369999885559082
2007-09-19,9.5
2007-09-20,9.479999542236328
2007-09-21,9.5
2007-09-24,9.630000114440918
2007-09-25,9.5
2007-09-26,9.5
2007-09-27,9.5
2007-09-28,9.625
2007-10-01,9.395000457763672
2007-10-02,9.399999618530273
2007-10-03,9.300000190734863
2007-10-04,9.350000381469727
2007-10-05,9.25
2007-10-08,9.0
2007-10-09,8.96500015258789
2007-10-10,9.0
2007-10-11,8.994999885559082
2007-10-12,8.960000038146973
2007-10-15,8.960000038146973
2007-10-16,9.0
2007-10-17,8.960000038146973
2007-10-18,8.960000038146973
2007-10-19,8.960000038146973
2007-10-22,8.829999923706055
2007-10-23,8.829999923706055
2007-10-24,8.829999923706055
2007-10-25,8.829999923706055
2007-10-26,8.829999923706055
2007-10-29,8.960000038146973
2007-10-30,8.960000038146973
2007-10-31,8.960000038146973
2007-11-01,9.125
2007-11-02,9.524999618530273
2007-11-05,9.524999618530273
2007-11-06,9.375
2007-11-07,9.375
2007-11-08,9.375
2007-11-09,9.375
2007-11-12,9.375
2007-11-13,9.375
2007-11-14,9.375
2007-11-15,9.25
2007-11-16,9.149999618530273
2007-11-19,9.0
2007-11-20,8.949999809265137
2007-11-21,8.949999809265137
2007-11-23,8.949999809265137
2007-11-26,9.225000381469727
2007-11-27,9.5
2007-11-28,9.0
2007-11-29,9.125
2007-11-30,9.074999809265137
2007-12-03,9.050000190734863
2007-12-04,9.050000190734863
2007-12-05,9.125
2007-12-06,9.125
2007-12-07,9.125
2007-12-10,9.125
2007-12-11,9.125
2007-12-12,9.074999809265137
2007-12-13,9.125
2007-12-14,9.0
2007-12-17,9.0
2007-12-18,9.125
2007-12-19,9.239999771118164
2007-12-20,8.925000190734863
2007-12-21,9.170000076293945
2007-12-24,9.0
2007-12-26,9.0
2007-12-27,8.949999809265137
2007-12-28,8.869999885559082
2007-12-31,8.75
2008-01-02,8.75
2008-01-03,8.739999771118164
2008-01-04,8.574999809265137
2008-01-07,8.670000076293945
2008-01-08,8.404999732971191
2008-01-09,8.545000076293945
2008-01-10,8.425000190734863
2008-01-11,8.170000076293945
2008-01-14,8.170000076293945
2008-01-15,7.949999809265137
2008-01-16,8.170000076293945
2008-01-17,8.0
2008-01-18,8.0
2008-01-22,8.0
2008-01-23,8.0
2008-01-24,8.0
2008-01-25,8.395000457763672
2008-01-28,8.395000457763672
2008-01-29,8.395000457763672
2008-01-30,8.395000457763672
2008-01-31,8.395000457763672
2008-02-01,8.345000267028809
2008-02-04,8.345000267028809
2008-02-05,8.345000267028809
2008-02-06,7.949999809265137
2008-02-07,8.25
2008-02-08,8.25
2008-02-11,8.25
2008-02-12,8.970000267028809
2008-02-13,8.970000267028809
2008-02-14,8.569999694824219
2008-02-15,8.569999694824219
2008-02-19,8.569999694824219
2008-02-20,8.375
2008-02-21,8.375
2008-02-22,8.375
2008-02-25,8.375
2008-02-26,8.5
2008-02-27,8.625
2008-02-28,8.625
2008-02-29,8.75
2008-03-03,8.600000381469727
2008-03-04,8.5
2008-03-05,8.5
2008-03-06,8.5
2008-03-07,8.5
2008-03-10,8.524999618530273
2008-03-11,8.524999618530273
2008-03-12,8.625
2008-03-13,8.75
2008-03-14,8.899999618530273
2008-03-17,8.899999618530273
2008-03-18,8.75
2008-03-19,8.75
2008-03-20,8.75
2008-03-24,8.75
2008-03-25,8.75
2008-03-26,8.75
2008-03-27,8.75
2008-03-28,8.75
2008-03-31,8.75
2008-04-01,8.75
2008-04-02,8.75
2008-04-03,8.75
2008-04-04,8.975000381469727
2008-04-07,8.975000381469727
2008-04-08,8.975000381469727
2008-04-09,8.975000381469727
2008-04-10,8.975000381469727
2008-04-11,8.975000381469727
2008-04-14,8.975000381469727
2008-04-15,8.25
2008-04-16,8.524999618530273
2008-04-17,8.524999618530273
2008-04-18,8.524999618530273
2008-04-21,8.524999618530273
2008-04-22,8.524999618530273
2008-04-23,8.524999618530273
2008-04-24,8.524999618530273
2008-04-25,8.524999618530273
2008-04-28,8.524999618530273
2008-04-29,8.524999618530273
2008-04-30,8.524999618530273
2008-05-01,8.524999618530273
2008-05-02,8.875
2008-05-05,8.875
2008-05-06,8.875
2008-05-07,8.875
2008-05-08,9.125
2008-05-09,9.125
2008-05-12,9.125
2008-05-13,8.774999618530273
2008-05-14,9.0
2008-05-15,9.0
2008-05-16,9.0
2008-05-19,9.0
2008-05-20,8.765000343322754
2008-05-21,9.125
2008-05-22,9.25
2008-05-23,9.819999694824219
2008-05-27,9.699999809265137
2008-05-28,9.699999809265137
2008-05-29,9.699999809265137
2008-05-30,9.505000114440918
2008-06-02,9.574999809265137
2008-06-03,8.75
2008-06-04,9.609999656677246
2008-06-05,8.75
2008-06-06,8.75
2008-06-09,8.75
2008-06-10,8.729999542236328
2008-06-11,8.625
2008-06-12,8.375
2008-06-13,8.125
2008-06-16,7.764999866485596
2008-06-17,8.46500015258789
2008-06-18,8.5
2008-06-19,8.5
2008-06-20,8.5
2008-06-23,9.0
2008-06-24,9.0
2008-06-25,9.0
2008-06-26,9.0
2008-06-27,8.289999961853027
2008-06-30,7.974999904632568
2008-07-01,7.005000114440918
2008-07-02,7.275000095367432
2008-07-03,7.275000095367432
2008-07-07,7.275000095367432
2008-07-08,7.75
2008-07-09,7.75
2008-07-10,7.75
2008-07-11,7.75
2008-07-14,7.980000019073486
2008-07-15,7.625
2008-07-16,7.75
2008-07-17,7.994999885559082
2008-07-18,8.0
2008-07-21,8.25
2008-07-22,7.784999847412109
2008-07-23,7.925000190734863
2008-07-24,7.925000190734863
2008-07-25,8.739999771118164
2008-07-28,8.739999771118164
2008-07-29,7.625
2008-07-30,7.625
2008-07-31,7.625
2008-08-01,7.625
2008-08-04,7.625
2008-08-05,7.625
2008-08-06,7.625
2008-08-07,7.625
2008-08-08,7.625
2008-08-11,7.625
2008-08-12,7.625
2008-08-13,7.625
2008-08-14,7.625
2008-08-15,8.375
2008-08-18,8.175000190734863
2008-08-19,8.175000190734863
2008-08-20,8.175000190734863
2008-08-21,8.175000190734863
2008-08-22,8.175000190734863
2008-08-25,7.974999904632568
2008-08-26,8.234999656677246
2008-08-27,8.234999656677246
2008-08-28,8.234999656677246
2008-08-29,8.295000076293945
2008-09-02,8.295000076293945
2008-09-03,8.295000076293945
2008-09-04,8.295000076293945
2008-09-05,8.295000076293945
2008-09-08,8.295000076293945
2008-09-09,8.300000190734863
2008-09-10,8.300000190734863
2008-09-11,8.300000190734863
2008-09-12,8.300000190734863
2008-09-15,8.5
2008-09-16,8.5
2008-09-17,7.699999809265137
2008-09-18,7.699999809265137
2008-09-19,8.0
2008-09-22,8.5
2008-09-23,8.5
2008-09-24,8.0
2008-09-25,8.0
2008-09-26,8.0
2008-09-29,8.0
2008-09-30,8.0
2008-10-01,7.574999809265137
2008-10-02,7.590000152587891
2008-10-03,8.149999618530273
2008-10-06,6.715000152587891
2008-10-07,6.715000152587891
2008-10-08,7.0
2008-10-09,7.449999809265137
2008-10-10,7.449999809265137
2008-10-13,7.449999809265137
2008-10-14,7.449999809265137
2008-10-15,7.525000095367432
2008-10-16,7.525000095367432
2008-10-17,7.525000095367432
2008-10-20,7.525000095367432
2008-10-21,7.5
2008-10-22,7.5
2008-10-23,7.5
2008-10-24,7.5
2008-10-27,7.5
2008-10-28,7.5
2008-10-29,8.489999771118164
2008-10-30,8.489999771118164
2008-10-31,8.625
2008-11-03,8.625
2008-11-04,8.25
2008-11-05,8.125
2008-11-06,8.125
2008-11-07,8.125
2008-11-10,7.625
2008-11-11,7.800000190734863
2008-11-12,7.800000190734863
2008-11-13,7.800000190734863
2008-11-14,7.800000190734863
2008-11-17,7.625
2008-11-18,7.650000095367432
2008-11-19,8.210000038146973
2008-11-20,8.210000038146973
2008-11-21,7.050000190734863
2008-11-24,7.0
2008-11-25,7.0
2008-11-26,7.25
2008-11-28,7.25
2008-12-01,7.25
2008-12-02,7.25
2008-12-03,7.25
2008-12-04,7.0
2008-12-05,7.0
2008-12-08,7.0
2008-12-09,7.0
2008-12-10,7.25
2008-12-11,7.25
2008-12-12,7.349999904632568
2008-12-15,7.349999904632568
2008-12-16,7.349999904632568
2008-12-17,7.349999904632568
2008-12-18,7.375
2008-12-19,7.054999828338623
2008-12-22,7.054999828338623
2008-12-23,7.054999828338623
2008-12-24,7.054999828338623
2008-12-26,7.099999904632568
2008-12-29,7.099999904632568
2008-12-30,7.099999904632568
2008-12-31,6.5
2009-01-02,6.5
2009-01-05,6.5
2009-01-06,7.539999961853027
2009-01-07,7.539999961853027
2009-01-08,6.525000095367432
2009-01-09,6.224999904632568
2009-01-12,6.224999904632568
2009-01-13,6.224999904632568
2009-01-14,6.5
2009-01-15,6.5
2009-01-16,5.5
2009-01-20,6.300000190734863
2009-01-21,6.300000190734863
2009-01-22,6.300000190734863
2009-01-23,6.5
2009-01-26,6.5
2009-01-27,6.5
2009-01-28,6.5
2009-01-29,5.775000095367432
2009-01-30,6.300000190734863
2009-02-02,6.199999809265137
2009-02-03,6.199999809265137
2009-02-04,6.244999885559082
2009-02-05,7.050000190734863
2009-02-06,7.050000190734863
2009-02-09,7.050000190734863
2009-02-10,7.050000190734863
2009-02-11,7.025000095367432
2009-02-12,7.0
2009-02-13,7.0
2009-02-17,6.190000057220459
2009-02-18,6.190000057220459
2009-02-19,6.190000057220459
2009-02-20,6.190000057220459
2009-02-23,6.190000057220459
2009-02-24,6.190000057220459
2009-02-25,6.190000057220459
2009-02-26,6.190000057220459
2009-02-27,6.190000057220459
2009-03-02,6.190000057220459
2009-03-03,6.190000057220459
2009-03-04,6.150000095367432
2009-03-05,6.150000095367432
2009-03-06,5.920000076293945
2009-03-09,5.920000076293945
2009-03-10,5.920000076293945
2009-03-11,5.920000076293945
2009-03-12,5.920000076293945
2009-03-13,5.920000076293945
2009-03-16,5.920000076293945
2009-03-17,5.920000076293945
2009-03-18,5.5
2009-03-19,5.5
2009-03-20,5.619999885559082
2009-03-23,5.619999885559082
2009-03-24,5.619999885559082
2009-03-25,5.619999885559082
2009-03-26,5.525000095367432
2009-03-27,5.525000095367432
2009-03-30,5.25
2009-03-31,5.550000190734863
2009-04-01,5.550000190734863
2009-04-02,5.625
2009-04-03,5.300000190734863
2009-04-06,5.300000190734863
2009-04-07,5.300000190734863
2009-04-08,5.300000190734863
2009-04-09,5.300000190734863
2009-04-13,5.5
2009-04-14,5.420000076293945
2009-04-15,5.420000076293945
2009-04-16,5.400000095367432
2009-04-17,5.735000133514404
2009-04-20,5.735000133514404
2009-04-21,5.735000133514404
2009-04-22,5.735000133514404
2009-04-23,6.050000190734863
2009-04-24,6.050000190734863
2009-04-27,5.625
2009-04-28,5.315000057220459
2009-04-29,5.324999809265137
2009-04-30,6.284999847412109
2009-05-01,5.25
2009-05-04,5.25
2009-05-05,5.275000095367432
2009-05-06,5.275000095367432
2009-05-07,5.224999904632568
2009-05-08,5.224999904632568
2009-05-11,6.239999771118164
2009-05-12,5.599999904632568
2009-05-13,5.599999904632568
2009-05-14,5.599999904632568
2009-05-15,5.5
2009-05-18,5.5
2009-05-19,5.494999885559082
2009-05-20,5.5
2009-05-21,5.5
2009-05-22,5.5
2009-05-26,6.320000171661377
2009-05-27,6.614999771118164
2009-05-28,5.5
2009-05-29,5.5
2009-06-01,5.510000228881836
2009-06-02,5.510000228881836
2009-06-03,5.510000228881836
2009-06-04,5.510000228881836
2009-06-05,5.5
2009-06-08,5.650000095367432
2009-06-09,5.550000190734863
2009-06-10,5.550000190734863
2009-06-11,5.639999866485596
2009-06-12,5.579999923706055
2009-06-15,5.579999923706055
2009-06-16,5.579999923706055
2009-06-17,5.579999923706055
2009-06-18,6.974999904632568
2009-06-19,5.514999866485596
2009-06-22,5.550000190734863
2009-06-23,5.454999923706055
2009-06-24,5.550000190734863
2009-06-25,5.5
2009-06-26,5.5
2009-06-29,5.465000152587891
2009-06-30,5.465000152587891
2009-07-01,4.965000152587891
2009-07-02,4.949999809265137
2009-07-06,4.949999809265137
2009-07-07,4.949999809265137
2009-07-08,4.764999866485596
2009-07-09,4.764999866485596
2009-07-10,4.764999866485596
2009-07-13,4.764999866485596
2009-07-14,4.75
2009-07-15,4.894999980926514
2009-07-16,4.894999980926514
2009-07-17,4.894999980926514
2009-07-20,4.894999980926514
2009-07-21,5.324999809265137
2009-07-22,4.760000228881836
2009-07-23,5.860000133514404
2009-07-24,4.900000095367432
2009-07-27,4.900000095367432
2009-07-28,4.695000171661377
2009-07-29,4.695000171661377
2009-07-30,4.695000171661377
2009-07-31,4.650000095367432
2009-08-03,5.699999809265137
2009-08-04,5.210000038146973
2009-08-05,5.210000038146973
2009-08-06,4.639999866485596
2009-08-07,4.639999866485596
2009-08-10,4.75
2009-08-11,4.75
2009-08-12,4.75
2009-08-13,4.75
2009-08-14,4.625
2009-08-17,4.625
2009-08-18,4.625
2009-08-19,4.340000152587891
2009-08-20,4.340000152587891
2009-08-21,4.25
2009-08-24,4.025000095367432
2009-08-25,3.8499999046325684
2009-08-26,4.15500020980835
2009-08-27,4.25
2009-08-28,4.25
2009-08-31,4.25
2009-09-01,4.5
2009-09-02,4.5
2009-09-03,4.599999904632568
2009-09-04,4.599999904632568
2009-09-08,4.599999904632568
2009-09-09,4.574999809265137
2009-09-10,5.0
2009-09-11,4.630000114440918
2009-09-14,4.690000057220459
2009-09-15,4.625
2009-09-16,4.965000152587891
2009-09-17,4.965000152587891
2009-09-18,4.949999809265137
2009-09-21,4.949999809265137
2009-09-22,4.690000057220459
2009-09-23,5.150000095367432
2009-09-24,4.755000114440918
2009-09-25,5.210000038146973
2009-09-28,4.880000114440918
2009-09-29,4.880000114440918
2009-09-30,5.210000038146973
2009-10-01,5.210000038146973
2009-10-02,5.210000038146973
2009-10-05,5.210000038146973
2009-10-06,5.210000038146973
2009-10-07,5.210000038146973
2009-10-08,5.210000038146973
2009-10-09,5.210000038146973
2009-10-12,5.210000038146973
2009-10-13,5.210000038146973
2009-10-14,5.210000038146973
2009-10-15,5.210000038146973
2009-10-16,5.210000038146973
2009-10-19,5.210000038146973
2009-10-20,5.210000038146973
2009-10-21,5.210000038146973
2009-10-22,4.554999828338623
2009-10-23,4.574999809265137
2009-10-26,4.994999885559082
2009-10-27,4.994999885559082
2009-10-28,4.994999885559082
2009-10-29,4.994999885559082
2009-10-30,4.994999885559082
2009-11-02,5.125
2009-11-03,5.125
2009-11-04,5.125
2009-11-05,5.119999885559082
2009-11-06,5.119999885559082
2009-11-09,5.119999885559082
2009-11-10,5.119999885559082
2009-11-11,5.119999885559082
2009-11-12,5.119999885559082
2009-11-13,5.099999904632568
2009-11-16,5.099999904632568
2009-11-17,5.099999904632568
2009-11-18,4.949999809265137
2009-11-19,4.949999809265137
2009-11-20,4.949999809265137
2009-11-23,4.949999809265137
2009-11-24,4.949999809265137
2009-11-25,4.949999809265137
2009-11-27,4.949999809265137
2009-11-30,5.099999904632568
2009-12-01,5.099999904632568
2009-12-02,4.75
2009-12-03,4.75
2009-12-04,4.75
2009-12-07,4.550000190734863
2009-12-08,4.550000190734863
2009-12-09,4.650000095367432
2009-12-10,4.650000095367432
2009-12-11,4.75
2009-12-14,4.75
2009-12-15,4.75
2009-12-16,4.625
2009-12-17,4.625
2009-12-18,4.75
2009-12-21,4.75
2009-12-22,4.650000095367432
2009-12-23,4.800000190734863
2009-12-24,4.800000190734863
2009-12-28,4.824999809265137
2009-12-29,4.809999942779541
2009-12-30,4.809999942779541
2009-12-31,4.809999942779541
2010-01-04,4.849999904632568
2010-01-05,4.800000190734863
