,DOMO
2019-02-05,27.459999084472656
2019-02-06,26.93000030517578
2019-02-07,27.81999969482422
2019-02-08,29.610000610351562
2019-02-11,29.56999969482422
2019-02-12,30.010000228881836
2019-02-13,29.209999084472656
2019-02-14,31.190000534057617
2019-02-15,31.290000915527344
2019-02-19,32.77000045776367
2019-02-20,33.59000015258789
2019-02-21,32.189998626708984
2019-02-22,32.959999084472656
2019-02-25,35.439998626708984
2019-02-26,34.72999954223633
2019-02-27,34.18000030517578
2019-02-28,34.689998626708984
2019-03-01,35.41999816894531
2019-03-04,35.34000015258789
2019-03-05,32.25
2019-03-06,31.190000534057617
2019-03-07,32.27000045776367
2019-03-08,31.049999237060547
2019-03-11,30.559999465942383
2019-03-12,30.469999313354492
2019-03-13,31.200000762939453
2019-03-14,37.790000915527344
2019-03-15,41.709999084472656
2019-03-18,43.189998626708984
2019-03-19,44.0099983215332
2019-03-20,43.43000030517578
2019-03-21,43.560001373291016
2019-03-22,43.41999816894531
2019-03-25,43.58000183105469
2019-03-26,43.18000030517578
2019-03-27,40.630001068115234
2019-03-28,39.54999923706055
2019-03-29,40.33000183105469
2019-04-01,40.97999954223633
2019-04-02,40.7599983215332
2019-04-03,39.54999923706055
2019-04-04,37.5
2019-04-05,37.86000061035156
2019-04-08,38.029998779296875
2019-04-09,37.970001220703125
2019-04-10,37.369998931884766
2019-04-11,39.70000076293945
2019-04-12,38.310001373291016
2019-04-15,37.56999969482422
2019-04-16,37.630001068115234
2019-04-17,36.09000015258789
2019-04-18,34.4900016784668
2019-04-22,35.83000183105469
2019-04-23,36.95000076293945
2019-04-24,37.2400016784668
2019-04-25,37.779998779296875
2019-04-26,38.560001373291016
2019-04-29,38.13999938964844
2019-04-30,38.310001373291016
2019-05-01,36.959999084472656
2019-05-02,36.459999084472656
2019-05-03,36.7599983215332
2019-05-06,38.7400016784668
2019-05-07,35.959999084472656
2019-05-08,36.790000915527344
2019-05-09,36.38999938964844
2019-05-10,36.720001220703125
2019-05-13,34.06999969482422
2019-05-14,35.7599983215332
2019-05-15,36.599998474121094
2019-05-16,37.689998626708984
2019-05-17,38.029998779296875
2019-05-20,36.16999816894531
2019-05-21,36.91999816894531
2019-05-22,36.790000915527344
2019-05-23,34.91999816894531
2019-05-24,34.959999084472656
2019-05-28,35.34000015258789
2019-05-29,34.099998474121094
2019-05-30,33.79999923706055
2019-05-31,33.5
2019-06-03,30.790000915527344
2019-06-04,31.920000076293945
2019-06-05,31.889999389648438
2019-06-06,31.760000228881836
2019-06-07,29.81999969482422
2019-06-10,32.02000045776367
2019-06-11,29.309999465942383
2019-06-12,29.559999465942383
2019-06-13,29.3799991607666
2019-06-14,28.709999084472656
2019-06-17,30.6200008392334
2019-06-18,30.389999389648438
2019-06-19,30.739999771118164
2019-06-20,30.350000381469727
2019-06-21,30.780000686645508
2019-06-24,28.670000076293945
2019-06-25,28.440000534057617
2019-06-26,28.469999313354492
2019-06-27,27.950000762939453
2019-06-28,27.31999969482422
2019-07-01,27.739999771118164
2019-07-02,28.06999969482422
2019-07-03,28.309999465942383
2019-07-05,28.3700008392334
2019-07-08,28.540000915527344
2019-07-09,29.290000915527344
2019-07-10,30.68000030517578
2019-07-11,30.5
2019-07-12,30.950000762939453
2019-07-15,28.8799991607666
2019-07-16,27.649999618530273
2019-07-17,27.510000228881836
2019-07-18,27.059999465942383
2019-07-19,27.170000076293945
2019-07-22,28.06999969482422
2019-07-23,28.579999923706055
2019-07-24,29.209999084472656
2019-07-25,29.1200008392334
2019-07-26,30.219999313354492
2019-07-29,29.149999618530273
2019-07-30,29.209999084472656
2019-07-31,27.739999771118164
2019-08-01,27.59000015258789
2019-08-02,26.68000030517578
2019-08-05,26.079999923706055
2019-08-06,25.3700008392334
2019-08-07,25.389999389648438
2019-08-08,26.149999618530273
2019-08-09,25.889999389648438
2019-08-12,25.510000228881836
2019-08-13,25.920000076293945
2019-08-14,25.440000534057617
2019-08-15,25.079999923706055
2019-08-16,25.420000076293945
2019-08-19,25.280000686645508
2019-08-20,24.93000030517578
2019-08-21,23.690000534057617
2019-08-22,23.799999237060547
2019-08-23,24.079999923706055
2019-08-26,23.829999923706055
2019-08-27,22.709999084472656
2019-08-28,23.059999465942383
2019-08-29,24.530000686645508
2019-08-30,24.829999923706055
2019-09-03,24.239999771118164
2019-09-04,24.1299991607666
2019-09-05,25.209999084472656
2019-09-06,15.770000457763672
2019-09-09,15.949999809265137
2019-09-10,17.1200008392334
2019-09-11,17.06999969482422
2019-09-12,17.040000915527344
2019-09-13,16.940000534057617
2019-09-16,17.559999465942383
2019-09-17,17.770000457763672
2019-09-18,17.860000610351562
2019-09-19,18.040000915527344
2019-09-20,17.799999237060547
2019-09-23,17.309999465942383
2019-09-24,16.7450008392334
2019-09-25,16.8799991607666
2019-09-26,16.475000381469727
2019-09-27,15.869999885559082
2019-09-30,15.979999542236328
2019-10-01,15.300000190734863
2019-10-02,15.489999771118164
2019-10-03,16.110000610351562
2019-10-04,16.43000030517578
2019-10-07,16.40999984741211
2019-10-08,15.529999732971191
2019-10-09,15.350000381469727
2019-10-10,15.779999732971191
2019-10-11,16.309999465942383
2019-10-14,16.329999923706055
2019-10-15,16.309999465942383
2019-10-16,16.229999542236328
2019-10-17,16.09000015258789
2019-10-18,15.614999771118164
2019-10-21,16.200000762939453
2019-10-22,15.970000267028809
2019-10-23,15.989999771118164
2019-10-24,16.709999084472656
2019-10-25,16.989999771118164
2019-10-28,16.510000228881836
2019-10-29,16.149999618530273
2019-10-30,16.239999771118164
2019-10-31,16.079999923706055
2019-11-01,16.479999542236328
2019-11-04,16.25
2019-11-05,16.399999618530273
2019-11-06,16.299999237060547
2019-11-07,16.389999389648438
2019-11-08,16.56999969482422
2019-11-11,16.6200008392334
2019-11-12,17.170000076293945
2019-11-13,16.90999984741211
2019-11-14,16.940000534057617
2019-11-15,16.799999237060547
2019-11-18,16.829999923706055
2019-11-19,17.030000686645508
2019-11-20,17.920000076293945
2019-11-21,17.479999542236328
2019-11-22,17.530000686645508
2019-11-25,18.024999618530273
2019-11-26,18.149999618530273
2019-11-27,18.6200008392334
2019-11-29,18.799999237060547
2019-12-02,19.670000076293945
2019-12-03,19.915000915527344
2019-12-04,19.610000610351562
2019-12-05,19.5
2019-12-06,23.389999389648438
2019-12-09,23.3799991607666
2019-12-10,24.56999969482422
2019-12-11,23.719999313354492
2019-12-12,23.649999618530273
2019-12-13,24.34000015258789
2019-12-16,22.8799991607666
2019-12-17,21.4950008392334
2019-12-18,22.03499984741211
2019-12-19,22.149999618530273
2019-12-20,21.969999313354492
2019-12-23,23.049999237060547
2019-12-24,23.309999465942383
2019-12-26,23.139999389648438
2019-12-27,22.979999542236328
2019-12-30,22.270000457763672
2019-12-31,21.719999313354492
2020-01-02,21.040000915527344
2020-01-03,21.5
2020-01-06,22.690000534057617
2020-01-07,22.649999618530273
2020-01-08,22.610000610351562
2020-01-09,23.649999618530273
2020-01-10,24.190000534057617
2020-01-13,24.559999465942383
2020-01-14,24.290000915527344
2020-01-15,24.90999984741211
2020-01-16,24.969999313354492
2020-01-17,24.110000610351562
2020-01-21,24.290000915527344
2020-01-22,24.8700008392334
2020-01-23,25.780000686645508
2020-01-24,25.209999084472656
2020-01-27,24.59000015258789
2020-01-28,25.030000686645508
2020-01-29,24.809999465942383
2020-01-30,24.690000534057617
2020-01-31,24.219999313354492
2020-02-03,23.8700008392334
2020-02-04,24.670000076293945
2020-02-05,24.709999084472656
2020-02-06,24.690000534057617
2020-02-07,24.75
2020-02-10,24.06999969482422
2020-02-11,24.780000686645508
2020-02-12,24.610000610351562
2020-02-13,24.950000762939453
2020-02-14,25.059999465942383
2020-02-18,24.770000457763672
2020-02-19,25.0
2020-02-20,25.424999237060547
2020-02-21,26.860000610351562
2020-02-24,26.959999084472656
2020-02-25,24.5
2020-02-26,23.649999618530273
2020-02-27,21.989999771118164
2020-02-28,21.09000015258789
2020-03-02,20.3799991607666
2020-03-03,19.81999969482422
2020-03-04,20.139999389648438
2020-03-05,18.979999542236328
2020-03-06,17.770000457763672
2020-03-09,14.970000267028809
2020-03-10,14.25
2020-03-11,12.289999961853027
2020-03-12,11.520000457763672
2020-03-13,12.710000038146973
2020-03-16,9.779999732971191
2020-03-17,10.640000343322754
2020-03-18,9.010000228881836
2020-03-19,9.15999984741211
2020-03-20,8.3100004196167
2020-03-23,7.980000019073486
2020-03-24,9.390000343322754
2020-03-25,9.760000228881836
2020-03-26,10.489999771118164
2020-03-27,10.529999732971191
2020-03-30,10.260000228881836
2020-03-31,9.9399995803833
2020-04-01,9.229999542236328
2020-04-02,8.770000457763672
2020-04-03,8.539999961853027
2020-04-06,9.350000381469727
2020-04-07,9.600000381469727
2020-04-08,10.75
2020-04-09,11.720000267028809
2020-04-13,14.050000190734863
2020-04-14,15.550000190734863
2020-04-15,14.989999771118164
2020-04-16,14.529999732971191
2020-04-17,14.319999694824219
2020-04-20,14.289999961853027
2020-04-21,14.210000038146973
2020-04-22,14.470000267028809
2020-04-23,14.6899995803833
2020-04-24,16.389999389648438
2020-04-27,17.530000686645508
2020-04-28,17.68000030517578
2020-04-29,19.34000015258789
2020-04-30,19.450000762939453
2020-05-01,17.43000030517578
2020-05-04,18.209999084472656
2020-05-05,19.219999313354492
2020-05-06,18.81999969482422
2020-05-07,20.200000762939453
2020-05-08,20.81999969482422
2020-05-11,20.079999923706055
2020-05-12,20.690000534057617
2020-05-13,20.0
2020-05-14,20.559999465942383
2020-05-15,22.280000686645508
2020-05-18,23.260000228881836
2020-05-19,24.170000076293945
2020-05-20,24.90999984741211
2020-05-21,24.459999084472656
2020-05-22,25.010000228881836
2020-05-26,25.43000030517578
2020-05-27,25.1299991607666
2020-05-28,24.399999618530273
2020-05-29,25.31999969482422
2020-06-01,28.600000381469727
2020-06-02,28.270000457763672
2020-06-03,31.139999389648438
2020-06-04,29.059999465942383
2020-06-05,32.189998626708984
2020-06-08,31.190000534057617
2020-06-09,29.959999084472656
2020-06-10,30.75
2020-06-11,27.889999389648438
2020-06-12,31.079999923706055
2020-06-15,28.56999969482422
2020-06-16,30.959999084472656
2020-06-17,30.3700008392334
2020-06-18,32.25
2020-06-19,30.059999465942383
2020-06-22,31.889999389648438
2020-06-23,31.110000610351562
2020-06-24,30.520000457763672
2020-06-25,31.649999618530273
2020-06-26,30.899999618530273
2020-06-29,31.450000762939453
2020-06-30,32.16999816894531
2020-07-01,33.630001068115234
2020-07-02,35.61000061035156
2020-07-06,36.0099983215332
2020-07-07,36.54999923706055
2020-07-08,37.9900016784668
2020-07-09,37.970001220703125
2020-07-10,35.630001068115234
2020-07-13,33.33000183105469
2020-07-14,33.84000015258789
2020-07-15,34.08000183105469
2020-07-16,33.099998474121094
2020-07-17,33.5
2020-07-20,34.849998474121094
2020-07-21,34.25
2020-07-22,34.290000915527344
2020-07-23,32.310001373291016
2020-07-24,31.43000030517578
2020-07-27,32.56999969482422
2020-07-28,31.450000762939453
2020-07-29,32.45000076293945
2020-07-30,32.54999923706055
2020-07-31,32.18000030517578
2020-08-03,32.369998931884766
2020-08-04,31.829999923706055
2020-08-05,32.529998779296875
2020-08-06,31.399999618530273
2020-08-07,30.989999771118164
2020-08-10,29.889999389648438
2020-08-11,30.59000015258789
2020-08-12,33.459999084472656
2020-08-13,35.84000015258789
2020-08-14,35.66999816894531
2020-08-17,35.63999938964844
2020-08-18,36.470001220703125
2020-08-19,36.779998779296875
2020-08-20,38.869998931884766
2020-08-21,37.400001525878906
2020-08-24,37.38999938964844
2020-08-25,38.0
2020-08-26,38.59000015258789
2020-08-27,38.27000045776367
2020-08-28,39.0099983215332
2020-08-31,40.720001220703125
2020-09-01,44.66999816894531
2020-09-02,44.529998779296875
2020-09-03,37.279998779296875
2020-09-04,40.279998779296875
2020-09-08,38.29999923706055
2020-09-09,39.959999084472656
2020-09-10,39.54999923706055
2020-09-11,39.52000045776367
2020-09-14,38.7599983215332
2020-09-15,38.869998931884766
2020-09-16,37.95000076293945
2020-09-17,37.29999923706055
2020-09-18,36.58000183105469
2020-09-21,37.560001373291016
2020-09-22,38.54999923706055
2020-09-23,36.27000045776367
2020-09-24,36.11000061035156
2020-09-25,37.56999969482422
2020-09-28,38.77000045776367
2020-09-29,39.11000061035156
2020-09-30,38.33000183105469
2020-10-01,39.86000061035156
2020-10-02,38.0099983215332
2020-10-05,37.310001373291016
2020-10-06,37.95000076293945
2020-10-07,38.810001373291016
2020-10-08,38.59000015258789
2020-10-09,41.29999923706055
2020-10-12,41.2400016784668
2020-10-13,41.58000183105469
2020-10-14,40.790000915527344
2020-10-15,40.83000183105469
2020-10-16,38.880001068115234
2020-10-19,38.33000183105469
2020-10-20,37.84000015258789
2020-10-21,35.189998626708984
2020-10-22,35.52000045776367
2020-10-23,36.060001373291016
2020-10-26,34.959999084472656
2020-10-27,35.11000061035156
2020-10-28,33.619998931884766
2020-10-29,33.95000076293945
2020-10-30,31.770000457763672
2020-11-02,33.13999938964844
2020-11-03,34.38999938964844
2020-11-04,36.18000030517578
2020-11-05,38.11000061035156
2020-11-06,37.0
2020-11-09,34.459999084472656
2020-11-10,31.739999771118164
2020-11-11,31.989999771118164
2020-11-12,33.11000061035156
2020-11-13,34.29999923706055
2020-11-16,33.93000030517578
2020-11-17,34.79999923706055
2020-11-18,34.91999816894531
2020-11-19,35.77000045776367
2020-11-20,35.849998474121094
2020-11-23,36.40999984741211
2020-11-24,35.47999954223633
2020-11-25,37.709999084472656
2020-11-27,37.9900016784668
2020-11-30,37.9900016784668
2020-12-01,37.66999816894531
2020-12-02,36.90999984741211
2020-12-03,38.2599983215332
2020-12-04,44.88999938964844
2020-12-07,45.38999938964844
2020-12-08,44.56999969482422
2020-12-09,43.52000045776367
2020-12-10,45.27000045776367
2020-12-11,46.70000076293945
2020-12-14,56.43000030517578
2020-12-15,56.380001068115234
2020-12-16,60.459999084472656
2020-12-17,66.98999786376953
2020-12-18,66.26000213623047
2020-12-21,67.56999969482422
2020-12-22,71.58999633789062
2020-12-23,69.43000030517578
2020-12-24,67.26000213623047
2020-12-28,67.62000274658203
2020-12-29,64.9000015258789
2020-12-30,64.55999755859375
2020-12-31,63.77000045776367
2021-01-04,61.95000076293945
2021-01-05,61.939998626708984
2021-01-06,57.90999984741211
2021-01-07,59.70000076293945
2021-01-08,62.11000061035156
2021-01-11,62.540000915527344
2021-01-12,62.38999938964844
2021-01-13,64.41999816894531
2021-01-14,69.5
2021-01-15,70.02999877929688
2021-01-19,71.9800033569336
2021-01-20,72.76000213623047
2021-01-21,70.51000213623047
2021-01-22,72.61000061035156
2021-01-25,70.3499984741211
2021-01-26,66.9000015258789
2021-01-27,63.56999969482422
2021-01-28,66.19999694824219
2021-01-29,63.38999938964844
2021-02-01,66.12999725341797
2021-02-02,69.81999969482422
2021-02-03,68.69000244140625
2021-02-04,71.70999908447266
2021-02-05,74.80999755859375
2021-02-08,74.08999633789062
2021-02-09,74.63999938964844
2021-02-10,72.43000030517578
2021-02-11,71.02999877929688
2021-02-12,70.86000061035156
2021-02-16,70.02999877929688
2021-02-17,67.2699966430664
2021-02-18,67.58000183105469
2021-02-19,69.12000274658203
2021-02-22,64.05000305175781
2021-02-23,63.09000015258789
2021-02-24,67.94000244140625
2021-02-25,61.650001525878906
2021-02-26,63.72999954223633
2021-03-01,68.18000030517578
2021-03-02,65.08000183105469
2021-03-03,59.099998474121094
2021-03-04,55.900001525878906
2021-03-05,56.4900016784668
2021-03-08,55.040000915527344
2021-03-09,62.31999969482422
2021-03-10,62.25
2021-03-11,67.36000061035156
2021-03-12,62.439998626708984
2021-03-15,65.94000244140625
2021-03-16,62.5
2021-03-17,64.88999938964844
2021-03-18,60.599998474121094
2021-03-19,64.66999816894531
2021-03-22,66.12000274658203
2021-03-23,61.77000045776367
2021-03-24,57.150001525878906
2021-03-25,59.119998931884766
2021-03-26,61.61000061035156
2021-03-29,55.47999954223633
2021-03-30,53.15999984741211
2021-03-31,56.290000915527344
2021-04-01,57.650001525878906
2021-04-05,57.91999816894531
2021-04-06,57.880001068115234
2021-04-07,56.43000030517578
2021-04-08,58.5099983215332
2021-04-09,57.58000183105469
2021-04-12,56.4900016784668
2021-04-13,59.290000915527344
2021-04-14,59.31999969482422
2021-04-15,61.349998474121094
2021-04-16,60.630001068115234
2021-04-19,60.529998779296875
2021-04-20,59.09000015258789
2021-04-21,62.16999816894531
2021-04-22,62.54999923706055
2021-04-23,64.2300033569336
2021-04-26,67.33999633789062
2021-04-27,66.83999633789062
2021-04-28,67.37999725341797
2021-04-29,64.30999755859375
2021-04-30,64.29000091552734
2021-05-03,62.040000915527344
2021-05-04,59.029998779296875
2021-05-05,58.47999954223633
2021-05-06,58.310001373291016
2021-05-07,60.45000076293945
2021-05-10,56.95000076293945
2021-05-11,59.09000015258789
2021-05-12,55.54999923706055
2021-05-13,55.150001525878906
2021-05-14,58.93000030517578
