,CXDO
2018-12-03,2.119999885559082
2018-12-04,2.119999885559082
2018-12-06,2.0999999046325684
2018-12-07,2.0899999141693115
2018-12-10,2.0999999046325684
2018-12-11,2.119999885559082
2018-12-12,2.1700000762939453
2018-12-13,2.549999952316284
2018-12-14,2.549999952316284
2018-12-17,2.549999952316284
2018-12-18,2.549999952316284
2018-12-19,2.9000000953674316
2018-12-20,3.0
2018-12-21,3.0
2018-12-24,2.5899999141693115
2018-12-26,2.5899999141693115
2018-12-27,2.5899999141693115
2018-12-28,2.5899999141693115
2018-12-31,2.0
2019-01-02,1.7599999904632568
2019-01-03,1.7599999904632568
2019-01-04,2.5
2019-01-07,2.5
2019-01-08,2.5
2019-01-09,2.5
2019-01-10,2.5
2019-01-11,2.5
2019-01-14,2.5
2019-01-15,2.299999952316284
2019-01-16,2.299999952316284
2019-01-17,2.25
2019-01-18,2.25
2019-01-22,2.25
2019-01-23,2.25
2019-01-24,2.25
2019-01-25,2.25
2019-01-28,2.25
2019-01-29,2.25
2019-01-30,2.25
2019-01-31,2.25
2019-02-01,2.25
2019-02-04,2.25
2019-02-05,2.25
2019-02-06,2.25
2019-02-07,2.25
2019-02-08,2.25
2019-02-11,2.25
2019-02-12,2.25
2019-02-13,2.25
2019-02-14,2.3399999141693115
2019-02-15,2.3399999141693115
2019-02-19,2.359999895095825
2019-02-20,2.3399999141693115
2019-02-21,2.3399999141693115
2019-02-22,2.3399999141693115
2019-02-25,2.3399999141693115
2019-02-26,2.430000066757202
2019-02-27,2.4570000171661377
2019-02-28,2.4570000171661377
2019-03-01,2.4570000171661377
2019-03-04,2.5
2019-03-05,2.700000047683716
2019-03-06,2.549999952316284
2019-03-07,2.75
2019-03-08,2.950000047683716
2019-03-11,2.950000047683716
2019-03-12,2.9000000953674316
2019-03-13,2.799999952316284
2019-03-14,2.859999895095825
2019-03-15,2.8499999046325684
2019-03-18,2.950000047683716
2019-03-19,2.950000047683716
2019-03-20,2.950000047683716
2019-03-21,2.9600000381469727
2019-03-22,2.9600000381469727
2019-03-25,2.9600000381469727
2019-03-26,2.75
2019-03-27,3.0
2019-03-28,3.0
2019-03-29,3.0
2019-04-01,3.0
2019-04-02,3.0
2019-04-03,2.950000047683716
2019-04-04,3.0
2019-04-05,3.0
2019-04-08,3.0
2019-04-09,3.0
2019-04-10,2.990000009536743
2019-04-11,2.990000009536743
2019-04-12,2.990000009536743
2019-04-15,2.990000009536743
2019-04-16,3.0
2019-04-17,3.0
2019-04-18,2.950000047683716
2019-04-22,2.940000057220459
2019-04-23,2.950000047683716
2019-04-24,2.950000047683716
2019-04-25,2.950000047683716
2019-04-26,2.950000047683716
2019-04-29,3.049999952316284
2019-04-30,3.059999942779541
2019-05-01,3.5
2019-05-02,3.4000000953674316
2019-05-03,3.5299999713897705
2019-05-06,3.4800000190734863
2019-05-07,3.450000047683716
2019-05-08,3.380000114440918
2019-05-09,3.380000114440918
2019-05-10,3.380000114440918
2019-05-13,3.3499999046325684
2019-05-14,3.359999895095825
2019-05-15,3.359999895095825
2019-05-16,3.359999895095825
2019-05-17,3.359999895095825
2019-05-20,3.359999895095825
2019-05-21,3.5
2019-05-22,3.5899999141693115
2019-05-23,3.509999990463257
2019-05-24,3.4800000190734863
2019-05-28,3.299999952316284
2019-05-29,3.299999952316284
2019-05-30,3.4000000953674316
2019-05-31,3.25
2019-06-03,3.299999952316284
2019-06-04,3.299999952316284
2019-06-05,3.299999952316284
2019-06-06,3.299999952316284
2019-06-07,3.299999952316284
2019-06-10,3.200000047683716
2019-06-11,3.240000009536743
2019-06-12,3.2699999809265137
2019-06-13,3.25
2019-06-14,3.25
2019-06-17,3.299999952316284
2019-06-18,3.2899999618530273
2019-06-19,3.2899999618530273
2019-06-20,3.2899999618530273
2019-06-21,3.2899999618530273
2019-06-24,3.2899999618530273
2019-06-25,3.2899999618530273
2019-06-26,3.2899999618530273
2019-06-27,3.2899999618530273
2019-06-28,3.2899999618530273
2019-07-01,3.2899999618530273
2019-07-02,3.299999952316284
2019-07-03,3.299999952316284
2019-07-05,3.299999952316284
2019-07-08,3.299999952316284
2019-07-09,3.25
2019-07-10,3.25
2019-07-11,3.1500000953674316
2019-07-12,3.299999952316284
2019-07-15,3.299999952316284
2019-07-16,3.299999952316284
2019-07-17,3.299999952316284
2019-07-18,3.200000047683716
2019-07-19,3.200000047683716
2019-07-22,3.1500000953674316
2019-07-23,3.1500000953674316
2019-07-24,3.1500000953674316
2019-07-25,3.1500000953674316
2019-07-26,3.1500000953674316
2019-07-29,3.1500000953674316
2019-07-30,3.1500000953674316
2019-07-31,3.1500000953674316
2019-08-01,3.1500000953674316
2019-08-02,3.299999952316284
2019-08-05,3.299999952316284
2019-08-06,3.3499999046325684
2019-08-07,3.450000047683716
2019-08-08,3.5
2019-08-09,3.5
2019-08-12,3.5
2019-08-13,3.4600000381469727
2019-08-14,3.490000009536743
2019-08-15,3.490000009536743
2019-08-16,3.4200000762939453
2019-08-19,3.2279999256134033
2019-08-20,3.1500000953674316
2019-08-21,3.1500000953674316
2019-08-22,3.140000104904175
2019-08-23,3.140000104904175
2019-08-26,3.049999952316284
2019-08-27,3.1500000953674316
2019-08-28,3.140000104904175
2019-08-29,3.140000104904175
2019-08-30,3.1500000953674316
2019-09-03,3.1500000953674316
2019-09-04,3.1500000953674316
2019-09-05,3.1500000953674316
2019-09-06,3.0
2019-09-09,3.4000000953674316
2019-09-10,3.25
2019-09-11,3.440000057220459
2019-09-12,3.440000057220459
2019-09-13,3.450000047683716
2019-09-16,3.5
2019-09-17,3.5
2019-09-18,3.5
2019-09-19,3.5
2019-09-20,3.5
2019-09-23,3.5
2019-09-24,3.5
2019-09-25,3.5
2019-09-26,3.3499999046325684
2019-09-27,3.049999952316284
2019-09-30,3.049999952316284
2019-10-01,3.049999952316284
2019-10-02,3.1500000953674316
2019-10-03,3.1500000953674316
2019-10-04,3.1500000953674316
2019-10-07,3.119999885559082
2019-10-08,3.1500000953674316
2019-10-09,3.25
2019-10-10,3.25
2019-10-11,3.25
2019-10-14,3.25
2019-10-15,3.450000047683716
2019-10-16,3.259999990463257
2019-10-17,3.259999990463257
2019-10-18,3.5
2019-10-21,3.390000104904175
2019-10-22,3.390000104904175
2019-10-23,3.390000104904175
2019-10-24,3.3499999046325684
2019-10-25,3.5
2019-10-28,3.5
2019-10-29,3.5
2019-10-30,3.509999990463257
2019-10-31,3.5
2019-11-01,3.5
2019-11-04,3.5
2019-11-05,3.869999885559082
2019-11-06,4.289999961853027
2019-11-07,4.324999809265137
2019-11-08,4.340000152587891
2019-11-11,4.28000020980835
2019-11-12,4.0
2019-11-13,4.0
2019-11-14,4.0
2019-11-15,4.010000228881836
2019-11-18,4.070000171661377
2019-11-19,4.050000190734863
2019-11-20,4.050000190734863
2019-11-21,4.050000190734863
2019-11-22,4.199999809265137
2019-11-25,4.0
2019-11-26,4.050000190734863
2019-11-27,4.099999904632568
2019-11-29,4.25
2019-12-02,4.199999809265137
2019-12-03,4.239999771118164
2019-12-04,4.289999961853027
2019-12-05,4.090000152587891
2019-12-06,4.199999809265137
2019-12-09,4.199999809265137
2019-12-10,4.300000190734863
2019-12-11,4.300000190734863
2019-12-12,4.199999809265137
2019-12-13,3.990000009536743
2019-12-16,4.119999885559082
2019-12-17,4.119999885559082
2019-12-18,4.235000133514404
2019-12-19,4.28000020980835
2019-12-20,4.480000019073486
2019-12-23,4.599999904632568
2019-12-24,4.650000095367432
2019-12-26,4.590000152587891
2019-12-27,4.550000190734863
2019-12-30,4.5
2019-12-31,4.25
2020-01-02,4.550000190734863
2020-01-03,4.579999923706055
2020-01-06,4.599999904632568
2020-01-07,4.599999904632568
2020-01-08,4.610000133514404
2020-01-09,4.639999866485596
2020-01-10,4.639999866485596
2020-01-13,4.679999828338623
2020-01-14,4.679999828338623
2020-01-15,4.679999828338623
2020-01-16,4.679999828338623
2020-01-17,4.699999809265137
2020-01-21,4.699999809265137
2020-01-22,4.699999809265137
2020-01-23,4.599999904632568
2020-01-24,4.599999904632568
2020-01-27,4.599999904632568
2020-01-28,4.650000095367432
2020-01-29,4.650000095367432
2020-01-30,4.699999809265137
2020-01-31,4.429999828338623
2020-02-03,4.599999904632568
2020-02-04,4.429999828338623
2020-02-05,4.690000057220459
2020-02-06,4.699999809265137
2020-02-07,4.699999809265137
2020-02-10,4.697999954223633
2020-02-11,4.699999809265137
2020-02-12,4.599999904632568
2020-02-13,4.699999809265137
2020-02-14,4.699999809265137
2020-02-18,4.699999809265137
2020-02-19,4.699999809265137
2020-02-20,4.699999809265137
2020-02-21,4.699999809265137
2020-02-24,4.650000095367432
2020-02-25,4.650000095367432
2020-02-26,4.699999809265137
2020-02-27,4.690000057220459
2020-02-28,4.460000038146973
2020-03-02,4.699999809265137
2020-03-03,4.699999809265137
2020-03-04,4.699999809265137
2020-03-05,4.75
2020-03-06,4.699999809265137
2020-03-09,4.699999809265137
2020-03-10,4.699999809265137
2020-03-11,4.699999809265137
2020-03-12,4.25
2020-03-13,4.599999904632568
2020-03-16,3.7100000381469727
2020-03-17,3.75
2020-03-18,3.0
2020-03-19,3.299999952316284
2020-03-20,3.490000009536743
2020-03-23,3.5
2020-03-24,3.75
2020-03-25,4.0
2020-03-26,4.349999904632568
2020-03-27,4.050000190734863
2020-03-30,4.320000171661377
2020-03-31,4.300000190734863
2020-04-01,4.099999904632568
2020-04-02,4.099999904632568
2020-04-03,4.099999904632568
2020-04-06,4.389999866485596
2020-04-07,4.400000095367432
2020-04-08,4.5
2020-04-09,4.599999904632568
2020-04-13,4.53000020980835
2020-04-14,4.550000190734863
2020-04-15,4.599999904632568
2020-04-16,4.599999904632568
2020-04-17,5.150000095367432
2020-04-20,5.199999809265137
2020-04-21,6.0
2020-04-22,5.800000190734863
2020-04-23,5.849999904632568
2020-04-24,5.949999809265137
2020-04-27,5.940000057220459
2020-04-28,6.0
2020-04-29,6.199999809265137
2020-04-30,6.175000190734863
2020-05-01,5.949999809265137
2020-05-04,6.050000190734863
2020-05-05,6.25
2020-05-06,6.25
2020-05-07,6.179999828338623
2020-05-08,6.199999809265137
2020-05-11,6.199999809265137
2020-05-12,6.150000095367432
2020-05-13,6.150000095367432
2020-05-14,6.019999980926514
2020-05-15,5.900000095367432
2020-05-18,5.800000190734863
2020-05-19,5.789999961853027
2020-05-20,5.75
2020-05-21,5.800000190734863
2020-05-22,5.929999828338623
2020-05-26,5.929999828338623
2020-05-27,6.0
2020-05-28,6.0
2020-05-29,5.949999809265137
2020-06-01,5.599999904632568
2020-06-02,5.699999809265137
2020-06-03,5.599999904632568
2020-06-04,5.590000152587891
2020-06-05,6.0
2020-06-08,5.900000095367432
2020-06-09,5.925000190734863
2020-06-10,5.949999809265137
2020-06-11,5.949999809265137
2020-06-12,5.75
2020-06-15,5.699999809265137
2020-06-16,5.599999904632568
2020-06-17,5.75
2020-06-18,5.800000190734863
2020-06-19,5.800000190734863
2020-06-22,5.619999885559082
2020-06-23,5.599999904632568
2020-06-24,5.599999904632568
2020-06-25,5.5
2020-06-26,5.5
2020-06-29,5.889999866485596
2020-06-30,5.699999809265137
2020-07-01,5.650000095367432
2020-07-02,5.599999904632568
2020-07-06,6.150000095367432
2020-07-07,6.150000095367432
2020-07-08,6.019999980926514
2020-07-09,6.120999813079834
2020-07-10,6.139999866485596
2020-07-13,6.150000095367432
2020-07-14,6.090000152587891
2020-07-15,6.039999961853027
2020-07-16,6.0
2020-07-17,5.800000190734863
2020-07-20,5.989999771118164
2020-07-21,6.050000190734863
2020-07-22,6.650000095367432
2020-07-23,6.489999771118164
2020-07-24,7.0
2020-07-27,7.5
2020-07-28,7.510000228881836
2020-07-29,7.929999828338623
2020-07-30,8.0
2020-07-31,8.84000015258789
2020-08-03,9.199999809265137
2020-08-04,9.78499984741211
2020-08-05,9.470000267028809
2020-08-06,11.0600004196167
2020-08-07,11.289999961853027
2020-08-10,9.300000190734863
2020-08-11,10.454999923706055
2020-08-12,9.729999542236328
2020-08-13,9.720000267028809
2020-08-14,9.079999923706055
2020-08-17,8.486000061035156
2020-08-18,8.739999771118164
2020-08-19,9.300000190734863
2020-08-20,9.649999618530273
2020-08-21,9.680000305175781
2020-08-24,9.520000457763672
2020-08-25,9.899999618530273
2020-08-26,9.5
2020-08-27,9.399999618530273
2020-08-28,9.75
2020-08-31,9.449999809265137
2020-09-01,9.6899995803833
2020-09-02,9.550000190734863
2020-09-03,8.850000381469727
2020-09-04,8.795000076293945
2020-09-08,8.84000015258789
2020-09-09,9.100000381469727
2020-09-10,8.880000114440918
2020-09-11,8.84000015258789
2020-09-14,8.399999618530273
2020-09-15,8.319999694824219
2020-09-16,8.100000381469727
2020-09-17,7.900000095367432
2020-09-18,7.510000228881836
2020-09-21,7.389999866485596
2020-09-22,6.599999904632568
2020-09-23,6.190000057220459
2020-09-24,5.5
2020-09-25,5.590000152587891
2020-09-28,5.840000152587891
2020-09-29,5.510000228881836
2020-09-30,5.590000152587891
2020-10-01,5.53000020980835
2020-10-02,5.599999904632568
2020-10-05,5.579999923706055
2020-10-06,5.46999979019165
2020-10-07,5.519999980926514
2020-10-08,5.579999923706055
2020-10-09,5.510000228881836
2020-10-12,5.5
2020-10-13,5.550000190734863
2020-10-14,5.409999847412109
2020-10-15,5.480000019073486
2020-10-16,5.5
2020-10-19,5.579999923706055
2020-10-20,6.420000076293945
2020-10-21,6.260000228881836
2020-10-22,6.449999809265137
2020-10-23,6.860000133514404
2020-10-26,6.679999828338623
2020-10-27,6.630000114440918
2020-10-28,6.360000133514404
2020-10-29,6.670000076293945
2020-10-30,6.320000171661377
2020-11-02,6.269999980926514
2020-11-03,6.28000020980835
2020-11-04,6.570000171661377
2020-11-05,6.840000152587891
2020-11-06,6.929999828338623
2020-11-09,6.829999923706055
2020-11-10,6.909999847412109
2020-11-11,6.599999904632568
2020-11-12,6.349999904632568
2020-11-13,6.489999771118164
2020-11-16,6.320000171661377
2020-11-17,6.409999847412109
2020-11-18,6.489999771118164
2020-11-19,6.449999809265137
2020-11-20,6.400000095367432
2020-11-23,6.489999771118164
2020-11-24,6.46999979019165
2020-11-25,6.400000095367432
2020-11-27,6.210000038146973
2020-11-30,6.579999923706055
2020-12-01,6.929999828338623
2020-12-02,6.869999885559082
2020-12-03,7.090000152587891
2020-12-04,6.800000190734863
2020-12-07,7.369999885559082
2020-12-08,7.269999980926514
2020-12-09,7.059999942779541
2020-12-10,6.690000057220459
2020-12-11,6.690000057220459
2020-12-14,7.050000190734863
2020-12-15,7.210000038146973
2020-12-16,7.400000095367432
2020-12-17,7.710000038146973
2020-12-18,7.190000057220459
2020-12-21,7.119999885559082
2020-12-22,7.119999885559082
2020-12-23,7.210000038146973
2020-12-24,7.159999847412109
2020-12-28,7.210000038146973
2020-12-29,7.059999942779541
2020-12-30,7.025000095367432
2020-12-31,6.929999828338623
2021-01-04,6.71999979019165
2021-01-05,6.769999980926514
2021-01-06,7.099999904632568
2021-01-07,7.260000228881836
2021-01-08,7.340000152587891
2021-01-11,7.099999904632568
2021-01-12,7.010000228881836
2021-01-13,6.929999828338623
2021-01-14,7.420000076293945
2021-01-15,7.21999979019165
2021-01-19,7.03000020980835
2021-01-20,6.800000190734863
2021-01-21,7.340000152587891
2021-01-22,7.25
2021-01-25,7.239999771118164
2021-01-26,7.179999828338623
2021-01-27,7.139999866485596
2021-01-28,7.0
2021-01-29,7.0
2021-02-01,7.0
2021-02-02,6.900000095367432
2021-02-03,6.699999809265137
2021-02-04,6.599999904632568
2021-02-05,6.590000152587891
2021-02-08,6.690000057220459
2021-02-09,6.670000076293945
2021-02-10,6.579999923706055
2021-02-11,6.489999771118164
2021-02-12,6.590000152587891
2021-02-16,6.420000076293945
2021-02-17,6.389999866485596
2021-02-18,6.039999961853027
2021-02-19,6.090000152587891
2021-02-22,6.269999980926514
2021-02-23,6.170000076293945
2021-02-24,6.039999961853027
2021-02-25,5.730000019073486
2021-02-26,5.869999885559082
2021-03-01,6.010000228881836
2021-03-02,5.989999771118164
2021-03-03,5.889999866485596
2021-03-04,5.960000038146973
2021-03-05,6.28000020980835
2021-03-08,6.880000114440918
2021-03-09,6.630000114440918
2021-03-10,6.659999847412109
2021-03-11,6.340000152587891
2021-03-12,6.889999866485596
2021-03-15,7.110000133514404
2021-03-16,6.800000190734863
2021-03-17,6.619999885559082
2021-03-18,6.440000057220459
2021-03-19,6.599999904632568
2021-03-22,6.96999979019165
2021-03-23,6.650000095367432
2021-03-24,6.440000057220459
2021-03-25,6.349999904632568
2021-03-26,6.420000076293945
2021-03-29,6.260000228881836
2021-03-30,6.079999923706055
2021-03-31,5.800000190734863
2021-04-01,6.21999979019165
2021-04-05,6.150000095367432
2021-04-06,6.21999979019165
2021-04-07,6.110000133514404
2021-04-08,6.28000020980835
2021-04-09,6.46999979019165
2021-04-12,6.53000020980835
2021-04-13,6.449999809265137
2021-04-14,6.269999980926514
2021-04-15,6.349999904632568
2021-04-16,6.099999904632568
2021-04-19,5.929999828338623
2021-04-20,5.980000019073486
2021-04-21,5.809999942779541
2021-04-22,5.860000133514404
2021-04-23,6.300000190734863
2021-04-26,6.230000019073486
2021-04-27,6.119999885559082
2021-04-28,5.980000019073486
2021-04-29,5.880000114440918
2021-04-30,5.699999809265137
2021-05-03,5.78000020980835
2021-05-04,5.639999866485596
2021-05-05,5.480000019073486
2021-05-06,5.309999942779541
2021-05-07,5.375
2021-05-10,5.289999961853027
2021-05-11,5.349999904632568
2021-05-12,4.960000038146973
2021-05-13,5.099999904632568
2021-05-14,5.334000110626221
