,GCP
2017-07-12,31.100000381469727
2017-07-13,30.75
2017-07-14,30.850000381469727
2017-07-17,31.149999618530273
2017-07-18,30.899999618530273
2017-07-19,31.399999618530273
2017-07-20,31.0
2017-07-21,31.100000381469727
2017-07-24,30.850000381469727
2017-07-25,30.850000381469727
2017-07-26,30.950000762939453
2017-07-27,30.25
2017-07-28,30.799999237060547
2017-07-31,30.299999237060547
2017-08-01,30.25
2017-08-02,29.899999618530273
2017-08-03,30.049999237060547
2017-08-04,30.600000381469727
2017-08-07,30.5
2017-08-08,29.950000762939453
2017-08-09,29.350000381469727
2017-08-10,28.75
2017-08-11,28.600000381469727
2017-08-14,28.799999237060547
2017-08-15,28.649999618530273
2017-08-16,28.75
2017-08-17,28.649999618530273
2017-08-18,28.950000762939453
2017-08-21,28.5
2017-08-22,28.850000381469727
2017-08-23,28.75
2017-08-24,28.450000762939453
2017-08-25,27.75
2017-08-28,27.700000762939453
2017-08-29,27.899999618530273
2017-08-30,28.149999618530273
2017-08-31,28.25
2017-09-01,29.100000381469727
2017-09-05,28.5
2017-09-06,28.75
2017-09-07,28.950000762939453
2017-09-08,28.75
2017-09-11,29.049999237060547
2017-09-12,29.899999618530273
2017-09-13,29.700000762939453
2017-09-14,30.0
2017-09-15,29.850000381469727
2017-09-18,30.200000762939453
2017-09-19,30.5
2017-09-20,31.100000381469727
2017-09-21,31.350000381469727
2017-09-22,31.700000762939453
2017-09-25,31.549999237060547
2017-09-26,31.100000381469727
2017-09-27,31.049999237060547
2017-09-28,30.5
2017-09-29,30.700000762939453
2017-10-02,31.299999237060547
2017-10-03,31.5
2017-10-04,31.600000381469727
2017-10-05,31.700000762939453
2017-10-06,31.600000381469727
2017-10-09,31.600000381469727
2017-10-10,31.75
2017-10-11,31.850000381469727
2017-10-12,31.75
2017-10-13,30.25
2017-10-16,29.799999237060547
2017-10-17,29.200000762939453
2017-10-18,29.850000381469727
2017-10-19,29.299999237060547
2017-10-20,29.299999237060547
2017-10-23,28.600000381469727
2017-10-24,28.899999618530273
2017-10-25,28.850000381469727
2017-10-26,29.0
2017-10-27,29.350000381469727
2017-10-30,29.0
2017-10-31,29.25
2017-11-01,29.25
2017-11-02,28.649999618530273
2017-11-03,29.549999237060547
2017-11-06,29.700000762939453
2017-11-07,28.700000762939453
2017-11-08,28.850000381469727
2017-11-09,28.299999237060547
2017-11-10,28.299999237060547
2017-11-13,28.5
2017-11-14,28.75
2017-11-15,29.100000381469727
2017-11-16,29.700000762939453
2017-11-17,29.950000762939453
2017-11-20,29.75
2017-11-21,29.799999237060547
2017-11-22,29.899999618530273
2017-11-24,30.950000762939453
2017-11-27,31.149999618530273
2017-11-28,31.700000762939453
2017-11-29,32.349998474121094
2017-11-30,32.75
2017-12-01,33.0
2017-12-04,32.650001525878906
2017-12-05,32.5
2017-12-06,31.899999618530273
2017-12-07,32.400001525878906
2017-12-08,32.25
2017-12-11,32.0
2017-12-12,32.04999923706055
2017-12-13,32.5
2017-12-14,31.899999618530273
2017-12-15,32.5
2017-12-18,32.599998474121094
2017-12-19,32.349998474121094
2017-12-20,32.25
2017-12-21,32.29999923706055
2017-12-22,32.29999923706055
2017-12-26,32.04999923706055
2017-12-27,32.25
2017-12-28,32.150001525878906
2017-12-29,31.899999618530273
2018-01-02,32.400001525878906
2018-01-03,32.900001525878906
2018-01-04,32.95000076293945
2018-01-05,33.599998474121094
2018-01-08,33.400001525878906
2018-01-09,33.79999923706055
2018-01-10,34.04999923706055
2018-01-11,34.400001525878906
2018-01-12,34.0
2018-01-16,33.70000076293945
2018-01-17,34.099998474121094
2018-01-18,33.849998474121094
2018-01-19,34.349998474121094
2018-01-22,34.0
2018-01-23,34.0
2018-01-24,34.0
2018-01-25,34.29999923706055
2018-01-26,34.099998474121094
2018-01-29,34.20000076293945
2018-01-30,33.900001525878906
2018-01-31,33.400001525878906
2018-02-01,33.95000076293945
2018-02-02,33.349998474121094
2018-02-05,32.5
2018-02-06,32.900001525878906
2018-02-07,32.900001525878906
2018-02-08,31.5
2018-02-09,31.75
2018-02-12,32.25
2018-02-13,32.54999923706055
2018-02-14,32.5
2018-02-15,32.349998474121094
2018-02-16,33.5
2018-02-20,32.849998474121094
2018-02-21,32.900001525878906
2018-02-22,32.599998474121094
2018-02-23,32.849998474121094
2018-02-26,32.349998474121094
2018-02-27,30.450000762939453
2018-02-28,30.75
2018-03-01,31.549999237060547
2018-03-02,31.600000381469727
2018-03-05,31.600000381469727
2018-03-06,31.549999237060547
2018-03-07,31.350000381469727
2018-03-08,30.5
2018-03-09,31.200000762939453
2018-03-12,31.549999237060547
2018-03-13,31.799999237060547
2018-03-14,31.149999618530273
2018-03-15,30.25
2018-03-16,30.399999618530273
2018-03-19,30.350000381469727
2018-03-20,30.25
2018-03-21,29.950000762939453
2018-03-22,29.399999618530273
2018-03-23,28.799999237060547
2018-03-26,29.5
2018-03-27,29.049999237060547
2018-03-28,29.350000381469727
2018-03-29,29.049999237060547
2018-04-02,28.75
2018-04-03,29.0
2018-04-04,29.350000381469727
2018-04-05,29.950000762939453
2018-04-06,29.25
2018-04-09,28.850000381469727
2018-04-10,29.299999237060547
2018-04-11,29.200000762939453
2018-04-12,29.549999237060547
2018-04-13,29.350000381469727
2018-04-16,29.899999618530273
2018-04-17,30.399999618530273
2018-04-18,30.649999618530273
2018-04-19,30.600000381469727
2018-04-20,30.700000762939453
2018-04-23,31.100000381469727
2018-04-24,30.75
2018-04-25,30.649999618530273
2018-04-26,30.149999618530273
2018-04-27,29.100000381469727
2018-04-30,28.649999618530273
2018-05-01,28.649999618530273
2018-05-02,28.0
2018-05-03,28.0
2018-05-04,28.299999237060547
2018-05-07,28.75
2018-05-08,29.25
2018-05-09,29.0
2018-05-10,29.25
2018-05-11,31.0
2018-05-14,30.75
2018-05-15,30.75
2018-05-16,31.299999237060547
2018-05-17,31.350000381469727
2018-05-18,31.25
2018-05-21,31.100000381469727
2018-05-22,30.799999237060547
2018-05-23,31.149999618530273
2018-05-24,31.149999618530273
2018-05-25,32.099998474121094
2018-05-29,31.850000381469727
2018-05-30,31.950000762939453
2018-05-31,31.649999618530273
2018-06-01,32.0
2018-06-04,31.850000381469727
2018-06-05,31.700000762939453
2018-06-06,32.20000076293945
2018-06-07,32.20000076293945
2018-06-08,32.25
2018-06-11,32.04999923706055
2018-06-12,31.899999618530273
2018-06-13,31.549999237060547
2018-06-14,31.5
2018-06-15,31.549999237060547
2018-06-18,31.049999237060547
2018-06-19,30.350000381469727
2018-06-20,30.399999618530273
2018-06-21,29.25
2018-06-22,28.850000381469727
2018-06-25,28.5
2018-06-26,29.0
2018-06-27,28.5
2018-06-28,28.75
2018-06-29,28.950000762939453
2018-07-02,28.299999237060547
2018-07-03,28.350000381469727
2018-07-05,28.850000381469727
2018-07-06,28.950000762939453
2018-07-09,29.200000762939453
2018-07-10,28.950000762939453
2018-07-11,29.0
2018-07-12,28.799999237060547
2018-07-13,28.649999618530273
2018-07-16,28.100000381469727
2018-07-17,29.5
2018-07-18,29.450000762939453
2018-07-19,29.700000762939453
2018-07-20,29.399999618530273
2018-07-23,28.799999237060547
2018-07-24,28.700000762939453
2018-07-25,28.600000381469727
2018-07-26,29.5
2018-07-27,29.25
2018-07-30,28.700000762939453
2018-07-31,29.149999618530273
2018-08-01,28.149999618530273
2018-08-02,27.950000762939453
2018-08-03,28.049999237060547
2018-08-06,27.850000381469727
2018-08-07,27.850000381469727
2018-08-08,25.5
2018-08-09,26.799999237060547
2018-08-10,26.049999237060547
2018-08-13,25.350000381469727
2018-08-14,25.299999237060547
2018-08-15,25.350000381469727
2018-08-16,26.0
2018-08-17,25.799999237060547
2018-08-20,25.700000762939453
2018-08-21,26.25
2018-08-22,25.799999237060547
2018-08-23,25.649999618530273
2018-08-24,26.100000381469727
2018-08-27,26.5
2018-08-28,26.049999237060547
2018-08-29,26.399999618530273
2018-08-30,25.649999618530273
2018-08-31,25.200000762939453
2018-09-04,25.700000762939453
2018-09-05,26.200000762939453
2018-09-06,25.649999618530273
2018-09-07,25.200000762939453
2018-09-10,24.450000762939453
2018-09-11,24.299999237060547
2018-09-12,24.75
2018-09-13,25.450000762939453
2018-09-14,25.549999237060547
2018-09-17,25.950000762939453
2018-09-18,25.899999618530273
2018-09-19,25.950000762939453
2018-09-20,26.25
2018-09-21,26.549999237060547
2018-09-24,26.799999237060547
2018-09-25,26.600000381469727
2018-09-26,26.049999237060547
2018-09-27,26.399999618530273
2018-09-28,26.549999237060547
2018-10-01,26.1200008392334
2018-10-02,26.34000015258789
2018-10-03,26.209999084472656
2018-10-04,26.309999465942383
2018-10-05,25.920000076293945
2018-10-08,26.299999237060547
2018-10-09,25.530000686645508
2018-10-10,24.93000030517578
2018-10-11,24.899999618530273
2018-10-12,24.860000610351562
2018-10-15,25.389999389648438
2018-10-16,26.1200008392334
2018-10-17,25.809999465942383
2018-10-18,24.520000457763672
2018-10-19,24.219999313354492
2018-10-22,24.790000915527344
2018-10-23,25.309999465942383
2018-10-24,24.709999084472656
2018-10-25,25.06999969482422
2018-10-26,25.020000457763672
2018-10-29,25.15999984741211
2018-10-30,25.940000534057617
2018-10-31,25.969999313354492
2018-11-01,26.950000762939453
2018-11-02,26.899999618530273
2018-11-05,26.739999771118164
2018-11-06,27.670000076293945
2018-11-07,28.809999465942383
2018-11-08,27.719999313354492
2018-11-09,26.670000076293945
2018-11-12,26.489999771118164
2018-11-13,26.579999923706055
2018-11-14,26.530000686645508
2018-11-15,26.56999969482422
2018-11-16,26.559999465942383
2018-11-19,26.020000457763672
2018-11-20,25.709999084472656
2018-11-21,26.1299991607666
2018-11-23,26.459999084472656
2018-11-26,26.969999313354492
2018-11-27,26.40999984741211
2018-11-28,27.149999618530273
2018-11-29,26.530000686645508
2018-11-30,27.299999237060547
2018-12-03,27.610000610351562
2018-12-04,26.280000686645508
2018-12-06,26.149999618530273
2018-12-07,25.600000381469727
2018-12-10,25.389999389648438
2018-12-11,25.309999465942383
2018-12-12,25.43000030517578
2018-12-13,24.93000030517578
2018-12-14,24.309999465942383
2018-12-17,23.899999618530273
2018-12-18,23.950000762939453
2018-12-19,24.049999237060547
2018-12-20,23.950000762939453
2018-12-21,23.389999389648438
2018-12-24,22.6299991607666
2018-12-26,23.8700008392334
2018-12-27,24.68000030517578
2018-12-28,24.790000915527344
2018-12-31,24.549999237060547
2019-01-02,25.110000610351562
2019-01-03,24.639999389648438
2019-01-04,25.610000610351562
2019-01-07,25.549999237060547
2019-01-08,25.190000534057617
2019-01-09,24.950000762939453
2019-01-10,25.100000381469727
2019-01-11,25.059999465942383
2019-01-14,25.15999984741211
2019-01-15,24.829999923706055
2019-01-16,24.6299991607666
2019-01-17,24.420000076293945
2019-01-18,25.260000228881836
2019-01-22,24.639999389648438
2019-01-23,24.549999237060547
2019-01-24,24.670000076293945
2019-01-25,24.969999313354492
2019-01-28,24.969999313354492
2019-01-29,25.260000228881836
2019-01-30,25.229999542236328
2019-01-31,25.200000762939453
2019-02-01,25.299999237060547
2019-02-04,25.770000457763672
2019-02-05,25.479999542236328
2019-02-06,24.959999084472656
2019-02-07,24.760000228881836
2019-02-08,24.84000015258789
2019-02-11,25.040000915527344
2019-02-12,25.440000534057617
2019-02-13,25.450000762939453
2019-02-14,25.100000381469727
2019-02-15,25.6299991607666
2019-02-19,26.25
2019-02-20,26.450000762939453
2019-02-21,26.3700008392334
2019-02-22,26.309999465942383
2019-02-25,26.309999465942383
2019-02-26,26.290000915527344
2019-02-27,29.790000915527344
2019-02-28,29.969999313354492
2019-03-01,30.18000030517578
2019-03-04,29.760000228881836
2019-03-05,29.229999542236328
2019-03-06,29.350000381469727
2019-03-07,29.65999984741211
2019-03-08,29.350000381469727
2019-03-11,29.5
2019-03-12,29.3700008392334
2019-03-13,28.979999542236328
2019-03-14,28.200000762939453
2019-03-15,30.1200008392334
2019-03-18,30.43000030517578
2019-03-19,29.940000534057617
2019-03-20,29.920000076293945
2019-03-21,29.969999313354492
2019-03-22,28.90999984741211
2019-03-25,29.170000076293945
2019-03-26,29.079999923706055
2019-03-27,28.530000686645508
2019-03-28,29.290000915527344
2019-03-29,29.600000381469727
2019-04-01,29.670000076293945
2019-04-02,29.31999969482422
2019-04-03,29.450000762939453
2019-04-04,29.59000015258789
2019-04-05,29.600000381469727
2019-04-08,29.520000457763672
2019-04-09,29.209999084472656
2019-04-10,29.43000030517578
2019-04-11,29.690000534057617
2019-04-12,29.639999389648438
2019-04-15,29.34000015258789
2019-04-16,29.450000762939453
2019-04-17,29.0
2019-04-18,28.709999084472656
2019-04-22,28.25
2019-04-23,28.200000762939453
2019-04-24,28.329999923706055
2019-04-25,28.520000457763672
2019-04-26,28.760000228881836
2019-04-29,28.8799991607666
2019-04-30,28.790000915527344
2019-05-01,28.079999923706055
2019-05-02,28.25
2019-05-03,28.829999923706055
2019-05-06,28.5
2019-05-07,28.139999389648438
2019-05-08,28.0
2019-05-09,27.760000228881836
2019-05-10,27.5
2019-05-13,26.579999923706055
2019-05-14,26.420000076293945
2019-05-15,26.079999923706055
2019-05-16,26.209999084472656
2019-05-17,25.899999618530273
2019-05-20,25.770000457763672
2019-05-21,26.280000686645508
2019-05-22,26.219999313354492
2019-05-23,26.149999618530273
2019-05-24,26.200000762939453
2019-05-28,25.989999771118164
2019-05-29,25.670000076293945
2019-05-30,25.360000610351562
2019-05-31,26.15999984741211
2019-06-03,25.950000762939453
2019-06-04,26.399999618530273
2019-06-05,26.530000686645508
2019-06-06,26.8799991607666
2019-06-07,27.200000762939453
2019-06-10,26.989999771118164
2019-06-11,27.139999389648438
2019-06-12,27.110000610351562
2019-06-13,27.34000015258789
2019-06-14,26.65999984741211
2019-06-17,26.389999389648438
2019-06-18,22.899999618530273
2019-06-19,23.309999465942383
2019-06-20,23.1299991607666
2019-06-21,22.969999313354492
2019-06-24,22.549999237060547
2019-06-25,22.209999084472656
2019-06-26,22.030000686645508
2019-06-27,22.31999969482422
2019-06-28,22.639999389648438
2019-07-01,22.81999969482422
2019-07-02,22.950000762939453
2019-07-03,22.979999542236328
2019-07-05,23.110000610351562
2019-07-08,22.469999313354492
2019-07-09,22.399999618530273
2019-07-10,22.139999389648438
2019-07-11,22.1299991607666
2019-07-12,22.0
2019-07-15,22.219999313354492
2019-07-16,22.510000228881836
2019-07-17,22.1299991607666
2019-07-18,22.110000610351562
2019-07-19,22.09000015258789
2019-07-22,21.899999618530273
2019-07-23,22.360000610351562
2019-07-24,22.540000915527344
2019-07-25,22.030000686645508
2019-07-26,22.270000457763672
2019-07-29,21.799999237060547
2019-07-30,22.139999389648438
2019-07-31,22.030000686645508
2019-08-01,21.520000457763672
2019-08-02,21.190000534057617
2019-08-05,20.309999465942383
2019-08-06,20.459999084472656
2019-08-07,19.739999771118164
2019-08-08,19.770000457763672
2019-08-09,19.34000015258789
2019-08-12,18.81999969482422
2019-08-13,18.450000762939453
2019-08-14,17.829999923706055
2019-08-15,17.579999923706055
2019-08-16,17.860000610351562
2019-08-19,17.850000381469727
2019-08-20,17.610000610351562
2019-08-21,17.700000762939453
2019-08-22,17.559999465942383
2019-08-23,17.1200008392334
2019-08-26,17.049999237060547
2019-08-27,16.729999542236328
2019-08-28,16.81999969482422
2019-08-29,17.010000228881836
2019-08-30,17.549999237060547
2019-09-03,16.979999542236328
2019-09-04,17.229999542236328
2019-09-05,17.600000381469727
2019-09-06,17.770000457763672
2019-09-09,18.799999237060547
2019-09-10,20.040000915527344
2019-09-11,20.020000457763672
2019-09-12,20.6200008392334
2019-09-13,20.90999984741211
2019-09-16,21.100000381469727
2019-09-17,20.8799991607666
2019-09-18,20.700000762939453
2019-09-19,20.59000015258789
2019-09-20,20.799999237060547
2019-09-23,20.59000015258789
2019-09-24,19.709999084472656
2019-09-25,19.75
2019-09-26,19.239999771118164
2019-09-27,18.770000457763672
2019-09-30,19.25
2019-10-01,18.65999984741211
2019-10-02,18.899999618530273
2019-10-03,18.8700008392334
2019-10-04,19.079999923706055
2019-10-07,19.100000381469727
2019-10-08,18.65999984741211
2019-10-09,18.6200008392334
2019-10-10,18.6200008392334
2019-10-11,19.43000030517578
2019-10-14,19.75
2019-10-15,20.010000228881836
2019-10-16,20.1299991607666
2019-10-17,20.690000534057617
2019-10-18,20.639999389648438
2019-10-21,20.6299991607666
2019-10-22,20.59000015258789
2019-10-23,20.8700008392334
2019-10-24,20.729999542236328
2019-10-25,21.040000915527344
2019-10-28,21.139999389648438
2019-10-29,21.239999771118164
2019-10-30,21.149999618530273
2019-10-31,20.65999984741211
2019-11-01,21.549999237060547
2019-11-04,21.639999389648438
2019-11-05,21.440000534057617
2019-11-06,23.299999237060547
2019-11-07,23.489999771118164
2019-11-08,23.649999618530273
2019-11-11,23.440000534057617
2019-11-12,22.989999771118164
2019-11-13,22.68000030517578
2019-11-14,22.489999771118164
2019-11-15,22.420000076293945
2019-11-18,22.010000228881836
2019-11-19,21.809999465942383
2019-11-20,21.860000610351562
2019-11-21,21.459999084472656
2019-11-22,21.690000534057617
2019-11-25,22.34000015258789
2019-11-26,22.270000457763672
2019-11-27,22.479999542236328
2019-11-29,22.3700008392334
2019-12-02,22.100000381469727
2019-12-03,22.020000457763672
2019-12-04,22.209999084472656
2019-12-05,22.489999771118164
2019-12-06,22.780000686645508
2019-12-09,22.469999313354492
2019-12-10,22.110000610351562
