,GCP
2016-02-04,16.899999618530273
2016-02-05,17.5
2016-02-08,17.0
2016-02-09,16.899999618530273
2016-02-10,15.880000114440918
2016-02-11,15.979999542236328
2016-02-12,15.789999961853027
2016-02-16,15.489999771118164
2016-02-17,15.9399995803833
2016-02-18,16.399999618530273
2016-02-19,16.440000534057617
2016-02-22,17.0
2016-02-23,17.0
2016-02-24,16.979999542236328
2016-02-25,17.110000610351562
2016-02-26,18.030000686645508
2016-02-29,17.729999542236328
2016-03-01,18.110000610351562
2016-03-02,17.950000762939453
2016-03-03,18.0
2016-03-04,18.940000534057617
2016-03-07,18.690000534057617
2016-03-08,17.920000076293945
2016-03-09,19.079999923706055
2016-03-10,19.469999313354492
2016-03-11,19.510000228881836
2016-03-14,19.100000381469727
2016-03-15,19.010000228881836
2016-03-16,19.200000762939453
2016-03-17,19.200000762939453
2016-03-18,20.030000686645508
2016-03-21,20.09000015258789
2016-03-22,20.010000228881836
2016-03-23,19.989999771118164
2016-03-24,20.010000228881836
2016-03-28,20.079999923706055
2016-03-29,20.010000228881836
2016-03-30,20.260000228881836
2016-03-31,19.940000534057617
2016-04-01,20.549999237060547
2016-04-04,21.149999618530273
2016-04-05,21.079999923706055
2016-04-06,21.450000762939453
2016-04-07,21.020000457763672
2016-04-08,21.15999984741211
2016-04-11,21.3799991607666
2016-04-12,21.329999923706055
2016-04-13,21.360000610351562
2016-04-14,21.18000030517578
2016-04-15,21.350000381469727
2016-04-18,21.469999313354492
2016-04-19,21.350000381469727
2016-04-20,21.510000228881836
2016-04-21,21.8799991607666
2016-04-22,22.3700008392334
2016-04-25,22.639999389648438
2016-04-26,22.350000381469727
2016-04-27,22.469999313354492
2016-04-28,22.549999237060547
2016-04-29,22.1299991607666
2016-05-02,22.729999542236328
2016-05-03,22.219999313354492
2016-05-04,22.670000076293945
2016-05-05,22.770000457763672
2016-05-06,22.8799991607666
2016-05-09,22.450000762939453
2016-05-10,23.459999084472656
2016-05-11,23.350000381469727
2016-05-12,22.989999771118164
2016-05-13,22.84000015258789
2016-05-16,23.600000381469727
2016-05-17,23.670000076293945
2016-05-18,23.8799991607666
2016-05-19,23.639999389648438
2016-05-20,23.3799991607666
2016-05-23,23.360000610351562
2016-05-24,23.739999771118164
2016-05-25,24.149999618530273
2016-05-26,23.690000534057617
2016-05-27,24.260000228881836
2016-05-31,23.729999542236328
2016-06-01,24.459999084472656
2016-06-02,24.610000610351562
2016-06-03,24.510000228881836
2016-06-06,24.639999389648438
2016-06-07,25.860000610351562
2016-06-08,26.18000030517578
2016-06-09,25.850000381469727
2016-06-10,25.75
2016-06-13,25.479999542236328
2016-06-14,25.40999984741211
2016-06-15,24.979999542236328
2016-06-16,25.31999969482422
2016-06-17,25.59000015258789
2016-06-20,26.110000610351562
2016-06-21,26.440000534057617
2016-06-22,26.3700008392334
2016-06-23,26.010000228881836
2016-06-24,24.940000534057617
2016-06-27,23.540000915527344
2016-06-28,24.450000762939453
2016-06-29,25.68000030517578
2016-06-30,26.040000915527344
2016-07-01,26.15999984741211
2016-07-05,25.600000381469727
2016-07-06,25.290000915527344
2016-07-07,25.610000610351562
2016-07-08,26.1299991607666
2016-07-11,26.700000762939453
2016-07-12,26.780000686645508
2016-07-13,26.760000228881836
2016-07-14,27.059999465942383
2016-07-15,27.260000228881836
2016-07-18,27.18000030517578
2016-07-19,26.969999313354492
2016-07-20,27.030000686645508
2016-07-21,26.969999313354492
2016-07-22,27.260000228881836
2016-07-25,27.440000534057617
2016-07-26,27.239999771118164
2016-07-27,26.889999389648438
2016-07-28,27.450000762939453
2016-07-29,27.530000686645508
2016-08-01,28.0
2016-08-02,28.40999984741211
2016-08-03,28.59000015258789
2016-08-04,27.969999313354492
2016-08-05,28.170000076293945
2016-08-08,28.219999313354492
2016-08-09,28.31999969482422
2016-08-10,27.579999923706055
2016-08-11,27.3700008392334
2016-08-12,27.43000030517578
2016-08-15,28.8700008392334
2016-08-16,28.40999984741211
2016-08-17,28.56999969482422
2016-08-18,28.899999618530273
2016-08-19,29.280000686645508
2016-08-22,29.139999389648438
2016-08-23,29.219999313354492
2016-08-24,28.959999084472656
2016-08-25,28.979999542236328
2016-08-26,29.309999465942383
2016-08-29,29.530000686645508
2016-08-30,29.760000228881836
2016-08-31,29.260000228881836
2016-09-01,29.690000534057617
2016-09-02,29.889999389648438
2016-09-06,29.420000076293945
2016-09-07,29.59000015258789
2016-09-08,29.670000076293945
2016-09-09,27.719999313354492
2016-09-12,27.670000076293945
2016-09-13,26.950000762939453
2016-09-14,26.770000457763672
2016-09-15,26.989999771118164
2016-09-16,26.700000762939453
2016-09-19,26.579999923706055
2016-09-20,26.350000381469727
2016-09-21,26.90999984741211
2016-09-22,27.34000015258789
2016-09-23,27.530000686645508
2016-09-26,27.59000015258789
2016-09-27,27.81999969482422
2016-09-28,28.020000457763672
2016-09-29,27.950000762939453
2016-09-30,28.31999969482422
2016-10-03,27.729999542236328
2016-10-04,27.549999237060547
2016-10-05,27.020000457763672
2016-10-06,26.969999313354492
2016-10-07,25.979999542236328
2016-10-10,26.09000015258789
2016-10-11,25.860000610351562
2016-10-12,26.0
2016-10-13,25.93000030517578
2016-10-14,25.649999618530273
2016-10-17,25.459999084472656
2016-10-18,25.43000030517578
2016-10-19,25.809999465942383
2016-10-20,26.149999618530273
2016-10-21,26.010000228881836
2016-10-24,26.149999618530273
2016-10-25,25.950000762939453
2016-10-26,25.649999618530273
2016-10-27,25.700000762939453
2016-10-28,25.5
2016-10-31,25.850000381469727
2016-11-01,25.850000381469727
2016-11-02,25.549999237060547
2016-11-03,25.850000381469727
2016-11-04,25.950000762939453
2016-11-07,26.5
2016-11-08,26.600000381469727
2016-11-09,27.25
2016-11-10,27.850000381469727
2016-11-11,27.5
2016-11-14,27.299999237060547
2016-11-15,27.399999618530273
2016-11-16,27.5
2016-11-17,27.350000381469727
2016-11-18,27.700000762939453
2016-11-21,28.25
2016-11-22,28.850000381469727
2016-11-23,28.600000381469727
2016-11-25,28.5
2016-11-28,27.75
2016-11-29,28.200000762939453
2016-11-30,28.0
2016-12-01,27.649999618530273
2016-12-02,27.450000762939453
2016-12-05,27.799999237060547
2016-12-06,27.75
2016-12-07,28.5
2016-12-08,28.850000381469727
2016-12-09,28.75
2016-12-12,28.850000381469727
2016-12-13,28.049999237060547
2016-12-14,27.5
2016-12-15,27.649999618530273
2016-12-16,27.899999618530273
2016-12-19,27.799999237060547
2016-12-20,27.600000381469727
2016-12-21,27.299999237060547
2016-12-22,26.799999237060547
2016-12-23,27.0
2016-12-27,27.149999618530273
2016-12-28,26.549999237060547
2016-12-29,26.549999237060547
2016-12-30,26.75
2017-01-03,27.0
2017-01-04,27.149999618530273
2017-01-05,26.799999237060547
2017-01-06,26.75
2017-01-09,26.100000381469727
2017-01-10,25.950000762939453
2017-01-11,25.850000381469727
2017-01-12,25.75
2017-01-13,26.0
2017-01-17,25.850000381469727
2017-01-18,25.75
2017-01-19,25.600000381469727
2017-01-20,26.049999237060547
2017-01-23,25.899999618530273
2017-01-24,26.649999618530273
2017-01-25,26.950000762939453
2017-01-26,27.700000762939453
2017-01-27,27.399999618530273
2017-01-30,26.899999618530273
2017-01-31,26.950000762939453
2017-02-01,27.149999618530273
2017-02-02,27.049999237060547
2017-02-03,27.399999618530273
2017-02-06,27.0
2017-02-07,27.049999237060547
2017-02-08,26.899999618530273
2017-02-09,27.100000381469727
2017-02-10,27.200000762939453
2017-02-13,27.200000762939453
2017-02-14,26.75
2017-02-15,26.850000381469727
2017-02-16,26.899999618530273
2017-02-17,26.549999237060547
2017-02-21,26.799999237060547
2017-02-22,26.799999237060547
2017-02-23,26.100000381469727
2017-02-24,26.399999618530273
2017-02-27,26.399999618530273
2017-02-28,26.350000381469727
2017-03-01,26.350000381469727
2017-03-02,31.0
2017-03-03,33.0
2017-03-06,32.5
2017-03-07,32.5
2017-03-08,32.04999923706055
2017-03-09,32.45000076293945
2017-03-10,33.45000076293945
2017-03-13,33.20000076293945
2017-03-14,33.349998474121094
2017-03-15,33.54999923706055
2017-03-16,33.54999923706055
2017-03-17,33.849998474121094
2017-03-20,33.599998474121094
2017-03-21,32.95000076293945
2017-03-22,33.0
2017-03-23,32.95000076293945
2017-03-24,32.95000076293945
2017-03-27,33.45000076293945
2017-03-28,33.5
2017-03-29,33.150001525878906
2017-03-30,33.20000076293945
2017-03-31,32.650001525878906
2017-04-03,32.04999923706055
2017-04-04,31.950000762939453
2017-04-05,31.799999237060547
2017-04-06,32.04999923706055
2017-04-07,32.45000076293945
2017-04-10,32.5
2017-04-11,33.150001525878906
2017-04-12,32.95000076293945
2017-04-13,32.849998474121094
2017-04-17,32.25
2017-04-18,32.0
2017-04-19,31.649999618530273
2017-04-20,31.950000762939453
2017-04-21,31.950000762939453
2017-04-24,32.900001525878906
2017-04-25,33.400001525878906
2017-04-26,33.25
2017-04-27,33.400001525878906
2017-04-28,32.900001525878906
2017-05-01,33.5
2017-05-02,33.349998474121094
2017-05-03,33.70000076293945
2017-05-04,33.70000076293945
2017-05-05,34.04999923706055
2017-05-08,33.45000076293945
2017-05-09,30.600000381469727
2017-05-10,31.450000762939453
2017-05-11,31.049999237060547
2017-05-12,31.5
2017-05-15,31.299999237060547
2017-05-16,30.850000381469727
2017-05-17,30.649999618530273
2017-05-18,30.200000762939453
2017-05-19,30.399999618530273
2017-05-22,30.600000381469727
2017-05-23,30.5
2017-05-24,30.299999237060547
2017-05-25,30.350000381469727
2017-05-26,30.850000381469727
2017-05-30,30.100000381469727
2017-05-31,30.100000381469727
2017-06-01,30.149999618530273
2017-06-02,30.5
2017-06-05,30.049999237060547
2017-06-06,30.049999237060547
2017-06-07,30.049999237060547
2017-06-08,30.100000381469727
2017-06-09,30.649999618530273
2017-06-12,30.75
2017-06-13,31.049999237060547
2017-06-14,30.649999618530273
2017-06-15,30.399999618530273
2017-06-16,30.350000381469727
2017-06-19,30.549999237060547
2017-06-20,30.049999237060547
2017-06-21,30.100000381469727
2017-06-22,30.399999618530273
2017-06-23,31.850000381469727
2017-06-26,31.399999618530273
2017-06-27,30.299999237060547
2017-06-28,30.299999237060547
2017-06-29,30.0
2017-06-30,30.5
2017-07-03,30.850000381469727
2017-07-05,30.700000762939453
2017-07-06,30.149999618530273
2017-07-07,30.649999618530273
2017-07-10,30.549999237060547
2017-07-11,30.700000762939453
