,CNDT
2016-12-13,16.0
2016-12-14,15.180000305175781
2016-12-15,14.300000190734863
2016-12-16,15.199999809265137
2016-12-19,14.920000076293945
2016-12-20,15.0
2016-12-21,14.75
2016-12-22,14.359999656677246
2016-12-23,14.600000381469727
2016-12-27,14.649999618530273
2016-12-28,14.850000381469727
2016-12-29,14.9399995803833
2016-12-30,14.899999618530273
2017-01-03,13.720000267028809
2017-01-04,13.699999809265137
2017-01-05,14.109999656677246
2017-01-06,14.630000114440918
2017-01-09,13.920000076293945
2017-01-10,13.420000076293945
2017-01-11,13.3100004196167
2017-01-12,13.970000267028809
2017-01-13,13.970000267028809
2017-01-17,14.1899995803833
2017-01-18,14.520000457763672
2017-01-19,14.489999771118164
2017-01-20,14.460000038146973
2017-01-23,14.5600004196167
2017-01-24,14.539999961853027
2017-01-25,14.819999694824219
2017-01-26,15.029999732971191
2017-01-27,14.90999984741211
2017-01-30,14.850000381469727
2017-01-31,14.960000038146973
2017-02-01,14.739999771118164
2017-02-02,14.510000228881836
2017-02-03,14.9399995803833
2017-02-06,14.619999885559082
2017-02-07,14.569999694824219
2017-02-08,14.350000381469727
2017-02-09,14.510000228881836
2017-02-10,14.5600004196167
2017-02-13,14.720000267028809
2017-02-14,15.109999656677246
2017-02-15,15.119999885559082
2017-02-16,15.100000381469727
2017-02-17,15.020000457763672
2017-02-21,15.09000015258789
2017-02-22,16.3799991607666
2017-02-23,17.25
2017-02-24,16.969999313354492
2017-02-27,16.600000381469727
2017-02-28,16.09000015258789
2017-03-01,16.309999465942383
2017-03-02,15.979999542236328
2017-03-03,15.930000305175781
2017-03-06,15.670000076293945
2017-03-07,15.550000190734863
2017-03-08,15.579999923706055
2017-03-09,15.609999656677246
2017-03-10,15.640000343322754
2017-03-13,15.869999885559082
2017-03-14,15.960000038146973
2017-03-15,16.049999237060547
2017-03-16,15.779999732971191
2017-03-17,15.739999771118164
2017-03-20,16.020000457763672
2017-03-21,15.920000076293945
2017-03-22,16.040000915527344
2017-03-23,15.989999771118164
2017-03-24,15.8100004196167
2017-03-27,15.920000076293945
2017-03-28,15.970000267028809
2017-03-29,16.329999923706055
2017-03-30,16.760000228881836
2017-03-31,16.780000686645508
2017-04-03,16.399999618530273
2017-04-04,16.299999237060547
2017-04-05,16.229999542236328
2017-04-06,16.25
2017-04-07,16.3799991607666
2017-04-10,16.31999969482422
2017-04-11,16.06999969482422
2017-04-12,15.920000076293945
2017-04-13,15.779999732971191
2017-04-17,16.06999969482422
2017-04-18,15.829999923706055
2017-04-19,15.899999618530273
2017-04-20,15.9399995803833
2017-04-21,16.049999237060547
2017-04-24,15.960000038146973
2017-04-25,16.100000381469727
2017-04-26,16.399999618530273
2017-04-27,16.440000534057617
2017-04-28,16.309999465942383
2017-05-01,16.399999618530273
2017-05-02,16.40999984741211
2017-05-03,16.989999771118164
2017-05-04,17.270000457763672
2017-05-05,17.690000534057617
2017-05-08,17.700000762939453
2017-05-09,17.5
2017-05-10,16.920000076293945
2017-05-11,16.84000015258789
2017-05-12,16.81999969482422
2017-05-15,17.049999237060547
2017-05-16,17.270000457763672
2017-05-17,16.579999923706055
2017-05-18,16.700000762939453
2017-05-19,16.649999618530273
2017-05-22,16.780000686645508
2017-05-23,16.459999084472656
2017-05-24,16.5
2017-05-25,16.43000030517578
2017-05-26,16.190000534057617
2017-05-30,16.170000076293945
2017-05-31,16.40999984741211
2017-06-01,16.56999969482422
2017-06-02,16.489999771118164
2017-06-05,16.600000381469727
2017-06-06,16.799999237060547
2017-06-07,16.34000015258789
2017-06-08,16.329999923706055
2017-06-09,16.549999237060547
2017-06-12,16.3799991607666
2017-06-13,16.309999465942383
2017-06-14,16.219999313354492
2017-06-15,15.640000343322754
2017-06-16,15.920000076293945
2017-06-19,15.899999618530273
2017-06-20,15.859999656677246
2017-06-21,16.110000610351562
2017-06-22,16.1200008392334
2017-06-23,15.970000267028809
2017-06-26,15.90999984741211
2017-06-27,15.869999885559082
2017-06-28,15.84000015258789
2017-06-29,15.779999732971191
2017-06-30,15.9399995803833
2017-07-03,16.049999237060547
2017-07-05,16.049999237060547
2017-07-06,15.899999618530273
2017-07-07,16.0
2017-07-10,15.869999885559082
2017-07-11,15.869999885559082
2017-07-12,16.09000015258789
2017-07-13,16.049999237060547
2017-07-14,15.949999809265137
2017-07-17,16.34000015258789
2017-07-18,16.3799991607666
2017-07-19,16.68000030517578
2017-07-20,16.729999542236328
2017-07-21,16.579999923706055
2017-07-24,16.489999771118164
2017-07-25,16.459999084472656
2017-07-26,16.489999771118164
2017-07-27,16.459999084472656
2017-07-28,16.649999618530273
2017-07-31,16.510000228881836
2017-08-01,16.809999465942383
2017-08-02,16.850000381469727
2017-08-03,16.780000686645508
2017-08-04,16.639999389648438
2017-08-07,16.290000915527344
2017-08-08,15.75
2017-08-09,16.579999923706055
2017-08-10,17.079999923706055
2017-08-11,16.75
2017-08-14,17.0
2017-08-15,16.81999969482422
2017-08-16,17.110000610351562
2017-08-17,16.889999389648438
2017-08-18,16.770000457763672
2017-08-21,16.639999389648438
2017-08-22,16.889999389648438
2017-08-23,16.860000610351562
2017-08-24,16.719999313354492
2017-08-25,16.81999969482422
2017-08-28,17.0
2017-08-29,16.719999313354492
2017-08-30,16.639999389648438
2017-08-31,16.510000228881836
2017-09-01,16.6299991607666
2017-09-05,16.68000030517578
2017-09-06,16.469999313354492
2017-09-07,15.9399995803833
2017-09-08,15.960000038146973
2017-09-11,16.18000030517578
2017-09-12,16.43000030517578
2017-09-13,16.139999389648438
2017-09-14,15.960000038146973
2017-09-15,15.90999984741211
2017-09-18,15.739999771118164
2017-09-19,15.670000076293945
2017-09-20,15.569999694824219
2017-09-21,15.550000190734863
2017-09-22,15.489999771118164
2017-09-25,15.569999694824219
2017-09-26,15.600000381469727
2017-09-27,15.630000114440918
2017-09-28,15.720000267028809
2017-09-29,15.670000076293945
2017-10-02,15.930000305175781
2017-10-03,15.609999656677246
2017-10-04,15.930000305175781
2017-10-05,16.040000915527344
2017-10-06,15.9399995803833
2017-10-09,15.970000267028809
2017-10-10,16.030000686645508
2017-10-11,16.18000030517578
2017-10-12,16.299999237060547
2017-10-13,16.139999389648438
2017-10-16,15.930000305175781
2017-10-17,15.729999542236328
2017-10-18,15.550000190734863
2017-10-19,15.649999618530273
2017-10-20,15.720000267028809
2017-10-23,15.510000228881836
2017-10-24,15.5
2017-10-25,15.359999656677246
2017-10-26,15.329999923706055
2017-10-27,15.40999984741211
2017-10-30,15.529999732971191
2017-10-31,15.479999542236328
2017-11-01,15.40999984741211
2017-11-02,15.579999923706055
2017-11-03,15.350000381469727
2017-11-06,15.600000381469727
2017-11-07,15.699999809265137
2017-11-08,16.219999313354492
2017-11-09,15.899999618530273
2017-11-10,15.8100004196167
2017-11-13,15.960000038146973
2017-11-14,15.670000076293945
2017-11-15,15.609999656677246
2017-11-16,15.529999732971191
2017-11-17,15.5
2017-11-20,15.460000038146973
2017-11-21,15.399999618530273
2017-11-22,15.40999984741211
2017-11-24,15.40999984741211
2017-11-27,15.34000015258789
2017-11-28,15.550000190734863
2017-11-29,15.3100004196167
2017-11-30,15.260000228881836
2017-12-01,15.170000076293945
2017-12-04,15.050000190734863
2017-12-05,15.09000015258789
2017-12-06,15.170000076293945
2017-12-07,15.109999656677246
2017-12-08,15.109999656677246
2017-12-11,15.449999809265137
2017-12-12,15.350000381469727
2017-12-13,15.729999542236328
2017-12-14,15.760000228881836
2017-12-15,15.84000015258789
2017-12-18,15.640000343322754
2017-12-19,15.680000305175781
2017-12-20,15.800000190734863
2017-12-21,16.0
2017-12-22,16.020000457763672
2017-12-26,16.010000228881836
2017-12-27,16.030000686645508
2017-12-28,16.059999465942383
2017-12-29,16.15999984741211
2018-01-02,16.540000915527344
2018-01-03,16.25
2018-01-04,16.270000457763672
2018-01-05,16.15999984741211
2018-01-08,16.459999084472656
2018-01-09,16.280000686645508
2018-01-10,16.43000030517578
2018-01-11,16.709999084472656
2018-01-12,16.90999984741211
2018-01-16,16.790000915527344
2018-01-17,16.84000015258789
2018-01-18,16.860000610351562
2018-01-19,16.600000381469727
2018-01-22,16.75
2018-01-23,16.84000015258789
2018-01-24,16.790000915527344
2018-01-25,16.739999771118164
2018-01-26,16.75
2018-01-29,16.670000076293945
2018-01-30,16.579999923706055
2018-01-31,16.399999618530273
2018-02-01,16.290000915527344
2018-02-02,16.260000228881836
2018-02-05,16.0
2018-02-06,16.100000381469727
2018-02-07,16.260000228881836
2018-02-08,15.680000305175781
2018-02-09,15.390000343322754
2018-02-12,15.59000015258789
2018-02-13,15.510000228881836
2018-02-14,15.899999618530273
2018-02-15,15.989999771118164
2018-02-16,16.020000457763672
2018-02-20,15.989999771118164
2018-02-21,17.860000610351562
2018-02-22,18.280000686645508
2018-02-23,18.729999542236328
2018-02-26,19.030000686645508
2018-02-27,18.520000457763672
2018-02-28,18.899999618530273
2018-03-01,18.420000076293945
2018-03-02,18.799999237060547
2018-03-05,19.399999618530273
2018-03-06,19.56999969482422
2018-03-07,19.3700008392334
2018-03-08,19.540000915527344
2018-03-09,19.489999771118164
2018-03-12,19.6200008392334
2018-03-13,19.68000030517578
2018-03-14,19.610000610351562
2018-03-15,19.6299991607666
2018-03-16,19.790000915527344
2018-03-19,19.84000015258789
2018-03-20,19.90999984741211
2018-03-21,20.010000228881836
2018-03-22,19.3700008392334
2018-03-23,19.06999969482422
2018-03-26,19.329999923706055
2018-03-27,18.739999771118164
2018-03-28,18.770000457763672
2018-03-29,18.639999389648438
2018-04-02,18.350000381469727
2018-04-03,18.399999618530273
2018-04-04,18.700000762939453
2018-04-05,18.760000228881836
2018-04-06,18.600000381469727
2018-04-09,18.600000381469727
2018-04-10,19.0
2018-04-11,18.979999542236328
2018-04-12,19.110000610351562
2018-04-13,19.100000381469727
2018-04-16,19.420000076293945
2018-04-17,19.549999237060547
2018-04-18,19.75
2018-04-19,19.549999237060547
2018-04-20,19.389999389648438
2018-04-23,19.260000228881836
2018-04-24,19.139999389648438
2018-04-25,19.079999923706055
2018-04-26,19.239999771118164
2018-04-27,19.43000030517578
2018-04-30,19.459999084472656
2018-05-01,19.450000762939453
2018-05-02,18.979999542236328
2018-05-03,19.110000610351562
2018-05-04,19.139999389648438
2018-05-07,19.5
2018-05-08,19.299999237060547
2018-05-09,18.780000686645508
2018-05-10,18.899999618530273
2018-05-11,18.920000076293945
2018-05-14,19.079999923706055
2018-05-15,18.959999084472656
2018-05-16,18.950000762939453
2018-05-17,19.06999969482422
2018-05-18,19.3700008392334
2018-05-21,19.329999923706055
2018-05-22,19.290000915527344
2018-05-23,19.350000381469727
2018-05-24,19.170000076293945
2018-05-25,19.280000686645508
2018-05-29,19.030000686645508
2018-05-30,19.100000381469727
2018-05-31,19.25
2018-06-01,19.329999923706055
2018-06-04,19.56999969482422
2018-06-05,19.8799991607666
2018-06-06,20.450000762939453
2018-06-07,19.75
2018-06-08,20.100000381469727
2018-06-11,20.65999984741211
2018-06-12,20.729999542236328
2018-06-13,20.75
2018-06-14,20.829999923706055
2018-06-15,20.850000381469727
2018-06-18,20.770000457763672
2018-06-19,20.770000457763672
2018-06-20,20.389999389648438
2018-06-21,20.139999389648438
2018-06-22,18.93000030517578
2018-06-25,18.239999771118164
2018-06-26,18.079999923706055
2018-06-27,17.559999465942383
2018-06-28,17.81999969482422
2018-06-29,18.170000076293945
2018-07-02,18.15999984741211
2018-07-03,18.3700008392334
2018-07-05,18.3700008392334
2018-07-06,18.59000015258789
2018-07-09,18.520000457763672
2018-07-10,18.3700008392334
2018-07-11,18.399999618530273
2018-07-12,18.59000015258789
2018-07-13,18.450000762939453
2018-07-16,18.190000534057617
2018-07-17,18.440000534057617
2018-07-18,18.5
2018-07-19,18.43000030517578
2018-07-20,18.309999465942383
2018-07-23,18.479999542236328
2018-07-24,18.3799991607666
2018-07-25,18.65999984741211
2018-07-26,18.610000610351562
2018-07-27,18.149999618530273
2018-07-30,17.90999984741211
2018-07-31,17.959999084472656
2018-08-01,18.309999465942383
2018-08-02,18.639999389648438
2018-08-03,18.809999465942383
2018-08-06,18.770000457763672
2018-08-07,18.729999542236328
2018-08-08,19.739999771118164
2018-08-09,19.940000534057617
2018-08-10,20.030000686645508
2018-08-13,19.8700008392334
2018-08-14,20.18000030517578
2018-08-15,20.3700008392334
2018-08-16,21.149999618530273
2018-08-17,21.3799991607666
2018-08-20,21.209999084472656
2018-08-21,21.489999771118164
2018-08-22,21.459999084472656
2018-08-23,21.200000762939453
2018-08-24,21.65999984741211
2018-08-27,21.780000686645508
2018-08-28,22.399999618530273
2018-08-29,22.469999313354492
2018-08-30,22.860000610351562
2018-08-31,23.18000030517578
2018-09-04,23.100000381469727
2018-09-05,22.920000076293945
2018-09-06,23.010000228881836
2018-09-07,22.829999923706055
2018-09-10,22.719999313354492
2018-09-11,22.68000030517578
2018-09-12,22.90999984741211
2018-09-13,23.1299991607666
2018-09-14,23.270000457763672
2018-09-17,22.959999084472656
2018-09-18,22.549999237060547
2018-09-19,22.600000381469727
2018-09-20,22.260000228881836
2018-09-21,22.34000015258789
2018-09-24,22.170000076293945
2018-09-25,22.280000686645508
2018-09-26,22.610000610351562
2018-09-27,22.520000457763672
2018-09-28,22.520000457763672
2018-10-01,22.040000915527344
2018-10-02,21.8700008392334
2018-10-03,21.899999618530273
2018-10-04,21.18000030517578
2018-10-05,21.170000076293945
2018-10-08,20.940000534057617
2018-10-09,20.75
2018-10-10,20.030000686645508
2018-10-11,19.950000762939453
2018-10-12,19.899999618530273
2018-10-15,19.989999771118164
2018-10-16,20.670000076293945
2018-10-17,20.600000381469727
2018-10-18,20.34000015258789
2018-10-19,20.270000457763672
2018-10-22,20.260000228881836
2018-10-23,19.860000610351562
2018-10-24,19.209999084472656
2018-10-25,19.700000762939453
2018-10-26,19.15999984741211
2018-10-29,18.6200008392334
2018-10-30,18.780000686645508
2018-10-31,19.100000381469727
2018-11-01,19.280000686645508
2018-11-02,19.049999237060547
2018-11-05,19.0
2018-11-06,19.219999313354492
2018-11-07,13.619999885559082
2018-11-08,13.220000267028809
2018-11-09,13.039999961853027
2018-11-12,13.850000381469727
2018-11-13,13.350000381469727
2018-11-14,13.0
2018-11-15,13.279999732971191
2018-11-16,13.34000015258789
2018-11-19,13.25
2018-11-20,13.09000015258789
2018-11-21,13.350000381469727
2018-11-23,13.3100004196167
2018-11-26,13.25
2018-11-27,13.1899995803833
2018-11-28,13.130000114440918
2018-11-29,13.140000343322754
2018-11-30,12.819999694824219
2018-12-03,13.25
2018-12-04,12.989999771118164
2018-12-06,12.300000190734863
2018-12-07,11.960000038146973
2018-12-10,11.619999885559082
2018-12-11,11.529999732971191
2018-12-12,11.680000305175781
2018-12-13,11.260000228881836
2018-12-14,11.09000015258789
2018-12-17,10.979999542236328
2018-12-18,10.899999618530273
2018-12-19,10.90999984741211
2018-12-20,10.65999984741211
2018-12-21,10.010000228881836
2018-12-24,9.829999923706055
2018-12-26,10.470000267028809
2018-12-27,10.640000343322754
2018-12-28,10.59000015258789
2018-12-31,10.630000114440918
2019-01-02,10.75
2019-01-03,10.59000015258789
2019-01-04,10.989999771118164
2019-01-07,11.300000190734863
2019-01-08,11.529999732971191
2019-01-09,11.6899995803833
2019-01-10,11.84000015258789
2019-01-11,11.880000114440918
2019-01-14,11.9399995803833
2019-01-15,11.989999771118164
2019-01-16,11.800000190734863
2019-01-17,12.029999732971191
2019-01-18,12.210000038146973
2019-01-22,11.989999771118164
2019-01-23,12.239999771118164
2019-01-24,12.430000305175781
2019-01-25,12.84000015258789
2019-01-28,12.710000038146973
2019-01-29,12.670000076293945
2019-01-30,12.579999923706055
2019-01-31,12.75
2019-02-01,12.8100004196167
2019-02-04,12.979999542236328
2019-02-05,13.239999771118164
2019-02-06,13.229999542236328
2019-02-07,13.0
2019-02-08,13.010000228881836
2019-02-11,13.350000381469727
2019-02-12,13.5
2019-02-13,13.600000381469727
2019-02-14,13.630000114440918
2019-02-15,13.59000015258789
