,BSJM
2014-09-17,25.100000381469727
2014-09-18,25.15999984741211
2014-09-19,25.18000030517578
2014-09-22,25.149999618530273
2014-09-23,25.1299991607666
2014-09-24,24.969999313354492
2014-09-25,24.809999465942383
2014-09-26,24.850000381469727
2014-09-29,24.739999771118164
2014-09-30,24.739999771118164
2014-10-01,24.80500030517578
2014-10-02,24.899999618530273
2014-10-03,25.079999923706055
2014-10-06,25.040000915527344
2014-10-07,25.149999618530273
2014-10-08,25.18000030517578
2014-10-09,24.93000030517578
2014-10-10,24.878000259399414
2014-10-13,24.75
2014-10-14,24.700000762939453
2014-10-15,24.700000762939453
2014-10-16,24.56999969482422
2014-10-17,24.899999618530273
2014-10-20,25.0939998626709
2014-10-21,25.34000015258789
2014-10-22,25.3700008392334
2014-10-23,25.420000076293945
2014-10-24,25.459999084472656
2014-10-27,25.25
2014-10-28,25.31999969482422
2014-10-29,25.333999633789062
2014-10-30,25.350000381469727
2014-10-31,25.43000030517578
2014-11-03,25.31800079345703
2014-11-04,25.31800079345703
2014-11-05,25.260000228881836
2014-11-06,25.25200080871582
2014-11-07,25.25
2014-11-10,25.260000228881836
2014-11-11,25.309999465942383
2014-11-12,25.239999771118164
2014-11-13,25.06999969482422
2014-11-14,25.09000015258789
2014-11-17,25.030000686645508
2014-11-18,25.040000915527344
2014-11-19,24.940000534057617
2014-11-20,24.950000762939453
2014-11-21,25.010000228881836
2014-11-24,25.0
2014-11-25,25.0
2014-11-26,25.049999237060547
2014-11-28,24.719999313354492
2014-12-01,24.72800064086914
2014-12-02,24.65999984741211
2014-12-03,24.759000778198242
2014-12-04,24.729999542236328
2014-12-05,24.700000762939453
2014-12-08,24.579999923706055
2014-12-09,24.530000686645508
2014-12-10,24.229999542236328
2014-12-11,24.197999954223633
2014-12-12,23.93000030517578
2014-12-15,23.860000610351562
2014-12-16,23.739999771118164
2014-12-17,24.0049991607666
2014-12-18,24.059999465942383
2014-12-19,24.299999237060547
2014-12-22,24.34000015258789
2014-12-23,24.43000030517578
2014-12-24,24.40999984741211
2014-12-26,24.46500015258789
2014-12-29,24.299999237060547
2014-12-30,24.35300064086914
2014-12-31,24.3700008392334
2015-01-02,24.415000915527344
2015-01-05,24.260000228881836
2015-01-06,24.280000686645508
2015-01-07,24.34000015258789
2015-01-08,24.459999084472656
2015-01-09,24.475000381469727
2015-01-12,24.3799991607666
2015-01-13,24.309999465942383
2015-01-14,24.5
2015-01-15,24.360000610351562
2015-01-16,24.47800064086914
2015-01-20,24.3799991607666
2015-01-21,24.440000534057617
2015-01-22,24.520000457763672
2015-01-23,24.520000457763672
2015-01-26,24.520000457763672
2015-01-27,24.510000228881836
2015-01-28,24.6200008392334
2015-01-29,24.489999771118164
2015-01-30,24.6200008392334
2015-02-02,24.56999969482422
2015-02-03,24.68000030517578
2015-02-04,24.670000076293945
2015-02-05,24.790000915527344
2015-02-06,24.81399917602539
2015-02-09,24.8700008392334
2015-02-10,24.93000030517578
2015-02-11,24.959999084472656
2015-02-12,25.0
2015-02-13,25.0
2015-02-17,25.100000381469727
2015-02-18,25.100000381469727
2015-02-19,25.139999389648438
2015-02-20,25.18000030517578
2015-02-23,25.139999389648438
2015-02-24,25.290000915527344
2015-02-25,25.261999130249023
2015-02-26,25.260000228881836
2015-02-27,25.3700008392334
2015-03-02,25.299999237060547
2015-03-03,25.25
2015-03-04,25.219999313354492
2015-03-05,25.239999771118164
2015-03-06,25.040000915527344
2015-03-09,25.100000381469727
2015-03-10,24.996000289916992
2015-03-11,25.079999923706055
2015-03-12,25.010000228881836
2015-03-13,25.009000778198242
2015-03-16,24.989999771118164
2015-03-17,24.81999969482422
2015-03-18,24.922000885009766
2015-03-19,24.90999984741211
2015-03-20,24.989999771118164
2015-03-23,25.0
2015-03-24,25.030000686645508
2015-03-25,25.0
2015-03-26,24.993999481201172
2015-03-27,25.040000915527344
2015-03-30,25.079999923706055
2015-03-31,25.06999969482422
2015-04-01,25.049999237060547
2015-04-02,24.961999893188477
2015-04-06,25.049999237060547
2015-04-07,25.09000015258789
2015-04-08,25.15999984741211
2015-04-09,25.200000762939453
2015-04-10,25.280000686645508
2015-04-13,25.309999465942383
2015-04-14,25.309999465942383
2015-04-15,25.2549991607666
2015-04-16,25.290000915527344
2015-04-17,25.270000457763672
2015-04-20,25.309999465942383
2015-04-21,25.309999465942383
2015-04-22,25.391000747680664
2015-04-23,25.350000381469727
2015-04-24,25.329999923706055
2015-04-27,25.3700008392334
2015-04-28,25.350000381469727
2015-04-29,25.389999389648438
2015-04-30,25.290000915527344
2015-05-01,25.219999313354492
2015-05-04,25.215999603271484
2015-05-05,25.260000228881836
2015-05-06,25.131999969482422
2015-05-07,25.18000030517578
2015-05-08,25.239999771118164
2015-05-11,25.173999786376953
2015-05-12,25.209999084472656
2015-05-13,25.040000915527344
2015-05-14,25.200000762939453
2015-05-15,25.229999542236328
2015-05-18,25.260000228881836
2015-05-19,25.239999771118164
2015-05-20,25.27899932861328
2015-05-21,25.260000228881836
2015-05-22,25.270000457763672
2015-05-26,25.270000457763672
2015-05-27,25.170000076293945
2015-05-28,25.229999542236328
2015-05-29,25.170000076293945
2015-06-01,25.190000534057617
2015-06-02,25.219999313354492
2015-06-03,25.1299991607666
2015-06-04,25.149999618530273
2015-06-05,24.989999771118164
2015-06-08,24.989999771118164
2015-06-09,24.93000030517578
2015-06-10,24.889999389648438
2015-06-11,24.889999389648438
2015-06-12,24.940000534057617
2015-06-15,24.829999923706055
2015-06-16,24.84000015258789
2015-06-17,24.81999969482422
2015-06-18,24.889999389648438
2015-06-19,24.875
2015-06-22,24.969999313354492
2015-06-23,24.959999084472656
2015-06-24,24.85300064086914
2015-06-25,24.90999984741211
2015-06-26,24.860000610351562
2015-06-29,24.59000015258789
2015-06-30,24.75
2015-07-01,24.700000762939453
2015-07-02,24.75
2015-07-06,24.690000534057617
2015-07-07,24.652999877929688
2015-07-08,24.469999313354492
2015-07-09,24.6299991607666
2015-07-10,24.649999618530273
2015-07-13,24.729999542236328
2015-07-14,24.770000457763672
2015-07-15,24.780000686645508
2015-07-16,24.73699951171875
2015-07-17,24.809999465942383
2015-07-20,24.610000610351562
2015-07-21,24.670000076293945
2015-07-22,24.5
2015-07-23,24.569000244140625
2015-07-24,24.540000915527344
2015-07-27,24.479999542236328
2015-07-28,24.450000762939453
2015-07-29,24.40999984741211
2015-07-30,24.479999542236328
2015-07-31,24.690000534057617
2015-08-03,24.488000869750977
2015-08-04,24.639999389648438
2015-08-05,24.639999389648438
2015-08-06,24.5
2015-08-07,24.450000762939453
2015-08-10,24.426000595092773
2015-08-11,24.316999435424805
2015-08-12,24.270000457763672
2015-08-13,24.209999084472656
2015-08-14,24.208999633789062
2015-08-17,24.229999542236328
2015-08-18,24.170000076293945
2015-08-19,24.170000076293945
2015-08-20,23.961000442504883
2015-08-21,24.0
2015-08-24,23.649999618530273
2015-08-25,24.100000381469727
2015-08-26,23.799999237060547
2015-08-27,24.030000686645508
2015-08-28,23.809999465942383
2015-08-31,24.09000015258789
2015-09-01,23.90999984741211
2015-09-02,23.950000762939453
2015-09-03,24.04199981689453
2015-09-04,24.010000228881836
2015-09-08,24.139999389648438
2015-09-09,24.170000076293945
2015-09-10,24.209999084472656
2015-09-11,24.190000534057617
2015-09-14,24.1299991607666
2015-09-15,24.076000213623047
2015-09-16,24.030000686645508
2015-09-17,24.125
2015-09-18,24.0
2015-09-21,24.024999618530273
2015-09-22,23.790000915527344
2015-09-23,23.8799991607666
2015-09-24,23.780000686645508
2015-09-25,23.570999145507812
2015-09-28,23.375999450683594
2015-09-29,23.34000015258789
2015-09-30,23.40999984741211
2015-10-01,23.114999771118164
2015-10-02,23.208999633789062
2015-10-05,23.299999237060547
2015-10-06,23.299999237060547
2015-10-07,23.479999542236328
2015-10-08,23.59000015258789
2015-10-09,23.719999313354492
2015-10-12,23.809999465942383
2015-10-13,23.75
2015-10-14,23.719999313354492
2015-10-15,23.761999130249023
2015-10-16,23.780000686645508
2015-10-19,23.871000289916992
2015-10-20,23.86400032043457
2015-10-21,23.86400032043457
2015-10-22,23.8700008392334
2015-10-23,23.850000381469727
2015-10-26,23.899999618530273
2015-10-27,23.93600082397461
2015-10-28,23.97800064086914
2015-10-29,24.020000457763672
2015-10-30,23.90999984741211
2015-11-02,23.899999618530273
2015-11-03,23.961999893188477
2015-11-04,23.9950008392334
2015-11-05,23.934999465942383
2015-11-06,23.809999465942383
2015-11-09,23.729999542236328
2015-11-10,23.729999542236328
2015-11-11,23.649999618530273
2015-11-12,23.489999771118164
2015-11-13,23.40999984741211
2015-11-16,23.47800064086914
2015-11-17,23.410999298095703
2015-11-18,23.524999618530273
2015-11-19,23.440000534057617
2015-11-20,23.43000030517578
2015-11-23,23.302000045776367
2015-11-24,23.350000381469727
2015-11-25,23.365999221801758
2015-11-27,23.365999221801758
2015-11-30,23.47100067138672
2015-12-01,23.450000762939453
2015-12-02,23.47800064086914
2015-12-03,23.30900001525879
