,DMAC
2012-08-03,41.08000183105469
2012-08-06,41.08000183105469
2012-08-07,44.18000030517578
2012-08-08,44.18000030517578
2012-08-09,44.18000030517578
2012-08-10,44.18000030517578
2012-08-13,44.18000030517578
2012-08-14,44.18000030517578
2012-08-15,44.18000030517578
2012-08-16,44.18000030517578
2012-08-17,44.18000030517578
2012-08-20,44.18000030517578
2012-08-21,44.18000030517578
2012-08-22,36.040000915527344
2012-08-23,36.040000915527344
2012-08-24,36.040000915527344
2012-08-27,37.15999984741211
2012-08-28,37.15999984741211
2012-08-29,37.15999984741211
2012-08-30,35.880001068115234
2012-08-31,35.880001068115234
2012-09-04,35.880001068115234
2012-09-05,35.880001068115234
2012-09-06,35.880001068115234
2012-09-07,35.880001068115234
2012-09-10,35.880001068115234
2012-09-11,35.880001068115234
2012-09-12,37.97999954223633
2012-09-13,37.97999954223633
2012-09-14,37.97999954223633
2012-09-17,37.97999954223633
2012-09-18,37.97999954223633
2012-09-19,37.97999954223633
2012-09-20,37.97999954223633
2012-09-21,37.97999954223633
2012-09-24,37.97999954223633
2012-09-25,37.97999954223633
2012-09-26,37.97999954223633
2012-09-27,37.97999954223633
2012-09-28,37.97999954223633
2012-10-01,37.97999954223633
2012-10-02,37.97999954223633
2012-10-03,37.97999954223633
2012-10-04,37.97999954223633
2012-10-05,36.0
2012-10-08,36.0
2012-10-09,36.0
2012-10-10,36.0
2012-10-11,36.0
2012-10-12,36.0
2012-10-15,36.0
2012-10-16,37.47999954223633
2012-10-17,37.91999816894531
2012-10-18,37.91999816894531
2012-10-19,37.91999816894531
2012-10-22,37.91999816894531
2012-10-23,35.47999954223633
2012-10-24,35.47999954223633
2012-10-25,35.47999954223633
2012-10-26,35.380001068115234
2012-10-31,35.380001068115234
2012-11-01,33.040000915527344
2012-11-02,33.040000915527344
2012-11-05,35.720001220703125
2012-11-06,35.720001220703125
2012-11-07,27.139999389648438
2012-11-08,27.139999389648438
2012-11-09,27.139999389648438
2012-11-12,27.0
2012-11-13,27.760000228881836
2012-11-14,29.579999923706055
2012-11-15,26.719999313354492
2012-11-16,26.780000686645508
2012-11-19,27.899999618530273
2012-11-20,27.899999618530273
2012-11-21,27.899999618530273
2012-11-23,26.31999969482422
2012-11-26,27.15999984741211
2012-11-27,27.15999984741211
2012-11-28,27.15999984741211
2012-11-29,27.15999984741211
2012-11-30,23.676000595092773
2012-12-03,24.139999389648438
2012-12-04,24.18000030517578
2012-12-05,20.540000915527344
2012-12-06,20.540000915527344
2012-12-07,20.540000915527344
2012-12-10,24.739999771118164
2012-12-11,24.739999771118164
2012-12-12,23.540000915527344
2012-12-13,23.139999389648438
2012-12-14,23.139999389648438
2012-12-17,23.139999389648438
2012-12-18,23.139999389648438
2012-12-19,23.139999389648438
2012-12-20,23.139999389648438
2012-12-21,23.139999389648438
2012-12-24,23.139999389648438
2012-12-26,23.139999389648438
2012-12-27,23.139999389648438
2012-12-28,23.139999389648438
2012-12-31,23.139999389648438
2013-01-02,23.139999389648438
2013-01-03,23.139999389648438
2013-01-04,23.139999389648438
2013-01-07,23.139999389648438
2013-01-08,23.079999923706055
2013-01-09,23.920000076293945
2013-01-10,25.360000610351562
2013-01-11,23.219999313354492
2013-01-14,23.34000015258789
2013-01-15,23.139999389648438
2013-01-16,23.027999877929688
2013-01-17,23.04400062561035
2013-01-18,21.15999984741211
2013-01-22,19.940000534057617
2013-01-23,20.219999313354492
2013-01-24,19.851999282836914
2013-01-25,19.95599937438965
2013-01-28,17.799999237060547
2013-01-29,17.969999313354492
2013-01-30,19.84000015258789
2013-01-31,19.84000015258789
2013-02-01,19.84000015258789
2013-02-04,19.84000015258789
2013-02-05,18.520000457763672
2013-02-06,18.520000457763672
2013-02-07,18.520000457763672
2013-02-08,18.520000457763672
2013-02-11,21.920000076293945
2013-02-12,22.959999084472656
2013-02-13,22.959999084472656
2013-02-14,22.959999084472656
2013-02-15,22.260000228881836
2013-02-19,22.260000228881836
2013-02-20,22.260000228881836
2013-02-21,22.260000228881836
2013-02-22,19.479999542236328
2013-02-25,19.479999542236328
2013-02-26,19.479999542236328
2013-02-27,19.57200050354004
2013-02-28,19.50200080871582
2013-03-01,19.50200080871582
2013-03-04,19.50200080871582
2013-03-05,19.50200080871582
2013-03-06,19.50200080871582
2013-03-07,17.559999465942383
2013-03-08,17.559999465942383
2013-03-11,17.559999465942383
2013-03-12,17.559999465942383
2013-03-13,17.559999465942383
2013-03-14,17.559999465942383
2013-03-15,17.559999465942383
2013-03-18,17.559999465942383
2013-03-19,17.559999465942383
2013-03-20,17.559999465942383
2013-03-21,17.559999465942383
2013-03-22,17.559999465942383
2013-03-25,17.559999465942383
2013-03-26,17.559999465942383
2013-03-27,17.559999465942383
2013-03-28,17.559999465942383
2013-04-01,17.559999465942383
2013-04-02,17.559999465942383
2013-04-03,17.559999465942383
2013-04-04,17.559999465942383
2013-04-05,16.979999542236328
2013-04-08,17.54199981689453
2013-04-09,17.54199981689453
2013-04-10,17.54199981689453
2013-04-11,17.54199981689453
2013-04-12,17.54199981689453
2013-04-15,17.54199981689453
2013-04-16,17.54199981689453
2013-04-17,17.54199981689453
2013-04-18,17.54199981689453
2013-04-19,17.54199981689453
2013-04-22,17.54199981689453
2013-04-23,17.54199981689453
2013-04-24,17.54199981689453
2013-04-25,17.54199981689453
2013-04-26,17.54199981689453
2013-04-29,17.54199981689453
2013-04-30,17.54199981689453
2013-05-01,17.97800064086914
2013-05-02,17.97800064086914
2013-05-03,17.97800064086914
2013-05-06,17.97800064086914
2013-05-07,17.97800064086914
2013-05-08,17.97800064086914
2013-05-09,17.97800064086914
2013-05-10,17.97800064086914
2013-05-13,17.97800064086914
2013-05-14,17.97800064086914
2013-05-15,17.97800064086914
2013-05-16,17.97800064086914
2013-05-17,17.97800064086914
2013-05-20,17.97800064086914
2013-05-21,17.97800064086914
2013-05-22,19.190000534057617
2013-05-23,19.190000534057617
2013-05-24,20.549999237060547
2013-05-28,20.549999237060547
2013-05-29,20.549999237060547
2013-05-30,18.535999298095703
2013-05-31,18.535999298095703
2013-06-03,18.535999298095703
2013-06-04,18.535999298095703
2013-06-05,18.535999298095703
2013-06-06,18.535999298095703
2013-06-07,18.535999298095703
2013-06-10,18.535999298095703
2013-06-11,18.535999298095703
2013-06-12,18.535999298095703
2013-06-13,18.535999298095703
2013-06-14,18.535999298095703
2013-06-17,18.535999298095703
2013-06-18,18.535999298095703
2013-06-19,23.167999267578125
2013-06-20,20.642000198364258
2013-06-21,20.676000595092773
2013-06-24,20.715999603271484
2013-06-25,20.715999603271484
2013-06-26,19.8439998626709
2013-06-27,19.8439998626709
2013-06-28,19.8439998626709
2013-07-01,19.8439998626709
2013-07-02,19.8439998626709
2013-07-03,19.8439998626709
2013-07-05,19.8439998626709
2013-07-08,19.8439998626709
2013-07-09,19.8439998626709
2013-07-10,19.8439998626709
2013-07-11,19.8439998626709
2013-07-12,19.549999237060547
2013-07-15,17.959999084472656
2013-07-16,17.959999084472656
2013-07-17,17.959999084472656
2013-07-18,17.959999084472656
2013-07-19,17.959999084472656
2013-07-22,17.959999084472656
2013-07-23,17.959999084472656
2013-07-24,17.959999084472656
2013-07-25,17.959999084472656
2013-07-26,17.959999084472656
2013-07-29,17.959999084472656
2013-07-30,17.959999084472656
2013-07-31,17.959999084472656
2013-08-01,17.959999084472656
2013-08-02,20.615999221801758
2013-08-05,20.615999221801758
2013-08-06,21.29599952697754
2013-08-07,21.29599952697754
2013-08-08,21.29599952697754
2013-08-09,21.29599952697754
2013-08-12,21.29599952697754
2013-08-13,21.29599952697754
2013-08-14,21.29599952697754
2013-08-15,21.29599952697754
2013-08-16,21.25200080871582
2013-08-19,21.25200080871582
2013-08-20,21.25200080871582
2013-08-21,21.25200080871582
2013-08-22,21.25200080871582
2013-08-23,21.25200080871582
2013-08-26,25.139999389648438
2013-08-27,25.139999389648438
2013-08-28,25.139999389648438
2013-08-29,25.139999389648438
2013-08-30,25.139999389648438
2013-09-03,25.139999389648438
2013-09-04,26.8799991607666
2013-09-05,26.8799991607666
2013-09-06,26.8799991607666
2013-09-09,26.8799991607666
2013-09-10,26.8799991607666
2013-09-11,26.8799991607666
2013-09-12,26.8799991607666
2013-09-13,26.8799991607666
2013-09-16,26.8799991607666
2013-09-17,26.8799991607666
2013-09-18,26.8799991607666
2013-09-19,26.8799991607666
2013-09-20,26.8799991607666
2013-09-23,26.5
2013-09-24,26.5
2013-09-25,25.8799991607666
2013-09-26,25.8799991607666
2013-09-27,25.8799991607666
2013-09-30,25.81999969482422
2013-10-01,25.81999969482422
2013-10-02,23.714000701904297
2013-10-03,23.714000701904297
2013-10-04,23.714000701904297
2013-10-07,23.714000701904297
2013-10-08,19.079999923706055
2013-10-09,19.079999923706055
2013-10-10,19.079999923706055
2013-10-11,19.079999923706055
2013-10-14,19.079999923706055
2013-10-15,19.079999923706055
2013-10-16,19.079999923706055
2013-10-17,19.079999923706055
2013-10-18,17.736000061035156
2013-10-21,17.736000061035156
2013-10-22,17.736000061035156
2013-10-23,17.736000061035156
2013-10-24,17.736000061035156
2013-10-25,17.736000061035156
2013-10-28,17.299999237060547
2013-10-29,17.299999237060547
2013-10-30,17.299999237060547
2013-10-31,17.299999237060547
2013-11-01,17.299999237060547
2013-11-04,17.299999237060547
2013-11-05,17.299999237060547
2013-11-06,17.299999237060547
2013-11-07,17.299999237060547
2013-11-08,17.299999237060547
2013-11-11,17.299999237060547
2013-11-12,17.299999237060547
2013-11-13,17.299999237060547
2013-11-14,17.299999237060547
2013-11-15,17.299999237060547
2013-11-18,17.299999237060547
2013-11-19,17.299999237060547
2013-11-20,17.299999237060547
2013-11-21,17.299999237060547
2013-11-22,17.299999237060547
2013-11-25,16.979999542236328
2013-11-26,16.979999542236328
2013-11-27,16.979999542236328
2013-11-29,16.979999542236328
2013-12-02,16.979999542236328
2013-12-03,16.979999542236328
2013-12-04,16.979999542236328
2013-12-05,16.979999542236328
2013-12-06,16.979999542236328
2013-12-09,17.020000457763672
2013-12-10,17.020000457763672
2013-12-11,17.020000457763672
2013-12-12,17.020000457763672
2013-12-13,17.020000457763672
2013-12-16,17.020000457763672
2013-12-17,17.020000457763672
2013-12-18,17.020000457763672
2013-12-19,17.020000457763672
2013-12-20,17.020000457763672
2013-12-23,17.013999938964844
2013-12-24,17.013999938964844
2013-12-26,17.013999938964844
2013-12-27,15.390000343322754
2013-12-30,15.390000343322754
2013-12-31,15.390000343322754
2014-01-02,15.390000343322754
2014-01-03,15.390000343322754
2014-01-06,15.390000343322754
2014-01-07,15.390000343322754
2014-01-08,15.390000343322754
2014-01-09,16.086000442504883
2014-01-10,16.086000442504883
2014-01-13,16.086000442504883
2014-01-14,16.086000442504883
2014-01-15,16.086000442504883
2014-01-16,16.236000061035156
2014-01-17,16.236000061035156
2014-01-21,16.236000061035156
2014-01-22,16.236000061035156
2014-01-23,16.236000061035156
2014-01-24,16.236000061035156
2014-01-27,16.236000061035156
2014-01-28,16.236000061035156
2014-01-29,16.236000061035156
2014-01-30,16.236000061035156
2014-01-31,16.236000061035156
2014-02-03,16.236000061035156
2014-02-04,16.236000061035156
2014-02-05,16.236000061035156
2014-02-06,16.236000061035156
2014-02-07,15.300000190734863
2014-02-10,15.880000114440918
2014-02-11,15.520000457763672
2014-02-12,15.520000457763672
2014-02-13,15.520000457763672
2014-02-14,15.399999618530273
2014-02-18,15.583999633789062
2014-02-19,16.200000762939453
2014-02-20,15.902000427246094
2014-02-21,15.5600004196167
2014-02-24,14.9399995803833
2014-02-25,14.9399995803833
2014-02-26,14.84000015258789
2014-02-27,15.380000114440918
2014-02-28,15.380000114440918
2014-03-03,15.380000114440918
2014-03-04,17.70800018310547
2014-03-05,19.947999954223633
2014-03-06,16.639999389648438
2014-03-07,16.639999389648438
2014-03-10,16.639999389648438
2014-03-11,16.639999389648438
2014-03-12,16.639999389648438
2014-03-13,18.031999588012695
2014-03-14,18.031999588012695
2014-03-17,17.416000366210938
2014-03-18,17.520000457763672
2014-03-19,17.520000457763672
2014-03-20,17.520000457763672
2014-03-21,17.520000457763672
2014-03-24,17.420000076293945
2014-03-25,17.652000427246094
2014-03-26,17.652000427246094
2014-03-27,17.652000427246094
2014-03-28,17.652000427246094
2014-03-31,17.652000427246094
2014-04-01,17.652000427246094
2014-04-02,17.652000427246094
2014-04-03,17.652000427246094
2014-04-04,17.652000427246094
2014-04-07,17.652000427246094
2014-04-08,17.652000427246094
2014-04-09,17.652000427246094
2014-04-10,17.652000427246094
2014-04-11,17.652000427246094
2014-04-14,17.652000427246094
2014-04-15,14.420000076293945
2014-04-16,14.420000076293945
2014-04-17,14.420000076293945
2014-04-21,14.420000076293945
2014-04-22,14.420000076293945
2014-04-23,14.37600040435791
2014-04-24,14.041999816894531
2014-04-25,13.520000457763672
2014-04-28,13.520000457763672
2014-04-29,13.807999610900879
2014-04-30,13.807999610900879
2014-05-01,13.807999610900879
2014-05-02,13.800000190734863
2014-05-05,13.800000190734863
2014-05-06,13.800000190734863
2014-05-07,13.800000190734863
2014-05-08,13.800000190734863
2014-05-09,13.800000190734863
2014-05-12,13.800000190734863
2014-05-13,13.800000190734863
2014-05-14,13.800000190734863
2014-05-15,13.800000190734863
2014-05-16,13.800000190734863
2014-05-19,13.800000190734863
2014-05-20,13.800000190734863
2014-05-21,13.800000190734863
2014-05-22,13.800000190734863
2014-05-23,10.920000076293945
2014-05-27,13.800000190734863
2014-05-28,10.920000076293945
2014-05-29,10.920000076293945
2014-05-30,12.800000190734863
2014-06-02,12.72599983215332
2014-06-03,13.618000030517578
2014-06-04,13.618000030517578
2014-06-05,13.618000030517578
2014-06-06,13.618000030517578
2014-06-09,13.618000030517578
2014-06-10,13.618000030517578
2014-06-11,13.618000030517578
2014-06-12,13.618000030517578
2014-06-13,13.618000030517578
2014-06-16,13.618000030517578
2014-06-17,13.618000030517578
2014-06-18,12.574000358581543
2014-06-19,12.505999565124512
2014-06-20,12.505999565124512
2014-06-23,12.505999565124512
2014-06-24,12.505999565124512
2014-06-25,11.859999656677246
2014-06-26,11.479999542236328
2014-06-27,11.479999542236328
2014-06-30,11.479999542236328
2014-07-01,11.479999542236328
2014-07-02,11.479999542236328
2014-07-03,11.479999542236328
2014-07-07,11.479999542236328
2014-07-08,11.479999542236328
2014-07-09,11.479999542236328
2014-07-10,11.479999542236328
2014-07-11,11.479999542236328
2014-07-14,11.479999542236328
2014-07-15,13.279999732971191
2014-07-16,13.279999732971191
2014-07-17,13.279999732971191
2014-07-18,13.279999732971191
2014-07-21,13.279999732971191
2014-07-22,13.279999732971191
2014-07-23,13.279999732971191
2014-07-24,13.279999732971191
2014-07-25,13.279999732971191
2014-07-28,13.279999732971191
2014-07-29,13.279999732971191
2014-07-30,13.279999732971191
2014-07-31,13.279999732971191
2014-08-01,10.800000190734863
2014-08-04,10.800000190734863
2014-08-05,10.800000190734863
2014-08-06,10.800000190734863
2014-08-07,10.800000190734863
2014-08-08,10.800000190734863
2014-08-11,10.800000190734863
2014-08-12,10.800000190734863
2014-08-13,10.800000190734863
2014-08-14,10.800000190734863
2014-08-15,10.800000190734863
2014-08-18,10.720000267028809
2014-08-19,10.720000267028809
2014-08-20,10.720000267028809
2014-08-21,9.979999542236328
2014-08-22,9.979999542236328
2014-08-25,9.979999542236328
2014-08-26,10.479999542236328
2014-08-27,10.399999618530273
2014-08-28,10.399999618530273
2014-08-29,10.399999618530273
2014-09-02,9.84000015258789
2014-09-03,9.84000015258789
2014-09-04,9.84000015258789
2014-09-05,9.84000015258789
2014-09-08,9.84000015258789
2014-09-09,9.84000015258789
2014-09-10,7.0
2014-09-11,7.73799991607666
2014-09-12,7.73799991607666
2014-09-15,7.73799991607666
2014-09-16,7.73799991607666
2014-09-17,7.73799991607666
2014-09-18,7.73799991607666
2014-09-19,7.73799991607666
2014-09-22,7.73799991607666
2014-09-23,7.73799991607666
2014-09-24,7.73799991607666
2014-09-25,7.73799991607666
2014-09-26,7.73799991607666
2014-09-29,7.73799991607666
2014-09-30,7.0
2014-10-01,7.927999973297119
2014-10-02,7.927999973297119
2014-10-03,7.927999973297119
2014-10-06,7.927999973297119
2014-10-07,7.927999973297119
2014-10-08,7.927999973297119
2014-10-09,7.927999973297119
2014-10-10,7.927999973297119
2014-10-13,7.927999973297119
2014-10-14,7.927999973297119
2014-10-15,7.927999973297119
2014-10-16,7.927999973297119
2014-10-17,7.927999973297119
2014-10-20,7.927999973297119
2014-10-21,7.927999973297119
2014-10-22,7.927999973297119
2014-10-23,5.110000133514404
2014-10-24,5.110000133514404
2014-10-27,5.110000133514404
2014-10-28,5.110000133514404
2014-10-29,5.110000133514404
2014-10-30,5.110000133514404
2014-10-31,5.110000133514404
2014-11-03,5.110000133514404
2014-11-04,5.110000133514404
2014-11-05,5.110000133514404
2014-11-06,4.440000057220459
2014-11-07,4.440000057220459
2014-11-10,4.440000057220459
2014-11-11,9.645999908447266
2014-11-12,9.645999908447266
2014-11-13,9.645999908447266
2014-11-14,9.645999908447266
2014-11-17,9.645999908447266
2014-11-18,1.4919999837875366
2014-11-19,1.1740000247955322
2014-11-20,1.1740000247955322
2014-11-21,1.1740000247955322
2014-11-24,1.1740000247955322
2014-11-25,1.1740000247955322
2014-11-26,1.1740000247955322
2014-11-28,1.159999966621399
2014-12-01,1.159999966621399
2014-12-02,1.159999966621399
2014-12-03,1.159999966621399
2014-12-04,1.159999966621399
2014-12-05,0.8140000104904175
