,DRIV
2019-05-06,13.979999542236328
2019-05-07,13.597999572753906
2019-05-08,13.65999984741211
2019-05-09,13.380000114440918
2019-05-10,13.385000228881836
2019-05-13,12.899999618530273
2019-05-14,13.069999694824219
2019-05-15,13.210000038146973
2019-05-16,13.09000015258789
2019-05-17,12.845000267028809
2019-05-20,12.552000045776367
2019-05-21,12.800000190734863
2019-05-22,12.5600004196167
2019-05-23,12.289999961853027
2019-05-24,12.369999885559082
2019-05-28,12.380000114440918
2019-05-29,12.293000221252441
2019-05-30,12.350000381469727
2019-05-31,12.170000076293945
2019-06-03,12.164999961853027
2019-06-04,12.58899974822998
2019-06-05,12.579999923706055
2019-06-06,12.682000160217285
2019-06-07,12.84000015258789
2019-06-10,13.010000228881836
2019-06-11,13.083000183105469
2019-06-12,12.960000038146973
2019-06-13,12.960000038146973
2019-06-14,12.817999839782715
2019-06-17,12.850000381469727
2019-06-18,13.130000114440918
2019-06-19,13.17300033569336
2019-06-20,13.34000015258789
2019-06-21,13.270000457763672
2019-06-24,13.25
2019-06-25,13.111000061035156
2019-06-26,13.338000297546387
2019-06-27,13.34000015258789
2019-06-28,13.34000015258789
2019-07-01,13.4399995803833
2019-07-02,13.40999984741211
2019-07-03,13.420000076293945
2019-07-05,13.390000343322754
2019-07-08,13.239999771118164
2019-07-09,13.210000038146973
2019-07-10,13.220000267028809
2019-07-11,13.210000038146973
2019-07-12,13.380000114440918
2019-07-15,13.390000343322754
2019-07-16,13.449999809265137
2019-07-17,13.34000015258789
2019-07-18,13.340999603271484
2019-07-19,13.430000305175781
2019-07-22,13.40999984741211
2019-07-23,13.704999923706055
2019-07-24,13.850000381469727
2019-07-25,13.609999656677246
2019-07-26,13.704000473022461
2019-07-29,13.619999885559082
2019-07-30,13.529999732971191
2019-07-31,13.329999923706055
2019-08-01,13.100000381469727
2019-08-02,12.859999656677246
2019-08-05,12.487000465393066
2019-08-06,12.576000213623047
2019-08-07,12.65999984741211
2019-08-08,12.835000038146973
2019-08-09,12.680000305175781
2019-08-12,12.458999633789062
2019-08-13,12.692000389099121
2019-08-14,12.220000267028809
2019-08-15,12.0600004196167
2019-08-16,12.399999618530273
2019-08-19,12.5600004196167
2019-08-20,12.5
2019-08-21,12.583000183105469
2019-08-22,12.539999961853027
2019-08-23,12.088000297546387
2019-08-26,12.199999809265137
2019-08-27,12.1899995803833
2019-08-28,12.270000457763672
2019-08-29,12.454999923706055
2019-08-30,12.515000343322754
2019-09-03,12.390000343322754
2019-09-04,12.659000396728516
2019-09-05,13.0
2019-09-06,13.064000129699707
2019-09-09,13.260000228881836
2019-09-10,13.399999618530273
2019-09-11,13.5600004196167
2019-09-12,13.609999656677246
2019-09-13,13.729999542236328
2019-09-16,13.609999656677246
2019-09-17,13.510000228881836
2019-09-18,13.479999542236328
2019-09-19,13.454999923706055
2019-09-20,13.352999687194824
2019-09-23,13.34000015258789
2019-09-24,13.100000381469727
2019-09-25,13.109999656677246
2019-09-26,13.220000267028809
2019-09-27,13.11299991607666
2019-09-30,13.13700008392334
2019-10-01,12.95199966430664
2019-10-02,12.699999809265137
2019-10-03,12.789999961853027
2019-10-04,12.887999534606934
2019-10-07,12.854000091552734
2019-10-08,12.609999656677246
2019-10-09,12.72700023651123
2019-10-10,12.855999946594238
2019-10-11,13.220000267028809
2019-10-14,13.149999618530273
2019-10-15,13.34000015258789
2019-10-16,13.335000038146973
2019-10-17,13.430000305175781
2019-10-18,13.359999656677246
2019-10-21,13.430000305175781
2019-10-22,13.489999771118164
2019-10-23,13.430000305175781
2019-10-24,13.50100040435791
2019-10-25,13.710000038146973
2019-10-28,13.866999626159668
2019-10-29,13.774999618530273
2019-10-30,13.779999732971191
2019-10-31,13.619999885559082
2019-11-01,13.960000038146973
2019-11-04,14.260000228881836
2019-11-05,14.3100004196167
2019-11-06,14.199999809265137
2019-11-07,14.430000305175781
2019-11-08,14.456000328063965
2019-11-11,14.418000221252441
2019-11-12,14.369999885559082
2019-11-13,14.239999771118164
2019-11-14,14.170000076293945
2019-11-15,14.295999526977539
2019-11-18,14.255999565124512
2019-11-19,14.21500015258789
2019-11-20,14.055000305175781
2019-11-21,14.020000457763672
2019-11-22,14.045999526977539
2019-11-25,14.25
2019-11-26,14.251999855041504
2019-11-27,14.295000076293945
2019-11-29,14.140000343322754
2019-12-02,14.050000190734863
2019-12-03,13.845000267028809
2019-12-04,13.979999542236328
2019-12-05,13.949999809265137
2019-12-06,14.164999961853027
2019-12-09,14.109999656677246
2019-12-10,14.128000259399414
2019-12-11,14.324999809265137
2019-12-12,14.574999809265137
2019-12-13,14.555000305175781
2019-12-16,14.6850004196167
2019-12-17,14.739999771118164
2019-12-18,14.744999885559082
2019-12-19,14.758000373840332
2019-12-20,14.788000106811523
2019-12-23,14.805000305175781
2019-12-24,14.826000213623047
2019-12-26,14.920000076293945
2019-12-27,14.880000114440918
2019-12-30,14.732999801635742
2019-12-31,14.791999816894531
2020-01-02,15.126999855041504
2020-01-03,14.906999588012695
2020-01-06,14.904999732971191
2020-01-07,15.010000228881836
2020-01-08,15.119999885559082
2020-01-09,15.145000457763672
2020-01-10,15.100000381469727
2020-01-13,15.345000267028809
2020-01-14,15.390000343322754
2020-01-15,15.276000022888184
2020-01-16,15.416000366210938
2020-01-17,15.529999732971191
2020-01-21,15.354999542236328
2020-01-22,15.350000381469727
2020-01-23,15.333999633789062
2020-01-24,15.15999984741211
2020-01-27,14.829999923706055
2020-01-28,15.02400016784668
2020-01-29,14.961999893188477
2020-01-30,14.880000114440918
2020-01-31,14.588000297546387
2020-02-03,14.8100004196167
2020-02-04,15.291000366210938
2020-02-05,15.468999862670898
2020-02-06,15.5
2020-02-07,15.199999809265137
2020-02-10,15.375
2020-02-11,15.59000015258789
2020-02-12,15.850000381469727
2020-02-13,15.75
2020-02-14,15.675000190734863
2020-02-18,15.619999885559082
2020-02-19,15.875
2020-02-20,15.819999694824219
2020-02-21,15.475000381469727
2020-02-24,14.770000457763672
2020-02-25,14.312000274658203
2020-02-26,14.350000381469727
2020-02-27,13.677000045776367
2020-02-28,13.640000343322754
2020-03-02,14.15999984741211
2020-03-03,13.869999885559082
2020-03-04,14.229999542236328
2020-03-05,13.645000457763672
2020-03-06,13.345000267028809
2020-03-09,12.180000305175781
2020-03-10,12.930000305175781
2020-03-11,12.213000297546387
2020-03-12,10.899999618530273
2020-03-13,11.645000457763672
2020-03-16,10.25
2020-03-17,9.819999694824219
2020-03-18,9.899999618530273
2020-03-19,10.081000328063965
2020-03-20,9.819999694824219
2020-03-23,9.770000457763672
2020-03-24,10.800000190734863
2020-03-25,11.074000358581543
2020-03-26,11.562000274658203
2020-03-27,11.239999771118164
2020-03-30,11.1899995803833
2020-03-31,11.0600004196167
2020-04-01,10.520000457763672
2020-04-02,10.611000061035156
2020-04-03,10.470000267028809
2020-04-06,11.414999961853027
2020-04-07,11.579999923706055
2020-04-08,11.760000228881836
2020-04-09,11.9350004196167
2020-04-13,11.878000259399414
2020-04-14,12.329999923706055
2020-04-15,11.883999824523926
2020-04-16,11.944000244140625
2020-04-17,12.276000022888184
2020-04-20,12.053000450134277
2020-04-21,11.550000190734863
2020-04-22,11.9399995803833
2020-04-23,11.949999809265137
2020-04-24,12.140999794006348
2020-04-27,12.479999542236328
2020-04-28,12.446999549865723
2020-04-29,12.930000305175781
2020-04-30,12.692999839782715
2020-05-01,12.142999649047852
2020-05-04,12.218000411987305
2020-05-05,12.3100004196167
2020-05-06,12.3100004196167
2020-05-07,12.430000305175781
2020-05-08,12.805000305175781
2020-05-11,12.890000343322754
2020-05-12,12.559000015258789
2020-05-13,12.220000267028809
2020-05-14,12.366000175476074
2020-05-15,12.390000343322754
2020-05-18,13.017000198364258
2020-05-19,12.973999977111816
2020-05-20,13.279999732971191
2020-05-21,13.114999771118164
2020-05-22,13.083000183105469
2020-05-26,13.437999725341797
2020-05-27,13.720000267028809
2020-05-28,13.430000305175781
2020-05-29,13.515000343322754
2020-06-01,13.770999908447266
2020-06-02,13.90999984741211
2020-06-03,14.291000366210938
2020-06-04,14.333000183105469
2020-06-05,14.815999984741211
2020-06-08,15.109999656677246
2020-06-09,14.895999908447266
2020-06-10,14.960000038146973
2020-06-11,13.770000457763672
2020-06-12,14.119999885559082
2020-06-15,14.210000038146973
2020-06-16,14.40999984741211
2020-06-17,14.41100025177002
2020-06-18,14.409000396728516
2020-06-19,14.347999572753906
2020-06-22,14.432999610900879
2020-06-23,14.607000350952148
2020-06-24,14.210000038146973
2020-06-25,14.333999633789062
2020-06-26,14.031999588012695
2020-06-29,14.319999694824219
2020-06-30,14.550000190734863
2020-07-01,14.449999809265137
2020-07-02,14.76200008392334
2020-07-06,15.399999618530273
2020-07-07,15.170000076293945
2020-07-08,15.25100040435791
2020-07-09,15.222999572753906
2020-07-10,15.479999542236328
2020-07-13,15.399999618530273
2020-07-14,15.623000144958496
2020-07-15,15.920000076293945
2020-07-16,15.6899995803833
2020-07-17,15.78499984741211
2020-07-20,16.052000045776367
2020-07-21,15.9399995803833
2020-07-22,16.049999237060547
2020-07-23,15.829999923706055
2020-07-24,15.5600004196167
2020-07-27,15.854999542236328
2020-07-28,15.649999618530273
2020-07-29,15.819999694824219
2020-07-30,15.732000350952148
2020-07-31,15.479999542236328
2020-08-03,15.890000343322754
2020-08-04,16.100000381469727
2020-08-05,16.25
2020-08-06,16.32699966430664
2020-08-07,16.200000762939453
2020-08-10,16.523000717163086
2020-08-11,16.524999618530273
2020-08-12,16.850000381469727
2020-08-13,16.600000381469727
2020-08-14,16.610000610351562
2020-08-17,16.774999618530273
2020-08-18,16.719999313354492
2020-08-19,16.690000534057617
2020-08-20,16.600000381469727
2020-08-21,16.549999237060547
2020-08-24,16.850000381469727
2020-08-25,16.989999771118164
2020-08-26,17.170000076293945
2020-08-27,17.15999984741211
2020-08-28,17.329999923706055
2020-08-31,17.360000610351562
2020-09-01,17.639999389648438
2020-09-02,17.770000457763672
2020-09-03,17.030000686645508
2020-09-04,17.08099937438965
2020-09-08,16.530000686645508
2020-09-09,16.860000610351562
2020-09-10,16.6200008392334
2020-09-11,16.68000030517578
2020-09-14,17.100000381469727
2020-09-15,17.290000915527344
2020-09-16,17.25
2020-09-17,17.170000076293945
2020-09-18,17.100000381469727
2020-09-21,16.674999237060547
2020-09-22,16.698999404907227
2020-09-23,16.149999618530273
2020-09-24,16.1200008392334
2020-09-25,16.285999298095703
2020-09-28,16.719999313354492
2020-09-29,16.75
2020-09-30,16.933000564575195
2020-10-01,17.149999618530273
2020-10-02,17.010000228881836
2020-10-05,17.489999771118164
2020-10-06,17.350000381469727
2020-10-07,17.860000610351562
2020-10-08,18.0
2020-10-09,18.093000411987305
2020-10-12,18.25
2020-10-13,18.1200008392334
2020-10-14,18.190000534057617
2020-10-15,18.149999618530273
2020-10-16,18.149999618530273
2020-10-19,17.989999771118164
2020-10-20,18.079999923706055
2020-10-21,18.100000381469727
2020-10-22,18.260000228881836
2020-10-23,18.239999771118164
2020-10-26,17.889999389648438
2020-10-27,17.81999969482422
2020-10-28,17.200000762939453
2020-10-29,17.69300079345703
2020-10-30,17.415000915527344
2020-11-02,17.75
2020-11-03,18.280000686645508
2020-11-04,18.43000030517578
2020-11-05,19.299999237060547
2020-11-06,19.34000015258789
2020-11-09,19.780000686645508
2020-11-10,19.729999542236328
2020-11-11,19.950000762939453
2020-11-12,19.780000686645508
2020-11-13,20.229999542236328
2020-11-16,20.829999923706055
2020-11-17,20.84000015258789
2020-11-18,20.770000457763672
2020-11-19,20.93000030517578
2020-11-20,20.979999542236328
2020-11-23,21.639999389648438
2020-11-24,22.1299991607666
2020-11-25,22.020000457763672
2020-11-27,22.100000381469727
2020-11-30,21.809999465942383
2020-12-01,22.15999984741211
2020-12-02,22.190000534057617
2020-12-03,22.280000686645508
2020-12-04,22.850000381469727
2020-12-07,22.889999389648438
2020-12-08,23.139999389648438
2020-12-09,22.809999465942383
2020-12-10,22.90999984741211
2020-12-11,22.559999465942383
2020-12-14,22.68000030517578
2020-12-15,23.270000457763672
2020-12-16,23.219999313354492
2020-12-17,23.389999389648438
2020-12-18,23.290000915527344
2020-12-21,23.260000228881836
2020-12-22,23.399999618530273
2020-12-23,23.6200008392334
2020-12-24,23.600000381469727
2020-12-28,23.690000534057617
2020-12-29,23.559999465942383
2020-12-30,23.969999313354492
2020-12-31,23.969999313354492
2021-01-04,24.010000228881836
2021-01-05,24.59000015258789
2021-01-06,24.90999984741211
2021-01-07,25.979999542236328
2021-01-08,26.5
2021-01-11,26.309999465942383
2021-01-12,26.940000534057617
2021-01-13,26.920000076293945
2021-01-14,27.079999923706055
2021-01-15,26.399999618530273
2021-01-19,27.229999542236328
2021-01-20,27.559999465942383
2021-01-21,27.850000381469727
2021-01-22,27.760000228881836
2021-01-25,27.799999237060547
2021-01-26,27.780000686645508
2021-01-27,26.889999389648438
2021-01-28,26.700000762939453
2021-01-29,25.899999618530273
2021-02-01,26.600000381469727
2021-02-02,26.959999084472656
2021-02-03,27.15999984741211
2021-02-04,27.290000915527344
2021-02-05,27.469999313354492
2021-02-08,27.920000076293945
2021-02-09,27.989999771118164
2021-02-10,27.889999389648438
2021-02-11,28.079999923706055
2021-02-12,28.229999542236328
2021-02-16,28.34000015258789
2021-02-17,27.959999084472656
2021-02-18,27.399999618530273
2021-02-19,27.959999084472656
2021-02-22,27.450000762939453
2021-02-23,27.100000381469727
2021-02-24,27.739999771118164
2021-02-25,26.559999465942383
2021-02-26,26.5
2021-03-01,27.450000762939453
2021-03-02,27.020000457763672
2021-03-03,26.610000610351562
2021-03-04,25.639999389648438
2021-03-05,26.1299991607666
2021-03-08,25.760000228881836
2021-03-09,26.520000457763672
2021-03-10,26.6200008392334
2021-03-11,27.360000610351562
2021-03-12,27.31999969482422
2021-03-15,27.489999771118164
2021-03-16,27.399999618530273
2021-03-17,27.770000457763672
2021-03-18,27.0
2021-03-19,27.040000915527344
2021-03-22,27.059999465942383
2021-03-23,26.18000030517578
2021-03-24,25.559999465942383
2021-03-25,25.75
2021-03-26,26.31999969482422
2021-03-29,25.940000534057617
2021-03-30,26.309999465942383
2021-03-31,26.540000915527344
2021-04-01,27.0
2021-04-05,27.530000686645508
2021-04-06,27.3700008392334
2021-04-07,27.190000534057617
2021-04-08,27.31999969482422
2021-04-09,27.3799991607666
2021-04-12,27.229999542236328
2021-04-13,27.299999237060547
2021-04-14,27.3799991607666
2021-04-15,27.59000015258789
2021-04-16,27.75
2021-04-19,27.479999542236328
2021-04-20,26.940000534057617
2021-04-21,27.350000381469727
2021-04-22,27.09000015258789
2021-04-23,27.600000381469727
2021-04-26,27.8799991607666
2021-04-27,27.799999237060547
2021-04-28,27.68000030517578
2021-04-29,27.420000076293945
2021-04-30,26.950000762939453
2021-05-03,26.920000076293945
2021-05-04,26.459999084472656
2021-05-05,26.809999465942383
2021-05-06,26.850000381469727
2021-05-07,27.239999771118164
2021-05-10,26.600000381469727
2021-05-11,26.389999389648438
2021-05-12,25.549999237060547
2021-05-13,25.84000015258789
2021-05-14,26.389999389648438
