,DRIV
2018-04-17,15.279999732971191
2018-04-18,15.279999732971191
2018-04-19,15.159000396728516
2018-04-20,14.996999740600586
2018-04-23,14.850000381469727
2018-04-24,14.6899995803833
2018-04-25,14.67199993133545
2018-04-26,14.930000305175781
2018-04-27,14.819999694824219
2018-04-30,14.760000228881836
2018-05-01,14.8100004196167
2018-05-02,14.800000190734863
2018-05-03,14.824999809265137
2018-05-04,15.027000427246094
2018-05-07,15.0600004196167
2018-05-08,15.024999618530273
2018-05-09,15.182999610900879
2018-05-10,15.380999565124512
2018-05-11,15.38599967956543
2018-05-14,15.449999809265137
2018-05-15,15.279999732971191
2018-05-16,15.456999778747559
2018-05-17,15.406999588012695
2018-05-18,15.375
2018-05-21,15.4399995803833
2018-05-22,15.489999771118164
2018-05-23,15.380000114440918
2018-05-24,15.317999839782715
2018-05-25,15.274999618530273
2018-05-29,15.050000190734863
2018-05-30,15.182000160217285
2018-05-31,15.119999885559082
2018-06-01,15.359999656677246
2018-06-04,15.5
2018-06-05,15.569999694824219
2018-06-06,15.710000038146973
2018-06-07,15.680000305175781
2018-06-08,15.619000434875488
2018-06-11,15.65999984741211
2018-06-12,15.5600004196167
2018-06-13,15.59000015258789
2018-06-14,15.569999694824219
2018-06-15,15.449999809265137
2018-06-18,15.4399995803833
2018-06-19,15.199999809265137
2018-06-20,15.229999542236328
2018-06-21,15.0
2018-06-22,14.994999885559082
2018-06-25,14.59000015258789
2018-06-26,14.699999809265137
2018-06-27,14.59000015258789
2018-06-28,14.390000343322754
2018-06-29,14.510000228881836
2018-07-02,14.446000099182129
2018-07-03,14.369999885559082
2018-07-05,14.5600004196167
2018-07-06,14.699999809265137
2018-07-09,14.868000030517578
2018-07-10,14.970000267028809
2018-07-11,14.670000076293945
2018-07-12,14.82699966430664
2018-07-13,14.84000015258789
2018-07-16,14.75100040435791
2018-07-17,14.890000343322754
2018-07-18,14.970000267028809
2018-07-19,14.859999656677246
2018-07-20,14.789999961853027
2018-07-23,14.753000259399414
2018-07-24,14.869000434875488
2018-07-25,14.795000076293945
2018-07-26,14.970000267028809
2018-07-27,14.861000061035156
2018-07-30,14.779999732971191
2018-07-31,14.829999923706055
2018-08-01,14.71500015258789
2018-08-02,14.779999732971191
2018-08-03,14.8100004196167
2018-08-06,14.850000381469727
2018-08-07,14.949999809265137
2018-08-08,14.940999984741211
2018-08-09,14.880000114440918
2018-08-10,14.595999717712402
2018-08-13,14.479999542236328
2018-08-14,14.567999839782715
2018-08-15,14.270000457763672
2018-08-16,14.34000015258789
2018-08-17,14.380000114440918
2018-08-20,14.5
2018-08-21,14.640000343322754
2018-08-22,14.600000381469727
2018-08-23,14.550000190734863
2018-08-24,14.720000267028809
2018-08-27,14.9399995803833
2018-08-28,15.01099967956543
2018-08-29,15.039999961853027
2018-08-30,14.90999984741211
2018-08-31,14.822999954223633
2018-09-04,14.744000434875488
2018-09-05,14.630000114440918
2018-09-06,14.539999961853027
2018-09-07,14.413999557495117
2018-09-10,14.479000091552734
2018-09-11,14.399999618530273
2018-09-12,14.416000366210938
2018-09-13,14.609999656677246
2018-09-14,14.670999526977539
2018-09-17,14.630000114440918
2018-09-18,14.675000190734863
2018-09-19,14.8100004196167
2018-09-20,15.010000228881836
2018-09-21,15.039999961853027
2018-09-24,14.90999984741211
2018-09-25,14.84000015258789
2018-09-26,14.779999732971191
2018-09-27,14.779999732971191
2018-09-28,14.72599983215332
2018-10-01,14.850000381469727
2018-10-02,14.84000015258789
2018-10-03,14.8100004196167
2018-10-04,14.543999671936035
2018-10-05,14.34000015258789
2018-10-08,14.256999969482422
2018-10-09,14.119999885559082
2018-10-10,13.694999694824219
2018-10-11,13.5
2018-10-12,13.48900032043457
2018-10-15,13.479999542236328
2018-10-16,13.743000030517578
2018-10-17,13.710000038146973
2018-10-18,13.449999809265137
2018-10-19,13.390000343322754
2018-10-22,13.4399995803833
2018-10-23,13.329999923706055
2018-10-24,12.864999771118164
2018-10-25,13.010000228881836
2018-10-26,12.829999923706055
2018-10-29,12.800000190734863
2018-10-30,12.861000061035156
2018-10-31,13.239999771118164
2018-11-01,13.5
2018-11-02,13.46500015258789
2018-11-05,13.359999656677246
2018-11-06,13.557000160217285
2018-11-07,13.710000038146973
2018-11-08,13.630000114440918
2018-11-09,13.359999656677246
2018-11-12,13.0600004196167
2018-11-13,13.09000015258789
2018-11-14,13.055000305175781
2018-11-15,13.1899995803833
2018-11-16,13.220000267028809
2018-11-19,12.989999771118164
2018-11-20,12.6899995803833
2018-11-21,12.932000160217285
2018-11-23,12.932000160217285
2018-11-26,13.01099967956543
2018-11-27,12.979999542236328
2018-11-28,13.180000305175781
2018-11-29,13.210000038146973
2018-11-30,13.25
2018-12-03,13.539999961853027
2018-12-04,13.140000343322754
2018-12-06,12.835000038146973
2018-12-07,12.524999618530273
2018-12-10,12.475000381469727
2018-12-11,12.529999732971191
2018-12-12,12.708000183105469
2018-12-13,12.645000457763672
2018-12-14,12.529999732971191
2018-12-17,12.140999794006348
2018-12-18,12.3149995803833
2018-12-19,12.3149995803833
2018-12-20,11.850000381469727
2018-12-21,11.663000106811523
2018-12-24,11.451000213623047
2018-12-26,11.729999542236328
2018-12-27,11.600000381469727
2018-12-28,11.654999732971191
2018-12-31,11.65999984741211
2019-01-02,11.760000228881836
2019-01-03,11.390000343322754
2019-01-04,11.842000007629395
2019-01-07,12.100000381469727
2019-01-08,12.079999923706055
2019-01-09,12.34000015258789
2019-01-10,12.319999694824219
2019-01-11,12.40999984741211
2019-01-14,12.331000328063965
2019-01-15,12.350000381469727
2019-01-16,12.449999809265137
2019-01-17,12.539999961853027
2019-01-18,12.694999694824219
2019-01-22,12.350000381469727
2019-01-23,12.3100004196167
2019-01-24,12.569999694824219
2019-01-25,12.82699966430664
2019-01-28,12.614999771118164
2019-01-29,12.59000015258789
2019-01-30,12.789999961853027
2019-01-31,12.904000282287598
2019-02-01,12.949000358581543
2019-02-04,13.017999649047852
2019-02-05,13.09000015258789
2019-02-06,13.170000076293945
2019-02-07,12.826000213623047
2019-02-08,12.6899995803833
2019-02-11,12.770000457763672
2019-02-12,12.97700023651123
2019-02-13,13.050000190734863
2019-02-14,13.069999694824219
2019-02-15,13.229999542236328
2019-02-19,13.281999588012695
2019-02-20,13.420000076293945
2019-02-21,13.350000381469727
2019-02-22,13.489999771118164
2019-02-25,13.670000076293945
2019-02-26,13.619999885559082
2019-02-27,13.567999839782715
2019-02-28,13.449999809265137
2019-03-01,13.494000434875488
2019-03-04,13.479999542236328
2019-03-05,13.404999732971191
2019-03-06,13.229999542236328
2019-03-07,12.979999542236328
2019-03-08,12.906999588012695
2019-03-11,13.1899995803833
2019-03-12,13.210000038146973
2019-03-13,13.260000228881836
2019-03-14,13.189000129699707
2019-03-15,13.260000228881836
2019-03-18,13.380000114440918
2019-03-19,13.4350004196167
2019-03-20,13.404999732971191
2019-03-21,13.59000015258789
2019-03-22,13.199000358581543
2019-03-25,13.050000190734863
2019-03-26,13.157999992370605
2019-03-27,13.109999656677246
2019-03-28,13.140000343322754
2019-03-29,13.223999977111816
2019-04-01,13.541999816894531
2019-04-02,13.630000114440918
2019-04-03,13.789999961853027
2019-04-04,13.920000076293945
2019-04-05,13.925000190734863
2019-04-08,14.0
2019-04-09,13.859999656677246
2019-04-10,13.9399995803833
2019-04-11,13.920000076293945
2019-04-12,14.069999694824219
2019-04-15,14.017000198364258
2019-04-16,14.21500015258789
2019-04-17,14.380999565124512
2019-04-18,14.399999618530273
2019-04-22,14.34000015258789
2019-04-23,14.300000190734863
2019-04-24,14.279999732971191
2019-04-25,14.008000373840332
2019-04-26,14.0
2019-04-29,14.0600004196167
2019-04-30,13.982000350952148
2019-05-01,13.920000076293945
2019-05-02,13.906000137329102
2019-05-03,14.180000305175781
