,BGRN
2019-03-21,52.279998779296875
2019-03-22,52.54999923706055
2019-03-25,52.564998626708984
2019-03-26,52.56999969482422
2019-03-27,52.68000030517578
2019-03-28,52.69499969482422
2019-03-29,52.590999603271484
2019-04-01,52.4900016784668
2019-04-02,52.529998779296875
2019-04-03,52.38999938964844
2019-04-04,52.47999954223633
2019-04-05,52.47999954223633
2019-04-08,52.47999954223633
2019-04-09,52.5
2019-04-10,52.57500076293945
2019-04-11,52.599998474121094
2019-04-12,52.45000076293945
2019-04-15,52.41999816894531
2019-04-16,52.369998931884766
2019-04-17,52.400001525878906
2019-04-18,52.52000045776367
2019-04-22,52.52000045776367
2019-04-23,52.540000915527344
2019-04-24,52.720001220703125
2019-04-25,52.57099914550781
2019-04-26,52.779998779296875
2019-04-29,52.709999084472656
2019-04-30,52.77000045776367
2019-05-01,52.74100112915039
2019-05-02,52.64500045776367
2019-05-03,52.66999816894531
2019-05-06,52.70500183105469
2019-05-07,52.81999969482422
2019-05-08,52.79600143432617
2019-05-09,52.76100158691406
2019-05-10,52.75
2019-05-13,52.83000183105469
2019-05-14,52.7400016784668
2019-05-15,52.959999084472656
2019-05-16,52.91999816894531
2019-05-17,52.922000885009766
2019-05-20,52.88999938964844
2019-05-21,52.80500030517578
2019-05-22,52.80500030517578
2019-05-23,52.9900016784668
2019-05-24,52.99800109863281
2019-05-28,53.11000061035156
2019-05-29,53.15999984741211
2019-05-30,53.12699890136719
2019-05-31,53.31999969482422
2019-06-03,53.349998474121094
2019-06-04,53.369998931884766
2019-06-05,53.48500061035156
2019-06-06,53.48500061035156
2019-06-07,53.709999084472656
2019-06-10,53.540000915527344
2019-06-11,53.516998291015625
2019-06-12,53.599998474121094
2019-06-13,53.709999084472656
2019-06-14,53.763999938964844
2019-06-17,53.75
2019-06-18,54.06999969482422
2019-06-19,53.922000885009766
2019-06-20,54.220001220703125
2019-06-21,54.119998931884766
2019-06-24,54.1870002746582
2019-06-25,54.31999969482422
2019-06-26,54.14799880981445
2019-06-27,54.310001373291016
2019-06-28,54.349998474121094
2019-07-01,54.31999969482422
2019-07-02,54.40999984741211
2019-07-03,54.54100036621094
2019-07-05,54.46900177001953
2019-07-08,54.459999084472656
2019-07-09,54.38999938964844
2019-07-10,54.29999923706055
2019-07-11,54.07400131225586
2019-07-12,54.13999938964844
2019-07-15,54.220001220703125
2019-07-16,54.310001373291016
2019-07-17,54.472999572753906
2019-07-18,54.47100067138672
2019-07-19,54.59000015258789
2019-07-22,54.59000015258789
2019-07-23,54.57600021362305
2019-07-24,54.77000045776367
2019-07-25,54.650001525878906
2019-07-26,54.7859992980957
2019-07-29,54.869998931884766
2019-07-30,54.880001068115234
2019-07-31,55.029998779296875
2019-08-01,55.058998107910156
2019-08-02,55.058998107910156
2019-08-05,55.310001373291016
2019-08-06,55.400001525878906
2019-08-07,55.63999938964844
2019-08-08,55.529998779296875
2019-08-09,55.47999954223633
2019-08-12,55.55500030517578
2019-08-13,55.68000030517578
2019-08-14,55.78499984741211
2019-08-15,56.15999984741211
2019-08-16,56.13999938964844
2019-08-19,55.849998474121094
2019-08-20,55.95800018310547
2019-08-21,55.939998626708984
2019-08-22,55.810001373291016
2019-08-23,55.952999114990234
2019-08-26,55.8650016784668
2019-08-27,56.099998474121094
2019-08-28,56.18000030517578
2019-08-29,56.112998962402344
2019-08-30,56.119998931884766
2019-09-03,56.02000045776367
2019-09-04,55.959999084472656
2019-09-05,55.54499816894531
2019-09-06,55.720001220703125
2019-09-09,55.459999084472656
2019-09-10,55.22999954223633
2019-09-11,55.2599983215332
2019-09-12,55.189998626708984
2019-09-13,54.99100112915039
2019-09-16,54.970001220703125
2019-09-17,54.95100021362305
2019-09-18,55.16999816894531
2019-09-19,55.2140007019043
2019-09-20,55.29999923706055
2019-09-23,55.5
2019-09-24,55.707000732421875
2019-09-25,55.529998779296875
2019-09-26,55.58000183105469
2019-09-27,55.529998779296875
2019-09-30,55.630001068115234
2019-10-01,55.433998107910156
2019-10-02,55.459999084472656
2019-10-03,55.630001068115234
2019-10-04,55.63199996948242
2019-10-07,55.56999969482422
2019-10-08,55.595001220703125
2019-10-09,55.44200134277344
2019-10-10,55.25
2019-10-11,55.11000061035156
2019-10-14,55.16999816894531
2019-10-15,55.013999938964844
2019-10-16,55.040000915527344
2019-10-17,55.02000045776367
2019-10-18,54.933998107910156
2019-10-21,54.84000015258789
2019-10-22,54.97700119018555
2019-10-23,55.03499984741211
2019-10-24,55.09000015258789
2019-10-25,54.986000061035156
2019-10-28,54.869998931884766
2019-10-29,54.89799880981445
2019-10-30,54.970001220703125
2019-10-31,55.209999084472656
2019-11-01,54.90299987792969
2019-11-04,54.84000015258789
2019-11-05,54.70000076293945
2019-11-06,54.849998474121094
2019-11-07,54.595001220703125
2019-11-08,54.58000183105469
2019-11-11,54.560001373291016
2019-11-12,54.529998779296875
2019-11-13,54.70000076293945
2019-11-14,54.72999954223633
2019-11-15,54.81999969482422
2019-11-18,54.775001525878906
2019-11-19,54.79499816894531
2019-11-20,54.849998474121094
2019-11-21,54.72999954223633
2019-11-22,54.86000061035156
2019-11-25,54.83000183105469
2019-11-26,54.95000076293945
2019-11-27,54.90999984741211
2019-11-29,54.91999816894531
2019-12-02,54.15999984741211
2019-12-03,54.459999084472656
2019-12-04,54.36899948120117
2019-12-05,54.255001068115234
2019-12-06,54.25
2019-12-09,54.275001525878906
2019-12-10,54.27000045776367
2019-12-11,54.375
2019-12-12,54.165000915527344
2019-12-13,54.369998931884766
2019-12-16,54.3380012512207
2019-12-17,54.395999908447266
2019-12-18,54.244998931884766
2019-12-19,53.77000045776367
2019-12-20,53.80500030517578
2019-12-23,53.7599983215332
2019-12-24,53.77199935913086
2019-12-26,53.85499954223633
2019-12-27,53.8650016784668
2019-12-30,53.7400016784668
2019-12-31,53.6349983215332
2020-01-02,53.82500076293945
2020-01-03,54.095001220703125
2020-01-06,54.0
2020-01-07,54.02799987792969
2020-01-08,53.880001068115234
2020-01-09,53.8849983215332
2020-01-10,53.959999084472656
2020-01-13,53.810001373291016
2020-01-14,53.849998474121094
2020-01-15,54.0
2020-01-16,54.06999969482422
2020-01-17,54.040000915527344
2020-01-21,54.20000076293945
2020-01-22,54.2599983215332
2020-01-23,54.375
2020-01-24,54.52000045776367
2020-01-27,54.685001373291016
2020-01-28,54.643001556396484
2020-01-29,54.724998474121094
2020-01-30,54.79499816894531
2020-01-31,54.935001373291016
2020-02-03,54.7599983215332
2020-02-04,54.61000061035156
2020-02-05,54.48099899291992
2020-02-06,54.54999923706055
2020-02-07,54.650001525878906
2020-02-10,54.75
2020-02-11,54.66999816894531
2020-02-12,54.650001525878906
2020-02-13,54.650001525878906
2020-02-14,54.72999954223633
2020-02-18,54.79999923706055
2020-02-19,54.83000183105469
2020-02-20,54.98500061035156
2020-02-21,55.029998779296875
2020-02-24,55.1349983215332
2020-02-25,55.20500183105469
2020-02-26,55.11000061035156
2020-02-27,55.13999938964844
2020-02-28,55.3380012512207
2020-03-02,55.165000915527344
2020-03-03,55.42499923706055
2020-03-04,55.32500076293945
2020-03-05,55.494998931884766
2020-03-06,55.5880012512207
2020-03-09,55.68000030517578
2020-03-10,55.255001068115234
2020-03-11,55.14799880981445
2020-03-12,54.26300048828125
2020-03-13,54.1150016784668
2020-03-16,53.59000015258789
2020-03-17,52.926998138427734
2020-03-18,52.025001525878906
2020-03-19,52.04999923706055
2020-03-20,52.52899932861328
2020-03-23,52.83399963378906
2020-03-24,52.40999984741211
2020-03-25,52.39500045776367
2020-03-26,52.709999084472656
2020-03-27,53.06999969482422
2020-03-30,53.1349983215332
2020-03-31,53.06999969482422
2020-04-01,52.709999084472656
2020-04-02,52.83000183105469
2020-04-03,52.85100173950195
2020-04-06,52.89099884033203
2020-04-07,52.64500045776367
2020-04-08,52.75
2020-04-09,53.095001220703125
2020-04-13,53.13999938964844
2020-04-14,53.275001525878906
2020-04-15,53.59700012207031
2020-04-16,53.66999816894531
2020-04-17,53.6349983215332
2020-04-20,53.53499984741211
2020-04-21,53.45000076293945
2020-04-22,53.400001525878906
2020-04-23,53.619998931884766
2020-04-24,53.75
2020-04-27,53.70399856567383
2020-04-28,53.77399826049805
2020-04-29,53.97600173950195
2020-04-30,54.220001220703125
2020-05-01,53.82500076293945
2020-05-04,53.89799880981445
2020-05-05,53.81999969482422
2020-05-06,53.595001220703125
2020-05-07,53.81999969482422
2020-05-08,53.755001068115234
2020-05-11,53.71500015258789
2020-05-12,53.650001525878906
2020-05-13,53.709999084472656
2020-05-14,53.755001068115234
2020-05-15,53.74100112915039
2020-05-18,53.724998474121094
2020-05-19,53.67499923706055
2020-05-20,53.849998474121094
2020-05-21,53.8650016784668
2020-05-22,53.900001525878906
2020-05-26,53.82500076293945
2020-05-27,53.85499954223633
2020-05-28,53.974998474121094
2020-05-29,54.13999938964844
2020-06-01,53.90999984741211
2020-06-02,53.95000076293945
2020-06-03,53.95500183105469
2020-06-04,53.939998626708984
2020-06-05,54.0
2020-06-08,54.119998931884766
2020-06-09,54.154998779296875
2020-06-10,54.185001373291016
2020-06-11,54.34600067138672
2020-06-12,54.439998626708984
2020-06-15,54.3849983215332
2020-06-16,54.38999938964844
2020-06-17,54.3650016784668
2020-06-18,54.57500076293945
2020-06-19,54.5
2020-06-22,54.70000076293945
2020-06-23,54.6349983215332
2020-06-24,54.685001373291016
2020-06-25,54.84000015258789
2020-06-26,54.82500076293945
2020-06-29,54.84000015258789
2020-06-30,54.72999954223633
2020-07-01,54.577999114990234
2020-07-02,54.720001220703125
2020-07-06,54.755001068115234
2020-07-07,54.86000061035156
2020-07-08,54.9010009765625
2020-07-09,54.959999084472656
2020-07-10,54.94499969482422
2020-07-13,54.900001525878906
2020-07-14,54.92499923706055
2020-07-15,54.9900016784668
2020-07-16,55.13999938964844
2020-07-17,55.14899826049805
2020-07-20,55.1879997253418
2020-07-21,55.26300048828125
2020-07-22,55.349998474121094
2020-07-23,55.36000061035156
2020-07-24,55.349998474121094
2020-07-27,55.36000061035156
2020-07-28,55.49700164794922
2020-07-29,55.45000076293945
2020-07-30,55.54499816894531
2020-07-31,55.50699996948242
2020-08-03,55.4900016784668
2020-08-04,55.65999984741211
2020-08-05,55.41999816894531
2020-08-06,55.65999984741211
2020-08-07,55.611000061035156
2020-08-10,55.65999984741211
2020-08-11,55.540000915527344
2020-08-12,55.41999816894531
2020-08-13,55.18000030517578
2020-08-14,55.27000045776367
2020-08-17,55.22999954223633
2020-08-18,55.400001525878906
2020-08-19,55.41999816894531
2020-08-20,55.51100158691406
2020-08-21,55.560001373291016
2020-08-24,55.47999954223633
2020-08-25,55.34000015258789
2020-08-26,55.31999969482422
2020-08-27,55.13999938964844
2020-08-28,55.21500015258789
2020-08-31,55.13999938964844
2020-09-01,55.31999969482422
2020-09-02,55.439998626708984
2020-09-03,55.520999908447266
2020-09-04,55.33000183105469
2020-09-08,55.448001861572266
2020-09-09,55.38999938964844
2020-09-10,55.39400100708008
2020-09-11,55.483001708984375
2020-09-14,55.50600051879883
2020-09-15,55.52000045776367
2020-09-16,55.505001068115234
2020-09-17,55.584999084472656
2020-09-18,55.564998626708984
2020-09-21,55.63999938964844
2020-09-22,55.630001068115234
2020-09-23,55.439998626708984
2020-09-24,55.492000579833984
2020-09-25,55.584999084472656
2020-09-28,55.53900146484375
2020-09-29,55.650001525878906
2020-09-30,55.59000015258789
2020-10-01,55.650001525878906
2020-10-02,55.6349983215332
2020-10-05,55.54999923706055
2020-10-06,55.582000732421875
2020-10-07,55.5620002746582
2020-10-08,55.61000061035156
2020-10-09,55.689998626708984
2020-10-12,55.69499969482422
2020-10-13,55.779998779296875
2020-10-14,55.875
2020-10-15,55.970001220703125
2020-10-16,55.96500015258789
2020-10-19,55.95199966430664
2020-10-20,55.90800094604492
2020-10-21,55.849998474121094
2020-10-22,55.779998779296875
2020-10-23,55.880001068115234
2020-10-26,55.880001068115234
2020-10-27,56.0
2020-10-28,55.939998626708984
2020-10-29,55.97999954223633
2020-10-30,55.900001525878906
2020-11-02,55.7599983215332
2020-11-03,55.79999923706055
2020-11-04,55.88999938964844
2020-11-05,55.9900016784668
2020-11-06,55.900001525878906
2020-11-09,55.56999969482422
2020-11-10,55.520999908447266
2020-11-11,55.63999938964844
2020-11-12,55.83000183105469
2020-11-13,55.849998474121094
2020-11-16,55.849998474121094
2020-11-17,55.970001220703125
2020-11-18,55.95000076293945
2020-11-19,56.0
2020-11-20,56.119998931884766
2020-11-23,56.029998779296875
2020-11-24,56.02000045776367
2020-11-25,56.02000045776367
2020-11-27,56.099998474121094
2020-11-30,56.06999969482422
2020-12-01,55.79999923706055
2020-12-02,55.90999984741211
2020-12-03,56.029998779296875
2020-12-04,56.029998779296875
2020-12-07,56.099998474121094
2020-12-08,56.189998626708984
2020-12-09,56.16999816894531
2020-12-10,56.22999954223633
2020-12-11,56.33000183105469
2020-12-14,56.25
2020-12-15,56.2400016784668
2020-12-16,56.119998931884766
2020-12-17,56.07500076293945
2020-12-18,56.130001068115234
2020-12-21,56.13999938964844
2020-12-22,56.20000076293945
2020-12-23,56.029998779296875
2020-12-24,56.11000061035156
2020-12-28,56.07600021362305
2020-12-29,56.13999938964844
2020-12-30,56.189998626708984
2020-12-31,56.25
2021-01-04,56.310001373291016
2021-01-05,56.279998779296875
2021-01-06,56.09000015258789
2021-01-07,56.099998474121094
2021-01-08,56.099998474121094
2021-01-11,55.959999084472656
2021-01-12,55.88999938964844
2021-01-13,56.060001373291016
2021-01-14,56.060001373291016
2021-01-15,56.04999923706055
2021-01-19,56.02000045776367
2021-01-20,56.04999923706055
2021-01-21,55.79999923706055
2021-01-22,56.0099983215332
2021-01-25,56.150001525878906
2021-01-26,56.04999923706055
2021-01-27,55.9900016784668
2021-01-28,55.94499969482422
2021-01-29,55.90999984741211
2021-02-01,55.959999084472656
2021-02-02,55.81999969482422
2021-02-03,55.76499938964844
2021-02-04,55.7599983215332
2021-02-05,55.71699905395508
2021-02-08,55.70000076293945
2021-02-09,55.70800018310547
2021-02-10,55.630001068115234
2021-02-11,55.689998626708984
2021-02-12,55.5099983215332
2021-02-16,55.15999984741211
2021-02-17,55.2599983215332
2021-02-18,55.209999084472656
2021-02-19,55.064998626708984
2021-02-22,54.9739990234375
2021-02-23,54.970001220703125
2021-02-24,54.93000030517578
2021-02-25,54.52000045776367
2021-02-26,54.88999938964844
2021-03-01,55.11000061035156
2021-03-02,55.11000061035156
2021-03-03,54.88999938964844
2021-03-04,54.744998931884766
2021-03-05,54.814998626708984
2021-03-08,54.650001525878906
2021-03-09,54.779998779296875
2021-03-10,54.779998779296875
2021-03-11,54.87900161743164
2021-03-12,54.66999816894531
2021-03-15,54.77000045776367
2021-03-16,54.7599983215332
2021-03-17,54.68299865722656
2021-03-18,54.52000045776367
2021-03-19,54.560001373291016
2021-03-22,54.6349983215332
2021-03-23,54.779998779296875
2021-03-24,54.832000732421875
2021-03-25,54.88999938964844
2021-03-26,54.79999923706055
2021-03-29,54.650001525878906
2021-03-30,54.650001525878906
2021-03-31,54.665000915527344
2021-04-01,54.810001373291016
2021-04-05,54.72999954223633
2021-04-06,54.91999816894531
2021-04-07,54.779998779296875
2021-04-08,54.81999969482422
2021-04-09,54.779998779296875
2021-04-12,54.71099853515625
2021-04-13,54.805999755859375
2021-04-14,54.65999984741211
2021-04-15,54.849998474121094
2021-04-16,54.7140007019043
2021-04-19,54.61399841308594
2021-04-20,54.729000091552734
2021-04-21,54.83100128173828
2021-04-22,54.80500030517578
2021-04-23,54.720001220703125
2021-04-26,54.724998474121094
2021-04-27,54.650001525878906
2021-04-28,54.70000076293945
2021-04-29,54.52000045776367
2021-04-30,54.529998779296875
2021-05-03,54.59000015258789
2021-05-04,54.625
2021-05-05,54.64099884033203
2021-05-06,54.61899948120117
2021-05-07,54.5
2021-05-10,54.375
2021-05-11,54.279998779296875
2021-05-12,54.09400177001953
2021-05-13,54.141998291015625
2021-05-14,54.20500183105469
