,LAND
2014-11-03,11.6899995803833
2014-11-04,11.40999984741211
2014-11-05,11.369999885559082
2014-11-06,11.289999961853027
2014-11-07,10.920000076293945
2014-11-10,10.890000343322754
2014-11-11,10.8100004196167
2014-11-12,10.869999885559082
2014-11-13,10.800000190734863
2014-11-14,10.6899995803833
2014-11-17,10.670000076293945
2014-11-18,10.739999771118164
2014-11-19,10.649999618530273
2014-11-20,10.619999885559082
2014-11-21,10.630000114440918
2014-11-24,10.569999694824219
2014-11-25,10.699999809265137
2014-11-26,10.920000076293945
2014-11-28,10.739999771118164
2014-12-01,10.569999694824219
2014-12-02,10.5600004196167
2014-12-03,10.300000190734863
2014-12-04,10.329999923706055
2014-12-05,10.010000228881836
2014-12-08,9.770000457763672
2014-12-09,9.579999923706055
2014-12-10,9.350000381469727
2014-12-11,9.119999885559082
2014-12-12,9.09000015258789
2014-12-15,9.039999961853027
2014-12-16,9.0600004196167
2014-12-17,9.34000015258789
2014-12-18,9.420000076293945
2014-12-19,9.220000267028809
2014-12-22,10.0
2014-12-23,9.8100004196167
2014-12-24,9.819999694824219
2014-12-26,10.75
2014-12-29,11.005000114440918
2014-12-30,10.510000228881836
2014-12-31,10.699999809265137
2015-01-02,10.40999984741211
2015-01-05,10.100000381469727
2015-01-06,10.199999809265137
2015-01-07,10.4399995803833
2015-01-08,10.59000015258789
2015-01-09,10.5
2015-01-12,10.329999923706055
2015-01-13,10.649999618530273
2015-01-14,10.84000015258789
2015-01-15,10.600000381469727
2015-01-16,10.609999656677246
2015-01-20,10.600000381469727
2015-01-21,10.399999618530273
2015-01-22,10.470000267028809
2015-01-23,10.619999885559082
2015-01-26,10.829999923706055
2015-01-27,10.890000343322754
2015-01-28,10.800000190734863
2015-01-29,10.680000305175781
2015-01-30,10.449999809265137
2015-02-02,10.5600004196167
2015-02-03,10.59000015258789
2015-02-04,10.680000305175781
2015-02-05,10.600000381469727
2015-02-06,10.65999984741211
2015-02-09,10.600000381469727
2015-02-10,10.59000015258789
2015-02-11,10.550000190734863
2015-02-12,10.5
2015-02-13,10.680000305175781
2015-02-17,10.569999694824219
2015-02-18,10.630000114440918
2015-02-19,10.569999694824219
2015-02-20,10.600000381469727
2015-02-23,10.859999656677246
2015-02-24,10.869999885559082
2015-02-25,11.460000038146973
2015-02-26,11.479999542236328
2015-02-27,11.90999984741211
2015-03-02,11.739999771118164
2015-03-03,11.510000228881836
2015-03-04,11.199999809265137
2015-03-05,11.260000228881836
2015-03-06,11.220000267028809
2015-03-09,11.260000228881836
2015-03-10,10.930000305175781
2015-03-11,11.140000343322754
2015-03-12,11.15999984741211
2015-03-13,11.34000015258789
2015-03-16,11.3100004196167
2015-03-17,11.369999885559082
2015-03-18,11.449999809265137
2015-03-19,11.550000190734863
2015-03-20,11.75
2015-03-23,12.09000015258789
2015-03-24,12.199999809265137
2015-03-25,11.890000343322754
2015-03-26,12.020000457763672
2015-03-27,11.979999542236328
2015-03-30,12.010000228881836
2015-03-31,12.050000190734863
2015-04-01,12.1899995803833
2015-04-02,12.100000381469727
2015-04-06,12.130000114440918
2015-04-07,12.0600004196167
2015-04-08,12.109999656677246
2015-04-09,12.229999542236328
2015-04-10,12.15999984741211
2015-04-13,12.15999984741211
2015-04-14,12.1899995803833
2015-04-15,12.291000366210938
2015-04-16,12.270000457763672
2015-04-17,12.196999549865723
2015-04-20,12.300000190734863
2015-04-21,12.300000190734863
2015-04-22,12.239999771118164
2015-04-23,12.300000190734863
2015-04-24,12.279999732971191
2015-04-27,12.220000267028809
2015-04-28,12.199999809265137
2015-04-29,12.229999542236328
2015-04-30,12.119999885559082
2015-05-01,12.0600004196167
2015-05-04,12.079999923706055
2015-05-05,12.1899995803833
2015-05-06,11.979999542236328
2015-05-07,11.829999923706055
2015-05-08,12.0
2015-05-11,11.890000343322754
2015-05-12,11.8100004196167
2015-05-13,11.149999618530273
2015-05-14,11.369999885559082
2015-05-15,11.239999771118164
2015-05-18,11.399999618530273
2015-05-19,11.300000190734863
2015-05-20,11.0
2015-05-21,11.0
2015-05-22,11.0600004196167
2015-05-26,11.0
2015-05-27,11.140000343322754
2015-05-28,11.140000343322754
2015-05-29,11.180000305175781
2015-06-01,11.109999656677246
2015-06-02,11.0
2015-06-03,11.130000114440918
2015-06-04,11.1899995803833
2015-06-05,11.279999732971191
2015-06-08,11.175000190734863
2015-06-09,11.289999961853027
2015-06-10,11.010000228881836
2015-06-11,11.010000228881836
2015-06-12,11.010000228881836
2015-06-15,11.09000015258789
2015-06-16,11.010000228881836
2015-06-17,10.960000038146973
2015-06-18,10.899999618530273
2015-06-19,10.850000381469727
2015-06-22,10.960000038146973
2015-06-23,10.800000190734863
2015-06-24,10.760000228881836
2015-06-25,10.5
2015-06-26,10.579999923706055
2015-06-29,10.3100004196167
2015-06-30,10.34000015258789
2015-07-01,10.329999923706055
2015-07-02,10.460000038146973
2015-07-06,10.600000381469727
2015-07-07,10.5600004196167
2015-07-08,10.489999771118164
2015-07-09,10.850000381469727
2015-07-10,10.989999771118164
2015-07-13,10.979999542236328
2015-07-14,10.760000228881836
2015-07-15,10.720000267028809
2015-07-16,10.75
2015-07-17,10.880000114440918
2015-07-20,10.869999885559082
2015-07-21,10.84000015258789
2015-07-22,10.75
2015-07-23,10.329999923706055
2015-07-24,10.010000228881836
2015-07-27,9.75
2015-07-28,9.529999732971191
2015-07-29,9.609999656677246
2015-07-30,9.760000228881836
2015-07-31,10.029999732971191
2015-08-03,9.970000267028809
2015-08-04,9.84000015258789
2015-08-05,10.0600004196167
2015-08-06,9.949999809265137
2015-08-07,9.9399995803833
2015-08-10,9.930000305175781
2015-08-11,9.899999618530273
2015-08-12,9.680000305175781
2015-08-13,9.649999618530273
2015-08-14,9.609999656677246
2015-08-17,9.550000190734863
2015-08-18,9.395000457763672
2015-08-19,9.350000381469727
2015-08-20,9.569999694824219
2015-08-21,9.5
2015-08-24,9.010000228881836
2015-08-25,9.199999809265137
2015-08-26,9.555000305175781
2015-08-27,9.34000015258789
2015-08-28,9.15999984741211
2015-08-31,9.130000114440918
2015-09-01,9.079999923706055
2015-09-02,9.130000114440918
2015-09-03,9.039999961853027
2015-09-04,9.09000015258789
2015-09-08,9.239999771118164
2015-09-09,9.319999694824219
2015-09-10,9.149999618530273
2015-09-11,9.140000343322754
2015-09-14,9.029999732971191
2015-09-15,9.069999694824219
2015-09-16,9.260000228881836
2015-09-17,9.210000038146973
2015-09-18,9.479999542236328
2015-09-21,9.279999732971191
2015-09-22,9.3100004196167
2015-09-23,9.300000190734863
2015-09-24,9.319999694824219
2015-09-25,9.289999961853027
2015-09-28,9.039999961853027
2015-09-29,9.069999694824219
2015-09-30,9.180000305175781
2015-10-01,9.319999694824219
2015-10-02,9.109999656677246
2015-10-05,9.229999542236328
2015-10-06,9.180000305175781
2015-10-07,9.15999984741211
2015-10-08,9.279999732971191
2015-10-09,9.300000190734863
2015-10-12,9.350000381469727
2015-10-13,9.34000015258789
2015-10-14,9.329999923706055
2015-10-15,9.300000190734863
2015-10-16,9.489999771118164
2015-10-19,9.489999771118164
2015-10-20,9.53499984741211
2015-10-21,9.524999618530273
2015-10-22,9.59000015258789
2015-10-23,9.4399995803833
2015-10-26,9.399999618530273
2015-10-27,9.350000381469727
2015-10-28,9.170000076293945
2015-10-29,9.199999809265137
2015-10-30,9.199999809265137
2015-11-02,9.220000267028809
2015-11-03,9.260000228881836
2015-11-04,9.40999984741211
2015-11-05,9.520000457763672
2015-11-06,9.449999809265137
2015-11-09,9.180000305175781
2015-11-10,9.244999885559082
2015-11-11,9.239999771118164
2015-11-12,9.279999732971191
2015-11-13,9.050000190734863
2015-11-16,9.069999694824219
2015-11-17,9.050000190734863
2015-11-18,9.039999961853027
2015-11-19,9.130000114440918
2015-11-20,9.15999984741211
2015-11-23,9.15999984741211
2015-11-24,9.210000038146973
2015-11-25,9.229999542236328
2015-11-27,9.329999923706055
2015-11-30,9.40999984741211
2015-12-01,9.270000457763672
2015-12-02,9.229999542236328
2015-12-03,9.25
2015-12-04,9.220000267028809
2015-12-07,9.15999984741211
2015-12-08,9.0
2015-12-09,9.109999656677246
2015-12-10,9.130000114440918
2015-12-11,8.5600004196167
2015-12-14,8.489999771118164
2015-12-15,8.579999923706055
2015-12-16,8.630000114440918
2015-12-17,8.385000228881836
2015-12-18,8.300000190734863
2015-12-21,8.25
2015-12-22,8.3100004196167
2015-12-23,8.460000038146973
2015-12-24,8.461999893188477
2015-12-28,8.600000381469727
2015-12-29,8.609999656677246
2015-12-30,8.520000457763672
2015-12-31,8.649999618530273
2016-01-04,8.579999923706055
2016-01-05,8.65999984741211
2016-01-06,8.59000015258789
2016-01-07,8.369999885559082
2016-01-08,8.319999694824219
2016-01-11,8.199999809265137
2016-01-12,8.100000381469727
2016-01-13,7.889999866485596
2016-01-14,7.860000133514404
2016-01-15,7.599999904632568
2016-01-19,7.46999979019165
2016-01-20,7.150000095367432
2016-01-21,7.014999866485596
2016-01-22,7.440000057220459
2016-01-25,7.460000038146973
2016-01-26,7.570000171661377
2016-01-27,7.650000095367432
2016-01-28,7.570000171661377
2016-01-29,7.420000076293945
2016-02-01,7.75
2016-02-02,7.739999771118164
2016-02-03,7.980000019073486
2016-02-04,8.15999984741211
2016-02-05,8.1899995803833
2016-02-08,7.960000038146973
2016-02-09,7.829999923706055
2016-02-10,7.670000076293945
2016-02-11,7.71999979019165
2016-02-12,7.789999961853027
2016-02-16,7.855000019073486
2016-02-17,7.880000114440918
2016-02-18,8.050000190734863
2016-02-19,8.329999923706055
2016-02-22,8.390000343322754
2016-02-23,8.239999771118164
2016-02-24,8.479999542236328
2016-02-25,8.489999771118164
2016-02-26,8.369999885559082
2016-02-29,8.5
2016-03-01,8.600000381469727
2016-03-02,8.609999656677246
2016-03-03,8.649999618530273
2016-03-04,8.609999656677246
2016-03-07,8.6899995803833
2016-03-08,8.710000038146973
2016-03-09,8.8100004196167
2016-03-10,8.819999694824219
2016-03-11,8.930000305175781
2016-03-14,9.020000457763672
2016-03-15,9.010000228881836
2016-03-16,9.239999771118164
2016-03-17,9.40999984741211
2016-03-18,9.470000267028809
2016-03-21,9.680000305175781
2016-03-22,9.9399995803833
2016-03-23,9.760000228881836
2016-03-24,9.819999694824219
2016-03-28,9.6899995803833
2016-03-29,9.890000343322754
2016-03-30,9.789999961853027
2016-03-31,10.069999694824219
2016-04-01,9.930000305175781
2016-04-04,9.859999656677246
2016-04-05,9.710000038146973
2016-04-06,9.739999771118164
2016-04-07,9.979999542236328
2016-04-08,9.989999771118164
2016-04-11,10.079999923706055
2016-04-12,10.029999732971191
2016-04-13,10.0600004196167
2016-04-14,10.100000381469727
2016-04-15,10.029999732971191
2016-04-18,10.3100004196167
2016-04-19,10.34000015258789
2016-04-20,10.220000267028809
2016-04-21,10.260000228881836
2016-04-22,10.300000190734863
2016-04-25,10.279999732971191
2016-04-26,10.359999656677246
2016-04-27,10.569999694824219
2016-04-28,10.489999771118164
2016-04-29,10.369999885559082
2016-05-02,10.380000114440918
2016-05-03,10.220000267028809
2016-05-04,10.0
2016-05-05,10.289999961853027
2016-05-06,10.609999656677246
2016-05-09,10.609999656677246
2016-05-10,10.550000190734863
2016-05-11,10.5600004196167
2016-05-12,10.65999984741211
2016-05-13,10.680000305175781
2016-05-16,10.869999885559082
2016-05-17,10.779999732971191
2016-05-18,10.460000038146973
2016-05-19,10.100000381469727
2016-05-20,10.239999771118164
2016-05-23,10.239999771118164
2016-05-24,10.229999542236328
2016-05-25,10.029999732971191
2016-05-26,10.109999656677246
2016-05-27,10.130000114440918
2016-05-31,10.229999542236328
2016-06-01,10.210000038146973
2016-06-02,10.15999984741211
2016-06-03,10.369999885559082
2016-06-06,10.539999961853027
2016-06-07,10.520000457763672
2016-06-08,10.699999809265137
2016-06-09,10.65999984741211
2016-06-10,10.84000015258789
2016-06-13,10.470000267028809
2016-06-14,10.3100004196167
2016-06-15,10.279999732971191
2016-06-16,10.329999923706055
2016-06-17,10.220000267028809
2016-06-20,10.390000343322754
2016-06-21,10.260000228881836
2016-06-22,10.390000343322754
2016-06-23,10.520000457763672
2016-06-24,10.710000038146973
2016-06-27,10.489999771118164
2016-06-28,10.710000038146973
2016-06-29,10.869999885559082
2016-06-30,11.0600004196167
2016-07-01,11.300000190734863
2016-07-05,11.420000076293945
2016-07-06,11.350000381469727
2016-07-07,11.229999542236328
2016-07-08,11.270000457763672
2016-07-11,11.100000381469727
2016-07-12,11.09000015258789
2016-07-13,11.09000015258789
2016-07-14,11.010000228881836
2016-07-15,11.09000015258789
2016-07-18,11.270000457763672
2016-07-19,11.369999885559082
2016-07-20,11.220000267028809
2016-07-21,11.119999885559082
2016-07-22,11.220000267028809
2016-07-25,11.239999771118164
2016-07-26,11.180000305175781
2016-07-27,11.130000114440918
2016-07-28,11.210000038146973
2016-07-29,11.479999542236328
2016-08-01,11.460000038146973
2016-08-02,11.329999923706055
2016-08-03,11.420000076293945
2016-08-04,11.359999656677246
2016-08-05,11.380000114440918
2016-08-08,11.380000114440918
2016-08-09,11.420000076293945
2016-08-10,11.279999732971191
2016-08-11,11.460000038146973
2016-08-12,11.470000267028809
2016-08-15,11.229999542236328
2016-08-16,11.0600004196167
2016-08-17,11.470000267028809
2016-08-18,11.3100004196167
2016-08-19,11.210000038146973
2016-08-22,11.079999923706055
2016-08-23,11.220000267028809
2016-08-24,11.109999656677246
2016-08-25,11.279999732971191
2016-08-26,11.210000038146973
2016-08-29,11.739999771118164
2016-08-30,11.779999732971191
2016-08-31,11.710000038146973
2016-09-01,11.600000381469727
2016-09-02,11.729999542236328
2016-09-06,11.880000114440918
2016-09-07,11.890000343322754
2016-09-08,11.729999542236328
2016-09-09,11.270000457763672
2016-09-12,11.529999732971191
2016-09-13,11.210000038146973
2016-09-14,11.180000305175781
2016-09-15,11.1899995803833
2016-09-16,11.109999656677246
2016-09-19,11.289999961853027
2016-09-20,11.300000190734863
2016-09-21,11.25
2016-09-22,11.300000190734863
2016-09-23,11.329999923706055
2016-09-26,11.130000114440918
2016-09-27,10.970000267028809
2016-09-28,10.800000190734863
2016-09-29,10.630000114440918
2016-09-30,10.59000015258789
2016-10-03,10.350000381469727
2016-10-04,10.0
2016-10-05,9.880000114440918
2016-10-06,10.130000114440918
2016-10-07,10.119999885559082
2016-10-10,10.40999984741211
2016-10-11,10.329999923706055
2016-10-12,10.390000343322754
2016-10-13,10.399999618530273
2016-10-14,10.25
2016-10-17,10.359999656677246
2016-10-18,10.640000343322754
2016-10-19,10.649999618530273
2016-10-20,10.770000457763672
2016-10-21,10.920000076293945
2016-10-24,10.675000190734863
2016-10-25,10.670000076293945
2016-10-26,10.479999542236328
2016-10-27,10.25
2016-10-28,10.329999923706055
2016-10-31,10.479999542236328
2016-11-01,10.300000190734863
2016-11-02,10.300000190734863
2016-11-03,10.270000457763672
2016-11-04,10.149999618530273
