,LAND
2013-01-29,15.0
2013-01-30,14.899999618530273
2013-01-31,14.630000114440918
2013-02-01,15.0
2013-02-04,15.0
2013-02-05,15.0
2013-02-06,14.970000267028809
2013-02-07,14.75
2013-02-08,15.050000190734863
2013-02-11,15.0600004196167
2013-02-12,15.069999694824219
2013-02-13,15.0600004196167
2013-02-14,15.069999694824219
2013-02-15,14.789999961853027
2013-02-19,15.100000381469727
2013-02-20,14.90999984741211
2013-02-21,14.899999618530273
2013-02-22,15.100000381469727
2013-02-25,14.899999618530273
2013-02-26,14.859999656677246
2013-02-27,14.829999923706055
2013-02-28,15.069999694824219
2013-03-01,15.25
2013-03-04,14.90999984741211
2013-03-05,15.300000190734863
2013-03-06,15.199999809265137
2013-03-07,15.369999885559082
2013-03-08,15.399999618530273
2013-03-11,15.369999885559082
2013-03-12,15.350000381469727
2013-03-13,15.270000457763672
2013-03-14,15.4399995803833
2013-03-15,15.25
2013-03-18,15.25
2013-03-19,15.3100004196167
2013-03-20,15.34000015258789
2013-03-21,15.25100040435791
2013-03-22,15.279999732971191
2013-03-25,15.40999984741211
2013-03-26,15.25
2013-03-27,15.0
2013-03-28,15.520000457763672
2013-04-01,15.789999961853027
2013-04-02,15.850000381469727
2013-04-03,15.75
2013-04-04,15.850000381469727
2013-04-05,16.18000030517578
2013-04-08,16.09000015258789
2013-04-09,16.0
2013-04-10,16.6299991607666
2013-04-11,16.729999542236328
2013-04-12,17.0
2013-04-15,17.469999313354492
2013-04-16,17.6299991607666
2013-04-17,17.68000030517578
2013-04-18,17.479999542236328
2013-04-19,16.889999389648438
2013-04-22,17.200000762939453
2013-04-23,17.1299991607666
2013-04-24,16.889999389648438
2013-04-25,16.989999771118164
2013-04-26,16.959999084472656
2013-04-29,16.200000762939453
2013-04-30,16.5
2013-05-01,15.850000381469727
2013-05-02,16.0
2013-05-03,15.989999771118164
2013-05-06,15.75
2013-05-07,15.949999809265137
2013-05-08,15.989999771118164
2013-05-09,16.0
2013-05-10,16.25
2013-05-13,16.34000015258789
2013-05-14,16.40999984741211
2013-05-15,16.700000762939453
2013-05-16,16.56999969482422
2013-05-17,16.790000915527344
2013-05-20,16.799999237060547
2013-05-21,16.969999313354492
2013-05-22,17.18000030517578
2013-05-23,16.979999542236328
2013-05-24,16.979999542236328
2013-05-28,16.360000610351562
2013-05-29,15.880000114440918
2013-05-30,16.0
2013-05-31,15.289999961853027
2013-06-03,15.75
2013-06-04,15.729999542236328
2013-06-05,15.899999618530273
2013-06-06,15.960000038146973
2013-06-07,16.5
2013-06-10,16.280000686645508
2013-06-11,16.0
2013-06-12,16.329999923706055
2013-06-13,16.43000030517578
2013-06-14,16.700000762939453
2013-06-17,16.760000228881836
2013-06-18,17.09000015258789
2013-06-19,16.860000610351562
2013-06-20,16.309999465942383
2013-06-21,16.489999771118164
2013-06-24,16.540000915527344
2013-06-25,16.959999084472656
2013-06-26,16.760000228881836
2013-06-27,16.559999465942383
2013-06-28,16.93000030517578
2013-07-01,16.790000915527344
2013-07-02,16.549999237060547
2013-07-03,16.40999984741211
2013-07-05,16.100000381469727
2013-07-08,16.34000015258789
2013-07-09,16.350000381469727
2013-07-10,16.100000381469727
2013-07-11,16.049999237060547
2013-07-12,16.479999542236328
2013-07-15,16.43000030517578
2013-07-16,16.3799991607666
2013-07-17,16.25
2013-07-18,16.200000762939453
2013-07-19,16.0
2013-07-22,15.970000267028809
2013-07-23,16.18000030517578
2013-07-24,16.3799991607666
2013-07-25,15.869999885559082
2013-07-26,16.100000381469727
2013-07-29,15.899999618530273
2013-07-30,15.960000038146973
2013-07-31,15.850000381469727
2013-08-01,15.710000038146973
2013-08-02,15.710000038146973
2013-08-05,15.630000114440918
2013-08-06,15.710000038146973
2013-08-07,16.100000381469727
2013-08-08,16.600000381469727
2013-08-09,16.18000030517578
2013-08-12,16.549999237060547
2013-08-13,16.75
2013-08-14,17.020000457763672
2013-08-15,16.799999237060547
2013-08-16,16.5
2013-08-19,16.739999771118164
2013-08-20,16.540000915527344
2013-08-21,16.540000915527344
2013-08-22,16.739999771118164
2013-08-23,16.6200008392334
2013-08-26,16.610000610351562
2013-08-27,16.690000534057617
2013-08-28,16.260000228881836
2013-08-29,16.530000686645508
2013-08-30,16.510000228881836
2013-09-03,16.68000030517578
2013-09-04,16.399999618530273
2013-09-05,16.690000534057617
2013-09-06,16.489999771118164
2013-09-09,16.200000762939453
2013-09-10,16.5
2013-09-11,16.6200008392334
2013-09-12,16.440000534057617
2013-09-13,16.209999084472656
2013-09-16,16.15999984741211
2013-09-17,16.0
2013-09-18,16.0
2013-09-19,15.949999809265137
2013-09-20,15.880000114440918
2013-09-23,15.989999771118164
2013-09-24,15.920000076293945
2013-09-25,15.949999809265137
2013-09-26,15.920000076293945
2013-09-27,15.34000015258789
2013-09-30,15.260000228881836
2013-10-01,15.989999771118164
2013-10-02,16.190000534057617
2013-10-03,16.219999313354492
2013-10-04,16.059999465942383
2013-10-07,16.110000610351562
2013-10-08,16.149999618530273
2013-10-09,16.030000686645508
2013-10-10,16.309999465942383
2013-10-11,16.209999084472656
2013-10-14,16.299999237060547
2013-10-15,16.260000228881836
2013-10-16,16.209999084472656
2013-10-17,16.389999389648438
2013-10-18,16.309999465942383
2013-10-21,16.290000915527344
2013-10-22,16.290000915527344
2013-10-23,16.299999237060547
2013-10-24,16.649999618530273
2013-10-25,16.559999465942383
2013-10-28,16.579999923706055
2013-10-29,16.850000381469727
2013-10-30,16.799999237060547
2013-10-31,16.200000762939453
2013-11-01,16.18000030517578
2013-11-04,16.270000457763672
2013-11-05,16.239999771118164
2013-11-06,16.0
2013-11-07,16.0
2013-11-08,16.110000610351562
2013-11-11,16.06999969482422
2013-11-12,15.90999984741211
2013-11-13,16.059999465942383
2013-11-14,16.100000381469727
2013-11-15,16.200000762939453
2013-11-18,16.100000381469727
2013-11-19,16.1299991607666
2013-11-20,16.149999618530273
2013-11-21,16.100000381469727
2013-11-22,16.170000076293945
2013-11-25,16.270000457763672
2013-11-26,16.40999984741211
2013-11-27,16.389999389648438
2013-11-29,16.389999389648438
2013-12-02,16.299999237060547
2013-12-03,16.329999923706055
2013-12-04,16.299999237060547
2013-12-05,16.09000015258789
2013-12-06,16.190000534057617
2013-12-09,16.450000762939453
2013-12-10,16.309999465942383
2013-12-11,16.31999969482422
2013-12-12,16.200000762939453
2013-12-13,16.0
2013-12-16,16.09000015258789
2013-12-17,16.170000076293945
2013-12-18,16.280000686645508
2013-12-19,16.3700008392334
2013-12-20,17.0
2013-12-23,16.959999084472656
2013-12-24,16.719999313354492
2013-12-26,16.6299991607666
2013-12-27,16.299999237060547
2013-12-30,16.110000610351562
2013-12-31,16.200000762939453
2014-01-02,16.09000015258789
2014-01-03,16.059999465942383
2014-01-06,16.030000686645508
2014-01-07,16.020000457763672
2014-01-08,15.020000457763672
2014-01-09,14.720000267028809
2014-01-10,14.65999984741211
2014-01-13,14.5
2014-01-14,14.550000190734863
2014-01-15,14.600000381469727
2014-01-16,14.6899995803833
2014-01-17,14.850000381469727
2014-01-21,14.859999656677246
2014-01-22,14.539999961853027
2014-01-23,14.449999809265137
2014-01-24,14.25
2014-01-27,14.100000381469727
2014-01-28,13.970000267028809
2014-01-29,13.380000114440918
2014-01-30,13.40999984741211
2014-01-31,13.470000267028809
2014-02-03,13.819999694824219
2014-02-04,13.710000038146973
2014-02-05,13.359999656677246
2014-02-06,13.539999961853027
2014-02-07,13.699999809265137
2014-02-10,13.739999771118164
2014-02-11,13.739999771118164
2014-02-12,13.649999618530273
2014-02-13,13.619999885559082
2014-02-14,13.600000381469727
2014-02-18,13.579999923706055
2014-02-19,13.5
2014-02-20,12.960000038146973
2014-02-21,12.640000343322754
2014-02-24,11.949999809265137
2014-02-25,12.170000076293945
2014-02-26,12.960000038146973
2014-02-27,12.819999694824219
2014-02-28,12.800000190734863
2014-03-03,13.149999618530273
2014-03-04,12.869999885559082
2014-03-05,13.239999771118164
2014-03-06,13.0
2014-03-07,13.25
2014-03-10,13.229999542236328
2014-03-11,13.350000381469727
2014-03-12,13.050000190734863
2014-03-13,13.260000228881836
2014-03-14,13.210000038146973
2014-03-17,13.149999618530273
2014-03-18,13.220000267028809
2014-03-19,13.460000038146973
2014-03-20,13.890000343322754
2014-03-21,13.899999618530273
2014-03-24,13.75
2014-03-25,14.020000457763672
2014-03-26,13.550000190734863
2014-03-27,13.579999923706055
2014-03-28,13.579999923706055
2014-03-31,14.140000343322754
2014-04-01,14.350000381469727
2014-04-02,14.5
2014-04-03,14.09000015258789
2014-04-04,13.619999885559082
2014-04-07,13.3100004196167
2014-04-08,12.979999542236328
2014-04-09,13.050000190734863
2014-04-10,13.0
2014-04-11,13.029999732971191
2014-04-14,12.989999771118164
2014-04-15,13.050000190734863
2014-04-16,13.050000190734863
2014-04-17,12.850000381469727
2014-04-21,12.729999542236328
2014-04-22,12.640000343322754
2014-04-23,12.319999694824219
2014-04-24,12.260000228881836
2014-04-25,12.319999694824219
2014-04-28,12.289999961853027
2014-04-29,12.220000267028809
2014-04-30,12.130000114440918
2014-05-01,12.029999732971191
2014-05-02,12.40999984741211
2014-05-05,12.550000190734863
2014-05-06,12.0600004196167
2014-05-07,11.859999656677246
2014-05-08,11.720000267028809
2014-05-09,11.539999961853027
2014-05-12,11.59000015258789
2014-05-13,11.819999694824219
2014-05-14,11.699999809265137
2014-05-15,11.569999694824219
2014-05-16,11.34000015258789
2014-05-19,11.369999885559082
2014-05-20,11.199999809265137
2014-05-21,11.020000457763672
2014-05-22,11.210000038146973
2014-05-23,11.640000343322754
2014-05-27,11.199999809265137
2014-05-28,11.520000457763672
2014-05-29,11.359999656677246
2014-05-30,11.180000305175781
2014-06-02,11.15999984741211
2014-06-03,11.130000114440918
2014-06-04,11.149999618530273
2014-06-05,11.460000038146973
2014-06-06,11.210000038146973
2014-06-09,11.220000267028809
2014-06-10,11.210000038146973
2014-06-11,11.25
2014-06-12,11.300000190734863
2014-06-13,11.670000076293945
2014-06-16,11.850000381469727
2014-06-17,12.40999984741211
2014-06-18,12.569999694824219
2014-06-19,12.569999694824219
2014-06-20,12.869999885559082
2014-06-23,12.619999885559082
2014-06-24,12.90999984741211
2014-06-25,12.640000343322754
2014-06-26,12.489999771118164
2014-06-27,12.720000267028809
2014-06-30,12.989999771118164
2014-07-01,13.1899995803833
2014-07-02,13.300000190734863
2014-07-03,13.319999694824219
2014-07-07,13.199999809265137
2014-07-08,13.029999732971191
2014-07-09,12.979999542236328
2014-07-10,13.279999732971191
2014-07-11,13.0
2014-07-14,12.989999771118164
2014-07-15,12.789999961853027
2014-07-16,12.579999923706055
2014-07-17,12.180000305175781
2014-07-18,12.0
2014-07-21,11.880000114440918
2014-07-22,12.229999542236328
2014-07-23,12.369999885559082
2014-07-24,12.279999732971191
2014-07-25,12.170000076293945
2014-07-28,12.229999542236328
2014-07-29,12.300000190734863
2014-07-30,12.0
2014-07-31,12.100000381469727
2014-08-01,12.220000267028809
2014-08-04,12.100000381469727
2014-08-05,12.510000228881836
2014-08-06,12.59000015258789
2014-08-07,12.449999809265137
2014-08-08,12.4399995803833
2014-08-11,12.539999961853027
2014-08-12,12.529999732971191
2014-08-13,12.789999961853027
2014-08-14,12.550000190734863
2014-08-15,12.710000038146973
2014-08-18,12.420000076293945
2014-08-19,12.5
2014-08-20,12.4399995803833
2014-08-21,12.369999885559082
2014-08-22,12.279999732971191
2014-08-25,12.25
2014-08-26,12.260000228881836
2014-08-27,12.319999694824219
2014-08-28,12.420000076293945
2014-08-29,12.359999656677246
2014-09-02,12.579999923706055
2014-09-03,12.369999885559082
2014-09-04,12.380000114440918
2014-09-05,12.359999656677246
2014-09-08,12.5600004196167
2014-09-09,13.050000190734863
2014-09-10,13.0
2014-09-11,13.3100004196167
2014-09-12,13.369999885559082
2014-09-15,13.130000114440918
2014-09-16,13.170000076293945
2014-09-17,13.3100004196167
2014-09-18,13.359999656677246
2014-09-19,12.609999656677246
2014-09-22,12.75
2014-09-23,12.789999961853027
2014-09-24,11.670000076293945
2014-09-25,11.789999961853027
2014-09-26,11.890000343322754
2014-09-29,11.869999885559082
2014-09-30,12.010000228881836
2014-10-01,11.890000343322754
2014-10-02,12.15999984741211
2014-10-03,12.100000381469727
2014-10-06,11.9399995803833
2014-10-07,11.699999809265137
2014-10-08,11.920000076293945
2014-10-09,11.720000267028809
2014-10-10,11.350000381469727
2014-10-13,11.3100004196167
2014-10-14,11.59000015258789
2014-10-15,11.3100004196167
2014-10-16,10.930000305175781
2014-10-17,10.920000076293945
2014-10-20,11.680000305175781
2014-10-21,12.0
2014-10-22,12.0
2014-10-23,12.010000228881836
2014-10-24,11.819999694824219
2014-10-27,11.970000267028809
2014-10-28,12.020000457763672
2014-10-29,11.829999923706055
2014-10-30,11.979999542236328
2014-10-31,11.210000038146973
