,GSK
1994-04-26,16.625
1994-04-28,17.25
1994-04-29,17.25
1994-05-02,17.75
1994-05-03,17.625
1994-05-04,17.125
1994-05-05,16.75
1994-05-06,16.625
1994-05-09,16.5
1994-05-10,17.375
1994-05-11,16.625
1994-05-12,17.0
1994-05-13,16.625
1994-05-16,16.75
1994-05-17,16.75
1994-05-18,16.6875
1994-05-19,16.625
1994-05-20,16.125
1994-05-23,16.25
1994-05-24,16.5
1994-05-25,16.25
1994-05-26,16.375
1994-05-27,16.0
1994-05-31,16.25
1994-06-01,16.125
1994-06-02,16.375
1994-06-03,16.25
1994-06-06,16.25
1994-06-07,16.25
1994-06-08,16.375
1994-06-09,16.5
1994-06-10,17.0
1994-06-13,16.625
1994-06-14,17.25
1994-06-15,17.75
1994-06-16,17.625
1994-06-17,17.5
1994-06-20,17.125
1994-06-21,16.75
1994-06-22,16.5
1994-06-23,16.5
1994-06-24,16.125
1994-06-27,16.875
1994-06-28,16.75
1994-06-29,17.0
1994-06-30,16.625
1994-07-01,16.625
1994-07-05,17.0
1994-07-06,17.125
1994-07-07,17.125
1994-07-08,17.375
1994-07-11,17.5
1994-07-12,17.125
1994-07-13,17.125
1994-07-14,17.375
1994-07-15,17.375
1994-07-18,17.75
1994-07-19,18.0
1994-07-20,17.75
1994-07-21,17.875
1994-07-22,17.375
1994-07-25,17.5
1994-07-26,17.375
1994-07-27,17.125
1994-07-28,17.5
1994-07-29,17.625
1994-08-01,17.75
1994-08-02,18.25
1994-08-03,18.25
1994-08-04,18.25
1994-08-05,18.5
1994-08-08,18.5
1994-08-09,19.0
1994-08-10,19.375
1994-08-11,19.125
1994-08-12,19.25
1994-08-15,19.25
1994-08-16,19.5
1994-08-17,19.5
1994-08-18,19.625
1994-08-19,19.875
1994-08-22,19.875
1994-08-23,20.0
1994-08-24,20.375
1994-08-25,20.0
1994-08-26,20.125
1994-08-29,20.0
1994-08-30,19.875
1994-08-31,19.625
1994-09-01,19.25
1994-09-02,19.25
1994-09-06,19.125
1994-09-07,19.25
1994-09-08,18.625
1994-09-09,19.0
1994-09-12,18.75
1994-09-13,18.75
1994-09-14,18.5
1994-09-15,18.875
1994-09-16,18.375
1994-09-19,18.5
1994-09-20,18.375
1994-09-21,18.5
1994-09-22,18.625
1994-09-23,17.875
1994-09-26,17.875
1994-09-27,18.125
1994-09-28,18.25
1994-09-29,18.125
1994-09-30,18.25
1994-10-03,18.125
1994-10-04,18.0
1994-10-05,18.125
1994-10-06,18.125
1994-10-07,18.25
1994-10-10,18.25
1994-10-11,18.375
1994-10-12,18.625
1994-10-13,19.1875
1994-10-14,19.5
1994-10-17,19.625
1994-10-18,19.125
1994-10-19,19.0
1994-10-20,19.125
1994-10-21,19.125
1994-10-24,19.0
1994-10-25,19.0
1994-10-26,18.875
1994-10-27,19.25
1994-10-28,19.375
1994-10-31,19.25
1994-11-01,19.5
1994-11-02,19.25
1994-11-03,19.5
1994-11-04,19.375
1994-11-07,19.125
1994-11-08,19.25
1994-11-09,19.875
1994-11-10,19.5
1994-11-11,19.5
1994-11-14,19.5
1994-11-15,19.5
1994-11-16,19.5
1994-11-17,19.25
1994-11-18,19.0
1994-11-21,19.375
1994-11-22,19.125
1994-11-23,19.25
1994-11-25,19.375
1994-11-28,19.5
1994-11-29,19.375
1994-11-30,19.25
1994-12-01,19.0
1994-12-02,19.125
1994-12-05,19.125
1994-12-06,19.375
1994-12-07,19.375
1994-12-08,19.375
1994-12-09,19.5
1994-12-12,19.5
1994-12-13,19.375
1994-12-14,19.75
1994-12-15,19.375
1994-12-16,19.5
1994-12-19,19.75
1994-12-20,20.75
1994-12-21,21.25
1994-12-22,20.875
1994-12-23,20.625
1994-12-27,20.625
1994-12-28,20.625
1994-12-29,20.5
1994-12-30,20.375
1995-01-03,20.875
1995-01-04,20.625
1995-01-05,20.375
1995-01-06,20.625
1995-01-09,21.125
1995-01-10,21.25
1995-01-11,21.0
1995-01-12,21.125
1995-01-13,21.5
1995-01-16,21.375
1995-01-17,21.0
1995-01-18,21.125
1995-01-19,20.625
1995-01-20,20.5
1995-01-23,19.125
1995-01-24,19.25
1995-01-25,19.0
1995-01-26,19.25
1995-01-27,19.625
1995-01-30,19.125
1995-01-31,19.625
1995-02-01,19.75
1995-02-02,20.375
1995-02-03,20.875
1995-02-06,20.5
1995-02-07,20.125
1995-02-08,20.125
1995-02-09,20.375
1995-02-10,20.625
1995-02-13,20.25
1995-02-14,20.25
1995-02-15,20.5
1995-02-16,20.5
1995-02-17,20.5
1995-02-21,20.25
1995-02-22,20.25
1995-02-23,20.625
1995-02-24,20.125
1995-02-27,19.875
1995-02-28,20.0
1995-03-01,20.375
1995-03-02,21.125
1995-03-03,21.375
1995-03-06,21.125
1995-03-07,21.625
1995-03-08,21.75
1995-03-09,21.5
1995-03-10,21.25
1995-03-13,22.0
1995-03-14,22.375
1995-03-15,22.0
1995-03-16,22.3125
1995-03-17,22.0
1995-03-20,22.25
1995-03-21,22.125
1995-03-22,22.375
1995-03-23,22.375
1995-03-24,22.75
1995-03-27,22.75
1995-03-28,22.75
1995-03-29,22.75
1995-03-30,22.875
1995-03-31,22.875
1995-04-03,23.0
1995-04-04,23.375
1995-04-05,23.125
1995-04-06,23.625
1995-04-07,23.75
1995-04-10,23.5
1995-04-11,23.0
1995-04-12,22.75
1995-04-13,22.75
1995-04-17,22.75
1995-04-18,22.625
1995-04-19,22.75
1995-04-20,22.9375
1995-04-21,23.125
1995-04-24,23.5
1995-04-25,23.625
1995-04-26,23.625
1995-04-27,23.625
1995-04-28,23.625
1995-05-01,23.5
1995-05-02,23.75
1995-05-03,24.0
1995-05-04,23.75
1995-05-05,23.5
1995-05-08,23.625
1995-05-09,23.0
1995-05-10,23.25
1995-05-11,23.25
1995-05-12,23.125
1995-05-15,23.0
1995-05-16,22.5
1995-05-17,22.25
1995-05-18,22.0
1995-05-19,22.125
1995-05-22,22.25
1995-05-23,22.5
1995-05-24,22.625
1995-05-25,23.375
1995-05-26,23.25
1995-05-30,23.25
1995-05-31,23.125
1995-06-01,23.0
1995-06-02,22.75
1995-06-05,23.125
1995-06-06,23.25
1995-06-07,23.125
1995-06-08,23.75
1995-06-09,23.25
1995-06-12,23.625
1995-06-13,23.75
1995-06-14,23.875
1995-06-15,23.75
1995-06-16,24.0
1995-06-19,24.375
1995-06-20,24.5
1995-06-21,24.75
1995-06-22,25.375
1995-06-23,25.0
1995-06-26,24.5
1995-06-27,24.375
1995-06-28,24.125
1995-06-29,24.375
1995-06-30,24.375
1995-07-03,24.5
1995-07-05,24.125
1995-07-06,23.8125
1995-07-07,24.125
1995-07-10,23.875
1995-07-11,23.875
1995-07-12,23.875
1995-07-13,24.25
1995-07-14,23.875
1995-07-17,24.0
1995-07-18,23.875
1995-07-19,23.75
1995-07-20,24.0
1995-07-21,23.75
1995-07-24,23.75
1995-07-25,23.625
1995-07-26,23.875
1995-07-27,23.765625
1995-07-28,23.75
1995-07-31,23.875
1995-08-01,24.0
1995-08-02,24.625
1995-08-03,24.75
1995-08-04,24.625
1995-08-07,24.375
1995-08-08,24.5
1995-08-09,24.25
1995-08-10,24.0
1995-08-11,23.875
1995-08-14,23.75
1995-08-15,23.625
1995-08-16,23.625
1995-08-17,23.5
1995-08-18,24.0
1995-08-21,24.375
1995-08-22,24.125
1995-08-23,23.625
1995-08-24,24.0
1995-08-25,24.0
1995-08-28,23.75
1995-08-29,23.875
1995-08-30,23.875
1995-08-31,23.75
1995-09-01,23.875
1995-09-05,24.0
1995-09-06,24.75
1995-09-07,24.625
1995-09-08,24.375
1995-09-11,24.125
1995-09-12,24.25
1995-09-13,23.875
1995-09-14,23.75
1995-09-15,23.875
1995-09-18,23.875
1995-09-19,23.75
1995-09-20,23.875
1995-09-21,24.25
1995-09-22,23.375
1995-09-25,23.375
1995-09-26,23.875
1995-09-27,24.125
1995-09-28,24.375
1995-09-29,24.125
1995-10-02,24.125
1995-10-03,24.125
1995-10-04,24.5
1995-10-05,24.625
1995-10-06,24.375
1995-10-09,24.25
1995-10-10,24.0
1995-10-11,24.125
1995-10-12,24.75
1995-10-13,24.875
1995-10-16,24.75
1995-10-17,24.875
1995-10-18,24.875
1995-10-19,25.0
1995-10-20,25.0
1995-10-23,26.875
1995-10-24,27.25
1995-10-25,27.0
1995-10-26,26.625
1995-10-27,26.875
1995-10-30,26.75
1995-10-31,27.0
1995-11-01,26.875
1995-11-02,27.375
1995-11-03,27.125
1995-11-06,28.125
1995-11-07,27.75
1995-11-08,27.625
1995-11-09,27.0
1995-11-10,26.625
1995-11-13,26.25
1995-11-14,26.5
1995-11-15,27.125
1995-11-16,27.5
1995-11-17,27.25
1995-11-20,27.75
1995-11-21,27.5
1995-11-22,27.25
1995-11-24,27.375
1995-11-27,27.375
1995-11-28,27.125
1995-11-29,26.875
1995-11-30,26.625
1995-12-01,26.625
1995-12-04,27.125
1995-12-05,27.625
1995-12-06,27.75
1995-12-07,26.875
1995-12-08,27.25
1995-12-11,27.5
1995-12-12,27.25
1995-12-13,27.375
1995-12-14,27.5
1995-12-15,27.375
1995-12-18,27.0
1995-12-19,27.375
1995-12-20,26.875
1995-12-21,27.5
1995-12-22,27.75
1995-12-26,27.75
1995-12-27,28.125
1995-12-28,27.75
1995-12-29,28.125
1996-01-02,28.125
1996-01-03,27.875
1996-01-04,27.375
1996-01-05,27.75
1996-01-08,27.625
1996-01-09,27.125
1996-01-10,26.75
1996-01-11,26.875
1996-01-12,27.125
1996-01-15,27.25
1996-01-16,27.875
1996-01-17,27.5
1996-01-18,27.75
1996-01-19,27.5
1996-01-22,27.5
1996-01-23,27.25
1996-01-24,27.75
1996-01-25,27.0
1996-01-26,27.25
1996-01-29,27.5
1996-01-30,28.625
1996-01-31,29.125
1996-02-01,29.0
1996-02-02,29.25
1996-02-05,29.25
1996-02-06,29.25
1996-02-07,28.5
1996-02-08,28.375
1996-02-09,28.125
1996-02-12,28.375
1996-02-13,28.625
1996-02-14,28.75
1996-02-15,29.0
1996-02-16,28.875
1996-02-20,28.25
1996-02-21,28.5
1996-02-22,28.5
1996-02-23,28.25
1996-02-26,28.0
1996-02-27,27.875
1996-02-28,27.875
1996-02-29,27.375
1996-03-01,27.375
1996-03-04,28.25
1996-03-05,27.875
1996-03-06,26.75
1996-03-07,26.125
1996-03-08,25.375
1996-03-11,25.875
1996-03-12,24.75
1996-03-13,24.5
1996-03-14,25.0
1996-03-15,24.5
1996-03-18,25.125
1996-03-19,25.25
1996-03-20,25.5
1996-03-21,25.75
1996-03-22,24.875
1996-03-25,24.875
1996-03-26,25.5
1996-03-27,25.125
1996-03-28,25.125
1996-03-29,25.0
1996-04-01,24.75
1996-04-02,24.625
1996-04-03,24.5
1996-04-04,24.875
1996-04-08,24.375
1996-04-09,24.5
1996-04-10,23.75
1996-04-11,23.75
1996-04-12,24.125
1996-04-15,24.125
1996-04-16,24.0
1996-04-17,23.75
1996-04-18,24.25
1996-04-19,24.375
1996-04-22,23.75
1996-04-23,24.125
1996-04-24,23.5
1996-04-25,23.625
1996-04-26,23.75
1996-04-29,23.875
1996-04-30,24.25
1996-05-01,24.625
1996-05-02,23.875
1996-05-03,24.0
1996-05-06,24.0
1996-05-07,23.5
1996-05-08,23.75
1996-05-09,23.375
1996-05-10,23.75
1996-05-13,23.75
1996-05-14,23.75
1996-05-15,23.75
1996-05-16,26.0
1996-05-17,25.875
1996-05-20,26.125
1996-05-21,26.375
1996-05-22,26.125
1996-05-23,26.125
1996-05-24,26.0
1996-05-28,26.0
1996-05-29,26.25
1996-05-30,26.125
1996-05-31,26.125
1996-06-03,26.0
1996-06-04,26.0
1996-06-05,26.0
1996-06-06,25.5
1996-06-07,25.375
1996-06-10,25.125
1996-06-11,25.5
1996-06-12,26.125
1996-06-13,26.5
1996-06-14,26.5
1996-06-17,27.375
1996-06-18,27.0
1996-06-19,26.625
1996-06-20,26.75
1996-06-21,26.375
1996-06-24,26.375
1996-06-25,26.0
1996-06-26,26.25
1996-06-27,26.5
1996-06-28,26.75
1996-07-01,27.125
1996-07-02,26.875
1996-07-03,27.0
1996-07-05,27.125
1996-07-08,26.875
1996-07-09,27.375
1996-07-10,27.5
1996-07-11,27.75
1996-07-12,27.125
1996-07-15,26.75
1996-07-16,27.125
1996-07-17,26.875
1996-07-18,27.375
1996-07-19,27.5
1996-07-22,27.625
1996-07-23,28.0
1996-07-24,27.375
1996-07-25,28.0
1996-07-26,27.5
1996-07-29,27.5
1996-07-30,28.125
1996-07-31,27.75
1996-08-01,27.75
1996-08-02,28.0
1996-08-05,27.875
1996-08-06,27.75
1996-08-07,27.5
1996-08-08,27.625
1996-08-09,27.875
1996-08-12,28.125
1996-08-13,28.125
1996-08-14,28.25
1996-08-15,28.375
1996-08-16,28.125
1996-08-19,28.0
1996-08-20,28.25
1996-08-21,28.375
1996-08-22,28.75
1996-08-23,28.375
1996-08-26,28.375
1996-08-27,28.375
1996-08-28,28.875
1996-08-29,28.5
1996-08-30,28.5
1996-09-03,28.625
1996-09-04,28.75
1996-09-05,29.125
1996-09-06,29.25
1996-09-09,29.5
1996-09-10,29.375
1996-09-11,29.25
1996-09-12,29.25
1996-09-13,29.75
1996-09-16,30.0
1996-09-17,29.625
1996-09-18,29.625
1996-09-19,29.75
1996-09-20,29.875
1996-09-23,29.75
1996-09-24,29.75
1996-09-25,30.125
1996-09-26,30.625
1996-09-27,31.0
1996-09-30,31.125
1996-10-01,31.75
1996-10-02,32.375
1996-10-03,32.0
1996-10-04,32.0
1996-10-07,31.875
1996-10-08,31.375
1996-10-09,30.5
1996-10-10,30.75
1996-10-11,31.0
1996-10-14,31.375
1996-10-15,31.125
1996-10-16,31.25
1996-10-17,31.5
1996-10-18,32.0
1996-10-21,32.0
1996-10-22,32.125
1996-10-23,31.25
1996-10-24,31.375
1996-10-25,31.625
1996-10-28,31.5
1996-10-29,31.125
1996-10-30,31.0
1996-10-31,31.5
1996-11-01,31.5
1996-11-04,31.5
1996-11-05,31.375
1996-11-06,32.625
1996-11-07,31.5
1996-11-08,31.375
1996-11-11,31.375
1996-11-12,31.25
1996-11-13,31.375
1996-11-14,31.375
1996-11-15,31.75
1996-11-18,31.625
1996-11-19,32.125
1996-11-20,32.0
1996-11-21,32.25
1996-11-22,32.75
1996-11-25,34.0
1996-11-26,34.0
1996-11-27,33.5
1996-11-29,32.875
1996-12-02,32.25
1996-12-03,31.75
1996-12-04,31.25
1996-12-05,31.0
1996-12-06,30.75
1996-12-09,31.0
1996-12-10,31.25
1996-12-11,31.0
1996-12-12,31.375
1996-12-13,31.125
1996-12-16,30.75
1996-12-17,31.125
1996-12-18,31.125
1996-12-19,31.25
1996-12-20,31.25
1996-12-23,31.25
1996-12-24,31.5
1996-12-26,31.375
1996-12-27,31.5
1996-12-30,31.875
1996-12-31,31.75
1997-01-02,31.375
1997-01-03,31.625
1997-01-06,31.25
1997-01-07,30.75
1997-01-08,30.125
1997-01-09,30.25
1997-01-10,30.125
1997-01-13,30.375
1997-01-14,31.25
1997-01-15,31.25
1997-01-16,31.125
1997-01-17,31.25
1997-01-20,30.75
1997-01-21,30.875
1997-01-22,30.25
1997-01-23,30.625
1997-01-24,30.75
1997-01-27,30.875
1997-01-28,31.125
1997-01-29,31.125
1997-01-30,31.5
1997-01-31,31.875
1997-02-03,32.125
1997-02-04,32.25
1997-02-05,32.125
1997-02-06,32.375
1997-02-07,32.875
1997-02-10,32.625
1997-02-11,33.375
1997-02-12,33.5
1997-02-13,33.375
1997-02-14,33.875
1997-02-18,33.125
1997-02-19,33.375
1997-02-20,33.25
1997-02-21,33.125
1997-02-24,33.375
1997-02-25,33.75
1997-02-26,33.625
1997-02-27,34.25
1997-02-28,33.875
1997-03-03,33.875
1997-03-04,33.75
1997-03-05,32.875
1997-03-06,33.5
1997-03-07,34.625
1997-03-10,36.625
1997-03-11,37.0
1997-03-12,36.125
1997-03-13,35.5
1997-03-14,36.75
1997-03-17,36.0
1997-03-18,35.5
1997-03-19,34.625
1997-03-20,34.125
1997-03-21,34.375
1997-03-24,34.5
1997-03-25,34.875
1997-03-26,36.0
1997-03-27,35.5
1997-03-31,35.375
1997-04-01,36.625
1997-04-02,35.5
1997-04-03,35.5
1997-04-04,35.625
1997-04-07,35.5
1997-04-08,35.125
1997-04-09,35.25
1997-04-10,36.0
1997-04-11,35.375
1997-04-14,35.75
1997-04-15,36.125
1997-04-16,36.625
1997-04-17,36.625
1997-04-18,37.125
1997-04-21,37.5
1997-04-22,38.125
1997-04-23,37.75
1997-04-24,37.25
1997-04-25,37.0
1997-04-28,37.5
1997-04-29,39.125
1997-04-30,39.375
1997-05-01,38.625
1997-05-02,39.125
1997-05-05,39.34375
1997-05-06,39.375
1997-05-07,38.25
1997-05-08,39.0
1997-05-09,39.125
1997-05-12,39.5
1997-05-13,40.71875
1997-05-14,41.375
1997-05-15,42.25
1997-05-16,41.625
1997-05-19,41.0
1997-05-20,40.75
1997-05-21,40.5
1997-05-22,39.25
1997-05-23,39.375
1997-05-27,39.5
1997-05-28,40.125
1997-05-29,40.375
1997-05-30,40.25
1997-06-02,39.75
1997-06-03,39.25
1997-06-04,38.5
1997-06-05,39.25
1997-06-06,39.875
1997-06-09,40.375
1997-06-10,41.5
1997-06-11,41.5
1997-06-12,42.125
1997-06-13,41.875
1997-06-16,41.5
1997-06-17,41.5
1997-06-18,41.375
1997-06-19,42.25
1997-06-20,41.625
1997-06-23,41.0
1997-06-24,42.125
1997-06-25,42.125
1997-06-26,41.8125
1997-06-27,41.5625
1997-06-30,41.8125
1997-07-01,44.125
1997-07-02,43.1875
1997-07-03,44.6875
1997-07-07,44.8125
1997-07-08,44.9375
1997-07-09,44.375
1997-07-10,44.5
1997-07-11,44.6875
1997-07-14,46.4375
1997-07-15,46.5625
1997-07-16,46.625
1997-07-17,45.4375
1997-07-18,44.375
1997-07-21,44.4375
1997-07-22,45.8125
1997-07-23,45.5
1997-07-24,45.0625
1997-07-25,44.3125
1997-07-28,43.4375
1997-07-29,43.25
1997-07-30,43.5
1997-07-31,42.5
1997-08-01,42.625
1997-08-04,43.25
1997-08-05,43.1875
1997-08-06,42.75
1997-08-07,41.9375
1997-08-08,41.125
1997-08-11,41.0
1997-08-12,39.9375
1997-08-13,39.0625
1997-08-14,39.75
1997-08-15,38.0625
1997-08-18,39.3125
1997-08-19,39.8125
1997-08-20,40.0625
1997-08-21,39.6875
1997-08-22,39.5
1997-08-25,39.1875
1997-08-26,38.8125
1997-08-27,39.875
1997-08-28,39.3125
1997-08-29,39.9375
1997-09-02,41.1875
1997-09-03,40.875
1997-09-04,41.5
1997-09-05,42.1875
1997-09-08,41.4375
1997-09-09,40.875
1997-09-10,39.3125
1997-09-11,39.4375
1997-09-12,40.625
1997-09-15,40.8125
1997-09-16,42.125
1997-09-17,42.5625
1997-09-18,43.375
1997-09-19,42.8125
1997-09-22,43.6875
1997-09-23,43.5
1997-09-24,44.1875
1997-09-25,43.9375
1997-09-26,43.875
1997-09-29,44.1875
1997-09-30,44.9375
1997-10-01,44.875
1997-10-02,44.3125
1997-10-03,45.0625
1997-10-06,45.4375
1997-10-07,45.625
1997-10-08,44.875
1997-10-09,44.5
1997-10-10,44.25
1997-10-13,44.3125
1997-10-14,44.125
1997-10-15,43.9375
1997-10-16,43.25
1997-10-17,42.3125
1997-10-20,42.9375
1997-10-21,43.375
1997-10-22,42.6875
1997-10-23,41.75
1997-10-24,41.375
1997-10-27,39.25
1997-10-28,40.5625
1997-10-29,41.25
1997-10-30,41.4375
1997-10-31,42.578125
1997-11-03,43.125
1997-11-04,44.0
1997-11-05,43.75
1997-11-06,43.375
1997-11-07,42.4375
1997-11-10,42.75
1997-11-11,42.3125
1997-11-12,41.1875
1997-11-13,41.3125
1997-11-14,41.5
1997-11-17,42.4375
1997-11-18,41.9375
1997-11-19,42.5625
1997-11-20,44.8125
1997-11-21,45.5625
1997-11-24,45.3125
1997-11-25,45.8125
1997-11-26,46.0625
1997-11-28,45.6875
1997-12-01,45.25
1997-12-02,45.125
1997-12-03,45.5
1997-12-04,46.125
1997-12-05,46.5
1997-12-08,47.1875
1997-12-09,47.1875
1997-12-10,46.8125
1997-12-11,46.4375
1997-12-12,46.5
1997-12-15,46.875
1997-12-16,47.3125
1997-12-17,47.9375
1997-12-18,47.25
1997-12-19,46.625
1997-12-22,47.5625
1997-12-23,47.4375
1997-12-24,47.0625
1997-12-26,47.4375
1997-12-29,48.0
1997-12-30,47.8125
1997-12-31,47.875
1998-01-02,48.125
1998-01-05,49.1875
1998-01-06,49.375
1998-01-07,49.875
1998-01-08,49.9375
1998-01-09,48.6875
1998-01-12,48.5
1998-01-13,48.6875
1998-01-14,48.8125
1998-01-15,49.125
1998-01-16,52.375
1998-01-20,54.5625
1998-01-21,52.5625
1998-01-22,52.75
1998-01-23,51.5
1998-01-26,50.9375
1998-01-27,52.625
1998-01-28,53.625
1998-01-29,54.0
1998-01-30,53.8125
1998-02-02,62.75
1998-02-03,62.75
1998-02-04,63.75
1998-02-05,63.375
1998-02-06,62.875
1998-02-09,61.75
1998-02-10,63.25
1998-02-11,63.25
1998-02-12,62.875
1998-02-13,63.125
1998-02-17,63.5
1998-02-18,64.0
1998-02-19,62.5
1998-02-20,62.75
1998-02-23,62.4375
1998-02-24,55.5
1998-02-25,57.25
1998-02-26,57.5
1998-02-27,54.3125
1998-03-02,55.125
1998-03-03,55.6875
1998-03-04,54.25
1998-03-05,52.8125
1998-03-06,53.5
1998-03-09,54.75
1998-03-10,54.6875
1998-03-11,55.25
1998-03-12,54.75
1998-03-13,54.6875
1998-03-16,54.8125
1998-03-17,55.8125
1998-03-18,54.6875
1998-03-19,54.8125
1998-03-20,54.1875
1998-03-23,54.1875
1998-03-24,53.8125
1998-03-25,53.1875
1998-03-26,52.5
1998-03-27,51.6875
1998-03-30,52.375
1998-03-31,54.125
1998-04-01,56.75
1998-04-02,57.3125
1998-04-03,58.5625
1998-04-06,58.875
1998-04-07,59.171875
1998-04-08,58.0625
1998-04-09,58.3125
1998-04-13,58.1875
1998-04-14,58.875
1998-04-15,58.0625
1998-04-16,56.0
1998-04-17,56.875
1998-04-20,55.4375
1998-04-21,54.5625
1998-04-22,52.8125
1998-04-23,52.0
1998-04-24,52.0
1998-04-27,51.375
1998-04-28,53.1875
1998-04-29,55.0
1998-04-30,56.5625
1998-05-01,56.25
1998-05-04,56.9375
1998-05-05,57.4375
1998-05-06,56.125
1998-05-07,55.25
1998-05-08,55.4375
1998-05-11,56.0625
1998-05-12,56.0625
1998-05-13,55.875
1998-05-14,55.75
1998-05-15,55.875
1998-05-18,54.625
1998-05-19,54.875
1998-05-20,55.4375
1998-05-21,55.0
1998-05-22,55.8125
1998-05-26,56.375
1998-05-27,55.125
1998-05-28,54.5625
1998-05-29,53.9375
1998-06-01,53.0625
1998-06-02,53.5
1998-06-03,54.4375
1998-06-04,54.25
1998-06-05,55.25
1998-06-08,56.1875
1998-06-09,57.625
1998-06-10,57.4375
1998-06-11,56.5
1998-06-12,57.0625
1998-06-15,55.75
1998-06-16,56.875
1998-06-17,59.5625
1998-06-18,58.8125
1998-06-19,59.4375
1998-06-22,59.3125
1998-06-23,59.5
1998-06-24,60.5625
1998-06-25,59.9375
1998-06-26,61.1875
1998-06-29,61.5
1998-06-30,59.8125
1998-07-01,60.0
1998-07-02,60.1875
1998-07-06,60.875
1998-07-07,58.875
1998-07-08,60.0625
1998-07-09,59.0
1998-07-10,59.0
1998-07-13,59.0
1998-07-14,61.4375
1998-07-15,60.75
1998-07-16,61.25
1998-07-17,61.875
1998-07-20,62.375
1998-07-21,60.5
1998-07-22,59.75
1998-07-23,58.25
1998-07-24,59.5
1998-07-27,57.5625
1998-07-28,56.6875
1998-07-29,56.625
1998-07-30,62.375
1998-07-31,60.8125
1998-08-03,61.0
1998-08-04,60.3125
1998-08-05,60.0
1998-08-06,58.9375
1998-08-07,58.0
1998-08-10,58.0625
1998-08-11,57.0
1998-08-12,58.0
1998-08-13,58.9375
1998-08-14,60.25
1998-08-17,62.0
1998-08-18,63.5
1998-08-19,62.375
1998-08-20,61.875
1998-08-21,60.875
1998-08-24,61.0625
1998-08-25,61.5
1998-08-26,62.0625
1998-08-27,59.8125
1998-08-28,59.4375
1998-08-31,55.375
1998-09-01,60.375
1998-09-02,59.25
1998-09-03,60.125
1998-09-04,60.0
1998-09-08,61.625
1998-09-09,60.375
1998-09-10,59.5
1998-09-11,59.25
1998-09-14,60.625
1998-09-15,61.8125
1998-09-16,61.5625
1998-09-17,61.8125
1998-09-18,61.0625
1998-09-21,60.1875
1998-09-22,60.8125
1998-09-23,61.875
1998-09-24,60.6875
1998-09-25,57.75
1998-09-28,57.4375
1998-09-29,58.6875
1998-09-30,57.125
1998-10-01,56.9375
1998-10-02,55.875
1998-10-05,52.4375
1998-10-06,54.0625
1998-10-07,54.0
1998-10-08,51.5625
1998-10-09,54.5
1998-10-12,56.0
1998-10-13,56.5
1998-10-14,57.25
1998-10-15,59.0
1998-10-16,59.0
1998-10-19,58.1875
1998-10-20,58.625
1998-10-21,59.0
1998-10-22,59.6875
1998-10-23,60.5
1998-10-26,60.4375
1998-10-27,61.1875
1998-10-28,61.375
1998-10-29,62.625
1998-10-30,62.25
1998-11-02,63.125
1998-11-03,61.375
1998-11-04,60.75
1998-11-05,61.375
1998-11-06,61.8125
1998-11-09,60.5
1998-11-10,61.125
1998-11-11,60.5
1998-11-12,60.1875
1998-11-13,60.9375
1998-11-16,62.375
1998-11-17,63.125
1998-11-18,62.375
1998-11-19,64.125
1998-11-20,63.9375
1998-11-23,64.25
1998-11-24,64.4375
1998-11-25,64.6875
1998-11-27,65.6875
1998-11-30,63.5
1998-12-01,62.5
1998-12-02,63.3125
1998-12-03,63.5
1998-12-04,64.5
1998-12-07,63.9375
1998-12-08,65.3125
1998-12-09,65.375
1998-12-10,65.75
1998-12-11,65.75
1998-12-14,64.625
1998-12-15,64.375
1998-12-16,64.375
1998-12-17,65.25
1998-12-18,65.375
1998-12-21,66.5625
1998-12-22,67.4375
1998-12-23,68.75
1998-12-24,67.875
1998-12-28,68.0
1998-12-29,69.3125
1998-12-30,68.8125
1998-12-31,69.5
1999-01-04,70.9375
1999-01-05,73.25
1999-01-06,75.5625
1999-01-07,74.875
1999-01-08,75.1875
1999-01-11,73.875
1999-01-12,70.75
1999-01-13,70.125
1999-01-14,69.375
1999-01-15,72.0625
1999-01-19,72.6875
1999-01-20,72.25
1999-01-21,71.3125
1999-01-22,69.5625
1999-01-25,70.0625
1999-01-26,70.5625
1999-01-27,69.0
1999-01-28,69.0
1999-01-29,67.875
1999-02-01,68.4375
1999-02-02,66.375
1999-02-03,66.1875
1999-02-04,65.625
1999-02-05,63.5
1999-02-08,62.8125
1999-02-09,62.875
1999-02-10,62.3125
1999-02-11,65.375
1999-02-12,63.8125
1999-02-16,65.625
1999-02-17,64.5
1999-02-18,66.0625
1999-02-19,64.3125
1999-02-22,67.0
1999-02-23,67.3125
1999-02-24,65.3125
1999-02-25,65.125
1999-02-26,64.0625
1999-03-01,62.75
1999-03-02,62.25
1999-03-03,61.6875
1999-03-04,62.125
1999-03-05,62.4375
1999-03-08,64.1875
1999-03-09,64.1875
1999-03-10,65.3125
1999-03-11,65.25
1999-03-12,64.0
1999-03-15,64.0
1999-03-16,63.75
1999-03-17,64.3125
1999-03-18,63.1875
1999-03-19,61.25
1999-03-22,61.375
1999-03-23,60.4375
1999-03-24,61.1875
1999-03-25,61.0625
1999-03-26,61.8125
1999-03-29,64.25
1999-03-30,64.3125
1999-03-31,66.9375
1999-04-01,69.9375
1999-04-05,69.8125
1999-04-06,70.3125
1999-04-07,70.0
1999-04-08,67.6875
1999-04-09,66.0
