,CHNA
2020-03-20,21.280000686645508
2020-03-23,21.285999298095703
2020-03-24,21.819000244140625
2020-03-25,22.329999923706055
2020-03-26,23.69499969482422
2020-03-27,22.520000457763672
2020-03-30,23.038999557495117
2020-03-31,22.71500015258789
2020-04-01,22.09000015258789
2020-04-02,22.389999389648438
2020-04-03,23.024999618530273
2020-04-06,23.259000778198242
2020-04-07,23.399999618530273
2020-04-08,23.78700065612793
2020-04-09,23.913000106811523
2020-04-13,24.084999084472656
2020-04-14,24.479999542236328
2020-04-15,24.299999237060547
2020-04-16,24.459999084472656
2020-04-17,24.615999221801758
2020-04-20,25.1299991607666
2020-04-21,24.351999282836914
2020-04-22,25.14299964904785
2020-04-23,25.315000534057617
2020-04-24,24.90999984741211
2020-04-27,25.87299919128418
2020-04-28,25.764999389648438
2020-04-29,25.670000076293945
2020-04-30,25.04400062561035
2020-05-01,23.856000900268555
2020-05-04,24.590999603271484
2020-05-05,24.858999252319336
2020-05-06,24.856000900268555
2020-05-07,25.325000762939453
2020-05-08,25.788999557495117
2020-05-11,25.68000030517578
2020-05-12,26.000999450683594
2020-05-13,26.06599998474121
2020-05-14,26.28700065612793
2020-05-15,26.628999710083008
2020-05-18,28.135000228881836
2020-05-19,27.989999771118164
2020-05-20,28.351999282836914
2020-05-21,27.243000030517578
2020-05-22,26.15399932861328
2020-05-26,26.400999069213867
2020-05-27,26.030000686645508
2020-05-28,25.84000015258789
2020-05-29,26.84000015258789
2020-06-01,27.3700008392334
2020-06-02,27.875
2020-06-03,28.38599967956543
2020-06-04,27.773000717163086
2020-06-05,27.996999740600586
2020-06-08,27.941999435424805
2020-06-09,28.187000274658203
2020-06-10,28.132999420166016
2020-06-11,27.350000381469727
2020-06-12,27.822999954223633
2020-06-15,28.31800079345703
2020-06-16,28.738000869750977
2020-06-17,29.45400047302246
2020-06-18,29.485000610351562
2020-06-19,29.621999740600586
2020-06-22,30.104999542236328
2020-06-23,30.121000289916992
2020-06-24,30.479999542236328
2020-06-25,30.64900016784668
2020-06-26,30.700000762939453
2020-06-29,30.59000015258789
2020-06-30,30.738000869750977
2020-07-01,30.85700035095215
2020-07-02,31.160999298095703
2020-07-06,31.7450008392334
2020-07-07,31.770000457763672
2020-07-08,32.51599884033203
2020-07-09,32.43899917602539
2020-07-10,32.428001403808594
2020-07-13,33.54999923706055
2020-07-14,33.26599884033203
2020-07-15,33.18000030517578
2020-07-16,31.39900016784668
2020-07-17,31.7810001373291
2020-07-20,31.979999542236328
2020-07-21,32.244998931884766
2020-07-22,32.270999908447266
2020-07-23,32.59400177001953
2020-07-24,31.350000381469727
2020-07-27,31.139999389648438
2020-07-28,30.927000045776367
2020-07-29,31.718000411987305
2020-07-30,32.073001861572266
2020-07-31,31.530000686645508
2020-08-03,32.91999816894531
2020-08-04,33.20000076293945
2020-08-05,33.80099868774414
2020-08-06,33.604000091552734
2020-08-07,32.91299819946289
2020-08-10,32.39899826049805
2020-08-11,31.839000701904297
2020-08-12,31.625
2020-08-13,31.91900062561035
2020-08-14,31.815000534057617
2020-08-17,32.2400016784668
2020-08-18,31.829999923706055
2020-08-19,32.0369987487793
2020-08-20,31.8700008392334
2020-08-21,32.03499984741211
2020-08-24,31.878000259399414
2020-08-25,31.893999099731445
2020-08-26,31.799999237060547
2020-08-27,31.950000762939453
2020-08-28,31.950000762939453
2020-08-31,31.68000030517578
2020-09-01,31.52199935913086
2020-09-02,31.43000030517578
2020-09-03,31.139999389648438
2020-09-04,30.827999114990234
2020-09-08,30.190000534057617
2020-09-09,30.433000564575195
2020-09-10,29.849000930786133
2020-09-11,30.07699966430664
2020-09-14,30.517000198364258
2020-09-15,31.12299919128418
2020-09-16,31.399999618530273
2020-09-17,31.059999465942383
2020-09-18,31.323999404907227
2020-09-21,30.650999069213867
2020-09-22,30.340999603271484
2020-09-23,30.641000747680664
2020-09-24,30.128000259399414
2020-09-25,29.3799991607666
2020-09-28,29.81999969482422
2020-09-29,29.976999282836914
2020-09-30,30.722000122070312
2020-10-01,30.913000106811523
2020-10-02,30.534000396728516
2020-10-05,30.58799934387207
2020-10-06,30.87700080871582
2020-10-07,30.87700080871582
2020-10-08,31.30299949645996
2020-10-09,31.22800064086914
2020-10-12,31.70599937438965
2020-10-13,31.701000213623047
2020-10-14,31.1299991607666
2020-10-15,30.909000396728516
2020-10-16,30.8439998626709
2020-10-19,30.8439998626709
2020-10-20,30.549999237060547
2020-10-21,30.716999053955078
2020-10-22,30.743999481201172
2020-10-23,30.440000534057617
2020-10-26,30.010000228881836
2020-10-27,30.010000228881836
2020-10-28,29.829999923706055
2020-10-29,30.000999450683594
2020-10-30,29.655000686645508
2020-11-02,29.24799919128418
2020-11-03,29.312000274658203
2020-11-04,30.410999298095703
2020-11-05,30.489999771118164
2020-11-06,30.25
2020-11-09,30.490999221801758
2020-11-10,30.239999771118164
2020-11-11,30.04199981689453
2020-11-12,29.850000381469727
2020-11-13,30.312000274658203
2020-11-16,30.290000915527344
2020-11-17,30.030000686645508
2020-11-18,30.010000228881836
2020-11-19,30.190000534057617
2020-11-20,30.447999954223633
2020-11-23,29.81999969482422
2020-11-24,29.926000595092773
2020-11-25,29.725000381469727
2020-11-27,30.100000381469727
2020-11-30,30.649999618530273
2020-12-01,30.559999465942383
2020-12-02,29.790000915527344
2020-12-03,30.1299991607666
2020-12-04,30.469999313354492
2020-12-07,30.559999465942383
2020-12-08,30.309999465942383
2020-12-09,29.489999771118164
2020-12-10,30.06999969482422
2020-12-11,30.06999969482422
2020-12-14,30.049999237060547
2020-12-15,30.43600082397461
2020-12-16,30.71299934387207
2020-12-17,31.5
2020-12-18,31.665000915527344
2020-12-21,32.02399826049805
2020-12-22,32.20000076293945
2020-12-23,32.209999084472656
2020-12-24,31.944000244140625
2020-12-28,32.099998474121094
2020-12-29,32.03900146484375
2020-12-30,32.28499984741211
2020-12-31,32.55799865722656
2021-01-04,32.599998474121094
2021-01-05,33.39699935913086
2021-01-06,33.33000183105469
2021-01-07,33.08700180053711
2021-01-08,33.731998443603516
2021-01-11,33.5880012512207
2021-01-12,34.358001708984375
2021-01-13,34.40999984741211
2021-01-14,35.104000091552734
2021-01-15,35.04600143432617
2021-01-19,36.72999954223633
2021-01-20,38.560001373291016
2021-01-21,38.45000076293945
2021-01-22,39.099998474121094
2021-01-25,39.4739990234375
2021-01-26,38.78300094604492
2021-01-27,36.59000015258789
2021-01-28,36.35499954223633
2021-01-29,36.54999923706055
2021-02-01,38.055999755859375
2021-02-02,40.369998931884766
2021-02-03,40.3849983215332
2021-02-04,39.599998474121094
2021-02-05,39.83000183105469
2021-02-08,39.4900016784668
2021-02-09,40.08000183105469
2021-02-10,40.25699996948242
2021-02-11,40.7599983215332
2021-02-12,40.79399871826172
2021-02-16,41.040000915527344
2021-02-17,41.18600082397461
2021-02-18,40.35499954223633
2021-02-19,40.87300109863281
2021-02-22,39.119998931884766
2021-02-23,39.202999114990234
2021-02-24,38.28499984741211
2021-02-25,37.92300033569336
2021-02-26,37.875
2021-03-01,39.26499938964844
2021-03-02,38.41999816894531
2021-03-03,37.52000045776367
2021-03-04,36.172000885009766
2021-03-05,35.88999938964844
2021-03-08,34.34000015258789
2021-03-09,35.099998474121094
2021-03-10,34.7400016784668
2021-03-11,36.310001373291016
2021-03-12,36.310001373291016
2021-03-15,36.209999084472656
2021-03-16,36.915000915527344
2021-03-17,37.47600173950195
2021-03-18,37.439998626708984
2021-03-19,37.492000579833984
2021-03-22,37.73400115966797
2021-03-23,36.55500030517578
2021-03-24,35.255001068115234
2021-03-25,35.4900016784668
2021-03-26,36.45100021362305
2021-03-29,35.7400016784668
2021-03-30,36.65700149536133
2021-03-31,36.87900161743164
2021-04-01,37.18000030517578
2021-04-05,37.321998596191406
2021-04-06,37.849998474121094
2021-04-07,37.04899978637695
2021-04-08,37.91999816894531
2021-04-09,37.25899887084961
2021-04-12,36.922000885009766
2021-04-13,37.08700180053711
2021-04-14,37.04100036621094
2021-04-15,37.04100036621094
2021-04-16,37.38199996948242
2021-04-19,37.91999816894531
2021-04-20,37.904998779296875
2021-04-21,38.349998474121094
2021-04-22,39.68199920654297
2021-04-23,40.56100082397461
2021-04-26,40.79499816894531
2021-04-27,41.50400161743164
2021-04-28,42.03200149536133
2021-04-29,41.38999938964844
2021-04-30,41.24599838256836
2021-05-03,42.310001373291016
2021-05-04,41.145999908447266
2021-05-05,40.790000915527344
2021-05-06,39.68000030517578
2021-05-07,39.4900016784668
2021-05-10,39.46200180053711
2021-05-11,39.81999969482422
2021-05-12,39.119998931884766
2021-05-13,39.82600021362305
2021-05-14,41.13999938964844
