,CHNA
2018-08-15,23.799999237060547
2018-08-16,23.902000427246094
2018-08-17,23.468000411987305
2018-08-20,24.030000686645508
2018-08-21,24.93000030517578
2018-08-22,24.829999923706055
2018-08-23,24.799999237060547
2018-08-24,25.170000076293945
2018-08-27,25.75
2018-08-28,25.354999542236328
2018-08-29,25.548999786376953
2018-08-30,25.111000061035156
2018-08-31,25.111000061035156
2018-09-04,24.635000228881836
2018-09-05,24.399999618530273
2018-09-06,23.680999755859375
2018-09-07,23.819000244140625
2018-09-10,23.589000701904297
2018-09-11,23.420000076293945
2018-09-12,22.499000549316406
2018-09-13,22.489999771118164
2018-09-14,22.384000778198242
2018-09-17,22.219999313354492
2018-09-18,22.219999313354492
2018-09-19,22.93199920654297
2018-09-20,22.940000534057617
2018-09-21,23.3799991607666
2018-09-24,23.18000030517578
2018-09-25,23.18000030517578
2018-09-26,23.299999237060547
2018-09-27,23.40999984741211
2018-09-28,23.097000122070312
2018-10-01,23.097000122070312
2018-10-02,23.0
2018-10-03,22.780000686645508
2018-10-04,22.0
2018-10-05,21.59000015258789
2018-10-08,21.59000015258789
2018-10-09,21.100000381469727
2018-10-10,20.312999725341797
2018-10-11,19.81999969482422
2018-10-12,19.90999984741211
2018-10-15,20.0
2018-10-16,20.0
2018-10-17,20.097999572753906
2018-10-18,19.799999237060547
2018-10-19,20.15999984741211
2018-10-22,20.875999450683594
2018-10-23,20.219999313354492
2018-10-24,19.979999542236328
2018-10-25,20.0
2018-10-26,19.174999237060547
2018-10-29,18.979999542236328
2018-10-30,19.270000457763672
2018-10-31,19.510000228881836
2018-11-01,20.385000228881836
2018-11-02,21.09000015258789
2018-11-05,21.09000015258789
2018-11-06,21.020000457763672
2018-11-07,21.81999969482422
2018-11-08,21.746999740600586
2018-11-09,21.200000762939453
2018-11-12,21.200000762939453
2018-11-13,21.799999237060547
2018-11-14,21.799999237060547
2018-11-15,21.899999618530273
2018-11-16,21.600000381469727
2018-11-19,21.5
2018-11-20,21.299999237060547
2018-11-21,21.75
2018-11-23,21.75
2018-11-26,21.549999237060547
2018-11-27,21.549999237060547
2018-11-28,22.100000381469727
2018-11-29,21.97800064086914
2018-11-30,22.301000595092773
2018-12-03,22.68000030517578
2018-12-04,22.458999633789062
2018-12-06,21.270000457763672
2018-12-07,20.549999237060547
2018-12-10,19.989999771118164
2018-12-11,20.6200008392334
2018-12-12,20.760000228881836
2018-12-13,21.079999923706055
2018-12-14,20.60300064086914
2018-12-17,20.09000015258789
2018-12-18,20.18000030517578
2018-12-19,19.540000915527344
2018-12-20,19.270000457763672
2018-12-21,18.700000762939453
2018-12-24,18.78499984741211
2018-12-26,18.8700008392334
2018-12-27,18.700000762939453
2018-12-28,19.040000915527344
2018-12-31,19.18199920654297
2019-01-02,18.649999618530273
2019-01-03,17.93000030517578
2019-01-04,18.64699935913086
2019-01-07,18.790000915527344
2019-01-08,19.302000045776367
2019-01-09,19.37299919128418
2019-01-10,19.909000396728516
2019-01-11,20.0
2019-01-14,19.479999542236328
2019-01-15,19.600000381469727
2019-01-16,20.350000381469727
2019-01-17,20.549999237060547
2019-01-18,21.010000228881836
2019-01-22,20.1200008392334
2019-01-23,20.360000610351562
2019-01-24,20.57200050354004
2019-01-25,20.593000411987305
2019-01-28,20.447999954223633
2019-01-29,20.6200008392334
2019-01-30,20.59000015258789
2019-01-31,21.04400062561035
2019-02-01,21.110000610351562
2019-02-04,21.149999618530273
2019-02-05,21.360000610351562
2019-02-06,21.406999588012695
2019-02-07,21.093000411987305
2019-02-08,21.114999771118164
2019-02-11,21.136999130249023
2019-02-12,21.829999923706055
2019-02-13,21.849000930786133
2019-02-14,22.09000015258789
2019-02-15,21.952999114990234
2019-02-19,21.790000915527344
2019-02-20,21.579999923706055
2019-02-21,21.579999923706055
2019-02-22,21.579999923706055
2019-02-25,22.229999542236328
2019-02-26,22.3799991607666
2019-02-27,22.1200008392334
2019-02-28,22.420000076293945
2019-03-01,22.454999923706055
2019-03-04,23.280000686645508
2019-03-05,23.440000534057617
2019-03-06,23.350000381469727
2019-03-07,22.584999084472656
2019-03-08,21.989999771118164
2019-03-11,22.676000595092773
2019-03-12,22.92799949645996
2019-03-13,22.8700008392334
2019-03-14,22.570999145507812
2019-03-15,22.950000762939453
2019-03-18,23.3799991607666
2019-03-19,23.804000854492188
2019-03-20,23.759000778198242
2019-03-21,23.729999542236328
2019-03-22,23.270000457763672
2019-03-25,23.038999557495117
2019-03-26,23.030000686645508
2019-03-27,23.149999618530273
2019-03-28,23.100000381469727
2019-03-29,23.75
2019-04-01,24.100000381469727
2019-04-02,24.09000015258789
2019-04-03,24.270000457763672
2019-04-04,24.270000457763672
2019-04-05,24.290000915527344
2019-04-08,24.81999969482422
2019-04-09,25.006000518798828
2019-04-10,25.43000030517578
2019-04-11,24.799999237060547
2019-04-12,25.010000228881836
2019-04-15,24.670000076293945
2019-04-16,24.683000564575195
2019-04-17,24.41900062561035
2019-04-18,24.233999252319336
2019-04-22,24.062000274658203
2019-04-23,23.895000457763672
2019-04-24,23.884000778198242
2019-04-25,23.458999633789062
2019-04-26,23.309999465942383
2019-04-29,23.726999282836914
2019-04-30,23.709999084472656
2019-05-01,23.788999557495117
2019-05-02,23.530000686645508
2019-05-03,24.038999557495117
2019-05-06,23.149999618530273
2019-05-07,23.259000778198242
2019-05-08,22.785999298095703
2019-05-09,22.18199920654297
2019-05-10,22.43199920654297
2019-05-13,22.07900047302246
2019-05-14,22.07900047302246
2019-05-15,22.07900047302246
2019-05-16,22.8799991607666
2019-05-17,22.218000411987305
2019-05-20,21.615999221801758
2019-05-21,21.799999237060547
2019-05-22,21.799999237060547
2019-05-23,21.280000686645508
2019-05-24,21.364999771118164
2019-05-28,22.030000686645508
2019-05-29,21.780000686645508
2019-05-30,21.672000885009766
2019-05-31,21.672000885009766
2019-06-03,21.700000762939453
2019-06-04,21.320999145507812
2019-06-05,21.3700008392334
2019-06-06,21.034000396728516
2019-06-07,21.194000244140625
2019-06-10,21.030000686645508
2019-06-11,21.719999313354492
2019-06-12,21.356000900268555
2019-06-13,21.356000900268555
2019-06-14,21.257999420166016
2019-06-17,21.257999420166016
2019-06-18,21.809999465942383
2019-06-19,22.204999923706055
2019-06-20,22.610000610351562
2019-06-21,22.059999465942383
2019-06-24,22.18000030517578
2019-06-25,22.0
2019-06-26,22.200000762939453
2019-06-27,22.31100082397461
2019-06-28,22.200000762939453
2019-07-01,22.691999435424805
2019-07-02,22.60700035095215
2019-07-03,22.60700035095215
2019-07-05,22.60700035095215
2019-07-08,22.38800048828125
2019-07-09,22.31999969482422
2019-07-10,22.61400032043457
2019-07-11,22.489999771118164
2019-07-12,22.399999618530273
2019-07-15,22.66699981689453
2019-07-16,22.75
2019-07-17,22.829999923706055
2019-07-18,22.90999984741211
2019-07-19,22.90999984741211
2019-07-22,22.6299991607666
2019-07-23,22.739999771118164
2019-07-24,22.770000457763672
2019-07-25,22.770999908447266
2019-07-26,22.777999877929688
2019-07-29,22.889999389648438
2019-07-30,22.75
2019-07-31,22.530000686645508
2019-08-01,22.0
2019-08-02,21.77899932861328
2019-08-05,21.035999298095703
2019-08-06,21.100000381469727
2019-08-07,21.25
2019-08-08,21.499000549316406
2019-08-09,21.3799991607666
2019-08-12,21.18000030517578
2019-08-13,21.190000534057617
2019-08-14,20.652999877929688
2019-08-15,20.660999298095703
2019-08-16,21.469999313354492
2019-08-19,21.760000228881836
2019-08-20,22.360000610351562
2019-08-21,22.579999923706055
2019-08-22,22.72599983215332
2019-08-23,22.1200008392334
2019-08-26,23.0
2019-08-27,23.100000381469727
2019-08-28,22.6560001373291
2019-08-29,23.100000381469727
2019-08-30,22.854999542236328
2019-09-03,22.812999725341797
2019-09-04,22.888999938964844
2019-09-05,23.1200008392334
2019-09-06,23.1200008392334
2019-09-09,22.759000778198242
2019-09-10,22.788999557495117
2019-09-11,22.59000015258789
2019-09-12,22.90999984741211
2019-09-13,22.90999984741211
2019-09-16,22.631999969482422
2019-09-17,22.59000015258789
2019-09-18,22.5
2019-09-19,22.895000457763672
2019-09-20,22.6200008392334
2019-09-23,22.4950008392334
2019-09-24,22.424999237060547
2019-09-25,22.08799934387207
2019-09-26,22.08799934387207
2019-09-27,21.586000442504883
2019-09-30,21.80299949645996
2019-10-01,21.604000091552734
2019-10-02,21.56599998474121
2019-10-03,22.020000457763672
2019-10-04,21.922000885009766
2019-10-07,21.809999465942383
2019-10-08,21.893999099731445
2019-10-09,21.850000381469727
2019-10-10,22.149999618530273
2019-10-11,22.299999237060547
2019-10-14,22.489999771118164
2019-10-15,22.722999572753906
2019-10-16,22.868000030517578
2019-10-17,22.99799919128418
2019-10-18,22.972999572753906
2019-10-21,23.170000076293945
2019-10-22,23.291000366210938
2019-10-23,22.945999145507812
2019-10-24,22.889999389648438
2019-10-25,23.468000411987305
2019-10-28,23.809999465942383
2019-10-29,23.83099937438965
2019-10-30,23.562999725341797
2019-10-31,23.850000381469727
2019-11-01,24.360000610351562
2019-11-04,24.76799964904785
2019-11-05,24.649999618530273
2019-11-06,24.90999984741211
2019-11-07,25.200000762939453
2019-11-08,25.198999404907227
2019-11-11,25.040000915527344
2019-11-12,24.59000015258789
2019-11-13,24.57900047302246
2019-11-14,24.405000686645508
2019-11-15,24.540000915527344
2019-11-18,24.2549991607666
2019-11-19,25.086999893188477
2019-11-20,24.940000534057617
2019-11-21,24.865999221801758
2019-11-22,24.9060001373291
2019-11-25,24.780000686645508
2019-11-26,24.850000381469727
2019-11-27,24.798999786376953
2019-11-29,24.051000595092773
2019-12-02,23.798999786376953
2019-12-03,23.58099937438965
2019-12-04,23.93000030517578
2019-12-05,23.95199966430664
2019-12-06,24.11400032043457
2019-12-09,23.65399932861328
2019-12-10,23.660999298095703
2019-12-11,23.83799934387207
2019-12-12,24.17799949645996
2019-12-13,23.73699951171875
2019-12-16,24.033000946044922
2019-12-17,24.43600082397461
2019-12-18,24.22599983215332
2019-12-19,24.28499984741211
2019-12-20,24.341999053955078
2019-12-23,24.430999755859375
2019-12-24,24.309999465942383
2019-12-26,24.430999755859375
2019-12-27,24.518999099731445
2019-12-30,24.518999099731445
2019-12-31,24.79599952697754
2020-01-02,25.099000930786133
2020-01-03,24.687999725341797
2020-01-06,24.371000289916992
2020-01-07,24.594999313354492
2020-01-08,24.586999893188477
2020-01-09,24.924999237060547
2020-01-10,24.915000915527344
2020-01-13,25.298999786376953
2020-01-14,25.405000686645508
2020-01-15,25.461999893188477
2020-01-16,26.211999893188477
2020-01-17,26.42099952697754
2020-01-21,26.3700008392334
2020-01-22,26.34000015258789
2020-01-23,26.020000457763672
2020-01-24,25.604999542236328
2020-01-27,24.760000228881836
2020-01-28,24.783000946044922
2020-01-29,25.229999542236328
2020-01-30,24.729999542236328
2020-01-31,24.100000381469727
2020-02-03,24.621000289916992
2020-02-04,25.610000610351562
2020-02-05,26.01099967956543
2020-02-06,25.829999923706055
2020-02-07,25.915000915527344
2020-02-10,26.22800064086914
2020-02-11,26.149999618530273
2020-02-12,26.410999298095703
2020-02-13,26.19700050354004
2020-02-14,26.204999923706055
2020-02-18,26.56999969482422
2020-02-19,26.417999267578125
2020-02-20,26.37299919128418
2020-02-21,26.399999618530273
2020-02-24,25.549999237060547
2020-02-25,25.451000213623047
2020-02-26,25.658000946044922
2020-02-27,25.600000381469727
2020-02-28,25.209999084472656
2020-03-02,25.450000762939453
2020-03-03,25.63599967956543
2020-03-04,25.941999435424805
2020-03-05,25.743999481201172
2020-03-06,25.815000534057617
2020-03-09,24.729999542236328
2020-03-10,25.058000564575195
2020-03-11,24.309999465942383
2020-03-12,21.790000915527344
2020-03-13,22.5
2020-03-16,20.479000091552734
2020-03-17,21.582000732421875
2020-03-18,20.899999618530273
2020-03-19,21.125
